Date,GRADE,GPS,ABT,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1983-11-21,,,0.4936443567276001,,,,,,
1983-11-22,,,0.479164183139801,,,,,,
1983-11-23,,,0.4765313565731048,,,,,,
1983-11-24,,,0.4765313565731048,,,,,,
1983-11-25,,,0.4738987386226654,0.47995399832725527,,,,,
1983-11-28,,,0.4712658524513244,0.4754782974720001,,,,,
1983-11-29,,,0.4752149879932403,0.474688458442688,,,,,
1983-11-30,,,0.4725823998451233,0.47389866709709166,,,,,
1983-12-01,,,0.4449379742145538,0.46757999062538136,,,,,
1983-12-02,,,0.4581016898155212,0.46442058086395255,0.47218728959560397,,,,
1983-12-05,,,0.4607344269752502,0.4623142957687378,0.46889629662036897,,,,
1983-12-06,,,0.4686335325241089,0.4609980046749115,0.46784323155879975,,,,
1983-12-07,,,0.4752149879932403,0.4615245223045349,0.4677115947008133,,,,
1983-12-08,,,0.4725823998451233,0.4670534074306488,0.46731669902801515,,,,
1983-12-09,,,0.4686335325241089,0.46915977597236636,0.4667901784181595,,,,
1983-12-12,,,0.4660001397132873,0.47021291851997377,0.46626360714435566,,,,
1983-12-13,,,0.4752149879932403,0.47152920961380007,0.46626360714435566,,,,
1983-12-14,,,0.4686335325241089,0.47021291851997377,0.46586872041225424,,,,
1983-12-15,,,0.4567854404449463,0.4670535266399384,0.4670534670352935,,,,
1983-12-16,,,0.4699495732784271,0.467316734790802,0.4682382553815841,0.47021277248859406,,,
1983-12-19,,,0.4817968904972076,0.4704760849475861,0.47034450173377984,0.46962039917707443,,,
1983-12-20,,,0.4831134378910064,0.4720557749271393,0.4717924922704696,0.4698178619146347,,,
1983-12-21,,,0.4831134378910064,0.4749517560005187,0.4725823372602463,0.4701469659805298,,,
1983-12-22,,,0.4804807007312774,0.47969080805778497,0.47337216734886167,0.47034443318843844,,,
1983-12-23,,,0.479164183139801,0.4815337300300597,0.4744252324104309,0.4706077054142952,,,
1983-12-26,,,0.479164183139801,0.4810071885585785,0.4757416367530823,0.471002621948719,,,
1983-12-27,,,0.4765313565731048,0.4796907722949982,0.47587327361106874,0.4710684403777122,,,
1983-12-28,,,0.4725823998451233,0.47758456468582156,0.47626816034317015,0.4710684403777122,,,
1983-12-29,,,0.4778482019901275,0.47705806493759156,0.4783744364976883,0.47271395176649095,,,
1983-12-30,,,0.4765313565731048,0.47653149962425223,0.4790326148271561,0.47363543510437,,,
1984-01-02,,,0.4765313565731048,0.476004934310913,0.4785060614347458,0.4744252815842628,,,
1984-01-03,,,0.4844298064708709,0.47758462429046633,0.4786376982927322,0.4752150952816009,,,
1984-01-04,,,0.5002263188362122,0.4831134080886841,0.4803489863872528,0.47646566182374944,,,
1984-01-05,,,0.5054922699928284,0.4886422216892242,0.4828501433134079,0.4781111553311347,,,
1984-01-06,,,0.5041758418083191,0.49417111873626707,0.4853513091802597,0.47988827079534524,,,
1984-01-09,,,0.500205397605896,0.4989059269428253,0.4874554306268692,0.4815985336899756,,,
1984-01-10,,,0.4949123561382293,0.5010024368762969,0.48929353058338165,0.4825834020972251,,,
1984-01-11,,,0.486972451210022,0.49835166335105896,0.4907325357198715,0.48350034803152075,,,
1984-01-12,,,0.4803562462329864,0.4933244585990906,0.4909833401441574,0.48467888832092276,,,
1984-01-13,,,0.4724166989326477,0.4869726300239563,0.4905718743801117,0.4848022446036338,,,
1984-01-16,,,0.4816795289516449,0.4832674562931061,0.4910866916179657,0.48479637652635565,,,
1984-01-17,,,0.4816795289516449,0.4806208908557892,0.4908116638660431,0.4847246810793876,,,
1984-01-18,,,0.4935890734195709,0.481944215297699,0.49014793932437895,0.4852484628558158,,,
1984-01-19,,,0.4935890734195709,0.4845907807350159,0.4889576196670532,0.48590388149023045,,,
1984-01-20,,,0.4896192848682403,0.4880312979221344,0.48750196397304535,0.4864266365766524,,,
1984-01-23,,,0.4777098596096039,0.4872373640537262,0.48525241017341614,0.4863539204001426,,,
1984-01-24,,,0.4737396836280823,0.48564939498901366,0.48313514292240145,0.48621433675289144,,,
1984-01-25,,,0.4710934162139892,0.48115026354789736,0.48154723942279815,0.48613988757133475,,,
1984-01-26,,,0.4658001959323883,0.47559248805046084,0.48009163439273833,0.48553748726844786,,,
1984-01-27,,,0.4644768536090851,0.4705640017986298,0.4792976498603821,0.4849347621202469,0.4778655368089676,,
1984-01-30,,,0.4618294537067413,0.46738792061805723,0.47731264233589166,0.48419966697692873,0.4772292387485504,,
1984-01-31,,,0.4618294537067413,0.46500587463378906,0.4753276348114013,0.4830696493387222,0.47688254415988923,,
1984-02-01,,,0.4684463739395141,0.46447646617889404,0.4728133648633956,0.48148065209388735,0.4767208445072174,,
1984-02-02,,,0.4843262732028961,0.4681816816329956,0.47188708484172814,0.4804223522543907,0.47687674283981324,,
1984-02-03,,,0.4830027818679809,0.4718868672847748,0.4712254345417022,0.4793636992573738,0.4770588237047195,,
1984-02-06,,,0.4830027818679809,0.47612153291702264,0.4717547267675399,0.47850356847047804,0.4772935622930527,,
1984-02-07,,,0.4750631153583526,0.4787682652473449,0.47188706994056695,0.4775111064314842,0.47729052484035495,,
1984-02-08,,,0.4644768536090851,0.47797436118125913,0.4712254136800766,0.47638632655143737,0.47712841391563415,,
