Date,GRADE,GPS,DE,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2001-04-05,43.94540294228975,B,11.689724922180176,11.383503341674805,11.515313911437989,12.289892005920409,12.858196907043457,13.067367191314696,12.071657609939574
2001-04-06,43.98542873372344,B,11.689724922180176,11.412726783752442,11.543083477020264,12.172257137298583,12.828715801239014,13.071128396987914,12.072368183135985
2001-04-09,44.07393285634246,B,11.78501319885254,11.482609939575195,11.569014263153075,12.088911533355713,12.798724784851075,13.076038932800293,12.071214451789857
2001-04-10,44.26871497329355,B,12.077265739440918,11.699888038635255,11.604591560363769,12.005179357528686,12.769273872375487,13.0742475605011,12.071521983146667
2001-04-11,44.36616032724291,C,11.696074485778809,11.787560653686523,11.587119674682617,11.923070859909057,12.7321360206604,13.067662181854248,12.06894826889038
2001-04-12,44.43187365951132,C,12.07090663909912,11.863796997070313,11.623650169372558,11.862546014785767,12.705968265533448,13.0648251247406,12.068931398391724
2001-04-13,44.4694690594298,C,12.07090663909912,11.9400333404541,11.676380062103272,11.814336156845092,12.678979415893554,13.061006021499633,12.068329348564149
2001-04-16,44.51285359061992,C,12.239263534545898,12.030883407592771,11.756746673583985,11.773123598098755,12.656241817474365,13.060245361328125,12.069251790046692
2001-04-17,44.54292483483723,C,12.245619773864746,12.064554214477537,11.882221126556397,11.748648357391357,12.636599617004395,13.062101669311524,12.070303583145142
2001-04-18,44.73872061446357,A,12.842812538146973,12.29390182495117,12.040731239318848,11.7881365776062,12.625617275238037,13.068358573913574,12.07424376964569
2001-04-19,44.79599562727731,A,12.442567825317385,12.368234062194825,12.116015529632568,11.815664720535278,12.607703742980958,13.064916973114014,12.074232130050659
2001-04-20,44.86537040186598,C,12.556924819946287,12.465437698364259,12.20273551940918,11.872909498214721,12.588351230621338,13.058690662384032,12.075182418823243
2001-04-23,44.860885771384055,C,12.388564109802246,12.495297813415528,12.26309061050415,11.916052436828613,12.57270486831665,13.042923984527588,12.073242745399476
2001-04-24,44.81330438735173,C,12.245619773864746,12.495297813415528,12.279926013946532,11.94225878715515,12.55142074584961,13.030441904067994,12.071466112136841
2001-04-25,44.67810309678455,C,12.423504829406738,12.41143627166748,12.352669048309327,11.969894361495971,12.534894275665284,13.019935083389282,12.072822103500366
2001-04-26,44.70906159804998,C,12.86504364013672,12.495931434631348,12.432082748413086,12.027866458892822,12.526630115509032,13.016789960861207,12.075312986373902
2001-04-27,44.74528021590685,C,13.03975772857666,12.592498016357421,12.52896785736084,12.102673959732055,12.523123416900635,13.016570491790771,12.078287296295166
2001-04-30,44.83604753431195,C,13.046117782592772,12.724008750915527,12.609653282165528,12.183199977874756,12.519743919372559,13.016021718978882,12.082268710136413
2001-05-01,44.994002596482765,C,13.182705879211426,12.911425971984864,12.703361892700196,12.292791509628296,12.528190402984619,13.014285402297974,12.087713317871094
2001-05-02,45.09819996499024,A,13.036584854125977,13.03404197692871,12.722739124298096,12.381735181808471,12.537882690429688,13.015409088134765,12.094280395507813
2001-05-03,45.06368039256946,A,12.68080997467041,12.99719524383545,12.746563339233399,12.431289434432983,12.541217288970948,13.014153499603271,12.097703189849854
2001-05-04,44.99865600869592,A,12.706228256225586,12.930489349365235,12.761493682861328,12.482114601135255,12.547081203460694,13.01197361946106,12.102130837440491
2001-05-07,44.92507314214231,A,12.801514625549316,12.881568717956544,12.802788734436035,12.532939672470093,12.544998855590821,13.005246896743774,12.105962104797364
2001-05-08,44.80153374794937,A,12.791990280151367,12.803425598144532,12.857425785064697,12.568675899505616,12.542726020812989,12.998032112121582,12.109745750427246
