Date,GRADE,GPS,CRL,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2004-06-24,61.06426916441871,A,46.540000915527344,45.6020004272461,45.60400047302246,45.41000061035156,45.297400360107424,44.19720016479492,38.951750135421754
2004-06-25,61.31643979509314,A,47.25,46.02000045776367,45.777000427246094,45.51850051879883,45.33240036010742,44.28000015258789,39.02155013084412
2004-06-28,61.56666582022297,A,46.4900016784668,46.37000045776367,45.88600044250488,45.58900051116943,45.34840042114258,44.35300018310547,39.090150136947635
2004-06-29,61.86590480587324,A,47.619998931884766,46.83800048828125,46.10800018310547,45.68850040435791,45.390400390625,44.439200172424314,39.16720013618469
2004-06-30,62.15944097276766,A,48.869998931884766,47.354000091552734,46.376000213623044,45.85900039672852,45.45460037231445,44.5180001449585,39.254750127792356
2004-07-01,61.6221239526887,A,43.220001220703125,46.69000015258789,46.14600028991699,45.78750038146973,45.39920036315918,44.51920017242432,39.31505013465881
2004-07-02,61.02461829583214,A,43.72999954223633,45.986000061035156,46.003000259399414,45.728000450134275,45.359400329589846,44.525800170898435,39.37920013427734
2004-07-05,60.540030909637615,A,43.72999954223633,45.433999633789064,45.90200004577637,45.652000427246094,45.299400329589844,44.53240016937256,39.446600131988525
2004-07-06,59.95089602627508,P,44.47999954223633,44.805999755859375,45.822000122070314,45.609500312805174,45.24700035095215,44.54620018005371,39.51555012702942
2004-07-07,59.142829905011574,P,44.18999862670898,43.869999694824216,45.611999893188475,45.557000160217285,45.199600296020506,44.55210018157959,39.5809001159668
2004-07-08,59.256673429035224,P,43.54999923706055,43.9359992980957,45.3129997253418,45.45850009918213,45.15060028076172,44.55210018157959,39.64190011024475
2004-07-09,59.20516631484028,P,43.06999969482422,43.80399932861328,44.89499969482422,45.33600006103516,45.092000274658204,44.55130016326904,39.701750106811524
2004-07-12,59.26226715851799,P,43.720001220703125,43.80199966430664,44.61799964904785,45.25200004577637,45.04880027770996,44.56510017395019,39.76410011291504
2004-07-13,59.2868236657913,P,44.290000915527344,43.763999938964844,44.28499984741211,45.19650001525879,45.00660026550293,44.58240016937256,39.82855011940003
2004-07-14,59.43397960656529,P,44.70000076293945,43.86600036621094,43.86800003051758,45.12200012207031,44.970600280761715,44.60110015869141,39.89430012702942
2004-07-15,59.67351428283319,P,44.41999816894531,44.04000015258789,43.987999725341794,45.067000007629396,44.938000259399416,44.618300132751465,39.957250118255615
2004-07-16,59.98621781249866,P,44.040000915527344,44.23400039672852,44.018999862670896,45.011000061035155,44.91180030822754,44.62810012817383,40.0179501247406
2004-07-19,60.07643824060856,P,43.52999877929688,44.19599990844726,43.998999786376956,44.95049991607666,44.89160026550293,44.620200119018556,40.07520010948181
2004-07-20,60.13994559822556,P,43.86000061035156,44.10999984741211,43.93699989318848,44.879500007629396,44.87560028076172,44.61040012359619,40.13105011940002
2004-07-21,60.10848951345267,B,43.290000915527344,43.827999877929685,43.84700012207031,44.7295000076294,44.861400299072265,44.59960014343262,40.18250012397766
2004-07-22,59.831651520691196,B,42.9900016784668,43.54200057983398,43.79100036621094,44.55200004577637,44.82580032348633,44.59370014190674,40.23055012702942
2004-07-23,59.555243878102345,B,42.619998931884766,43.258000183105466,43.74600028991699,44.32049999237061,44.78720031738281,44.58210014343262,40.277350130081174
2004-07-26,59.39346859295505,B,42.63999938964844,43.08000030517578,43.638000106811525,44.12799987792969,44.757400283813475,44.57130012512207,40.32300013542175
2004-07-27,59.292957067322625,B,43.27000045776367,42.9620002746582,43.53600006103515,43.91049995422363,44.74280029296875,44.57130012512207,40.37085013389587
2004-07-28,59.208312252948765,B,42.75,42.854000091552734,43.34099998474121,43.6045000076294,44.71640029907226,44.57690013885498,40.41960013389588
2004-07-29,59.655638935530135,P,45.11000061035156,43.27799987792969,43.410000228881835,43.69899997711182,44.742400283813474,44.606000137329104,40.47810013771057
2004-07-30,60.13756242483492,P,45.06999969482422,43.76800003051758,43.513000106811525,43.765999984741214,44.76500030517578,44.63020011901855,40.5339501285553
2004-08-02,60.676310540862254,A,45.5,44.34000015258789,43.71000022888184,43.8545000076294,44.79500030517578,44.66010013580322,40.59405013084412
2004-08-03,60.989194180008546,A,44.5,44.58600006103516,43.77400016784668,43.855500030517575,44.8070002746582,44.687100143432616,40.64490012168884
2004-08-04,61.33584367896473,A,43.97999954223633,44.831999969482425,43.84300003051758,43.84500007629394,44.79360023498535,44.7010001373291,40.68975012779236
2004-08-05,60.99842501483639,A,43.130001068115234,44.43600006103516,43.85699996948242,43.82400016784668,44.756200256347654,44.704500160217286,40.74620013236999
2004-08-06,60.56431165214104,A,42.27999877929688,43.87799987792969,43.82299995422363,43.78450012207031,44.7002001953125,44.6980001449585,40.79640011787414
2004-08-09,59.95080654808862,P,41.810001373291016,43.14000015258789,43.74000015258789,43.68900012969971,44.63480018615723,44.6936001586914,40.843000116348264
2004-08-10,59.61607374563881,P,42.369998931884766,42.71399993896485,43.65,43.59300003051758,44.569600143432616,44.6985001373291,40.89705011367798
2004-08-11,59.42939618275333,P,42.77000045776367,42.47200012207031,43.65200004577637,43.49650001525879,44.51580017089844,44.714400138854984,40.95395011901856
2004-08-12,59.24926155173136,P,41.90999984741211,42.22799987792969,43.331999969482425,43.371000099182126,44.4610001373291,44.713600120544434,41.00420011520386
2004-08-13,59.18027942969497,P,41.7599983215332,42.123999786376956,43.00099983215332,43.25699996948242,44.39780014038086,44.706100120544434,41.05280010223389
2004-08-16,59.300563132403084,P,42.27999877929688,42.21799926757813,42.678999710083005,43.19449996948242,44.3384001159668,44.70850009918213,41.1058500957489
2004-08-17,59.385384201649146,P,42.560001373291016,42.25599975585938,42.48499984741211,43.129500007629396,44.28300010681152,44.71380012512207,41.16220009803772
2004-08-18,59.41112034880394,B,42.77000045776367,42.25599975585938,42.363999938964845,43.10349998474121,44.23360008239746,44.7130001449585,41.21855010032654
2004-08-19,59.68798157624954,B,43.02000045776367,42.47799987792969,42.35299987792969,43.10499992370605,44.18360008239746,44.70260013580322,41.27095009803772
2004-08-20,60.0490790806424,B,43.400001525878906,42.806000518798825,42.46500015258789,43.14400005340576,44.141200103759765,44.692600135803225,41.32505009651184
2004-08-23,60.30063019507822,B,43.310001373291016,43.012001037597656,42.61500015258789,43.17750015258789,44.09940010070801,44.676000137329105,41.3816001033783
2004-08-24,60.491591399683635,C,43.52999877929688,43.20600051879883,42.731000137329104,43.19050006866455,44.062000045776365,44.6635001373291,41.441050100326535
2004-08-25,60.6116597495461,C,43.4900016784668,43.35000076293945,42.80300025939941,43.22750015258789,44.00800010681152,44.64860015869141,41.4999001121521
2004-08-26,60.580968028733025,C,43.2599983215332,43.39800033569336,42.93800010681152,43.13500003814697,43.96280006408691,44.630200157165525,41.556200103759764
2004-08-27,60.57466387153449,C,44.13999938964844,43.545999908447264,43.17600021362305,43.088500022888184,43.94240005493164,44.6206001663208,41.617100105285644
2004-08-30,60.437537913341565,C,43.33000183105469,43.55,43.28100051879883,42.98000011444092,43.9142000579834,44.595000190734865,41.6711501121521
2004-08-31,60.349793536009564,C,43.54999923706055,43.55400009155274,43.380000305175784,42.93250007629395,43.879600067138675,44.57530017852783,41.727800102233886
2004-09-01,60.35535073816629,C,44.06999969482422,43.66999969482422,43.510000228881836,42.93700008392334,43.83520004272461,44.55930019378662,41.78665010452271
2004-09-02,60.48768910574987,C,44.380001068115234,43.89400024414063,43.64600028991699,42.99950008392334,43.79200004577637,44.5447002029419,41.84705011367798
2004-09-03,60.407321600183025,C,44.0,43.86600036621094,43.7060001373291,43.085500144958495,43.727000045776364,44.529700202941896,41.90480010986328
2004-09-06,60.52990610920558,C,44.0,44.0,43.775,43.195000076293944,43.67720001220703,44.512800216674805,41.95910011291504
2004-09-07,60.63063979940637,C,44.45000076293945,44.18000030517578,43.86700019836426,43.29900016784668,43.613800048828125,44.502100219726564,42.01585012435913
2004-09-08,60.61469426051763,C,44.43999862670898,44.25400009155273,43.96199989318848,43.382500076293944,43.525200042724606,44.48990020751953,42.0726501083374
2004-09-09,60.591368101917794,C,44.0,44.177999877929686,44.03600006103515,43.48700008392334,43.54080001831055,44.470000190734865,42.1286501121521
2004-09-10,60.65830160334898,C,44.150001525878906,44.20800018310547,44.037000274658205,43.606500244140626,43.5492000579834,44.45430019378662,42.18390012741089
2004-09-13,60.69278486678732,C,44.27000045776367,44.262000274658206,44.1310001373291,43.706000328063965,43.560000076293946,44.429700202941895,42.24025012969971
2004-09-14,60.67301509237273,C,44.34999847412109,44.241999816894534,44.21100006103516,43.79550018310547,43.55740005493164,44.40220020294189,42.29675012588501
2004-09-15,60.81090565563221,A,45.15999984741211,44.386000061035155,44.320000076293944,43.91500015258789,43.5768000793457,44.388200187683104,42.35855012893677
2004-09-16,61.0246361401295,A,46.0,44.78600006103515,44.48199996948242,44.06400012969971,43.62580009460449,44.388200187683104,42.42005012512207
2004-09-17,61.30719526067049,A,46.40999984741211,45.237999725341794,44.72299995422363,44.21450004577637,43.69260009765625,44.39230018615723,42.486600131988524
2004-09-20,61.61442994226263,A,46.83000183105469,45.75,45.0060001373291,44.39050006866455,43.75480010986328,44.40180019378662,42.55555013656616
2004-09-21,61.97986659529918,A,47.25,46.33000030517578,45.28600006103515,44.57650012969971,43.814000091552735,44.410300178527834,42.62675014495849
2004-09-22,62.102788562519045,A,46.52999877929688,46.604000091552734,45.49500007629395,44.72849998474121,43.85060005187988,44.4106001663208,42.69555013656616
2004-09-23,62.05961260929806,A,46.290000915527344,46.662000274658205,45.72400016784668,44.88000011444092,43.888000106811525,44.41300018310547,42.76220014572144
2004-09-24,61.87712516219067,A,46.0099983215332,46.581999969482425,45.90999984741211,44.97350006103515,43.92740005493164,44.41960018157959,42.82790014266968
2004-09-27,61.6193945452059,A,45.70000076293945,46.35599975585937,46.052999877929686,45.092000007629395,43.97080009460449,44.43120018005371,42.89060014724731
2004-09-28,61.3472239482237,A,45.95000076293945,46.09599990844727,46.21300010681152,45.21200008392334,44.01260009765625,44.44410018920898,42.955350151062014
2004-09-29,61.18722106821377,A,45.77999877929688,45.94599990844726,46.275,45.29750003814697,44.06240005493164,44.46190017700195,43.01525014877319
2004-09-30,61.03344285951346,A,45.79999923706055,45.847999572753906,46.25499992370605,45.36849994659424,44.11860000610351,44.47220016479492,43.07525014877319
2004-10-01,61.085800241647604,A,46.63999938964844,45.97399978637695,46.27799987792969,45.50049991607666,44.19900001525879,44.4931001663208,43.14040014266968
2004-10-04,61.126246971071716,A,46.380001068115234,46.10999984741211,46.23299980163574,45.61949996948242,44.27380004882812,44.5156001663208,43.201400146484374
2004-10-05,61.08459389692778,A,46.15999984741211,46.15199966430664,46.123999786376956,45.704999923706055,44.3316000366211,44.537200164794925,43.26130014419556
2004-10-06,61.14040608701169,A,46.36000061035156,46.26800003051758,46.10699996948242,45.80100002288818,44.403800048828124,44.5601001739502,43.32145013809204
2004-10-07,61.067763961215945,A,45.36000061035156,46.18000030517578,46.013999938964844,45.86900005340576,44.40880004882813,44.575600166320804,43.376600131988525
2004-10-08,60.84455995365851,P,45.43999862670898,45.94000015258789,45.956999969482425,45.93349990844727,44.41620002746582,44.5906001663208,43.43360012054443
2004-10-11,60.83515454151623,P,46.58000183105469,45.98000030517578,46.045000076293945,46.04899997711182,44.437800064086915,44.616400184631345,43.497650127410886
2004-10-12,60.899171248892266,P,46.43000030517578,46.034000396728516,46.09300003051758,46.153000068664554,44.47640007019043,44.641700172424315,43.56095012664795
2004-10-13,60.843959632279,A,46.25,46.012000274658206,46.14000015258789,46.20750007629395,44.5218000793457,44.65770015716553,43.62270011901855
2004-10-14,60.99057524159313,A,46.34999847412109,46.20999984741211,46.195000076293944,46.225,44.58620002746582,44.67120014190674,43.6851501083374
2004-10-15,61.27564007884515,A,47.45000076293945,46.6120002746582,46.27600021362305,46.27700004577637,44.68960006713867,44.69490013122559,43.75300010681153
2004-10-18,61.386384949200824,A,47.79999923706055,46.85599975585937,46.418000030517575,46.32549991607666,44.80940002441406,44.72210010528565,43.816000099182126
2004-10-19,61.616727302161046,A,48.709999084472656,47.31199951171875,46.672999954223634,46.39849987030029,44.93620002746582,44.75290008544922,43.882450103759766
2004-10-20,61.92156967572395,A,48.790000915527344,47.81999969482422,46.91599998474121,46.51149997711182,45.05660003662109,44.78620010375977,43.94885011672974
2004-10-21,62.175289144648254,A,48.29999923706055,48.20999984741211,47.20999984741211,46.611999893188475,45.18440002441406,44.822700080871584,44.010600109100345
2004-10-22,62.09407412395723,A,47.150001525878906,48.15,47.3810001373291,46.66900005340576,45.29220008850098,44.84500011444092,44.06095010757446
2004-10-25,61.93605100070158,A,47.040000915527344,47.99800033569336,47.42700004577637,46.736000061035156,45.38740013122558,44.86290012359619,44.110750102996825
2004-10-26,61.60997996908518,A,46.97999954223633,47.652000427246094,47.48199996948242,46.7875,45.475800094604494,44.87940010070801,44.159400100708005
2004-10-27,61.38645819200372,A,47.900001525878906,47.47400054931641,47.64700012207031,46.8935001373291,45.578400115966794,44.90600009918213,44.2071501159668
2004-10-28,61.13974339848934,A,47.61000061035156,47.33600082397461,47.77300033569336,46.98400020599365,45.67020011901855,44.92690010070801,44.25415012359619
2004-10-29,60.96220589547708,A,46.790000915527344,47.264000701904294,47.70700035095215,46.991500282287596,45.738000106811526,44.93960010528564,44.295100135803224
2004-11-01,60.86220261707381,A,46.79999923706055,47.216000366210935,47.60700035095215,47.01250019073486,45.80780006408691,44.95360008239746,44.33460012435913
2004-11-02,60.6610226701571,P,45.959999084472656,47.012000274658206,47.33200035095215,47.00250015258789,45.85640007019043,44.959200057983395,44.36540012359619
2004-11-03,60.32484297956617,P,46.25,46.68199996948242,47.07800025939942,46.99700012207031,45.911600036621095,44.95980007171631,44.40155012130737
2004-11-04,60.12145085867639,P,46.5,46.45999984741211,46.89800033569336,47.05400009155274,45.97640007019043,44.96960006713867,44.43680011749267
2004-11-05,60.18954678813768,P,47.0,46.50199966430664,46.883000183105466,47.13200016021729,46.03360008239746,44.98800006866455,44.471050109863285
2004-11-08,60.19499266667321,P,46.630001068115234,46.46800003051758,46.84200019836426,47.134500122070314,46.099600067138674,45.00690006256104,44.50250011444092
2004-11-09,60.42474820537122,P,46.88999938964844,46.65400009155273,46.83300018310547,47.15750007629394,46.16640007019043,45.02300006866455,44.53645011901855
2004-11-10,60.46139307433015,P,45.86000061035156,46.57600021362305,46.62900009155273,47.138000106811525,46.20220008850097,45.01870006561279,44.570000114440916
2004-11-11,60.26663527257933,P,45.0,46.27600021362305,46.36800003051758,47.070500183105466,46.21460006713867,45.00330005645752,44.60025011062622
2004-11-12,59.921981469193724,P,45.0,45.876000213623044,46.18899993896484,46.9480001449585,46.23460006713867,44.98080005645752,44.63040010452271
2004-11-15,59.63890866567976,P,44.90999984741211,45.53199996948242,46.0,46.803500175476074,46.25280006408691,44.965000038146975,44.65900011062622
2004-11-16,59.24679787018496,P,44.790000915527344,45.1120002746582,45.883000183105466,46.60750026702881,46.25960006713867,44.9367000579834,44.687950115203854
2004-11-17,59.1040179873782,P,45.130001068115234,44.966000366210935,45.77100028991699,46.4245002746582,46.273400115966794,44.8993000793457,44.7086501121521
2004-11-18,59.309022716730546,P,46.0,45.16600036621094,45.721000289916994,46.30950031280518,46.3134001159668,44.927100067138674,44.723150119781494
2004-11-19,59.54770534881893,P,46.060001373291016,45.37800064086914,45.627000427246095,46.255000305175784,46.35160011291504,44.95040008544922,44.738100128173826
2004-11-22,59.894539556050056,P,46.68999862670898,45.73400039672851,45.633000183105466,46.23750019073486,46.40000007629394,44.98000007629395,44.75620012283325
2004-11-23,60.34702713599436,P,47.25,46.226000213623045,45.669000244140626,46.251000213623044,46.458000106811525,45.00770008087158,44.776950130462644
2004-11-24,60.76451886188786,A,47.45000076293945,46.69000015258789,45.82800025939942,46.22850017547607,46.50380012512207,45.040300102233886,44.79620014190674
2004-11-25,60.96217852597073,A,47.45000076293945,46.98000030517578,46.07300033569336,46.22050018310547,46.53280014038086,45.07930011749268,44.815700149536134
2004-11-26,61.15814310867052,A,47.380001068115234,47.24400024414062,46.311000442504884,46.250000190734866,46.552200164794925,45.12240013122559,44.83685014724731
2004-11-29,61.16859960760279,A,47.04999923706055,47.316000366210936,46.525000381469724,46.26250019073486,46.55660011291504,45.15570011138916,44.860400142669675
2004-11-30,61.05981807357532,A,46.75,47.216000366210935,46.721000289916994,46.30200023651123,46.54660011291504,45.180300102233886,44.881350135803224
2004-12-01,61.00628204771872,A,47.400001525878906,47.20600051879883,46.94800033569336,46.359500312805174,46.56400016784668,45.20730010986328,44.904200134277346
2004-12-02,61.00446845743781,A,47.970001220703125,47.310000610351565,47.14500045776367,46.43300037384033,46.5976001739502,45.24280014038086,44.93055013656616
2004-12-03,60.96248674699054,A,47.810001373291016,47.396000671386716,47.32000045776367,46.473500442504886,46.63360023498535,45.280500144958495,44.95430013656616
2004-12-06,61.01425411801248,A,47.90999984741211,47.56800079345703,47.44200057983399,46.53750038146973,46.677800216674804,45.32430015563965,44.9722501373291
2004-12-07,61.06336673888069,A,47.709999084472656,47.76000061035156,47.48800048828125,46.57850036621094,46.71300018310547,45.36280014038086,44.986600131988524
2004-12-08,61.091065546517406,A,48.0,47.880000305175784,47.54300041198731,46.68550033569336,46.75740020751953,45.409900131225584,45.004750137329104
2004-12-09,61.14184498585316,A,48.45000076293945,47.976000213623045,47.6430004119873,46.85800037384033,46.81040023803711,45.46450012207031,45.02910013198853
2004-12-10,61.121462291531664,A,47.7599983215332,47.965999603271484,47.6810001373291,46.99600028991699,46.832800216674805,45.515900115966794,45.04900012969971
2004-12-13,61.000339048493935,A,47.04999923706055,47.79399948120117,47.6810001373291,47.103000259399415,46.846200180053714,45.56000011444092,45.065650119781495
2004-12-14,60.915505864520604,A,46.75,47.60199966430664,47.6810001373291,47.20100021362305,46.85800018310547,45.59480010986328,45.083050117492675
2004-12-15,60.40279622214689,P,44.310001373291016,46.863999938964845,47.37200012207031,47.160000228881835,46.817000198364255,45.61040012359619,45.09365013122559
2004-12-16,59.99820818312031,P,46.09999847412109,46.39399948120117,47.18499984741211,47.16500015258789,46.83180015563965,45.620300102233884,45.113150119781494
2004-12-17,59.78447341951761,P,46.540000915527344,46.15,47.057999801635745,47.18900012969971,46.853800201416014,45.63500011444092,45.13260011672973
2004-12-20,59.68698110290205,P,46.869998931884766,46.113999938964845,46.95399971008301,47.1980001449585,46.859600143432615,45.648700103759765,45.15440011978149
2004-12-21,59.61152145870016,P,46.720001220703125,46.10800018310547,46.85499992370605,47.17150020599365,46.86540016174317,45.670900115966795,45.17900012969971
2004-12-22,60.062319199970936,P,47.13999938964844,46.67399978637695,46.768999862670896,47.1560001373291,46.88320014953613,45.702500114440916,45.20175012588501
2004-12-23,60.16543403856978,P,46.54999923706055,46.763999938964844,46.57899971008301,47.111000061035156,46.88720016479492,45.73670009613037,45.22060012817383
2004-12-24,60.177186629664654,P,46.54999923706055,46.76599960327148,46.457999801635744,47.06949996948242,46.86920013427734,45.77940010070801,45.23870012283325
2004-12-27,60.07505809404,P,45.77999877929688,46.54799957275391,46.330999755859374,47.00599994659424,46.82880012512207,45.819100074768066,45.256350116729735
2004-12-28,60.03617307554254,P,46.20000076293945,46.443999481201175,46.27599983215332,46.97849998474121,46.778600158691404,45.85740009307861,45.27795011520386
2004-12-29,59.92312294208279,P,46.310001373291016,46.27799987792969,46.47599983215332,46.92399997711182,46.72900016784668,45.892800102233885,45.30360012054443
2004-12-30,59.95053866844123,P,46.45000076293945,46.258000183105466,46.511000061035155,46.84799995422363,46.692000198364255,45.93820011138916,45.325900115966796
2004-12-31,59.922086627222996,P,46.0099983215332,46.15,46.457999801635744,46.75799980163574,46.66920013427735,45.98070011138916,45.343400115966794
2005-01-03,59.89874215605108,P,45.34999847412109,46.06399993896484,46.305999755859375,46.62999973297119,46.63540008544922,46.011400108337405,45.359950103759765
2005-01-04,59.66166199906746,P,44.36000061035156,45.69599990844726,46.06999969482422,46.46249980926514,46.583000106811525,46.02940010070801,45.37160011291504
2005-01-05,59.25793352846162,P,44.060001373291016,45.24599990844727,45.761999893188474,46.265499877929685,46.50620010375977,46.042300109863284,45.37765012741089
2005-01-06,58.991652027055345,P,44.86000061035156,44.927999877929686,45.59300003051758,46.08599987030029,46.45120010375977,46.06070011138916,45.38165012359619
2005-01-07,58.76111452936141,P,44.400001525878906,44.60600051879883,45.378000259399414,45.918000030517575,46.4034001159668,46.07070011138916,45.38165012359619
2005-01-10,58.76047360058129,P,44.970001220703125,44.53000106811523,45.29700050354004,45.81400012969971,46.36680015563965,46.08730010986328,45.38165012359619
2005-01-11,58.87362671436682,P,44.400001525878906,44.538001251220706,45.117000579833984,45.69650020599365,46.335600204467774,46.0960001373291,45.379750137329104
2005-01-12,59.19367817818786,P,44.709999084472656,44.66800079345703,44.95700035095215,45.71650009155273,46.30480018615722,46.10820011138916,45.37840013504028
2005-01-13,59.27283654207901,B,44.41999816894531,44.58000030517578,44.75400009155273,45.632500076293944,46.26320014953613,46.119800109863284,45.375000133514405
2005-01-14,59.499426624062004,B,45.27999877929688,44.75599975585938,44.6810001373291,45.56949996948242,46.22880012512207,46.13120010375977,45.37590013504028
2005-01-17,59.57584011810379,B,45.27999877929688,44.817999267578124,44.67400016784668,45.48999996185303,46.2018000793457,46.150700073242184,45.37285013198853
2005-01-18,59.81762216246019,B,45.77999877929688,45.09399871826172,44.81599998474121,45.442999839782715,46.17960006713867,46.17300006866455,45.374150123596195
2005-01-19,59.91439699597229,C,45.560001373291016,45.26399917602539,44.96599998474121,45.363999938964845,46.17360008239746,46.18790008544922,45.37360013961792
2005-01-20,60.135085932333226,C,45.459999084472656,45.47199935913086,45.02599983215332,45.30949993133545,46.18280006408691,46.19870006561279,45.37170013427735
2005-01-21,60.090859106641965,C,44.560001373291016,45.32799987792969,45.04199981689453,45.21000003814697,46.174000091552735,46.2043000793457,45.3670001411438
2005-01-24,60.049614235693895,C,44.59999847412109,45.19199981689453,45.00499954223633,45.151000022888184,46.16780006408691,46.210300064086915,45.36155014038086
2005-01-25,59.92037619075984,B,44.9900016784668,45.034000396728516,45.063999557495116,45.090500068664554,46.1718000793457,46.21570007324219,45.35890014648437
2005-01-26,59.93467113349286,P,45.86000061035156,45.094000244140624,45.178999710083005,45.06800003051758,46.18640007019043,46.22990009307861,45.35990015029907
2005-01-27,60.11784533526323,P,47.02000045776367,45.40600051879883,45.43899993896484,45.09650001525879,46.206800079345705,46.26010009765625,45.36505014419556
2005-01-28,60.43664446327031,A,46.88999938964844,45.87200012207031,45.6,45.14050006866455,46.22340003967285,46.287500076293945,45.37090013504028
2005-01-31,60.81609339102329,A,47.380001068115234,46.42800064086914,45.81000022888183,45.24200019836426,46.23720008850098,46.31860008239746,45.37415014266968
2005-02-01,61.183593684946764,A,47.75,46.98000030517578,46.00700035095215,45.41150016784668,46.247200088500975,46.35260009765625,45.377400150299074
2005-02-02,61.3236972225963,A,47.119998931884766,47.23199996948242,46.16300010681152,45.56450004577637,46.24060005187988,46.372200088500975,45.38020013809204
2005-02-03,61.21351669396696,A,47.0,47.22799987792969,46.317000198364255,45.671500015258786,46.231600036621096,46.38220008850098,45.38520013809204
2005-02-04,61.24767544371057,A,47.65999984741211,47.38199996948242,46.62700004577637,45.83449993133545,46.23720001220703,46.394700088500976,45.3935001373291
2005-02-07,61.185083480528675,A,47.68999862670898,47.44399948120117,46.93600006103516,45.97049980163574,46.25,46.40330005645752,45.40255012512207
2005-02-08,61.16282149742918,A,48.31999969482422,47.55799942016601,47.268999862670896,46.16649971008301,46.281399993896486,46.414000053405765,45.412150115966796
2005-02-09,61.13626848343626,A,47.59999847412109,47.65399932861328,47.44299964904785,46.31099967956543,46.28539993286133,46.424700050354005,45.417650108337405
2005-02-10,61.11872990562373,A,47.290000915527344,47.71199951171875,47.46999969482422,46.45449981689453,46.271799926757815,46.434700050354,45.42385011672974
2005-02-11,60.98320828624987,A,47.70000076293945,47.71999969482422,47.55099983215332,46.57549991607666,46.26959991455078,46.451600074768066,45.43560012817383
2005-02-14,60.75906839956057,A,46.93999862670898,47.56999969482422,47.5069995880127,46.65849990844727,46.25019989013672,46.46400005340576,45.44760011672974
2005-02-15,60.98416659572937,A,51.0,48.10599975585937,47.83199958801269,46.91949996948242,46.31599990844727,46.514500045776366,45.47930011749268
2005-02-16,61.23138551476429,A,49.869998931884766,48.55999984741211,48.1069995880127,47.13499984741211,46.35339988708496,46.55540004730224,45.5086501121521
2005-02-17,61.26367242948995,A,47.75,48.65199966430664,48.181999588012694,47.24949989318848,46.339399871826174,46.57490005493164,45.52355010986328
2005-02-18,61.29184877544112,A,47.97999954223633,48.70799942016602,48.213999557495114,47.42049980163574,46.343799896240235,46.58830005645752,45.54070011138916
2005-02-21,61.48661972988813,A,47.97999954223633,48.91599960327149,48.24299964904785,47.5894998550415,46.36239990234375,46.604300041198734,45.55995010375977
2005-02-22,60.762643697252365,A,46.52000045776367,48.01999969482422,48.0629997253418,47.665999794006346,46.35779991149902,46.607900047302245,45.57255010604858
2005-02-23,60.25231060862168,P,46.70000076293945,47.386000061035155,47.97299995422363,47.707999801635744,46.40559989929199,46.61130004882813,45.58570011138916
2005-02-24,60.11983323601755,P,46.95000076293945,47.226000213623045,47.93899993896484,47.70449981689453,46.422599945068356,46.627200050354006,45.6014001083374
2005-02-25,59.8451895011762,P,46.29999923706055,46.89000015258789,47.79899978637695,47.67499980926514,46.417799911499024,46.63580005645752,45.61320011138916
2005-02-28,59.49153486346165,P,46.09999847412109,46.513999938964844,47.714999771118165,47.61099967956543,46.40239990234375,46.63100002288818,45.62370010375977
2005-03-01,59.44498738954582,P,46.150001525878906,46.44000015258789,47.22999992370605,47.530999755859376,46.39099990844726,46.62820003509521,45.63495010375976
2005-03-02,59.332332197573145,P,46.20000076293945,46.34000015258789,46.863000106811526,47.48499984741211,46.37219993591309,46.62770004272461,45.64270009994507
2005-03-03,59.21465536284378,B,46.20000076293945,46.19000015258789,46.70800018310547,47.444999885559085,46.365199966430666,46.62620006561279,45.648700103759765
2005-03-04,59.22801011508423,B,46.34999847412109,46.199999999999996,46.54500007629394,47.37949981689452,46.361199951171876,46.61520004272461,45.655050086975095
2005-03-07,59.2546762178535,B,46.09999847412109,46.2,46.356999969482416,47.29999980926513,46.367599945068356,46.59820003509522,45.66015007019043
2005-03-08,59.37249194407024,B,46.0,46.16999969482422,46.30499992370605,47.18399982452392,46.36359992980957,46.571100044250485,45.662000064849856
2005-03-09,59.37596157338063,B,45.470001220703125,46.023999786376955,46.18199996948242,47.07749996185302,46.34679992675781,46.537900047302244,45.662050075531006
2005-03-10,59.3590072028634,B,45.83000183105469,45.95,46.07000007629394,47.00450000762939,46.334399948120115,46.51320007324219,45.66795007705689
2005-03-11,59.49233285633477,B,46.77000045776367,46.034000396728516,46.11700019836425,46.9579999923706,46.34959999084472,46.509400062561035,45.677200088500975
2005-03-14,59.820077059069796,P,47.66999816894531,46.34800033569336,46.27400016784668,46.99449996948242,46.39599998474121,46.515700035095215,45.689300079345706
2005-03-15,60.03442493631251,A,47.5099983215332,46.65,46.40999984741211,46.81999988555908,46.458999938964844,46.52100002288818,45.70020006179809
2005-03-16,60.30963984104415,A,47.150001525878906,46.986000061035156,46.50499992370605,46.68400001525878,46.5207999420166,46.51350002288818,45.70975006103516
2005-03-17,60.60554324650973,A,47.5,47.31999969482422,46.63499984741211,46.671500015258786,46.57359992980957,46.51240001678467,45.71965005874634
2005-03-18,60.81853164561559,A,48.27000045776367,47.619999694824216,46.827000045776366,46.68600006103515,46.65099990844727,46.52720001220703,45.73340005874634
2005-03-21,60.79513993719436,A,48.09999847412109,47.705999755859374,47.02700004577637,46.69200000762939,46.713599853515625,46.540200004577635,45.74690004348755
