Date,GRADE,GPS,WY,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2008-05-27,59.1647054521186,A,13.765923500061035,13.632327270507812,13.822179794311523,13.62147536277771,13.471576042175293,13.392256450653075,14.023060150146485
2008-05-28,59.838831506582615,A,14.263198852539062,13.754961204528808,13.882232284545898,13.66161584854126,13.49651611328125,13.397500743865967,14.025638222694397
2008-05-29,60.35128280738693,A,14.210528373718262,13.846411514282227,13.891504096984864,13.691116046905517,13.516227493286133,13.400521955490113,14.028209438323975
2008-05-30,59.93092281350965,P,13.133783340454102,13.77392749786377,13.78635892868042,13.676893091201782,13.514403972625733,13.395320291519164,14.02508912563324
2008-06-02,59.26120167790791,B,12.92306423187256,13.659299659729005,13.669412803649902,13.6606680393219,13.5018111038208,13.38457721710205,14.021028070449828
2008-06-03,57.935525312028176,B,12.752389907836914,13.45659294128418,13.544460105895997,13.624003982543945,13.480042991638184,13.377526941299438,14.01816554069519
2008-06-04,55.628996792101,B,12.68917179107666,13.1417875289917,13.448374366760254,13.594293117523193,13.461102180480957,13.370278930664062,14.012227139472962
2008-06-05,53.89532575614533,B,12.847206115722656,12.869123077392578,13.357767295837402,13.56616268157959,13.448662223815917,13.368211002349854,14.007232756614686
2008-06-06,53.1770999884481,B,12.269850730895996,12.696336555480958,13.235132026672364,13.519278955459594,13.428098812103272,13.359686784744262,13.998643760681153
2008-06-09,52.24902729083979,B,11.884248733520508,12.488573455810547,13.073936557769775,13.43762755393982,13.394228553771972,13.347306547164917,13.988126754760742
2008-06-10,51.539199919156545,B,11.898993492126465,12.317894172668456,12.887243556976319,13.354711675643921,13.353096046447753,13.336604690551757,13.977416729927063
2008-06-11,50.4346345292719,B,11.58714199066162,12.09748821258545,12.619637870788575,13.250935077667236,13.307396659851074,13.317757148742675,13.966378555297851
2008-06-12,49.172077087939606,B,11.770465850830078,11.882140159606934,12.375631618499757,13.13356785774231,13.265196857452393,13.303618478775025,13.954625759124756
2008-06-13,48.920685393131315,B,11.932711601257324,11.8147123336792,12.255524444580079,13.020941686630248,13.229874324798583,13.291722869873047,13.945243625640869
2008-06-16,49.710821752351364,B,12.16660213470459,11.871183013916015,12.179878234863281,12.924645519256591,13.201818141937256,13.279145746231078,13.937492594718933
2008-06-17,50.04442635585598,B,11.791534423828123,11.849691200256347,12.083792686462402,12.8141263961792,13.165968322753907,13.259383811950684,13.92706600666046
2008-06-18,51.03527562186654,B,11.671419143676758,11.866546630859375,11.982017421722412,12.715195894241333,13.135356903076172,13.238316297531128,13.915341210365295
2008-06-19,51.62874788479786,B,11.57239055633545,11.826931571960449,11.854535865783692,12.606151580810547,13.106606121063232,13.212834844589233,13.902372326850891
2008-06-20,50.96999884050242,B,11.115140914916992,11.663417434692382,11.73906488418579,12.487098455429077,13.074138088226318,13.17887713432312,13.886758093833924
2008-06-23,49.96044770386848,B,11.182571411132812,11.466611289978028,11.668897151947021,12.3714168548584,13.044146022796632,13.14868335723877,13.871706733703613
2008-06-24,49.373361936354115,B,11.062463760375977,11.320797157287597,11.585244178771973,12.236243867874146,13.01033218383789,13.123321676254273,13.852710299491882
2008-06-25,48.75656969907583,B,11.134103775024414,11.213334083557129,11.539940357208252,12.079789113998412,12.969224948883056,13.100429983139039,13.833795037269592
2008-06-26,47.75252697653746,B,10.575711250305176,11.013998222351074,11.420464897155762,11.898048257827758,12.91745086669922,13.071098403930664,13.813913989067078
2008-06-27,47.620526100405044,B,10.615753173828123,10.9141206741333,11.288769054412843,11.77214674949646,12.861676197052002,13.047114849090576,13.793258485794068
2008-06-30,47.47904251715418,B,10.77589225769043,10.832784843444824,11.149698066711426,11.664788150787354,12.811400737762451,13.021517782211303,13.774162902832032
2008-07-01,47.49894353720625,B,10.6262845993042,10.74554901123047,11.033173084259033,11.558482885360718,12.76322681427002,12.997514295578004,13.754586029052735
2008-07-02,47.20348830609644,B,10.451390266418455,10.609006309509278,10.911170196533202,11.446593809127808,12.71168025970459,12.970384044647217,13.733334455490112
2008-07-03,47.68293598322543,B,10.415572166442873,10.576978492736817,10.795488357543945,11.325012111663819,12.655200443267823,12.943166999816894,13.71041618347168
2008-07-04,47.88097773828711,B,10.415572166442873,10.536942291259766,10.725531482696534,11.232298183441163,12.588073844909667,12.914008512496949,13.688318648338317
2008-07-07,47.89694809979623,B,10.430320739746094,10.467827987670898,10.65030641555786,11.159601783752441,12.522118930816651,12.884997510910035,13.664212217330933
2008-07-08,48.30477134490388,B,10.64946746826172,10.472464561462402,10.609006786346436,11.097125482559203,12.46488904953003,12.860703973770141,13.642360806465149
2008-07-09,48.57071954622356,B,10.265966415405272,10.435379791259766,10.522193050384521,11.031066703796387,12.401000595092773,12.830529584884644,13.619279294013976
2008-07-10,49.0293442556327,B,10.394500732421877,10.431165504455567,10.504071998596192,10.962268447875976,12.33648012161255,12.804062118530274,13.596163349151611
2008-07-11,48.85342326270435,B,10.078429222106934,10.36373691558838,10.450339603424073,10.869554328918458,12.269683856964111,12.772534265518189,13.568830347061157
2008-07-14,48.453664568042626,B,9.960432052612305,10.269759178161621,10.36879358291626,10.759245824813842,12.203941192626953,12.735651206970214,13.54194356918335
2008-07-15,47.56459643811933,B,9.966752052307127,10.133216094970702,10.302840328216552,10.668006706237794,12.133562812805176,12.698831348419189,13.514575419425965
2008-07-16,47.850375667161295,B,10.329182624816896,10.145859336853027,10.290619564056396,10.600894880294799,12.07447868347168,12.667159738540649,13.490630130767823
2008-07-17,48.438346377507,B,10.77589225769043,10.222137641906738,10.326651573181152,10.561069965362549,12.021800231933593,12.642794399261474,13.469174871444702
2008-07-18,49.85049545464531,B,10.77589225769043,10.361630249023438,10.362683582305909,10.54410753250122,11.973167572021485,12.622792148590088,13.447750387191773
2008-07-21,51.312949740523784,C,10.653676986694336,10.500279235839844,10.385019207000733,10.517662811279298,11.91589557647705,12.599208717346192,13.426340684890747
2008-07-22,53.2468684907167,C,10.98028564453125,10.702985954284667,10.418101024627685,10.513553905487061,11.864355068206788,12.58029004096985,13.408769774436951
2008-07-23,54.20749655087156,C,10.917069435119627,10.820563316345215,10.483211326599122,10.50270218849182,11.809442977905274,12.557691287994384,13.391108522415161
2008-07-24,53.999142494955684,C,10.573607444763184,10.780106353759766,10.501121997833252,10.502596998214722,11.738558921813965,12.535937595367432,13.370519337654114
2008-07-25,53.589433501563285,C,10.546212196350098,10.7341703414917,10.547900295257568,10.49911994934082,11.665778465270996,12.51595576286316,13.351752700805664
2008-07-28,53.34721858574718,C,10.405036926269531,10.684442329406739,10.592360782623292,10.480577182769775,11.592028694152832,12.496858491897584,13.33427050113678
2008-07-29,52.86301365621515,B,10.70425033569336,10.62923526763916,10.666110610961914,10.484475469589233,11.52607536315918,12.474887237548828,13.31807921409607
2008-07-30,52.70940125023049,C,10.82153034210205,10.610127449035645,10.71534538269043,10.502982473373413,11.46950538635254,12.452710971832275,13.301971602439881
2008-07-31,53.882909826357796,C,11.399384498596191,10.775282859802246,10.777694606781006,10.552173089981078,11.42242753982544,12.434831066131592,13.289399585723878
2008-08-01,55.6645023077023,C,11.89408016204834,11.044856452941895,10.889513397216797,10.626098489761352,11.390385074615478,12.424403247833252,13.278757309913635
2008-08-04,57.048878610986606,C,11.63394260406494,11.290637588500976,10.987539958953857,10.686279582977296,11.35313985824585,12.409098520278931,13.261161408424378
2008-08-05,57.70978679745598,C,11.50600242614746,11.450988006591796,11.040111637115478,10.729106330871582,11.307941436767578,12.389758739471436,13.242453870773316
2008-08-06,57.50632976738544,C,10.96013069152832,11.478708076477051,11.044417762756348,10.763814544677734,11.241880073547364,12.369198093414306,13.219375519752502
2008-08-07,55.88531795712441,C,10.523004531860352,11.303432083129882,11.039357471466065,10.770239734649659,11.168129596710205,12.34217854499817,13.196717386245728
2008-08-08,53.947527959476986,C,10.778879165649414,11.080391883850098,11.062624168395995,10.805262231826783,11.121031513214112,12.317717742919921,13.175441241264343
2008-08-11,53.004256163081216,C,11.09446620941162,10.972496604919433,11.131567096710205,10.861963939666747,11.084459552764892,12.293135328292847,13.155978984832764
2008-08-12,52.585767186154726,C,11.149909973144531,10.901278114318847,11.176133060455323,10.921121835708618,11.052409954071045,12.266226472854614,13.136383595466613
2008-08-13,52.94623862044724,C,11.02622890472412,10.914497756958006,11.196602916717529,10.95597414970398,11.019151096343995,12.240126638412475,13.118900570869446
2008-08-14,54.01146058744601,C,11.109394073486328,11.031775665283202,11.167603874206543,10.972649240493775,10.984394855499268,12.216528539657594,13.101895442008972
2008-08-15,55.39350170924333,C,11.729893684387209,11.221978569030762,11.151185226440429,11.020349311828614,10.973595714569091,12.20084726333618,13.088737587928772
2008-08-18,55.58663113621402,C,11.294903755187988,11.262066078186034,11.117281341552735,11.052410650253297,10.961808815002442,12.178018684387206,13.07097393989563
2008-08-19,54.98214301199098,C,10.82153034210205,11.196390151977539,11.048834133148194,11.044472885131835,10.940259552001953,12.146677799224854,13.048547067642211
2008-08-20,54.73633681050608,C,10.91322135925293,11.1737886428833,11.044143199920654,11.0442804813385,10.92678113937378,12.117088899612426,13.02755099773407
2008-08-21,54.859404947558566,C,11.122185707092283,11.176346969604491,11.104061317443847,11.071709394454956,10.913815536499023,12.089506196975709,13.0079514503479
2008-08-22,54.284893864070284,C,11.35034465789795,11.10043716430664,11.1612078666687,11.111916017532348,10.902168197631836,12.06602126121521,12.990454668998717
2008-08-25,54.005979601511626,C,10.955865859985352,11.032629585266113,11.147347831726075,11.13945746421814,10.87795347213745,12.039885807037354,12.974512753486634
2008-08-26,54.91675947247486,C,11.139246940612791,11.096172904968261,11.146281528472901,11.161207294464111,10.864907722473145,12.015438022613525,12.95957048892975
2008-08-27,55.76532997537334,C,11.361003875732422,11.18572940826416,11.17975902557373,11.18818097114563,10.858699417114257,11.997028160095216,12.946254205703735
2008-08-28,56.957039590993254,C,12.066804885864258,11.374653244018555,11.275500106811524,11.221551990509033,10.868587703704835,11.987596912384033,12.93646692752838
2008-08-29,57.56942684440682,C,11.832246780395508,11.471033668518066,11.285735416412354,11.218460321426392,10.882929821014404,11.978533954620362,12.9245552444458
2008-09-01,58.84557239355272,C,11.832246780395508,11.646309852600098,11.339469718933106,11.22837553024292,10.895923328399657,11.970034675598145,12.913357300758362
2008-09-02,59.79568137339515,C,11.855704307556152,11.78960132598877,11.442887115478516,11.245860624313355,10.911788139343262,11.961060161590575,12.900704369544982
2008-09-03,60.44227506290767,C,12.00496768951416,11.918394088745117,11.552061748504638,11.298102474212646,10.929205417633057,11.949215183258056,12.886201434135437
2008-09-04,59.50682104716383,C,11.461226463317873,11.79727840423584,11.585965824127197,11.345013570785522,10.94691572189331,11.932183294296264,12.869031486511231
2008-09-05,59.27962436149471,C,11.650999069213867,11.761028861999511,11.616031265258789,11.388619565963745,10.967620639801025,11.914648418426514,12.851589818000793
2008-09-08,59.40197002018965,C,12.139300346374512,11.822439575195313,11.734374713897704,11.44086127281189,10.994888801574707,11.903144769668579,12.83730339050293
2008-09-09,58.4945173697086,C,11.382330894470217,11.727764892578126,11.758683109283448,11.452482318878173,11.010009727478028,11.886618270874024,12.820649209022521
2008-09-10,57.92995292712819,C,11.766148567199709,11.680001068115235,11.799197578430176,11.489478302001952,11.036304893493652,11.873992576599122,12.804176363945007
2008-09-11,58.40867650142806,C,12.00496768951416,11.788749313354494,11.793013858795167,11.534256982803345,11.068092803955079,11.86164662361145,12.785690989494324
2008-09-12,58.67685480369969,C,12.113715171813965,11.881292533874513,11.821160697937012,11.553448057174682,11.1020556640625,11.845064754486083,12.768132095336915
2008-09-15,57.55037950626544,C,11.6808500289917,11.78960247039795,11.806021022796632,11.572745370864869,11.127066249847411,11.824592590332031,12.746184945106506
2008-09-16,58.256561799209635,C,12.00496768951416,11.914129829406738,11.820947360992431,11.631917238235474,11.15417625427246,11.809532651901245,12.7295614862442
