Date,GRADE,GPS,DOW,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2019-03-20,,,37.26889419555664,,,,,,
2019-03-21,,,36.65522384643555,,,,,,
2019-03-22,,,36.370853424072266,,,,,,
2019-03-25,,,36.78246307373047,,,,,,
2019-03-26,,,36.55793380737305,36.727073669433594,,,,,
2019-03-27,,,37.493412017822266,36.771977233886716,,,,,
2019-03-28,,,38.05467987060547,37.0518684387207,,,,,
2019-03-29,,,38.638404846191406,37.50537872314453,,,,,
2019-04-01,,,40.03786849975586,38.15645980834961,,,,,
2019-04-02,,,42.095890045166016,39.264051055908205,37.995562362670896,,,,
2019-04-03,,,42.567359924316406,40.27884063720703,38.52540893554688,,,,
2019-04-04,,,44.68525695800781,41.6049560546875,39.328412246704104,,,,
2019-04-05,,,42.8367805480957,42.44463119506836,39.97500495910644,,,,
2019-04-08,,,42.76942825317383,42.990943145751956,40.57370147705078,,,,
2019-04-09,,,42.1108627319336,42.99393768310547,41.128994369506835,,,,
2019-04-10,,,41.69176864624024,42.81881942749023,41.54883003234863,,,,
2019-04-11,,,41.07810592651367,42.097389221191406,41.851172637939456,,,,
2019-04-12,,,43.63005447387695,42.25604400634766,42.35033760070801,,,,
2019-04-15,,,43.24090194702149,42.35033874511719,42.67064094543457,,,,
2019-04-16,,,43.77972412109375,42.684111022949224,42.83902435302734,40.41729335784912,,,
2019-04-17,,,43.64501953125,43.07476119995117,42.946790313720705,40.73609962463379,,,
2019-04-18,,,43.23341751098633,43.5058235168457,42.80160636901856,41.06500930786133,,,
2019-04-19,,,43.23341751098633,43.42649612426758,42.84127006530762,41.408137512207034,,,
2019-04-22,,,43.32322311401367,43.44296035766602,42.896649551391604,41.73517551422119,,,
2019-04-23,,,43.13612747192383,43.31424102783203,42.999176025390625,42.06408519744873,,,
2019-04-24,,,41.89382553100586,42.964002227783205,43.01938171386719,42.28410587310791,,,
2019-04-25,,,41.40739440917969,42.59879760742187,43.05231056213379,42.45174160003662,,,
2019-04-26,,,41.34751510620117,42.22161712646484,42.82405662536621,42.58719711303711,,,
2019-04-29,,,41.53461456298828,41.863895416259766,42.65342788696289,42.66203441619873,,,
2019-04-30,,,42.45511245727539,41.727692413330075,42.52096672058106,42.6799955368042,,,
2019-05-01,,,42.00609588623047,41.750146484375,42.3570743560791,42.651932334899904,,,
2019-05-02,,,39.43916320800781,41.356500244140626,41.97764892578125,42.389627647399905,,,
2019-05-03,,,39.88819885253906,41.0646369934082,41.643127059936525,42.24219856262207,,,
2019-05-06,,,40.0079345703125,40.759300994873044,41.311598205566405,42.104123878479,,,
2019-05-07,,,39.62626266479492,40.19353103637695,40.960611724853514,41.97989387512207,,,
2019-05-08,,,39.274532318115234,39.64721832275391,40.698682403564455,41.85903205871582,,,
2019-05-09,,,39.611305236816406,39.681646728515624,40.519073486328125,41.785692024230954,,,
2019-05-10,,,39.71607208251953,39.647221374511716,40.35592918395996,41.589992904663085,,,
2019-05-13,,,38.12952423095703,39.271539306640626,40.01542015075684,41.33442401885986,,,
2019-05-14,,,39.274532318115234,39.201193237304686,39.69736213684082,41.10916442871094,,,
2019-05-15,,,39.62626266479492,39.271539306640626,39.45937881469727,40.908226585388185,,,
2019-05-16,,,39.648719787597656,39.279022216796875,39.48033447265625,40.72899169921875,,,
2019-05-17,,,38.01726150512695,38.93926010131836,39.29324073791504,40.46818389892578,,,
2019-05-20,,,37.47843933105469,38.80904312133789,39.040291213989256,40.17594470977783,,,
2019-05-21,,,37.89005279541016,38.53214721679687,38.86667022705078,39.91364097595215,,,
2019-05-22,,,37.57572555541992,38.122039794921875,38.69678955078125,39.697735977172854,,,
2019-05-23,,,36.45317459106445,37.482930755615236,38.38097648620605,39.45002498626709,,,
2019-05-24,,,36.81986618041992,37.24345169067383,38.091355895996095,39.22364253997803,,,
2019-05-27,,,36.81986618041992,37.11173706054687,37.96039009094238,38.98790512084961,,,
2019-05-28,,,36.340911865234375,36.80190887451172,37.6670280456543,38.68219509124756,40.14398872375488,,
2019-05-29,,,36.45317459106445,36.577398681640624,37.34971923828125,38.404549026489256,40.12767433166504,,
2019-05-30,,,36.80243682861328,36.64725112915039,37.06509094238281,38.27271270751953,40.1306185913086,,
2019-05-31,,,35.50406646728516,36.384091186523435,36.813771438598636,38.05350608825684,40.11328285217285,,
2019-06-03,,,36.41520309448242,36.303158569335935,36.70744781494141,37.87386951446533,40.10593765258789,,
2019-06-04,,,37.91099548339844,36.61717529296875,36.70954208374023,37.78810615539551,40.132998886108396,,
2019-06-05,,,38.22229766845703,36.97099990844727,36.77419929504394,37.735494422912595,40.147576599121095,,
2019-06-06,,,38.76898193359375,37.36430892944336,37.00578002929687,37.69337825775146,40.16186264038086,,
2019-06-07,,,38.95122146606445,38.05373992919922,37.21891555786133,37.65513572692871,40.16811897277832,,
2019-06-10,,,39.19419097900391,38.609537506103514,37.45634803771973,37.70836906433105,40.15124542236328,,
2019-06-11,,,39.51308441162109,38.929955291748044,37.7735652923584,37.720296669006345,40.099589309692384,,
2019-06-12,,,39.854759216308594,39.25644760131836,38.11372375488281,37.73172149658203,40.04533729553223,,
2019-06-13,,,40.15087890625,39.53282699584961,38.448567962646486,37.75682945251465,39.95464973449707,,
2019-06-14,,,38.83731842041016,39.51004638671875,38.78189315795898,37.797832298278806,39.87466049194336,,
2019-06-17,,,37.470611572265625,39.165330505371095,38.887434005737305,37.797440910339354,39.76868415832519,,
2019-06-18,,,37.66802215576172,38.79631805419922,38.86313667297363,37.786339378356935,39.67982734680176,,
