Date,GRADE,GPS,WAB,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1995-06-16,,,6.811723709106445,,,,,,
1995-06-19,,,6.52790117263794,,,,,,
1995-06-20,,,6.52790117263794,,,,,,
1995-06-21,,,6.414375305175781,,,,,,
1995-06-22,,,6.641432285308838,6.584666728973389,,,,,
1995-06-23,,,6.641432285308838,6.550608444213867,,,,,
1995-06-26,,,6.414375305175781,6.527903270721436,,,,,
1995-06-27,,,6.357611179351807,6.493845272064209,,,,,
1995-06-28,,,6.357611179351807,6.482492446899414,,,,,
1995-06-29,,,6.357611179351807,6.425728225708008,6.505197477340698,,,,
1995-06-30,,,6.471136569976807,6.391669082641601,6.471138763427734,,,,
1995-07-03,,,6.414375305175781,6.391669082641601,6.4597861766815186,,,,
1995-07-04,,,6.414375305175781,6.403021907806396,6.448433589935303,,,,
1995-07-05,,,6.414375305175781,6.414374732971192,6.448433589935303,,,,
1995-07-06,,,6.414375305175781,6.4257275581359865,6.425727891921997,,,,
1995-07-07,,,6.86848783493042,6.505197811126709,6.448433446884155,,,,
1995-07-10,,,7.038783550262451,6.630079460144043,6.510874271392822,,,,
1995-07-11,,,7.7199554443359375,6.891195487976074,6.647108697891236,,,,
1995-07-12,,,8.174065589904785,7.243133544921875,6.828754138946533,,,,
1995-07-13,,,8.117308616638184,7.5837202072143555,7.0047238826751705,6.754960680007935,,,
1995-07-14,,,8.117308616638184,7.833484363555908,7.169341087341309,6.820239925384522,,,
1995-07-17,,,8.57142162322998,8.140011978149413,7.385045719146729,6.922415947914123,,,
1995-07-18,,,8.230835914611816,8.24218807220459,7.566691780090332,7.007562685012817,,,
1995-07-19,,,8.060540199279785,8.21948299407959,7.731308269500732,7.089870929718018,,,
1995-07-20,,,7.890244483947754,8.174070167541505,7.87889518737793,7.152311539649963,,,
1995-07-21,,,7.890244483947754,8.128657341003418,7.981070852279663,7.214752149581909,,,
1995-07-24,,,7.776723384857178,7.969717693328858,8.054864835739135,7.282869553565979,,,
1995-07-25,,,7.947012424468994,7.912952995300293,8.077570533752441,7.362339615821838,,,
1995-07-26,,,8.287605285644531,7.958366012573242,8.088924503326416,7.458839321136475,,,
1995-07-27,,,8.457895278930664,8.071896171569824,8.122983169555663,7.563853526115418,,,
1995-07-28,,,8.457895278930664,8.185426330566406,8.157041835784913,7.663191461563111,,,
1995-07-31,,,8.401126861572266,8.310307025909424,8.14001235961914,7.762529039382935,,,
1995-08-01,,,8.230835914611816,8.367071723937988,8.14001235961914,7.853352069854736,,,
1995-08-02,,,8.060540199279785,8.321658706665039,8.14001235961914,7.935660314559937,,,
1995-08-03,,,7.947012424468994,8.219482135772704,8.145689153671265,8.012292170524598,,,
1995-08-04,,,7.833480358123779,8.094599151611328,8.140012741088867,8.060541796684266,,,
1995-08-07,,,7.890244483947754,7.992422676086425,8.151364850997926,8.10311484336853,,,
1995-08-08,,,7.776723384857178,7.901600170135498,8.134335947036742,8.105953240394593,,,
1995-08-09,,,7.436132431030273,7.776718616485596,8.049188661575318,8.069056582450866,,,
1995-08-10,,,7.379368305206299,7.663189792633057,7.941335964202881,8.032159566879272,,,
1995-08-11,,,7.379368305206299,7.572367382049561,7.833483266830444,7.995262551307678,,,
1995-08-14,,,7.265839576721191,7.447486400604248,7.719954538345337,7.929983448982239,,,
1995-08-15,,,7.265839576721191,7.345309638977051,7.623454904556274,7.881733632087707,,,
1995-08-16,,,7.436132431030273,7.345309638977051,7.561014127731323,7.850513243675232,,,
1995-08-17,,,7.492895126342773,7.368015003204346,7.515602397918701,7.8306457757949826,,,
1995-08-18,,,7.492895126342773,7.390720367431641,7.4815438747406,7.810778307914734,,,
1995-08-21,,,7.606429100036621,7.458838272094726,7.453162336349488,7.802263593673706,,,
1995-08-22,,,7.663190841674805,7.53830852508545,7.44180908203125,7.788072514533996,,,
1995-08-23,,,7.776723384857178,7.60642671585083,7.475868177413941,7.762528419494629,,,
1995-08-24,,,7.947012424468994,7.697250175476074,7.53263258934021,7.736984276771546,7.421374616622924,,
1995-08-25,,,7.776723384857178,7.754015827178955,7.572368097305298,7.702925682067871,7.44067461013794,,
1995-08-28,,,7.663190841674805,7.765368175506592,7.612103223800659,7.666028881072998,7.463380403518677,,
1995-08-29,,,7.436132431030273,7.719956493377685,7.629132509231567,7.626293706893921,7.481545028686523,,
1995-08-30,,,7.436132431030273,7.651838302612305,7.629132509231567,7.595073318481445,7.501980171203614,,
1995-08-31,,,7.379368305206299,7.538309478759766,7.61777982711792,7.566691112518311,7.5167388916015625,,
1995-09-01,,,7.322603702545166,7.447485542297363,7.600750684738159,7.54114727973938,7.530362319946289,,
1995-09-04,,,7.322603702545166,7.379368114471435,7.572368144989014,7.512765240669251,7.548526887893677,,
1995-09-05,,,7.265839576721191,7.345309543609619,7.5326330184936525,7.487221050262451,7.566691455841064,,
1995-09-06,,,7.095548152923584,7.277192687988281,7.464515495300293,7.470191836357117,7.5814501953125,,
1995-09-07,,,7.038783550262451,7.2090757369995115,7.373692607879638,7.453162598609924,7.595073642730713,,
1995-09-08,,,7.209079265594482,7.186370849609375,7.316928195953369,7.4446481466293335,7.609832496643066,,
1995-09-11,,,7.152313232421875,7.152312755584717,7.2658404350280765,7.438971829414368,7.624591255187989,,
1995-09-12,,,7.265839576721191,7.152312755584717,7.248811149597168,7.438971829414368,7.641620540618897,,
1995-09-13,,,7.095548152923584,7.152312755584717,7.214752721786499,7.421942615509034,7.655243997573852,,
1995-09-14,,,7.095548152923584,7.163665676116944,7.186370706558227,7.402075266838073,7.668867454528809,,
1995-09-15,,,7.038783550262451,7.129606533050537,7.157988691329956,7.379369688034058,7.672273368835449,,
1995-09-18,,,6.811723709106445,7.061488628387451,7.106900691986084,7.339634418487549,7.667732172012329,,
1995-09-19,,,6.811723709106445,6.970665454864502,7.061489105224609,7.2970610618591305,7.649567537307739,,
1995-09-20,,,6.5846686363220215,6.868489551544189,7.0104011535644535,7.237458324432373,7.617779598236084,,
1995-09-21,,,6.698197364807129,6.789019393920898,6.9763425350189205,7.175017571449279,7.589397373199463,,
1995-09-22,,,6.698197364807129,6.720902156829834,6.9252543449401855,7.121091270446778,7.561015148162841,,
1995-09-25,,,6.641432285308838,6.6868438720703125,6.874166250228882,7.070003342628479,7.522415361404419,,
1995-09-26,,,6.641432285308838,6.652785587310791,6.811725521087647,7.030268335342408,7.490627288818359,,
1995-09-27,,,6.414375305175781,6.618726921081543,6.743608236312866,6.979180479049683,7.457703990936279,,
1995-09-28,,,6.52790117263794,6.584667682647705,6.686843538284302,6.936607122421265,7.430457124710083,,
1995-09-29,,,6.52790117263794,6.550608444213867,6.635755300521851,6.8968719959259035,7.403210258483886,,
1995-10-02,,,6.471136569976807,6.516549301147461,6.601696586608886,6.854298639297485,7.377098522186279,,
1995-10-03,,,6.130552768707275,6.414373397827148,6.53357949256897,6.79753429889679,7.340769329071045,,
1995-10-04,,,5.960263252258301,6.323550987243653,6.471138954162598,6.740770053863526,7.29422248840332,,
1995-10-05,,,6.698197364807129,6.35761022567749,6.471138954162598,6.723740744590759,7.259028530120849,,
1995-10-06,,,6.86848783493042,6.4257275581359865,6.488168001174927,6.706711173057556,7.227240381240844,,
1995-10-09,,,6.641432285308838,6.459786701202392,6.488168001174927,6.681167125701904,7.192046489715576,,
1995-10-10,,,6.641432285308838,6.561962604522705,6.488168001174927,6.649946761131287,7.1602584171295165,,
1995-10-11,,,6.641432285308838,6.6981964111328125,6.510873699188233,6.6272409677505495,7.131876258850098,,
1995-10-12,,,6.698197364807129,6.6981964111328125,6.527903318405151,6.607373428344727,7.106899957656861,,
1995-10-13,,,6.811723709106445,6.686843585968018,6.556285572052002,6.596020436286926,7.086464824676514,,
1995-10-16,,,6.754961013793945,6.709549331665039,6.5846680164337155,6.593182301521301,7.063759155273438,,
1995-10-17,,,6.641432285308838,6.709549331665039,6.635755968093872,6.584667730331421,7.041053333282471,,
1995-10-18,,,6.130552768707275,6.607373428344727,6.652784919738769,6.561961936950683,7.014941740036011,,
1995-10-19,,,6.130552768707275,6.493844509124756,6.596020460128784,6.533579707145691,6.9899654293060305,,
