Date,GRADE,GPS,JNJ,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1983-11-21,,,1.0019049644470217,,,,,,
1983-11-22,,,0.9989324808120728,,,,,,
1983-11-23,,,1.0048774480819702,,,,,,
1983-11-24,,,1.0048774480819702,,,,,,
1983-11-25,,,1.007851004600525,1.003688669204712,,,,,
1983-11-28,,,0.9959586262702942,1.0024994015693665,,,,,
1983-11-29,,,0.9989324808120728,1.0024994015693665,,,,,
1983-11-30,,,1.007851004600525,1.0030941128730775,,,,,
1983-12-01,,,0.9751478433609008,0.9971481919288635,,,,,
1983-12-02,,,0.9989324808120728,0.9953644871711731,0.9995265781879425,,,,
1983-12-05,,,0.9929854273796082,0.9947698473930359,0.9986346244812012,,,,
1983-12-06,,,0.9870402812957764,0.9923914074897766,0.9974454045295715,,,,
1983-12-07,,,0.9810934662818908,0.9870398998260498,0.9950670063495636,,,,
1983-12-08,,,0.9573089480400084,0.9834721207618713,0.9903101563453675,,,,
1983-12-09,,,0.9573089480400084,0.9751474142074585,0.9852559506893158,,,,
1983-12-12,,,0.9543373584747314,0.9674178004264832,0.9810938239097595,,,,
1983-12-13,,,0.9424449801445008,0.958498740196228,0.9754450738430023,,,,
1983-12-14,,,0.9394720196723938,0.9501744508743286,0.9686071753501893,,,,
1983-12-15,,,0.9335259795188904,0.945417857170105,0.9644449889659882,,,,
1983-12-16,,,0.9394720196723938,0.9418504714965821,0.9584989428520203,0.9790127605199814,,,
1983-12-19,,,0.9632557034492492,0.9436341404914856,0.9555259704589844,0.9770802974700927,,,
1983-12-20,,,0.9781210422515868,0.9507693529129029,0.9546340465545654,0.9760397255420685,,,
1983-12-21,,,0.9751478433609008,0.9579045176506042,0.9540394842624664,0.9745532453060151,,,
1983-12-22,,,0.969201922416687,0.9650397062301636,0.9552287817001343,0.9727694690227509,,,
1983-12-23,,,0.9632557034492492,0.9697964429855345,0.9558234572410583,0.9705397039651871,,,
1983-12-26,,,0.9632557034492492,0.9697964429855345,0.9567152917385101,0.9689045578241349,,,
1983-12-27,,,0.9721746444702148,0.9686071634292602,0.9596882581710815,0.9675666660070419,,,
1983-12-28,,,0.9543373584747314,0.9644450664520263,0.9611747920513153,0.9648909837007522,,,
1983-12-29,,,0.969201922416687,0.9644450664520263,0.964742386341095,0.9645936876535416,,,
1983-12-30,,,0.9721746444702148,0.9662288546562194,0.9680126488208771,0.9632557958364487,,,
1984-01-02,,,0.9721746444702148,0.9680126428604126,0.9689045429229737,0.962215256690979,,,
1984-01-03,,,0.9721746444702148,0.9680126428604126,0.9683099031448364,0.9614719748497009,,,
1984-01-04,,,0.9989324808120728,0.9769316673278808,0.9706883668899536,0.96236392557621,,,
1984-01-05,,,1.007851004600525,0.9846614837646485,0.9745532751083374,0.9648910284042358,,,
1984-01-06,,,0.9989324808120728,0.9900130510330201,0.9781209528446198,0.9669722050428391,,,
1984-01-09,,,0.990013062953949,0.9935807347297668,0.9807966887950897,0.9687559902667999,,,
1984-01-10,,,0.9632557034492492,0.9917969465255737,0.9799047946929932,0.9697965264320374,,,
1984-01-11,,,0.9602825045585632,0.9840669512748719,0.9804993093013763,0.9708370506763458,,,
1984-01-12,,,0.9573089480400084,0.9739585399627686,0.9793100118637085,0.9720261991024017,,,
1984-01-13,,,0.9543373584747314,0.9650395154953003,0.9775262832641601,0.9727694660425186,,,
1984-01-16,,,0.9454176425933838,0.9561204314231873,0.9748505830764771,0.9718775629997254,,,
1984-01-17,,,0.9721746444702148,0.9579042196273804,0.9748505830764771,0.9715802431106567,,,
1984-01-18,,,0.9721746444702148,0.9602826476097107,0.9721747994422912,0.9714315831661224,,,
1984-01-19,,,0.9721746444702148,0.963255786895752,0.9686071634292602,0.9715802192687988,,,
1984-01-20,,,0.984066128730774,0.9692015409469604,0.9671205282211304,0.9726207405328751,,,
1984-01-23,,,0.9662290811538696,0.9733638286590576,0.9647421300411224,0.9727694094181061,,,
1984-01-24,,,0.9483911991119384,0.9686071395874023,0.9632556796073913,0.9715802371501923,,,
1984-01-25,,,0.9394720196723938,0.9620666146278382,0.9611746311187744,0.9708369702100754,,,
1984-01-26,,,0.9275795221328736,0.9531475901603699,0.9582016885280609,0.9687558501958847,,,
1984-01-27,,,0.9097411632537842,0.938282597064972,0.9537420690059661,0.9656341761350632,0.9714613044261933,,
1984-01-30,,,0.9008230566978456,0.9252013921737671,0.9492826104164124,0.9620665967464447,0.9694396662712097,,
1984-01-31,,,0.912714660167694,0.9180660843849182,0.9433366119861603,0.9590935975313186,0.9677153098583221,,
1984-02-01,,,0.91568785905838,0.9133092522621155,0.9376879334449768,0.9549313664436341,0.9659315180778504,,
1984-02-02,,,0.936498522758484,0.9150930523872376,0.9341203212738037,0.951363742351532,0.9645639395713806,,
1984-02-03,,,0.9335259795188904,0.9198500156402588,0.9290663063526153,0.9480934172868729,0.963077439069748,,
1984-02-06,,,0.9275795221328736,0.9252013087272644,0.9252013504505158,0.9449717402458191,0.9617098569869995,,
1984-02-07,,,0.912714660167694,0.9252013087272644,0.9216336965560913,0.9424446880817413,0.9599855005741119,,
1984-02-08,,,0.8978491425514221,0.9216335654258728,0.9174714088439941,0.9393230199813842,0.9577854633331299,,
1984-02-09,,,0.8919035196304321,0.9127145648002625,0.91390380859375,0.9360527485609055,0.9561205768585205,,
1984-02-10,,,0.8829843401908875,0.9026062369346619,0.9112281262874603,0.9324850976467133,0.9538016140460968,,
1984-02-13,,,0.8770386576652527,0.8924980640411377,0.908849686384201,0.9290661484003067,0.9514826786518097,,
1984-02-14,,,0.8859572410583496,0.8871465802192688,0.9061739444732666,0.9247552782297135,0.9494610178470612,,
1984-02-15,,,0.8800112009048462,0.8835789918899536,0.9026062786579132,0.920147106051445,0.9474393725395203,,
1984-02-16,,,0.8621728420257568,0.8776328563690186,0.8951737105846405,0.9146470159292222,0.9455366504192352,,
1984-02-17,,,0.8418024778366089,0.8693964838981628,0.8860013604164123,0.9075338333845139,0.9432265210151672,,
1984-02-20,,,0.8418024778366089,0.8623492479324341,0.8774236559867858,0.9013125032186509,0.9409758234024048,,
1984-02-21,,,0.8238282799720764,0.8499234557151795,0.8685350179672241,0.8950843572616577,0.9386034893989563,,
1984-02-22,,,0.8388064503669739,0.8416825056076049,0.8626307487487793,0.8900510787963867,0.9365901780128479,,
1984-02-23,,,0.8447989821434021,0.838207733631134,0.8579202950000763,0.8859120517969131,0.9348156380653382,,
1984-02-24,,,0.8687638640403748,0.8436000108718872,0.856498247385025,0.8838631868362427,0.9334014749526978,,
1984-02-27,,,0.8747555017471313,0.8501906156539917,0.8562699317932129,0.882559809088707,0.9316314709186554,,
1984-02-28,,,0.8447989821434021,0.8543847560882568,0.8521541059017181,0.8791640251874924,0.9289650297164918,,
1984-02-29,,,0.85977703332901,0.858578872680664,0.8501306891441345,0.8763684839010238,0.9266576135158539,,
1984-03-01,,,0.85977703332901,0.8615744829177856,0.8498911082744598,0.8725324094295501,0.9244691157341003,,
1984-03-02,,,0.8328155279159546,0.8543848156929016,0.8489924132823944,0.8674968868494034,0.9218603122234345,,
1984-03-05,,,0.8447989821434021,0.8483935117721557,0.8492920637130738,0.8633578598499299,0.9194911777973175,,
1984-03-06,,,0.8507896065711975,0.8495916366577149,0.8519881963729858,0.860261607170105,0.9170634770393371,,
1984-03-07,,,0.8477939963340759,0.847195029258728,0.852886950969696,0.8577588498592377,0.914932609796524,,
1984-03-08,,,0.8418024778366089,0.8436001181602478,0.8525873005390168,0.8552537977695465,0.9123846209049224,,
1984-03-09,,,0.8268241882324219,0.8424018502235413,0.8483933329582214,0.8524457901716233,0.9094776117801666,,
1984-03-12,,,0.8328155279159546,0.8400051593780518,0.8441993355751037,0.8502346336841583,0.9066904294490814,,
1984-03-13,,,0.8208322525024414,0.8340136885643006,0.8418026626110077,0.846978384256363,0.9036635816097259,,
1984-03-14,,,0.8238282799720764,0.8292205452919006,0.8382077872753143,0.8441692382097244,0.9001614975929261,,
1984-03-15,,,0.8388064503669739,0.8286213397979736,0.8361107289791108,0.8430009186267853,0.896780606508255,,
1984-03-16,,,0.8388064503669739,0.831017792224884,0.8367098212242127,0.8428511172533035,0.8935780858993531,,
1984-03-19,,,0.8298197388648987,0.8304186344146729,0.8352118968963623,0.842251980304718,0.890374219417572,,
1984-03-20,,,0.8298197388648987,0.8322161316871644,0.8331149101257325,0.8425515532493592,0.887705500125885,,
1984-03-21,,,0.8208322525024414,0.8316169261932373,0.830418735742569,0.8416528433561326,0.8849164950847626,,
1984-03-22,,,0.8088493943214417,0.8256255149841308,0.8271234273910523,0.8398553639650345,0.8819473040103912,,
1984-03-23,,,0.8058539628982544,0.819035017490387,0.8250264048576355,0.8367098689079284,0.8789776360988617,,
1984-03-26,,,0.8028576970100403,0.8136426091194153,0.8220306217670441,0.8331149786710739,0.8761264371871949,,
1984-03-27,,,0.8268241882324219,0.8130434989929199,0.8226298153400421,0.8322162389755249,0.873219428062439,,
1984-03-28,,,0.8388064503669739,0.8166383385658265,0.8241276323795319,0.831167709827423,0.8705520641803741,,
