Date,GRADE,GPS,DVN,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1985-07-22,,,3.36036229133606,,,,,,
1985-07-23,,,3.36036229133606,,,,,,
1985-07-24,,,3.2856884002685547,,,,,,
1985-07-25,,,3.323026180267334,,,,,,
1985-07-26,,,3.2856884002685547,3.3230255126953123,,,,,
1985-07-29,,,3.2483508586883545,3.3006232261657713,,,,,
1985-07-30,,,3.2110137939453125,3.270753526687622,,,,,
1985-07-31,,,3.2110137939453125,3.2558186054229736,,,,,
1985-08-01,,,3.2110137939453125,3.233416128158569,,,,,
1985-08-02,,,3.136338710784912,3.2035461902618407,3.2632858514785767,,,,
1985-08-05,,,3.136338710784912,3.1811437606811523,3.240883493423462,,,,
1985-08-06,,,3.0990030765533447,3.1587416172027587,3.2147475719451903,,,,
1985-08-07,,,3.0990030765533447,3.136339473724365,3.1960790395736693,,,,
1985-08-08,,,3.061663627624512,3.1064694404602053,3.169942784309387,,,,
1985-08-09,,,3.0990030765533447,3.099002313613892,3.151274251937866,,,,
1985-08-12,,,3.0243284702301025,3.07660026550293,3.128872013092041,,,,
1985-08-13,,,3.061663627624512,3.069132375717163,3.113936996459961,,,,
1985-08-14,,,3.0243284702301025,3.0541974544525146,3.09526846408844,,,,
1985-08-15,,,2.986990213394165,3.0392627716064453,3.072866106033325,,,,
1985-08-16,,,2.949652194976806,3.009392595291138,3.0541974544525146,3.1587416529655457,,,
1985-08-19,,,2.912316083908081,2.9869901180267333,3.0317951917648314,3.136339342594147,,,
1985-08-20,,,2.949652194976806,2.9645878314971923,3.016860103607178,3.115803837776184,,,
1985-08-21,,,2.8749771118164062,2.934717559814453,2.994457507133484,3.0952682733535766,,,
1985-08-22,,,2.8749771118164062,2.912314939498901,2.9757888555526733,3.0728658199310304,,,
1985-08-23,,,2.8749771118164062,2.897379922866821,2.9533862590789797,3.052330255508423,,,
1985-08-26,,,2.8749771118164062,2.8899121284484863,2.93845112323761,3.0336615681648254,,,
1985-08-27,,,2.762965202331543,2.8525747299194335,2.908581280708313,3.011259138584137,,,
1985-08-28,,,2.8003032207489014,2.8376399517059325,2.886178755760193,2.9907236099243164,,,
1985-08-29,,,2.912316083908081,2.8451077461242678,2.8787113428115845,2.975788724422455,,,
1985-08-30,,,2.986990213394165,2.867510366439819,2.88244514465332,2.9683212995529176,,,
1985-09-02,,,2.986990213394165,2.889912986755371,2.889912557601929,2.96085387468338,,,
1985-09-03,,,2.986990213394165,2.9347179889678956,2.8936463594436646,2.955253231525421,,,
1985-09-04,,,2.949652194976806,2.964587783813476,2.9011138677597046,2.9477856874465944,,,
1985-09-05,,,2.949652194976806,2.9720550060272215,2.9085813760757446,2.942185115814209,,,
1985-09-06,,,2.986990213394165,2.9720550060272215,2.9197826862335203,2.93658447265625,,,
1985-09-09,,,2.949652194976806,2.96458740234375,2.9272501945495604,2.932850658893585,,,
1985-09-10,,,2.949652194976806,2.9571197986602784,2.945918893814087,2.9272500872612,,,
1985-09-11,,,2.912316083908081,2.949652576446533,2.957120180130005,2.921649467945099,,,
1985-09-12,,,2.912316083908081,2.9421853542327883,2.957120180130005,2.9179157614707947,,,
1985-09-13,,,2.912316083908081,2.927250528335571,2.9496527671813966,2.9160489559173586,,,
1985-09-16,,,2.8749771118164062,2.912315511703491,2.9384514570236204,2.9141820073127747,,,
1985-09-17,,,2.83764123916626,2.889913320541382,2.92351655960083,2.9085814595222472,,,
1985-09-18,,,2.8003032207489014,2.867510747909546,2.9085816621780394,2.904847764968872,,,
1985-09-19,,,2.8003032207489014,2.84510817527771,2.893646764755249,2.9011140704154967,,,
1985-09-20,,,2.986990213394165,2.860043001174927,2.893646764755249,2.9067147254943846,,,
1985-09-23,,,3.0243284702301025,2.889913272857666,2.9011143922805784,2.9141822934150694,,,
1985-09-24,,,2.986990213394165,2.9197830677032472,2.9048481941223145,2.9253835439682008,,,
1985-09-25,,,2.912316083908081,2.942185640335083,2.9048481941223145,2.9309841871261595,,,
1985-09-26,,,2.8749771118164062,2.957120418548584,2.901114296913147,2.929117238521576,,,
1985-09-27,,,2.8749771118164062,2.934717798233032,2.8973803997039793,2.923516583442688,3.0093923234939575,,
1985-09-30,,,2.8003032207489014,2.889912748336792,2.889913010597229,2.9141822338104246,2.9981911420822143,,
1985-10-01,,,2.83764123916626,2.860042953491211,2.889913010597229,2.9067147850990294,2.9877367210388184,,
1985-10-02,,,2.83764123916626,2.845107984542847,2.893646812438965,2.9011142373085024,2.9787757778167725,,
1985-10-03,,,2.83764123916626,2.837640810012817,2.8973806142807006,2.895513689517975,2.969068078994751,,
1985-10-04,,,2.83764123916626,2.8301736354827884,2.88244571685791,2.8880462408065797,2.960107135772705,,
1985-10-07,,,2.8003032207489014,2.8301736354827884,2.86004319190979,2.8805787920951844,2.951146183013916,,
1985-10-08,,,2.8749771118164062,2.8376408100128176,2.8488418817520142,2.8768450379371644,2.9444254493713378,,
1985-10-09,,,2.949652194976806,2.860043001174927,2.852575492858887,2.8787118434906005,2.9391982173919677,,
1985-10-10,,,2.83764123916626,2.860043001174927,2.848841905593872,2.8749781012535096,2.9317307662963867,,
1985-10-11,,,2.83764123916626,2.860043001174927,2.8451083183288572,2.8712443590164183,2.9257568168640136,,
1985-10-14,,,2.949652194976806,2.889912796020508,2.8600432157516478,2.8749781131744383,2.9220230865478514,,
1985-10-15,,,2.912316083908081,2.8973805904388428,2.86751070022583,2.8787118554115296,2.918289346694946,,
1985-10-16,,,2.912316083908081,2.8899133682250975,2.874978184700012,2.8843124985694883,2.914555606842041,,
1985-10-17,,,2.8749771118164062,2.897380542755127,2.878711771965027,2.8880461931228636,2.910821876525879,,
1985-10-18,,,2.83764123916626,2.897380542755127,2.878711771965027,2.8805787444114683,2.9055946397781374,,
1985-10-21,,,2.83764123916626,2.8749783515930174,2.882445573806763,2.8712443828582765,2.9018608951568603,,
1985-10-22,,,2.83764123916626,2.8600433826446534,2.8787119865417483,2.8637769341468813,2.8973804473876954,,
1985-10-23,,,2.8749771118164062,2.852575588226318,2.8712444782257083,2.8619099855422974,2.8943934202194215,,
1985-10-24,,,2.949652194976806,2.8675106048583983,2.882445573806763,2.8656437397003174,2.893646659851074,,
1985-10-25,,,2.8749771118164062,2.874977779388428,2.8861791610717775,2.8656437397003174,2.8921531581878663,,
1985-10-28,,,2.912316083908081,2.889912748336792,2.8824455499649053,2.8712443828582765,2.8921531581878663,,
1985-10-29,,,2.912316083908081,2.9048477172851563,2.8824455499649053,2.8749781250953674,2.8914064359664917,,
1985-10-30,,,2.8749771118164062,2.9048477172851563,2.8787116527557375,2.876844918727875,2.8914064359664917,,
