Date,GRADE,GPS,MCK,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1994-11-10,,,12.655925750732422,,,,,,
1994-11-11,,,12.607979774475098,,,,,,
1994-11-14,,,12.560047149658203,,,,,,
1994-11-15,,,12.464168548583984,,,,,,
1994-11-16,,,12.464168548583984,12.550457954406738,,,,,
1994-11-17,,,12.416227340698242,12.502518272399902,,,,,
1994-11-18,,,12.416227340698242,12.46416778564453,,,,,
1994-11-21,,,12.512104988098145,12.45457935333252,,,,,
1994-11-22,,,12.224472999572754,12.406640243530273,,,,,
1994-11-23,,,12.08065414428711,12.329937362670899,12.440197658538818,,,,
1994-11-24,,,12.08065414428711,12.262822723388672,12.382670497894287,,,,
1994-11-25,,,12.17652702331543,12.21488265991211,12.33952522277832,,,,
1994-11-28,,,12.08065414428711,12.128592491149902,12.291585922241211,,,,
1994-11-29,,,11.84096336364746,12.051890563964843,12.229265403747558,,,,
1994-11-30,,,12.032716751098633,12.042303085327148,12.186120223999023,,,,
1994-12-01,,,12.27241039276123,12.080654335021972,12.171738529205323,,,,
1994-12-02,,,12.416227340698242,12.128594398498535,12.171738529205323,,,,
1994-12-05,,,12.17652702331543,12.1477689743042,12.13818073272705,,,,
1994-12-06,,,12.128591537475586,12.205294609069824,12.128592586517334,,,,
1994-12-07,,,12.032716751098633,12.205294609069824,12.123798847198486,12.281998252868652,,,
1994-12-08,,,11.745079040527344,12.099828338623047,12.09024133682251,12.236455917358398,,,
1994-12-09,,,11.84174919128418,11.984932708740235,12.056763553619385,12.198144388198852,,,
1994-12-12,,,11.793410301208496,11.908309364318848,12.028039169311523,12.159812545776367,,,
1994-12-13,,,12.035082817077637,11.889607620239257,12.04745111465454,12.13835825920105,,,
1994-12-14,,,12.276750564575195,11.938414382934571,12.071854496002198,12.128987360000611,,,
1994-12-15,,,12.180084228515623,12.025415420532227,12.062621879577637,12.11718020439148,,,
1994-12-16,,,12.325085639953612,12.122082710266112,12.053507709503174,12.112623119354248,,,
1994-12-19,,,12.276750564575195,12.218750762939452,12.06353006362915,12.100855398178101,,,
1994-12-20,,,12.276750564575195,12.267084312438964,12.07834596633911,12.103469276428223,,,
1994-12-21,,,12.42175006866455,12.296084213256835,12.117249298095704,12.120524072647095,,,
1994-12-22,,,12.470088005065918,12.354084968566895,12.18975019454956,12.139995765686034,,,
1994-12-23,,,12.566755294799805,12.402418899536134,12.262250804901123,12.159507179260254,,,
1994-12-26,,,12.566755294799805,12.460419845581054,12.339585304260254,12.183812236785888,,,
1994-12-27,,,12.615082740783691,12.528086280822754,12.39758529663086,12.2225182056427,,,
1994-12-28,,,12.566755294799805,12.557087326049805,12.42658576965332,12.249220132827759,,,
1994-12-29,,,12.663421630859377,12.595754051208496,12.474919509887695,12.268770694732666,,,
1994-12-30,,,12.615082740783691,12.605419540405274,12.503919219970703,12.278713464736938,,,
1995-01-02,,,12.615082740783691,12.615085029602051,12.537752437591553,12.30064125061035,,,
1995-01-03,,,12.760085105895996,12.644085502624511,12.586085891723632,12.332215929031372,,,
1995-01-04,,,12.711750030517578,12.673084449768066,12.615085887908936,12.36616759300232,,,
1995-01-05,,,12.760085105895996,12.69241714477539,12.644085597991943,12.416917896270752,,,
1995-01-06,,,12.760085105895996,12.72141761779785,12.663418579101563,12.462834692001342,,,
1995-01-09,,,12.711750030517578,12.74075107574463,12.67791805267334,12.508751678466798,,,
1995-01-10,,,12.566755294799805,12.70208511352539,12.67308530807495,12.535335302352905,,,
1995-01-11,,,12.373419761657717,12.63441905975342,12.653751754760743,12.540168762207031,,,
1995-01-12,,,12.51841926574707,12.586085891723632,12.639251518249512,12.557085514068604,,,
1995-01-13,,,12.711750030517578,12.57641887664795,12.6489182472229,12.576418733596801,,,
1995-01-16,,,12.711750030517578,12.57641887664795,12.65858497619629,12.59816870689392,,,
1995-01-17,,,12.663421630859377,12.595752143859864,12.648918628692627,12.61750226020813,,,
1995-01-18,,,13.146754264831545,12.75041904449463,12.692419052124023,12.65375247001648,12.397750148773193,,
1995-01-19,,,13.243427276611328,12.89542064666748,12.740753269195556,12.69241943359375,12.409500179290772,,
1995-01-20,,,13.146754264831545,12.982421493530273,12.779420185089112,12.721419382095338,12.4202756690979,,
1995-01-23,,,13.291760444641112,13.09842357635498,12.837421226501466,12.757669639587402,12.434909934997558,,
1995-01-24,,,13.291760444641112,13.224091339111329,12.909921741485595,12.791503524780273,12.451461772918702,,
1995-01-25,,,13.533428192138672,13.301426124572753,13.025922584533692,12.839837169647216,12.472846965789795,,
1995-01-26,,,13.678430557250977,13.388426780700684,13.141923713684083,12.890587615966798,12.49809103012085,,
1995-01-27,,,13.82343292236328,13.523762512207032,13.253092002868652,12.951005125045777,12.52623514175415,,
1995-01-30,,,13.82343292236328,13.630097007751464,13.364260292053222,13.011422634124756,12.552461700439453,,
1995-01-31,,,14.258428573608398,13.823430633544922,13.523760986328124,13.086339807510376,12.593140811920167,,
1995-02-01,,,14.21009349822998,13.958763694763183,13.630094909667969,13.161256980895995,12.635729598999024,,
1995-02-02,,,14.258428573608398,14.074763298034668,13.731595039367676,13.236174154281617,12.679285087585448,,
1995-02-03,,,14.306761741638184,14.171429061889649,13.84759578704834,13.313507986068725,12.721889781951905,,
1995-02-06,,,14.258428573608398,14.258428192138672,13.944262599945068,13.390841913223266,12.76544527053833,,
1995-02-07,,,14.258428573608398,14.258428192138672,14.040929412841797,13.475425577163696,12.81379457473755,,
1995-02-08,,,14.355093955993652,14.287428283691407,14.123095989227295,13.574509286880494,12.86024211883545,,
1995-02-09,,,14.258428573608398,14.287428283691407,14.181095790863036,13.66150975227356,12.899962482452393,,
1995-02-10,,,14.451757431030272,14.316427421569824,14.243928241729737,13.748510122299194,12.940673084259034,,
1995-02-13,,,14.54844093322754,14.374429893493652,14.316429042816162,13.840344667434692,12.988111362457275,,
1995-02-14,,,14.59676456451416,14.442097091674805,14.350262641906738,13.937011814117431,13.037474822998046,,
1995-02-15,,,14.741764068603516,14.519431114196777,14.403429698944091,14.016762304306031,13.091655769348144,,
1995-02-16,,,14.79010009765625,14.625765419006347,14.456596851348877,14.094095945358276,13.152556190490722,,
1995-02-17,,,14.500096321105955,14.635433197021484,14.475930309295654,14.161763048171997,13.205723133087158,,
1995-02-20,,,14.500096321105955,14.625764274597168,14.50009708404541,14.222179841995239,13.259856853485108,,
1995-02-21,,,14.355093955993652,14.577430152893067,14.509763622283936,14.275346517562866,13.306257076263428,,
1995-02-22,,,14.451757431030272,14.519428825378418,14.519429969787598,14.321262979507447,13.349757213592529,,
1995-02-23,,,14.500262260437012,14.46146125793457,14.54361333847046,14.362354564666749,13.396160774230957,,
1995-02-24,,,14.451757431030272,14.451793479919434,14.54361333847046,14.393770790100097,13.43869421005249,,
1995-02-27,,,14.257786750793455,14.403331565856934,14.51454792022705,14.415488481521606,13.478314933776856,,
1995-02-28,,,14.306278228759766,14.393568420410157,14.485499286651612,14.417880964279174,13.518905487060547,,
1995-03-01,,,14.645746231079102,14.432366180419923,14.47589750289917,14.43966360092163,13.563385410308838,,
1995-03-02,,,14.59725284576416,14.45176429748535,14.45661277770996,14.456604814529419,13.605928707122803,,
1995-03-03,,,14.59725284576416,14.48086338043213,14.466328430175782,14.471129369735717,13.64653865814209,,
1995-03-06,,,14.451757431030272,14.519657516479493,14.461494541168213,14.48079581260681,13.684238700866699,,
1995-03-07,,,14.257786750793455,14.50995922088623,14.45176382064819,14.480763721466065,13.717092781066894,,
1995-03-08,,,14.209284782409668,14.422666931152344,14.42751655578613,14.473473262786865,13.749943370819091,,
1995-03-09,,,14.160796165466309,14.335375595092774,14.393569946289059,14.46859164237976,13.77989086151123,,
1995-03-10,,,14.112298011779783,14.238384628295899,14.359624004364012,14.451618671417236,13.809835166931153,,
1995-03-13,,,14.209284782409668,14.189890098571777,14.354773807525632,14.434660863876342,13.841719207763672,,
1995-03-14,,,14.209284782409668,14.18018970489502,14.345074462890622,14.415286874771118,13.870703201293946,,
1995-03-15,,,14.54875659942627,14.24808406829834,14.33537549972534,14.405636501312255,13.90744333267212,,
1995-03-16,,,14.451757431030272,14.306276321411133,14.32082595825195,14.388719367980958,13.941276779174805,,
1995-03-17,,,14.74274730682373,14.432366180419923,14.335375404357908,14.400851917266845,13.980930023193359,,
1995-03-20,,,14.888223648071287,14.568153953552246,14.379022026062012,14.420258283615112,14.024459495544434,,
1995-03-21,,,15.033714294433594,14.733039855957031,14.456614780426026,14.45418930053711,14.073798675537109,,
