Date,GRADE,GPS,EQR,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1993-08-12,,,2.8077173233032227,,,,,,
1993-08-13,,,2.7218921184539795,,,,,,
1993-08-16,,,2.7464141845703125,,,,,,
1993-08-17,,,2.7586758136749268,,,,,,
1993-08-18,,,2.7586758136749268,2.758675050735474,,,,,
1993-08-19,,,2.70963191986084,2.7390579700469972,,,,,
1993-08-20,,,2.7341551780700684,2.741510581970215,,,,,
1993-08-23,,,2.7464141845703125,2.741510581970215,,,,,
1993-08-24,,,2.783198118209839,2.746415042877197,,,,,
1993-08-25,,,2.7464141845703125,2.7439627170562746,2.751318883895874,,,,
1993-08-26,,,2.8077173233032227,2.763579797744751,2.751318883895874,,,,
1993-08-27,,,2.7709360122680664,2.7709359645843508,2.756223273277283,,,,
1993-08-30,,,2.7709360122680664,2.775840330123901,2.758675456047058,,,,
1993-08-31,,,2.8199799060821533,2.7831966876983643,2.764805865287781,,,,
1993-09-01,,,2.8077173233032227,2.7954573154449465,2.7697100162506105,,,,
1993-09-02,,,2.844500541687012,2.8028139591217043,2.7831968784332277,,,,
1993-09-03,,,2.8690221309661865,2.822431182861328,2.7966835737228393,,,,
1993-09-06,,,2.8690221309661865,2.842048406600952,2.8089443683624267,,,,
1993-09-07,,,2.8812830448150635,2.8543090343475344,2.8187528610229493,,,,
1993-09-08,,,2.844500541687012,2.861665678024292,2.8285614967346193,2.7899401903152468,,,
1993-09-09,,,2.8690221309661865,2.866569995880127,2.8346919775009156,2.7930054306983947,,,
1993-09-10,,,2.967108964920044,2.8861873626708983,2.8543092727661135,2.805266273021698,,,
1993-09-13,,,2.9425880908966064,2.9009005546569826,2.8714744806289674,2.8150749683380125,,,
1993-09-14,,,2.8935446739196777,2.903352880477905,2.8788309574127195,2.8218184113502502,,,
1993-09-15,,,2.8935446739196777,2.9131617069244387,2.8874136924743654,2.828561854362488,,,
1993-09-16,,,2.918066501617432,2.9229705810546878,2.894770288467407,2.838983583450317,,,
1993-09-17,,,2.954848051071167,2.920518398284912,2.903352880477905,2.8500182271003722,,,
1993-09-20,,,2.9138569831848145,2.9147721767425536,2.907836365699768,2.8583903670310975,,,
1993-09-21,,,2.9262032508850098,2.92130389213562,2.9123283863067626,2.865540623664856,,,
1993-09-22,,,2.950899362564087,2.9327748298645018,2.92296826839447,2.8757648825645448,,,
1993-09-23,,,2.9262032508850098,2.9344021797180178,2.9286863803863525,2.881689178943634,,,
1993-09-24,,,2.975590467453003,2.938550662994385,2.9295345306396485,2.8919219017028808,,,
1993-09-27,,,3.099057674407959,2.9755908012390138,2.9451814889907837,2.9083279848098753,,,
1993-09-28,,,3.111405611038208,3.0126312732696534,2.9669675827026367,2.922899270057678,,,
1993-09-29,,,3.111405611038208,3.0447325229644777,2.9887536764144897,2.9380836844444276,,,
1993-09-30,,,3.074366569519043,3.074365186691284,3.004383683204651,2.9495769858360292,,,
1993-10-01,,,3.074366569519043,3.094120407104492,3.0163355350494383,2.959844207763672,,,
1993-10-04,,,3.012631416320801,3.0768351554870605,3.026212978363037,2.9670246720314024,,,
1993-10-05,,,3.012631416320801,3.057080316543579,3.0348557949066164,2.9735920906066893,,,
1993-10-06,,,3.062018632888794,3.0472029209136964,3.045967721939087,2.9844679951667787,,,
1993-10-07,,,3.074366569519043,3.0472029209136964,3.0607840538024904,2.9947352170944215,,,
1993-10-08,,,3.3830373287200928,3.108937072753906,3.1015287399291993,3.015531635284424,,,
1993-10-11,,,3.3583431243896484,3.1780794143676756,3.127457284927368,3.036319386959076,,,
1993-10-12,,,3.5558927059173584,3.2867316722869875,3.171905994415283,3.06943678855896,,,
1993-10-13,,,3.506505489349365,3.3756290435791017,3.211415982246399,3.100084829330444,,,
1993-10-14,,,3.506505489349365,3.462056827545166,3.254629874229431,3.129506778717041,,,
1993-10-15,,,3.58058762550354,3.5015668869018555,3.3052519798278808,3.1607937574386598,,,
1993-10-18,,,3.568239688873291,3.543546199798584,3.36081280708313,3.1935128927230836,,,
1993-10-19,,,3.4571163654327397,3.5237909317016602,3.4052613019943236,3.22005854845047,,,
1993-10-20,,,3.4447720050811768,3.5114442348480224,3.443536639213562,3.2447521805763246,2.9984706020355225,,
1993-10-21,,,3.4077296257019043,3.4916890621185304,3.476872944831848,3.268828499317169,3.010470848083496,,
1993-10-22,,,3.4571163654327397,3.46699481010437,3.4842808485031127,3.292904794216156,3.0251753330230713,,
1993-10-25,,,3.43242621421814,3.4398321151733398,3.491689157485962,3.309573221206665,3.0388955736160277,,
1993-10-26,,,3.345997095108032,3.4176082611083984,3.470699596405029,3.321302795410156,3.05064199924469,,
1993-10-27,,,3.30895471572876,3.390444803237915,3.450944519042969,3.331180250644684,3.0616475772857665,,
1993-10-28,,,3.3583431243896484,3.380567502975464,3.436128282546997,3.345379078388214,3.0746218013763427,,
1993-10-29,,,3.420076847076416,3.3731595993041994,3.4200772047042847,3.362664592266083,3.08834023475647,,
1993-11-01,,,3.43242621421814,3.3731595993041994,3.4064958572387694,3.38365433216095,3.1020604753494263,,
1993-11-02,,,3.420076847076416,3.387975549697876,3.402791905403137,3.4040266036987306,3.114798049926758,,
1993-11-03,,,3.4571163654327397,3.417607879638672,3.4040263414382936,3.423781490325928,3.1290120935440062,,
1993-11-04,,,3.333648443222046,3.4126689434051514,3.3966182231903077,3.436745584011078,3.139530715942383,,
1993-11-05,,,3.43242621421814,3.415138816833496,3.3941492080688476,3.43921502828598,3.1527605199813844,,
1993-11-08,,,3.5435454845428467,3.4373626708984375,3.4052611351013184,3.44847514629364,3.16821270942688,,
1993-11-09,,,3.5435454845428467,3.4620563983917236,3.4250159740447996,3.4478577852249144,3.182684020996094,,
1993-11-10,,,3.4818122386932373,3.4669955730438233,3.4423017263412476,3.4466231226921082,3.196165919303894,,
1993-11-11,,,3.43242621421814,3.486751127243042,3.4497100353240966,3.442919158935547,3.2079244327545164,,
1993-11-12,,,3.4447720050811768,3.4892202854156493,3.4521795511245728,3.4361283779144287,3.2194394302368163,,
1993-11-15,,,3.4077296257019043,3.462057113647461,3.449709892272949,3.4281028747558593,3.230213580131531,,
1993-11-16,,,3.345997095108032,3.422547435760498,3.4423019170761107,3.422546911239624,3.23950786113739,,
1993-11-17,,,3.247220516204834,3.3756290912628173,3.4213123321533203,3.412669336795807,3.2475622606277468,,
1993-11-18,,,3.111405611038208,3.311424970626831,3.3990880489349364,3.397853136062622,3.252409930229187,,
1993-11-19,,,3.111405611038208,3.2447516918182373,3.3669859886169435,3.3805675983428953,3.2552958631515505,,
1993-11-22,,,3.099057674407959,3.183017301559448,3.3225372076034545,3.3638991713523865,3.2584252548217774,,
1993-11-23,,,3.074366569519043,3.1286911964416504,3.275619316101074,3.350317645072937,3.2620416927337645,,
1993-11-24,,,3.074366569519043,3.094120407104492,3.2348747491836547,3.338588237762451,3.265658130645752,,
