Date,GRADE,GPS,AIZ,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2004-02-05,,,17.16840171813965,,,,,,
2004-02-06,,,17.27267074584961,,,,,,
2004-02-09,,,17.008535385131836,,,,,,
2004-02-10,,,16.92513084411621,,,,,,
2004-02-11,,,16.855623245239258,17.04607238769531,,,,,
2004-02-12,,,17.154508590698242,17.043293762207032,,,,,
2004-02-13,,,17.16840171813965,17.02243995666504,,,,,
2004-02-16,,,17.16840171813965,17.0544132232666,,,,,
2004-02-17,,,17.098899841308594,17.089167022705077,,,,,
2004-02-18,,,17.654958724975586,17.249034118652343,17.14755325317383,,,,
2004-02-19,,,17.84958267211914,17.388048934936524,17.215671348571778,,,,
2004-02-20,,,17.620206832885742,17.47840995788574,17.250424957275392,,,,
2004-02-23,,,17.06414794921875,17.457559204101564,17.255986213684082,,,,
2004-02-24,,,17.2379093170166,17.485361099243164,17.28726406097412,,,,
2004-02-25,,,17.27267074584961,17.408903503417967,17.328968811035157,,,,
2004-02-26,,,17.543743133544922,17.347735595703124,17.367892265319824,,,,
2004-02-27,,,17.891281127929688,17.401950454711915,17.440180206298827,,,,
2004-03-01,,,17.93299102783203,17.57571907043457,17.516639137268065,,,,
2004-03-02,,,18.03030586242676,17.734198379516602,17.60977973937988,,,,
2004-03-03,,,17.710575103759766,17.821779251098633,17.6153413772583,17.381447315216064,,,
2004-03-04,,,17.522890090942383,17.817608642578126,17.582672119140625,17.3991717338562,,,
2004-03-05,,,17.759214401245117,17.79119529724121,17.596572875976562,17.423498916625977,,,
2004-03-08,,,17.710575103759766,17.746712112426756,17.661215591430665,17.45860090255737,,,
2004-03-09,,,17.376928329467773,17.61603660583496,17.67511749267578,17.481190776824953,,,
2004-03-10,,,17.133649826049805,17.500651550292968,17.661215400695802,17.495092105865478,,,
2004-03-11,,,16.82086753845215,17.36024703979492,17.588927841186525,17.478410053253175,,,
2004-03-12,,,17.029394149780273,17.214282989501953,17.50273914337158,17.471459674835206,,,
2004-03-15,,,16.681852340698242,17.008538436889648,17.377625274658204,17.447132205963136,,,
2004-03-16,,,16.84171485900879,16.901495742797852,17.258766174316406,17.434272956848144,,,
2004-03-17,,,16.730512619018555,16.820868301391602,17.160759925842285,17.388050651550294,,,
2004-03-18,,,16.542837142944336,16.76526222229004,17.06275463104248,17.322713375091553,,,
2004-03-19,,,16.501134872436523,16.65961036682129,16.936946678161622,17.26675977706909,,,
2004-03-22,,,16.47332763671875,16.61790542602539,16.81322193145752,17.23721876144409,,,
2004-03-23,,,16.681852340698242,16.58593292236328,16.743714332580566,17.209415912628174,,,
2004-03-24,,,16.542837142944336,16.548397827148438,16.68463306427002,17.17292423248291,,,
2004-03-25,,,16.654048919677734,16.57064018249512,16.66795120239258,17.128439521789552,,,
2004-03-26,,,16.75136375427246,16.620685958862303,16.640148162841797,17.07144365310669,,,
2004-03-29,,,16.93903160095215,16.713826751708986,16.665866088867187,17.021745681762695,,,
2004-03-30,,,17.182308197021484,16.813917922973634,16.699925422668457,16.97934579849243,,,
2004-03-31,,,17.481189727783203,17.001588439941408,16.77499313354492,16.967876529693605,,,
2004-04-01,,,17.550703048706055,17.18091926574707,16.875779724121095,16.969267177581788,,,
2004-04-02,,,17.529844284057617,17.336615371704102,16.978650665283205,16.95779867172241,,,
2004-04-05,,,17.731416702270508,17.495092391967773,17.10445957183838,16.958840751647948,,,
2004-04-06,,,18.03030586242676,17.664691925048828,17.23930492401123,16.991509628295898,,,
2004-04-07,,,17.88433074951172,17.745320129394532,17.373454284667968,17.029043674468994,,,
2004-04-08,,,18.224916458129883,17.8801628112793,17.530541038513185,17.099246120452882,,,
2004-04-09,,,18.224916458129883,18.01917724609375,17.677896308898926,17.15902223587036,,,
2004-04-12,,,17.988603591918945,18.070614624023438,17.782853507995604,17.224359798431397,,,
2004-04-13,,,17.550703048706055,17.974694061279298,17.81969299316406,17.25980920791626,,,
2004-04-14,,,17.508995056152344,17.89962692260742,17.822473526000977,17.29873332977295,17.30422424316406,,
2004-04-15,,,17.550703048706055,17.764784240722655,17.822473526000977,17.349126625061036,17.31187026977539,,
2004-04-16,,,17.752267837524414,17.670254516601563,17.844715881347657,17.41168327331543,17.321462211608885,,
2004-04-19,,,17.88433074951172,17.649399948120116,17.860007286071777,17.482233428955077,17.338978118896485,,
2004-04-20,,,17.759214401245117,17.69110221862793,17.832898139953613,17.53610153198242,17.355659790039063,,
2004-04-21,,,17.515932083129883,17.692489624023438,17.79605827331543,17.584756278991698,17.368865966796875,,
2004-04-22,,,17.515932083129883,17.685535430908203,17.72515983581543,17.627850437164305,17.37609443664551,,
2004-04-23,,,17.397775650024414,17.614636993408205,17.642445755004882,17.660171031951904,17.380681915283205,,
2004-04-26,,,17.307415008544922,17.499253845214845,17.57432689666748,17.67859020233154,17.383462181091307,,
2004-04-27,,,17.49509620666504,17.446430206298828,17.56876621246338,17.69422960281372,17.391386108398436,,
2004-04-28,,,17.376928329467773,17.418629455566407,17.55555953979492,17.68901653289795,17.38582550048828,,
2004-04-29,,,17.182308197021484,17.351904678344727,17.518720054626463,17.67059679031372,17.37248001098633,,
2004-04-30,,,16.93208885192871,17.258767318725585,17.436702156066893,17.640709018707277,17.358717651367186,,
2004-05-03,,,17.376928329467773,17.272669982910156,17.3859619140625,17.622984600067138,17.364973258972167,,
2004-05-04,,,17.20315933227539,17.214282608032228,17.330356407165528,17.58162727355957,17.364278259277345,,
2004-05-05,,,17.161449432373047,17.17118682861328,17.294908142089845,17.545483207702638,17.362053833007813,,
2004-05-06,,,17.133649826049805,17.161455154418945,17.256679916381835,17.490919876098634,17.35385196685791,,
2004-05-07,,,16.75136375427246,17.125310134887695,17.19203872680664,17.41724224090576,17.331053619384765,,
2004-05-10,,,16.681852340698242,16.98629493713379,17.129482460021972,17.351904678344727,17.30603084564209,,
2004-05-11,,,16.86257553100586,16.918178176879884,17.066230392456056,17.317498302459718,17.28267623901367,,
2004-05-12,,,16.959875106811523,16.877863311767577,17.02452507019043,17.290042304992674,17.267662239074706,,
2004-05-13,,,17.369977951049805,16.925128936767578,17.04329204559326,17.281006050109863,17.264603996276854,,
2004-05-14,,,17.376928329467773,17.05024185180664,17.08777599334717,17.262239074707033,17.25695827484131,,
2004-05-17,,,16.93903160095215,17.101677703857423,17.043986320495605,17.214974117279052,17.241527404785156,,
2004-05-18,,,17.265714645385742,17.182305526733398,17.05024185180664,17.190299129486085,17.239303131103515,,
2004-05-19,,,17.20315933227539,17.230962371826173,17.054412841796875,17.17466049194336,17.240693321228026,,
2004-05-20,,,17.42621421813965,17.24220962524414,17.08366928100586,17.170174598693848,17.25280025482178,,
2004-05-21,,,17.377416610717773,17.242307281494142,17.14627456665039,17.169156646728517,17.259760704040527,,
2004-05-24,,,17.42621421813965,17.33974380493164,17.22071075439453,17.175096607208253,17.274647941589354,,
2004-05-25,,,17.182249069213867,17.323050689697265,17.25267810821533,17.159454250335692,17.28145862579346,,
2004-05-26,,,17.286802291870117,17.33977928161621,17.28537082672119,17.15494794845581,17.29258441925049,,
2004-05-27,,,17.147397994995117,17.284016036987303,17.263112831115723,17.15320243835449,17.304675636291503,,
2004-05-28,,,17.49591827392578,17.307716369628906,17.275011825561524,17.181393909454346,17.32457130432129,,
2004-05-31,,,17.49591827392578,17.321657180786133,17.330700492858888,17.187343406677247,17.34502311706543,,
2004-06-01,,,17.537744522094727,17.392756271362305,17.357903480529785,17.204072666168212,17.36214096069336,,
2004-06-02,,,17.705036163330078,17.476403045654298,17.408091163635255,17.231252002716065,17.385384941101073,,
2004-06-03,,,17.865354537963867,17.619994354248046,17.452005195617676,17.267837238311767,17.409611053466797,,
2004-06-04,,,17.983854293823242,17.71758155822754,17.51264896392822,17.329461765289306,17.434260864257812,,
2004-06-07,,,17.809581756591797,17.780314254760743,17.550985717773436,17.385848236083984,17.451671867370607,,
2004-06-08,,,17.830503463745117,17.83886604309082,17.615811157226563,17.434244632720947,17.46463577270508,,
2004-06-09,,,17.78868293762207,17.85559539794922,17.66599922180176,17.475685024261473,17.470785636901855,,
2004-06-10,,,17.746858596801758,17.831896209716795,17.725945281982423,17.494529056549073,17.47470874786377,,
2004-06-11,,,17.746858596801758,17.7844970703125,17.75103931427002,17.513025569915772,17.479049034118653,,
2004-06-14,,,17.73988914489746,17.770558547973632,17.775436401367188,17.553068447113038,17.47921848297119,,
2004-06-15,,,17.900211334228516,17.784500122070312,17.811683082580565,17.584793281555175,17.476616592407225,,
2004-06-16,,,17.79564666748047,17.78589286804199,17.820744132995607,17.61441764831543,17.4748429107666,,
2004-06-17,,,17.969913482666016,17.830503845214842,17.83120002746582,17.64160261154175,17.469742851257323,,
2004-06-18,,,17.670183181762695,17.81516876220703,17.799832916259767,17.656240940093994,17.45864818572998,,
2004-06-21,,,17.63532257080078,17.794255447387695,17.782406997680663,17.66669635772705,17.451582565307618,,
2004-06-22,,,17.63532257080078,17.74127769470215,17.76288890838623,17.689350032806395,17.45327495574951,,
2004-06-23,,,17.621387481689453,17.706425857543945,17.74615936279297,17.706079292297364,17.455522804260255,17.37987352371216,
2004-06-24,,,17.73988914489746,17.660420989990236,17.74546241760254,17.73570384979248,17.459306526184083,17.385588397979735,
