Date,GRADE,GPS,ES,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1984-03-27,,,1.9158796072006223,1.9240323066711427,1.9056886792182923,1.8944787144660946,1.9839544343948363,,
1984-03-28,,,1.936261534690857,1.9321851491928101,1.9138413310050963,1.8954978108406064,1.981916263103485,,
1984-03-29,,,1.8954973220825195,1.9240323066711427,1.9158794641494752,1.8954978108406064,1.979062807559967,,
1984-03-30,,,1.9158796072006223,1.9199559211730957,1.9179176926612853,1.8954978108406066,1.976616997718811,,
1984-04-02,,,1.8954973220825195,1.9118030786514282,1.9179176926612853,1.8924405038356777,1.973763542175293,,
1984-04-03,,,1.854735016822815,1.8995741605758667,1.9118032336235047,1.8893832743167878,1.9692795968055725,,
1984-04-04,,,1.8343524932861328,1.8791923522949219,1.905688750743866,1.8873450994491576,1.9639803576469421,,
1984-04-05,,,1.7935889959335327,1.8588106870651244,1.8914214968681335,1.886326003074646,1.9574582147598267,,
1984-04-06,,,1.8343524932861328,1.8425052642822266,1.8812305927276611,1.886326003074646,1.9521589756011963,2.0014827489852904,
1984-04-09,,,1.854735016822815,1.8343528032302856,1.873077940940857,1.88734512925148,1.9472673869132995,1.9984254848957062,
1984-04-10,,,1.813970923423767,1.8261999845504762,1.8628870725631714,1.8842878758907318,1.9411528825759887,1.9947567868232727,
1984-04-11,,,1.75282621383667,1.8098947286605835,1.8445435404777526,1.8791924357414245,1.9330001783370971,1.9902728152275087,
1984-04-12,,,1.7935889959335327,1.8098947286605835,1.834352707862854,1.8751160860061646,1.9264780354499818,1.986196471452713,
1984-04-13,,,1.8343524932861328,1.8098947286605835,1.826199996471405,1.8720588445663453,1.9203635001182555,1.983750673532486,
1984-04-16,,,1.854735016822815,1.8098947286605835,1.8221237659454346,1.87002072930336,1.9150642776489257,1.9815087008476258,
1984-04-17,,,1.9158796072006223,1.8302764654159547,1.8282382249832154,1.87002072930336,1.909765055179596,1.9796743524074554,
1984-04-18,,,1.875115990638733,1.8547344207763672,1.8323145747184753,1.8690016627311707,1.9036505603790284,1.9776361894607544,
1984-04-19,,,1.875115990638733,1.8710398197174072,1.8404672741889954,1.8659443855285645,1.8983512949943542,1.9758018267154693,
1984-04-20,,,1.875115990638733,1.8791925191879273,1.8445436239242554,1.8628871083259582,1.8938673257827758,1.9747827386856078,
1984-04-23,,,1.854735016822815,1.8791925191879273,1.8445436239242554,1.8588107824325562,1.8906062531471253,1.9735598409175872,
1984-04-24,,,1.813970923423767,1.8588107824325562,1.8445436239242554,1.8537153482437134,1.8865298986434937,1.9717254889011384,
1984-04-25,,,1.7935889959335327,1.8425053834915162,1.8486199021339416,1.846581721305847,1.8828611826896668,1.9694834923744202,
1984-04-26,,,1.75282621383667,1.8180474281311034,1.8445436239242554,1.8394481658935546,1.8787848377227783,1.9670376932621003,
1984-04-27,,,1.7935889959335327,1.8017420291900634,1.8404672741889954,1.8333336353302,1.875523748397827,1.9647956967353821,
1984-04-30,,,1.813970923423767,1.793589210510254,1.8363908648490905,1.8292573153972627,1.8726702976226806,1.9623498833179474,
1984-05-01,,,1.854735016822815,1.8017420291900634,1.83027640581131,1.8292573153972627,1.8706321287155152,1.9605155324935912,
1984-05-02,,,1.8954973220825195,1.8221236944198609,1.8323145389556885,1.832314556837082,1.8698168444633483,1.959292619228363,
1984-05-03,,,1.8954973220825195,1.8506579160690309,1.8343526721000671,1.8374099731445312,1.8690015602111816,1.9580697059631347,
1984-05-04,,,1.8954973220825195,1.871039581298828,1.8363908052444458,1.8404672145843506,1.8690015602111816,1.9570506179332734,
1984-05-07,,,1.875115990638733,1.8832685947418213,1.8384289026260376,1.8414862632751465,1.8685939335823059,1.955827716588974,
1984-05-08,,,1.936261534690857,1.8995738983154298,1.8506579637527465,1.847600793838501,1.8694092178344726,1.955012445449829,
1984-05-09,,,1.9974061250686648,1.9199556589126587,1.8710396766662598,1.8598297894001008,1.8710397481918335,1.955012445449829,
1984-05-10,,,1.9566434621810915,1.932184886932373,1.8914214015007018,1.8679825127124787,1.8722626709938048,1.9541971790790558,
1984-05-11,,,1.977024793624878,1.9484903812408447,1.9097649812698365,1.875116127729416,1.87348557472229,1.9537895405292511,
1984-05-14,,,1.936261534690857,1.9607194900512694,1.9219940423965454,1.879192453622818,1.8730779361724854,1.9529742693901062,
1984-05-15,,,1.936261534690857,1.9607194900512694,1.9301466941833496,1.8802115499973298,1.87348557472229,1.9521589982509613,
1984-05-16,,,1.936261534690857,1.948490571975708,1.9342231154441833,1.8832688271999358,1.8747084856033325,1.9513437271118164,
1984-05-17,,,1.936261534690857,1.9444141864776612,1.938299536705017,1.8863261044025421,1.8771542978286744,1.9507322812080383,
1984-05-18,,,1.9158796072006223,1.9321851491928101,1.9403377652168274,1.8883642852306366,1.878784840106964,1.949917016029358,
1984-05-21,,,1.936261534690857,1.9321851491928101,1.9464523196220398,1.8924406111240386,1.8808230209350585,1.94930557012558,
1984-05-22,,,1.875115990638733,1.9199560403823852,1.9403377652168274,1.895497864484787,1.8808230209350585,1.9478788435459138,
1984-05-23,,,1.854735016822815,1.903650736808777,1.9260706543922423,1.8985551655292512,1.8808230209350585,1.9458406710624694,
1984-05-24,,,1.813970923423767,1.8791926145553588,1.91180340051651,1.901612401008606,1.8796001195907592,1.9433948576450348,
1984-05-25,,,1.7935889959335327,1.8547344923019409,1.8934598207473754,1.901612401008606,1.8775619530677796,1.9403376030921935,
1984-05-28,,,1.7935889959335327,1.8261999845504762,1.8791925668716432,1.9005933046340941,1.8755237865447998,1.9374841701984407,
1984-05-29,,,1.7935889959335327,1.809894585609436,1.8649253129959107,1.89753600358963,1.873077974319458,1.9350383591651916,
1984-05-30,,,1.7935889959335327,1.7976653814315795,1.8506580591201782,1.8924405872821808,1.8710398077964783,1.9323887264728545,
1984-05-31,,,1.813970923423767,1.7976653814315795,1.8384289979934691,1.8883642673492431,1.8685939955711364,1.930146734714508,
1984-06-01,,,1.875115990638733,1.8139707803726197,1.8343526363372802,1.887345200777054,1.867371084690094,1.928108571767807,
1984-06-04,,,1.875115990638733,1.8302761793136597,1.8282380819320678,1.887345200777054,1.8661481738090515,1.926274209022522,
1984-06-05,,,1.854735016822815,1.8425053834915162,1.8261999845504762,1.8832688748836517,1.8649252820014954,1.9244398581981659,
1984-06-06,,,1.854735016822815,1.8547345876693726,1.8261999845504762,1.8761353194713593,1.8632947516441345,1.9226055073738098,
1984-06-07,,,1.813970923423767,1.8547345876693726,1.8261999845504762,1.8690016925334931,1.8616642236709595,1.9203635156154633,
1984-06-08,,,1.813970923423767,1.8425055742263794,1.8282381772994996,1.8608489990234376,1.8596260499954225,1.9181215238571168,
1984-06-11,,,1.8343524932861328,1.8343528747558593,1.8323145270347596,1.8557535469532014,1.8584031534194947,1.9160833477973938,
1984-06-12,,,1.854735016822815,1.8343528747558593,1.8384291291236878,1.8516772210597991,1.8584031534194947,1.9138413751125336,
1984-06-13,,,1.8343524932861328,1.830276370048523,1.8425054788589477,1.846581768989563,1.8584031534194947,1.9111917555332183,
1984-06-14,,,1.8343524932861328,1.834352684020996,1.8445436358451843,1.8414863169193267,1.8592184233665465,1.9083383190631866,
1984-06-15,,,1.813970923423767,1.834352684020996,1.8384291291236878,1.836390882730484,1.8588107919692993,1.9054848837852478,
1984-06-18,,,1.813970923423767,1.830276370048523,1.8323146224021911,1.8302763521671295,1.8579955101013184,1.902631448507309,
1984-06-19,,,1.813970923423767,1.8221235513687133,1.8282382130622863,1.8272190988063812,1.8579955101013184,1.8995741963386537,
1984-06-20,,,1.854735016822815,1.8262000560760498,1.8282382130622863,1.8272190988063812,1.8600336861610414,1.8965169322490691,
1984-06-21,,,1.813970923423767,1.8221237421035767,1.8282382130622863,1.8272190988063812,1.860441324710846,1.8934596800804138,
1984-06-22,,,1.8343524932861328,1.8262000560760498,1.830276370048523,1.8292572736740111,1.860441324710846,1.8904024124145509,
1984-06-25,,,1.8343524932861328,1.830276370048523,1.830276370048523,1.8312954485416413,1.8600336742401122,1.887548975944519,
1984-06-26,,,1.854735016822815,1.8384291887283326,1.830276370048523,1.8343527495861054,1.8588107824325562,1.8842879188060762,
1984-06-27,,,1.8343524932861328,1.834352684020996,1.830276370048523,1.8363909244537353,1.857995512485504,1.8808230364322662,
1984-06-28,,,1.813970923423767,1.834352684020996,1.8282382130622863,1.8363909244537353,1.8567726111412048,1.8775619530677796,
1984-06-29,,,1.854735016822815,1.8384291887283326,1.8323146224021911,1.8353718757629394,1.8563649916648866,1.8751161587238312,
1984-07-02,,,1.854735016822815,1.842505693435669,1.836391031742096,1.8343528270721436,1.8563649916648866,1.873485622406006,
1984-07-03,,,1.854735016822815,1.842505693435669,1.8404674410820008,1.8343528270721436,1.8571802735328675,1.8718550860881806,
1984-07-04,,,1.854735016822815,1.8465821981430053,1.8404674410820008,1.8343528270721436,1.8584031939506531,1.87063218832016,
1984-07-05,,,1.854735016822815,1.854735016822815,1.8445438504219056,1.836391031742096,1.860441370010376,1.869613103866577,
1984-07-06,,,1.8954973220825195,1.862887477874756,1.8506583333015443,1.8404673516750336,1.8624795365333557,1.8690016424655915,
1984-07-09,,,1.8954973220825195,1.8710399389266967,1.856772816181183,1.843524593114853,1.8641100645065307,1.8683901810646057,
1984-07-10,,,1.8954973220825195,1.8791923999786377,1.8608490467071532,1.845562708377838,1.864925310611725,1.86777871966362,
1984-07-11,,,1.8954973220825195,1.8873448610305785,1.866963529586792,1.8486199498176574,1.864925310611725,1.8673710775375367,
1984-07-12,,,1.8954973220825195,1.8954973220825195,1.8751161694526672,1.8516771912574768,1.864925310611725,1.8669634354114533,
1984-07-13,,,1.875115990638733,1.8914210557937623,1.8771542668342591,1.854734444618225,1.8645176839828492,1.8667596220970153,
1984-07-16,,,1.875115990638733,1.8873447895050048,1.8791923642158508,1.8577916979789735,1.8645176839828492,1.8665558087825775,
1984-07-17,,,1.8954973220825195,1.8873447895050048,1.8832685947418213,1.861868017911911,1.8637023997306823,1.8665558087825775,
1984-07-18,,,1.854735016822815,1.879192328453064,1.8832685947418213,1.861868017911911,1.8608489775657653,1.8659443628787995,
1984-07-19,,,1.854735016822815,1.871039867401123,1.8832685947418213,1.8639062225818634,1.8588108086586,1.8655367398262024,
1984-07-20,,,1.854735016822815,1.8669636726379395,1.8791923642158508,1.8649253487586974,1.8563650131225586,1.8649252939224243,
1984-07-23,,,1.875115990638733,1.8669636726379395,1.8771542310714722,1.8669635236263276,1.8551421022415162,1.8641100192070008,
1984-07-24,,,1.854735016822815,1.8588112115859985,1.8730780005455017,1.8669635236263276,1.8535115718841553,1.8634985733032225,
1984-07-25,,,1.8954973220825195,1.8669636726379395,1.8730780005455017,1.870020765066147,1.8526962876319886,1.8637023866176605,
1984-07-26,,,1.875115990638733,1.871039867401123,1.871039867401123,1.8730780184268951,1.8514733767509461,1.8643138372898103,
1984-07-27,,,1.875115990638733,1.8751160621643066,1.871039867401123,1.874097067117691,1.8506581044197083,1.8647214722633363,
1984-07-30,,,1.8954973220825195,1.879192328453064,1.8730780005455017,1.8761351823806762,1.8498428201675414,1.8653329205513,
1984-07-31,,,1.8954973220825195,1.8873447895050048,1.8730780005455017,1.8781732976436616,1.8502504467964171,1.8655367338657378,
1984-08-01,,,1.8954973220825195,1.8873447895050048,1.8771542310714722,1.8802114129066467,1.8510656929016114,1.865944356918335,
1984-08-02,,,1.9566434621810915,1.9036502838134766,1.8873450756072998,1.8853068351745605,1.853919143676758,1.8667596316337585,
1984-08-03,,,1.9974061250686648,1.928108310699463,1.9016121864318847,1.8904022753238678,1.8579954862594605,1.86777871966362,
1984-08-06,,,1.977024793624878,1.9444138050079345,1.9118030667304993,1.8944786489009857,1.8616642022132874,1.8685939943790435,
1984-08-07,,,1.977024793624878,1.9607192993164062,1.9240320444107055,1.8985550224781036,1.8653329181671143,1.869205446243286,
1984-08-08,,,1.9566434621810915,1.9729485273361207,1.9301466584205627,1.9016123294830323,1.8685940074920655,1.8698169076442719,
1984-08-09,,,1.9974061250686648,1.9811010599136356,1.9423756718635559,1.9067077696323398,1.8722627115249635,1.87042835354805,
1984-08-10,,,1.9974061250686648,1.9811010599136352,1.954604685306549,1.9128222763538365,1.874708514213562,1.871039799451828,
1984-08-13,,,2.0177886486053467,1.989253830909729,1.9668338179588318,1.9199559092521672,1.8775619673728943,1.871855070590973,
1984-08-14,,,1.9974061250686648,1.9933300971984864,1.9770246982574462,1.9250513494014743,1.8804153895378113,1.8726703357696532,
1984-08-15,,,1.9974061250686648,2.001482629776001,1.9872155785560608,1.932184904813767,1.8832688117027283,1.8732817816734313,
1984-08-16,,,2.0177886486053467,2.0055591344833372,1.9933300971984864,1.9403375864028933,1.8873451662063598,1.8745046949386597,
1984-08-17,,,1.9974061250686648,2.0055591344833377,1.9933300971984864,1.947471141815186,1.8910138702392578,1.87531996011734,
1984-08-20,,,2.038170099258423,2.0096354246139527,1.9994446277618407,1.9556238472461704,1.8950902223587036,1.876746687889099,
1984-08-21,,,2.038170099258423,2.017788219451904,2.0055591583251955,1.9647956013679508,1.8987589240074159,1.8785810387134552,
1984-08-22,,,2.0177886486053467,2.021864724159241,2.0116736769676207,1.970910167694092,1.9024276471138,1.8804154002666473,
1984-08-23,,,2.0585522651672363,2.030017447471619,2.017788290977478,1.9800819814205173,1.906911642551422,1.8830650329589844,
1984-08-24,,,2.0585522651672363,2.042246675491333,2.0239029049873354,1.9892537951469424,1.9118032693862914,1.8853070306777955,1.943394889831543
1984-08-27,,,1.9974061250686648,2.0340938806533813,2.021864652633667,1.9943492352962497,1.9154719734191894,1.8867337417602539,1.94257961332798
1984-08-28,,,1.9566434621810915,2.017788553237915,2.0177883863449098,1.9974065423011784,1.918325424194336,1.8881604671478271,1.9414586269855498
1984-08-29,,,1.9566434621810915,2.005559515953064,2.0137121200561525,2.000463849306107,1.9203635931015015,1.8901986396312713,1.94023572742939
1984-08-30,,,1.9566434621810915,1.985177755355835,2.007597601413727,2.000463849306107,1.923217043876648,1.891829184293747,1.93901282787323
1984-08-31,57.96351052601553,P,1.9566434621810915,1.9647959947586062,2.0035213351249697,1.9984257161617283,1.9256628632545472,1.8930520939826965,1.9384013837575913
1984-09-03,57.937793801914324,P,1.9566434621810915,1.9566434621810915,1.9953686714172367,1.9974066495895388,1.9281086826324463,1.8940711784362794,1.9377899396419525
1984-09-04,57.95626216174068,P,1.9974061250686648,1.9647959947586062,1.9912922739982608,1.9984257161617283,1.9309621047973633,1.8948864436149597,1.9372803980112077
1984-09-05,57.98290681613082,P,1.9974061250686648,1.9729485273361207,1.9892540216445926,2.0004638493061067,1.9342231774330139,1.896109344959259,1.9368727672100068
1984-09-06,58.07141317668168,A,2.078932285308838,1.99740629196167,1.9912920236587528,2.0045401573181154,1.9395224046707153,1.89814750790596,1.9369746673107147
1984-09-07,58.121187329978135,A,2.0177886486053467,2.009635329246521,1.9872156620025638,2.005559283494949,1.942783477306366,1.8995742344856261,1.937178486585617
1984-09-10,58.15974755754838,A,1.9974061250686648,2.017787861824036,1.9872156620025638,2.0045401573181154,1.945636899471283,1.9010009455680847,1.937280393242836
1984-09-11,58.17782851155862,A,1.9974061250686648,2.017787861824036,1.991291928291321,2.0045401573181154,1.9484903216362,1.9028352975845337,1.937280393242836
1984-09-12,58.18468502712209,A,1.9974061250686648,2.0177878618240355,1.9953681945800785,2.0045401573181154,1.951343743801117,1.904873468875885,1.9371784806251526
1984-09-13,58.147463765039134,A,2.0177886486053467,2.0055591344833372,2.0014827132225035,2.0045401573181154,1.9546048164367675,1.9075230932235718,1.937280393242836
1984-09-14,58.17609772090223,A,2.0585522651672363,2.013711857795715,2.011673593521118,2.0075974643230436,1.9578659152984619,1.910172725915909,1.9374842113256454
1984-09-17,58.20546374647417,A,2.0585522651672363,2.02594108581543,2.0218644738197327,2.0086165726184846,1.9611270141601562,1.9126185393333435,1.9374842113256454
1984-09-18,58.23820737643975,A,2.078932285308838,2.0422463178634644,2.03001708984375,2.010654681921005,1.9647957134246825,1.9148605120182038,1.9376880222558974
1984-09-19,58.282592035257665,A,2.099314451217652,2.062627983093262,2.0402079224586487,2.0147309720516207,1.9688720560073856,1.9168986833095552,1.938095651268959
1984-09-20,58.34653661043208,A,2.16046142578125,2.0911625385284425,2.04836083650589,2.019826430082321,1.9741713380813601,1.9195483243465423,1.9388090151548385
1984-09-21,58.37323883838311,A,2.1400792598724365,2.1074679374694822,2.0605898976325987,2.0239027798175813,1.9794706034660343,1.9219941437244414,1.9395223808288575
1984-09-24,58.402098238925554,A,2.119696140289306,2.1196967124938966,2.072818899154663,2.030017280578613,1.9843622064590454,1.9244399452209473,1.9401338309049607
1984-09-25,58.41573878452997,A,2.119696140289306,2.12784948348999,2.0850479006767273,2.038169914484024,1.9888461828231812,1.9262742912769317,1.9406433683633804
1984-09-26,58.43961128893478,A,2.16046142578125,2.14007887840271,2.1013534307479858,2.048360812664032,1.99496071100235,1.9279048442840576,1.9414586448669433
1984-09-27,58.45558038334635,A,2.201223373413086,2.148231267929077,2.1196969032287596,2.0605898082256315,2.0018904781341553,1.9303506433963775,1.9422739112377168
1984-09-28,58.45276719721087,A,2.16046142578125,2.15230770111084,2.129887819290161,2.07078070640564,2.008005006313324,1.9321850097179414,1.9429872751235961
1984-10-01,58.432203286590315,A,2.119696140289306,2.15230770111084,2.136002206802368,2.0789333403110506,2.0128966093063356,1.9340193557739258,1.943496812582016
1984-10-02,58.41718586192909,A,2.119696140289306,2.1523077011108396,2.140078592300415,2.0850478410720825,2.018195831775665,1.9358537018299102,1.9440063500404359
1984-10-03,58.35339017685235,A,2.099314451217652,2.14007830619812,2.140078592300415,2.0901432573795318,2.022272174358368,1.9374842309951783,1.9444139790534973
1984-10-04,58.27020895998237,A,2.119696140289306,2.123772859573364,2.1360020637512207,2.0921814501285554,2.0271637773513795,1.9393185770511627,1.9450254291296005
1984-10-05,58.23153215952245,A,2.119696140289306,2.115619802474975,2.1339637517929075,2.097276824712753,2.032055380344391,1.9413567423820495,1.9456368792057037
1984-10-08,58.22027050083076,P,2.119696140289306,2.1156198024749755,2.1339637517929075,2.1033913254737855,2.0365393567085266,1.9431910884380341,1.946248329281807
1984-10-09,58.23062791344751,P,2.1400792598724365,2.1196964263916014,2.1360020637512203,2.110524982213974,2.041430995464325,1.945840721130371,1.9468597823381424
1984-10-10,58.26520982797902,P,2.1400792598724365,2.1278493881225584,2.133963847160339,2.1176586389541625,2.0463226342201235,1.9486941635608672,1.9472674173116684
1984-10-11,58.3179726272227,A,2.1808407306671143,2.14007830619812,2.1319255828857417,2.125811243057251,2.050806579589844,1.9523628616333009,1.9478788596391678
1984-10-12,58.34991923020882,A,2.1808407306671143,2.152307224273682,2.1339635133743284,2.131925666332245,2.0544752717018127,1.9562353789806366,1.948286491036415
1984-10-15,58.396619085491984,A,2.201223373413086,2.1686126708984377,2.1421162366867064,2.1390592217445374,2.058959243297577,1.960311722755432,1.9488979464769363
1984-10-16,58.383982558533,A,2.1400792598724365,2.1686126708984377,2.144154548645019,2.142116570472717,2.062220332622528,1.9637766253948212,1.9494074922800064
