Date,GRADE,GPS,ROST,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1985-08-08,,,0.4160359799861908,,,,,,
1985-08-09,,,0.4101761281490326,,,,,,
1985-08-12,,,0.4043168127536773,,,,,,
1985-08-13,,,0.3925972580909729,,,,,,
1985-08-14,,,0.3925972580909729,0.4031446874141693,,,,,
1985-08-15,,,0.3925972580909729,0.39845694303512574,,,,,
1985-08-16,,,0.3896669149398803,0.3943551003932953,,,,,
1985-08-19,,,0.3896669149398803,0.3914251208305358,,,,,
1985-08-20,,,0.3955269753932953,0.3920110642910003,,,,,
1985-08-21,,,0.3984566628932953,0.3931829452514648,0.39816381633281706,,,,
1985-08-22,,,0.4013863205909729,0.3949407577514648,0.3966988503932953,,,,
1985-08-23,,,0.3984566628932953,0.39669870734214785,0.39552690386772155,,,,
1985-08-26,,,0.3955269753932953,0.3978707194328308,0.39464792013168337,,,,
1985-08-27,,,0.3896669149398803,0.39669870734214785,0.3943548858165741,,,,
1985-08-28,,,0.3925972580909729,0.39552682638168335,0.3943548858165741,,,,
1985-08-29,,,0.3925972580909729,0.39376901388168334,0.3943548858165741,,,,
1985-08-30,,,0.3896669149398803,0.39201106429100036,0.3943548858165741,,,,
1985-09-02,,,0.3896669149398803,0.3908390522003174,0.3943548858165741,,,,
1985-09-03,,,0.3867372572422027,0.3902531206607818,0.3934759140014648,,,,
1985-09-04,,,0.3867372572422027,0.3890811204910278,0.39230397343635554,0.3952338948845863,,,
1985-09-05,,,0.3867372572422027,0.3879091203212738,0.39083906710147853,0.3937689587473869,,,
1985-09-06,,,0.3925972580909729,0.38849518895149227,0.3902531266212463,0.3928900152444839,,,
1985-09-09,,,0.3925972580909729,0.3890812575817108,0.38996015489101404,0.3923040375113487,,,
1985-09-10,,,0.3925972580909729,0.39025325775146485,0.39025318920612334,0.3923040375113487,,,
1985-09-11,,,0.3867372572422027,0.39025325775146485,0.3896671891212463,0.3920110374689102,,,
1985-09-12,,,0.3838078379631042,0.3896673738956451,0.3887882471084595,0.39157156646251673,,,
1985-09-13,,,0.3457200527191162,0.38029193282127377,0.38439356088638305,0.38937422335147853,,,
