Date,GRADE,GPS,IRM,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1996-02-01,,,1.2194766998291016,,,,,,
1996-02-02,,,1.228929877281189,,,,,,
1996-02-05,,,1.210023283958435,,,,,,
1996-02-06,,,1.210023283958435,,,,,,
1996-02-07,,,1.210023283958435,1.215695285797119,,,,,
1996-02-08,,,1.210023283958435,1.2138046026229858,,,,,
1996-02-09,,,1.210023283958435,1.210023283958435,,,,,
1996-02-12,,,1.210023283958435,1.210023283958435,,,,,
1996-02-13,,,1.210023283958435,1.210023283958435,,,,,
1996-02-14,,,1.210023283958435,1.210023283958435,1.212859284877777,,,,
1996-02-15,,,1.210023283958435,1.210023283958435,1.2119139432907104,,,,
1996-02-16,,,1.1911169290542605,1.2062420129776001,1.2081326484680175,,,,
1996-02-19,,,1.1911169290542605,1.2024607419967652,1.2062420129776001,,,,
1996-02-20,,,1.096583604812622,1.1797728061676025,1.1948980450630189,,,,
1996-02-21,,,1.096583604812622,1.15708487033844,1.1835540771484374,,,,
1996-02-22,,,1.096583604812622,1.1343969345092773,1.1722101092338562,,,,
1996-02-23,,,1.115490436553955,1.1192716360092163,1.1627568244934081,,,,
1996-02-26,,,1.1533030271530151,1.1117088556289674,1.1570847988128663,,,,
1996-02-27,,,1.1911169290542605,1.1306155204772952,1.1551941633224487,,,,
1996-02-28,,,1.1722099781036377,1.145740795135498,1.151412832736969,1.182136058807373,,,
1996-02-29,,,1.2005701065063477,1.1665380954742433,1.1504675149917603,1.1811907291412354,,,
1996-03-01,,,1.210023283958435,1.1854446649551391,1.1523581504821778,1.1802453994750977,,,
1996-03-04,,,1.1911169290542605,1.1930074453353883,1.1523581504821778,1.1793000817298889,,,
1996-03-05,,,1.1911169290542605,1.1930074453353883,1.1618114829063417,1.17835476398468,,,
1996-03-06,,,1.134397029876709,1.1854448556900024,1.1655928254127503,1.1745734512805939,,,
1996-03-07,,,1.1438502073287964,1.1741008758544922,1.170319485664368,1.171264797449112,,,
1996-03-08,,,1.0776766538619995,1.147631549835205,1.1665381073951724,1.1646474659442902,,,
1996-03-11,,,1.096583604812622,1.1287248849868774,1.160866165161133,1.1589754819869995,,,
1996-03-12,,,1.134397029876709,1.1173809051513672,1.1551941752433779,1.1551941692829133,,,
1996-03-13,,,1.134397029876709,1.1173809051513672,1.151412880420685,1.1514128565788269,,,
1996-03-14,,,1.096583604812622,1.1079275846481322,1.1410142302513124,1.1457408726215363,,,
1996-03-15,,,1.096583604812622,1.111708974838257,1.1296702623367312,1.1410142064094544,,,
1996-03-18,,,1.096583604812622,1.111708974838257,1.120216929912567,1.1362875401973724,,,
1996-03-19,,,1.1533030271530151,1.1154901742935182,1.1164355397224426,1.139123511314392,,,
1996-03-20,,,1.096583604812622,1.1079274892807007,1.112654197216034,1.139123511314392,,,
1996-03-21,,,1.115490436553955,1.1117088556289674,1.1098182201385498,1.1400688529014587,,,
1996-03-22,,,1.0776766538619995,1.1079274654388427,1.1098182201385498,1.1381781637668609,,,
1996-03-25,,,1.0398634672164917,1.0965834379196167,1.1041462063789367,1.1325061857700347,,,
1996-03-26,,,1.0398634672164917,1.073895525932312,1.094692850112915,1.1249435126781464,,,
1996-03-27,,,1.0776766538619995,1.0701141357421875,1.089020812511444,1.1202168464660645,,,
1996-03-28,,,1.096583604812622,1.0663327693939209,1.089020812511444,1.1150175213813782,,,
1996-03-29,,,1.1533030271530151,1.081458044052124,1.0946927547454834,1.112181508541107,,,
1996-04-01,,,1.1722099781036377,1.1079273462295531,1.102255392074585,1.1112361609935761,,,
1996-04-02,,,1.1722099781036377,1.1343966484069825,1.1041460871696471,1.110290813446045,,,
1996-04-03,,,1.1722099781036377,1.15330331325531,1.1117087244987487,1.1121814608573914,,,
1996-04-04,,,1.1722099781036377,1.1684285879135132,1.117380678653717,1.1135994493961334,,,
1996-04-05,,,1.1722099781036377,1.1722099781036377,1.126834011077881,1.1183261156082154,,,
1996-04-08,,,1.1533030271530151,1.1684285879135132,1.1381779670715333,1.121162086725235,,,
1996-04-09,,,1.124943494796753,1.1589752912521363,1.1466859698295593,1.1206894099712372,,,
1996-04-10,,,1.096583604812622,1.1438500165939331,1.1485766649246216,1.118798738718033,1.1506564950942992,,
1996-04-11,,,1.134397029876709,1.1362874269485475,1.1523580074310302,1.1206894099712372,1.1489549016952514,,
1996-04-12,,,1.115490436553955,1.1249435186386108,1.1485767483711242,1.1216347515583038,1.1466861128807069,,
1996-04-15,,,1.106036901473999,1.1154902935028077,1.1419594407081604,1.1221074163913727,1.144606385231018,,
1996-04-16,,,1.134397029876709,1.1173810005187987,1.1381781458854676,1.1211621165275574,1.1430938601493836,,
1996-04-17,,,1.096583604812622,1.1173810005187987,1.130615508556366,1.1211621165275574,1.1408250665664672,,
1996-04-18,,,1.096583604812622,1.1098183155059815,1.1230528712272645,1.1202167749404908,1.138556272983551,,
1996-04-19,,,1.124943494796753,1.111708927154541,1.118326222896576,1.1225801169872285,1.1368546772003174,,
1996-04-22,,,1.134397029876709,1.117380952835083,1.1164356231689454,1.1273067951202393,1.1353421521186828,,
1996-04-23,,,1.096583604812622,1.1098182678222657,1.1135996341705323,1.1301428020000457,1.1330733585357666,,
1996-04-24,,,1.134397029876709,1.117380952835083,1.117380976676941,1.1329788208007812,1.131560833454132,,
1996-04-25,,,1.134397029876709,1.1249436378479003,1.117380976676941,1.1348694920539857,1.1300483083724975,,
1996-04-26,,,1.096583604812622,1.1192716598510741,1.1154902935028077,1.1320335209369659,1.1281576418876649,,
1996-04-29,,,1.115490436553955,1.1154903411865233,1.1164356470108032,1.129197543859482,1.1266451120376586,,
1996-04-30,,,1.266743540763855,1.14952232837677,1.129670298099518,1.1339242219924928,1.1300483107566834,,
1996-05-01,,,1.210023283958435,1.1646475791931152,1.1410142660140992,1.1358148872852325,1.1323171043395996,,
1996-05-02,,,1.210023283958435,1.1797728300094605,1.1523582339286804,1.1377055525779725,1.1345858979225159,,
1996-05-03,,,1.2478361129760742,1.210023331642151,1.1646474957466126,1.1414868593215943,1.1372328114509582,,
1996-05-06,,,1.266743540763855,1.2402739524841309,1.177882146835327,1.1471588850021361,1.139501621723175,,
1996-05-07,,,1.210023283958435,1.2289299011230468,1.1892261147499084,1.1514128744602203,1.1398797488212586,,
1996-05-08,,,1.266743540763855,1.2402739524841309,1.202460765838623,1.159920871257782,1.141770420074463,,
1996-05-09,,,1.228929877281189,1.2440552711486816,1.211914050579071,1.164647513628006,1.1423376154899598,,
1996-05-10,,,1.2856494188308716,1.251617932319641,1.230820631980896,1.173155462741852,1.1438501381874084,,
1996-05-13,,,1.3045566082000732,1.2591805458068848,1.2497272491455078,1.1830814480781555,1.1461189317703246,,
1996-05-14,,,1.266743540763855,1.2705245971679688,1.2497272491455078,1.1896987736225129,1.1476314640045167,,
1996-05-15,,,1.323462963104248,1.2818684816360473,1.261071217060089,1.2010427415370941,1.1514127826690674,,
1996-05-16,,,1.2856494188308716,1.293212389945984,1.2686338305473328,1.2104960322380065,1.1542487668991088,,
1996-05-17,,,1.2761965990066528,1.29132182598114,1.2714698791503907,1.2180586874485015,1.158219165802002,,
1996-05-20,,,1.3045566082000732,1.29132182598114,1.2752511858940125,1.2265666663646697,1.162378625869751,,
1996-05-21,,,1.3045566082000732,1.2988844394683838,1.2847045183181762,1.2369653165340424,1.1657818174362182,,
1996-05-22,,,1.323462963104248,1.2988844394683838,1.2903764605522157,1.2464186131954194,1.169563136100769,,
1996-05-23,,,1.323462963104248,1.306447148323059,1.2998297691345215,1.2558719098567963,1.1741007232666016,,
1996-05-24,,,1.4085423946380615,1.3329163074493409,1.3121190667152405,1.2714698493480683,1.1803398990631104,,
1996-05-27,,,1.4085423946380615,1.3537134647369384,1.3225176453590393,1.2861224472522736,1.1865790748596192,,
1996-05-28,,,1.3801835775375366,1.368838858604431,1.3338616490364075,1.2917944490909576,1.1911166858673097,,
1996-05-29,,,1.4179954528808594,1.3877453565597535,1.3433148980140686,1.3021930575370788,1.1975449228286743,,
1996-05-30,,,1.399090051651001,1.402870774269104,1.3546589612960815,1.311646395921707,1.2032169151306151,,
1996-05-31,,,1.4179954528808594,1.4047613859176635,1.3688388466835022,1.3201543629169463,1.2100232911109925,,
1996-06-03,,,1.399090051651001,1.4028709173202514,1.378292191028595,1.3267716884613037,1.2172078227996825,,
1996-06-04,,,1.4179954528808594,1.410433292388916,1.3896360754966737,1.3371702969074248,1.22477046251297,,
1996-06-05,,,1.399090051651001,1.4066522121429443,1.397198784351349,1.3437876224517822,1.23119873046875,,
1996-06-06,,,1.4179954528808594,1.410433292388916,1.40665203332901,1.3532409012317657,1.2376269674301148,,
1996-06-07,,,1.399090051651001,1.4066522121429443,1.405706799030304,1.3589129328727723,1.2425427079200744,,
1996-06-10,,,1.4369029998779297,1.41421480178833,1.4085428595542908,1.365530252456665,1.2478365683555603,,
1996-06-11,,,1.4369029998779297,1.417996311187744,1.41421480178833,1.3740382254123689,1.253130428791046,,
1996-06-12,,,1.4369029998779297,1.42555890083313,1.4161055564880372,1.3797102272510529,1.258424289226532,,
1996-06-13,,,1.399090051651001,1.4217778205871583,1.4161055564880372,1.3853822588920592,1.2629618906974793,,
1996-06-14,,,1.4179954528808594,1.42555890083313,1.4161055564880372,1.3924722015857696,1.2678776001930236,,
1996-06-17,,,1.4369029998779297,1.42555890083313,1.41988685131073,1.3990895211696626,1.273549599647522,,
1996-06-18,,,1.399090051651001,1.417996311187744,1.417996311187744,1.4038161933422089,1.2790325307846069,,
1996-06-19,,,1.399090051651001,1.4104337215423584,1.417996311187744,1.4075975477695466,1.2850826597213745,1.217869577407837,
1996-06-20,,,1.4558087587356567,1.4217774629592896,1.421777641773224,1.414214837551117,1.2915108942985534,1.2202328979969024,
1996-06-21,,,1.5125291347503662,1.440684199333191,1.4331215500831604,1.4194141745567321,1.2994516682624817,1.2230688905715943,
1996-06-24,,,1.474716067314148,1.4482468128204347,1.4369028568267823,1.4227228581905365,1.3068252515792846,1.2257158184051513,
1996-06-25,,,1.493622899055481,1.4671533823013305,1.4425748467445374,1.4283948242664337,1.31400976896286,1.2285518145561218,
1996-06-26,,,1.4558087587356567,1.4784971237182618,1.44446542263031,1.4302854895591737,1.3211942720413208,1.231009669303894,
1996-06-27,,,1.5125291347503662,1.4898411989212037,1.4558093309402467,1.4359574437141418,1.3295131826400757,1.2340347278118133,
1996-06-28,,,1.5881555080413818,1.5049664735794068,1.4728253364562989,1.444465446472168,1.3387774229049683,1.2378160500526427,
1996-07-01,,,1.6259690523147583,1.5352170705795287,1.4917319416999817,1.4558093965053558,1.3486088633537292,1.241975507736206,
1996-07-02,,,1.6448756456375122,1.565467619895935,1.5163105010986329,1.4671534061431886,1.359574704170227,1.2463240313529969,
1996-07-03,,,1.7866755723953247,1.6316409826278686,1.555069053173065,1.4865326821804046,1.3726202750205994,1.2520905542373657,
1996-07-04,,,1.7866755723953247,1.6864702701568604,1.588155734539032,1.5049666881561279,1.3856658458709716,1.2578570771217346,
1996-07-05,,,1.7394084930419922,1.7167208671569825,1.6108436703681945,1.5219826102256775,1.3985223436355592,1.263339992761612,
1996-07-08,,,1.777222752571106,1.746971607208252,1.6410943388938903,1.5389985978603362,1.4117569899559022,1.2692010509967804,
1996-07-09,,,1.87175452709198,1.7923473834991455,1.6789075016975403,1.5607411742210389,1.4238572096824647,1.276952760219574,
1996-07-10,,,1.8339414596557615,1.8018005609512329,1.7167207717895507,1.5805930972099305,1.4363355731964111,1.2843263387680053,
1996-07-11,,,1.84339451789856,1.8131443500518798,1.74980731010437,1.6028083205223083,1.4490029978752137,1.2917944478988648,
1996-07-12,,,1.8150347471237185,1.828269600868225,1.7724952340126037,1.6226602852344514,1.4603469705581664,1.2987898910045623,
1996-07-15,,,1.8055821657180784,1.8339414834976195,1.7904565453529357,1.6410942435264588,1.471123743057251,1.305312682390213,
1996-07-16,,,1.8150347471237185,1.8225975275039672,1.8074724555015564,1.6618914783000946,1.4832239723205567,1.3115518605709076,
1996-07-17,,,1.758315920829773,1.8074724197387695,1.8046364903450012,1.6798527717590332,1.493055419921875,1.317412919998169,
1996-07-18,,,1.8150347471237185,1.8018004655838014,1.8074724078178406,1.6978140711784362,1.5047775173187257,1.3235575664043426,
1996-07-19,,,1.8150347471237185,1.8018004655838014,1.8150350332260132,1.7129393517971039,1.5153652238845825,1.3296076810359956,
1996-07-22,,,1.7866755723953247,1.7980191469192506,1.815980315208435,1.7285373270511628,1.5250076031684876,1.3355632674694062,
1996-07-23,,,1.8150347471237185,1.7980191469192506,1.8103083372116089,1.7446079194545745,1.5359734272956849,1.3418024456501008,
1996-07-24,,,1.725228786468506,1.7914017200469972,1.7994370698928832,1.758078920841217,1.54400874376297,1.3477107632160186,
1996-07-25,,,1.758315920829773,1.780057954788208,1.7909292101860046,1.7703682601451873,1.553462073802948,1.3538554203510285,
1996-07-26,,,1.758315920829773,1.768714189529419,1.7852573275566102,1.778876280784607,1.5631044602394104,1.3606618130207062,
1996-07-29,,,1.758315920829773,1.7630422592163086,1.7805307030677795,1.7854936242103576,1.5721796464920044,1.3672791361808776,
1996-07-30,,,1.758315920829773,1.7516984939575195,1.774858820438385,1.7911656379699707,1.5812548327445983,1.3735183250904084,
1996-07-31,,,1.758315920829773,1.758315920829773,1.774858820438385,1.7897476553916931,1.589951891899109,1.379757513999939,
1996-08-01,,,1.7205016613006592,1.75075306892395,1.7654055118560792,1.7864389598369599,1.597892665863037,1.3859966945648194,
1996-08-02,,,1.758315920829773,1.75075306892395,1.7597336292266845,1.7873843312263489,1.6048881363868714,1.3926140177249908,
1996-08-05,,,1.7205016613006592,1.7431902170181275,1.753116238117218,1.7845482766628264,1.6111273217201232,1.3988531982898713,
1996-08-06,,,1.7205016613006592,1.7356273651123046,1.7436629295349122,1.7769856333732605,1.6179336833953857,1.4045251846313476,
1996-08-07,,,1.758315920829773,1.7356273651123046,1.746971642971039,1.773204356431961,1.624740092754364,1.4111425077915192,
1996-08-08,,,1.777222752571106,1.7469715833663941,1.7488623261451721,1.7698957681655885,1.6323027467727662,1.4177598309516908,
1996-08-09,,,1.7394084930419922,1.743190097808838,1.7469715833663941,1.766114455461502,1.6387310075759887,1.4243771493434907,
1996-08-12,,,1.74886155128479,1.748862075805664,1.7460261464118958,1.7632784247398376,1.6457264375686647,1.4314671301841735,
1996-08-13,,,1.7394084930419922,1.7526434421539308,1.7441354036331176,1.7594971120357514,1.652154698371887,1.4384625804424287,
1996-08-14,,,1.777222752571106,1.7564248085021972,1.746026086807251,1.760442453622818,1.6597173523902893,1.4454580414295197,
1996-08-15,,,1.758315920829773,1.7526434421539308,1.7498075127601624,1.7576065123081208,1.6665237617492676,1.452075364589691,
1996-08-16,,,1.777222752571106,1.7602062940597534,1.7516981959342957,1.7557159125804902,1.6740864157676696,1.458314561843872,
1996-08-19,,,1.8150347471237185,1.7734409332275392,1.7611515045166015,1.7571338713169098,1.6816490507125854,1.4647428095340729,
1996-08-20,,,1.8055821657180784,1.7866756677627564,1.7696595549583436,1.756661242246628,1.6890226340293883,1.4710765314102172,
1996-08-21,,,1.777222752571106,1.7866756677627564,1.7715502381324768,1.7592609405517579,1.695829029083252,1.477126659154892,
1996-08-22,,,1.777222752571106,1.7904570341110229,1.7715502381324768,1.7602062821388245,1.703391683101654,1.4831767868995667,
