Date,GRADE,GPS,MO,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1983-11-21,,,0.0820850580930709,,,,,,
1983-11-22,,,0.0814966633915901,,,,,,
1983-11-23,,,0.0813495218753814,,,,,,
1983-11-24,,,0.0813495218753814,,,,,,
1983-11-25,,,0.081790879368782,0.08161432892084117,,,,,
1983-11-28,,,0.081790879368782,0.08155549317598337,,,,,
1983-11-29,,,0.0839974284172058,0.08205564618110653,,,,,
1983-11-30,,,0.0829676538705825,0.08237927258014674,,,,,
1983-12-01,,,0.0841445699334144,0.08293828219175334,,,,,
1983-12-02,,,0.0838503092527389,0.08335016816854472,0.08248224854469294,,,,
1983-12-05,,,0.0839974284172058,0.08379147797822947,0.08267348557710644,,,,
1983-12-06,,,0.0844387784600257,0.08387974798679346,0.08296769708394999,,,,
1983-12-07,,,0.0842916667461395,0.08414455056190485,0.0832619115710258,,,,
1983-12-08,,,0.0832618847489357,0.08396801352500911,0.08345314785838123,,,,
1983-12-09,,,0.0842726305127143,0.08405247777700421,0.08370132297277445,,,,
1983-12-12,,,0.0856101959943771,0.08437503129243847,0.08408325463533398,,,,
1983-12-13,,,0.085313007235527,0.08454987704753872,0.08421481251716609,,,,
1983-12-14,,,0.0856101959943771,0.08481358289718624,0.08447906672954555,,,,
1983-12-15,,,0.085313007235527,0.0852238073945045,0.08459591045975681,,,,
1983-12-16,,,0.085313007235527,0.08543188273906703,0.08474218025803562,0.08361221440136428,,,
1983-12-19,,,0.0850157290697097,0.08531298935413356,0.084844010323286,0.08375874795019621,,,
1983-12-20,,,0.0850157290697097,0.0852535337209701,0.08490170538425441,0.0839347012341022,,,
1983-12-21,,,0.085313007235527,0.08519409596920008,0.08500383943319316,0.08413287550210949,,,
1983-12-22,,,0.0857589095830917,0.085283276438713,0.08525354191660875,0.08435334488749499,,,
1983-12-23,,,0.0856101959943771,0.08534271419048303,0.08538729846477504,0.08454431071877475,,,
1983-12-26,,,0.0856101959943771,0.08546160757541651,0.08538729846477504,0.0847352765500545,,,
1983-12-27,,,0.0856101959943771,0.08558050096035,0.08541701734066004,0.08481591492891308,,,
1983-12-28,,,0.0856101959943771,0.08563993871212001,0.08541701734066005,0.0849480420351028,,,
1983-12-29,,,0.0856101959943771,0.0856101959943771,0.08544673621654506,0.08502132333815093,,,
1983-12-30,,,0.085313007235527,0.08555075824260708,0.08544673621654506,0.08509445823729034,,,
1984-01-02,,,0.085313007235527,0.08549132049083705,0.08547646403312678,0.0851602371782064,,,
1984-01-03,,,0.0851643607020378,0.0854021534323692,0.08549132719635959,0.085196516290307,,,
1984-01-04,,,0.0870965272188186,0.0856994196772575,0.08566967919468875,0.08533675931394095,,,
1984-01-05,,,0.0866505876183509,0.08590749800205225,0.08575884699821468,0.08550619445741173,,,
1984-01-06,,,0.0870965272188186,0.08626420199871057,0.08590748012065882,0.08564738929271692,,,
1984-01-09,,,0.0870965272188186,0.0866209059953689,0.08605611324310297,0.08572170585393901,,,
1984-01-10,,,0.0876910760998725,0.08712624907493584,0.08626420125365251,0.08584060929715628,,,
1984-01-11,,,0.0881369858980178,0.08733434081077568,0.08651688024401658,0.08596694879233832,,,
1984-01-12,,,0.0875424370169639,0.08751271069049829,0.08671010434627527,0.08607842028141016,,,
1984-01-13,,,0.0870965272188186,0.08751271069049829,0.08688845634460443,0.08616759628057474,,,
1984-01-16,,,0.0872452035546302,0.0875424459576606,0.08708167597651476,0.08627907000482077,,,
1984-01-17,,,0.0879882872104644,0.08760188817977899,0.0873640686273574,0.0864276979118585,,,
1984-01-18,,,0.0878397226333618,0.08754243552684778,0.08743838816881173,0.08655403368175024,,,
1984-01-19,,,0.0876910760998725,0.0875721633434295,0.08754243701696389,0.08665064200758928,,,
1984-01-20,,,0.0876910760998725,0.08769107311964028,0.08760189190506927,0.08675468601286405,,,
1984-01-23,,,0.0870965272188186,0.08766133785247796,0.08760189190506928,0.08682900257408613,,,
1984-01-24,,,0.0872452035546302,0.08751272112131112,0.08755730465054505,0.08691075295209878,,,
1984-01-25,,,0.0878397226333618,0.08751272112131112,0.08752757832407945,0.08702222928404801,,,
1984-01-26,,,0.0881369858980178,0.08760190308094018,0.08758703321218483,0.08714856877923005,,,
1984-01-27,,,0.0885828807950019,0.08778026401996605,0.08773566856980317,0.0873120624572038,0.08545905798673624,,
1984-01-30,,,0.0882855430245399,0.08801806718111031,0.08783970251679414,0.08746068924665444,0.08558306768536562,,
