Date,GRADE,GPS,PPG,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1983-11-21,,,1.4782260656356812,,,,,,
1983-11-22,,,1.5201623439788818,,,,,,
1983-11-23,,,1.5358872413635254,,,,,,
1983-11-24,,,1.5358872413635254,,,,,,
1983-11-25,,,1.5411293506622314,1.522258448600769,,,,,
1983-11-28,,,1.5306459665298462,1.532742428779602,,,,,
1983-11-29,,,1.4887099266052246,1.5264519453048706,,,,,
1983-11-30,,,1.5149202346801758,1.5222585439682006,,,,,
1983-12-01,,,1.509677171707153,1.5170165300369263,,,,,
1983-12-02,,,1.5254030227661133,1.5138712644577026,1.5180648565292358,,,,
1983-12-05,,,1.509677171707153,1.5096775054931642,1.521209967136383,,,,
1983-12-06,,,1.4991929531097412,1.5117741107940674,1.519113028049469,,,,
1983-12-07,,,1.4887099266052246,1.5065320491790772,1.514395296573639,,,,
1983-12-08,,,1.4887099266052246,1.5023386001586914,1.509677565097809,,,,
1983-12-09,,,1.4887099266052246,1.4949999809265138,1.504435622692108,,,,
1983-12-12,,,1.4729849100112915,1.4876615285873414,1.4986695170402526,,,,
1983-12-13,,,1.4782260656356812,1.4834681510925294,1.4976211309432983,,,,
1983-12-14,,,1.457258701324463,1.477177906036377,1.491854977607727,,,,
1983-12-15,,,1.431049346923828,1.4656457901000974,1.4839921951293946,,,,
1983-12-16,,,1.4205642938613892,1.4520166635513305,1.473508322238922,1.495786589384079,,,
1983-12-19,,,1.4415322542190552,1.4457261323928834,1.4666938304901123,1.4939518988132476,,,
1983-12-20,,,1.4415322542190552,1.4383873701095582,1.4609277606010438,1.4900203943252563,,,
1983-12-21,,,1.4467746019363403,1.4362905502319336,1.4567342281341553,1.485564762353897,,,
1983-12-22,,,1.425807237625122,1.4352421283721923,1.450443959236145,1.480060762166977,,,
1983-12-23,,,1.4153224229812622,1.434193754196167,1.4431052088737488,1.4737704157829286,,,
1983-12-26,,,1.4153224229812622,1.4289517879486084,1.4373389601707458,1.4680042386054992,,,
1983-12-27,,,1.4520163536071775,1.431048607826233,1.4347179889678956,1.4661695599555968,,,
1983-12-28,,,1.4415322542190552,1.4300001382827758,1.4331453442573547,1.462500160932541,,,
1983-12-29,,,1.4887099266052246,1.4425806760787965,1.4389114022254943,1.4614517986774445,,,
1983-12-30,,,1.4625006914138794,1.45201632976532,1.4431050419807434,1.4583066821098327,,,
1984-01-02,,,1.4625006914138794,1.4614519834518434,1.4452018857002258,1.455947858095169,,,
1984-01-03,,,1.457258701324463,1.4625004529953003,1.4467745304107666,1.453851145505905,,,
1984-01-04,,,1.457258701324463,1.4656457424163818,1.4478229403495788,1.452278584241867,,,
1984-01-05,,,1.5306459665298462,1.474032950401306,1.4583068132400512,1.4543753862380981,,,
1984-01-06,,,1.5411293506622314,1.4897586822509765,1.470887506008148,1.4569963574409486,,,
1984-01-09,,,1.5673381090164185,1.5107261657714843,1.4860890746116637,1.4617140173912049,,,
1984-01-10,,,1.5358872413635254,1.526451873779297,1.4944761633872985,1.464597076177597,,,
1984-01-11,,,1.5358872413635254,1.5421775817871093,1.5039116621017456,1.46852850317955,,,
1984-01-12,,,1.509677171707153,1.5379838228225708,1.5060083866119383,1.4724598944187164,,,
1984-01-13,,,1.4677423238754272,1.52330641746521,1.5065325498580933,1.4748187959194183,,,
1984-01-16,,,1.4834681749343872,1.5065324306488037,1.5086292982101441,1.4769155919551848,,,
1984-01-17,,,1.4834681749343872,1.4960486173629761,1.5112502455711365,1.4790123879909516,,,
1984-01-18,,,1.4677423238754272,1.4824196338653564,1.5122986078262328,1.480060774087906,,,
1984-01-19,,,1.4887099266052246,1.4782261848449707,1.5081050038337707,1.483205908536911,,,
1984-01-20,,,1.4939517974853516,1.4834680795669555,1.5033872485160829,1.4871373772621155,,,
1984-01-23,,,1.4415322542190552,1.4750808954238892,1.4908066630363463,1.488447868824005,,,
1984-01-24,,,1.4153224229812622,1.4614517450332642,1.47875018119812,1.4866131722927094,,,
1984-01-25,,,1.4153224229812622,1.4509677648544312,1.4666936993598938,1.4853026807308196,,,
1984-01-26,,,1.39435613155365,1.4320970058441163,1.4551615953445434,1.480584990978241,,,
1984-01-27,,,1.3838709592819214,1.4100808382034302,1.446774458885193,1.476653504371643,1.4775970458984375,,
1984-01-30,,,1.3419358730316162,1.3901615619659424,1.4326212286949158,1.4706252634525299,1.4748712420463561,,
1984-01-31,,,1.3419358730316162,1.375484251976013,1.4184679985046387,1.4648591220378875,1.4713067126274109,,
1984-02-01,,,1.3314526081085205,1.3587102890014648,1.404839026927948,1.4585688173770905,1.4672180199623108,,
1984-02-02,,,1.3000003099441528,1.3398391246795653,1.385968065261841,1.4470365345478058,1.4625002813339234,,
1984-02-03,,,1.3209680318832395,1.327258539199829,1.3686696887016296,1.4360284686088562,1.4580970549583434,,
1984-02-06,,,1.3209680318832395,1.3230649709701536,1.3566132664680481,1.4237099647521974,1.4539034962654114,,
1984-02-07,,,1.326210379600525,1.3199198722839354,1.3477020621299745,1.4132261216640472,1.4506535053253173,,
1984-02-08,,,1.3209680318832395,1.3178229570388793,1.338266623020172,1.402480161190033,1.4467744612693787,,
1984-02-09,,,1.2895166873931885,1.3157262325286863,1.327782678604126,1.3914721369743348,1.4423712515830993,,
1984-02-10,,,1.268548607826233,1.3052423477172852,1.3162504434585571,1.381512451171875,1.4372341632843018,,
1984-02-13,,,1.2633070945739746,1.2937101602554322,1.308387565612793,1.3705043971538544,1.4323067617416383,,
1984-02-14,,,1.271571397781372,1.2827823638916016,1.3013511180877686,1.3599095582962035,1.4277543306350708,,
1984-02-15,,,1.229186773300171,1.2644261121749878,1.2911245346069335,1.3479817807674408,1.4225638675689698,,
1984-02-16,,,1.229186773300171,1.2523601293563842,1.2840431809425354,1.335005623102188,1.4173734045028688,,
1984-02-17,,,1.1762038469314575,1.2338911771774292,1.2695667624473572,1.3191182255744933,1.4111232829093934,,
1984-02-20,,,1.1762038469314575,1.2164705276489258,1.255090343952179,1.3058518052101136,1.4051876616477967,,
1984-02-21,,,1.1815024614334106,1.1984567403793336,1.2406195521354675,1.2941608071327209,1.3992531895637512,,
1984-02-22,,,1.2132920026779177,1.195277786254883,1.2298519492149353,1.2840592861175537,1.3943738555908203,,
1984-02-23,,,1.2026950120925903,1.1899794340133667,1.2211697816848754,1.2744762301445007,1.3898067688941955,,
1984-02-24,,,1.218589425086975,1.1984565496444701,1.2161738634109498,1.2662121534347535,1.3857672715187073,,
1984-02-27,,,1.2821682691574097,1.2196494340896606,1.2180599808692931,1.2632237732410432,1.3825799918174744,,
1984-02-28,,,1.2397823333740234,1.2313054084777832,1.2148810744285583,1.2581160962581635,1.3785449934005738,,
1984-02-29,,,1.266274094581604,1.2419018268585205,1.2185898065567016,1.2548571705818177,1.374934983253479,,
1984-03-01,,,1.2821682691574097,1.2577964782714843,1.2238879561424256,1.2539655685424804,1.3720622038841248,,
1984-03-02,,,1.2821682691574097,1.2705122470855712,1.2344843983650207,1.252025580406189,1.3693991208076477,,
1984-03-05,,,1.26097571849823,1.2662737369537354,1.242961585521698,1.2490259647369384,1.366312186717987,,
1984-03-06,,,1.2768707275390625,1.2736914157867432,1.252498412132263,1.2465589821338654,1.3628092741966247,,
1984-03-07,,,1.271571397781372,1.2747508764266968,1.2583263516426086,1.2440891504287719,1.359410057067871,,
1984-03-08,,,1.26097571849823,1.2705123662948608,1.2641544222831727,1.242662101984024,1.354855372905731,,
1984-03-09,,,1.2397823333740234,1.2620351791381836,1.2662737131118775,1.2412237882614137,1.350401005744934,,
1984-03-12,,,1.271571397781372,1.264154314994812,1.2652140259742737,1.2416370034217834,1.346582419872284,,
1984-03-13,,,1.2927653789520264,1.2673332452774049,1.270512330532074,1.2426967024803162,1.3432925534248352,,
1984-03-14,,,1.2927653789520264,1.2715720415115357,1.2731614589691163,1.245875632762909,1.3400026869773864,,
1984-03-15,,,1.2927653789520264,1.2779299736022949,1.274221169948578,1.2490545630455017,1.33524507522583,,
1984-03-16,,,1.329852819442749,1.2959440708160401,1.2789896249771118,1.2567370116710663,1.3310195446014403,,
1984-03-19,,,1.3086594343185425,1.303361678123474,1.283757996559143,1.2633597910404206,1.3258459711074828,,
1984-03-20,,,1.3086594343185425,1.3065404891967773,1.286936867237091,1.2697176396846772,1.3213014149665832,,
1984-03-21,,,1.3139580488204956,1.3107790231704712,1.2911755323410035,1.274750941991806,1.3168628311157227,,
1984-03-22,,,1.2980623245239258,1.311838412284851,1.294884192943573,1.2795193076133728,1.312630534172058,,
1984-03-23,,,1.2821682691574097,1.3023015022277833,1.2991227865219117,1.2826982498168946,1.3089190530776977,,
1984-03-26,,,1.287466287612915,1.2980628728866577,1.300712275505066,1.2829631507396697,1.3049990153312683,,
1984-03-27,,,1.287466287612915,1.2938242435455323,1.3001823663711547,1.2853473484516145,1.3010789775848388,,
1984-03-28,,,1.2927653789520264,1.2895857095718384,1.3001823663711547,1.2866719126701356,1.2975794386863708,,
1984-03-29,,,1.287466287612915,1.2874665021896363,1.2996524572372437,1.2869368135929107,1.2935545659065246,,
1984-03-30,,,1.287466287612915,1.2885261058807373,1.2954138040542602,1.287201714515686,1.289424855709076,,
1984-04-02,,,1.234484314918518,1.277929711341858,1.2879962921142578,1.2858771443367005,1.285283896923065,,
1984-04-03,,,1.2503790855407717,1.2705122709274292,1.2821682572364808,1.284552562236786,1.2819850301742555,,
1984-04-04,,,1.255677342414856,1.2630946636199951,1.2763401865959167,1.28375785946846,1.2787921285629273,,
1984-04-05,,,1.255677342414856,1.2567368745803833,1.2721016883850098,1.2834929406642914,1.2760185527801513,,
1984-04-06,,,1.2397823333740234,1.247200083732605,1.2678630948066711,1.2834929406642914,1.2731367802619935,1.3753669130802155,
1984-04-09,,,1.192099690437317,1.2387231588363647,1.2583264350891112,1.2795193552970887,1.2701400566101073,1.3725056493282317,
1984-04-10,,,1.170905590057373,1.222828459739685,1.2466703653335571,1.273426365852356,1.2667194509506225,1.3690130817890167,
1984-04-11,,,1.1656070947647097,1.2048144102096559,1.2339545369148255,1.2670684516429902,1.2634025406837464,1.3653102803230286,
1984-04-12,,,1.2026950120925903,1.1942179441452025,1.225477409362793,1.2625649333000184,1.261456434726715,1.3619783580303193,
1984-04-13,,,1.1815024614334106,1.1825619697570802,1.2148810267448424,1.2551474153995514,1.2586671233177185,1.358382089138031,
1984-04-16,,,1.1762038469314575,1.1793828010559082,1.2090529799461365,1.2485246360301971,1.2557718396186828,1.354837667942047,
1984-04-17,,,1.186800837516785,1.1825618505477906,1.2026951551437377,1.2424317061901093,1.252983648777008,1.3518185770511628,
1984-04-18,,,1.192099690437317,1.187860369682312,1.196337389945984,1.2363387882709502,1.2504062819480897,1.3485903716087342,
1984-04-19,,,1.2079933881759644,1.1889200448989867,1.1915689945220946,1.2318353414535523,1.2487758159637452,1.3455735337734223,
1984-04-20,,,1.2079933881759644,1.1942182302474975,1.1883901000022887,1.22812659740448,1.2475647115707398,1.3423994374275208,
1984-04-23,,,1.2079933881759644,1.2005761384963989,1.1899794697761537,1.2241529524326324,1.2464584374427796,1.3393825995922088,
1984-04-24,,,1.186800837516785,1.2005761384963989,1.1915689945220949,1.2191196799278259,1.2447630262374878,1.3362586784362793,
1984-04-25,,,1.2079933881759644,1.2037548780441285,1.1958076238632205,1.2148810803890229,1.2443391585350037,1.3334515130519866,
1984-04-26,,,1.255677342414856,1.2132916688919066,1.201105856895447,1.21329163312912,1.2448689699172975,1.331121187210083,
1984-04-27,,,1.271571397781372,1.2260072708129883,1.2101127505302431,1.2124968886375427,1.2467763209342957,1.3289498019218444,
1984-04-30,,,1.2821682691574097,1.2408422470092773,1.2207091927528384,1.2148810863494872,1.2488956093788146,1.3270416355133057,
1984-05-01,,,1.303361892700195,1.2641544580459594,1.2323652982711792,1.2175302267074586,1.2513327980041504,1.3252929937839508,
1984-05-02,,,1.3086594343185425,1.2842876672744752,1.2440212726593018,1.2201793313026428,1.253240146636963,1.3238070011138916,
1984-05-03,,,1.2980623245239258,1.292764663696289,1.2530281662940979,1.2222985804080964,1.2551474928855897,1.3224771308898926,
1984-05-04,,,1.2545299530029297,1.2893563747406005,1.2576818227767945,1.2230359613895416,1.2558663034439086,1.320816787481308,
1984-05-07,,,1.2866969108581543,1.2902621030807495,1.2655521750450134,1.2277658224105834,1.2559568762779236,1.319268434047699,
1984-05-08,,,1.3081425428390503,1.2912182331085205,1.27768634557724,1.2346276700496674,1.257324080467224,1.3179345369338988,
1984-05-09,,,1.2974201440811155,1.288970375061035,1.286629021167755,1.2412183225154876,1.2579470014572143,1.3164409923553466,
1984-05-10,,,1.2974201440811155,1.2888419389724732,1.290803301334381,1.245954579114914,1.2582520389556884,1.3151571214199067,
1984-05-11,,,1.2706140279769895,1.292058753967285,1.2907075643539427,1.250410157442093,1.2580209541320801,1.3137100374698638,
1984-05-14,,,1.2438079118728638,1.2834809541702268,1.2868715286254881,1.2537903606891632,1.2576775979995727,1.3119948923587799,
1984-05-15,,,1.2277233600616455,1.2673971176147458,1.2793076753616333,1.2558364868164062,1.2566946506500245,1.3097519624233245,
1984-05-16,,,1.2223626375198364,1.25238561630249,1.2706779956817627,1.2573496341705321,1.2557104754447936,1.3075602662563324,
1984-05-17,,,1.190194845199585,1.2309405565261842,1.2598912477493287,1.2564597070217132,1.254294857978821,1.304575115442276,
1984-05-18,,,1.1741108894348145,1.211639928817749,1.2518493413925171,1.2547655820846557,1.2529814291000365,1.3016912174224853,
1984-05-21,,,1.1741108894348145,1.197700524330139,1.2405907392501831,1.2530714571475983,1.2510322189331056,1.2988073194026948,
1984-05-22,,,1.1473051309585571,1.1816168785095216,1.2245069980621337,1.251096671819687,1.248123013973236,1.2957077836990356,
1984-05-23,,,1.1633881330490112,1.1698219776153564,1.2111037969589233,1.2488664090633392,1.2455354690551759,1.292769078016281,
1984-05-24,,,1.1473051309585571,1.1612440347671509,1.1960922956466675,1.2434477984905243,1.2426262640953063,1.2889356696605683,
1984-05-25,,,1.136582851409912,1.1537384271621705,1.1826891779899598,1.2366983711719512,1.2387608647346497,1.284890204668045,
1984-05-28,,,1.136582851409912,1.14623281955719,1.1719666719436646,1.2294191002845765,1.2353193330764771,1.28058265209198,
1984-05-29,,,1.115138053894043,1.1397994041442872,1.1607081413269043,1.2200079083442688,1.2314489054679871,1.2763751602172853,
1984-05-30,,,1.0829696655273438,1.1237157106399536,1.1467688441276551,1.2087234199047088,1.226829137802124,1.2718459844589234,
1984-05-31,,,1.0722473859786987,1.108704161643982,1.1349740982055665,1.1974326729774476,1.2223128390312195,1.267471686601639,
1984-06-01,,,1.0990538597106934,1.1011983633041382,1.1274683952331543,1.1896588683128357,1.2186505508422851,1.2637848019599915,
1984-06-04,,,1.15802800655365,1.1054873943328858,1.1258601069450378,1.1832254230976105,1.2160617852210998,1.2605304002761841,
1984-06-05,,,1.1473051309585571,1.1119208097457887,1.1258601069450378,1.1751835525035859,1.2132585620880127,1.2571687698364258,
1984-06-06,,,1.190194845199585,1.133365845680237,1.1285407781600951,1.1698222875595092,1.2112071514129639,1.2543932950496675,
1984-06-07,,,1.2062782049179075,1.1601720094680785,1.1344380855560303,1.165265190601349,1.2095833897590638,1.251568977832794,
1984-06-08,,,1.211640477180481,1.182689332962036,1.1419438481330872,1.1623165130615234,1.208066873550415,1.2487458646297456,
1984-06-11,,,1.211640477180481,1.1934118270874023,1.149449610710144,1.1607081413269043,1.2076099967956544,1.2464469468593598,
1984-06-12,,,1.2009176015853882,1.2041343212127686,1.1580275654792787,1.1593678534030913,1.2066207671165465,1.244302898645401,
1984-06-13,,,1.2062782049179075,1.207350993156433,1.170358419418335,1.1585636317729948,1.2056327843666077,1.2422124564647674,
1984-06-14,,,1.1848329305648804,1.2030619382858276,1.181616973876953,1.1582955360412597,1.204215896129608,1.2401172244548797,
1984-06-15,,,1.1687495708465576,1.194483757019043,1.1885865449905395,1.1580274701118467,1.2027952408790588,1.2379660105705261,
1984-06-18,,,1.190194845199585,1.1901946306228637,1.191803228855133,1.1588316679000852,1.202757143974304,1.2364486002922057,
1984-06-19,,,1.195556402206421,1.1891223907470703,1.1966283559799193,1.1612442314624785,1.2032501602172851,1.2349848055839538,
1984-06-20,,,1.190194845199585,1.1859057188034057,1.1966283559799193,1.1625845670700072,1.2037419152259827,1.2335722279548644,
1984-06-21,,,1.1848329305648804,1.1859057188034057,1.1944838285446167,1.1644609570503233,1.2033846735954286,1.2324205541610718,
1984-06-22,,,1.1848329305648804,1.1891223907470703,1.1918030738830567,1.1668734610080718,1.203451282978058,1.2310592031478882,
1984-06-25,,,1.190194845199585,1.1891223907470703,1.189658510684967,1.1695540606975554,1.2037311029434203,1.2297514712810516,
1984-06-26,,,1.190194845199585,1.1880500793457032,1.1885862350463867,1.1733069002628325,1.2037989830970763,1.2283913159370423,
1984-06-27,,,1.1794726848602295,1.185905647277832,1.185905683040619,1.1781320512294768,1.2035464429855347,1.2269763624668122,
1984-06-28,,,1.1794726848602295,1.1848335981369018,1.1853696584701539,1.1834933161735532,1.20297602891922,1.2258759224414826,
1984-06-29,,,1.195556402206421,1.18697829246521,1.18805034160614,1.1883184432983396,1.202727289199829,1.2251460003852843,
1984-07-02,,,1.195556402206421,1.1880506038665772,1.1885864973068236,1.1901948630809782,1.2024785494804382,1.2244684934616088,
1984-07-03,,,1.2223626375198364,1.1944841623306275,1.1912671208381653,1.1939477384090422,1.2031897854804994,1.2239764058589935,
1984-07-04,,,1.2223626375198364,1.203062152862549,1.1944839000701903,1.1955561280250548,1.2034771704673768,1.2239081645011902,
1984-07-05,,,1.2170006036758425,1.2105677366256713,1.1977006673812867,1.1960922479629517,1.2027036356925964,1.223786302804947,
1984-07-06,,,1.2170006036758425,1.2148565769195556,1.2009174346923828,1.1963602542877199,1.201612219810486,1.2241942703723907,
1984-07-09,,,1.2438079118728638,1.2245068788528441,1.2062787413597107,1.1979686260223388,1.200845012664795,1.2248703110218049,
1984-07-10,,,1.2759742736816406,1.235229206085205,1.2148566842079163,1.2017214596271515,1.2002972602844237,1.225815029144287,
1984-07-11,,,1.2652523517608645,1.2438071489334106,1.2234346508979796,1.2046701669692994,1.1994291186332702,1.2263346326351166,
1984-07-12,,,1.2438079118728638,1.249168610572815,1.2298681735992432,1.2076189160346986,1.198344030380249,1.2267457616329194,
1984-07-13,,,1.2384463548660278,1.2534577608108521,1.2341571688652038,1.2111037552356723,1.198022358417511,1.2269443309307098,
1984-07-16,,,1.2438079118728638,1.2534577608108521,1.2389823198318481,1.2137844085693361,1.197164578437805,1.2265607273578645,
1984-07-17,,,1.2545299530029297,1.2491688966751098,1.2421990513801575,1.2167330861091616,1.1960923266410828,1.2267082035541534,
1984-07-18,,,1.2438079118728638,1.2448800086975098,1.2443435788154602,1.2194137394428255,1.1950200819969177,1.226483541727066,
1984-07-19,,,1.2009176015853882,1.2363019466400147,1.2427352786064148,1.220217972993851,1.1930900311470032,1.2256710350513458,
1984-07-20,,,1.2330846786499023,1.2352296113967896,1.2443436861038208,1.222630560398102,1.1923394441604613,1.2251801991462707,
1984-07-23,,,1.2170006036758425,1.2298681497573853,1.2416629552841187,1.223970848321915,1.191803297996521,1.2247404479980468,
1984-07-24,,,1.2170006036758425,1.2223622798919678,1.2357655882835388,1.2253111362457276,1.1915888428688048,1.2241417467594147,
1984-07-25,,,1.2170006036758425,1.2170008182525636,1.2309404134750368,1.2271875321865084,1.191481602191925,1.2235960388183593,
1984-07-26,,,1.211640477180481,1.2191453933715821,1.2277236700057985,1.2287959218025208,1.191910514831543,1.223102686405182,
1984-07-27,,,1.211640477180481,1.2148565530776978,1.2250430822372438,1.2296001255512239,1.1926611065864563,1.2228212678432464,
1984-07-30,,,1.2009176015853882,1.211639952659607,1.2207540512084962,1.2298681855201723,1.1931972408294678,1.2221147298812867,
1984-07-31,,,1.1848329305648804,1.2052064180374145,1.2137843489646913,1.2279917001724245,1.1939477968215941,1.221035405397415,
1984-08-01,,,1.2438079118728638,1.210567879676819,1.2137843489646913,1.2290639638900758,1.1955561923980713,1.2205458307266235,
