Date,GRADE,GPS,REG,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1994-03-21,,,3.609277009963989,3.569991683959961,3.597000479698181,3.6154154777526855,3.5399616670608522,3.4478392791748047,
1994-03-22,,,3.5601720809936523,3.555259943008423,3.5920899868011475,3.611732542514801,3.542344822883606,3.4470922422409056,
1994-03-23,,,3.609277009963989,3.5699919700622558,3.5920899868011475,3.610504853725433,3.5452254009246826,3.446593954563141,
1994-03-24,,,3.609277009963989,3.5847239971160887,3.5896346092224123,3.610504853725433,3.5485906553268434,3.446337966918945,
1994-03-25,,,3.633830785751343,3.6043667793273926,3.5896346092224123,3.610504853725433,3.553416247367859,3.446327517032623,
1994-03-28,,,3.5601720809936523,3.5945457935333254,3.582268738746643,3.6043666124343874,3.5567686653137205,3.4453381800651552,
1994-03-29,,,3.5601720809936523,3.5945457935333254,3.574902868270874,3.5994560718536377,3.5606057691574096,3.444591143131256,
1994-03-30,,,3.535616874694824,3.579813766479492,3.574902868270874,3.594545376300812,3.562013144493103,3.4433562541007996,
1994-03-31,,,3.5110673904418945,3.5601718425750732,3.572447919845581,3.589634895324707,3.5643834686279297,3.441875870227814,
1994-04-01,,,3.5110673904418945,3.5356191635131835,3.5699929714202883,3.584724414348602,3.5652998542785643,3.440153136253357,
1994-04-04,,,3.4374053478240967,3.5110658168792725,3.5528058052062987,3.57490314245224,3.5657122898101807,3.4386630964279177,
1994-04-05,,,3.4865119457244877,3.4963337898254396,3.5454397916793825,3.568764889240265,3.566622242927551,3.437906439304352,
1994-04-06,,,3.461958646774292,3.481602144241333,3.5307079553604126,3.56139897108078,3.5675257444381714,3.4371465706825255,
1994-04-07,,,3.5110673904418945,3.481602144241333,3.520886993408203,3.5552608013153075,3.5689268064498902,3.4380894088745118,
1994-04-08,,,3.5110673904418945,3.481602144241333,3.508610653877258,3.549122631549835,3.570327868461609,3.440486195087433,
1994-04-11,,,3.535616874694824,3.5012444496154784,3.5061551332473755,3.5442119359970095,3.5717352437973022,3.443128476142883,
1994-04-12,,,3.461958646774292,3.4963337898254396,3.4963337898254396,3.5356183290481566,3.571669454574585,3.4445495414733887,
1994-04-13,,,3.461958646774292,3.4963337898254396,3.4889679670333864,3.53193541765213,3.5716036653518675,3.446455240249634,
1994-04-14,,,3.461958646774292,3.486512041091919,3.484057092666626,3.5282525062561034,3.571053261756897,3.448360939025879,
1994-04-15,,,3.4865119457244877,3.4816009521484377,3.4816015481948854,3.525797259807587,3.572447829246521,3.450269868373871,
1994-04-18,,,3.5110673904418945,3.4766910552978514,3.488967752456665,3.520886778831482,3.572447829246521,3.452182021141052,
1994-04-19,,,3.4865119457244877,3.4816017150878906,3.488967752456665,3.5172037720680236,3.572447829246521,3.4538486194610596,
1994-04-20,,,3.535616874694824,3.496333360671997,3.4963335752487184,3.5135207653045653,3.5719567251205446,3.456248598098755,
1994-04-21,,,3.5110673904418945,3.5061551094055177,3.4963335752487184,3.508610284328461,3.5714657354354857,3.4581607508659364,
1994-04-22,,,3.535616874694824,3.515976095199585,3.498788523674011,3.5036995887756346,3.5714657354354857,3.459591407775879,
1994-04-25,,,3.5110673904418945,3.515976095199585,3.4963335752487184,3.5012443542480467,3.5704836416244508,3.460776569843292,
1994-04-26,,,3.535616874694824,3.5257970809936525,3.5036993980407716,3.5000165939331054,3.5695014810562133,3.4626918864250182,
1994-04-27,,,3.535616874694824,3.5257970809936525,3.511065220832825,3.5000165939331054,3.567046160697937,3.464849534034729,
1994-04-28,,,3.4865119457244877,3.5208859920501707,3.5135205507278444,3.498788821697235,3.563608741760254,3.467000765800476,
1994-04-29,,,3.4865119457244877,3.5110650062561035,3.5135205507278444,3.497561049461365,3.560171322822571,3.469151997566223,
1994-05-02,,,3.535616874694824,3.5159749031066894,3.515975499153137,3.502471625804901,3.5577160024642946,3.4725212597846986,
1994-05-03,,,3.4374053478240967,3.496332597732544,3.5110648393630983,3.5000162959098815,3.5537874937057494,3.474423758983612,
1994-05-04,,,3.461958646774292,3.4816009521484377,3.503699016571045,3.5000162959098815,3.5503500509262085,3.4768141222000124,
1994-05-05,,,3.4374053478240967,3.471779632568359,3.496332812309265,3.496333193778992,3.5469126176834105,3.4792012691497805,
1994-05-06,,,3.4374053478240967,3.461958312988281,3.4865116596221926,3.492650091648102,3.5429841089248657,3.4815884160995485,
1994-05-09,,,3.5126771926879883,3.457370376586914,3.4866726398468018,3.49150310754776,3.539578914642334,3.4856975936889647,
1994-05-10,,,3.5126771926879883,3.4724247455596924,3.4843786716461183,3.494039034843445,3.536664800643921,3.4895644330978395,
1994-05-11,,,3.5126771926879883,3.482568454742432,3.4820847034454347,3.4965749621391295,3.534241728782654,3.492704298496246,
1994-05-12,,,3.5126771926879883,3.49762282371521,3.484701228141785,3.4991108894348146,3.5323097324371338,3.4956018471717836,
1994-05-13,,,3.5126771926879883,3.5126771926879883,3.487317752838135,3.5004191517829897,3.530377736091614,3.4984993958473205,
1994-05-16,,,3.5126771926879883,3.5126771926879883,3.485023784637451,3.5004996418952943,3.5279546642303465,3.5011546134948732,
1994-05-17,,,3.5126771926879883,3.5126771926879883,3.4925509691238403,3.5018079042434693,3.5260226678848268,3.5038098311424255,
1994-05-18,,,3.537768840789795,3.5176955223083497,3.5001319885253905,3.5019155025482176,3.5245925045013426,3.506958296298981,
1994-05-19,,,3.537768840789795,3.522713851928711,3.5101683378219604,3.503250575065613,3.5226712656021117,3.5098644304275513,
1994-05-20,,,3.5126771926879883,3.522713851928711,3.5176955223083497,3.502103590965271,3.5202481937408447,3.512761979103088,
1994-05-23,,,3.462495803833008,3.5126775741577148,3.5126773834228517,3.4996750116348267,3.5168214941024782,3.5146730494499208,
1994-05-24,,,3.487588167190552,3.5076597690582276,3.5101684808731077,3.497273576259613,3.5138966417312623,3.516835043430328,
1994-05-25,,,3.462495803833008,3.4926051616668703,3.5051503419876098,3.493617522716522,3.512434220314026,3.5187461137771607,
1994-05-26,,,3.5126771926879883,3.487586832046509,3.5051503419876098,3.494925785064697,3.511975426673889,3.521401331424713,
1994-05-27,,,3.462495803833008,3.4775505542755125,3.500132203102112,3.4937249779701234,3.510513005256653,3.5233124017715456,
1994-05-30,,,3.462495803833008,3.4775505542755125,3.495114064216614,3.4900689244270326,3.507577381134033,3.5237695240974425,
1994-05-31,,,3.5126771926879883,3.482568359375,3.495114064216614,3.493832516670227,3.50662748336792,3.5244861531257627,
1994-06-01,,,3.537768840789795,3.4976229667663574,3.495114064216614,3.497623026371002,3.505197319984436,3.525211360454559,
1994-06-02,,,3.638132095336914,3.5227139472961424,3.505150389671326,3.507659363746643,3.5057744216918945,3.527182538509369,
1994-06-03,,,3.7134039402008057,3.572895574569702,3.5252230644226072,3.5214592933654787,3.5073658847808837,3.530391066074371,
1994-06-06,,,3.638132095336914,3.6080228328704833,3.542786693572998,3.5277320384979247,3.508925085067749,3.5328468751907347,
1994-06-07,,,3.638132095336914,3.6331138134002687,3.557841086387634,3.534004783630371,3.510484285354614,3.535545027256012,
1994-06-08,,,3.562858819961548,3.6381318092346193,3.5678773880004884,3.536513864994049,3.5110291242599487,3.536521134376526,
1994-06-09,,,3.587951183319092,3.6280956268310547,3.5754047870635985,3.540277564525604,3.512566800117493,3.538475134372711,
1994-06-10,,,3.6632239818573,3.6180596351623535,3.5954776048660277,3.54780490398407,3.515609931945801,3.5404548931121824,
1994-06-13,,,3.6130387783050537,3.6130409717559813,3.6105319023132325,3.552822983264923,3.51912260055542,3.5424174451828003,
1994-06-14,,,3.6130387783050537,3.6080223083496095,3.620568060874939,3.5578410625457764,3.521653137207031,3.5441376900672914,
1994-06-15,,,3.587951183319092,3.6130407810211183,3.6255862951278686,3.560350179672241,3.524172987937927,3.5458493661880492,
1994-06-16,,,3.562858819961548,3.6080223083496095,3.618058967590332,3.561604678630829,3.52520881652832,3.5470678114891054,
1994-06-17,,,3.587951183319092,3.5929677486419678,3.6055136919021606,3.565368378162384,3.5267464923858642,3.5485371804237364,
1994-06-20,,,3.562858819961548,3.5829317569732666,3.597986364364624,3.570386528968811,3.527291331291199,3.5495132875442503,
1994-06-21,,,3.562858819961548,3.5728957653045654,3.5904590368270872,3.574150061607361,3.529309334754944,3.550489394664764,
1994-06-22,,,3.562858819961548,3.5678772926330566,3.5904590368270872,3.579168212413788,3.531327338218689,3.5514655017852785,
1994-06-23,,,3.537768840789795,3.562859296798706,3.5854408025741575,3.5804227948188783,3.532843542098999,3.551948401927948,
1994-06-24,,,3.537768840789795,3.5528228282928467,3.5728952884674072,3.5841864466667177,3.533868680000305,3.5531582546234133,
1994-06-27,,,3.562858819961548,3.5528228282928467,3.5678772926330566,3.5892045974731444,3.534904508590698,3.5536761689186096,
1994-06-28,,,3.5126771926879883,3.5427865028381347,3.5578411340713503,3.5892045974731444,3.535427813529968,3.5539378213882444,
1994-06-29,,,3.5126771926879883,3.5327501773834227,3.5503137350082397,3.587950015068054,3.5349690198898314,3.5534628725051878,
1994-06-30,,,3.487588167190552,3.522714042663574,3.5427866697311403,3.580422818660736,3.5344994354248045,3.5529825854301453,
1994-07-01,,,3.41231632232666,3.4976235389709474,3.525223183631897,3.5653684377670287,3.5320334243774414,3.551749579906464,
1994-07-04,,,3.41231632232666,3.4675150394439695,3.510168933868408,3.554077649116516,3.5300584030151367,3.5502710223197935,
1994-07-05,,,3.3621368408203125,3.4374069690704347,3.4900967359542845,3.540277886390686,3.5265888023376464,3.54804514169693,
1994-07-06,,,3.437406301498413,3.4223527908325195,3.477551484107971,3.5340052604675294,3.524624590873718,3.5458353757858276,
1994-07-07,,,3.3621368408203125,3.397262525558472,3.4599882841110228,3.52271454334259,3.5221370887756347,3.542872915267944,
1994-07-08,,,3.311954498291016,3.3771901607513426,3.437406849861145,3.505151069164276,3.5186459398269654,3.539408631324768,
1994-07-11,,,3.3621368408203125,3.367154264450073,3.4173346519470216,3.492605972290039,3.515176339149475,3.536446170806885,
1994-07-12,,,3.437406301498413,3.382208156585693,3.409807562828064,3.483824348449707,3.5151763582229614,3.5344819259643554,
1994-07-13,,,3.462495803833008,3.3872260570526125,3.404789423942566,3.477551579475403,3.515187101364136,3.532768576145172,
1994-07-14,,,3.462495803833008,3.4072978496551514,3.4022801876068116,3.4725334286689757,3.515688910484314,3.5313007640838623,
1994-07-15,,,3.487588167190552,3.4424245834350584,3.4098073720932005,3.4675152778625487,3.516692566871643,3.5298383378982545,
1994-07-18,,,3.5126771926879883,3.4725326538085937,3.4198434591293334,3.4650061964988708,3.516692566871643,3.5281357407569884,
1994-07-19,,,3.5126771926879883,3.487586832046509,3.4348974943161013,3.462497115135193,3.516692566871643,3.526678683757782,
1994-07-20,,,3.5126771926879883,3.497623109817505,3.4424245834350584,3.459988033771515,3.516692566871643,3.5254671478271487,
1994-07-21,,,3.387226104736328,3.482569169998169,3.4449335098266602,3.4524608969688417,3.5141835451126098,3.523246638774872,
1994-07-22,,,3.2617738246917725,3.437406301498413,3.4399154424667358,3.4386611461639403,3.5091654777526857,3.51977160692215,
1994-07-25,,,3.28686261177063,3.3922433853149414,3.4323880195617678,3.4248613357543944,3.5046491861343383,3.5163019251823426,
1994-07-26,,,3.28686261177063,3.3470804691314697,3.417333650588989,3.4135706067085265,3.5001328945159913,3.513077781200409,
1994-07-27,,,3.28686261177063,3.301917552947998,3.3997703313827516,3.4022798776626586,3.4951147699356078,3.5098536372184754,
1994-07-28,,,3.311954498291016,3.2868632316589355,3.384716200828552,3.393498194217682,3.4905984830856323,3.506634874343872,
1994-07-29,,,3.337045907974243,3.3019176483154298,3.369661974906921,3.389734673500061,3.4870858573913575,3.503667025566101,
1994-08-01,,,3.311954498291016,3.306936025619507,3.349589705467224,3.384716582298279,3.4840750312805175,3.500448262691498,
1994-08-02,,,3.311954498291016,3.311954402923584,3.329517436027527,3.382207465171814,3.4805623579025267,3.4972294998168945,
1994-08-03,,,3.337045907974243,3.3219910621643067,3.311954307556152,3.3771894454956053,3.4780533599853514,3.4952437901496887,
1994-08-04,,,3.387226104736328,3.3370453834533693,3.311954307556152,3.3784439086914064,3.4755443382263183,3.493759882450104,3.4725143134593965
1994-08-05,,,3.387226104736328,3.347081422805786,3.3244995355606077,3.382207489013672,3.4740389442443846,3.4922759747505188,3.47079142332077
1994-08-08,,,3.4642081260681152,3.377532148361206,3.3422340869903566,3.387311053276062,3.474073190689087,3.4908252859115603,3.4693322825431823
1994-08-09,,,3.4642081260681152,3.407982873916626,3.359968638420105,3.3886511445045473,3.4731038093566893,3.4898656463623046,3.468478944301605
1994-08-10,,,3.541189432144165,3.44881157875061,3.3854013204574587,3.392585825920105,3.473172221183777,3.4891847705841066,3.4678893625736236
1994-08-11,60.06731587810962,C,3.4898695945739746,3.46934027671814,3.4031928300857546,3.3939545154571533,3.470206971168518,3.4879906964302063,3.4671643316745757
1994-08-12,60.08664805128566,C,3.515531539916992,3.4950013637542723,3.421041393280029,3.3953516840934754,3.466249523162842,3.486807703971863,3.466567610502243
1994-08-15,60.03672611017658,C,3.4642081260681152,3.4950013637542723,3.4362667560577393,3.3929282307624815,3.4627710437774657,3.4858480644226075,3.4655931222438814
1994-08-16,59.989496498494425,C,3.4642081260681152,3.4950013637542723,3.451492118835449,3.390504777431488,3.45929256439209,3.4848884248733523,3.464739784002304
1994-08-17,59.932376812079525,C,3.515531539916992,3.489869785308838,3.469340682029724,3.390647494792938,3.4583460187911985,3.4846875715255736,3.4640219128131866
1994-08-18,59.97247801340159,C,3.566849946975708,3.5052658557891845,3.487303066253662,3.399628686904907,3.457923994064331,3.485245397090912,3.463560633659363
1994-08-19,60.01171500280191,C,3.566849946975708,3.5155295372009276,3.5052654504776,3.414882493019104,3.455996513366699,3.48580322265625,3.4629781794548036
1994-08-22,60.08136173341299,C,3.541189432144165,3.5309257984161375,3.512963581085205,3.4275988340377808,3.4545595264434814,3.4868410634994507,3.462752079963684
1994-08-23,60.13156137230883,C,3.515531539916992,3.541190481185913,3.518095922470093,3.439032280445099,3.45260938167572,3.4871312594413757,3.462518849372864
1994-08-24,60.13117145516179,C,3.4898695945739746,3.5360580921173095,3.5129639387130736,3.449182629585266,3.450647749900818,3.4874103689193725,3.462278469800949
1994-08-25,60.08495426855736,C,3.4898695945739746,3.520662021636963,3.5129639387130736,3.458078384399414,3.4491879653930666,3.4871983909606934,3.4626438999176026
1994-08-26,60.055145790746764,A,3.515531539916992,3.51039834022522,3.5129639387130736,3.4670026659965516,3.4477395725250246,3.4872430324554444,3.4638646137714386
1994-08-29,60.04125548976509,A,3.515531539916992,3.5052667617797852,3.5180962800979616,3.4771815180778503,3.446793026924133,3.4870421791076662,3.4650853276252747
1994-08-30,60.05193611967099,A,3.515531539916992,3.5052667617797852,3.523228621482849,3.4873603701591493,3.445846481323242,3.487577908039093,3.466063724756241
1994-08-31,60.07297660808393,A,3.4898695945739746,3.5052667617797852,3.5206624269485474,3.4950015544891357,3.444386696815491,3.48785701751709,3.467156128883362
1994-09-01,60.05238232592624,P,3.438549280166626,3.4950026988983156,3.5078323602676393,3.4975677132606506,3.4424023056030273,3.487622923851013,3.467991931438446
1994-09-02,59.975583283388346,B,3.387226104736328,3.4693416118621827,3.489869976043701,3.4975677132606506,3.439391450881958,3.4866300654411315,3.4684499669075013
1994-09-05,59.874725789993896,B,3.387226104736328,3.44368052482605,3.4744736433029173,3.493718612194061,3.4358787965774535,3.485391652584076,3.4687868368625643
1994-09-06,59.760808243902694,B,3.3615665435791016,3.412887525558472,3.4590771436691283,3.4885865330696104,3.432856583595276,3.484142198562622,3.468995409011841
1994-09-07,59.708170949899774,B,3.438549280166626,3.4026234626770018,3.4539451122283937,3.4834545254707336,3.431374025344849,3.48317152261734,3.4697100603580475
1994-09-08,59.68091530404251,B,3.387226104736328,3.392358827590942,3.443680763244629,3.4783223509788512,3.4293667840957642,3.4819331097602846,3.4700469303131105
1994-09-09,59.69591586007143,B,3.387226104736328,3.392358827590942,3.4308502197265627,3.471907079219818,3.4288649797439574,3.4804492020606994,3.470020304918289
1994-09-12,59.744771345458254,B,3.4128875732421875,3.397491121292114,3.420585823059082,3.469341051578522,3.428876404762268,3.4794674038887026,3.470121986865997
1994-09-13,59.81002690342623,B,3.4128875732421875,3.4077553272247316,3.4103214263916017,3.4667750239372253,3.4298914194107057,3.478240110874176,3.470465998649597
1994-09-14,59.81069107800794,B,3.4128875732421875,3.4026229858398436,3.4026232242584227,3.461642825603485,3.429401044845581,3.4770128178596496,3.4709311759471895
1994-09-15,59.86475730760441,P,3.438549280166626,3.412887620925903,3.4026232242584227,3.455227792263031,3.4309292936325075,3.476533191204071,3.4717669785022736
1994-09-16,59.894646634034615,P,3.387226104736328,3.412887620925903,3.4026232242584227,3.446246600151062,3.4324347257614134,3.4755403327941896,3.4723461651802063
1994-09-19,59.91214086561994,P,3.4128875732421875,3.412887620925903,3.405189371109009,3.4398315072059633,3.433449740409851,3.474313039779663,3.473417149782181
1994-09-20,59.891229054114284,P,3.3615665435791016,3.402623414993286,3.405189371109009,3.4321332573890686,3.431932945251465,3.473554651737213,3.4739892053604127
1994-09-21,59.897697428454876,P,3.387226104736328,3.397491121292114,3.400057053565979,3.427001082897186,3.4304275512695312,3.4728073263168335,3.4748107242584227
1994-09-22,59.83943927521762,B,3.3359034061431885,3.3769619464874268,3.394924783706665,3.419302773475647,3.427895703315735,3.4717923069000243,3.4754967880249024
1994-09-23,59.805652382734706,B,3.3359034061431885,3.366697406768799,3.3897925138473513,3.410321366786957,3.4248620080947876,3.4707772874832155,3.476182851791382
1994-09-26,59.73650382255593,B,3.3102447986602783,3.346168851852417,3.3795282363891603,3.4000570297241213,3.4208133602142334,3.468752963542938,3.4772252786159514
1994-09-27,59.70264577692541,B,3.3102447986602783,3.3359045028686523,3.3692639589309694,3.3897926926612856,3.4167647123336793,3.4667286396026613,3.47814653635025
1994-09-28,59.655692068555766,B,3.3102447986602783,3.3205082416534424,3.3589996814727785,3.3808114528656006,3.412716064453125,3.464704315662384,3.4787043070793153
