Date,GRADE,GPS,REG,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1993-10-29,,,3.731804132461548,,,,,,
1993-11-01,,,3.756036281585693,,,,,,
1993-11-02,,,3.634875774383545,,,,,,
1993-11-03,,,3.6591057777404794,,,,,,
1993-11-04,,,3.634875774383545,3.683339548110962,,,,,
1993-11-05,,,3.634875774383545,3.6639538764953614,,,,,
1993-11-08,,,3.6591057777404794,3.644567775726318,,,,,
1993-11-09,,,3.634875774383545,3.644567775726318,,,,,
1993-11-10,,,3.6591057777404794,3.644567775726319,,,,,
1993-11-11,,,3.6591057777404794,3.6494137763977057,3.6663766622543337,,,,
1993-11-12,,,3.683340787887573,3.6591067790985115,3.661530327796936,,,,
1993-11-15,,,3.586409330368042,3.6445674896240234,3.644567632675171,,,,
1993-11-16,,,3.5621776580810547,3.6300278663635255,3.637297821044922,,,,
1993-11-17,,,3.537945508956909,3.6057958126068117,3.625181794166565,,,,
1993-11-18,,,3.416783571243286,3.557331371307373,3.603372573852539,,,,
1993-11-19,,,3.2713887691497803,3.4749409675598146,3.5670238733291626,,,,
1993-11-22,,,3.2713887691497803,3.411936855316162,3.5282521724700926,,,,
1993-11-23,,,3.319852113723755,3.363471746444702,3.4967498064041136,,,,
1993-11-24,,,3.2713887691497803,3.3101603984832764,3.457978105545044,,,,
1993-11-25,,,3.2713887691497803,3.281081438064575,3.419206404685974,3.5427915334701536,,,
1993-11-26,,,3.295619010925293,3.285927486419678,3.3804342269897463,3.5209822773933412,,,
1993-11-29,,,3.319852113723755,3.295620155334473,3.3537785053253173,3.499173069000244,,,
1993-11-30,,,3.319852113723755,3.295620155334473,3.3295459508895875,3.4834218859672545,,,
1993-12-01,,,3.295619010925293,3.300466203689575,3.305313301086426,3.4652475476264955,,,
1993-12-02,,,3.319852113723755,3.31015887260437,3.295620155334473,3.449496364593506,,,
1993-12-03,,,3.392551183700561,3.3295453071594237,3.307736396789551,3.4373801350593567,,,
1993-12-06,,,3.392551183700561,3.344085121154785,3.3198526382446287,3.4240524053573607,,,
1993-12-07,,,3.344085216522217,3.3489317417144777,3.3222759485244753,3.4095128774642944,,,
1993-12-08,,,3.319852113723755,3.35377836227417,3.3271222829818727,3.392550194263458,,,
1993-12-09,,,3.2713887691497803,3.344085693359375,3.3271222829818727,3.373164343833923,,,
1993-12-10,,,3.2713887691497803,3.3198532104492187,3.3246992588043214,3.3525667428970336,,,
1993-12-13,,,3.19869065284729,3.2810811042785644,3.3125831127166747,3.333180809020996,,,
1993-12-14,,,3.2471554279327397,3.261695146560669,3.3053134441375733,3.3174296975135804,,,
1993-12-15,,,3.2229223251342773,3.2423091888427735,3.2980437755584715,3.3016785383224487,,,
1993-12-16,,,3.19869065284729,3.2277695655822756,3.2859276294708253,3.290773892402649,,,
1993-12-17,,,3.19869065284729,3.213229942321777,3.266541576385498,3.2871389865875242,,,
1993-12-20,,,3.101759433746338,3.193843698501587,3.2374624013900757,3.278657519817352,,,
1993-12-21,,,3.125993251800537,3.1696112632751463,3.2156532049179076,3.2689645767211912,,,
1993-12-22,,,3.19869065284729,3.164764928817749,3.2035370588302614,3.265329670906067,,,
1993-12-23,,,3.2229223251342773,3.1696112632751463,3.198690414428711,3.262906348705292,,,
1993-12-24,,,3.2229223251342773,3.1744575977325438,3.1938437700271605,3.259271514415741,,,
1993-12-27,,,3.2471554279327397,3.203536796569824,3.1986902475357057,3.25563668012619,,,
1993-12-28,,,3.2471554279327397,3.2277692317962647,3.1986902475357057,3.2520018458366393,,,
1993-12-29,,,3.2229223251342773,3.232615566253662,3.1986902475357057,3.2483670115470886,,,
1993-12-30,,,3.2471554279327397,3.2374621868133544,3.2035367250442506,3.244732177257538,,,
1993-12-31,,,3.2229223251342773,3.2374621868133544,3.2059598922729493,3.2362507343292237,,,
1994-01-03,,,3.2713887691497803,3.2423088550567627,3.2229228258132934,3.2301926136016847,,,
1994-01-04,,,3.2713887691497803,3.247155523300171,3.237462377548218,3.2265577912330627,,,
1994-01-05,,,3.2713887691497803,3.2568488121032715,3.2447321891784666,3.224134624004364,,,
1994-01-06,,,3.2471554279327397,3.2568488121032715,3.247155499458313,3.222922956943512,3.371710252761841,,
1994-01-07,,,3.2713887691497803,3.266542100906372,3.252002143859863,3.222922956943512,3.3625019454956053,,
1994-01-10,,,3.416783571243286,3.295621061325073,3.268964958190918,3.233827602863312,3.355716891288757,,
1994-01-11,,,3.441014289855957,3.3295461654663088,3.2883508443832397,3.2435205459594725,3.3518396615982056,,
1994-01-12,,,3.465248107910156,3.368318033218384,3.3125834226608277,3.2556368350982665,3.347962508201599,,
1994-01-13,,,3.441014289855957,3.4070898056030274,3.3319693088531492,3.2677530169487,3.3440852785110473,,
1994-01-14,,,3.392551183700561,3.4313222885131838,3.3489321947097777,3.2774460434913637,3.3392387866973876,,
1994-01-17,,,3.392551183700561,3.4264758110046385,3.361048436164856,3.2919856309890747,3.3339076948165896,,
1994-01-18,,,3.368316888809204,3.411936330795288,3.3707412481307983,3.304101812839508,3.3285765171051027,,
1994-01-19,,,3.465248107910156,3.411936330795288,3.390127182006836,3.3174296855926513,3.324699363708496,,
1994-01-20,,,3.392551183700561,3.402243709564209,3.4046667575836183,3.3259111285209655,3.3193682718276976,,
1994-01-21,,,3.465248107910156,3.416783094406127,3.424052691459656,3.3380274176597595,3.3150064182281493,,
1994-01-24,,,3.416783571243286,3.4216295719146723,3.424052691459656,3.3465088248252868,3.311613903045654,,
1994-01-25,,,3.441014289855957,3.436169052124023,3.424052691459656,3.3562017679214478,3.3091906356811522,,
1994-01-26,,,3.416783571243286,3.4264761447906493,3.419206237792969,3.3658948302268983,3.30676739692688,,
1994-01-27,,,3.441014289855957,3.4361687660217286,3.419206237792969,3.3755877733230593,3.3072520112991333,,
1994-01-28,,,3.441014289855957,3.4313220024108886,3.4240525484085085,3.386492371559143,3.310644521713257,,
1994-01-31,,,3.465248107910156,3.4410149097442626,3.4313222408294677,3.396185338497162,3.3145217084884644,,
1994-02-01,,,3.465248107910156,3.4458616733551026,3.441015362739563,3.4058783054351807,3.3174296283721922,,
1994-02-02,,,3.465248107910156,3.4555545806884767,3.441015362739563,3.4155712723731995,3.3213068151474,,
1994-02-03,,,3.489478826522827,3.4652474880218507,3.4507081270217896,3.427687442302704,3.3256686162948608,,
1994-02-04,,,3.416783571243286,3.4604013442993162,3.4458616733551026,3.4349571824073792,3.3280919075012205,,
1994-02-07,,,3.5110673904418945,3.469565200805664,3.4552900552749635,3.4396713733673097,3.3319162130355835,,
1994-02-08,,,3.4865119457244877,3.47381796836853,3.4598398208618164,3.441946256160736,3.335249409675598,,
1994-02-09,,,3.5601720809936523,3.4928027629852294,3.474178671836853,3.4466924548149107,3.3405404710769653,,
1994-02-10,,,3.535616874694824,3.502030372619629,3.4836389303207396,3.4514225840568544,3.3448557662963867,,
1994-02-11,,,3.535616874694824,3.5257970333099364,3.4930991888046266,3.4585758686065673,3.347717080116272,,
1994-02-14,,,3.5601720809936523,3.535617971420288,3.502591586112976,3.466956913471222,3.3510694980621336,,
1994-02-15,,,3.584724903106689,3.5552605628967284,3.5145392656326293,3.4777773141860964,3.355882291793823,,
1994-02-16,,,3.6583828926086426,3.5749027252197267,3.533852744102478,3.4874340534210204,3.362652907371521,,
1994-02-17,,,3.6583828926086426,3.5994559288024903,3.5507431507110594,3.5007256388664247,3.3703927898406985,,
1994-02-18,,,3.6583828926086426,3.624009132385254,3.5749030828475954,3.510382378101349,3.3781326723098757,,
1994-02-21,,,3.6583828926086426,3.6436512947082518,3.58963463306427,3.522462344169617,3.3873265171051026,,
1994-02-22,,,3.633830785751343,3.6534724712371824,3.6043665170669557,3.532103168964386,3.3950600242614746,,
1994-02-23,,,3.633830785751343,3.6485620498657227,3.6117323875427245,3.542955529689789,3.403278193473816,,
1994-02-24,,,3.609277009963989,3.638740873336792,3.619098401069641,3.5513686656951906,3.41148992061615,,
1994-02-25,,,3.633830785751343,3.633830451965332,3.628919792175293,3.5610094904899596,3.420192723274231,,
1994-02-28,,,3.682936906814575,3.6387412548065186,3.641196274757385,3.5718939304351807,3.431816272735596,,
1994-03-01,,,3.6583828926086426,3.6436516761779787,3.6485620737075806,3.581550669670105,3.442464065551758,,
1994-03-02,,,3.633830785751343,3.6436516761779787,3.6461068630218505,3.5899798035621644,3.451166868209839,,
1994-03-03,,,3.609277009963989,3.6436516761779787,3.641196274757385,3.5959697127342225,3.458893961906433,,
1994-03-04,,,3.609277009963989,3.6387409210205077,3.63628568649292,3.6055943846702574,3.4666210556030275,,
1994-03-07,,,3.633830785751343,3.6289196968078614,3.6338304758071898,3.61173255443573,3.4743545627593995,,
1994-03-08,,,3.609277009963989,3.6190985202789308,3.6313750982284545,3.617870807647705,3.4815969944000242,,
1994-03-09,,,3.609277009963989,3.61418776512146,3.6289197206497192,3.620326054096222,3.4893240880966188,,
1994-03-10,,,3.633830785751343,3.6190985202789308,3.6313750982284545,3.625236749649048,3.4970575952529908,,
1994-03-11,,,3.633830785751343,3.6240092754364013,3.6313750982284545,3.6301474452018736,3.505275764465332,,
1994-03-14,,,3.633830785751343,3.6240092754364013,3.6264644861221313,3.6338303804397585,3.5125246047973633,,
1994-03-15,,,3.633830785751343,3.6289200305938722,3.6240092754364013,3.636285674571991,3.5197734451293945,,
1994-03-16,,,3.535616874694824,3.614188003540039,3.6141878843307493,3.6301473736763,3.5250580072402955,,
1994-03-17,,,3.535616874694824,3.5945452213287354,3.606821870803833,3.624009072780609,3.5308272361755373,3.451268744468689,
1994-03-18,,,3.535616874694824,3.5749024391174316,3.5994558572769164,3.617870771884918,3.536111798286438,3.4493068718910216,
