Date,GRADE,GPS,CTSH,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1998-06-19,,,0.1884207725524902,,,,,,
1998-06-22,,,0.1884207725524902,,,,,,
1998-06-23,,,0.1884207725524902,,,,,,
1998-06-24,,,0.1931319087743759,,,,,,
1998-06-25,,,0.2119737565517425,0.1940735965967178,,,,,
1998-06-26,,,0.2284604609012603,0.20208153426647182,,,,,
1998-06-29,,,0.2343491464853286,0.21126720905303947,,,,,
1998-06-30,,,0.2272828519344329,0.21903962492942805,,,,,
1998-07-01,,,0.2237502187490463,0.2251632869243621,,,,,
1998-07-02,,,0.2261053323745727,0.22798960208892813,0.21103159934282298,,,,
1998-07-03,,,0.2261053323745727,0.2275185763835906,0.21480005532503124,,,,
1998-07-06,,,0.2284604609012603,0.226340839266777,0.21880402415990824,,,,
1998-07-07,,,0.2272828519344329,0.226340839266777,0.2226902320981025,,,,
1998-07-08,,,0.2284604609012603,0.22728288769721977,0.22622308731079094,,,,
1998-07-09,,,0.2661449313163757,0.23529080748558034,0.23164020478725425,,,,
1998-07-10,,,0.270855188369751,0.244240778684616,0.23587967753410335,,,,
1998-07-13,,,0.2602562606334686,0.2505999386310577,0.23847038894891734,,,,
1998-07-14,,,0.2849867939949035,0.2621407270431518,0.2442407831549644,,,,
1998-07-15,,,0.3014734387397766,0.2767433226108551,0.2520131051540374,,,,
1998-07-16,,,0.2944081723690033,0.2823959708213806,0.2588433891534805,0.23493749424815175,,,
1998-07-17,,,0.3038294613361358,0.28899082541465754,0.2666158020496368,0.240707928687334,,,
1998-07-20,,,0.3179611265659332,0.3005317986011505,0.2755658686161041,0.24718494638800617,,,
1998-07-21,,,0.3368028998374939,0.3108950197696686,0.2865178734064102,0.25460405275225634,,,
1998-07-22,,,0.3273815214633941,0.3160766363143921,0.2964099794626236,0.26131653338670724,,,
1998-07-23,,,0.3179611265659332,0.32078722715377805,0.30159159898757937,0.2666159018874168,,,
1998-07-24,,,0.3038294613361358,0.32078722715377805,0.30488902628421777,0.27038435190916055,,,
1998-07-27,,,0.3038294613361358,0.3179608941078186,0.3092463463544845,0.2738583676517009,,,
1998-07-28,,,0.2896978557109833,0.30853988528251647,0.3097174525260925,0.2769791178405284,,,
1998-07-29,,,0.3014734387397766,0.303358268737793,0.3097174525260925,0.280865278840065,,,
1998-07-30,,,0.3085397481918335,0.301473993062973,0.3111306101083755,0.28498699963092805,,,
1998-07-31,,,0.3014734387397766,0.30100278854370116,0.3108950078487396,0.2887554049491882,,,
1998-08-03,,,0.2991183400154114,0.3000605642795563,0.3090107291936874,0.29228829890489577,,,
1998-08-04,,,0.3002959787845611,0.3021801888942718,0.3053600370883941,0.2959389552474022,,,
1998-08-05,,,0.3120723664760589,0.30429997444152834,0.30382912158966063,0.30011955052614214,,,
1998-08-06,,,0.3026510179042816,0.3031222283840179,0.3022981107234955,0.3019448548555374,,,
1998-08-07,,,0.3203161358833313,0.3068907678127289,0.303946778178215,0.30441790223121645,,,
1998-08-10,,,0.3214937448501587,0.3113658487796783,0.3057132065296173,0.30747977644205093,,,
1998-08-11,,,0.3179611265659332,0.31489887833595276,0.3085395336151123,0.3091284930706024,,,
1998-08-12,,,0.3226713538169861,0.3170186758041382,0.31065932512283323,0.31018838882446287,,,
1998-08-13,,,0.3297366499900818,0.3224358022212982,0.31277901530265806,0.31195481270551684,,,
1998-08-14,,,0.3368028998374939,0.32573315501213074,0.3163119614124298,0.31360348463058474,,,
1998-08-17,,,0.3273815214633941,0.3269107103347778,0.31913827955722807,0.3140745043754577,,,
1998-08-18,,,0.3579997718334198,0.33491843938827515,0.32490865886211395,0.315134347975254,,,
1998-08-19,,,0.3532896041870117,0.34104208946228026,0.3290303826332092,0.31642975211143487,,,
1998-08-20,,,0.3462241888046264,0.3443395972251892,0.3333876997232437,0.31784290522336955,,,
1998-08-21,,,0.3391579687595367,0.34481061100959776,0.33527188301086425,0.3196093305945396,,,
1998-08-24,,,0.3368028998374939,0.34669488668441767,0.33680279850959777,0.3212580025196075,,,
1998-08-25,,,0.3556446433067322,0.34622386097908014,0.3405711501836777,0.32455534189939494,,,
1998-08-26,,,0.330914169549942,0.3417487740516662,0.3413954317569733,0.3260273784399032,,,
