Date,GRADE,GPS,BDX,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1984-02-14,,,1.1270519495010376,1.1334695100784302,1.1535240411758423,1.1816001415252686,1.1831242895126344,,
1984-02-15,,,1.1310628652572632,1.1334695100784302,1.1495131254196167,1.1753832578659058,1.182482535839081,,
1984-02-16,,,1.1270519495010376,1.1302608013153077,1.1451011180877686,1.1689658284187316,1.1822418761253357,,
1984-02-17,,,1.1230415105819702,1.1254477739334106,1.1422935724258423,1.1627489805221558,1.1820012354850769,,
1984-02-20,,,1.1230415105819702,1.1262499570846558,1.1350740194320679,1.1569332301616668,1.181840808391571,,
1984-02-21,,,1.094965577125549,1.1198326826095581,1.1266510963439942,1.1503153383731841,1.181439723968506,,
1984-02-22,,,1.0989768505096436,1.1134154796600342,1.123442494869232,1.1455023288726807,1.1806375622749328,,
1984-02-23,,,1.1069979667663574,1.1094046831130981,1.119832742214203,1.140889835357666,1.1801562643051147,,
1984-02-24,,,1.1310628652572632,1.1110089540481567,1.1182283639907837,1.1388843774795532,1.1799958229064942,,
1984-02-27,,,1.1270519495010376,1.1118110418319702,1.119030499458313,1.1380822002887725,1.1795947289466857,,
1984-02-28,,,1.1150197982788086,1.1158218860626221,1.1178272843360901,1.135675662755966,1.1791134262084961,,
1984-02-29,,,1.1190305948257446,1.1198326349258423,1.1166240572929382,1.1330685913562775,1.1785519051551818,,
1984-03-01,,,1.1390849351882937,1.1262500286102295,1.1178273558616638,1.131464236974716,1.178070592880249,,
1984-03-02,,,1.1230415105819702,1.124645757675171,1.1178273558616638,1.130060464143753,1.1772684121131898,,
1984-03-05,,,1.1242386102676392,1.1240830898284913,1.1179470658302306,1.1265105426311492,1.1764901733398438,,
1984-03-06,,,1.116150140762329,1.1243091583251954,1.1200655221939086,1.1233583092689514,1.1753897356987,,
1984-03-07,,,1.0999743938446045,1.1204979181289674,1.1201652765274048,1.1218038856983186,1.1740460014343261,,
1984-03-08,,,1.1040183305740356,1.1134845972061158,1.1198673129081727,1.1198500275611878,1.1730237889289856,,
1984-03-09,,,1.116150140762329,1.1121063232421875,1.118376040458679,1.1183022022247315,1.1717628955841064,,
1984-03-12,,,1.112106442451477,1.109679889678955,1.1168814897537231,1.117955994606018,1.1704211282730101,,
1984-03-13,,,1.1080622673034668,1.1080623149871827,1.116185736656189,1.1170065104961395,1.1683567714691163,,
1984-03-14,,,1.128282070159912,1.1137238502502442,1.1171108841896058,1.116867470741272,1.1662957215309142,,
1984-03-15,,,1.116150140762329,1.1161502122879028,1.1148174047470092,1.1163223803043365,1.1635107135772704,,
1984-03-16,,,1.1363698244094849,1.120194149017334,1.1161502361297608,1.1169887959957123,1.1611300992965699,,
1984-03-19,,,1.112106442451477,1.120194149017334,1.1149370193481445,1.1164420425891877,1.158504891395569,,
1984-03-20,,,1.1080622673034668,1.120194149017334,1.1141282320022583,1.1170968770980836,1.1557185673713684,,
1984-03-21,,,1.0959299802780151,1.1137237310409547,1.1137237906455995,1.116944533586502,1.1526093888282776,,
1984-03-22,,,1.1080622673034668,1.112106156349182,1.1141281843185424,1.1169977486133575,1.1499032974243164,,
1984-03-23,,,1.0999743938446045,1.104827070236206,1.11251060962677,1.1154433250427247,1.1471958756446838,,
1984-03-26,,,1.0999743938446045,1.1024006605148315,1.1112974047660829,1.114089447259903,1.144408233165741,,
1984-03-27,,,1.128282070159912,1.1064446210861205,1.1133193850517273,1.1147525608539581,1.1421065378189086,,
1984-03-28,,,1.1444590091705322,1.116150426864624,1.1149370789527893,1.1160239815711974,1.139887707233429,,
1984-03-29,,,1.132326602935791,1.1210032939910888,1.1165547251701355,1.1156860649585725,1.1374262285232544,,
1984-03-30,,,1.132326602935791,1.127473735809326,1.116150403022766,1.1161503195762634,1.1351251912117004,,
1984-04-02,,,1.1201943159103394,1.131517720222473,1.1169591903686524,1.1159481048583983,1.1327419471740723,,
1984-04-03,,,1.1242386102676392,1.1307090282440186,1.1185768246650696,1.116352528333664,1.130680251121521,,
1984-04-04,,,1.1242386102676392,1.12666494846344,1.121407687664032,1.1175657391548157,1.1292602825164795,,
1984-04-05,,,1.1242386102676392,1.1250473499298095,1.1230253219604491,1.118576753139496,1.1277600979804994,,
1984-04-06,,,1.116150140762329,1.1218120574951171,1.1246428966522217,1.118576753139496,1.1266596603393555,1.1598241710662842,
1984-04-09,,,1.116150140762329,1.121003222465515,1.126260471343994,1.1187789380550384,1.126120753288269,1.1587665677070618,
1984-04-10,,,1.128282070159912,1.1218119144439698,1.126260471343994,1.1197899281978607,1.1254233837127685,1.1580690884590148,
1984-04-11,,,1.1242386102676392,1.1218119144439698,1.1242384314537048,1.1195877552032472,1.124484715461731,1.1574505817890168,
1984-04-12,,,1.1444590091705322,1.1258559942245483,1.125451672077179,1.1210031986236573,1.1239504551887511,1.1570342791080475,
1984-04-13,,,1.1242386102676392,1.1274736881256104,1.1246428728103637,1.1203966379165649,1.1234128880500793,1.15625657081604,
1984-04-16,,,1.132326602935791,1.1307089805603028,1.125856101512909,1.1214076459407807,1.122154679298401,1.15563933968544,
1984-04-17,,,1.1404143571853638,1.133135437965393,1.1274736762046813,1.1230252504348754,1.1213790702819824,1.1549437844753265,
1984-04-18,,,1.1404143571853638,1.136370587348938,1.129091250896454,1.1252494692802428,1.1215661001205444,1.1543278336524962,
1984-04-19,,,1.1404143571853638,1.1355616569519043,1.1307088255882263,1.1268670737743378,1.1215124773979186,1.1539108848571777,
1984-04-20,,,1.1404143571853638,1.1387968063354492,1.1331352472305298,1.1288890719413758,1.1213786315917968,1.1533745312690735,
1984-04-23,,,1.1444590091705322,1.1412232875823975,1.13596613407135,1.131113302707672,1.1218871998786926,1.153027173280716,
1984-04-24,,,1.1404143571853638,1.1412232875823975,1.1371793627738953,1.1317199170589447,1.122154448032379,1.1526393687725067,
1984-04-25,,,1.148501753807068,1.1428407669067382,1.1396056771278382,1.1319220542907715,1.1225032258033751,1.152492880821228,
1984-04-26,,,1.1363698244094849,1.1420318603515625,1.1387967586517334,1.1321242153644562,1.1226895833015442,1.15246572971344,
1984-04-27,,,1.1242386102676392,1.1387967109680175,1.1387967586517334,1.1317198157310486,1.1227135252952576,1.1523573803901672,
1984-04-30,,,1.128282070159912,1.1355613231658936,1.1383923053741456,1.1321242034435273,1.1228183364868165,1.1523295724391938,
1984-05-01,,,1.128282070159912,1.1331348657608031,1.1371790766716003,1.1323263764381408,1.1234846663475038,1.1524621951580047,
1984-05-02,,,1.148501753807068,1.1331348657608034,1.1379878163337707,1.1335395336151124,1.124475164413452,1.1525563633441924,
1984-05-03,,,1.1242386102676392,1.1307086229324341,1.1363702416419983,1.1335395336151124,1.1248199772834777,1.1524881207942963,
1984-05-04,,,1.1080622673034668,1.1274733543395996,1.1331350326538085,1.1331351399421692,1.1243599653244019,1.152177894115448,
1984-05-07,,,1.112106442451477,1.1242382287979127,1.1298997759819032,1.1329329550266265,1.1240610551834107,1.1518278920650482,
1984-05-08,,,1.112106442451477,1.1210031032562255,1.1270689845085144,1.1321241736412049,1.124002788066864,1.1515581071376801,
1984-05-09,,,1.132326602935791,1.1177680730819701,1.1254514694213866,1.1325285732746124,1.124268708229065,1.1514103066921235,
1984-05-10,,,1.128282070159912,1.1185767650604248,1.1246426939964294,1.1317197263240815,1.1240526509284974,1.1510616219043732,
1984-05-11,,,1.1201943159103394,1.1210031747817992,1.1242382645606994,1.1315175116062164,1.1239957070350648,1.1506320595741273,
1984-05-14,,,1.1080622673034668,1.1201943397521972,1.122216284275055,1.1303042948246003,1.1236721801757812,1.1500811767578125,
1984-05-15,,,1.116150140762329,1.1210030794143677,1.1210030913352966,1.1290910840034485,1.1236721801757812,1.1495309579372406,
1984-05-16,,,1.1201943159103394,1.1185766220092774,1.1181723475456238,1.1280800819396972,1.1240765786170959,1.1490612900257111,
1984-05-17,,,1.1040183305740356,1.113723874092102,1.1161503195762634,1.1262602806091309,1.1240765786170959,1.1485501837730407,
1984-05-18,,,1.1080622673034668,1.1112974643707276,1.1161503195762634,1.124642676115036,1.1239148211479186,1.1478388583660126,
1984-05-21,,,1.0999743938446045,1.109679889678955,1.1149371147155762,1.1224184453487396,1.1236721801757812,1.1470466542243958,
1984-05-22,,,1.0878422260284424,1.1040183067321778,1.1125106930732727,1.1197898387908936,1.1232677793502808,1.1458122754096984,
1984-05-23,,,1.0999743938446045,1.0999743223190308,1.109275472164154,1.1173634707927704,1.1227016258239746,1.1444986736774445,
1984-05-24,,,1.091886281967163,1.0975479125976562,1.105635893344879,1.1151392936706543,1.1222163486480712,1.142863531112671,
1984-05-25,,,1.091886281967163,1.0943127155303956,1.1028050899505615,1.1135216772556304,1.1213266777992248,1.1412283885478973,
1984-05-28,,,1.091886281967163,1.0926950931549073,1.101187491416931,1.111701887845993,1.1209222745895386,1.1397135829925538,
1984-05-29,,,1.0716667175292969,1.0894599914550782,1.096739149093628,1.1088711202144623,1.1201943635940552,1.137956465482712,
1984-05-30,,,1.0514464378356934,1.079754400253296,1.0898643612861634,1.1040183544158935,1.1193046927452088,1.1359570407867432,
1984-05-31,,,1.055490493774414,1.0724752426147461,1.0850115776062013,1.1005809485912323,1.1182532572746278,1.134078277349472,
1984-06-01,,,1.067622184753418,1.067622423171997,1.0809675693511962,1.0985589444637298,1.117606213092804,1.132401044368744,
1984-06-04,,,1.0959299802780151,1.0684311628341674,1.0805631279945374,1.0977501213550567,1.1175253248214723,1.1309667789936066,
1984-06-05,,,1.0971380472183228,1.0735254287719727,1.0814927101135254,1.097001701593399,1.1169024443626403,1.1295044910907746,
1984-06-06,,,1.0971380472183228,1.0826637506484986,1.0812090754508972,1.0952422738075256,1.1159560251235963,1.1279218661785126,
1984-06-07,,,1.093058705329895,1.0901773929595948,1.0813263177871704,1.0934811055660247,1.1151706671714783,1.1262984478473663,
1984-06-08,,,1.093058705329895,1.09526469707489,1.0814435601234436,1.0921243250370025,1.1143853092193603,1.1247552502155305,
1984-06-11,,,1.0726661682128906,1.0906119346618652,1.0795215487480163,1.0903545200824738,1.1134347462654113,1.123088346719742,
1984-06-12,,,1.0685877799987793,1.0849018812179565,1.0792136549949647,1.0879764020442964,1.1123217296600343,1.1215009903907776,
1984-06-13,,,1.076744556427002,1.0808231830596924,1.0817434668540955,1.0858039140701294,1.1113718485832214,1.1203160655498505,
1984-06-14,,,1.0808231830596924,1.0783760786056518,1.0842767357826233,1.0846441566944123,1.1105035400390626,1.119131819009781,
1984-06-15,,,1.093058705329895,1.0783760786056518,1.086820387840271,1.0838939785957336,1.1100417113304137,1.1183506858348846,
1984-06-18,,,1.076744556427002,1.079191756248474,1.0849018454551698,1.0827324867248536,1.1092535996437072,1.1176871764659881,
1984-06-19,,,1.0849019289016724,1.0824545860290526,1.0836782336235047,1.082585471868515,1.1083859968185426,1.1169046902656554,
1984-06-20,,,1.076744556427002,1.0824545860290526,1.0816388845443725,1.0814239799976348,1.1074361157417298,1.1159604156017304,
1984-06-21,,,1.088980793952942,1.0840861082077027,1.0812310934066773,1.0812787055969237,1.106326551437378,1.1151385033130645,
1984-06-22,,,1.0971380472183228,1.0849019765853882,1.08163902759552,1.0815412938594817,1.1057845401763915,1.1145987141132354,
1984-06-25,,,1.093058705329895,1.0881648063659668,1.0836782813072205,1.0815999150276183,1.1049991822242737,1.1135769307613372,
1984-06-26,,,1.0849019289016724,1.0881648063659668,1.0853096961975097,1.082261675596237,1.1038889336585997,1.1126340019702912,
1984-06-27,,,1.0808231830596924,1.088980531692505,1.0857175588607788,1.083730512857437,1.1026971101760865,1.1121316051483154,
1984-06-28,,,1.1012158393859863,1.0914275407791139,1.0877568244934082,1.0860167801380158,1.101913139820099,1.111712808609009,
1984-06-29,,,1.0849019289016724,1.0889803171157837,1.0869411468505858,1.0868807673454284,1.100802891254425,1.111090761423111,
1984-07-02,,,1.093058705329895,1.0889803171157837,1.0885725617408752,1.0867372035980225,1.0997748851776123,1.1108310425281525,
1984-07-03,,,1.0849019289016724,1.0889803171157837,1.0885725617408752,1.0861253976821899,1.0986646366119386,1.1104095423221587,
1984-07-04,,,1.0849019289016724,1.0897960662841797,1.0893882989883423,1.0855135917663574,1.0973926401138305,1.1099479329586028,
1984-07-05,,,1.0971380472183228,1.088980507850647,1.0902040243148803,1.0857175588607788,1.0966080045700073,1.1096487939357758,
1984-07-06,,,1.0849019289016724,1.088980507850647,1.0889804124832154,1.0853097200393678,1.095821270942688,1.1092673981189727,
1984-07-09,,,1.1012158393859863,1.0906119346618652,1.0897961258888245,1.0867372035980225,1.0952799463272094,1.109049141407013,
1984-07-10,,,1.0808231830596924,1.0897961854934692,1.0893882513046265,1.0873489737510682,1.094330768585205,1.1089077174663544,
1984-07-11,,,1.0849019289016724,1.0897961854934692,1.0897961258888245,1.0877568423748016,1.0930587720870972,1.1087669682502748,
1984-07-12,,,1.0808231830596924,1.086533212661743,1.0877568602561951,1.0877568423748016,1.0921904635429383,1.108505220413208,
1984-07-13,,,1.0849019289016724,1.086533212661743,1.0877568602561951,1.0873490035533906,1.0917272567749023,1.108043611049652,
1984-07-16,,,1.093058705329895,1.084901785850525,1.0877568602561951,1.088164710998535,1.0913463020324707,1.1077036786079406,
1984-07-17,,,1.088980793952942,1.0865333080291748,1.088164746761322,1.0883686542510986,1.0908837890625,1.107443288564682,
1984-07-18,,,1.0971380472183228,1.088980531692505,1.089388358592987,1.0893883287906647,1.0901800179481507,1.1072243630886078,
1984-07-19,,,1.0849019289016724,1.089796280860901,1.088164746761322,1.0891843855381012,1.0893124151229858,1.1066825330257415,
1984-07-20,,,1.0849019289016724,1.089796280860901,1.088164746761322,1.0885725796222687,1.0886065673828125,1.1063011372089386,
1984-07-23,,,1.0685877799987793,1.0849020957946778,1.0849019408226013,1.087349033355713,1.0878170776367186,1.10574462890625,
1984-07-24,,,1.0604305267333984,1.079192042350769,1.082862675189972,1.0861254632472992,1.0867026853561401,1.1051874327659608,
1984-07-25,,,1.0441160202026367,1.068587636947632,1.0787840843200684,1.0842901051044465,1.085181119441986,1.104628849029541,
1984-07-26,,,1.0237234830856323,1.0563519477844239,1.0730741143226623,1.0804154872894287,1.083575222492218,1.103825900554657,
1984-07-27,,,1.007408618927002,1.0408532857894897,1.0653247833251953,1.076540821790695,1.0815621495246888,1.1027384853363038,
1984-07-30,,,1.015566110610962,1.0302489519119262,1.057575523853302,1.0726661920547484,1.0798739838600158,1.1017730820178986,
1984-07-31,,,1.0604305267333984,1.0302489519119262,1.0547204971313477,1.0714426219463349,1.079325749874115,1.1012967646121978,
1984-08-01,,,1.0808231830596924,1.0375903844833374,1.0530890107154847,1.0712386846542359,1.0789427256584168,1.1008221757411958,
1984-08-02,,,1.121609091758728,1.0571675062179566,1.0567597270011901,1.0724622368812562,1.079537181854248,1.1008767652511597,
1984-08-03,,,1.125688076019287,1.0808233976364137,1.0608383417129517,1.0745015442371368,1.0802132177352906,1.1007699477672577,
1984-08-06,,,1.1501590013504028,1.1077419757843017,1.068995463848114,1.0769487023353577,1.0813786721229552,1.101150473356247,
1984-08-07,,,1.142001986503601,1.1240562677383423,1.0771526098251343,1.080007642507553,1.0827853775024414,1.1014898705482483,
1984-08-08,,,1.1460803747177124,1.1371077060699464,1.087349045276642,1.083066564798355,1.0846780562400817,1.1019913744926453,
1984-08-09,,,1.1664732694625854,1.1460805416107178,1.1016240239143371,1.0873490691184997,1.0868977117538452,1.1025754845142364,
1984-08-10,,,1.1583160161972046,1.1526061296463013,1.1167147636413575,1.0910197734832763,1.088711588382721,1.1031589007377625,
1984-08-13,,,1.1623940467834473,1.1550531387329102,1.131397557258606,1.094486540555954,1.0900408697128297,1.103783097267151,
1984-08-14,,,1.1868667602539062,1.1640260934829711,1.1440411806106567,1.0993808388710022,1.0918354439735412,1.1043689441680908,
1984-08-15,,,1.1909449100494385,1.1729990005493165,1.1550533533096314,1.104071182012558,1.0937115812301637,1.1048338031768798,
1984-08-16,,,1.2031807899475098,1.1803405046463014,1.1632105231285095,1.1099851250648498,1.095914022922516,1.105542345046997,
1984-08-17,,,1.2154167890548706,1.1917606592178345,1.1721833944320679,1.1165108680725098,1.0983611845970154,1.106373246908188,
1984-08-20,,,1.2072592973709106,1.2007337093353272,1.1778934240341186,1.1234444439411164,1.1010530471801758,1.1072438967227936,
1984-08-21,,,1.223572850227356,1.208074927330017,1.1860505104064942,1.1316015601158143,1.1041527485847473,1.1082372391223907,
1984-08-22,,,1.2317299842834473,1.2162319421768188,1.1946154713630677,1.1409822583198548,1.1072524571418763,1.109312152862549,
1984-08-23,,,1.2562017440795898,1.226836133003235,1.203588318824768,1.1526061713695526,1.1107600283622743,1.1106317842006683,
1984-08-24,,,1.2562017440795898,1.2349931240081786,1.2133768916130065,1.165045827627182,1.114022889137268,1.112032300233841,1.1359282356500626
1984-08-27,,,1.2358092069625854,1.2407031059265137,1.2207184076309203,1.1760579824447632,1.1172041821479797,1.1132288908958434,1.1359977293014527
1984-08-28,,,1.2358092069625854,1.2431503772735595,1.2256126523017883,1.1848269164562226,1.120222327709198,1.1143041622638703,1.1361866253614425
1984-08-29,,,1.2439666986465454,1.2455977201461792,1.230914831161499,1.1929840922355652,1.1235667705535888,1.1155014431476593,1.136476012468338
1984-08-30,,,1.2398874759674072,1.2423348665237426,1.2345854997634889,1.198898011445999,1.1265849041938782,1.116455727815628,1.1367450034618378
1984-08-31,48.983351306241524,A,1.2497540712356567,1.2410453319549561,1.2380192279815674,1.2051013112068176,1.1296372246742248,1.1177108824253081,1.1369837266206742
1984-09-03,48.97723845217862,A,1.2497540712356567,1.2438343048095704,1.242268705368042,1.2100810647010802,1.1327711319923401,1.118885157108307,1.1372622483968735
1984-09-04,48.97091993312725,A,1.2374217510223389,1.244156813621521,1.2436535954475403,1.2148520529270173,1.1358215284347535,1.1198552310466767,1.1373995077610015
1984-09-05,48.961405921327774,A,1.2333102226257324,1.2420255184173583,1.2438116192817688,1.2192135453224182,1.1388712692260743,1.1207841897010804,1.1375560116767884
1984-09-06,48.955037266216685,A,1.229198932647705,1.239887809753418,1.2411113381385803,1.2223498284816743,1.1414309310913087,1.1216720354557037,1.1377914601564407
1984-09-07,48.94139030729295,P,1.208644986152649,1.2316659927368163,1.2363556623458862,1.2248662769794465,1.143905792236328,1.1223543417453765,1.137864436507225
1984-09-10,48.93096880794251,P,1.2209773063659668,1.2259106397628785,1.2348724722862243,1.2277954399585724,1.1464641642570497,1.123119524717331,1.1380733489990233
1984-09-11,48.924100634534206,P,1.216866374015808,1.2217995643615722,1.2329781889915465,1.2292954206466675,1.1491034531593323,1.1238840448856353,1.138261706829071
1984-09-12,48.914682942650906,P,1.200422286987305,1.2152219772338868,1.2286237478256226,1.2297692894935608,1.1514138603210449,1.1244032502174377,1.138448065519333
1984-09-13,48.913305453799914,P,1.216866374015808,1.2127554655075072,1.2263216376304626,1.2304535686969758,1.1538084268569946,1.125208215713501,1.1388369727134704
1984-09-14,48.927405893461156,P,1.2497540712356567,1.220977282524109,1.2263216376304626,1.232170432806015,1.1571054697036742,1.1264633703231812,1.1394103753566742
1984-09-17,48.93729037843292,A,1.2538657188415527,1.2275549650192261,1.2267328023910522,1.2345007538795472,1.1601584672927856,1.1277192068099975,1.1400243896245956
1984-09-18,48.952624883713476,A,1.2661986351013184,1.237421417236328,1.2296104907989502,1.2366320431232452,1.163865976333618,1.1290983724594117,1.1407802838087082
1984-09-19,48.97068479859922,A,1.262087345123291,1.2497544288635254,1.232488203048706,1.2381499111652374,1.1674096846580506,1.130234228372574,1.1413952958583833
1984-09-20,48.98200092302144,A,1.257975697517395,1.2579762935638428,1.235365879535675,1.2382386088371278,1.1709527349472046,1.1315715992450714,1.1420298600196839
1984-09-21,48.97604797587957,A,1.2333102226257324,1.254687523841858,1.2378324031829835,1.2370940327644349,1.1739209008216858,1.1328240787982942,1.142500986456871
1984-09-24,48.967134476700636,A,1.2250884771347046,1.2489320755004882,1.2382435202598572,1.2365579962730409,1.176561496257782,1.1339538991451263,1.1428908956050874
1984-09-25,48.957569835625804,A,1.2415319681167605,1.2439987421035767,1.2407100796699526,1.2368441343307495,1.1796125197410583,1.1352481544017792,1.1434031307697297
1984-09-26,48.949270765989866,P,1.2415319681167605,1.2398876667022705,1.244821047782898,1.2367223978042603,1.1825003981590272,1.136340208053589,1.1438752573728561
1984-09-27,48.941127614217606,P,1.2374217510223389,1.2357768774032594,1.246876585483551,1.2365991115570067,1.1855507946014405,1.137431604862213,1.1442466133832931
1984-09-28,48.93801097722642,P,1.229198932647705,1.2349546194076537,1.2448210716247559,1.2355713546276093,1.1884367346763611,1.1385216510295868,1.144576855301857
1984-10-01,48.94024436079187,P,1.2333102226257324,1.2365989685058594,1.242765522003174,1.234749162197113,1.1917311835289002,1.1397741305828095,1.144927653670311
1984-10-02,48.93362799390797,P,1.2209773063659668,1.2324880361557007,1.2382433891296387,1.2339269399642945,1.1949421191215515,1.1408224022388458,1.1451766800880432
1984-10-03,48.922945945824985,P,1.200422286987305,1.2242660999298098,1.23207688331604,1.232282543182373,1.1980682444572448,1.1416246819496154,1.1453429859876634
1984-10-04,48.921378903029016,P,1.2209773063659668,1.220977210998535,1.2283770442008972,1.2318714618682862,1.2020133209228516,1.1427942717075348,1.1456722277402878
1984-10-05,48.923363040981165,P,1.216866374015808,1.2185106992721557,1.2267326593399048,1.232282531261444,1.2062024760246277,1.1438823127746582,1.1458605855703354
1984-10-08,48.91733915911897,P,1.196311354637146,1.2111109256744386,1.223854947090149,1.231049233675003,1.2098173809051513,1.1448456823825837,1.1459461683034897
1984-10-09,48.92062617974276,P,1.2209773063659668,1.2111109256744386,1.2217994809150696,1.231254780292511,1.2130283164978026,1.1461770331859589,1.1459946542978288
1984-10-10,48.923318793448324,P,1.200422286987305,1.2111109256744386,1.217688512802124,1.231254780292511,1.215420298576355,1.1471815121173858,1.145840092897415
1984-10-11,48.91692551359811,P,1.208644986152649,1.2086444616317749,1.214810836315155,1.230843710899353,1.2171610164642335,1.1483490991592407,1.145606315135956
1984-10-12,48.90970453764621,P,1.2127560377120972,1.2078223943710327,1.2131665468215942,1.2289938092231751,1.2189023756980897,1.1495577967166901,1.1453930926322937
1984-10-15,48.90871212905092,P,1.2127560377120972,1.2111113309860229,1.2111111283302307,1.2269383251667023,1.2201543164253235,1.1507664942741394,1.1452400386333466
