Date,GRADE,GPS,APTV,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2011-11-17,,,16.338991165161133,,,,,,
2011-11-18,,,16.086200714111328,,,,,,
2011-11-21,,,15.549996376037598,,,,,,
2011-11-22,,,15.2435941696167,,,,,,
2011-11-23,,,15.036768913269045,15.65111026763916,,,,,
2011-11-24,,,15.036768913269045,15.390665817260743,,,,,
2011-11-25,,,15.052090644836426,15.183843803405761,,,,,
2011-11-28,,,15.350834846496582,15.144011497497559,,,,,
2011-11-29,,,15.312533378601074,15.157799339294433,,,,,
2011-11-30,,,15.963641166687012,15.343173789978028,15.497142028808593,,,,
2011-12-01,,,15.940667152404783,15.523953437805176,15.45730962753296,,,,
2011-12-02,,,16.3696231842041,15.78745994567871,15.485651874542237,,,,
2011-12-05,,,16.676034927368164,16.052499961853027,15.598255729675293,,,,
2011-12-06,,,16.951791763305664,16.380351638793947,15.769075489044189,,,,
2011-12-07,,,16.852209091186523,16.55806522369385,15.950619506835938,,,,
2011-12-08,,,16.614749908447266,16.692881774902343,16.10841760635376,,,,
2011-12-09,,,16.66071128845215,16.751099395751954,16.26927967071533,,,,
2011-12-12,,,16.47687530517578,16.711267471313477,16.381883716583253,,,,
2011-12-13,,,16.323665618896484,16.58564224243164,16.482996940612793,,,,
2011-12-14,,,15.810440063476562,16.37728843688965,16.467676830291747,15.98240942955017,,,
2011-12-15,,,16.055564880371094,16.265451431274414,16.47916660308838,15.968238115310669,,,
2011-12-16,,,16.0632266998291,16.145954513549803,16.44852695465088,15.967089414596558,,,
2011-12-19,,,16.078540802001953,16.06628761291504,16.38877754211426,15.993516635894775,,,
2011-12-20,,,16.46921157836914,16.09539680480957,16.340519523620607,16.0547975063324,,,
2011-12-21,,,16.392608642578125,16.21183052062988,16.294559478759766,16.12258949279785,,,
2011-12-22,,,16.691343307495117,16.338986206054688,16.30221881866455,16.205318212509155,,,
2011-12-23,,,16.806255340576172,16.4875919342041,16.316773223876954,16.293026447296143,,,
2011-12-26,,,16.806255340576172,16.633134841918945,16.349711227416993,16.36579747200012,,,
2011-12-27,,,16.584115982055664,16.65611572265625,16.37575626373291,16.42937660217285,,,
2011-12-28,,,16.23174476623535,16.623942947387697,16.41788673400879,16.44278178215027,,,
2011-12-29,,,16.40792465209961,16.567259216308592,16.453122711181642,16.46614465713501,,,
2011-12-30,,,16.499849319458008,16.50597801208496,16.496784973144532,16.472655963897704,,,
2012-01-02,,,16.499849319458008,16.444696807861327,16.538915824890136,16.463846683502197,,,
2012-01-03,,,17.036056518554688,16.535084915161132,16.59560031890869,16.468059921264647,,,
2012-01-04,,,17.265859603881836,16.74190788269043,16.682925415039062,16.488742446899415,,,
2012-01-05,,,16.959461212158203,16.852215194702147,16.70973720550537,16.50597801208496,,,
2012-01-06,,,17.273515701293945,17.006948471069336,16.756463241577148,16.53661823272705,,,
2012-01-09,,,17.39607810974121,17.186194229125977,16.815445518493654,16.58257837295532,,,
2012-01-10,,,18.25401306152344,17.429785537719727,16.98243522644043,16.67909574508667,,,
2012-01-11,,,18.345932006835938,17.645800018310545,17.19385395050049,16.80587034225464,,,
2012-01-12,,,18.912776947021484,18.0364631652832,17.444339179992674,16.948730945587158,,,
2012-01-13,,,18.997045516967773,18.38116912841797,17.69405879974365,17.095421886444093,,,
2012-01-16,,,18.997045516967773,18.70136260986328,17.943778419494627,17.241347122192384,,,
2012-01-17,,,18.659996032714844,18.782559204101563,18.106172370910645,17.350886344909668,,,
2012-01-18,,,18.767240524291992,18.866820907592775,18.25631046295166,17.469617938995363,,,
2012-01-19,,,19.20386505126953,18.925038528442382,18.480750846862794,17.595244026184083,,,
2012-01-20,,,19.226844787597656,18.97099838256836,18.676083755493163,17.716273498535156,,,
2012-01-23,,,19.51792526245117,19.07517433166504,18.88826847076416,17.851856994628907,,,
2012-01-24,,,19.770713806152344,19.297317886352538,19.039938545227052,18.01118688583374,,,
2012-01-25,,,19.73241424560547,19.490352630615234,19.178586769104005,18.186220359802245,16.951029262542725,,
2012-01-26,,,19.877954483032227,19.625170516967774,19.275104522705078,18.359721851348876,17.021808528900145,,
2012-01-27,,,20.80481719970703,19.94076499938965,19.455881690979005,18.574970245361328,17.11618085861206,,
2012-01-30,,,20.743539810180664,20.18588790893555,19.630531120300294,18.787154769897462,17.220051727294923,,
2012-01-31,,,20.552045822143555,20.34215431213379,19.819736099243165,18.962954235076904,17.32622076034546,,
2012-02-01,,,21.90021705627441,20.775714874267578,20.133033752441406,19.194672107696533,17.463489723205566,,
2012-02-02,,,22.191301345825195,21.238384246826172,20.43177738189697,19.456264114379884,17.60658037185669,,
2012-02-03,,,23.554798126220703,21.788380432128907,20.864572715759277,19.77032823562622,17.776634521484375,,
2012-02-06,,,23.37861633300781,22.315395736694335,21.25064182281494,20.06945514678955,17.9371901512146,,
2012-02-07,,,23.04157257080078,22.81330108642578,21.577727699279784,20.308833122253418,18.091770935058594,,
2012-02-08,,,22.90369415283203,23.013996505737303,21.89485569000244,20.536721229553223,18.230571994781496,,
2012-02-09,,,22.827089309692383,23.141154098510743,22.189769172668456,20.732436847686767,18.368300437927246,,
2012-02-10,,,23.01092529296875,23.03237953186035,22.41037998199463,20.933130836486818,18.50112648010254,,
2012-02-13,,,22.98794937133789,22.95424613952637,22.63482093811035,21.13267602920532,18.627364768981934,,
2012-02-14,,,22.26024055480957,22.797979736328124,22.805640411376952,21.312688255310057,18.73353374481201,,
2012-02-15,,,22.50536346435547,22.71831359863281,22.866155052185057,21.49959440231323,18.84659683227539,,
2012-02-16,,,23.22541618347168,22.797978973388673,22.969566535949706,21.70067195892334,18.97881015777588,,
2012-02-17,,,23.96844291687012,22.989482498168947,23.01093101501465,21.937751865386964,19.124964790344237,,
2012-02-20,,,23.96844291687012,23.18558120727539,23.06991367340088,22.16027774810791,19.274796142578126,,
2012-02-21,,,23.69268226623535,23.472069549560548,23.135024642944337,22.35637617111206,19.422176475524903,,
2012-02-22,,,23.76162338256836,23.723321533203126,23.22081756591797,22.557836627960206,19.581200141906738,,
2012-02-23,,,23.74630546569824,23.827499389648438,23.312739181518555,22.751254177093507,19.73501495361328,,
2012-02-24,,,24.045042037963867,23.842819213867188,23.416150856018067,22.913265419006347,19.894651260375976,,
2012-02-27,,,23.96844291687012,23.842819213867188,23.51420021057129,23.07451057434082,20.052449302673338,,
2012-02-28,,,24.42038917541504,23.988360595703124,23.730215072631836,23.267927742004396,20.211472854614257,,
2012-02-29,,,24.51230812072754,24.13849754333496,23.93090953826904,23.39853229522705,20.373866844177247,,
2012-03-01,,,24.51230812072754,24.29169807434082,24.05959873199463,23.514582633972168,20.530286140441895,,
2012-03-02,,,24.76509475708008,24.435708618164064,24.139263916015626,23.575097465515135,20.689462928771974,,
2012-03-05,,,24.236549377441406,24.48932991027832,24.166074562072755,23.617994117736817,20.838068809509277,,
2012-03-06,,,22.96496963500977,24.198246002197266,24.093303298950197,23.614163970947267,20.96568588256836,,
2012-03-07,,,22.98794937133789,23.893374252319337,24.01593589782715,23.61837673187256,21.100809974670412,,
2012-03-08,,,24.28250503540039,23.847413635253908,24.069555854797365,23.69114751815796,21.258301582336426,,
2012-03-09,,,24.38209342956543,23.770813369750975,24.10326099395752,23.75970592498779,21.415946464538575,,
2012-03-12,,,24.451025009155277,23.813708496093753,24.151519203186034,23.83285970687866,21.57496997833252,,
2012-03-13,,,24.47401237487793,24.11551704406738,24.156881523132324,23.94354829788208,21.723729095458985,,
2012-03-14,,,24.343786239624023,24.38668441772461,24.14002933502197,24.035469436645506,21.865287628173828,,
2012-03-15,,,24.29782485961914,24.38974838256836,24.118581008911132,24.08908987045288,22.012054901123047,,
2012-03-16,,,24.51230812072754,24.415791320800782,24.09330234527588,24.11628313064575,22.15683074951172,,
2012-03-19,,,24.16760635375977,24.35910758972168,24.086408042907713,24.126241302490236,22.29226131439209,,
2012-03-20,,,23.853540420532227,24.23501319885254,24.17526512145996,24.134284210205077,22.404251861572266,,
2012-03-21,,,23.945465087890625,24.15534896850586,24.271016693115236,24.143476295471192,22.51624252319336,,
2012-03-22,,,23.723318099975582,24.040447616577147,24.215097999572755,24.14232692718506,22.61245334625244,,
2012-03-23,,,23.723318099975582,23.882649612426757,24.14922046661377,24.126240730285645,22.706978797912598,,
2012-03-26,,,24.481670379638672,23.94546241760254,24.152285003662108,24.15190210342407,22.816671295166017,,
2012-03-27,,,24.44337272644043,24.06342887878418,24.14922103881836,24.15305128097534,22.93233882904053,,
2012-03-28,,,24.175270080566406,24.109389877319337,24.132369422912596,24.136199378967284,23.040499420166014,,
2012-03-29,,,24.33612823486328,24.231951904296874,24.136199760437012,24.127390384674072,23.14314468383789,,
2012-03-30,,,24.205907821655277,24.328469848632814,24.105559730529784,24.099431037902832,23.242725944519044,,
2012-04-02,,,24.16760635375977,24.265657043457033,24.105559730529784,24.09598388671875,23.335719566345215,,
2012-04-03,,,23.953123092651367,24.16760711669922,24.115517997741698,24.14539155960083,23.419367752075196,,
2012-04-04,,,24.22888565063477,24.17833023071289,24.143860054016116,24.207438373565672,23.509297180175782,20.230163221359252,
2012-04-05,,,24.32846450805664,24.176797485351564,24.20437469482422,24.209736347198486,23.59830738067627,20.310057954788206,
2012-04-06,,,24.32846450805664,24.201308822631837,24.264889335632326,24.207054901123048,23.66878032684326,20.39248059272766,
2012-04-09,,,23.953123092651367,24.158412170410156,24.212034606933596,24.18215980529785,23.732971992492676,20.476511859893797,
2012-04-10,,,23.62373733520508,24.0925350189209,24.13007106781006,24.13964605331421,23.794405822753905,20.560313291549683,
2012-04-11,,,24.12164878845215,24.071087646484376,24.124708938598637,24.128539180755617,23.83883445739746,20.651162090301515,
2012-04-12,,,24.33612823486328,24.072620391845703,24.124708938598637,24.130454349517823,23.881730995178224,20.744155683517455,
2012-04-13,,,24.39740753173828,24.08640899658203,24.143858909606937,24.12470932006836,23.898583183288576,20.837608852386474,
2012-04-16,,,24.5046501159668,24.19671440124512,24.177563285827638,24.14156150817871,23.921103858947752,20.929147005081177,
2012-04-17,,,24.59657287597656,24.391281509399413,24.241908264160156,24.17871313095093,23.95220386505127,21.021987400054932,
2012-04-18,,,24.665515899658203,24.500054931640626,24.2855712890625,24.214715671539306,23.987440299987792,21.109006147384644,
2012-04-19,,,24.405067443847656,24.5138427734375,24.293231582641603,24.24880313873291,24.0189998626709,21.19365015029907,
2012-04-20,,,24.41273307800293,24.51690788269043,24.30165843963623,24.283273887634277,24.047036018371582,21.27408124923706,
2012-04-23,,,24.129302978515625,24.441838455200195,24.319276428222658,24.265655517578125,24.06986309051514,21.348613929748534,
2012-04-24,,,23.148813247680664,24.152286529541016,24.271784019470214,24.200927543640137,24.08763454437256,21.410584144592285,
2012-04-25,,,23.63139915466309,23.945463180541992,24.22275905609131,24.17373399734497,24.11015525817871,21.47837604522705,
2012-04-26,,,23.45521545410156,23.755492782592775,24.134667778015135,24.129688358306886,24.114751243591307,21.546780700683595,
2012-04-27,,,23.83055686950684,23.639057540893553,24.077982711791993,24.11092081069946,24.111993522644042,21.61847915649414,
2012-04-30,,,23.50883674621582,23.514964294433593,23.978401374816894,24.077982330322264,24.102801399230955,21.68879877090454,
2012-05-01,,,23.639062881469727,23.613014221191406,23.88265037536621,24.062279319763185,24.101729011535646,21.761952743530273,
2012-05-02,,,23.54713630676269,23.59616165161133,23.77081241607666,24.02819185256958,24.09743927001953,21.839319705963135,
2012-05-03,,,23.324995040893555,23.570117568969728,23.66280517578125,23.978018379211427,24.08901306152344,21.91201400756836,
2012-05-04,,,22.497699737548828,23.303546142578124,23.47130184173584,23.886480140686036,24.058066215515137,21.976358737945556,
2012-05-07,,,22.71218681335449,23.144216156005857,23.329590225219725,23.82443332672119,24.032941093444823,22.042695198059082,
2012-05-08,,,21.831279754638672,22.782659530639645,23.197836875915527,23.734810447692873,23.981158905029297,22.096315879821777,
2012-05-09,,,21.85425567626953,22.444083404541015,23.020122528076172,23.62144079208374,23.927997856140138,22.15093235015869,
2012-05-10,,,22.053415298461918,22.18976745605469,22.87994251251221,23.507305145263672,23.878819999694823,22.20455307006836,
2012-05-11,,,21.999801635742188,22.09018783569336,22.696866989135742,23.387424850463866,23.823514137268067,22.25648853302002,
2012-05-14,,,21.4559326171875,21.83893699645996,22.49157657623291,23.234988975524903,23.767901802062987,22.302985305786134,
2012-05-15,,,21.149524688720703,21.702585983276368,22.242622756958006,23.06263656616211,23.73159290313721,22.348639392852782,
2012-05-16,,,21.432954788208008,21.618325805664064,22.031204605102538,22.901008510589598,23.70049301147461,22.40065149307251,
2012-05-17,,,21.05760765075684,21.41916427612305,21.80446586608887,22.73363552093506,23.63599506378174,22.447148323059082,
2012-05-18,,,20.88142967224121,21.19548988342285,21.642838859558104,22.557070350646974,23.565981788635256,22.490964126586913,
2012-05-21,,,21.44827461242676,21.193958282470703,21.516447639465333,22.42301893234253,23.505926780700683,22.5404483795166,
2012-05-22,,,21.59381103515625,21.282815551757814,21.49270076751709,22.34526882171631,23.44832275390625,22.586025924682616,
2012-05-23,,,21.47125244140625,21.29047508239746,21.45440044403076,22.237261486053466,23.390872077941893,22.628079853057862,
2012-05-24,,,21.21847152709961,21.322647857666016,21.37090606689453,22.125424289703368,23.329285011291503,22.670669956207277,
2012-05-25,,,21.792970657348636,21.5049560546875,21.350222969055174,22.023544979095462,23.274898262023925,22.715864505767822,
2012-05-28,,,21.792970657348636,21.573895263671876,21.383926773071288,21.9377516746521,23.227405548095703,22.759833431243898,
2012-05-29,,,22.85773277282715,21.826679611206053,21.554747581481934,21.898685169219974,23.2074893951416,22.805870628356935,
2012-05-30,,,22.09938240051269,21.952305603027344,21.621390342712402,21.826297473907474,23.17056774139404,22.8434051322937,
2012-05-31,,,22.23725891113281,22.156063079833984,21.73935546875,21.771910667419434,23.140846557617188,22.876649951934816,
2012-06-01,,,21.632110595703125,22.123891067504882,21.81442356109619,21.728631210327148,23.099022407531738,22.90300060272217,
2012-06-04,,,21.2414493560791,22.013586807250977,21.793741035461426,21.655094337463378,23.034217987060547,22.92544464111328,
2012-06-05,,,21.655092239379883,21.773058700561524,21.79986915588379,21.646284961700438,22.978452377319336,22.95539560317993,
2012-06-06,,,22.21427726745605,21.796037673950195,21.874171638488768,21.664286041259764,22.93923252105713,22.98986597061157,
2012-06-07,,,21.85425567626953,21.719437026977538,21.93775005340576,21.654328060150146,22.889595069885253,23.01636987686157,
2012-06-08,,,22.02277374267578,21.79756965637207,21.960730361938477,21.655476665496828,22.845932388305663,23.044329166412354,
2012-06-11,,,21.831279754638672,21.915535736083985,21.96456127166748,21.674244022369386,22.79920585632324,23.06746271133423,
2012-06-12,,,22.11470031738281,22.00745735168457,21.890258026123046,21.72250280380249,22.76243740081787,23.090902576446535,
2012-06-13,,,21.907878875732425,21.946177673339843,21.87110767364502,21.74624900817871,22.716017265319824,23.112657222747803,
2012-06-14,,,21.785320281982425,21.93239059448242,21.82591381072998,21.78263463973999,22.66515438079834,23.131730880737305,
2012-06-15,,,21.86191749572754,21.900219345092772,21.84889450073242,21.831659030914306,22.615823440551758,23.14230188369751,
2012-06-18,,,22.14533805847168,21.963031005859374,21.93928337097168,21.86651220321655,22.579667739868164,23.15631986618042,
2012-06-19,,,22.290884017944336,21.99826774597168,22.002862548828126,21.90136585235596,22.553010673522948,23.17370824813843,
2012-06-20,,,21.89255714416504,21.9952033996582,21.970690536499024,21.922431087493898,22.508428840637208,23.173631649017334,
2012-06-21,,,21.11888694763184,21.861916732788085,21.897153663635255,21.91745185852051,22.444084014892578,23.1629075050354,
2012-06-22,,,20.69758033752441,21.62904930114746,21.764634323120116,21.862682342529297,22.3700874710083,23.134335327148438,
2012-06-25,,,19.724754333496094,21.144932556152344,21.55398178100586,21.75927152633667,22.274489555358887,23.09779670715332,
2012-06-26,,,19.847309112548828,20.656217575073242,21.32724266052246,21.608750343322754,22.17950428009033,23.0658540725708,
2012-06-27,,,19.717090606689453,20.221124267578126,21.108163833618164,21.489635753631593,22.080535774230956,23.033988037109374,
2012-06-28,,,19.479625701904297,19.89327201843262,20.87759437561035,21.351754093170165,21.98202693939209,23.000513401031494,
2012-06-29,,,19.533246994018555,19.660405349731445,20.644727325439455,21.246810913085938,21.884437217712403,22.96573661804199,
2012-07-02,,,19.372386932373047,19.589931869506835,20.36743221282959,21.153357791900635,21.78929889678955,22.929580993652344,
2012-07-03,,,20.15371322631836,19.651212692260742,20.153715133666992,21.07828884124756,21.729396896362303,22.908515720367433,
2012-07-04,,,20.15371322631836,19.738537216186522,19.979830741882324,20.975260639190672,21.65984317779541,22.884999217987062,
2012-07-05,,,20.53672218322754,19.949956512451173,19.921614265441896,20.909383964538574,21.60147331237793,22.85811227798462,
2012-07-06,,,20.2226505279541,20.08783721923828,19.874121284484865,20.81937780380249,21.529315185546874,22.82065435409546,
2012-07-09,,,20.42181396484375,20.297722625732423,19.94382724761963,20.748904514312745,21.467574729919434,22.785188064575195,
2012-07-10,,,20.322235107421875,20.331427001953124,19.991319847106933,20.659281253814697,21.401238174438475,22.75148359298706,
2012-07-11,,,20.015838623046875,20.303852081298828,20.021194648742675,20.56467924118042,21.33061222076416,22.714025745391847,
2012-07-12,,,20.11541748046875,20.21959114074707,20.084773826599122,20.481184101104738,21.266420669555664,22.67771686553955,
2012-07-13,,,20.58268165588379,20.291597366333008,20.189717292785645,20.41722230911255,21.228120307922364,22.64309326171875,
2012-07-16,,,20.398839950561523,20.287002563476562,20.29236259460449,20.32989740371704,21.181853370666502,22.607397232055664,
2012-07-17,,,20.682262420654297,20.359008026123046,20.345217514038087,20.249466323852538,21.158873023986818,22.570015964508055,
2012-07-18,,,20.84312629699707,20.524465560913086,20.414158821105957,20.19699478149414,21.138650436401367,22.53332414627075,
2012-07-19,,,20.835464477539062,20.66847496032715,20.444033050537108,20.182823657989502,21.11429141998291,22.496555709838866,
2012-07-20,,,20.66694450378418,20.685327529907227,20.488462448120117,20.18129186630249,21.08763427734375,22.455574207305908,
2012-07-23,,,20.598005294799805,20.725160598754883,20.506081581115723,20.224954414367676,21.070475730895996,22.419188766479493,
2012-07-24,,,20.30691909790039,20.650091934204102,20.504549980163574,20.247934913635255,21.05362361907959,22.3926082611084,
2012-07-25,,,20.460119247436523,20.57349052429199,20.54897804260254,20.285086345672607,21.03416690826416,22.367329959869384,
2012-07-26,,,20.64395904541016,20.53518943786621,20.60183219909668,20.3433030128479,21.025893936157228,22.330944499969483,
2012-07-27,,,21.27974510192871,20.657749557495116,20.67153854370117,20.43062791824341,21.033860244750976,22.299921016693116,
2012-07-30,,,21.44060516357422,20.82626953125,20.77571506500244,20.534038829803468,21.033706855773925,22.269816818237306,
2012-07-31,,,21.747013092041016,21.114288330078125,20.882190132141112,20.6137038230896,21.03677089691162,22.242546825408937,
2012-08-01,,,21.432954788208008,21.30885543823242,20.941172981262206,20.67766590118408,21.036004943847658,22.213438510894775,
2012-08-02,,,21.05760765075684,21.39158515930176,20.963387298583985,20.70371017456055,21.0327876663208,22.18103633880615,
2012-08-03,,,21.7010555267334,21.475847244262695,21.066798400878906,20.777630424499513,21.030949363708498,22.15292381286621,
2012-08-06,,,22.2296085357666,21.633647918701172,21.229958724975585,20.868020153045656,21.039682121276854,22.13354383468628,
2012-08-07,,,22.24492073059082,21.733229446411134,21.423758888244627,20.9641544342041,21.02742588043213,22.117457637786867,
