Date,GRADE,GPS,JPM,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1983-11-21,,,2.102534294128418,,,,,,
1983-11-22,,,2.1847548484802246,,,,,,
1983-11-23,,,2.1730105876922607,,,,,,
1983-11-24,,,2.1730105876922607,,,,,,
1983-11-25,,,2.1847548484802246,2.163613033294678,,,,,
1983-11-28,,,2.2023744583129883,2.183581066131592,,,,,
1983-11-29,,,2.2023744583129883,2.1871049880981444,,,,,
1983-11-30,,,2.2023744583129883,2.19297776222229,,,,,
1983-12-01,,,2.208248376846313,2.2000253200531006,,,,,
1983-12-02,,,2.190629005432129,2.2012001514434814,2.1824065923690794,,,,
1983-12-05,,,2.1671364307403564,2.1941525459289553,2.1888668060302736,,,,
1983-12-06,,,2.14951753616333,2.1835811614990233,2.185343074798584,,,,
1983-12-07,,,2.1788830757141118,2.178882884979248,2.185930323600769,,,,
1983-12-08,,,2.190629005432129,2.175359010696411,2.187692165374756,,,,
1983-12-09,,,2.114280939102173,2.16008939743042,2.1806447744369506,,,,
1983-12-12,,,2.084914207458496,2.1436449527740478,2.1688987493515013,,,,
1983-12-13,,,2.13777232170105,2.141295909881592,2.1624385356903075,,,,
1983-12-14,,,2.131899118423462,2.131899118423462,2.155391001701355,,,,
1983-12-15,,,2.090786933898926,2.1119307041168214,2.143644857406616,,,,
1983-12-16,,,2.108407497406006,2.110756015777588,2.135422706604004,2.1589146494865417,,,
1983-12-19,,,2.126026391983032,2.1189784526824953,2.1313117027282713,2.1600892543792725,,,
1983-12-20,,,2.143644332885742,2.1201528549194335,2.130724382400513,2.1580337285995483,,,
1983-12-21,,,2.108407497406006,2.1154545307159425,2.123676824569702,2.1548035740852356,,,
1983-12-22,,,2.043804407119751,2.1060580253601073,2.1089943647384644,2.14834326505661,,,
1983-12-23,,,2.0496766567230225,2.0943118572235107,2.1025339365005493,2.14158935546875,,,
1983-12-26,,,2.0496766567230225,2.079041910171509,2.099010181427002,2.1339544653892517,,,
1983-12-27,,,2.06729507446289,2.0637720584869386,2.091962456703186,2.127200496196747,,,
1983-12-28,,,2.079040288925171,2.0578986167907716,2.086676573753357,2.121033787727356,,,
1983-12-29,,,2.102534294128418,2.069644594192505,2.087851309776306,2.1157480835914613,,,
1983-12-30,,,2.06729507446289,2.073168277740478,2.083740067481995,2.1095813870429994,,,
1984-01-02,,,2.06729507446289,2.076691961288452,2.0778669357299804,2.104589319229126,,,
1984-01-03,,,2.06729507446289,2.0766919612884522,2.070232009887695,2.100478196144104,,,
1984-01-04,,,2.1553914546966557,2.091962194442749,2.0749304056167603,2.0993036150932314,,,
1984-01-05,,,2.2258663177490234,2.1166285991668703,2.0931365966796873,2.101065480709076,,,
1984-01-06,,,2.2023744583129883,2.1436444759368896,2.1084063768386843,2.105470156669617,,,
1984-01-09,,,2.208248376846313,2.1718351364135744,2.1242635488510127,2.1116368651390074,,,
1984-01-10,,,2.249357223510742,2.2082475662231444,2.142469763755798,2.117216110229492,,,
1984-01-11,,,2.296342611312866,2.2364377975463867,2.1641999959945677,2.1254382848739626,,,
1984-01-12,,,2.3198351860046387,2.25523157119751,2.1859300851821897,2.136890697479248,,,
1984-01-13,,,2.331580877304077,2.2810728549957275,2.2123586654663083,2.148049366474152,,,
1984-01-16,,,2.308088541030884,2.3010408878326416,2.236438012123108,2.157152473926544,,,
1984-01-17,,,2.266976118087769,2.304564666748047,2.2564061164855955,2.1633190631866457,,,
1984-01-18,,,2.3198351860046387,2.3092631816864015,2.272850489616394,2.1738904476165772,,,
1984-01-19,,,2.3198351860046387,2.3092631816864015,2.2822473764419557,2.1876919865608215,,,
1984-01-20,,,2.302215576171875,2.303390121459961,2.292231488227844,2.200318932533264,,,
1984-01-23,,,2.331580877304077,2.3080885887145994,2.3045647382736205,2.214414143562317,,,
1984-01-24,,,2.360945701599121,2.32688250541687,2.3157235860824583,2.2290966749191283,,,
1984-01-25,,,2.38443660736084,2.33980278968811,2.324532985687256,2.2443664908409118,,,
1984-01-26,,,2.360945701599121,2.3480248928070067,2.328644037246704,2.257287061214447,,,
1984-01-27,,,2.349198579788208,2.3574214935302735,2.3304058074951173,2.271382236480713,2.188866767883301,,
1984-01-30,,,2.337453842163086,2.358596086502075,2.3333423376083373,2.2848901748657227,2.193565158843994,,
1984-01-31,,,2.37269139289856,2.360945224761963,2.3439138650894167,2.300159990787506,2.197323889732361,,
1984-02-01,,,2.337453842163086,2.351548671722412,2.345675730705261,2.3092631101608276,2.2006127548217775,,
1984-02-02,,,2.3198351860046387,2.3433265686035156,2.345675730705261,2.313961553573608,2.203549246788025,,
1984-02-03,,,2.337453842163086,2.3409776210784914,2.3491995573043822,2.3207155227661134,2.206603226661682,,
1984-02-06,,,2.284597396850586,2.330406332015991,2.3445012092590334,2.3245329737663267,2.208247685432434,,
1984-02-07,,,2.2552313804626465,2.3069143295288086,2.3339297771453857,2.324826681613922,2.2093048238754274,,
1984-02-08,,,2.266976118087769,2.292818784713745,2.3221837282180786,2.3233583569526672,2.210596857070923,,
1984-02-09,,,2.2552313804626465,2.2798980236053468,2.311612296104431,2.3201281666755675,2.2115365171432497,,
1984-02-10,,,2.284597396850586,2.2693267345428465,2.305152177810669,2.317778992652893,2.2134158849716186,,
1984-02-13,,,2.2787230014801025,2.26815185546875,2.2992790937423706,2.316310715675354,2.2156476163864136,,
1984-02-14,,,2.325706958770752,2.282246971130371,2.29458065032959,2.3192472577095034,2.219171404838562,,
1984-02-15,,,2.360945701599121,2.3010408878326416,2.2969298362731934,2.3213027834892275,2.222812657356262,,
1984-02-16,,,2.3961832523345947,2.3292312622070312,2.304564642906189,2.325120186805725,2.2269237422943116,,
1984-02-17,,,2.355072021484375,2.343326187133789,2.306326460838318,2.32776300907135,2.2317395639419555,,
1984-02-20,,,2.355072021484375,2.3585959911346435,2.3133739233016968,2.328937566280365,2.237142720222473,,
1984-02-21,,,2.331580877304077,2.3597707748413086,2.32100887298584,2.327469325065613,2.2410188913345337,,
1984-02-22,,,2.266976118087769,2.3409768581390384,2.32100887298584,2.3215963006019593,2.24372043132782,,
1984-02-23,,,2.2434840202331543,2.31043701171875,2.3198341369628905,2.315723216533661,2.2467743730545044,,
1984-02-24,,,2.2552313804626465,2.2904688835144045,2.3168975353240966,2.311024856567383,2.2497108507156374,,
1984-02-27,,,2.284597396850586,2.2763739585876466,2.317484974861145,2.308382034301758,2.252882270812988,,
1984-02-28,,,2.2552313804626465,2.2611040592193605,2.3104374170303346,2.302509033679962,2.2551140117645265,,
1984-02-29,,,2.266976118087769,2.2611040592193605,2.301040458679199,2.298985147476196,2.2582853841781616,,
1984-03-01,,,2.2434840202331543,2.2611040592193605,2.285770535469055,2.295167589187622,2.2622789764404296,,
1984-03-02,,,2.302215576171875,2.270500898361206,2.2804848909378053,2.2934056758880614,2.2673297548294067,,
1984-03-05,,,2.266976118087769,2.2669766426086424,2.2716753005981447,2.2925246119499207,2.2716757440567017,,
1984-03-06,,,2.2434840202331543,2.2646271705627443,2.2628656148910524,2.2919372439384462,2.275199522972107,,
1984-03-07,,,2.208248376846313,2.252881622314453,2.2569928407669066,2.289000856876373,2.27778368473053,,
1984-03-08,,,2.2434840202331543,2.252881622314453,2.2569928407669066,2.2884134888648986,2.2806026792526244,,
1984-03-09,,,2.22601318359375,2.237641143798828,2.254071021080017,2.285484278202057,2.2837770414352416,,
1984-03-12,,,2.1661722660064697,2.2174803733825685,2.2422285079956055,2.2798567414283752,2.285754585266113,,
1984-03-13,,,2.208059787750244,2.2103955268859865,2.2375113487243654,2.2739743828773498,2.2885698795318605,,
1984-03-14,,,2.178140878677368,2.2043740272521974,2.228627824783325,2.2648341417312623,2.2890248680114746,,
1984-03-15,,,2.202077388763428,2.196092700958252,2.2244871616363526,2.2551288485527037,2.2885490894317626,,
1984-03-16,,,2.267899990081787,2.2044700622558593,2.221055603027344,2.2507702469825746,2.2898596000671385,,
1984-03-19,,,2.231996297836304,2.2176348686218263,2.2175576210021974,2.244616460800171,2.2903345584869386,,
1984-03-20,,,2.2738845348358154,2.2307998180389403,2.220597672462463,2.241731643676758,2.29082510471344,,
1984-03-21,,,2.2978196144104004,2.254735565185547,2.229554796218872,2.2432738184928893,2.290854644775391,,
1984-03-22,,,2.2738845348358154,2.2690969944000243,2.232594847679138,2.2447938442230226,2.289935631752014,,
1984-03-23,,,2.255932331085205,2.266703462600708,2.2355867624282837,2.2448288917541506,2.288422660827637,,
1984-03-26,,,2.255932331085205,2.2714906692504884,2.244562768936157,2.2433956384658815,2.2873795366287233,,
1984-03-27,,,2.249948740005493,2.2667035102844237,2.248751664161682,2.2431315064430235,2.2870389890670775,,
1984-03-28,,,2.249948740005493,2.2571293354034423,2.2559324502944946,2.24228013753891,2.2856412601470946,,
1984-03-29,,,2.22601318359375,2.247555065155029,2.258326029777527,2.24140659570694,2.283764820098877,,
1984-03-30,,,2.172157287597656,2.2308000564575194,2.2487517595291138,2.2349036812782286,2.2811636543273925,,
1984-04-02,,,2.172157287597656,2.2140450477600098,2.242767858505249,2.230162739753723,2.277975182533264,,
1984-04-03,,,2.130270004272461,2.190109300613403,2.2284064054489137,2.2245020389556887,2.273361668586731,,
1984-04-04,,,2.1183016300201416,2.163779878616333,2.2104546070098876,2.22000470161438,2.268038969039917,,
1984-04-05,,,2.076415538787842,2.1338603496551514,2.1907077074050902,2.2116512775421144,2.2623483657836916,,
1984-04-06,,,2.0524790287017822,2.1099246978759765,2.170362377166748,2.202974569797516,2.256413974761963,2.222640371322632,
1984-04-09,,,2.0405116081237797,2.083595561981201,2.1488203048706054,2.1966915369033813,2.2504751300811767,2.2220201444625856,
1984-04-10,,,2.0464959144592285,2.0668407440185548,2.128475022315979,2.1886133432388304,2.24395122051239,2.2206375551223756,
1984-04-11,,,2.064446926116944,2.056069803237915,2.109924840927124,2.1829286456108092,2.238491082191467,2.2195519185066224,
1984-04-12,,,2.1482224464416504,2.070431184768677,2.102145767211914,2.1802358984947205,2.2350588274002074,2.2193040370941164,
1984-04-13,,,2.1482224464416504,2.08957986831665,2.0997522830963136,2.1742520213127134,2.231274199485779,2.2189387130737304,
1984-04-16,,,2.127279281616211,2.1069334030151365,2.0952644824981688,2.169016170501709,2.2281278371810913,2.218187761306763,
1984-04-17,,,2.1542060375213623,2.1284754276275635,2.097658085823059,2.1630322456359865,2.226107330322266,2.2177060770988466,
1984-04-18,,,2.1452291011810303,2.144631862640381,2.100350832939148,2.155402719974518,2.223672389984131,2.2171346235275267,
1984-04-19,,,2.1542060375213623,2.1458285808563233,2.1081298828125,2.149418795108795,2.2216518831253054,2.2165942001342773,
1984-04-20,,,2.1542060375213623,2.147025299072266,2.118302583694458,2.144332480430603,2.2190440559387206,2.21622997045517,
1984-04-23,,,2.1542060375213623,2.152410650253296,2.1296720266342164,2.139246165752411,2.2165537166595457,2.21610066652298,
1984-04-24,,,2.1811330318450928,2.157796049118042,2.143135738372803,2.135805380344391,2.213662238121033,2.2164168214797972,
1984-04-25,,,2.22601318359375,2.1739528656005858,2.1592923641204833,2.134608602523804,2.2109635877609253,2.216888122558594,
1984-04-26,,,2.2439634799957275,2.191904354095459,2.1688664674758913,2.1355061173439025,2.207919192314148,2.21742146730423,
1984-04-27,,,2.2619171142578125,2.213446569442749,2.1802359342575075,2.1399941086769103,2.206056094169617,2.218897829055786,
1984-04-30,,,2.2708919048309326,2.236783742904663,2.1945971965789797,2.144930839538574,2.2043724918365477,2.2207576060295104,
1984-05-01,,,2.306795120239258,2.261916160583496,2.209856104850769,2.153757095336914,2.2038767766952514,2.2224478340148925,
1984-05-02,,,2.360650062561035,2.288843536376953,2.2313982009887696,2.165874516963959,2.2057502555847166,2.224735343456268,
1984-05-03,,,2.360650062561035,2.3121808528900147,2.252042603492737,2.1800862431526182,2.2080935764312746,2.2274339747428895,
1984-05-04,,,2.3157713413238525,2.3229516983032226,2.2681991338729857,2.193250858783722,2.2093043756484985,2.2295076131820677,
1984-05-07,,,2.3157713413238525,2.3319275856018065,2.2843556642532348,2.2070138454437256,2.209927854537964,2.231405062675476,
1984-05-08,,,2.342698812484741,2.3391083240509034,2.3005122423171995,2.221823990345001,2.2116772031784055,2.2333956074714663,
