Date,GRADE,GPS,SHW,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1983-11-21,,,0.5540593862533569,,,,,,
1983-11-22,,,0.5567888617515564,,,,,,
1983-11-23,,,0.5677059292793274,,,,,,
1983-11-24,,,0.5677059292793274,,,,,,
1983-11-25,,,0.5704358816146851,0.5633391976356507,,,,,
1983-11-28,,,0.5704358816146851,0.5666144967079163,,,,,
1983-11-29,,,0.5813525915145874,0.5715272426605225,,,,,
1983-11-30,,,0.5758938789367676,0.5731648325920105,,,,,
1983-12-01,,,0.5704358816146851,0.573710823059082,,,,,
1983-12-02,,,0.5731646418571472,0.5742565751075744,0.5687978863716125,,,,
1983-12-05,,,0.5868117213249207,0.5775317430496216,0.572073119878769,,,,
1983-12-06,,,0.5840820074081421,0.5780776262283325,0.5748024344444275,,,,
1983-12-07,,,0.5758938789367676,0.5780776262283325,0.5756212294101715,,,,
1983-12-08,,,0.5813525915145874,0.580260968208313,0.5769858956336975,,,,
1983-12-09,,,0.5731646418571472,0.580260968208313,0.5772587716579437,,,,
1983-12-12,,,0.5595180988311768,0.5748022437095642,0.5761669933795929,,,,
1983-12-13,,,0.5622475743293762,0.570435357093811,0.5742564916610717,,,,
1983-12-14,,,0.5677059292793274,0.568797767162323,0.5734376966953277,,,,
1983-12-15,,,0.5704358816146851,0.5666144251823425,0.5734376966953277,,,,
1983-12-16,,,0.5622475743293762,0.5644310116767883,0.5723459899425507,0.5705719381570816,,,
1983-12-19,,,0.5786232948303223,0.5682520508766175,0.5715271472930908,0.5718001335859298,,,
1983-12-20,,,0.5758938789367676,0.5709813117980957,0.5707083344459534,0.5727553844451905,,,
1983-12-21,,,0.5677059292793274,0.5709813117980957,0.5698895394802094,0.5727553844451905,,,
1983-12-22,,,0.5677059292793274,0.5704353213310241,0.5685248732566833,0.5727553844451905,,,
1983-12-23,,,0.5677059292793274,0.5715269923210144,0.5679790019989014,0.5726188868284225,,,
1983-12-26,,,0.5677059292793274,0.5693435192108154,0.5687977850437165,0.5724823892116546,,,
1983-12-27,,,0.5813525915145874,0.5704352617263794,0.5707082867622375,0.5724823892116546,,,
1983-12-28,,,0.5786232948303223,0.5726187348365783,0.571800023317337,0.5726188600063324,,,
1983-12-29,,,0.5649766325950623,0.5720728754997253,0.5712540984153748,0.5723458975553513,,,
1983-12-30,,,0.5731646418571472,0.5731646180152893,0.5723458051681518,0.5723458975553513,,,
1984-01-02,,,0.5731646418571472,0.5742563605308533,0.5717999398708343,0.5716635435819626,,,
1984-01-03,,,0.5731646418571472,0.5726187705993653,0.5715270161628723,0.5711176753044128,,,
1984-01-04,,,0.5949996709823608,0.575894045829773,0.5742563903331757,0.5720729649066925,,,
1984-01-05,,,0.6004581451416016,0.5829903483390808,0.577531611919403,0.5730282425880432,,,
1984-01-06,,,0.6059169769287109,0.5895408153533935,0.5813527166843414,0.5746658593416214,,,
1984-01-09,,,0.597728967666626,0.5944536805152894,0.5843550205230713,0.5765764027833938,,,
1984-01-10,,,0.6004581451416016,0.5999123811721802,0.5862655758857727,0.5784869313240051,,,
1984-01-11,,,0.6059169769287109,0.6020958423614502,0.5889949440956116,0.5803974837064743,,,
1984-01-12,,,0.6168343424797058,0.6053710818290711,0.5941807150840759,0.5827174067497254,,,
1984-01-13,,,0.6113759279251099,0.6064628720283508,0.5980018436908722,0.585173824429512,,,
1984-01-16,,,0.6113759279251099,0.6091922640800476,0.6018229722976685,0.5868114560842514,,,
1984-01-17,,,0.6113759279251099,0.6113758206367492,0.6056441009044647,0.5885855585336686,,,
1984-01-18,,,0.5786232948303223,0.6059170842170716,0.6040064632892609,0.5891314268112182,,,
1984-01-19,,,0.5758938789367676,0.5977289915084839,0.6015500366687775,0.5895408242940903,,,
1984-01-20,,,0.589540958404541,0.5933619976043701,0.5999124348163605,0.590632575750351,,,
1984-01-23,,,0.589540958404541,0.5889950037002564,0.599093633890152,0.5917243272066116,,,
1984-01-24,,,0.5840820074081421,0.5835362195968627,0.597456020116806,0.5918607980012893,,,
