Date,GRADE,GPS,FANG,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2012-10-12,,,13.98580551147461,,,,,,
2012-10-15,,,14.185601234436035,,,,,,
2012-10-16,,,14.217572212219238,,,,,,
2012-10-17,,,14.145644187927246,,,,,,
2012-10-18,,,14.145644187927246,14.136053466796875,,,,,
2012-10-19,,,13.91387939453125,14.121668243408203,,,,,
2012-10-22,,,13.610185623168944,14.006585121154785,,,,,
2012-10-23,,,13.690103530883787,13.901091384887696,,,,,
2012-10-24,,,13.897892951965332,13.851541137695312,,,,,
2012-10-25,,,13.610185623168944,13.744449424743653,13.940251445770263,,,,
2012-10-26,,,13.698097229003906,13.701292991638184,13.911480617523193,,,,
2012-10-29,,,13.698097229003906,13.718875312805176,13.86273021697998,,,,
2012-10-30,,,13.698097229003906,13.7204740524292,13.810782718658448,,,,
2012-10-31,,,13.610185623168944,13.662932586669921,13.757236862182618,,,,
2012-11-01,,,13.770023345947266,13.694900131225586,13.719674777984618,,,,
2012-11-02,,,13.586211204528809,13.672522926330567,13.686907958984374,,,,
2012-11-05,,,13.354445457458496,13.603792572021485,13.66133394241333,,,,
2012-11-06,,,13.594205856323242,13.583014297485352,13.651744174957276,,,,
2012-11-07,,,13.634163856506348,13.587809944152832,13.625371265411378,,,,
2012-11-08,,,13.38641357421875,13.511087989807129,13.602994060516357,13.77162275314331,,,
2012-11-09,,,13.226574897766112,13.43916072845459,13.555841827392578,13.733661222457886,,,
2012-11-12,,,13.186614990234377,13.405594635009766,13.504693603515625,13.683711910247803,,,
2012-11-13,,,12.818989753723145,13.250551414489745,13.416782855987549,13.613782787322998,,,
2012-11-14,,,12.82697868347168,13.089114379882812,13.338462162017823,13.54784951210022,,,
2012-11-15,,,13.34645652770996,13.081122970581054,13.296105480194091,13.507890129089356,,,
2012-11-16,,,13.442357063293455,13.124279403686524,13.281720066070557,13.484314012527467,,,
2012-11-19,,,13.682114601135254,13.223379325866699,13.314486980438232,13.48791046142578,,,
2012-11-20,,,13.690103530883787,13.397602081298828,13.324076747894287,13.48791046142578,,,
2012-11-21,,,13.746048927307127,13.581416130065918,13.335265254974365,13.48031826019287,,,
2012-11-22,,,13.746048927307127,13.66133460998535,13.371228790283201,13.48711142539978,,,
2012-11-23,,,13.84195041656494,13.741253280639645,13.432766342163086,13.494304084777832,,,
2012-11-26,,,13.79399871826172,13.763630104064939,13.49350471496582,13.499099159240723,,,
2012-11-27,,,13.770023345947266,13.779614067077636,13.588608074188233,13.502695465087891,,,
2012-11-28,,,13.78600788116455,13.78760585784912,13.68451099395752,13.511486577987672,,,
2012-11-29,,,14.513267517089844,13.941049575805664,13.801192092895509,13.548648786544799,,,
2012-11-30,,,14.38539695739746,14.049738883972168,13.895496082305907,13.588608074188233,,,
2012-12-03,,,14.46531867980957,14.184002876281738,13.97381649017334,13.644151735305787,,,
2012-12-04,,,14.24953842163086,14.279905891418457,14.029759979248047,13.676918363571167,,,
2012-12-05,,,14.369413375854492,14.396586990356445,14.092096424102783,13.713680839538574,,,
2012-12-06,,,14.081706047058104,14.310274696350097,14.125662136077882,13.748445463180541,,,
2012-12-07,,,14.185601234436035,14.270315551757813,14.16002721786499,13.796396780014039,,,
2012-12-10,,,14.081706047058104,14.19359302520752,14.188797950744629,13.841151332855224,,,
2012-12-11,,,14.017773628234863,14.14724006652832,14.213572978973389,13.901090526580811,,,
2012-12-12,,,14.09769058227539,14.0928955078125,14.244741249084473,13.964626121520997,,,
2012-12-13,,,14.289495468139648,14.134453392028808,14.222364044189453,14.01177806854248,,,
2012-12-14,,,14.041749000549316,14.105682945251464,14.187999248504639,14.041747665405273,,,
2012-12-17,,,14.369413375854492,14.163224411010741,14.17840871810913,14.076112604141235,,,
2012-12-18,,,15.024751663208008,14.364620018005372,14.255930042266845,14.142845010757446,,,
2012-12-19,,,15.328444480895996,14.610770797729492,14.351833152770997,14.221964788436889,,,
2012-12-20,,,15.200569152832031,14.792985534667968,14.463719463348388,14.294690799713134,13.900771179199218,,
2012-12-21,,,15.168599128723145,15.018355560302734,14.5620192527771,14.361023235321046,13.924427051544189,,
2012-12-24,,,14.896879196166992,15.123848724365235,14.643536567687988,14.416167259216309,13.938652610778808,,
2012-12-25,,,14.896879196166992,15.098274230957031,14.731447124481202,14.472510051727294,13.952238750457763,,
2012-12-26,,,14.904870986938477,15.013559532165527,14.81216516494751,14.52845320701599,13.967423286437988,,
2012-12-27,,,14.816956520080566,14.936837005615235,14.8649112701416,14.543637657165528,13.980849533081054,,
2012-12-28,,,15.008766174316406,14.904870414733887,14.961612987518311,14.574806118011475,14.002747268676758,,
2012-12-31,,,15.280489921569824,14.981592559814453,15.052720642089843,14.615564680099487,14.036153354644775,,
2013-01-01,,,15.280489921569824,15.05831470489502,15.078294467926025,14.667112255096436,14.067961082458496,,
2013-01-02,,,15.376395225524902,15.152619552612304,15.083089542388915,14.717461347579956,14.097531127929688,,
2013-01-03,,,15.296473503112791,15.24852294921875,15.092679977416992,14.778199720382691,14.131256885528565,,
2013-01-04,,,16.023733139038086,15.451516342163085,15.178193378448487,14.870106315612793,14.177769603729248,,
2013-01-07,,,16.59914779663086,15.715247917175294,15.348420238494873,14.995978403091431,14.235790615081788,,
2013-01-08,,,16.46329116821289,15.951808166503906,15.505061435699464,15.118254280090332,14.291094493865966,,
2013-01-09,,,16.359392166137695,16.148407554626466,15.650513553619385,15.231339359283448,14.346078624725342,,
2013-01-10,,,17.286457061767578,16.54640426635742,15.897463607788087,15.381187438964844,14.416407299041747,,
2013-01-11,,,17.318422317504883,16.80534210205078,16.128429222106934,15.545021104812623,14.49105152130127,,
2013-01-14,,,17.422313690185547,16.96997528076172,16.342611598968507,15.697666120529174,14.572408885955811,,
2013-01-15,,,17.358381271362305,17.148993301391602,16.550400733947754,15.81434760093689,14.647692394256591,,
2013-01-16,,,17.00673484802246,17.278461837768553,16.71343469619751,15.898262119293213,14.715143814086915,,
2013-01-17,,,16.878868103027344,17.19694404602051,16.871674156188966,15.98217706680298,14.784992904663087,,
2013-01-18,,,16.41533660888672,17.016326904296875,16.910834503173827,16.044513940811157,14.848768138885498,,
2013-01-21,,,16.41533660888672,16.81493148803711,16.892453384399413,16.120436811447142,14.913342571258545,,
2013-01-22,,,17.414323806762695,16.82611999511719,16.987556648254394,16.24630904197693,15.005249252319336,,
2013-01-23,,,17.126619338989258,16.850096893310546,17.06427936553955,16.35739645957947,15.091242065429688,,
2013-01-24,,,17.126619338989258,16.89964714050293,17.04829559326172,16.4728796005249,15.166845321655273,,
2013-01-25,,,17.58216094970703,17.13301200866699,17.074669456481935,16.601549339294433,15.249641399383545,,
2013-01-28,,,17.294443130493164,17.30883331298828,17.061882400512694,16.702246999740602,15.321887969970703,,
2013-01-29,,,17.686046600341797,17.363177871704103,17.094648933410646,16.8225248336792,15.401806831359863,,
2013-01-30,,,18.117605209350582,17.561375045776366,17.205735969543458,16.959585332870482,15.489237957000732,,
2013-01-31,,,17.917816162109375,17.71961441040039,17.30963077545166,17.090652465820312,15.572673301696778,,
2013-02-01,,,18.14158821105957,17.8314998626709,17.482255935668945,17.196545219421388,15.65866605758667,,
2013-02-04,,,18.013715744018555,17.975354385375976,17.642093849182128,17.26727361679077,15.743060398101807,,
2013-02-05,,,18.08564567565918,18.055274200439452,17.709226036071776,17.348391342163087,15.829372844696046,,
2013-02-06,,,18.08564567565918,18.048882293701173,17.80512866973877,17.43470401763916,15.915365600585938,,
2013-02-07,,,17.917816162109375,18.048882293701173,17.884248352050783,17.46627197265625,15.983456573486329,,
2013-02-08,,,17.622114181518555,17.944987487792968,17.888243675231934,17.481456565856934,16.04819091796875,,
2013-02-11,,,17.23050880432129,17.788346099853516,17.881850242614746,17.47186632156372,16.103494720458983,,
2013-02-12,,,17.23849868774414,17.618916702270507,17.83709545135498,17.46587219238281,16.16327392578125,,
2013-02-13,,,17.23050880432129,17.44788932800293,17.74838581085205,17.477060890197755,16.220495834350587,,
2013-02-14,,,17.58216094970703,17.38075828552246,17.714820289611815,17.512225532531737,16.290504932403564,,
2013-02-15,,,17.82191276550293,17.420718002319337,17.682852745056152,17.58255434036255,16.363231163024903,,
2013-02-18,,,17.82191276550293,17.538998794555663,17.66367244720459,17.65288314819336,16.4380352973938,,
2013-02-19,,,18.23748207092285,17.738795471191406,17.678856086730956,17.694041061401368,16.52242946624756,,
2013-02-20,,,17.00673484802246,17.69404067993164,17.570965003967284,17.688046836853026,16.5806103515625,,
2013-02-21,,,16.567182540893555,17.491044998168945,17.435901641845703,17.660074996948243,16.62616409301758,,
2013-02-22,,,16.766986846923828,17.280059814453125,17.35038890838623,17.61931629180908,16.680668849945068,,
2013-02-25,,,15.77598762512207,16.87087478637695,17.20493679046631,17.543393516540526,16.70880033493042,,
2013-02-26,,,16.023733139038086,16.428125,17.0834602355957,17.460277843475343,16.72877996444702,,
2013-02-27,,,16.750993728637695,16.376976776123048,17.035508728027345,17.391947269439697,16.757230949401855,,
2013-02-28,,,18.14957618713379,16.693455505371094,17.092250251770018,17.403535270690917,16.81621109008789,15.358491134643554,
2013-03-01,,,17.853878021240234,16.910833740234374,17.09544677734375,17.389149761199953,16.86991666793823,15.397171859741212,
2013-03-04,,,17.893835067749023,17.334403228759765,17.10263900756836,17.383155727386473,16.929855785369874,15.43425419807434,
2013-03-05,,,18.940773010253903,17.91781120300293,17.172968101501464,17.42591209411621,17.01073366165161,15.481486206054688,
2013-03-06,,,18.82089614868164,18.33179168701172,17.354384231567384,17.462674617767334,17.089054164886473,15.52823872566223,
2013-03-07,,,19.588115692138672,18.619499588012694,17.656477546691896,17.5461895942688,17.184477348327636,15.582663440704346,
2013-03-08,,,19.89980125427246,19.028684234619142,17.969758987426758,17.660073947906493,17.28229804992676,15.642522659301758,
2013-03-11,,,19.572134017944336,19.3643440246582,18.349373626708985,17.777155208587647,17.36813093185425,15.702142143249512,
2013-03-12,,,19.92377281188965,19.56094398498535,18.739377593994142,17.911418914794922,17.460996589660645,15.76447883605957,
2013-03-13,,,20.579111099243164,19.912586975097657,19.122189331054688,18.078849029541015,17.56505090713501,15.83129101753235,
2013-03-14,,,19.867830276489254,19.96852989196777,19.29401473999023,18.193132495880125,17.65647804260254,15.893867464065552,
2013-03-15,,,19.3004093170166,19.848651504516603,19.43866786956787,18.26705732345581,17.72201156616211,15.94989058494568,
2013-03-18,,,19.172534942626957,19.768731689453126,19.566537857055664,18.33458843231201,17.77347930908203,16.00463496208191,
2013-03-19,,,18.98872756958008,19.581722640991213,19.57133331298828,18.372150707244874,17.823988037109373,16.05754126548767,
2013-03-20,,,19.18052864074707,19.30200614929199,19.607296562194826,18.480840396881103,17.880410766601564,16.113244695663454,
2013-03-21,,,19.42827796936035,19.214095687866212,19.59131278991699,18.623895168304443,17.923247184753418,16.169827241897583,
2013-03-22,,,19.620086669921875,19.27803115844727,19.563341331481933,18.766550159454347,17.969280471801756,16.230165996551513,
2013-03-25,,,20.139556884765625,19.471435546875,19.620083618164063,18.984728622436524,18.02362533569336,16.298017110824585,
2013-03-26,,,20.499195098876957,19.773529052734375,19.677625846862792,19.208501720428465,18.086441612243654,16.36706700325012,
2013-03-27,,,20.8668212890625,20.11078758239746,19.706396865844727,19.414293098449708,18.163643341064454,16.439393577575682,
2013-03-28,,,21.450231552124023,20.515178298950197,19.864636993408205,19.579325866699218,18.25507061004639,16.520031757354737,
2013-03-29,,,21.450231552124023,20.881207275390626,20.07961921691895,19.759143543243407,18.355768508911133,16.602268323898315,
2013-04-01,,,21.89777374267578,21.232850646972658,20.35214309692383,19.959340476989745,18.465417251586913,16.68937991142273,
2013-04-02,,,21.61006164550781,21.455023956298827,20.614276504516603,20.09280490875244,18.549332008361816,16.777290630340577,
2013-04-03,,,19.91578865051269,21.264817428588866,20.687802505493163,20.147549533843993,18.605115394592286,16.848178730010986,
2013-04-04,,,20.01968002319336,20.978707122802735,20.746942710876464,20.16912775039673,18.662976608276367,16.91491096496582,
2013-04-05,,,20.12357521057129,20.713375854492188,20.797291564941407,20.18031644821167,18.713804893493652,16.981723146438597,
2013-04-08,,,20.818866729736328,20.4975944519043,20.865222549438478,20.24265308380127,18.784293365478515,17.05309066772461,
2013-04-09,,,21.386293411254883,20.45284080505371,20.95393238067627,20.31577911376953,18.858298301696777,17.13005256652832,
2013-04-10,,,20.84284400939941,20.638251876831053,20.95153465270996,20.32896575927734,18.912803077697752,17.201020517349242,
2013-04-11,,,21.17850112915039,20.87001609802246,20.924361610412596,20.3944993019104,18.978016777038576,17.275345039367675,
2013-04-12,,,21.28239631652832,21.101780319213866,20.907578086853025,20.493598651885986,19.04083293914795,17.34974949836731,
2013-04-15,,,20.61907386779785,21.061821746826173,20.77970809936523,20.56592559814453,19.092940101623537,17.418000249862672,
2013-04-16,,,21.37030601501465,21.058624267578125,20.755732536315914,20.685004520416257,19.158633308410643,17.494003076553344,
