Date,GRADE,GPS,V,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2008-03-19,,,12.579991340637209,,,,,,
2008-03-20,,,14.327831268310549,,,,,,
2008-03-21,,,14.327831268310549,,,,,,
2008-03-24,,,13.29916763305664,,,,,,
2008-03-25,,,14.08290958404541,13.72354621887207,,,,,
2008-03-26,,,14.240995407104492,14.055747032165527,,,,,
2008-03-27,,,14.007208824157717,13.99162254333496,,,,,
2008-03-28,,,13.97380828857422,13.920817947387695,,,,,
2008-03-31,,,13.88474464416504,14.037933349609375,,,,,
2008-04-01,,,13.717754364013672,13.964902305603028,13.84422426223755,,,,
2008-04-02,,,13.875843048095703,13.89187183380127,13.973809432983398,,,,
2008-04-03,,,14.583879470825195,14.007205963134766,13.999414253234864,,,,
2008-04-04,,,14.35677433013916,14.083799171447755,14.002308559417724,,,,
2008-04-07,,,14.481460571289062,14.203142356872558,14.120537853240966,,,,
2008-04-08,,,15.160565376281738,14.491704559326172,14.2283034324646,,,,
2008-04-09,,,14.648452758789062,14.646226501464843,14.269049167633057,,,,
2008-04-10,,,14.719704627990724,14.673391532897949,14.340298748016357,,,,
2008-04-11,,,14.719704627990724,14.745977592468261,14.414888381958008,,,,
2008-04-14,,,14.623956680297852,14.77447681427002,14.488809585571289,,,,
2008-04-15,,,14.327831268310549,14.607929992675784,14.54981727600098,14.197020769119263,,,
2008-04-16,,,14.726381301879885,14.623515701293949,14.634871101379398,14.304340267181397,,,
2008-04-17,,,14.926776885986328,14.664930152893067,14.669160842895511,14.334287548065186,,,
2008-04-18,,,15.36317253112793,14.793623733520509,14.769800662994388,14.386054611206054,,,
2008-04-21,,,15.80180835723877,15.02919406890869,14.901835441589359,14.511186647415162,,,
2008-04-22,,,15.64818000793457,15.293263816833496,14.950596904754642,14.58945016860962,,,
2008-04-23,,,15.603645324707031,15.468716621398926,15.046116161346438,14.657582664489746,,,
2008-04-24,,,16.097938537597656,15.702948951721192,15.183939552307132,14.762119150161743,,,
2008-04-25,,,16.72136878967285,15.974588203430176,15.384105968475343,14.899497175216675,,,
2008-04-28,,,16.839378356933594,16.18210220336914,15.605648136138916,15.047228860855103,,,
2008-04-29,,,18.00831413269043,16.654129028320312,15.973696422576904,15.26175684928894,,,
2008-04-30,,,18.580530166625977,17.2495059967041,16.359111309051514,15.496991205215455,,,
2008-05-01,,,19.014711380004883,17.83286056518555,16.76790475845337,15.718532800674438,,,
2008-05-02,,,18.424680709838867,18.17352294921875,17.07405557632446,15.921928119659423,,,
2008-05-05,,,18.93900489807129,18.59344825744629,17.387775230407716,16.144805335998534,,,
2008-05-06,,,19.48896789550781,18.889579010009765,17.77185401916504,16.36122546195984,,,
2008-05-07,,,19.70494079589844,19.114461135864257,18.18198356628418,16.614049863815307,,,
2008-05-08,,,19.437763214111328,19.19907150268555,18.51596603393555,16.84995279312134,,,
2008-05-09,,,18.449167251586918,19.203968811035157,18.68874588012695,17.03642592430115,,,
2008-05-12,,,18.23542594909668,19.063253021240236,18.828350639343263,17.21699938774109,,,
2008-05-13,,,18.342288970947266,18.833917236328126,18.861748123168944,17.417722272872926,,,
2008-05-14,,,18.30889892578125,18.554708862304686,18.834584999084473,17.59684815406799,,,
2008-05-15,,,18.313343048095703,18.32982482910156,18.764448165893555,17.766176462173462,,,
2008-05-16,,,18.340068817138672,18.308005142211915,18.755986976623536,17.915021276474,,,
2008-05-19,,,18.551593780517575,18.371238708496094,18.717245864868165,18.05251054763794,,,
2008-05-20,,,18.422447204589844,18.387270355224608,18.610593795776367,18.191223907470704,,,
2008-05-21,,,18.00163459777832,18.325817489624022,18.440263175964354,18.311123371124268,,,
2008-05-22,,,17.21343994140625,18.105836868286133,18.217830848693847,18.366898441314696,,,
2008-05-23,,,16.99968719482422,17.837760543823244,18.072882843017577,18.380814361572266,,,
2008-05-26,,,16.99968719482422,17.52737922668457,17.949308967590333,18.3888298034668,,,
2008-05-27,,,17.531827926635742,17.34925537109375,17.86826286315918,18.365005493164062,16.21954978942871,,
2008-05-28,,,18.2398738861084,17.396903228759765,17.861360359191895,18.347972679138184,16.332747440338135,,
2008-05-29,,,18.9813175201416,17.750478744506836,17.928157806396484,18.34630298614502,16.425817165374756,,
2008-05-30,,,19.228464126586918,18.196234130859374,18.01699733734131,18.38649215698242,16.523829822540282,,
2008-06-02,,,19.16389274597168,18.629075241088866,18.078227233886718,18.39773654937744,16.641124324798582,,
2008-06-03,,,19.49565315246582,19.021840286254882,18.185547828674316,18.398070812225342,16.74937919616699,,
2008-06-04,,,19.03252410888672,19.180370330810547,18.288636779785158,18.364449977874756,16.845209770202636,,
2008-06-05,,,19.42439842224121,19.26898651123047,18.50973262786865,18.36378173828125,16.953553562164306,,
2008-06-06,,,18.62506866455078,19.148307418823244,18.67227077484131,18.372576808929445,17.046578769683837,,
2008-06-09,,,18.288862228393555,18.973301315307616,18.801188278198243,18.375248622894286,17.13466112136841,,
2008-06-10,,,17.881393432617188,18.650449371337892,18.836144828796385,18.352203845977783,17.21793390274048,,
2008-06-11,,,17.30918312072754,18.305781173706055,18.7430757522583,18.3022180557251,17.286600704193116,,
2008-06-12,,,17.71440887451172,17.963783264160156,18.61638488769531,18.272271347045898,17.349211292266844,,
2008-06-13,,,18.15304374694824,17.869378280639648,18.508842849731444,18.262920093536376,17.42513668060303,,
2008-06-16,,,18.54046058654785,17.919697952270507,18.446499633789063,18.26236343383789,17.506316680908203,,
2008-06-17,,,18.852174758911133,18.113854217529298,18.382151794433593,18.283849811553956,17.58014886856079,,
2008-06-18,,,18.671817779541016,18.386381149291992,18.346081161499022,18.31735897064209,17.66061616897583,,
2008-06-19,,,18.76311683654785,18.59612274169922,18.279953002929688,18.39484281539917,17.741484413146974,,
2008-06-20,,,18.60725975036621,18.686965942382812,18.278172111511232,18.47522144317627,17.81923551559448,,
2008-06-23,,,18.048389434814453,18.588551712036132,18.25412483215332,18.52765655517578,17.887724170684816,,
2008-06-24,,,18.40464210510254,18.499045181274415,18.306449699401856,18.571297264099123,17.969260387420654,,
2008-06-25,,,18.271041870117188,18.41888999938965,18.40263557434082,18.57285566329956,18.040153598785402,,
2008-06-26,,,17.61199378967285,18.18866539001465,18.392394065856934,18.504389476776122,18.09385793685913,,
2008-06-27,,,18.391281127929688,18.145469665527344,18.416217803955078,18.46253032684326,18.154420108795165,,
2008-06-30,,,18.104049682617188,18.15660171508789,18.37257671356201,18.409538173675536,18.200464935302733,,
2008-07-01,,,18.12632369995117,18.100938034057616,18.299991607666016,18.341071701049806,18.250027809143067,,
2008-07-02,,,17.6832332611084,17.98337631225586,18.201133155822752,18.273607158660887,18.291619567871095,,
2008-07-03,,,17.38265609741211,17.93750877380371,18.06308708190918,18.171520042419434,18.317313919067384,,
2008-07-04,,,17.38265609741211,17.735783767700195,17.94062671661377,18.1093994140625,18.33053966522217,,
2008-07-07,,,16.8371524810791,17.48240432739258,17.819503021240234,18.036813926696777,18.33049514770508,,
2008-07-08,,,17.603086471557617,17.377756881713868,17.739347457885742,18.022898578643797,18.32239059448242,,
2008-07-09,,,16.8928165435791,17.219673538208006,17.601524925231935,18.002080249786378,18.288636322021485,,
2008-07-10,,,17.2000732421875,17.183156967163086,17.5603328704834,17.976363468170167,18.252343559265135,,
2008-07-11,,,16.598913192749023,17.026408386230468,17.38109607696533,17.898656940460206,18.21582820892334,,
2008-07-14,,,16.16028594970703,16.891035079956055,17.186719703674317,17.779648208618163,18.160253829956055,,
2008-07-15,,,15.234039306640623,16.417225646972657,16.89749126434326,17.598741436004637,18.07515525817871,,
2008-07-16,,,16.082353591918945,16.255133056640624,16.737403297424315,17.469268226623534,18.00270351409912,,
2008-07-17,,,16.712465286254883,16.157611465454103,16.670384216308594,17.366735649108886,17.94819755554199,,
2008-07-18,,,16.342857360839844,16.106400299072266,16.566404342651367,17.25351552963257,17.90607135772705,,
2008-07-21,,,16.008874893188477,16.076118087768556,16.483576583862305,17.15153980255127,17.861540336608886,,
2008-07-22,,,16.48758888244629,16.326828002929688,16.37202682495117,17.055687141418456,17.824446334838868,,
2008-07-23,,,16.309457778930664,16.37224884033203,16.31369094848633,16.95760793685913,17.784457511901856,,
2008-07-24,,,15.603645324707031,16.15048484802246,16.15404815673828,16.85719051361084,17.730263557434082,,
2008-07-25,,,16.02223014831543,16.086359405517577,16.096379852294923,16.738737964630126,17.683906784057616,,
2008-07-28,,,15.708295822143556,16.026243591308592,16.051180839538578,16.618950271606444,17.627040824890138,,
2008-07-29,,,16.915077209472656,16.111741256713866,16.21928462982178,16.55838794708252,17.596893424987794,,
2008-07-30,,,17.467266082763672,16.343302917480468,16.35777587890625,16.547589588165284,17.5862060546875,,
2008-07-31,,,16.267152786254883,16.47600440979004,16.31324462890625,16.491814422607423,17.567280311584472,,
2008-08-01,,,15.971026420593262,16.465763664245607,16.276061534881592,16.42123293876648,17.546707096099855,,
2008-08-04,,,16.14246368408203,16.5525972366333,16.289420413970948,16.386498498916627,17.52956262588501,,
2008-08-05,,,16.38738441467285,16.44705867767334,16.279399967193605,16.325713396072388,17.506673755645753,16.86311177253723,
2008-08-06,,,15.915361404418944,16.136677742004395,16.239990329742433,16.27684063911438,17.460183506011962,16.89646547317505,
2008-08-07,,,15.47450828552246,15.97814884185791,16.227076625823976,16.190562391281127,17.39004732131958,16.90793224334717,
2008-08-08,,,16.164731979370117,16.01688995361328,16.241326808929443,16.168853330612183,17.328772678375245,16.926301250457765,
2008-08-11,,,16.652353286743164,16.118867874145508,16.335732555389402,16.19345669746399,17.278541889190674,16.95983310699463,
2008-08-12,,,16.20926284790039,16.083243560791015,16.26515111923218,16.24221787452698,17.212814083099364,16.98109663963318,
2008-08-13,,,16.48464012145996,16.19709930419922,16.166888523101807,16.26233220100403,17.16185640335083,17.003533086776734,
2008-08-14,,,16.897140502929688,16.481625747680663,16.229887294769288,16.27156596183777,17.1113112449646,17.032432403564453,
2008-08-15,,,16.89937400817871,16.628554153442384,16.322722053527833,16.299391794204713,17.076797351837158,17.0616880607605,
2008-08-18,,,16.709840774536133,16.640051651000977,16.37945976257324,16.334440088272096,17.04521692276001,17.089939022064208,
