Date,GRADE,GPS,A,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1999-11-18,,,26.603025436401367,,,,,,
1999-11-19,,,24.411306381225582,,,,,,
1999-11-22,,,26.603025436401367,,,,,,
1999-11-23,,,24.18456077575684,,,,,,
1999-11-24,,,24.82696914672852,25.325777435302733,,,,,
1999-11-25,,,24.82696914672852,24.970566177368163,,,,,
1999-11-26,,,24.90254592895508,25.068814086914067,,,,,
1999-11-29,,,25.469371795654297,24.84208335876465,,,,,
1999-11-30,,,25.50716590881348,25.10660438537598,,,,,
1999-12-01,,,25.96062469482422,25.33333549499512,25.329556465148926,,,,
1999-12-02,,,26.678600311279297,25.703661727905274,25.33711395263672,,,,
1999-12-03,,,26.90532875061035,26.10421829223633,25.586516189575196,,,,
1999-12-06,,,27.661108016967773,26.542565536499023,25.692324447631837,,,,
1999-12-07,,,27.35879135131836,26.912890625,26.00974750518799,,,,
1999-12-08,,,27.32099914550781,27.184965515136717,26.259150505065918,,,,
1999-12-09,,,27.698884963989254,27.389022445678712,26.54634208679199,,,,
1999-12-10,,,27.05647850036621,27.419252395629883,26.761735343933104,,,,
1999-12-13,,,27.50994300842285,27.389019393920897,26.96579246520996,,,,
1999-12-14,,,25.99840545654297,27.11694221496582,27.01491641998291,,,,
1999-12-15,,,25.20485496520996,26.69371337890625,26.939339447021485,26.134447956085204,,,
1999-12-16,,,28.568012237548828,26.867538833618163,27.128280639648438,26.23269729614258,,,
1999-12-17,,,27.77446174621582,27.011135482788085,27.215193939208984,26.40085506439209,,,
1999-12-20,,,28.341289520263672,27.17740478515625,27.283212089538573,26.487768268585206,,,
1999-12-21,,,28.19013214111328,27.615750122070313,27.366346168518067,26.688046836853026,,,
1999-12-22,,,28.756956100463867,28.326170349121092,27.509941864013673,26.884546184539794,,,
1999-12-23,,,30.07955551147461,28.62847900390625,27.748008918762206,27.1471755027771,,,
1999-12-24,,,30.07955551147461,29.089497756958007,28.050316619873048,27.406025981903078,,,
1999-12-27,,,31.93118667602539,29.80747718811035,28.4924409866333,27.72911672592163,,,
1999-12-28,,,37.18377304077149,31.60620536804199,29.610977745056154,28.312947082519532,,,
1999-12-29,,,43.532222747802734,34.561258697509764,31.44371452331543,29.19152698516846,,,
1999-12-30,,,47.915672302246094,38.128482055664065,33.37848052978516,30.253380584716798,,,
1999-12-31,,,46.74422454833984,41.46141586303711,35.27545680999756,31.245325374603272,,,
2000-01-03,,,43.532222747802734,43.78162307739258,36.79455013275147,32.03888111114502,,,
2000-01-04,,,40.206844329833984,44.38623733520508,37.99622135162353,32.6812837600708,,,
2000-01-05,,,37.71281433105469,43.222355651855466,38.89180717468262,33.20087451934815,,,
2000-01-06,,,36.27685928344727,40.8945930480957,39.51153755187988,33.629773235321046,,,
2000-01-07,,,39.29990005493164,39.40572814941406,40.43357200622559,34.241944313049316,,,
2000-01-10,,,41.68057632446289,39.03539886474609,41.40851097106933,34.950475978851316,,,
2000-01-11,,,41.11377334594727,39.21678466796875,41.80151100158692,35.70624437332153,,,
2000-01-12,,,40.282413482666016,39.73070449829102,41.47653007507324,36.46012229919434,,,
2000-01-13,,,40.88704299926758,40.652741241455075,40.77366714477539,37.076073837280276,,,
2000-01-14,,,41.34048843383789,41.06085891723633,40.233293533325195,37.75437517166138,,,
2000-01-17,,,41.34048843383789,40.99284133911133,40.01412010192871,38.40433511734009,,,
2000-01-18,,,43.22991561889648,41.41606979370117,40.31642723083496,39.15632429122925,,,
2000-01-19,,,42.32298278808594,41.82418365478516,40.77744407653809,39.83462562561035,,,
2000-01-20,,,41.18934631347656,41.88464431762695,41.26869277954101,40.39011516571045,,,
2000-01-21,,,41.567230224609375,41.92999267578125,41.49542579650879,40.964498901367186,,,
2000-01-24,,,41.41606903076172,41.945108795166014,41.46897506713867,41.438743019104,,,
2000-01-25,,,40.92480850219727,41.48408737182617,41.45007858276367,41.62579479217529,,,
2000-01-26,,,41.302696228027344,41.28003005981445,41.552106857299805,41.51431846618652,33.34824947357178,,
2000-01-27,,,41.37828063964844,41.31781692504883,41.60123062133789,41.18744888305664,33.64375457763672,,
2000-01-28,,,41.15156173706055,41.234683227539065,41.58233795166016,40.90781574249267,33.97855968475342,,
2000-01-31,,,40.01790618896485,40.95505065917969,41.45007972717285,40.73209991455078,34.24685729980469,,
2000-02-01,,,42.92759704589844,41.35560836791992,41.419847869873045,40.86813755035401,34.62171802520752,,
2000-02-02,,,46.25298690795898,42.34566650390625,41.812848281860354,41.29514617919922,35.05023838043213,,
2000-02-03,,,47.00874710083008,43.47175979614258,42.394788360595705,41.83174057006836,35.49387393951416,,
2000-02-04,,,46.10184097290039,44.461815643310544,42.848249435424805,42.171837615966794,35.917859840393064,,
2000-02-07,,,48.06682205200195,46.071598815917966,43.51332473754883,42.49114990234375,36.36980884552002,,
2000-02-08,,,47.76451110839844,47.03898162841797,44.19729499816894,42.82368679046631,36.81495574951172,,
2000-02-09,,,45.79952621459961,46.948289489746095,44.64697799682617,43.099542427062985,37.21173377990723,,
2000-02-10,,,46.36634826660156,46.81980972290039,45.14578475952148,43.37350769042969,37.60548873901367,,
2000-02-11,,,45.572792053222656,46.71399993896485,45.587907791137695,43.58512287139892,37.97883800506592,,
2000-02-14,,,46.21521759033203,46.34367904663086,46.20763893127442,43.82885932922363,38.349920196533205,,
2000-02-15,,,49.50278854370117,46.6913345336914,46.86515808105469,44.14250297546387,38.79280014038086,,
2000-02-16,,,48.9737548828125,47.32618026733398,47.13723487854004,44.4750415802002,39.22585525512695,,
2000-02-17,,,58.64756393432617,49.782423400878905,48.30111656188965,45.34795246124268,39.84482883453369,,
2000-02-18,,,56.682579040527344,52.004380798339845,49.35919036865234,46.10371990203858,40.437350845336915,,
2000-02-21,,,56.682579040527344,54.097853088378905,50.22076606750488,46.867045402526855,41.020803565979,,
2000-02-22,,,55.32221603393555,55.26173858642578,50.97653656005859,47.58691577911377,41.607279777526855,,
2000-02-23,,,59.85679626464844,57.43834686279297,52.382263565063475,48.514620780944824,42.30031860351563,,
2000-02-24,,,64.54255676269531,58.6173454284668,54.19988441467285,49.67283458709717,43.01980949401855,,
2000-02-25,,,65.37389373779297,60.35560836791992,56.17999458312988,50.88395118713379,43.7717981338501,,
2000-02-28,,,61.06603240966797,61.23229904174805,57.665076065063474,51.936357498168945,44.426292991638185,,
2000-02-29,,,62.80430221557617,62.72871627807617,58.99522743225098,52.93019275665283,45.11857639312744,,
2000-03-01,,,65.97853088378906,63.9530632019043,60.695705032348634,53.916469955444335,45.863007888793945,,
2000-03-02,,,63.664005279541016,63.77735290527344,61.19734916687012,54.749232864379884,46.534696884155274,,
2000-03-03,,,65.29833221435547,63.76224060058594,62.05892448425293,55.70905742645264,47.23907241821289,,
2000-03-06,,,96.1336441040039,70.77576293945313,66.00403099060058,58.11239852905273,48.52312156677246,,
2000-03-07,,,85.85519409179688,75.38594131469726,69.05732879638671,60.01693267822266,49.49654998779297,,
2000-03-08,,,91.90132904052734,80.57050094604492,72.26178207397462,62.32202281951904,50.46393211364746,,
2000-03-09,,,92.50597381591795,86.33889465332031,75.05812377929688,64.62900409698486,51.355738143920895,,
2000-03-10,,,85.85519409179688,90.4502670288086,77.10625381469727,66.64312419891357,52.13795753479004,,
2000-03-13,,,79.35559844970703,87.09465789794922,78.93521041870117,68.30014324188232,52.854425048828126,,
2000-03-14,,,73.38501739501953,84.60062255859376,79.9932819366455,69.49425468444824,53.517988510131836,,
