Date,GRADE,GPS,KMB,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1984-01-31,,,1.4849025011062622,1.5090758323669433,1.5326011180877686,1.5609825372695922,1.5995942163467407,,
1984-02-01,,,1.4633188247680664,1.490514302253723,1.525046980381012,1.5547234296798706,1.5953639554977417,,
1984-02-02,,,1.50001060962677,1.4857661247253418,1.5192195534706117,1.5497593700885772,1.5918675303459167,,
1984-02-03,,,1.4849025011062622,1.4814494132995606,1.5110180854797364,1.5447953045368195,1.5879826068878173,,
1984-02-06,,,1.478428602218628,1.4823126077651978,1.5032482981681823,1.539399617910385,1.5840976881980895,,
1984-02-07,,,1.4827443361282349,1.4818809747695922,1.4954784035682678,1.534003871679306,1.580255937576294,,
1984-02-08,,,1.4827443361282349,1.4857660770416259,1.4881401896476745,1.528500247001648,1.576327850818634,,
1984-02-09,,,1.493535041809082,1.4844709634780884,1.4851185441017152,1.523428213596344,1.572442922592163,,
1984-02-10,,,1.5021690130233765,1.4879242658615113,1.484686839580536,1.518895822763443,1.5703709816932678,,
1984-02-13,,,1.5064860582351685,1.4935357570648193,1.4879241824150085,1.5147950768470764,1.5676083588600158,,
1984-02-14,,,1.50001060962677,1.4969890117645264,1.4894349932670594,1.511018055677414,1.564975221157074,,
1984-02-15,,,1.493535041809082,1.499147152900696,1.4924566149711609,1.5087517976760865,1.5627306008338928,,
1984-02-16,,,1.493535041809082,1.499147152900696,1.4918090581893921,1.5055143058300018,1.5607449650764464,,
1984-02-17,,,1.4978519678115845,1.4982837438583374,1.4931040048599242,1.5020610451698304,1.5587161684036255,,
1984-02-20,,,1.4978519678115845,1.4965569257736206,1.4950463414192199,1.499147319793701,1.5566873717308045,,
1984-02-21,,,1.4849025011062622,1.493535304069519,1.4952621579170227,1.4953702807426452,1.5545290851593017,,
1984-02-22,,,1.4870610237121582,1.4922405004501342,1.495693826675415,1.4919170081615447,1.5523707914352416,,
1984-02-23,,,1.467635989189148,1.4870606899261474,1.4931039214134216,1.4891112327575684,1.5498239970207215,,
1984-02-24,,,1.4827443361282349,1.4840391635894776,1.4911614537239075,1.4879241466522217,1.5473635625839233,,
1984-02-27,,,1.476269245147705,1.4797226190567017,1.488139772415161,1.4880319774150848,1.5439102911949159,,
1984-02-28,,,1.467635989189148,1.4762693166732788,1.484902310371399,1.487168651819229,1.5406296610832215,,
1984-02-29,,,1.461161971092224,1.471089506149292,1.4816650032997132,1.487060809135437,1.537349066734314,,
1984-03-01,,,1.461161971092224,1.469794702529907,1.4784276962280274,1.4851183772087098,1.5341116404533386,,
1984-03-02,,,1.467635989189148,1.4667730331420896,1.4754060983657837,1.484255051612854,1.5310900282859803,,
1984-03-05,,,1.459003448486328,1.4633198738098143,1.471521246433258,1.483283793926239,1.5278957653045655,,
1984-03-06,,,1.465478777885437,1.462888431549072,1.4695788741111755,1.482420516014099,1.5250900197029114,,
1984-03-07,,,1.461161971092224,1.4628884315490722,1.4669889688491822,1.4813413977622987,1.5221979379653932,,
1984-03-08,,,1.469794988632202,1.464615035057068,1.4672048687934875,1.4801543951034546,1.5195648336410523,,
1984-03-09,,,1.465478777885437,1.4641835927963256,1.4654783129692077,1.4783198833465576,1.517104389667511,,
1984-03-12,,,1.476269245147705,1.4676367521286011,1.4654783129692077,1.4768090426921845,1.514859755039215,,
1984-03-13,,,1.4827443361282349,1.4710898637771606,1.4669891476631165,1.4759457290172577,1.512658305168152,,
1984-03-14,,,1.4870610237121582,1.4762696743011474,1.4695790529251098,1.4756220281124115,1.510629506111145,,
1984-03-15,,,1.5280689001083374,1.4879244565963745,1.476269745826721,1.4773487210273744,1.509205048084259,,
1984-03-16,,,1.5410181283950806,1.5030323266983032,1.4836079597473144,1.479507029056549,1.5083417344093322,,
1984-03-19,,,1.5604432821273804,1.5198671340942382,1.4937519431114197,1.4826365947723388,1.5078237533569336,,
1984-03-20,,,1.5410181283950806,1.5315218925476075,1.501305878162384,1.4854423761367799,1.5068309307098389,,
1984-03-21,,,1.545334815979004,1.5431766510009766,1.509723162651062,1.488356065750122,1.505881290435791,,
1984-03-22,,,1.536701798439026,1.5449032306671142,1.5164138436317445,1.491809356212616,1.5047158122062683,,
1984-03-23,,,1.5561264753341677,1.5479249000549316,1.5254786133766174,1.4954784631729126,1.5039820051193238,,
1984-03-26,,,1.5539679527282717,1.54662983417511,1.533248484134674,1.499363398551941,1.5032913446426392,,
1984-03-27,,,1.5712339878082275,1.5526730060577392,1.5420974493026733,1.5045432984828948,1.5032050037384033,,
1984-03-28,,,1.5928168296813965,1.5621694087982179,1.5526730298995972,1.5111260414123535,1.5042841362953185,,
1984-03-29,,,1.5712339878082275,1.569075846672058,1.5569895386695862,1.5166296422481538,1.5045431184768676,,
1984-03-30,,,1.5712339878082275,1.5720973491668702,1.560011124610901,1.5218095421791076,1.504629454612732,,
1984-04-02,,,1.5604432821273804,1.5733924150466918,1.560011124610901,1.5268815338611603,1.5047157907485962,,
1984-04-03,,,1.5690761804580688,1.5729608535766602,1.5628169298171997,1.532061403989792,1.5048884487152099,,
1984-04-04,,,1.5669171810150146,1.5677809238433837,1.5649751663208007,1.5373491644859314,1.505104262828827,,
1984-04-05,,,1.5410181283950806,1.5617377519607545,1.5654067993164062,1.5409103214740754,1.505449595451355,,
1984-04-06,,,1.5215929746627808,1.551809549331665,1.5619534492492675,1.5437160313129425,1.5057517337799071,1.5565147185325623,
1984-04-09,,,1.5172770023345947,1.543176293373108,1.5582843542098999,1.545766419172287,1.5066150212287903,1.5550902473926544,
1984-04-10,,,1.5172770023345947,1.5328164577484131,1.5528886556625365,1.547493052482605,1.5072625112533569,1.5534283638000488,
1984-04-11,,,1.5021690130233765,1.5198668241500854,1.5438238739967347,1.5482484519481658,1.5080395150184631,1.5517017352581024,
1984-04-12,,,1.5086442232131958,1.5133920431137085,1.5375648975372314,1.547277218103409,1.5082121872901917,1.5500398588180542,
1984-04-13,,,1.4849025011062622,1.5060539484024047,1.5289317488670349,1.5444714367389678,1.5082121872901917,1.5480973970890046,
1984-04-16,,,1.4892194271087646,1.5004424333572388,1.5218093633651733,1.540910243988037,1.5084280037879945,1.546262845993042,
1984-04-17,,,1.4849025011062622,1.4939675331115723,1.5133919954299926,1.5381044626235962,1.508471167087555,1.5443635523319243,
1984-04-18,,,1.4849025011062622,1.4905142307281494,1.5051905274391175,1.535082846879959,1.5085143303871156,1.5424210906028748,
1984-04-19,,,1.4805867671966553,1.4849027395248413,1.499147391319275,1.5322770953178406,1.508255364894867,1.540349143743515,
1984-04-20,,,1.4805867671966553,1.48403959274292,1.4950467705726624,1.528500109910965,1.5078237199783324,1.5390973508358001,
1984-04-23,,,1.474112629890442,1.4810182332992554,1.4907303333282471,1.5245073437690735,1.507176251411438,1.537392305135727,
1984-04-24,,,1.4849025011062622,1.4810182332992554,1.4874928832054137,1.5201907694339751,1.5068740892410277,1.5359246551990509,
1984-04-25,,,1.4719517230987549,1.4784280776977539,1.4844711542129516,1.514147514104843,1.5064424228668214,1.534586511850357,
1984-04-26,,,1.474112629890442,1.4771332502365113,1.4810179948806763,1.509291446208954,1.5060539746284485,1.5333994698524476,
1984-04-27,,,1.4309453964233398,1.4672049760818482,1.475622284412384,1.5022770166397095,1.5047158432006835,1.5317160058021546,
1984-04-30,,,1.435261607170105,1.4594347715377807,1.4702265024185182,1.4960179328918457,1.503464035987854,1.5300757038593291,
1984-05-01,,,1.4374207258224487,1.449938416481018,1.4654783248901366,1.4894351601600646,1.5025144004821778,1.5285217428207398,
1984-05-02,,,1.454687476158142,1.4464855670928956,1.4624568223953247,1.4838236749172211,1.5018669295310973,1.5271188604831696,
1984-05-03,,,1.4503707885742188,1.4417371988296508,1.459435224533081,1.479291307926178,1.5015216255187989,1.5256728112697602,
1984-05-04,,,1.4309453964233398,1.4417371988296508,1.4544710874557496,1.474758929014206,1.500485646724701,1.5239246046543122,
1984-05-07,,,1.441736936569214,1.4430322647094727,1.4512335181236267,1.470981925725937,1.499795000553131,1.5218526458740234,
1984-05-08,,,1.4438945055007937,1.4443270206451417,1.4471327185630798,1.4673128008842469,1.499320170879364,1.5199749159812928,
1984-05-09,,,1.4331029653549194,1.4400101184844973,1.4432478427886963,1.463859498500824,1.498758990764618,1.518054028749466,
1984-05-10,,,1.461161971092224,1.4421683549880981,1.4419527769088745,1.4614853858947754,1.498758990764618,1.5164353156089783,
1984-05-11,,,1.4482110738754272,1.4456214904785156,1.4436793446540832,1.4596508145332336,1.4983704924583434,1.514730260372162,
1984-05-14,,,1.4438945055007937,1.4460530042648316,1.4445426344871521,1.457384568452835,1.4980683135986328,1.5129820394515991,
1984-05-15,,,1.435261607170105,1.4443264245986938,1.4443267226219176,1.4549025237560271,1.4974639701843262,1.5112769949436187,
1984-05-16,,,1.4374207258224487,1.4451899766921996,1.4426000475883485,1.4525284349918366,1.4969891452789306,1.509593541622162,
1984-05-17,,,1.435261607170105,1.4400099039077758,1.441089129447937,1.450262176990509,1.4962984776496888,1.5079316556453706,
1984-05-18,,,1.4395791292190552,1.4382835149765014,1.4419525027275086,1.4482117950916291,1.4957804846763612,1.506442437171936,
1984-05-21,,,1.4374207258224487,1.4369887590408326,1.441520881652832,1.4463771998882293,1.495003514289856,1.5049316346645356,
1984-05-22,,,1.4482110738754272,1.439578652381897,1.4419525384902954,1.4445426285266876,1.4943128490447999,1.503485577106476,
1984-05-23,,,1.4503707885742188,1.442168664932251,1.4436793208122254,1.4434635818004609,1.493579044342041,1.502104275226593,
1984-05-24,,,1.4482110738754272,1.4447585582733153,1.4423842310905457,1.44216850399971,1.4919818878173827,1.5005934679508208,
1984-05-25,,,1.454687476158142,1.447780227661133,1.443031871318817,1.4433556079864502,1.490255274772644,1.4992985045909881,
1984-05-28,,,1.454687476158142,1.4512335777282714,1.444111168384552,1.444326901435852,1.4881401586532592,1.4979819560050964,
1984-05-29,,,1.4331029653549194,1.44821195602417,1.4438953042030334,1.4441110134124755,1.485981855392456,1.4964063930511475,
1984-05-30,,,1.459003448486328,1.4499384880065918,1.4460535764694213,1.4443268120288848,1.4842552280426025,1.4950682592391968,
1984-05-31,,,1.4633188247680664,1.4529600381851195,1.4488592982292174,1.4449742138385773,1.4827875685691834,1.493751690387726,
1984-06-01,,,1.4978519678115845,1.461592936515808,1.4546865820884705,1.4483195424079895,1.4816220784187317,1.4928020417690278,
1984-06-04,,,1.4892194271087646,1.4684993267059325,1.459866452217102,1.450693666934967,1.4803271079063416,1.4918092262744904,
1984-06-05,,,1.4805867671966553,1.4779960870742799,1.4631040215492248,1.45252828001976,1.4785141634941101,1.4908595836162568,
1984-06-06,,,1.4503707885742188,1.4762695550918579,1.4631040215492248,1.453391671180725,1.4756652426719665,1.4899746894836425,
1984-06-07,,,1.454687476158142,1.474543285369873,1.4637516617774964,1.453067946434021,1.4733343124389648,1.4889387154579163,
1984-06-08,,,1.4503707885742188,1.4650470495224,1.463319993019104,1.4531759321689606,1.4709170484542846,1.4877732515335083,
1984-06-11,,,1.4460537433624268,1.4564139127731324,1.4624566197395326,1.4532838940620423,1.4686292576789857,1.4866725242137908,
1984-06-12,,,1.4244701862335205,1.4451905965805054,1.4615933418273925,1.452744323015213,1.4657371377944945,1.4853127932548522,
1984-06-13,,,1.420154690742493,1.43914737701416,1.457708466053009,1.4518810212612152,1.462801887989044,1.4839530754089356,
1984-06-14,,,1.3985710144042969,1.4279240846633912,1.451233685016632,1.4500464916229248,1.4599529457092286,1.4827012705802918,
1984-06-15,,,1.3726712465286257,1.4123841762542724,1.4387156128883363,1.4467010974884034,1.4569745111465453,1.4813631224632262,
1984-06-18,,,1.389938473701477,1.4011611223220826,1.4287875175476075,1.4443269848823548,1.454427740573883,1.4805213809013367,
1984-06-19,,,1.4244701862335205,1.4011611223220826,1.423175859451294,1.4431399405002594,1.4525716042518615,1.4799170577526093,
1984-06-20,,,1.4158369302749634,1.4002975702285767,1.4197224736213685,1.4414132475852965,1.4508449625968933,1.4794422388076782,
1984-06-21,,,1.4028880596160889,1.401160979270935,1.4145425319671632,1.4391470968723297,1.4487298393249513,1.4784710133075714,
1984-06-22,,,1.4158369302749634,1.4097941160202025,1.4110891461372375,1.4372045695781708,1.4473485279083251,1.4777803575992585,
1984-06-25,,,1.4028880596160889,1.412384033203125,1.4067725777626037,1.4346145987510681,1.4456219005584716,1.477024952173233,
1984-06-26,,,1.3985710144042969,1.4072041988372803,1.4041826605796814,1.432888001203537,1.4438952708244324,1.4761832189559936,
1984-06-27,,,1.4072043895721436,1.4054776906967164,1.4028876304626465,1.4302980482578278,1.44234130859375,1.4754278194904327,
1984-06-28,,,1.389938473701477,1.402887773513794,1.4020243763923645,1.4266290307044982,1.4405283427238464,1.4743918538093568,
1984-06-29,,,1.389938473701477,1.3977080821990966,1.4037510991096496,1.421233355998993,1.438715376853943,1.4732695484161378,
1984-07-02,,,1.3813049793243408,1.3933914661407472,1.402887749671936,1.4158376336097718,1.4368592238426208,1.4720177376270294,
1984-07-03,,,1.3813049793243408,1.3899382591247558,1.3985712289810182,1.410873544216156,1.4347872734069824,1.470830681324005,
1984-07-04,,,1.3813049793243408,1.3847583770751952,1.395118033885956,1.4074202537536622,1.4329743385314941,1.4697083806991578,
1984-07-05,,,1.389938473701477,1.3847583770751952,1.3938230752944947,1.4041828036308288,1.4312908554077148,1.4686724150180817,
1984-07-06,,,1.3813049793243408,1.383031678199768,1.3903698801994324,1.400729513168335,1.430298047065735,1.4675069451332092,
1984-07-09,,,1.4158369302749634,1.3899380683898925,1.3916647672653197,1.3992186725139617,1.4299095535278321,1.466686794757843,
1984-07-10,,,1.4072043895721436,1.395117950439453,1.3925281047821045,1.398355382680893,1.429305226802826,1.4659098136425017,
1984-07-11,,,1.3942551612854004,1.397707986831665,1.3912331819534303,1.3970604062080383,1.4280965805053711,1.4649817550182342,
1984-07-12,,,1.3942551612854004,1.3985713243484497,1.3916648507118226,1.3968446135520936,1.4269742679595947,1.4642479467391967,
1984-07-13,,,1.3942551612854004,1.4011613607406617,1.3920965194702148,1.3979238092899322,1.426240463256836,1.4633630549907684,
1984-07-16,,,1.4158369302749634,1.4011613607406617,1.395549714565277,1.3992187321186065,1.4257224631309509,1.462758731842041,
1984-07-17,,,1.4072043895721436,1.4011613607406617,1.3981396555900574,1.3983554422855378,1.4249886608123778,1.462154415845871,
1984-07-18,,,1.389938473701477,1.4002980232238769,1.399003005027771,1.3970605194568635,1.4241253709793091,1.4614421808719635,
1984-07-19,,,1.3813049793243408,1.397707986831665,1.3981396555900574,1.395981365442276,1.4225282311439513,1.4606436109542846,
1984-07-20,,,1.3985710144042969,1.3985711574554442,1.399866259098053,1.3951180696487426,1.4215354299545289,1.4599529612064361,
1984-07-23,,,1.4374207258224487,1.4028879165649415,1.4020246386528015,1.3968447029590607,1.4214059543609618,1.4597371339797973,
1984-07-24,,,1.4158369302749634,1.4046144247055055,1.4028878927230835,1.397707998752594,1.421017460823059,1.4592407155036926,
1984-07-25,,,1.4072043895721436,1.4080676078796386,1.4041828155517577,1.397707998752594,1.420413134098053,1.458701139688492,
1984-07-26,,,1.441736936569214,1.4201539993286132,1.4089309930801392,1.4002979218959808,1.420542640686035,1.4584205591678618,
1984-07-27,,,1.493535041809082,1.4391468048095704,1.4188589811325074,1.4054777503013611,1.4216217589378357,1.4587011218070984,
1984-07-30,,,1.4978519678115845,1.4512330532073974,1.4270604848861694,1.4113050997257233,1.4228303837776184,1.4589169490337373,
1984-07-31,,,1.5194361209869385,1.4719528913497926,1.438283658027649,1.4182116568088532,1.4242548847198486,1.4592838668823243,
1984-08-01,,,1.5237514972686768,1.4952623128890992,1.451664960384369,1.42533398270607,1.4257224988937378,1.4596507716178895,
1984-08-02,,,1.5280689001083374,1.5125287055969239,1.4663413524627686,1.432240504026413,1.427319655418396,1.4596507716178895,
1984-08-03,,,1.5194361209869385,1.517708921432495,1.4784278631210328,1.439147061109543,1.4286146283149719,1.459434951543808,
1984-08-06,,,1.5237514972686768,1.5228888273239136,1.4870609402656556,1.4445427894592284,1.4299959087371825,1.4590680336952209,
1984-08-07,,,1.545334815979004,1.5280685663223266,1.5000107288360596,1.4514493107795716,1.4322405457496643,1.4591112005710603,
1984-08-08,,,1.545334815979004,1.532385230064392,1.5138237714767455,1.4590032935142516,1.4339671730995178,1.4591112005710603,
1984-08-09,,,1.5885009765625,1.5444716453552245,1.5285001754760743,1.4687155842781068,1.4364708161354065,1.4596291923522948,
1984-08-10,,,1.579868197441101,1.5565580606460572,1.5371334910392762,1.4779962360858918,1.4381111407279967,1.4598666095733643,
1984-08-13,,,1.6014502048492432,1.5720978021621703,1.547493314743042,1.4872768998146058,1.4403557562828064,1.460341432094574,
1984-08-14,,,1.618716597557068,1.5867741584777832,1.557421362400055,1.497852510213852,1.4431183528900147,1.4608162581920623,
1984-08-15,,,1.618716597557068,1.601450514793396,1.5669178724288941,1.5092914164066316,1.4464852690696717,1.461075255870819,
1984-08-16,,,1.6230332851409912,1.6083569765090941,1.5764143109321593,1.521377831697464,1.4498521852493287,1.4615932488441468,
1984-08-17,,,1.6100835800170898,1.614400053024292,1.5854790568351746,1.5319534599781037,1.453046441078186,1.4619817447662353,
1984-08-20,,,1.6143994331359863,1.6169898986816407,1.5945438504219056,1.5408023953437806,1.4564133548736573,1.4625213062763214,
1984-08-21,,,1.6143994331359863,1.6161264657974244,1.6014503121376038,1.5507305204868316,1.4602119398117066,1.4629745388031006,
1984-08-22,,,1.6230332851409912,1.616989803314209,1.6092201590538024,1.561521965265274,1.4642695116996765,1.4635356998443603,
1984-08-23,,,1.618716597557068,1.6161264657974244,1.6122417211532594,1.5703709483146668,1.468672423362732,1.4643126845359802,
1984-08-24,,,1.6143994331359863,1.6169896364212035,1.6156948447227477,1.576414167881012,1.4735069870948792,1.4652407491207122,1.5108777338266373
1984-08-27,,,1.5841838121414185,1.6109465122222901,1.6139682054519653,1.5807307600975036,1.477391893863678,1.4659098172187806,1.5105000323057174
1984-08-28,,,1.579868197441101,1.604040265083313,1.6100833654403686,1.5837523639202118,1.4804998540878296,1.4665357291698455,1.5099820464849472
1984-08-29,,,1.5841838121414185,1.5962703704833985,1.6066300868988037,1.586773979663849,1.4838667917251587,1.467355877161026,1.5095288062095642
1984-08-30,,,1.5712339878082275,1.5867738485336305,1.6014501571655273,1.5889322340488434,1.4872337102890014,1.4679817748069763,1.5090108168125154
1984-08-31,48.520451722589996,P,1.5669171810150146,1.5772773981094361,1.5971335172653198,1.5913062870502472,1.4902553153038025,1.468801921606064,1.5084496593475343
1984-09-03,48.51168379428656,P,1.5669171810150146,1.5738240718841552,1.5923852920532227,1.5934645712375641,1.493535897731781,1.4695788991451264,1.5079208725690842
1984-09-04,48.51624990187647,P,1.5755510330200195,1.5729606389999389,1.588500452041626,1.5949753820896149,1.4970754981040955,1.470485384464264,1.5074244683980942
1984-09-05,48.52005590966352,P,1.5841838121414185,1.5729606389999389,1.5846155047416688,1.5969178318977355,1.500615086555481,1.4714781975746154,1.506949644088745
1984-09-06,48.52935833220292,P,1.5841838121414185,1.5755506038665772,1.5811622262001037,1.5967019736766814,1.5044999933242797,1.4725141680240632,1.5064316558837891
1984-09-07,48.542605719326275,A,1.579868197441101,1.5781408071517944,1.5777091026306151,1.5967019736766814,1.5082985877990722,1.4735069823265077,1.5063021665811538
1984-09-10,48.54513950448791,A,1.5669171810150146,1.5781408071517944,1.575982439517975,1.59497532248497,1.5120108318328858,1.4744350278377534,1.50591366648674
1984-09-11,48.53786814360543,P,1.558284878730774,1.5746875762939454,1.5738241076469421,1.5919537365436554,1.5155504298210145,1.4751688516139985,1.5055467534065246
1984-09-12,48.5315675279636,P,1.5626014471054075,1.5703711032867431,1.571665871143341,1.5891479790210723,1.5191763591766358,1.476075348854065,1.505330930352211
1984-09-13,48.537881315577884,P,1.5841838121414185,1.5703711032867431,1.5729608535766602,1.5872055053710938,1.5230612659454346,1.4771760606765747,1.5052877652645111
1984-09-14,48.55333233746075,P,1.6014502048492432,1.5746875047683715,1.576414155960083,1.5867738366127013,1.5274641704559326,1.4788811087608338,1.505298557281494
1984-09-17,48.576025172251974,A,1.6057660579681396,1.5824572801589967,1.5802990436553954,1.586342167854309,1.5312627530097962,1.480586153268814,1.5053309285640717
1984-09-18,48.60180518377005,A,1.5971332788467407,1.59022696018219,1.5824572682380675,1.5854788601398468,1.535061330795288,1.482183278799057,1.5053525108098984
1984-09-19,48.617860532507045,A,1.5885009765625,1.5954068660736085,1.5828889846801757,1.5837522447109222,1.5389462471008302,1.4835214138031005,1.505320137143135
1984-09-20,48.6156836379131,A,1.579868197441101,1.594543743133545,1.582457423210144,1.581809824705124,1.542658507823944,1.4848163878917695,1.5052445995807648
1984-09-21,48.570641311837726,A,1.5237514972686768,1.5790040016174316,1.5768457531929017,1.5772774279117585,1.5452484345436097,1.4857444489002227,1.5048345267772674
1984-09-24,48.521460535879214,P,1.5194361209869385,1.5617380142211914,1.572097647190094,1.5740400433540345,1.547320418357849,1.4865214407444,1.5041870433092117
1984-09-25,48.51003485408369,P,1.579868197441101,1.5582849979400635,1.5742559790611268,1.5740400433540345,1.5507736945152282,1.487881177663803,1.503928046822548
1984-09-26,48.50569036309918,P,1.5755510330200195,1.5556950092315673,1.5755509376525878,1.5736084043979646,1.5544859457015991,1.489305658340454,1.50367984354496
1984-09-27,48.51560665937905,P,1.5928168296813965,1.5582847356796266,1.5764142394065856,1.574687546491623,1.5587161827087401,1.4906222069263457,1.503528761267662
1984-09-28,48.54900675266679,P,1.5712339878082275,1.5677812337875365,1.5733926177024842,1.5749033868312836,1.5621694421768189,1.4918524360656737,1.5032913482189179
1984-10-01,48.570315599770026,P,1.545334815979004,1.5729609727859497,1.5673494935035706,1.573824268579483,1.56432772397995,1.492866839170456,1.5029244393110275
1984-10-02,48.55936691012,P,1.558284878730774,1.5686443090438842,1.5634646534919738,1.5729609608650208,1.567176682949066,1.4940970718860627,1.5026870334148408
1984-10-03,48.55138554450023,P,1.5626014471054075,1.566054391860962,1.5608747005462646,1.5718818426132202,1.5702846240997315,1.4953488790988922,1.502471210360527
1984-10-04,48.53205377313327,P,1.5626014471054075,1.560011315345764,1.5591480255126953,1.5708027243614198,1.5727019143104553,1.4966222774982452,1.5022769665718079
1984-10-05,48.52593961401224,P,1.5669171810150146,1.5591479539871214,1.563464593887329,1.5701551735401154,1.574169557094574,1.4978956580162048,1.5021690475940703
1984-10-08,48.540076557396475,P,1.5669171810150146,1.5634644269943236,1.5682126998901367,1.5701551735401154,1.5755508613586426,1.4991906225681304,1.502061128616333
1984-10-09,48.54034237722254,P,1.5626014471054075,1.5643277406692504,1.5664860248565673,1.570371001958847,1.576414167881012,1.5003345263004304,1.5019100517034532
1984-10-10,48.53222239201545,P,1.5539679527282717,1.5626010417938232,1.5643277168273926,1.5699393272399902,1.577018496990204,1.5013704979419709,1.501737386584282
1984-10-11,48.50994347385313,P,1.5280689001083374,1.5556945323944091,1.5578529238700867,1.5671335816383363,1.577018496990204,1.5021690762042998,1.5013812720775603
1984-10-12,48.459645135696654,P,1.4849025011062622,1.5392915964126588,1.5492197751998902,1.5613061964511872,1.5763278245925902,1.5024712264537812,1.5008848655223845
1984-10-15,48.432821505785626,P,1.536701798439026,1.533248519897461,1.5483564734458923,1.5578529834747314,1.5765868306159974,1.50329136967659,1.5006366628408432
