Date,GRADE,GPS,VZ,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1983-11-21,,,1.12545907497406,,,,,,
1983-11-22,,,1.121453881263733,,,,,,
1983-11-23,,,1.1154465675354004,,,,,,
1983-11-24,,,1.1154465675354004,,,,,,
1983-11-25,,,1.1034307479858398,1.1162473678588867,,,,,
1983-11-28,,,1.0733919143676758,1.10583393573761,,,,,
1983-11-29,,,1.0613759756088257,1.0938183546066285,,,,,
1983-11-30,,,1.0613759756088257,1.0830042362213135,,,,,
1983-12-01,,,1.0613759756088257,1.0721901178359985,,,,,
1983-12-02,,,1.05937397480011,1.0633787631988525,1.0898130655288696,,,,
1983-12-05,,,1.0473577976226809,1.0581719398498535,1.0820029377937317,,,,
1983-12-06,,,1.0513626337051392,1.0561692714691162,1.0749938130378722,,,,
1983-12-07,,,1.0613759756088257,1.0561692714691162,1.0695867538452148,,,,
1983-12-08,,,1.0633790493011477,1.0565698862075807,1.0643800020217895,,,,
1983-12-09,,,1.0653809309005735,1.0577712774276733,1.060575020313263,,,,
1983-12-12,,,1.067384123802185,1.0617765426635741,1.059974241256714,,,,
1983-12-13,,,1.083404302597046,1.0681848764419555,1.0621770739555358,,,,
1983-12-14,,,1.0874099731445312,1.0733916759490967,1.0647804737091064,,,,
1983-12-15,,,1.079399347305298,1.0765957355499267,1.0665828108787536,,,,
1983-12-16,,,1.08540678024292,1.080600905418396,1.0691860914230347,1.0794995784759522,,,
1983-12-19,,,1.0814028978347778,1.0834046602249146,1.0725906014442443,1.0772967696189881,,,
1983-12-20,,,1.075393557548523,1.0818025112152099,1.0749936938285827,1.0749937534332275,,,
1983-12-21,,,1.0693862438201904,1.0781977653503418,1.0757947206497191,1.072690737247467,,,
1983-12-22,,,1.0553685426712036,1.073391604423523,1.0749936699867249,1.0696868360042573,,,
1983-12-23,,,1.0493608713150024,1.0661824226379395,1.0733916640281678,1.0669833421707153,,,
1983-12-26,,,1.0493608713150024,1.0597740173339845,1.0715893387794495,1.0657817900180817,,,
1983-12-27,,,1.0433523654937744,1.0533657789230346,1.0675841450691224,1.064880609512329,,,
1983-12-28,,,1.0513626337051392,1.0497610569000244,1.063979411125183,1.0643799424171447,,,
1983-12-29,,,1.0493608713150024,1.0485595226287843,1.0609755635261535,1.0637791872024536,,,
1983-12-30,,,1.045354962348938,1.0477583408355713,1.0569703817367553,1.063078236579895,,,
1984-01-02,,,1.045354962348938,1.0469571590423583,1.0533655881881714,1.062978094816208,,,
1984-01-03,,,1.075393557548523,1.0533653974533081,1.0533655881881714,1.064179641008377,,,
1984-01-04,,,1.1074364185333252,1.0645801544189453,1.057170605659485,1.066482663154602,,,
1984-01-05,,,1.117448806762695,1.0781977415084838,1.063378632068634,1.0691861510276794,,,
1984-01-06,,,1.1374751329421997,1.0966217756271361,1.0721900582313537,1.0727908611297607,,,
1984-01-09,,,1.1234570741653442,1.1122421979904176,1.079599678516388,1.0755945086479186,,,
1984-01-10,,,1.127462387084961,1.1226559638977052,1.0880106806755065,1.0777974128723145,,,
1984-01-11,,,1.1294647455215454,1.127061629295349,1.0958208918571473,1.0799001514911652,,,
1984-01-12,,,1.1374751329421997,1.13106689453125,1.104632318019867,1.0828039407730103,,,
1984-01-13,,,1.1454851627349854,1.1326689004898072,1.1146453380584718,1.0858078598976135,,,
1984-01-16,,,1.155498504638672,1.1390771865844727,1.1256596922874451,1.0895126402378081,,,
1984-01-17,,,1.1655110120773315,1.1466869115829468,1.134671437740326,1.0940185129642486,,,
1984-01-18,,,1.1695159673690796,1.1546971559524537,1.1408793926239014,1.0990249991416932,,,
1984-01-19,,,1.1695159673690796,1.1611053228378296,1.1460861086845398,1.104732370376587,,,
1984-01-20,,,1.177526593208313,1.1675136089324951,1.150091254711151,1.1111406564712525,,,
1984-01-23,,,1.17151939868927,1.1707177877426147,1.1548974871635438,1.1172485828399659,,,
1984-01-24,,,1.1695159673690796,1.1715187788009644,1.1591028451919556,1.123556762933731,,,
1984-01-25,,,1.17151939868927,1.1719194650650024,1.163308310508728,1.1295646011829377,,,
1984-01-26,,,1.1655110120773315,1.171118474006653,1.1661118984222412,1.1353721082210542,,,
1984-01-27,,,1.1815314292907717,1.1719194412231446,1.1697165250778199,1.1421809315681457,1.1000662803649903,,
1984-01-30,,,1.177526593208313,1.173120880126953,1.171919333934784,1.1487895131111145,1.1011076307296752,,
1984-01-31,,,1.183534026145935,1.1759244918823242,1.1737216353416442,1.1541965365409852,1.1023492336273193,,
1984-02-01,,,1.1875401735305786,1.179128646850586,1.1755240559577942,1.1582017242908478,1.103791105747223,,
1984-02-02,,,1.1975525617599487,1.1855369567871095,1.1783277153968812,1.1622069120407104,1.1054332256317139,,
1984-02-03,,,1.1795287132263184,1.1851364135742188,1.1785279273986817,1.1643095910549164,1.1069551849365233,,
1984-02-06,,,1.1735212802886963,1.1843353509902954,1.1787281155586242,1.166812801361084,1.1089577722549437,,
1984-02-07,,,1.17151939868927,1.1819324254989625,1.1789284586906432,1.1690156519412995,1.1111606407165526,,
1984-02-08,,,1.1294647455215454,1.1703173398971558,1.1747229933738708,1.1690156519412995,1.112522416114807,,
1984-02-09,,,1.1314667463302612,1.1571001768112184,1.171318566799164,1.1687152326107024,1.113924231529236,,
1984-02-10,,,1.12545907497406,1.1462862491607666,1.1657113313674927,1.1677139282226563,1.115245933532715,,
1984-02-13,,,1.1234570741653442,1.136273407936096,1.1603043794631958,1.1661118566989899,1.1167679190635682,,
1984-02-14,,,1.1374751329421997,1.1294645547866822,1.1556984901428222,1.1647100627422333,1.1184901690483093,,
1984-02-15,,,1.1454851627349854,1.13266863822937,1.151492989063263,1.1635085225105286,1.1201723527908325,,
1984-02-16,,,1.1615055799484253,1.138676404953003,1.1478882908821106,1.1631080031394958,1.122134883403778,,
1984-02-17,,,1.1615055799484253,1.145885705947876,1.1460859775543213,1.1623069524765015,1.124057376384735,,
1984-02-20,,,1.1615055799484253,1.1534954071044923,1.1448844075202942,1.1618062615394593,1.12593980550766,,
1984-02-21,,,1.1494901180267334,1.1558984041213989,1.1426814794540405,1.1608049690723419,1.1272615218162536,,
1984-02-22,,,1.1354727745056152,1.1538959264755249,1.1432822823524476,1.1590026378631593,1.1282227778434752,,
1984-02-23,,,1.1234570741653442,1.1462862253189088,1.1424813151359559,1.1568999409675598,1.1291039323806762,,
1984-02-24,,,1.1394771337509155,1.1418805360794066,1.1438831210136413,1.154797226190567,1.130185339450836,,
1984-02-27,,,1.1354727745056152,1.1366739749908448,1.1450846910476684,1.152694535255432,1.1312667369842528,,
1984-02-28,,,1.1154465675354004,1.1298652648925782,1.1428818345069884,1.1492901623249054,1.1320677971839905,,
1984-02-29,,,1.1334693431854248,1.12946457862854,1.1416802525520324,1.1465866208076476,1.1333494591712951,,
1984-03-01,,,1.151492953300476,1.1350717544555664,1.1406789898872376,1.1442836403846741,1.1352719473838806,,
1984-03-02,,,1.167514085769653,1.1406791448593139,1.1412798404693603,1.1436829090118408,1.1376350116729737,,
1984-03-05,,,1.1454851627349854,1.142681622505188,1.1396777987480164,1.1422811031341553,1.1395574975013734,,
1984-03-06,,,1.1474881172180176,1.1490899324417114,1.1394775986671448,1.1410795390605926,1.1416402125358582,,
1984-03-07,,,1.1434831619262695,1.1510926961898804,1.1402786374092102,1.1417804598808288,1.1434826231002808,,
1984-03-08,,,1.1414794921875,1.1490900039672851,1.1420808792114259,1.1422810971736908,1.1453249955177307,,
1984-03-09,,,1.1314667463302612,1.1418805360794066,1.1412798404693603,1.142581480741501,1.1470472311973572,,
1984-03-12,,,1.1314667463302612,1.1390768527984618,1.1408792376518249,1.1429819643497467,1.1487694668769837,,
1984-03-13,,,1.1334693431854248,1.1362730979919433,1.1426815152168275,1.142781674861908,1.1499309825897217,,
1984-03-14,,,1.1354727745056152,1.1346710205078125,1.1428818583488465,1.1422810554504395,1.1504917097091676,,
1984-03-15,,,1.1334693431854248,1.1330689907073974,1.1410794973373413,1.1408792436122894,1.150812120437622,,
1984-03-16,,,1.1474881172180176,1.1362732648849487,1.1390769004821777,1.140178370475769,1.1510123801231384,,
1984-03-19,,,1.1354727745056152,1.1370744705200195,1.1380756616592407,1.1388767302036285,1.151252694129944,,
1984-03-20,,,1.1434831619262695,1.1390772342681885,1.137675166130066,1.1385763823986053,1.15157310962677,,
1984-03-21,,,1.1394771337509155,1.1398781061172485,1.1372745633125305,1.1387766003608704,1.1517733573913573,,
1984-03-22,,,1.1374751329421997,1.1406792640686034,1.1368741273880005,1.139477503299713,1.1517733573913573,,
1984-03-23,,,1.1434831619262695,1.139878273010254,1.1380757689476013,1.1396778047084808,1.1517333173751831,,
1984-03-26,,,1.1492185592651367,1.1426274299621582,1.139850950241089,1.140365093946457,1.1516077184677125,,
1984-03-27,,,1.1492185592651367,1.1437745094299316,1.14142587184906,1.1420536935329437,1.1512818694114686,,
1984-03-28,,,1.151267409324646,1.1461325645446778,1.143005335330963,1.1429435968399049,1.1509168982505797,,
1984-03-29,,,1.1553642749786377,1.1497103929519654,1.1451948285102844,1.143137162923813,1.150633864402771,,
1984-03-30,,,1.153315544128418,1.151676869392395,1.1457775712013245,1.142427235841751,1.150149643421173,,
1984-04-02,,,1.1389755010604858,1.149628257751465,1.1461278438568114,1.1421017527580262,1.1494987654685973,,
1984-04-03,,,1.1389755010604858,1.1475796461105348,1.1456770777702332,1.1416761219501494,1.1488879561424254,,
1984-04-04,,,1.126684546470642,1.1426630735397338,1.1443978190422057,1.1408361911773681,1.147991259098053,,
1984-04-05,,,1.1123453378677368,1.1340592861175538,1.1418848395347596,1.13937948346138,1.146927945613861,,
1984-04-06,,,1.1184908151626587,1.1270943403244018,1.1393856048583983,1.1387306869029998,1.1456671333312989,1.1228667068481446,
1984-04-09,,,1.102102279663086,1.1197196960449218,1.1346739768981933,1.1372624635696411,1.1441586470603944,1.1226331388950348,
1984-04-10,,,1.102102279663086,1.1123450517654419,1.1299623489379882,1.135694110393524,1.1425300121307373,1.1224396228790283,
1984-04-11,,,1.0918599367141724,1.105380129814148,1.1240216016769409,1.133513468503952,1.1406164073944092,1.122203756570816,
1984-04-12,,,1.0918599367141724,1.1012830495834351,1.1176711678504945,1.1314329981803894,1.1385025548934937,1.1219678902626038,
1984-04-13,,,1.087762713432312,1.0951374292373657,1.1111158847808837,1.1284467279911041,1.1366672348976135,1.1218112099170685,
1984-04-16,,,1.0857144594192505,1.0918598651885987,1.1057897806167603,1.1259588122367858,1.1349110984802246,1.1219344353675842,
1984-04-17,,,1.1000534296035769,1.0914500951766968,1.1018975734710694,1.1237873256206512,1.1334817790985108,1.1223212099075317,
1984-04-18,,,1.0959562063217163,1.0922693490982056,1.0988247394561768,1.1216112792491912,1.132811608314514,1.1226670122146607,
1984-04-19,,,1.0939085483551023,1.0926790714263916,1.0969810605049133,1.1194329500198363,1.132060444355011,1.1229923379421234,
1984-04-20,,,1.0939085483551023,1.0939082384109498,1.0945228338241577,1.116954219341278,1.1314294338226318,1.1233376836776734,
1984-04-23,,,1.0980061292648315,1.096366572380066,1.0941132187843323,1.114393597841263,1.1309204149246215,1.1238441669940948,
1984-04-24,,,1.1143935918807983,1.0992346048355102,1.0953423500061035,1.112652349472046,1.1304587841033935,1.1244744765758514,
1984-04-25,,,1.1287336349487305,1.105790090560913,1.0990297198295593,1.1115256607532502,1.1301237535476685,1.1251480531692506,
1984-04-26,,,1.1471688747406006,1.1164421558380127,1.1045606136322021,1.1111158907413483,1.129837019443512,1.125985951423645,
1984-04-27,,,1.134878396987915,1.1246361255645752,1.1092721819877625,1.1101940333843232,1.1293044757843018,1.1266809260845185,
1984-04-30,,,1.1287336349487305,1.130781626701355,1.1135740995407104,1.1096819400787354,1.1286490368843078,1.1272944211959839,
1984-05-01,,,1.1451210975646973,1.1369271278381348,1.1180808663368225,1.1099892199039458,1.1285616564750671,1.1279115891456604,
1984-05-02,,,1.1574121713638306,1.1426628351211547,1.124226462841034,1.1115256011486054,1.1290004444122315,1.1286116111278535,
1984-05-03,,,1.16150963306427,1.1455309867858887,1.1309865713119507,1.113983815908432,1.12976149559021,1.1294327139854432,
1984-05-04,,,1.1492185592651367,1.148399019241333,1.1365175724029541,1.1155202031135558,1.1299563241004944,1.1300708317756654,
1984-05-07,,,1.1430727243423462,1.151266837120056,1.1410242319107056,1.1175687253475188,1.130108323097229,1.130687530040741,
1984-05-08,,,1.1553642749786377,1.1533154726028443,1.1451213002204894,1.1202318251132966,1.1309066772460938,1.1314872372150422,
1984-05-09,,,1.1635589599609375,1.1545448303222656,1.1486038327217103,1.1238167762756348,1.131508469581604,1.1324289643764496,
1984-05-10,,,1.1656064987182615,1.1553642034530638,1.1504475951194764,1.1275041043758391,1.1317907404899596,1.1335313439369201,
1984-05-11,,,1.159461259841919,1.1574127435684205,1.1529058814048767,1.1310890316963196,1.131629683971405,1.1346323478221894,
1984-05-14,,,1.151267409324646,1.1590516805648803,1.1551592588424682,1.1343666791915894,1.1317453289031982,1.1356514132022857,
1984-05-15,,,1.1492185592651367,1.1578225374221802,1.1555690050125123,1.1368249356746674,1.1317799377441407,1.1367100751399994,
1984-05-16,,,1.1430727243423462,1.1537252902984618,1.1541350603103637,1.1391807615756988,1.1317717289924623,1.1376271760463714,
1984-05-17,,,1.130782127380371,1.1467604160308837,1.1510623097419739,1.1410244405269623,1.1315577816963196,1.138441388607025,
1984-05-18,,,1.126684546470642,1.1402050733566285,1.1488089084625244,1.1426632404327393,1.1314621376991272,1.1392546844482423,
1984-05-21,,,1.126684546470642,1.1352885007858275,1.147170090675354,1.1440971612930297,1.1313664937019348,1.1400679802894593,
1984-05-22,,,1.1225879192352295,1.1299623727798462,1.1438924551010132,1.1445068776607514,1.131148865222931,1.1405399239063263,
1984-05-23,,,1.12463641166687,1.126275110244751,1.1400002002716065,1.1443020164966584,1.130932137966156,1.1407119238376617,
1984-05-24,,,1.1430727243423462,1.128733229637146,1.1377468228340148,1.1440972089767456,1.1311242055892945,1.1409681630134583,
1984-05-25,,,1.12463641166687,1.1283236026763916,1.13426433801651,1.1435851097106933,1.1306671714782714,1.140839775800705,
1984-05-28,,,1.12463641166687,1.1279139757156371,1.1316012382507323,1.1433802485466003,1.1304504442214967,1.1408515691757202,
1984-05-29,,,1.1102968454360962,1.1254557609558105,1.1277090668678285,1.1416390359401702,1.1297867178916932,1.1406799137592316,
1984-05-30,,,1.1123453378677368,1.1229975461959838,1.1246363282203675,1.1393856942653655,1.1292440819740295,1.1405087196826935,
1984-05-31,,,1.1184908151626587,1.1180811643600463,1.1234071969985961,1.1372347533702851,1.1288643956184388,1.1403188765048982,
1984-06-01,,,1.1389755010604858,1.1209489822387695,1.1246362924575806,1.1367226004600526,1.1287742424011231,1.1402537798881531,
1984-06-04,,,1.1369270086288452,1.1234071016311646,1.1256605386734009,1.1364153146743774,1.1285284113883973,1.1400680649280548,
1984-06-05,,,1.1287336349487305,1.1270944595336914,1.126275110244751,1.1350837826728821,1.128118712902069,1.1397002911567689,
1984-06-06,,,1.1451210975646973,1.1336496114730834,1.1283235788345336,1.13416188955307,1.1279957866668702,1.139456342458725,
1984-06-07,,,1.1410242319107056,1.1381562948226929,1.1281187295913697,1.1329327762126922,1.1277089858055114,1.1391714251041412,
1984-06-08,,,1.1574121713638306,1.1418436288833618,1.1313963055610656,1.1328303217887878,1.1277909183502197,1.1389702808856965,
1984-06-11,,,1.1471688747406006,1.1438920021057128,1.1336495518684386,1.1326253950595855,1.127954785823822,1.1387267756462096,
1984-06-12,,,1.1471688747406006,1.147579050064087,1.137336754798889,1.1325229108333588,1.1281186532974243,1.138503304719925,
1984-06-13,,,1.151267409324646,1.1488083124160766,1.1412289619445801,1.1329326450824737,1.1286103105545044,1.1383007848262787,
1984-06-14,,,1.1430727243423462,1.1492180109024048,1.1436871528625487,1.1335471749305726,1.1292248582839965,1.138076401948929,
1984-06-15,,,1.1471688747406006,1.1471693515777588,1.1445064902305604,1.1345713913440705,1.1297984194755555,1.137732776403427,
1984-06-18,,,1.159461259841919,1.1496278285980224,1.1467599153518677,1.1362102270126342,1.1309455990791322,1.1375521230697632,
