Date,GRADE,GPS,VZ,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1984-06-19,,,1.1553642749786377,1.15126690864563,1.1494229793548585,1.1378490447998046,1.132010838985443,1.13727042555809,
1984-06-20,,,1.153315544128418,1.1516765356063843,1.1502424240112306,1.139283001422882,1.133239951133728,1.1369281792640686,
1984-06-21,,,1.1471688747406006,1.152495765686035,1.15085688829422,1.1394878089427949,1.1343461298942565,1.1364243423938751,
1984-06-22,,,1.1471688747406006,1.152495765686035,1.149832558631897,1.1406144320964813,1.1355342531204224,1.1361007440090178,
1984-06-25,,,1.1551365852355957,1.1516308307647705,1.1506293296813965,1.1421394407749177,1.1369226956367493,1.135916897058487,
1984-06-26,,,1.1551365852355957,1.151585292816162,1.151426100730896,1.1443814277648925,1.1380243587493897,1.1357530689239501,
1984-06-27,,,1.1362688541412354,1.1481759548187256,1.149926245212555,1.1455776035785674,1.13883061170578,1.1358211100101472,
1984-06-28,,,1.140461564064026,1.1468344926834106,1.1496651291847229,1.146676141023636,1.1397616720199586,1.1359110581874847,
1984-06-29,,,1.1383651494979858,1.1450737476348878,1.1487847566604614,1.146645623445511,1.1406508040428163,1.136040118932724,
1984-07-02,,,1.1446545124053955,1.1429773330688477,1.147304081916809,1.1470319986343385,1.1415837717056274,1.1362520933151246,
1984-07-03,,,1.1593296527862549,1.1438159465789794,1.1477006196975708,1.1485617995262145,1.1424824929237365,1.136470638513565,
1984-07-04,,,1.1593296527862549,1.1484281063079833,1.1483020305633544,1.1492722272872924,1.143094413280487,1.1366090834140778,
1984-07-05,,,1.153040051460266,1.1509438037872315,1.148889148235321,1.1498730182647705,1.1432118368148805,1.1365244281291962,
1984-07-06,,,1.165618658065796,1.1563945055007934,1.1507341265678406,1.1502833425998689,1.143826642036438,1.1365655589103698,
1984-07-09,,,1.1844861507415771,1.1643608331680297,1.1536690831184386,1.1521492063999177,1.1449416923522948,1.1367953646183013,
1984-07-10,,,1.201258659362793,1.1727466344833375,1.1582812905311584,1.1548536956310271,1.1460644435882568,1.137313050031662,
1984-07-11,,,1.1928716897964478,1.179455041885376,1.1639415740966796,1.1569339096546174,1.1467736339569092,1.1378870391845703,
1984-07-12,,,1.2075477838516235,1.1903565883636475,1.1706501960754394,1.1601576626300811,1.1476943969726563,1.138727946281433,
1984-07-13,,,1.2075477838516235,1.198742413520813,1.1775684595108031,1.1631766080856323,1.148860981464386,1.13940865278244,
1984-07-16,,,1.201258659362793,1.2020969152450562,1.1832288742065429,1.165266478061676,1.150024700164795,1.140066511631012,
1984-07-17,,,1.2117409706115725,1.204193377494812,1.1884700059890747,1.1680853128433228,1.1511522340774536,1.1410294556617737,
1984-07-18,,,1.1949689388275146,1.2046128273010255,1.1920339345932007,1.1701679825782776,1.1517804336547852,1.1416444516181945,
1984-07-19,,,1.1949689388275146,1.2020970582962036,1.1962268233299256,1.1725579857826234,1.1523676824569702,1.142079211473465,
1984-07-20,,,1.1970655918121338,1.2000006198883058,1.1993715167045593,1.1750528216362,1.1531197690963746,1.1423747265338897,
1984-07-23,,,1.220126032829285,1.203774094581604,1.2029355049133301,1.1783022940158845,1.1544969415664672,1.1431211352348327,
1984-07-24,,,1.215933322906494,1.2046125650405883,1.2044029712677002,1.1813421308994294,1.1558312368392945,1.1438055872917174,
1984-07-25,,,1.215933322906494,1.2088054418563843,1.2067091345787049,1.1853253543376923,1.1572884488105775,1.1445300889015197,
1984-07-26,,,1.2327048778533936,1.21635262966156,1.2092248439788817,1.1899375200271607,1.1593269038200378,1.1454423427581788,
1984-07-27,,,1.2243186235427856,1.2218032360076905,1.210901927947998,1.1942351937294007,1.1612795853614808,1.1463708615303039,
1984-07-30,,,1.2180296182632446,1.2213839530944823,1.2125790238380432,1.1979039490222931,1.1631064867973329,1.1472364902496337,
1984-07-31,,,1.220126032829285,1.2222224950790406,1.2134175300598145,1.2009437680244446,1.165057249069214,1.1481030571460724,
1984-08-01,,,1.220126032829285,1.2230610370635986,1.2159332394599915,1.203983587026596,1.1669670414924622,1.1489495897293092,
1984-08-02,,,1.2620548009872437,1.2289310216903686,1.2226418256759644,1.2094343245029449,1.16934668302536,1.1502354443073273,
1984-08-03,,,1.257861614227295,1.2356396198272706,1.2287214279174805,1.2140464723110198,1.1720111870765686,1.1513391792774201,
1984-08-06,,,1.2368972301483154,1.2394131422042847,1.2303985476493835,1.2166670262813568,1.1742564034461975,1.152353423833847,
1984-08-07,,,1.226415753364563,1.2406710863113404,1.2314467906951905,1.2179248809814454,1.1765787816047668,1.1531827497482299,
1984-08-08,,,1.2180296182632446,1.2402518033981322,1.2316564202308655,1.2191827774047852,1.178692467212677,1.1539682745933533,
1984-08-09,,,1.2306087017059326,1.2339625835418702,1.2314468026161194,1.2203358232975006,1.1809348249435425,1.1548996102809905,
1984-08-10,,,1.220126032829285,1.226415467262268,1.2310275435447693,1.2209647357463838,1.1825578355789184,1.1556660389900208,
1984-08-13,,,1.2348012924194336,1.2259962797164916,1.2327047109603881,1.2226418673992157,1.1845153212547301,1.1565218663215637,
1984-08-14,,,1.228512406349182,1.2264156103134156,1.2335433483123779,1.2234804391860963,1.1865108966827393,1.1573148047924042,
1984-08-15,,,1.220126032829285,1.2268348932266235,1.2335433483123779,1.2247382938861846,1.188010995388031,1.1580033910274505,
1984-08-16,,,1.2306087017059326,1.2268348932266235,1.2303987383842467,1.2265202820301055,1.1898026847839356,1.1587558352947236,
1984-08-17,,,1.2327048778533936,1.2293506622314454,1.2278830647468566,1.2283022463321687,1.1913085389137268,1.1595497286319734,
1984-08-20,,,1.2389943599700928,1.230189275741577,1.2280927777290345,1.229245662689209,1.1931450486183166,1.1605499172210694,
1984-08-21,,,1.255765438079834,1.2356398820877075,1.2310277462005614,1.231237268447876,1.1953169798851013,1.1617178165912627,
1984-08-22,,,1.2452826499938965,1.24067120552063,1.2337530493736266,1.2327047348022462,1.1971972846984864,1.1629037976264953,
1984-08-23,,,1.2515727281570437,1.244864010810852,1.2358494520187377,1.2336481273174287,1.1993672847747803,1.1642960715293884,
1984-08-24,,,1.255765438079834,1.2494761228561402,1.2394133925437927,1.235220468044281,1.201539216041565,1.1656688177585601,1.1442677623033524
1984-08-27,,,1.2494760751724243,1.2515724658966065,1.2408808708190917,1.23679279088974,1.2033395123481752,1.1671425557136537,1.1448878473043442
1984-08-28,,,1.255765438079834,1.2515724658966065,1.243606173992157,1.2385747611522675,1.205347535610199,1.168679187297821,1.1455594050884246
1984-08-29,,,1.253669261932373,1.2532497882843017,1.246960496902466,1.2402519226074218,1.207354609966278,1.1702972805500031,1.1462505185604095
1984-08-30,,,1.2599585056304932,1.2549269437789916,1.2498954772949218,1.2401471078395843,1.209610402584076,1.1719782662391662,1.146973078250885
1984-08-31,55.50800754692463,A,1.2620548009872437,1.2561848163604736,1.2528304696083068,1.2403567671775817,1.2119081211090088,1.1737211871147155,1.147766198515892
1984-09-03,55.526160260620905,A,1.2620548009872437,1.2587005615234375,1.2551365137100219,1.2416146457195283,1.2140464854240418,1.1754845905303954,1.14870951294899
1984-09-04,55.53062575985614,A,1.2599585056304932,1.2595391750335694,1.2555558204650878,1.2432917833328248,1.2161429238319397,1.1770836412906647,1.1497024255990982
1984-09-05,55.5263333473923,A,1.2515727281570437,1.2591198682785036,1.2561848282814025,1.2449689388275147,1.2184490013122558,1.178639806509018,1.1506534093618392
1984-09-06,55.524171981215694,A,1.253669261932373,1.2578620195388794,1.2563944816589356,1.2461219668388366,1.2207131552696229,1.1802374136447906,1.151614875793457
1984-09-07,55.52929680584447,A,1.2599585056304932,1.2574427604675293,1.2568137884140014,1.2481135904788971,1.2231450223922729,1.1818979132175444,1.152617798447609
1984-09-10,55.518080727239834,A,1.257861614227295,1.2566041231155396,1.2576523423194885,1.2492666065692901,1.2254091644287108,1.1834964680671691,1.153670317530632
1984-09-11,55.513811443281206,A,1.2599585056304932,1.2566041231155396,1.2580716490745545,1.2508389115333558,1.2274217414855957,1.1849521172046662,1.1547132968902587
1984-09-12,55.524805337165446,A,1.2662477493286133,1.2595391273498535,1.2593294978141785,1.2531449973583222,1.229560103416443,1.186327258348465,1.1557376557588577
1984-09-13,55.55678515805155,A,1.280922293663025,1.2649897336959839,1.2614258766174316,1.2556606769561767,1.2321177482604981,1.1876647925376893,1.1568253719806671
1984-09-14,55.568833572091414,A,1.2788264751434326,1.2687633275985717,1.2631030440330506,1.2579667568206787,1.2343819046020508,1.1891042733192443,1.1578925997018814
1984-09-17,55.582930016633064,A,1.2788264751434326,1.2729562997817994,1.2647802114486695,1.2599583625793458,1.2362687110900878,1.1906052017211914,1.1589498114585877
1984-09-18,55.58194596915109,A,1.2767298221588137,1.2763105630874634,1.2664573431015014,1.2610065817832947,1.2377781343460084,1.1919212889671327,1.1599164390563965
1984-09-19,55.576458438196596,A,1.280922293663025,1.2792454719543458,1.2693922996520997,1.262788563966751,1.2395391464233398,1.1931563901901245,1.160884000658989
1984-09-20,55.57050912980165,A,1.2976946830749512,1.2825999498367309,1.2737948417663574,1.2650946617126464,1.2413420844078065,1.1945182406902313,1.1619754773378372
1984-09-21,55.57496908779848,A,1.299790859222412,1.2867928266525268,1.2777780771255494,1.2672959327697755,1.2431869459152223,1.196023963689804,1.1630473977327347
1984-09-24,55.584908962169855,A,1.2972217798233032,1.290471887588501,1.28171409368515,1.2696832180023194,1.2451062083244324,1.1975654542446137,1.1641264921426773
1984-09-25,55.606846542319296,A,1.2972217798233032,1.2945702791213989,1.2854404211044312,1.2717560350894928,1.246815824508667,1.1989840292930602,1.1652356332540512
1984-09-26,55.62630825278128,A,1.3015025854110718,1.2986863374710083,1.288965904712677,1.2741477012634277,1.2489464974403381,1.2003634655475617,1.1663962149620055
1984-09-27,55.648860970724975,A,1.3207687139511108,1.3033011436462403,1.2929505467414857,1.2771882116794586,1.25146249294281,1.20191508769989,1.1677232158184052
1984-09-28,55.659673782649065,A,1.314347505569458,1.3062124729156495,1.2965026497840881,1.2798028469085694,1.2538081312179565,1.2034639501571656,1.1690481489896773
1984-10-01,55.65348302908959,A,1.305783987045288,1.3079249143600464,1.2991984009742736,1.2819893062114716,1.2555212903022765,1.2050091159343719,1.170330264568329
1984-10-02,55.64872550204246,A,1.3015025854110718,1.3087810754776001,1.3016756772994995,1.2840665102005004,1.2572326755523682,1.2065319561958312,1.1716210156679154
1984-10-03,55.63006319374364,A,1.2972217798233032,1.3079249143600464,1.3033056259155273,1.2863489627838134,1.2588584446907043,1.2080734467506409,1.1728503113985063
1984-10-04,55.57453991295191,A,1.2950804233551023,1.3027872562408447,1.3030441999435425,1.28841952085495,1.2601059556007386,1.2097164297103882,1.1740789091587067
1984-10-05,55.52850291037225,A,1.292940974235535,1.29850594997406,1.3023592114448548,1.290068644285202,1.2614784026145935,1.211378993988037,1.1753168392181397
1984-10-08,55.498021076748735,A,1.2886593341827393,1.2950810194015503,1.3015029668807983,1.2916085302829743,1.2628909969329833,1.212998741865158,1.1765333610773085
1984-10-09,55.46509108284015,P,1.2865185737609863,1.2920842170715332,1.3004326462745666,1.292936533689499,1.2642188477516174,1.2146380484104156,1.177588986158371
1984-10-10,55.45046885087398,P,1.2972217798233032,1.2920842170715332,1.3000045657157897,1.2944852352142333,1.2657607626914977,1.21636390209198,1.1785379129648208
1984-10-11,55.43950741108086,P,1.3015025854110718,1.293368649482727,1.2980779528617858,1.2955142498016357,1.2665497183799743,1.2179482007026672,1.1794581818580627
1984-10-12,55.43339993563714,P,1.3015025854110718,1.2950809717178344,1.2967934608459473,1.2966480553150177,1.2674225378036499,1.2197168624401094,1.1802783191204071
