Date,GRADE,GPS,ADI,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1983-11-21,,,2.390326023101806,,,,,,
1983-11-22,,,2.3976588249206543,,,,,,
1983-11-23,,,2.404991388320923,,,,,,
1983-11-24,,,2.404991388320923,,,,,,
1983-11-25,,,2.44165301322937,2.4079241275787355,,,,,
1983-11-28,,,2.4196560382843018,2.4137901306152343,,,,,
1983-11-29,,,2.4196560382843018,2.4181895732879637,,,,,
1983-11-30,,,2.44165301322937,2.425521898269653,,,,,
1983-12-01,,,2.448983907699585,2.434320402145386,,,,,
1983-12-02,,,2.456316471099853,2.4372530937194825,2.422588610649109,,,,
1983-12-05,,,2.404991388320923,2.434320163726807,2.4240551471710203,,,,
1983-12-06,,,2.3683290481567383,2.424054765701294,2.421122169494629,,,,
1983-12-07,,,2.3756625652313232,2.4108566761016847,2.418189287185669,,,,
1983-12-08,,,2.3683290481567383,2.394725704193115,2.4145230531692503,,,,
1983-12-09,,,2.3463327884674072,2.372728967666626,2.404991030693054,,,,
1983-12-12,,,2.353665828704834,2.362463855743408,2.3983920097351072,,,,
1983-12-13,,,2.3976588249206543,2.3683298110961912,2.3961922883987428,,,,
1983-12-14,,,2.3096718788146973,2.355131673812866,2.3829941749572754,,,,
1983-12-15,,,2.33899998664856,2.3492658615112303,2.371995782852173,,,,
1983-12-16,,,2.3463327884674072,2.3492658615112303,2.3609974145889283,2.3917930126190186,,,
1983-12-19,,,2.3096718788146973,2.340467071533203,2.3514654636383057,2.387760305404663,,,
1983-12-20,,,2.3170037269592285,2.324336051940918,2.3463329315185546,2.383727550506592,,,
1983-12-21,,,2.3170037269592285,2.3258024215698243,2.3404670476913454,2.379328167438507,,,
1983-12-22,,,2.2876744270324707,2.3155373096466065,2.3324015855789186,2.3734623193740845,,,
1983-12-23,,,2.3316683769226074,2.3126044273376465,2.3309351444244384,2.3679630875587465,,,
1983-12-26,,,2.3316683769226074,2.3170037269592285,2.3287353992462156,2.3635637044906614,,,
1983-12-27,,,2.3316683769226074,2.319936656951904,2.3221363544464113,2.359164321422577,,,
1983-12-28,,,2.3170037269592285,2.319936656951904,2.3228695392608643,2.35293185710907,,,
1983-12-29,,,2.2730093002319336,2.317003631591797,2.3162704706192017,2.344133126735687,,,
1983-12-30,,,2.2730093002319336,2.3052718162536623,2.3089381217956544,2.3349677681922913,,,
1984-01-02,,,2.2730093002319336,2.2935400009155273,2.305271863937378,2.328368663787842,,,
1984-01-03,,,2.2583470344543457,2.278875732421875,2.2994061946868896,2.322869563102722,,,
1984-01-04,,,2.2583470344543457,2.2671443939208986,2.293540525436401,2.3170037865638733,,,
1984-01-05,,,2.2876744270324707,2.270077419281006,2.293540525436401,2.31297105550766,,,
1984-01-06,,,2.2876744270324707,2.2730104446411135,2.289141130447388,2.310038137435913,,,
1984-01-09,,,2.2656784057617188,2.27154426574707,2.2825421333312987,2.3056387662887574,,,
1984-01-10,,,2.2730093002319336,2.274476718902588,2.2766762256622313,2.2994062900543213,,,
1984-01-11,,,2.2730093002319336,2.2774091720581056,2.272276782989502,2.2975731611251833,,,
1984-01-12,,,2.2510125637054443,2.2700767993927,2.270077109336853,2.2931737899780273,,,
1984-01-13,,,2.229015827178955,2.2583450794219972,2.2656777620315554,2.2873079419136046,,,
1984-01-16,,,2.2510125637054443,2.255411911010742,2.263478088378906,2.284374976158142,,,
1984-01-17,,,2.214351177215576,2.2436802864074705,2.2590785026550293,2.2792423486709597,,,
1984-01-18,,,2.207018613815308,2.2304821491241453,2.2539456605911257,2.2737430930137634,,,
1984-01-19,,,2.0897021293640137,2.198220062255859,2.2341484308242796,2.2638444781303404,,,
1984-01-20,,,1.9503899812698364,2.1424948930740357,2.2004199862480163,2.244780558347702,,,
1984-01-23,,,1.8917311429977417,2.0706386089324953,2.1630252599716187,2.222783696651459,,,
1984-01-24,,,1.9210606813430784,2.0119805097579957,2.1278303980827333,2.2022533118724823,,,
1984-01-25,,,1.972386121749878,1.9650540113449098,2.0977680802345278,2.1850224316120146,,,
1984-01-26,,,1.9870498180389404,1.944523549079895,2.0713718056678774,2.170724457502365,,,
1984-01-27,,,1.8477375507354736,1.9239930629730224,2.033243978023529,2.149460870027542,2.278289177417755,,
1984-01-30,,,1.7817466259002686,1.9019961595535277,1.9863173842430115,2.1248977363109587,2.2661175894737244,,
1984-01-31,,,1.7744145393371582,1.8726669311523438,1.9423237204551698,2.1007011115550993,2.2536527037620546,,
1984-02-01,,,1.8330730199813845,1.844804310798645,1.9049291610717773,2.0794374108314515,2.242214336395264,,
1984-02-02,,,1.80374276638031,1.808142900466919,1.876333224773407,2.055240827798843,2.2301893639564514,,
1984-02-03,,,1.8550693988800049,1.8096092700958253,1.8668011665344237,2.03361057639122,2.2184576916694643,,
1984-02-06,,,1.7890793085098269,1.8110758066177368,1.8565359830856323,2.0097806215286256,2.2058461570739745,,
1984-02-07,,,1.825740933418274,1.82134108543396,1.8470040082931518,1.9874172031879425,2.193967854976654,,
1984-02-08,,,1.7964105606079102,1.8140085935592651,1.829406452178955,1.9635872662067413,2.1810630059242246,,
1984-02-09,,,1.7377533912658691,1.8008107185363769,1.804476809501648,1.9379243075847625,2.1668383955955504,,
1984-02-10,,,1.7597490549087524,1.7817466497421264,1.7956779599189758,1.9144609689712524,2.1529070472717287,,
1984-02-13,,,1.7157561779022217,1.7670820236206055,1.789078915119171,1.8876981496810914,2.1391223430633546,,
1984-02-14,,,1.8330730199813845,1.7685484409332275,1.7949447631835938,1.8686342418193818,2.128417222499847,,
1984-02-15,,,1.91372811794281,1.7920119524002076,1.8030102729797364,1.8539697170257567,2.119178533554077,,
1984-02-16,,,1.869734048843384,1.8184080839157104,1.8096094012260437,1.8429713129997254,2.10920663356781,,
1984-02-17,,,1.906395673751831,1.8477374076843263,1.8147420287132263,1.840771597623825,2.1004078912734987,,
1984-02-20,,,1.906395673751831,1.8858653068542481,1.8264736652374267,1.8415048241615295,2.0914624881744386,,
1984-02-21,,,1.825740933418274,1.884398889541626,1.8264736652374267,1.8367388367652893,2.0800241303443907,,
1984-02-22,,,1.8404045104980469,1.8697341680526733,1.8308730602264405,1.8301397562026978,2.0706387829780577,,
1984-02-23,,,1.8184070587158203,1.8594687700271606,1.8389384269714355,1.8217076182365417,2.060226924419403,,
1984-02-24,,,1.8917311429977417,1.8565358638763427,1.8521366357803344,1.823907297849655,2.0511348915100096,,
1984-02-27,,,1.9357240200042725,1.862401533126831,1.8741334199905395,1.8316061675548554,2.043655934333801,,
1984-02-28,,,1.8550693988800049,1.8682672262191773,1.8763330578804016,1.8356389105319977,2.034417247772217,,
1984-02-29,,,1.8404045104980469,1.8682672262191773,1.8690006971359252,1.836005485057831,2.024885263442993,,
1984-03-01,,,1.8990627527236936,1.8843983650207519,1.8719335675239563,1.840771484375,2.0171130299568176,,
1984-03-02,,,1.9210606813430784,1.8902642726898193,1.8734000682830811,1.8440710484981537,2.008900876045227,,
1984-03-05,,,1.9430564641952517,1.8917307615280152,1.877066147327423,1.8517699062824249,2.00112863779068,,
1984-03-06,,,1.906395673751831,1.9019960165023804,1.8851316213607787,1.8558026432991028,1.9926231837272643,,
1984-03-07,,,1.8624017238616943,1.9063954591751098,1.8873313426971436,1.859102201461792,1.9835311436653138,,
1984-03-08,,,1.8184070587158203,1.8902643203735352,1.8873313426971436,1.8631348848342895,1.9744390988349914,,
1984-03-09,,,1.8110756874084477,1.8682673215866088,1.879265797138214,1.8657012164592743,1.9652004265785217,,
1984-03-12,,,1.7597490549087524,1.8316058397293091,1.861668300628662,1.8679008603096008,1.9549352216720581,,
1984-03-13,,,1.7744145393371582,1.8052096128463746,1.8536028146743775,1.8649679362773894,1.9452565717697143,,
1984-03-14,,,1.8184070587158203,1.7964106798171997,1.8514030694961547,1.86020188331604,1.9364577722549439,,
1984-03-15,,,1.8330730199813845,1.7993438720703128,1.8448040962219239,1.85836883187294,1.927365744113922,,
1984-03-16,,,1.8843985795974727,1.8140084505081178,1.8411378860473633,1.8572689771652222,1.9193002271652222,,
1984-03-19,,,1.8550693988800049,1.8330725193023683,1.8323391795158386,1.8547026634216308,1.911088047027588,,
1984-03-20,,,1.869734048843384,1.8521364212036133,1.8286730170249939,1.8569023191928864,1.9030225419998168,,
1984-03-21,,,1.8624017238616943,1.860935354232788,1.8286730170249939,1.8580021798610686,1.894810390472412,,
1984-03-22,,,1.8184070587158203,1.8580021619796754,1.8286730170249939,1.8580021798610686,1.8861582803726196,,
1984-03-23,,,1.7964105606079102,1.8404045581817627,1.8272065043449401,1.853236150741577,1.8775061750411988,,
1984-03-26,,,1.80374276638031,1.8301392316818237,1.8316058754920959,1.846637088060379,1.868560779094696,,
1984-03-27,,,1.8184070587158203,1.819873833656311,1.8360051274299622,1.8448039710521698,1.860641896724701,,
1984-03-28,,,1.8404045104980469,1.8154743909835815,1.8382048726081848,1.8448039710521698,1.8533096146583556,,
1984-03-29,,,1.7744145393371582,1.8066758871078492,1.8323390245437623,1.838571560382843,1.8470038628578187,,
1984-03-30,,,1.7524176836013794,1.797877311706543,1.8191409349441527,1.830139410495758,1.8430444169044495,,
1984-04-02,,,1.7230883836746216,1.7817464351654053,1.8059428334236145,1.8191410064697267,1.839671561717987,,
1984-04-03,,,1.6351009607315063,1.7450852155685426,1.7824795246124268,1.8055762708187104,1.8339523673057556,,
1984-04-04,,,1.6351009607315063,1.7040245056152343,1.759749448299408,1.7942112326622008,1.8272066640853881,,
1984-04-05,,,1.5984392166137695,1.6688294410705566,1.737752664089203,1.7832128405570984,1.8194344520568848,,
1984-04-06,,,1.5397809743881226,1.6263020992279054,1.7120897054672242,1.7696481049060822,1.8132753205299377,2.0457822489738464,
1984-04-09,,,1.5397809743881226,1.5896406173706055,1.6856935262680053,1.7586497008800506,1.8084360074996948,2.0372767984867095,
1984-04-10,,,1.5617774724960327,1.5749759197235107,1.6600305676460265,1.7480178475379944,1.8041832661628723,2.0289179849624634,
1984-04-11,,,1.5471131801605225,1.557378363609314,1.6307014346122741,1.7344531536102294,1.798464069366455,2.0203392028808596,
1984-04-12,,,1.5837749242782593,1.554445505142212,1.6116374731063843,1.7219882488250733,1.794064712524414,2.0121270382404326,
1984-04-13,,,1.6351009607315063,1.5735095024108887,1.599905800819397,1.709523367881775,1.789665343761444,2.004061517715454,
1984-04-16,,,1.5837749242782593,1.582308292388916,1.5859744548797607,1.6959586441516876,1.7855592560768128,1.9957027065753936,
1984-04-17,,,1.6131041049957275,1.592573618888855,1.5837747693061828,1.6831271469593048,1.7813065195083617,1.987637187242508,
1984-04-18,,,1.6131041049957275,1.605771803855896,1.581575083732605,1.6706622660160064,1.7776403903961182,1.9793516981601715,
1984-04-19,,,1.6033276319503784,1.6096823453903197,1.5820639252662658,1.6599082946777344,1.7749518752098083,1.9708951354026794,
1984-04-20,,,1.6033276319503784,1.6033276796340943,1.5884185910224915,1.6502541482448578,1.7718234467506409,1.9623652470111848,
1984-04-23,,,1.6228803396224976,1.611148762702942,1.5967285275459289,1.641211026906967,1.7699659299850463,1.9545441365242004,
1984-04-24,,,1.6326569318771362,1.6150593280792236,1.6038164734840392,1.6319235205650329,1.7659576082229613,1.9471874153614044,
1984-04-25,,,1.6424332857131958,1.6209251642227174,1.6133484840393066,1.6220249593257905,1.7605317115783692,1.939855122566223,
1984-04-26,,,1.6619857549667358,1.6326567888259889,1.6211695671081543,1.6164035201072693,1.7563767457008361,1.9327916896343231,
1984-04-27,,,1.701091170310974,1.652209496498108,1.627768588066101,1.613837194442749,1.7522706556320191,1.9263392734527587,
1984-04-30,,,1.749973177909851,1.6776280641555785,1.6443884134292603,1.6151814341545105,1.7491422057151795,1.920302346944809,
1984-05-01,,,1.7597490549087524,1.703046488761902,1.6590529084205627,1.6214138388633728,1.747822368144989,1.91392324924469,
1984-05-02,,,1.7597490549087524,1.7265096426010131,1.6737174034118651,1.6276462435722352,1.7462092590332032,1.9084240210056305,
1984-05-03,,,1.7304205894470217,1.7401966094970702,1.6864266991615295,1.6342453122138978,1.744449529647827,1.902338227033615,
1984-05-04,,,1.6424332857131958,1.7284650325775146,1.6903372645378112,1.6393779277801515,1.7394635725021361,1.895299232006073,
1984-05-07,,,1.6619857549667358,1.7108675479888915,1.694247806072235,1.645488166809082,1.7339888072013856,1.8888223707675933,
1984-05-08,,,1.710868000984192,1.7010913372039795,1.7020689129829407,1.65294269323349,1.7311047792434693,1.882761013507843,
1984-05-09,,,1.7401968240737915,1.6971808910369872,1.7118452668190003,1.6625968754291534,1.7291006255149841,1.8769929444789886,
1984-05-10,,,1.720644474029541,1.6952256679534912,1.7177111387252808,1.6694403529167174,1.7255322599411012,1.8713226449489593,
1984-05-11,,,1.6619857549667358,1.6991361618041991,1.713800597190857,1.670784592628479,1.7203507614135742,1.8646258187294007,
1984-05-14,,,1.6228803396224976,1.6913150787353515,1.7010913133621215,1.672739863395691,1.713947238922119,1.8575379383563995,
