Date,GRADE,GPS,ADI,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1984-05-15,,,1.5837749242782593,1.665896463394165,1.6834939002990723,1.6712734043598174,1.7074948239326477,1.850059003829956,
1984-05-16,,,1.5642223358154297,1.6307015657424926,1.66394122838974,1.6688293159008025,1.7015312361717223,1.8425311899185182,
1984-05-17,,,1.5837749242782593,1.6033276557922362,1.6492766618728638,1.6678516805171966,1.6968385934829713,1.8356388461589814,
1984-05-18,,,1.6033276319503784,1.5915960311889648,1.645366096496582,1.6678516805171966,1.69268363237381,1.8289420294761658,
1984-05-21,,,1.5446689128875732,1.57595374584198,1.6336344122886657,1.6639411091804504,1.6883820295333862,1.821658625602722,
1984-05-22,,,1.5642223358154297,1.572043228149414,1.6189698457717896,1.6605193793773652,1.6841781854629516,1.814717378616333,
1984-05-23,,,1.5642223358154297,1.572043228149414,1.6013723969459535,1.6566088318824768,1.679094491004944,1.8077761316299439,
1984-05-24,,,1.5642223358154297,1.568132710456848,1.5857301831245423,1.6517206609249115,1.6737174773216248,1.8005416107177734,
1984-05-25,,,1.5642223358154297,1.5603116512298585,1.5759538412094116,1.6448772192001342,1.667313952445984,1.793307089805603,
1984-05-28,,,1.5642223358154297,1.5642223358154297,1.5700880408287048,1.6355896770954133,1.6614970111846923,1.7862925291061402,
1984-05-29,,,1.5642223358154297,1.5642223358154297,1.5681327819824218,1.6258133411407472,1.6553867769241333,1.779204659461975,
1984-05-30,,,1.6913145780563354,1.5896407842636109,1.5808420062065125,1.6223916172981263,1.651965034008026,1.773387712240219,
1984-05-31,,,1.7304205894470217,1.6228804349899293,1.5955065727233888,1.6223916172981263,1.6502053046226501,1.7681817924976349,
1984-06-01,,,1.7988544702529907,1.6698068618774413,1.61505925655365,1.630212676525116,1.6502541828155517,1.7638801789283753,
1984-06-04,,,1.828184008598328,1.722599196434021,1.6434107661247253,1.6385225892066955,1.650743007659912,1.759651893377304,
1984-06-05,,,1.7793023586273191,1.765615200996399,1.6649187684059144,1.641944307088852,1.6499609136581421,1.7553014051914215,
1984-06-06,,,1.7988544702529907,1.78712317943573,1.6883819818496704,1.6448771893978118,1.649129912853241,1.7512197637557982,
1984-06-07,,,1.828184008598328,1.8066758632659912,1.7147781491279601,1.6502541661262513,1.6502053022384644,1.7486045825481416,
1984-06-08,,,1.828184008598328,1.8125417709350589,1.74117431640625,1.6585640788078309,1.6517206287384034,1.7473825228214264,
1984-06-11,,,1.8184070587158203,1.8105863809585572,1.766592788696289,1.668340414762497,1.6536270022392272,1.7466492819786072,
1984-06-12,,,1.8086304664611816,1.8164520025253297,1.7910336017608643,1.679583191871643,1.6570975923538207,1.7455249798297883,
1984-06-13,,,1.828184008598328,1.822317910194397,1.8047205448150634,1.692781275510788,1.6609592533111572,1.7440829586982727,
1984-06-14,,,1.8184070587158203,1.8203625202178955,1.8135191917419433,1.704512882232666,1.6653586101531983,1.7423965311050416,
1984-06-15,,,1.7988544702529907,1.8144966125488282,1.8135191917419433,1.7142892241477967,1.6705400800704957,1.7419077003002166,
1984-06-18,,,1.8086304664611816,1.8125412940979004,1.8115638375282288,1.7274873018264771,1.6759170699119568,1.742176538705826,
1984-06-19,,,1.9259482622146609,1.8360048532485966,1.826228427886963,1.7455735981464386,1.6832004857063294,1.7436918759346007,
1984-06-20,,,1.955277442932129,1.8614235401153565,1.8418707251548767,1.7651263535022736,1.6913637709617615,1.7449139201641082,
1984-06-21,,,1.8770655393600464,1.8731552362442017,1.8467588782310487,1.7807685136795044,1.6972295832633972,1.7456471478939057,
1984-06-22,,,1.916171193122864,1.8966185808181764,1.8555575966835023,1.7983659565448762,1.7028509879112244,1.7462581658363343,
1984-06-25,,,1.9357240200042725,1.9220372915267945,1.8672892928123475,1.8169410407543183,1.7098899698257446,1.7477246129512787,
1984-06-26,,,1.916171193122864,1.920081877708435,1.8780433654785156,1.8345384836196899,1.7159513115882874,1.7486289155483246,
1984-06-27,,,1.886842966079712,1.9063949823379516,1.8839092612266541,1.8443149030208588,1.721426088809967,1.7495332396030425,
1984-06-28,,,1.916171193122864,1.914216113090515,1.8936856746673585,1.8536024332046508,1.7276829600334167,1.7513174176216126,
1984-06-29,,,1.916171193122864,1.9142161130905155,1.905417346954346,1.8594682693481448,1.7339398312568663,1.7528816390037536,
1984-07-02,,,1.906395673751831,1.9083504438400272,1.915193867683411,1.8633788526058201,1.739610137939453,1.7547880339622497,
1984-07-03,,,1.906395673751831,1.9063953399658202,1.913238608837128,1.8697335183620456,1.745084912776947,1.7555212604999542,
1984-07-04,,,1.906395673751831,1.910305881500244,1.9083504319190983,1.8751105785369877,1.7503641605377198,1.7554479360580444,
1984-07-05,,,1.8770655393600464,1.9024847507476808,1.9083504319190983,1.8775546550750737,1.7546657562255858,1.755521250963211,
1984-07-06,,,1.896618723869324,1.8985742568969726,1.9063951849937442,1.8809763908386234,1.7585763072967528,1.755423481464386,
1984-07-09,,,1.896618723869324,1.896618866920471,1.9024846553802495,1.8848869740962986,1.7615092182159424,1.755325711965561,
1984-07-10,,,1.906395673751831,1.896618866920471,1.901507103443146,1.889775234460831,1.7644421505928038,1.7561322593688964,
1984-07-11,,,1.8379616737365725,1.8829320669174194,1.8966189742088322,1.8902641177177433,1.7660064029693603,1.7561078310012816,
1984-07-12,,,1.8184070587158203,1.8712003707885743,1.8868425607681274,1.8902641177177433,1.7677661323547362,1.7561078310012816,
1984-07-13,,,1.8575129508972168,1.863379216194153,1.8809767365455627,1.8931970417499546,1.7720677256584167,1.7557656490802764,
1984-07-16,,,1.720644474029541,1.8281843662261963,1.8624016165733337,1.8887977421283726,1.773240900039673,1.7536148536205292,
1984-07-17,,,1.7304205894470217,1.7929893493652345,1.8448041081428528,1.8790213584899906,1.7736319518089294,1.7523683655261992,
1984-07-18,,,1.749973177909851,1.77539165019989,1.8291618585586549,1.8687561452388768,1.7738274788856507,1.7514640522003173,
1984-07-19,,,1.7304205894470217,1.7577943563461305,1.8144973635673523,1.8614238977432254,1.7740230011940001,1.7497776305675508,
1984-07-20,,,1.710868000984192,1.7284653663635254,1.795922291278839,1.851158738136292,1.7750006461143493,1.7476757037639619,
1984-07-23,,,1.6424332857131958,1.7128231287002564,1.7705037474632264,1.836494201421738,1.7753917050361634,1.7446694719791411,
1984-07-24,,,1.681538224220276,1.7030466556549073,1.748018002510071,1.8247625529766087,1.7773469710350036,1.7424208974838258,
1984-07-25,,,1.6913145780563354,1.691314935684204,1.7333532929420472,1.8149861335754398,1.7798888158798218,1.7407100260257722,
1984-07-26,,,1.710868000984192,1.687404417991638,1.7225993871688843,1.804720973968506,1.7824306774139405,1.7396346354484558,
1984-07-27,,,1.8379616737365725,1.7128231525421143,1.7206442594528197,1.8008104979991912,1.7871233582496644,1.7399034953117372,
1984-07-30,,,1.7597490549087524,1.7362863063812255,1.724554717540741,1.7934781670570374,1.7914249610900879,1.7399034953117372,
1984-07-31,,,1.769526481628418,1.753883957862854,1.7284653067588807,1.7866347074508666,1.7955310440063477,1.7398546147346496,
1984-08-01,,,1.8184070587158203,1.779302453994751,1.7353086948394776,1.7822352766990661,1.8006147384643554,1.7398546147346496,
1984-08-02,,,1.9357240200042725,1.824273657798767,1.7558390378952027,1.7851682007312775,1.8080447721481323,1.7408811247348785,
1984-08-03,,,2.121476650238037,1.8809766530990601,1.7968999028205872,1.7964110970497131,1.8191898584365844,1.7432519054412843,
1984-08-06,,,2.189910411834717,1.967008924484253,1.8516476154327393,1.8110756814479827,1.8317036199569703,1.7466003155708314,
1984-08-07,,,2.199686288833618,2.053040885925293,1.9034624218940734,1.825740212202072,1.844412899017334,1.7498998379707336,
1984-08-08,,,2.11169958114624,2.1116993904113768,1.945500922203064,1.8394271075725555,1.852820599079132,1.7523928165435791,
1984-08-09,,,2.11169958114624,2.1468945026397703,1.9855840802192688,1.8540917336940765,1.8604461789131164,1.7553257417678834,
1984-08-10,,,2.199686288833618,2.1625364303588865,2.0217565417289736,1.8712004005908967,1.868462815284729,1.7593584990501403,
1984-08-13,,,2.2192397117614746,2.1684022903442384,2.0677056074142457,1.8961301624774933,1.876283929347992,1.763513468503952,
1984-08-14,,,2.1508047580718994,2.1586259841918944,2.1058334350585937,1.9171493709087373,1.8837139773368836,1.7668374454975129,
1984-08-15,,,2.11169958114624,2.158625984191894,2.135162687301636,1.9352356910705566,1.8899708795547485,1.7695503962039947,
1984-08-16,,,2.131251811981201,2.1625364303588865,2.1547154664993284,1.9552772521972657,1.896032235622406,1.773118768930435,
1984-08-17,,,2.160581111907959,2.154715394973755,2.158625912666321,1.977762907743454,1.9026801776885987,1.777200403213501,
1984-08-20,,,2.189910411834717,2.148849534988403,2.158625912666321,2.00513676404953,1.9101102447509766,1.781868623495102,
1984-08-21,,,2.238793134689331,2.1664472103118895,2.162536597251892,2.0329995095729827,1.9187134981155396,1.7879055452346801,
1984-08-22,,,2.238793134689331,2.191865921020508,2.1752459526062013,2.0603734374046327,1.9269256806373596,1.7939424669742585,
1984-08-23,,,2.336556911468506,2.232926940917969,2.197731685638428,2.0916578829288484,1.9372886776924134,1.8013236439228058,
1984-08-24,,,2.2876744270324707,2.258345603942871,2.206530499458313,2.114143520593643,1.947065076828003,1.8088025784492492,1.927292413711548
1984-08-27,,,2.2876744270324707,2.277898406982422,2.2133739709854128,2.140539789199829,1.9566459560394287,1.8162815129756928,1.926779155731201
1984-08-28,,,2.2681214809417725,2.2837640762329103,2.2251056432724,2.165469539165497,1.963489420413971,1.8233449530601502,1.9261314690113067
1984-08-29,,,2.2681214809417725,2.2896297454833983,2.240747833251953,2.1879552602767944,1.9697463011741638,1.8305550360679625,1.925447119474411
1984-08-30,,,2.229015827178955,2.268121528625488,2.2505242347717287,2.2026198506355286,1.9767853069305419,1.8370074450969696,1.9245672416687012
1984-08-31,44.54032134048205,A,2.2192397117614746,2.254434585571289,2.25639009475708,2.2075080037117005,1.9828466773033142,1.8428488326072694,1.9234551751613618
1984-09-03,44.48163772898996,A,2.2192397117614746,2.24074764251709,2.2593230247497558,2.208974468708038,1.9885169911384581,1.8492034804821014,1.9224530935287476
1984-09-04,44.424336053136614,A,2.189910411834717,2.2251054286956786,2.2544347524642943,2.2084856748580934,1.9939917755126952,1.8549715435504914,1.9213043653964996
1984-09-05,44.34824644317029,A,2.11169958114624,2.1938210487365724,2.2417253971099855,2.2084856748580934,1.9984889078140258,1.8599574983119964,1.919654598236084
1984-09-06,44.30678586544362,P,2.1508047580718994,2.178178834915161,2.2231501817703245,2.210440933704376,2.0031815791130065,1.8654322695732117,1.9181637024879457
1984-09-07,44.2859961101672,P,2.170358180999756,2.1684025287628175,2.211418557167053,2.208974528312683,2.0082653188705444,1.8711025750637054,1.916733911037445
1984-09-10,44.26575885621617,P,2.160581111907959,2.1566708087921143,2.198709225654602,2.2060415983200072,2.013349027633667,1.8764795827865601,1.9155118596553802
1984-09-11,44.249583273399914,P,2.11169958114624,2.141028642654419,2.1830670356750486,2.204086339473724,2.017455105781555,1.8812700092792511,1.9142287123203277
1984-09-12,44.236394441314445,P,2.033488273620605,2.125386381149292,2.1596037149429317,2.2001757740974424,2.0199969577789307,1.8851805591583253,1.9125178408622743
1984-09-13,44.23834647827079,P,2.11169958114624,2.11756534576416,2.14787209033966,2.1991981625556942,2.0246896386146545,1.8896776974201202,1.9112346935272218
1984-09-14,44.2306017688881,P,2.11169958114624,2.1058336257934567,2.137118077278137,2.1967540860176085,2.028991255760193,1.8937837815284728,1.9100615274906159
1984-09-17,44.22895484493722,P,2.131251811981201,2.0999677658081053,2.1283192873001093,2.1938211560249323,2.0336839175224304,1.8975965678691864,1.9089494574069976
1984-09-18,44.22984690654095,P,2.11169958114624,2.0999677658081053,2.1204982042312617,2.187466478347778,2.0377899956703187,1.9011160731315613,1.9075196611881255
1984-09-19,44.22774526840386,P,1.9943821430206297,2.0921465396881103,2.108766460418701,2.175245928764343,2.040918405056,1.90346240401268,1.9059432125091553
1984-09-20,44.20135792033236,P,2.033488273620605,2.076504278182983,2.0970348119735718,2.1600924968719477,2.0452200293540956,1.9064930808544158,1.9044156539440156
1984-09-21,44.18225039763891,P,2.033488273620605,2.060862016677856,2.0833478212356566,2.1473831892013546,2.048739535808563,1.91040363073349,1.9028514313697815
1984-09-24,44.15900021823105,P,2.013936281204224,2.037398910522461,2.0686833381652834,2.133696281909942,2.0546053719520567,1.9139231359958648,1.901372753381729
1984-09-25,44.12511901990647,P,1.955277442932129,2.0061144828796387,2.053041124343872,2.1180540800094603,2.059102509021759,1.9163672304153443,1.8995641219615935
1984-09-26,44.130108759170206,P,1.9748294353485107,2.002203941345215,2.0471752405166628,2.103389477729797,2.063599634170532,1.9187135565280915,1.8978532505035401
1984-09-27,44.09793340033022,P,1.867288947105408,1.9689640760421754,2.0227341771125795,2.0853031337261196,2.0663370013237,1.9201800012588501,1.8957513231039047
1984-09-28,44.04031409365464,P,1.7890793085098269,1.9200822830200195,1.990472149848938,2.063795113563537,2.067901227474213,1.921450936794281,1.893038377761841
1984-10-01,43.96689602363199,P,1.720644474029541,1.861423921585083,1.9494114160537719,2.0388653516769404,2.0694654512405397,1.9224285781383514,1.8899832582473755
1984-10-02,43.913607556052575,P,1.710868000984192,1.8125420331954956,1.9093282580375672,2.0149132311344142,2.070052046775818,1.9236995089054107,1.8868792563676835
1984-10-03,43.84243705634018,P,1.681538224220276,1.7538837909698486,1.8780438661575318,1.9934051632881165,2.069856519699097,1.9248726677894592,1.8837019288539887
1984-10-04,43.82601202959524,P,1.720644474029541,1.7245548963546753,1.8467594861984253,1.9718971490859984,2.0700520491600036,1.9262413632869722,1.8809401047229768
1984-10-05,43.86242994574696,P,1.8184070587158203,1.7304204463958741,1.8252513647079467,1.9542995929718017,2.0696609568595887,1.9283921575546266,1.8786670935153962
1984-10-08,43.9103362428555,P,1.7597490549087524,1.7382413625717164,1.7998326420783997,1.9342579901218415,2.0696609568595887,1.9305429589748382,1.8761007922887802
1984-10-09,43.96616358168555,B,1.7793023586273191,1.7519282341003417,1.7822351336479187,1.9176381289958955,2.0698564743995664,1.9326937592029572,1.8737055689096451
1984-10-10,44.02391378410899,B,1.7793023586273191,1.7714810609817504,1.7626824259757996,1.904928833246231,2.0690743803977965,1.9348445594310761,1.87131034553051
1984-10-11,44.076592411064574,B,1.8379616737365725,1.7949445009231568,1.759749698638916,1.8912419378757477,2.067119133472443,1.9375819528102876,1.8690617817640305
1984-10-12,44.093458409821345,B,1.8575129508972168,1.802765679359436,1.766593062877655,1.8785326063632966,2.061839859485626,1.9405148589611054,1.8669109743833543
1984-10-15,44.133931258232344,B,1.896618723869324,1.8301396131515504,1.7841904878616333,1.8668009519577027,2.0559740257263184,1.9438388228416443,1.8650656759738922
