Date,GRADE,GPS,LMT,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1984-01-04,,,4.329374313354492,4.179907035827637,4.098730754852295,4.059431767463684,,,
1984-01-05,,,4.355143070220947,4.231447315216064,4.1335203647613525,4.073605251312256,,,
1984-01-06,,,4.368030071258545,4.280410861968994,4.172175788879395,4.086490273475647,,,
1984-01-09,,,4.3036065101623535,4.3164896965026855,4.204388856887817,4.098086929321289,,,
1984-01-10,,,4.3036065101623535,4.331952095031738,4.228870820999146,4.118058896064758,,,
1984-01-11,,,4.22629451751709,4.3113361358642575,4.245621585845948,4.134809470176696,,,
1984-01-12,,,4.2391791343688965,4.288143348693848,4.259795331954956,4.150915789604187,,,
1984-01-13,,,4.264949798583984,4.267527294158936,4.273969078063965,4.163800930976867,,,
1984-01-16,,,4.17475175857544,4.241756343841553,4.279123020172119,4.16831066608429,,,
1984-01-17,,,4.17475175857544,4.21598539352417,4.273968744277954,4.172176170349121,,,
1984-01-18,,,4.045902729034424,4.179907035827637,4.245621585845948,4.172176170349121,,,
1984-01-19,,,3.99436354637146,4.13094391822815,4.209543633460998,4.171531999111176,,,
1984-01-20,,,3.99436354637146,4.076826667785644,4.17217698097229,4.172176384925843,,,
1984-01-23,,,3.981475830078125,4.038171482086182,4.139963912963867,4.172176384925843,,,
1984-01-24,,,3.826854944229126,3.968592119216919,4.092288756370545,4.160579788684845,,,
1984-01-25,,,3.762430191040039,3.911897611618042,4.0459023237228395,4.145761954784393,,,
1984-01-26,,,3.685122966766357,3.8500494956970215,3.9904967069625856,4.125146019458771,,,
1984-01-27,,,3.72377610206604,3.7959320068359377,3.936379337310791,4.105174207687378,4.1090396213531495,,
1984-01-30,,,3.762430191040039,3.7521228790283203,3.895147180557251,4.087135100364685,4.102081632614135,,
1984-01-31,,,3.801086902618408,3.7469692707061766,3.857780694961548,4.065874719619751,4.0943506240844725,,
1984-02-01,,,3.813969850540161,3.7572772026062013,3.8345874071121218,4.040104496479034,4.085588688850403,,
1984-02-02,,,3.788201570510864,3.7778929233551026,3.813971209526062,4.01175742149353,4.076311388015747,,
1984-02-03,,,3.569154500961304,3.7469686031341554,3.7714503049850463,3.971813642978668,4.060591616630554,,
1984-02-06,,,3.6078097820281982,3.716044521331787,3.7340837001800535,3.9370238065719603,4.047191133499146,,
1984-02-07,,,3.736661195755005,3.7031593799591063,3.7250643253326414,3.908676540851593,4.033790707588196,,
1984-02-08,,,3.646466255187988,3.669658660888672,3.7134679317474366,3.879685127735138,4.019617171287536,,
1984-02-09,,,3.5305018424987797,3.618118715286255,3.6980058193206786,3.844251263141632,4.004155077934265,,
1984-02-10,,,3.517615795135498,3.6078109741210938,3.6773897886276243,3.806884562969208,3.991785416603088,,
1984-02-13,,,3.453190326690674,3.576887083053589,3.646465802192688,3.7708064913749695,3.9789003896713258,,
1984-02-14,,,3.5433874130249023,3.5382323265075684,3.6206958532333373,3.739238274097443,3.969107747077942,,
1984-02-15,,,3.466075897216797,3.50215425491333,3.585906457901001,3.7102469325065615,3.9569957971572878,,
1984-02-16,,,3.5047314167022705,3.4970001697540285,3.557559442520142,3.685765326023102,3.9456569576263427,,
1984-02-17,,,3.466075897216797,3.486692190170288,3.547251582145691,3.659350943565369,3.9327718830108642,,
1984-02-20,,,3.466075897216797,3.4892693042755125,3.533078193664551,3.633580946922302,3.92065993309021,,
1984-02-21,,,3.4016504287719727,3.4609219074249267,3.4995771169662477,3.6123207211494446,3.91060959815979,,
1984-02-22,,,3.453190326690674,3.4583447933197022,3.480249524116516,3.596858727931976,3.901847743988037,,
1984-02-23,,,3.659350872039795,3.489268684387207,3.4931344270706175,3.5955701231956483,3.896693706512451,,
1984-02-24,,,3.839743614196777,3.5640022277832033,3.5253472089767457,3.6013684988021852,3.8933436393737795,,
1984-02-27,,,3.788201570510864,3.6284273624420167,3.558848333358765,3.602657067775726,3.8874165296554564,,
1984-02-28,,,3.672233819961548,3.6825440406799315,3.5717329740524293,3.5962144136428833,3.8789123725891113,,
1984-02-29,,,3.672233819961548,3.7263527393341063,3.5923487663269045,3.589127612113953,3.871438994407654,,
1984-03-01,,,3.6078097820281982,3.716044521331787,3.602656602859497,3.5801080226898194,3.8634502506256103,,
1984-03-02,,,3.646466255187988,3.677389049530029,3.620695638656616,3.5839736104011535,3.8567500591278074,,
1984-03-05,,,3.5305018424987797,3.6258491039276124,3.6271382331848145,3.5801082134246824,3.8477305793762206,,
1984-03-06,,,3.427420854568481,3.576886510848999,3.6297152757644655,3.5646461963653566,3.8351032590866088,,
1984-03-07,,,3.324339866638184,3.5073077201843263,3.6168302297592163,3.548539876937866,3.8204143190383912,,
1984-03-08,,,3.298570394515991,3.4454598426818848,3.5807521820068358,3.5369433045387266,3.804436893463135,,
1984-03-09,,,3.1954879760742188,3.355264186859131,3.5163266181945803,3.5208369135856628,3.7858824062347414,,
1984-03-12,,,3.324339866638184,3.314031791687012,3.469940447807312,3.514394390583038,3.769904956817627,,
1984-03-13,,,3.414534091949463,3.311454439163208,3.4441704750061035,3.507951724529266,3.753669748306274,,
1984-03-14,,,3.375880002975464,3.321762466430664,3.414535093307495,3.5034419298171997,3.734599862098694,,
1984-03-15,,,3.375880002975464,3.3372243881225585,3.391342115402222,3.4969993591308595,3.715014600753784,,
1984-03-16,,,3.453190326690674,3.3887648582458496,3.3720145225524902,3.496355080604553,3.6967178058624266,,
1984-03-19,,,3.375880002975464,3.3990728855133057,3.356552338600159,3.4918452858924867,3.678163275718689,,
1984-03-20,,,3.3501105308532715,3.3861881732940673,3.3488213062286376,3.4892682909965513,3.6590933561325074,,
1984-03-21,,,3.324339866638184,3.3758801460266112,3.3488213062286376,3.482825767993927,3.6410542631149294,,
1984-03-22,,,3.2470314502716064,3.3501104354858398,3.343667411804199,3.4622097969055177,3.6212113094329834,,
1984-03-23,,,3.2083778381347656,3.301147937774658,3.344956398010254,3.430641508102417,3.600079870223999,,
1984-03-26,,,3.2470314502716064,3.2753782272338867,3.337225556373596,3.4035830020904543,3.5815254640579224,,
1984-03-27,,,3.2470314502716064,3.2547624111175537,3.3204752922058107,3.382322883605957,3.5629710578918456,,
1984-03-28,,,3.4403061866760254,3.277955675125122,3.3269179105758666,3.370726501941681,3.550859127044678,,
1984-03-29,,,3.453190326690674,3.3191874504089354,3.334648942947388,3.3629955291748046,3.540035662651062,,
1984-03-30,,,3.4918484687805176,3.375881576538086,3.3385147571563722,3.3552646398544312,3.5299853610992433,,
1984-04-02,,,3.4016504287719727,3.4068053722381593,3.3410917997360228,3.348822069168091,3.51838885307312,,
1984-04-03,,,3.3501105308532715,3.4274211883544923,3.3410917997360228,3.3449565529823304,3.508853964805603,,
1984-04-04,,,3.4016504287719727,3.4196900367736816,3.3488228559494018,3.3488220810890197,3.5016383695602418,,
1984-04-05,,,3.3629963397979736,3.4016512393951417,3.3604193449020388,3.3520433783531187,3.495195837020874,,
1984-04-06,,,3.3887646198272705,3.3810344696044923,3.378458023071289,3.3617072105407715,3.4884956073760987,3.798767614364624,
1984-04-09,,,3.4918484687805176,3.399074077606201,3.40293972492218,3.370082640647888,3.483083972930908,3.792582802772522,
1984-04-10,,,3.556271553039551,3.440306282043457,3.4338637351989747,3.3771695137023925,3.478187665939331,3.786269145011902,
1984-04-11,,,3.4016504287719727,3.440306282043457,3.4299981594085693,3.378458034992218,3.4699412775039673,3.777764983177185,
1984-04-12,,,3.71088981628418,3.509884977340698,3.45576810836792,3.3952085256576536,3.4683950424194334,3.7723532152175903,
1984-04-13,,,3.556271553039551,3.543386363983154,3.4622104167938232,3.4003625869750977,3.4681373834609985,3.7643645000457764,
1984-04-16,,,3.594925165176392,3.564001703262329,3.4815378904342653,3.411314845085144,3.4678796911239624,3.757535412311554,
1984-04-17,,,3.672233819961548,3.5871941566467287,3.5137502193450927,3.427421009540558,3.466591143608093,3.7501909255981447,
1984-04-18,,,3.685122966766357,3.6438886642456056,3.542097473144531,3.4454601645469665,3.4673642778396605,3.7434907245635984,
1984-04-19,,,3.71088981628418,3.6438886642456056,3.5768868207931517,3.468653082847595,3.4709720373153687,3.7375635576248167,
1984-04-20,,,3.71088981628418,3.6748123168945312,3.609099340438843,3.493778681755066,3.4748375177383424,3.7333114671707155,
1984-04-23,,,3.685122966766357,3.6928518772125245,3.6284267902374268,3.5156832575798034,3.479476170539856,3.729188280105591,
1984-04-24,,,3.71088981628418,3.700583076477051,3.6438886165618896,3.538876175880432,3.4828262186050414,3.725966982841492,
1984-04-25,,,3.813969850540161,3.7263524532318115,3.6851205587387086,3.5575593590736387,3.489784097671509,3.723389947414398,
1984-04-26,,,3.89128303527832,3.76243109703064,3.7031598806381227,3.5794639945030213,3.4975151300430296,3.7215860438346864,
1984-04-27,,,3.852627277374268,3.7907785892486574,3.7327954530715943,3.5975029349327086,3.5052461576461793,3.7190090203285218,
1984-04-30,,,3.865509271621704,3.8268558502197267,3.7598538637161254,3.620695877075195,3.5132348251342775,3.7169473791122436,
1984-05-01,,,3.865509271621704,3.8577797412872314,3.779181408882141,3.646465814113617,3.522512001991272,3.716560800075531,
1984-05-02,,,3.865509271621704,3.86808762550354,3.7972200393676756,3.6696587562561036,3.5307583808898926,3.716303062438965,
1984-05-03,,,3.788201570510864,3.847471332550049,3.804951214790344,3.690919017791748,3.533335394859314,3.7150145506858827,
1984-05-04,,,3.71088981628418,3.8191238403320313,3.804951214790344,3.7070252776145933,3.530758318901062,3.7120509791374205,
1984-05-07,,,3.659350872039795,3.7778921604156492,3.802374005317688,3.7154003977775574,3.528181304931641,3.7077989172935486,
1984-05-08,,,3.762430191040039,3.7572763442993162,3.807528042793274,3.7257083296775817,3.5299852323532104,3.704448802471161,
1984-05-09,,,3.736661195755005,3.7315067291259765,3.7997971773147583,3.742458868026733,3.5312737798690796,3.701356387138367,
1984-05-10,,,3.7753164768218994,3.7289297103881838,3.788200521469116,3.745680201053619,3.5346239137649538,3.699037082195282,
1984-05-11,,,3.788201570510864,3.7443920612335204,3.781757950782776,3.757276701927185,3.537458620071411,3.6971043395996093,
1984-05-14,,,3.8783984184265137,3.7882015705108643,3.7830468654632567,3.771450364589691,3.5444165515899657,3.6960735654830934,
1984-05-15,,,3.9041671752929688,3.81654896736145,3.7869126558303834,3.7830470323562624,3.5539514780044557,3.694527368545532,
1984-05-16,,,3.801086902618408,3.829434108734131,3.7804704189300535,3.7888452291488646,3.56348641872406,3.6919503688812254,
1984-05-17,,,3.685122966766357,3.8113954067230225,3.770162558555603,3.7875568866729736,3.5712174701690675,3.6878271818161013,
1984-05-18,,,3.646466255187988,3.7830483436584474,3.7637202024459837,3.784335708618164,3.5802370357513427,3.683059720993042,
1984-05-21,,,3.685122966766357,3.744393253326416,3.7662974119186403,3.784335708618164,3.587452697753906,3.6786788272857667,
1984-05-22,,,3.623011350631714,3.688162088394165,3.752355527877808,3.7799417853355406,3.591622242927551,3.6726459956169126,
1984-05-23,,,3.597132682800293,3.647371244430542,3.7384026765823366,3.7690999269485475,3.596047296524048,3.6653235793113708,
1984-05-24,,,3.558317184448242,3.622010087966919,3.7167027473449705,3.7524516344070435,3.5996960401535034,3.657355320453644,
1984-05-25,,,3.545377016067505,3.601792240142822,3.6924202919006346,3.7370891213417052,3.60153977394104,3.6491287899017335,
1984-05-28,,,3.545377016067505,3.5738430500030516,3.659118151664734,3.7210825085639954,3.6049297142028807,3.6415464949607848,
1984-05-29,,,3.545377016067505,3.55831618309021,3.6232391357421876,3.7050758957862855,3.6088350439071655,3.6339642000198364,
1984-05-30,,,3.415982723236084,3.522086191177368,3.584728717803955,3.6825995683670043,3.6106679010391236,3.6258610820770265,
1984-05-31,,,3.4936201572418213,3.509146785736084,3.5655784368515016,3.6678704977035523,3.6155996751785278,3.618405492305756,
1984-06-01,,,3.584193468093872,3.5169100761413574,3.55935115814209,3.661535680294037,3.62311598777771,3.6115979290008546,
1984-06-04,,,3.635950565338135,3.5350247859954833,3.5544339179992677,3.6603656649589538,3.6308943700790404,3.6062099170684814,
1984-06-05,,,3.6488921642303462,3.555727815628052,3.5570219993591308,3.654688763618469,3.6389315843582155,3.6009513211250304,
1984-06-06,,,3.6488921642303462,3.6023097038269043,3.562197947502136,3.650300312042236,3.6431033039093017,3.5969812154769896,
1984-06-07,,,3.623011350631714,3.6281879425048826,3.5686673641204836,3.642685055732727,3.6464997243881228,3.5932676935195924,
1984-06-08,,,3.713588237762451,3.6540668964385987,3.585488486289978,3.638954389095306,3.650934519767761,3.5904599404335023,
1984-06-11,,,3.700650453567505,3.6670068740844726,3.601015830039978,3.630066990852356,3.6569145202636717,3.587651686668396,
1984-06-12,,,3.661829710006714,3.669594383239746,3.612661099433899,3.6179501175880433,3.6631489038467406,3.586001434326172,
1984-06-13,,,3.700650453567505,3.679946041107178,3.641127872467041,3.612928295135498,3.669128904342651,3.5853836369514465,
1984-06-14,,,3.67477035522461,3.690297842025757,3.6592428922653197,3.6124106645584106,3.675364384651184,3.5852801108360293,
1984-06-15,,,3.623011350631714,3.6721824645996093,3.663124680519104,3.611237919330597,3.680049319267273,3.584272463321686,
1984-06-18,,,3.765345573425293,3.685121488571167,3.6760641813278196,3.615249049663544,3.6855192613601684,3.584301617145538,
1984-06-19,,,3.868860960006714,3.726527738571167,3.6980610609054567,3.6275415301322935,3.6917710494995117,3.5849793577194213,
1984-06-20,,,4.01119327545166,3.788636302947998,3.734291172027588,3.648244559764862,3.7039619064331055,3.5869515919685364,
1984-06-21,,,4.075887680053711,3.8688597679138184,3.7795788049697876,3.6741230845451356,3.711261863708496,3.589828453063965,
1984-06-22,,,3.998251676559448,3.9439078330993653,3.8080451488494873,3.6967668175697326,3.7201014661788943,3.5941194248199464,
1984-06-25,,,3.998251676559448,3.990489053726196,3.8378052711486816,3.71941055059433,3.728167996406555,3.598023843765259,
1984-06-26,,,3.959437608718872,4.008604383468628,3.8675660610198976,3.740113580226898,3.7339120721817016,3.6002516078948976,
1984-06-27,,,3.907678842544556,3.987901496887207,3.8882688999176027,3.7646983861923218,3.7383631896972656,3.602863733768463,
1984-06-28,,,4.01119327545166,3.974962615966797,3.921911191940308,3.7905770421028135,3.7443692588806154,3.607670648097992,
1984-06-29,,,4.06295108795166,3.9879024982452393,3.9659051656723023,3.814514923095703,3.751410484313965,3.6131240010261534,
1984-07-02,,,4.01119327545166,3.9904908180236816,3.990489935874939,3.8332770586013796,3.757931890487671,3.618704030513763,
1984-07-03,,,4.037068843841553,4.006017065048217,4.0073107242584225,3.8526858925819396,3.7644554710388185,3.6236408448219297,
1984-07-04,,,4.037068843841553,4.0318950653076175,4.009898281097412,3.8720947265625,3.768917450904846,3.6293507742881777,
1984-07-05,,,4.05001163482666,4.039658737182617,4.007310676574707,3.8934447407722472,3.772092022895813,3.6348035764694213,
1984-07-06,,,3.97237491607666,4.021543502807617,4.004723000526428,3.9063840746879577,3.774486975669861,3.63986656665802,
1984-07-09,,,4.05001163482666,4.029307174682617,4.009898996353149,3.9238521337509153,3.77817702293396,3.6457059240341185,
1984-07-10,,,4.024132251739502,4.026719856262207,4.016368460655213,3.941967260837555,3.781349482536316,3.651930742263794,
1984-07-11,,,3.959437608718872,4.0111936092376705,4.021544337272644,3.9549066185951234,3.783228049278259,3.656993215084076,
1984-07-12,,,3.9335572719573975,3.9879027366638184,4.013780736923218,3.9678459644317625,3.78613516330719,3.659735279083252,
1984-07-13,,,3.9464967250823975,3.9827270984649656,4.002135300636292,3.984020233154297,3.7908473014831543,3.660802810192108,
1984-07-16,,,3.9464967250823975,3.962024116516113,3.9956656455993653,3.993077790737152,3.796590218544006,3.6623857617378235,
1984-07-17,,,3.959437608718872,3.9490851879119875,3.987902522087097,3.99760662317276,3.800530366897583,3.6652577996253966,
1984-07-18,,,3.9335572719573975,3.9439091205596926,3.9775513648986816,3.993724822998047,3.804468288421631,3.6678710341453553,
1984-07-19,,,4.01119327545166,3.959436321258545,3.9736695289611816,3.9904901027679442,3.809185824394226,3.6719048690795897,
1984-07-20,,,3.907678842544556,3.9516727447509767,3.967199921607971,3.9859614610671996,3.8115753698349,3.6745169949531555,
1984-07-23,,,3.855921983718872,3.9335577964782713,3.9477909564971925,3.978844976425171,3.811125841140747,3.6777711963653563,
1984-07-24,,,3.8041627407073975,3.9025028228759764,3.925794005393982,3.9710812330245973,3.809125752449036,3.6815386152267457,
1984-07-25,,,3.817102432250977,3.8792118549346926,3.9115604877471926,3.9665524125099183,3.809446063041687,3.6864662408828734,
1984-07-26,,,3.9464967250823975,3.86627254486084,3.9128544330596924,3.9633175849914553,3.814673538208008,3.6929455041885375,
1984-07-27,,,4.05001163482666,3.894739103317261,3.923205924034119,3.962670612335205,3.8227444458007813,3.701490740776062,
1984-07-30,,,4.127648830413818,3.94908447265625,3.9413211345672607,3.968493390083313,3.8315949630737305,3.7095238304138185,
1984-07-31,,,4.1535258293151855,4.018957090377808,3.960729956626892,3.9743162393569946,3.8422052526473998,3.7169137477874754,
1984-08-01,,,4.373493671417236,4.13023533821106,4.004723596572876,3.991137480735779,3.857732472419739,3.7268898844718934,
1984-08-02,,,4.360554218292236,4.213046836853027,4.039659690856934,4.006664609909057,3.8737772130966186,3.7367366266250612,
1984-08-03,,,4.658159255981445,4.334676361083984,4.114707732200623,4.040953826904297,3.8960328578948973,3.7487863159179686,
1984-08-06,,,4.567584037780762,4.422663402557373,4.185873937606812,4.066832447052002,3.9164769983291627,3.760703356266022,
1984-08-07,,,4.554641246795654,4.502886486053467,4.260921788215637,4.093357896804809,3.9366622829437254,3.7727486634254457,
1984-08-08,,,4.515825748443604,4.531352901458741,4.3307941198349,4.121177303791046,3.958659143447876,3.7846635222434997,
1984-08-09,,,4.632278919219971,4.585697841644287,4.399372339248657,4.156113386154175,3.981432318687439,3.7985159969329834,
1984-08-10,,,4.606400966644287,4.575346183776856,4.45501127243042,4.189108598232269,4.001876468658447,3.8124962282180785,
1984-08-13,,,4.541705131530762,4.5701704025268555,4.496416902542114,4.218869018554687,4.0199915599823,3.8254429650306703,
1984-08-14,,,4.53131628036499,4.565505409240723,4.5341959476470945,4.247462952136994,4.037640042304993,3.838285813331604,
1984-08-15,,,4.544300079345703,4.571200275421143,4.551276588439942,4.278000092506408,4.0555482006073,3.849325752258301,
1984-08-16,,,4.5962347984313965,4.563991451263428,4.574844646453857,4.3072521686553955,4.075012669563294,3.860756196975708,
1984-08-17,,,4.674139976501465,4.577539253234863,4.576442718505859,4.345575225353241,4.094223704338074,3.8725791120529176,
1984-08-20,,,4.726072311401367,4.614412689208985,4.59229154586792,4.389082741737366,4.114732141494751,3.8858233308792114,
1984-08-21,,,4.635186195373535,4.635186672210693,4.600346040725708,4.430633914470673,4.134199271202087,3.898674087524414,
1984-08-22,,,4.583252906799316,4.642977237701416,4.6070887565612795,4.468941438198089,4.151851320266724,3.9104901123046876,
1984-08-23,,,4.674139976501465,4.65855827331543,4.611274862289429,4.505323600769043,4.171838712692261,3.9236015486717224,
1984-08-24,,,4.661153793334961,4.655961036682129,4.6167501449584964,4.535880708694458,4.192601561546326,3.936325440406799,3.8675465273857115
1984-08-27,,,4.570267200469971,4.624800014495849,4.619606351852417,4.558011627197265,4.208699994087219,3.9471096277236937,3.869846215248108
1984-08-28,,,4.6092209815979,4.619606971740723,4.627396821975708,4.580796384811402,4.223507194519043,3.9576391220092773,3.87195413351059
1984-08-29,,,4.752041339874268,4.653364658355713,4.6481709480285645,4.599723768234253,4.238324155807495,3.9711430311203,3.8744540071487426
1984-08-30,,,4.700105667114258,4.658557796478272,4.658558034896851,4.616701340675354,4.250808515548706,3.981035189628601,3.8766942024230957
1984-08-31,43.659150999650564,A,4.752041339874268,4.676735305786133,4.666348171234131,4.621395444869995,4.265884308815003,3.992992887496948,3.8786786937713624
1984-09-03,43.665979449145716,A,4.752041339874268,4.713090133666992,4.668945074081421,4.63061830997467,4.280960102081298,4.004564049243927,3.8810497307777405
1984-09-04,43.654265061168665,A,4.635186195373535,4.718283176422119,4.668945074081421,4.634645557403564,4.294475073814392,4.014193572998047,3.882192249298096
1984-09-05,43.6261767422235,A,4.622202396392822,4.69231538772583,4.672840023040772,4.639964389801025,4.308765544891357,4.023564367294312,3.883527545928955
1984-09-06,43.616081554506174,A,4.674139976501465,4.687122249603272,4.672840023040772,4.6420574426651005,4.322024478912353,4.033196868896485,3.8853802132606505
1984-09-07,43.59891756605048,A,4.622202396392822,4.661154460906983,4.668944883346557,4.6428475141525265,4.333209505081177,4.042309994697571,3.887810730934143
1984-09-10,43.57394761604713,P,4.544300079345703,4.61960620880127,4.666348171234131,4.642977261543274,4.343871641159057,4.050901765823364,3.8900450229644776
1984-09-11,43.57615515870106,P,4.622202396392822,4.617009449005127,4.667646312713623,4.647521567344666,4.355574312210083,4.0600148916244505,3.8929909372329714
1984-09-12,43.578847786227804,P,4.648169040679932,4.622202777862549,4.657259082794189,4.652715015411377,4.36779631614685,4.068356883525849,3.895873415470123
1984-09-13,43.59643322077287,P,4.816956520080566,4.650766086578369,4.66894416809082,4.663751101493835,4.383135213851928,4.077613618373871,3.8995998311042785
1984-09-14,43.61516198629551,A,4.778008937835693,4.6819273948669435,4.671540927886963,4.668944549560547,4.399247894287109,4.086867434978485,3.9029382276535034
1984-09-17,43.646382876582486,A,4.842926979064941,4.741652774810791,4.68062949180603,4.674787282943726,4.415106201171875,4.096641612052918,3.9067944955825804
1984-09-18,43.68686137206737,A,4.985747814178467,4.81436185836792,4.715685653686523,4.6923153638839725,4.434338512420655,4.1078439974784855,3.912202398777008
1984-09-19,43.71899264566838,A,4.8818769454956055,4.861103439331055,4.741653108596802,4.707246565818787,4.4527872991561885,4.118007674217224,3.9171553683280944
1984-09-20,43.73918986115242,A,4.985747814178467,4.894861698150635,4.772813892364502,4.722826957702637,4.47383111000061,4.1299831366539,3.9224988436698913
1984-09-21,43.75383003559014,A,4.8818769454956055,4.915635299682617,4.7987813472747805,4.733863115310669,4.492538714408875,4.141693007946015,3.9268719935417176
1984-09-24,43.73519285759508,A,4.661153793334961,4.879280662536621,4.810466718673706,4.738407444953919,4.5068318557739255,4.151711037158966,3.929754977226257
1984-09-25,43.6738674315479,A,4.557286262512207,4.793588352203369,4.8039751052856445,4.735810708999634,4.518788828849792,4.159659597873688,3.9320542001724244
1984-09-26,43.635639328575614,A,4.648169040679932,4.746846771240234,4.8039751052856445,4.730617094039917,4.533081064224243,4.168774676322937,3.9350655317306518
1984-09-27,43.572206322975255,P,4.544300079345703,4.6585572242736815,4.776709461212159,4.722826814651489,4.543743200302124,4.176464512348175,3.9377507972717285
1984-09-28,43.53899845364632,P,4.674139976501465,4.617009830474854,4.7663225650787355,4.718931746482849,4.559072422981262,4.1853238964080814,3.9412141180038454
1984-10-01,43.52487992129971,P,4.583252906799316,4.601429653167725,4.740355157852173,4.710492324829102,4.573619041442871,4.192372441291809,3.9442230033874512
1984-10-02,43.52547768297354,P,4.518336296081543,4.593639659881592,4.6936140060424805,4.704649829864502,4.587902512550354,4.198514132499695,3.9465207505226134
1984-10-03,43.52551652728201,P,4.6092209815979,4.585850048065185,4.66634840965271,4.704000759124756,4.603744883537292,4.2065954732894895,3.949272921085358
1984-10-04,43.541511945278245,P,4.583252906799316,4.593640613555908,4.626098918914795,4.699456405639649,4.6164800071716305,4.215576772689819,3.9517019772529602
1984-10-05,43.54263017336489,P,4.648169040679932,4.588446426391601,4.6027281284332275,4.7007547378540036,4.628443155288696,4.225593800544739,3.9543267607688906
1984-10-08,43.54509081326367,P,4.544300079345703,4.580655860900879,4.591042757034302,4.7007547378540036,4.636776180267334,4.234185571670532,3.9564321994781495
1984-10-09,43.55176556512455,P,4.505350589752197,4.57805871963501,4.585849189758301,4.694912147521973,4.643812675476074,4.243008964061737,3.957827479839325
1984-10-10,43.5304374033569,P,4.453414916992188,4.546897506713868,4.5663737773895265,4.685174441337585,4.645411100387573,4.251571786403656,3.9584476828575133
1984-10-11,43.52464863996541,P,4.544300079345703,4.539106941223144,4.5663737773895265,4.671541619300842,4.649086017608642,4.261431615352631,3.959393467903137
1984-10-12,43.52557418852904,P,4.726072311401367,4.554687595367431,4.571567010879517,4.668944787979126,4.650444278717041,4.2732385683059695,3.9611836791038515
1984-10-15,43.54684285876974,A,4.803976535797119,4.606622886657715,4.593639373779297,4.666997265815735,4.655172128677368,4.285824563503265,3.963685529232025
1984-10-16,43.570965297440985,A,4.803976535797119,4.666348075866699,4.622203397750854,4.657908701896668,4.660158834457397,4.298410558700562,3.966187379360199
1984-10-17,43.60996247039071,A,4.752041339874268,4.726073360443115,4.636485433578491,4.651416921615601,4.6648831462860105,4.311771144866944,3.968816113471985
1984-10-18,43.64548387828585,A,4.8818769454956055,4.793588733673095,4.66634783744812,4.646223378181458,4.669875106811523,4.325653712749482,3.9720296025276185
1984-10-19,43.65425790656292,A,4.816956520080566,4.811765575408936,4.683226585388184,4.642977356910706,4.674086217880249,4.337981343269348,3.9747896361351014
1984-10-22,43.65704873186646,A,4.8559112548828125,4.822152519226075,4.714387702941894,4.6527152299880985,4.68037034034729,4.350180950164795,3.978195433616638
1984-10-23,43.655827330513226,A,4.803976535797119,4.822152519226075,4.744250297546387,4.665049743652344,4.685823545455933,4.3617317938804625,3.9813415575027467
