Date,GRADE,GPS,JKHY,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1985-11-20,,,0.2410706281661987,,,,,,
1985-11-21,,,0.2276780307292938,,,,,,
1985-11-22,,,0.23214191198349,,,,,,
1985-11-25,,,0.2276780307292938,,,,,,
1985-11-26,,,0.2276780307292938,0.23124932646751403,,,,,
1985-11-27,,,0.2276780307292938,0.22857080698013302,,,,,
1985-11-28,,,0.2276780307292938,0.22857080698013302,,,,,
1985-11-29,,,0.2276780307292938,0.2276780307292938,,,,,
1985-12-02,,,0.2187494188547134,0.22589230835437774,,,,,
1985-12-03,,,0.2187494188547134,0.22410658597946162,0.2276779562234878,,,,
1985-12-04,,,0.2187494188547134,0.22232086360454556,0.22544583529233927,,,,
1985-12-05,,,0.2187494188547134,0.22053514122962947,0.22455297410488123,,,,
1985-12-06,,,0.2187494188547134,0.2187494188547134,0.22321372479200358,,,,
1985-12-09,,,0.2187494188547134,0.2187494188547134,0.22232086360454556,,,,
1985-12-10,,,0.2187494188547134,0.2187494188547134,0.22142800241708752,,,,
1985-12-11,,,0.2187494188547134,0.2187494188547134,0.22053514122962953,,,,
1985-12-12,,,0.2232132703065872,0.2196421891450882,0.22008866518735887,,,,
1985-12-13,,,0.2276780307292938,0.22142791152000424,0.2200886651873588,,,,
1985-12-16,,,0.2276780307292938,0.2232136338949203,0.22098152637481686,,,,
1985-12-17,,,0.2276780307292938,0.2249993562698364,0.2218743875622749,0.22477617189288135,,,
1985-12-18,,,0.2232132703065872,0.22589212656021118,0.22232077270746226,0.22388330399990078,,,
1985-12-19,,,0.2232132703065872,0.22589212656021113,0.22276715785264964,0.22366006597876545,,,
1985-12-20,,,0.2232132703065872,0.2249991744756698,0.22321354299783702,0.2232136338949203,,,
1985-12-23,,,0.2187494188547134,0.22321345210075375,0.22321354299783702,0.2227672033011913,,,
1985-12-24,,,0.2187494188547134,0.2214277297258377,0.22321354299783702,0.22232077270746226,,,
1985-12-25,,,0.2187494188547134,0.22053495943546292,0.22321354299783702,0.22187434211373325,,,
1985-12-26,,,0.2187494188547134,0.21964218914508815,0.2227671578526497,0.22142791152000424,,,
1985-12-27,,,0.2187494188547134,0.2187494188547134,0.2218742966651916,0.2209814809262752,,,
1985-12-30,,,0.2187494188547134,0.2187494188547134,0.22098143547773358,0.2209814809262752,,,
1985-12-31,,,0.2187494188547134,0.2187494188547134,0.22008857429027553,0.2209814809262752,,,
1986-01-01,,,0.2187494188547134,0.2187494188547134,0.21964218914508815,0.2209814809262752,,,
1986-01-02,,,0.2187494188547134,0.2187494188547134,0.21919580399990082,0.2209814809262752,,,
1986-01-03,,,0.2187494188547134,0.2187494188547134,0.2187494188547134,0.2209814809262752,,,
1986-01-06,,,0.2187494188547134,0.2187494188547134,0.2187494188547134,0.2209814809262752,,,
1986-01-07,,,0.2187494188547134,0.2187494188547134,0.2187494188547134,0.2209814809262752,,,
1986-01-08,,,0.2187494188547134,0.2187494188547134,0.2187494188547134,0.2209814809262752,,,
1986-01-09,,,0.2187494188547134,0.2187494188547134,0.2187494188547134,0.22075828835368155,,,
1986-01-10,,,0.2187494188547134,0.2187494188547134,0.2187494188547134,0.22031185775995255,,,
1986-01-13,,,0.2187494188547134,0.2187494188547134,0.2187494188547134,0.21986542716622354,,,
1986-01-14,,,0.2187494188547134,0.2187494188547134,0.2187494188547134,0.2194189965724945,,,
1986-01-15,,,0.2232132703065872,0.2196421891450882,0.21919580399990082,0.2194189965724945,,,
1986-01-16,,,0.2187494188547134,0.21964218914508815,0.21919580399990077,0.21919580399990082,,,
1986-01-17,,,0.2187494188547134,0.21964218914508815,0.21919580399990077,0.21897261142730712,,,
1986-01-20,,,0.2187494188547134,0.21964218914508815,0.21919580399990077,0.21897261142730712,,,
1986-01-21,,,0.2187494188547134,0.2196421891450882,0.21919580399990077,0.21897261142730712,,,
1986-01-22,,,0.2187494188547134,0.2187494188547134,0.21919580399990077,0.21897261142730712,,,
1986-01-23,,,0.2187494188547134,0.2187494188547134,0.21919580399990077,0.21897261142730712,,,
1986-01-24,,,0.2232132703065872,0.21964218914508815,0.2196421891450882,0.21919580399990082,,,
1986-01-27,,,0.2232132703065872,0.22053495943546295,0.22008857429027556,0.2194189965724945,,,
1986-01-28,,,0.2187494188547134,0.22053495943546292,0.22008857429027553,0.21941899657249447,0.22169578224420544,,
1986-01-29,,,0.2187494188547134,0.22053495943546292,0.21964218914508815,0.21941899657249447,0.22124935805797574,,
1986-01-30,,,0.2187494188547134,0.22053495943546292,0.21964218914508815,0.21941899657249447,0.22107078582048412,,
1986-01-31,,,0.2187494188547134,0.2196421891450882,0.21964218914508815,0.21941899657249447,0.2208029359579086,,
1986-02-03,,,0.2187494188547134,0.2187494188547134,0.21964218914508815,0.21941899657249447,0.220624363720417,,
1986-02-04,,,0.2187494188547134,0.2187494188547134,0.21964218914508815,0.21941899657249447,0.22044579148292537,,
1986-02-05,,,0.2187494188547134,0.2187494188547134,0.2196421891450882,0.21941899657249447,0.22026721924543377,,
1986-02-06,,,0.2187494188547134,0.2187494188547134,0.2196421891450882,0.21941899657249447,0.22008864700794217,,
1986-02-07,,,0.2187494188547134,0.2187494188547134,0.21919580399990077,0.21941899657249447,0.21991007477045055,,
1986-02-10,,,0.2187494188547134,0.2187494188547134,0.2187494188547134,0.21941899657249447,0.21991007477045055,,
1986-02-11,,,0.2187494188547134,0.2187494188547134,0.2187494188547134,0.21941899657249447,0.21991007477045055,,
1986-02-12,,,0.2276780307292938,0.22053514122962953,0.21964228004217143,0.2196422345936298,0.22008864700794217,,
1986-02-13,,,0.2232132703065872,0.22142791152000424,0.2200886651873588,0.21986542716622348,0.22017792403697964,,
1986-02-14,,,0.2187494188547134,0.22142791152000424,0.2200886651873588,0.21986542716622348,0.22017792403697964,,
