Date,GRADE,GPS,DXCM,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2005-06-01,,,3.477499961853028,3.515999984741211,3.5059999942779543,3.2043749928474425,,,
2005-06-02,,,3.390000104904175,3.493499994277954,3.4952500104904174,3.250125002861023,,,
2005-06-03,,,3.434999942779541,3.4704999923706055,3.4917500019073486,3.296875,,,
2005-06-06,,,3.5,3.4605000019073486,3.4917500019073486,3.3481250047683715,,,
2005-06-07,,,3.6475000381469727,3.490000009536743,3.506500005722046,3.388125002384186,,,
2005-06-08,,,3.724999904632568,3.5394999980926514,3.5277499914169312,3.430999994277954,,,
2005-06-09,,,3.722500085830689,3.605999994277954,3.549749994277954,3.4757499933242797,,,
2005-06-10,,,3.7699999809265137,3.6730000019073485,3.5717499971389772,3.518874990940094,,,
2005-06-13,,,3.849999904632568,3.7429999828338625,3.6017499923706056,3.5542499899864195,,,
2005-06-14,,,3.7699999809265137,3.7674999713897703,3.6287499904632567,3.568374991416931,,,
2005-06-15,,,3.847500085830689,3.7920000076293947,3.665750002861023,3.5858749985694884,,,
2005-06-16,,,3.8125,3.8099999904632567,3.7079999923706053,3.6016250014305116,,,
2005-06-17,,,3.799999952316284,3.815999984741211,3.74449999332428,3.6181249976158143,,,
2005-06-20,,,3.752500057220459,3.796500015258789,3.7697499990463257,3.630750000476837,,,
2005-06-21,,,3.609999895095825,3.7644999980926515,3.765999984741211,3.6362499952316285,,,
2005-06-22,,,3.382499933242798,3.6714999675750732,3.731749987602234,3.6297499895095826,3.159249997138977,,
2005-06-23,,,3.182499885559082,3.5454999446868896,3.6777499675750733,3.6137499809265137,3.1641999959945677,,
2005-06-24,,,3.0,3.385499954223633,3.600749969482422,3.5862499833106996,3.1729499959945677,,
2005-06-27,,,2.987499952316284,3.232499933242798,3.5144999742507936,3.5581249833106994,3.1801999950408937,,
2005-06-28,,,3.125,3.135499954223633,3.449999976158142,3.5393749833106996,3.1897999954223635,,
2005-06-29,,,3.0924999713897705,3.0774999618530274,3.37449996471405,3.520124983787537,3.1986499929428103,,
2005-06-30,,,3.0999999046325684,3.0609999656677247,3.303249955177307,3.505624973773956,3.2081499910354614,,
2005-07-01,,,3.109999895095825,3.0829999446868896,3.2342499494552612,3.4893749713897706,3.2177499866485597,,
2005-07-04,,,3.109999895095825,3.107499933242798,3.169999933242798,3.4698749661445616,3.227199983596802,,
2005-07-05,,,3.130000114440918,3.1084999561309816,3.121999955177307,3.443999969959259,3.23729998588562,,
2005-07-06,,,3.0450000762939453,3.0989999771118164,3.0882499694824217,3.409999978542328,3.249249987602234,,
2005-07-07,,,2.947499990463257,3.0684999942779543,3.0647499799728393,3.3712499737739563,3.2586999893188477,,
2005-07-08,,,3.009999990463257,3.0485000133514406,3.065749979019165,3.3332499742507933,3.268899989128113,,
2005-07-11,,,3.087500095367432,3.044000053405762,3.07574999332428,3.2951249837875367,3.281099991798401,,
2005-07-12,,,2.994999885559082,3.0170000076293944,3.062749981880188,3.256374979019165,3.2909999895095825,,
2005-07-13,,,2.930000066757202,2.9940000057220457,3.046499991416931,3.210499978065491,3.2990999889373778,,
2005-07-14,,,2.887500047683716,2.9820000171661376,3.0252500057220457,3.1642499804496764,3.307349991798401,,
2005-07-15,,,2.884999990463257,2.9570000171661377,3.002750015258789,3.118499982357025,3.315049991607666,,
2005-07-18,,,2.9049999713897705,2.9204999923706056,2.9822500228881834,3.076124978065491,3.3236499929428103,,
2005-07-19,,,2.880000114440918,2.8975000381469727,2.9572500228881835,3.0396249890327454,3.3242999935150146,,
2005-07-20,,,2.799999952316284,2.871500015258789,2.9327500104904174,3.0104999899864198,3.322949991226196,,
2005-07-21,,,2.8125,2.856500005722046,2.919250011444092,2.9919999957084658,3.322649989128113,,
2005-07-22,,,2.869999885559082,2.853499984741211,2.905250000953674,2.98549998998642,3.32189998626709,,
2005-07-25,,,2.6075000762939453,2.794000005722046,2.8572499990463256,2.966499996185303,3.3111999893188475,,
2005-07-26,,,2.75,2.7679999828338624,2.8327500104904173,2.9477499961853026,3.296449990272522,,
2005-07-27,,,2.75,2.7579999923706056,2.814750003814697,2.9306249976158143,3.281499991416931,,
2005-07-28,,,2.75,2.7454999923706054,2.8009999990463257,2.9131250023841857,3.26654999256134,,
2005-07-29,,,2.755000114440918,2.722500038146973,2.7880000114440917,2.8953750133514404,3.252249994277954,,
2005-08-01,,,2.900000095367432,2.78100004196167,2.787500023841858,2.8848750233650207,3.2402499961853026,,
2005-08-02,,,2.932499885559082,2.8175000190734862,2.7927500009536743,2.875000011920929,3.2288999938964844,,
2005-08-03,,,2.900000095367432,2.847500038146973,2.8027500152587894,2.867750012874603,3.2166499948501586,,
2005-08-04,,,2.7699999809265137,2.8515000343322754,2.7985000133514406,2.858875012397766,3.20199999332428,,
2005-08-05,,,2.712500095367432,2.843000030517578,2.7827500343322757,2.844000017642975,3.185249996185303,,
2005-08-08,,,2.5975000858306885,2.7825000286102295,2.78175003528595,2.8195000171661375,3.166199998855591,,
2005-08-09,,,2.5625,2.708500051498413,2.76300003528595,2.7978750228881837,3.1474499988555906,,
2005-08-10,,,2.549999952316284,2.6385000228881834,2.7430000305175786,2.7788750171661376,3.128899998664856,,
2005-08-11,,,2.5,2.584500026702881,2.7180000305175787,2.7595000147819517,3.1110999965667725,,
2005-08-12,,,2.5299999713897705,2.5480000019073485,2.695500016212464,2.7417500138282778,3.092999997138977,,
2005-08-15,,,2.5625,2.540999984741211,2.66175000667572,2.724625015258789,3.074249997138977,,
2005-08-16,,,2.5625,2.540999984741211,2.624750018119812,2.708750009536743,3.0525499963760376,,
2005-08-17,,,2.5350000858306885,2.5380000114440917,2.588250017166138,2.6955000162124634,3.02875,,
2005-08-18,,,2.887500047683716,2.615500020980835,2.600000023841858,2.6992500185966493,3.0120499992370604,,
2005-08-19,,,2.9375,2.697000026702881,2.622500014305115,2.702625024318695,2.99539999961853,,
2005-08-22,,,3.0225000381469727,2.7890000343322754,2.665000009536743,2.7233750224113464,2.9788500022888185,,
2005-08-23,,,3.095000028610229,2.8955000400543214,2.718250012397766,2.740625023841858,2.965350003242493,,
2005-08-24,,,3.0799999237060547,3.0045000076293946,2.771250009536743,2.7571250200271606,2.95,,
2005-08-25,,,3.0850000381469727,3.044000005722046,2.8297500133514406,2.773875021934509,2.9354500007629394,,
2005-08-26,,,2.922499895095825,3.040999984741211,2.8690000057220457,2.7822500109672545,2.9178999996185304,,
2005-08-29,,,2.9749999046325684,3.03149995803833,2.9102499961853026,2.7860000014305113,2.9023499965667723,,
2005-08-30,,,3.025000095367432,3.0174999713897703,2.956500005722046,2.790625011920929,2.8906500005722044,,
2005-08-31,,,3.109999895095825,3.0234999656677246,3.0139999866485594,2.801125001907349,2.8851999998092652,3.022224998474121,
2005-09-01,,,3.025000095367432,3.011499977111817,3.0277499914169312,2.8138750076293944,2.882050004005432,3.023125,
2005-09-02,,,3.1050000190734863,3.048000001907349,3.04449999332428,2.8335000038146974,2.884150004386902,3.028550000190735,
2005-09-05,,,3.1050000190734863,3.0740000247955326,3.052749991416931,2.858875000476837,2.886500005722046,3.0333500003814695,
2005-09-06,,,3.1449999809265137,3.098000001907349,3.0577499866485596,2.8879999995231627,2.8869000053405762,3.03835000038147,
2005-09-07,,,3.125,3.1010000228881838,3.062249994277954,2.9167500019073485,2.8875500059127805,3.0430999994277954,
2005-09-08,,,3.087500095367432,3.1135000228881835,3.0625,2.9461250066757203,2.887300009727478,3.0477250003814698,
2005-09-09,,,3.112499952316284,3.115000009536743,3.081500005722046,2.975250005722046,2.887350010871887,3.0525499987602234,
2005-09-12,,,3.0625,3.106500005722046,3.090250015258789,3.000250005722046,2.8864000129699705,3.0567999982833864,
2005-09-13,,,3.077500104904175,3.093000030517578,3.0955000162124633,3.0260000109672545,2.8853500127792358,3.061324999332428,
2005-09-14,,,3.119999885559082,3.0920000076293945,3.096500015258789,3.0552500009536745,2.8868500089645384,3.0680499982833864,
2005-09-15,,,3.0999999046325684,3.094499969482422,3.1039999961853026,3.065874993801117,2.889900007247925,3.074299998283386,
2005-09-16,,,3.1075000762939453,3.093499994277954,3.1042500019073485,3.074374997615814,2.8918500089645387,3.0803749990463256,
2005-09-19,,,3.032500028610229,3.0875,3.097000002861023,3.074874997138977,2.8907500076293946,3.0859249997138978,
2005-09-20,,,2.990000009536743,3.0699999809265135,3.081500005722046,3.069624996185303,2.890650010108948,3.090824999809265,
2005-09-21,,,3.077500104904175,3.0615000247955324,3.0767500162124635,3.069500005245209,2.893600010871887,3.0963499999046324,
2005-09-22,,,3.047499895095825,3.0510000228881835,3.0727499961853026,3.0676249980926515,2.8968000078201293,3.102074999809265,
2005-09-23,,,3.069999933242798,3.043499994277954,3.0684999942779543,3.075,2.90050000667572,3.107774999141693,
2005-09-26,,,3.115000009536743,3.0599999904632567,3.0737499952316285,3.0820000052452086,2.9047000074386595,3.114175000190735,
2005-09-27,,,3.0350000858306885,3.069000005722046,3.0694999933242797,3.0825000047683715,2.907800006866455,3.116050000190735,
2005-09-28,,,2.934999942779541,3.040499973297119,3.0509999990463257,3.073750007152557,2.9105000066757203,3.1167249989509584,
2005-09-29,,,2.942500114440918,3.0195000171661377,3.035250020027161,3.0696250081062315,2.9131000089645385,3.1178749990463257,
2005-09-30,,,2.9049999713897705,2.9865000247955322,3.015000009536743,3.059625005722046,2.913800010681152,3.1178499984741213,
2005-10-03,,,2.9749999046325684,2.9585000038146974,3.0092499971389772,3.053125,2.921150007247925,3.116174998283386,
2005-10-04,,,3.0374999046325684,2.9589999675750733,3.0139999866485594,3.0477499961853027,2.9269000053405763,3.111674997806549,
2005-10-05,,,3.002500057220459,2.9724999904632567,3.006499981880188,3.0416249990463258,2.9319500064849855,3.106724998950958,
2005-10-06,,,3.039999961853028,2.991999959945679,3.005749988555908,3.0392499923706056,2.937750005722046,3.102149999141693,
2005-10-07,,,3.0425000190734863,3.019499969482422,3.002999997138977,3.0357499957084655,2.9435000038146972,3.0978749990463257,
2005-10-10,,,3.075000047683716,3.0394999980926514,2.999000000953674,3.0363749980926515,2.947000002861023,3.093624999523163,
2005-10-11,,,2.9549999237060547,3.0230000019073486,2.9909999847412108,3.0302499890327455,2.9474500036239624,3.0881749987602234,
2005-10-12,,,2.809999942779541,2.984499979019165,2.978499984741211,3.014749991893768,2.9456500005722046,3.0811499977111816,
2005-10-13,,,2.7100000381469727,2.918499994277954,2.9552499771118166,2.9952499985694887,2.9444500017166138,3.073224997520447,
2005-10-14,,,2.752500057220459,2.8605000019073485,2.939999985694885,2.9774999976158143,2.945250000953674,3.0652499985694885,
2005-10-17,,,2.8550000190734863,2.8164999961853026,2.927999997138977,2.968624997138977,2.95039999961853,3.0582999992370605,
2005-10-18,,,2.852499961853028,2.7960000038146973,2.909500002861023,2.9617499947547916,2.956199998855591,3.051824998855591,
2005-10-19,,,2.930000066757202,2.8200000286102296,2.9022500038146974,2.954374992847443,2.963800001144409,3.0463499999046326,
2005-10-20,,,2.9024999141693115,2.8585000038146973,2.8884999990463256,2.9471249938011175,2.9718499994277954,3.041474997997284,
2005-10-21,,,2.9375,2.8954999923706053,2.877999997138977,2.9404999971389776,2.98,3.0364999985694885,
2005-10-24,,,2.990000009536743,2.922499990463257,2.86949999332428,2.9342499971389775,2.988550000190735,3.031399998664856,
2005-10-25,,,3.112499952316284,2.974499988555908,2.8852499961853026,2.9381249904632574,2.9995499992370607,3.026049997806549,
2005-10-26,,,3.197499990463257,3.0279999732971192,2.9240000009536744,2.951249992847443,3.012799997329712,3.020774998664856,
2005-10-27,,,3.109999895095825,3.069499969482422,2.9639999866485596,2.9596249818801885,3.0172499942779543,3.014649996757507,
2005-10-28,,,3.1524999141693115,3.112499952316284,3.0039999723434447,2.9719999790191656,3.0215499925613405,3.0084749960899355,
2005-10-31,,,3.252500057220459,3.1649999618530273,3.043749976158142,2.98587498664856,3.02614999294281,3.002499997615814,
2005-11-01,,,3.362499952316284,3.214999961853027,3.0947499752044676,3.0021249890327457,3.031499991416931,2.998424997329712,
2005-11-02,,,3.4200000762939453,3.259499979019165,3.143749976158142,3.02299998998642,3.038299994468689,2.9941499972343446,
2005-11-03,,,3.450000047683716,3.327500009536743,3.1984999895095827,3.043499994277954,3.045599994659424,2.990524997711182,
2005-11-04,,,3.317500114440918,3.3605000495910646,3.2365000009536744,3.0572499990463258,3.0534999990463256,2.985699999332428,
2005-11-07,,,3.275000095367432,3.365000057220459,3.265000009536743,3.0672500014305113,3.059500002861023,2.980924999713898,
2005-11-08,,,3.2149999141693115,3.3355000495910643,3.2752500057220457,3.0802500009536744,3.0632999992370604,2.9769749999046327,
2005-11-09,,,3.3475000858306885,3.3210000514984133,3.2902500152587892,3.1071250081062316,3.068050003051758,2.9766250014305116,
2005-11-10,,,3.3350000381469727,3.2980000495910646,3.3127500295639036,3.1383750081062316,3.0742500019073487,2.9781500029563905,
2005-11-11,,,3.382499933242798,3.3110000133514403,3.3357500314712523,3.1698750019073487,3.079800000190735,2.9819750022888183,
2005-11-14,,,3.5299999713897705,3.361999988555908,3.3635000228881835,3.203624999523163,3.0882999992370603,2.987400002479553,
2005-11-15,,,3.477499961853028,3.4144999980926514,3.375000023841858,3.234874999523163,3.094949998855591,2.9909250020980833,
2005-11-16,,,3.4749999046325684,3.4399999618530273,3.38050000667572,3.2621249914169312,3.101949996948242,2.9947500014305115,
2005-11-17,,,3.547499895095825,3.482499933242798,3.390249991416931,3.2943749904632567,3.11114999294281,2.999225001335144,
2005-11-18,,,3.5975000858306885,3.525499963760376,3.418249988555908,3.3273749947547913,3.120849995613098,3.0041000032424927,
2005-11-21,,,3.7200000286102295,3.5634999752044676,3.462749981880188,3.3638749957084655,3.133999996185303,3.0102000045776367,
2005-11-22,,,3.752500057220459,3.618499994277954,3.5164999961853027,3.3958750009536742,3.1474999952316285,3.0164250040054323,
2005-11-23,,,3.799999952316284,3.6835000038146974,3.561749982833862,3.4259999990463257,3.1610999965667723,3.0239750027656553,
2005-11-24,,,3.799999952316284,3.734000015258789,3.6082499742507936,3.4605000019073486,3.1750999975204466,3.032500002384186,
2005-11-25,,,3.799999952316284,3.7744999885559083,3.649999976158142,3.492875003814697,3.1889499950408937,3.040400002002716,
2005-11-28,,,3.5274999141693115,3.7359999656677245,3.6497499704360963,3.50662499666214,3.1988499927520753,3.044800000190735,
2005-11-29,,,3.490000009536743,3.6834999561309814,3.650999975204468,3.5129999995231627,3.208849992752075,3.0497500014305117,
2005-11-30,,,3.505000114440918,3.6244999885559084,3.653999996185303,3.5172500014305115,3.21739999294281,3.055500001907349,
2005-12-01,,,3.507499933242798,3.565999984741211,3.65,3.5201249957084655,3.2265999937057495,3.0617000007629396,
2005-12-02,,,3.642499923706055,3.534499979019165,3.6544999837875367,3.5363749861717224,3.2380499935150144,3.0692750000953675,
2005-12-05,,,3.5350000858306885,3.5360000133514404,3.6359999895095827,3.549374985694885,3.2464499950408934,3.0755750012397765,
2005-12-06,,,3.565000057220459,3.5510000228881835,3.6172499895095824,3.566874992847443,3.257049994468689,3.082425000667572,
2005-12-07,,,3.575000047683716,3.5650000095367433,3.594749999046326,3.578249990940094,3.2698499965667724,3.090175001621246,
2005-12-08,,,3.557499885559082,3.575,3.5704999923706056,3.5893749833106994,3.2821499919891357,3.097625000476837,
2005-12-09,,,3.622499942779541,3.571000003814697,3.552749991416931,3.6013749837875366,3.296499991416931,3.105150001049042,
2005-12-12,,,3.539999961853028,3.571999979019165,3.553999996185303,3.6018749833106996,3.3077999925613404,3.1144749999046324,
2005-12-13,,,3.525000095367432,3.5639999866485597,3.5575000047683716,3.6042499899864198,3.3175499963760378,3.122225000858307,
2005-12-14,,,3.5,3.5489999771118166,3.55699999332428,3.6054999947547914,3.327499995231628,3.129725000858307,
2005-12-15,,,3.819999933242798,3.6014999866485597,3.58824999332428,3.6191249966621397,3.3430999946594238,3.140425000190735,
2005-12-16,,,3.857500076293945,3.6485000133514403,3.609750008583069,3.632124996185303,3.359399995803833,3.151449999809265,
2005-12-19,,,3.987499952316284,3.738000011444092,3.6549999952316283,3.6454999923706053,3.3776499938964846,3.162324998378754,
2005-12-20,,,3.997499942779541,3.8324999809265137,3.6982499837875364,3.6577499866485597,3.398499994277954,3.1729749989509584,
2005-12-21,,,3.890000104904175,3.910500001907349,3.7297499895095827,3.6622499942779543,3.4200999975204467,3.1828749990463256,
2005-12-22,,,3.877500057220459,3.922000026702881,3.76175000667572,3.666124999523163,3.4434499979019164,3.193949999809265,
2005-12-23,,,3.8949999809265137,3.9295000076293944,3.7890000104904176,3.670875000953674,3.4662999963760375,3.205774998664856,
2005-12-26,,,3.8949999809265137,3.9110000133514404,3.824500012397766,3.6892500042915346,3.4870999956130984,3.2187499976158143,
2005-12-27,,,3.887500047683716,3.8890000343322755,3.8607500076293944,3.709125006198883,3.507799997329712,3.2319999980926513,
2005-12-28,,,3.900000095367432,3.8910000324249268,3.900750017166138,3.7288750052452087,3.5271999979019166,3.245499999523163,
2005-12-29,,,3.802500009536743,3.8760000228881837,3.8990000247955323,3.743625009059906,3.545199999809265,3.25852499961853,
2005-12-30,,,3.7300000190734863,3.843000030517578,3.8862500190734863,3.7480000138282774,3.561050000190735,3.2705250000953674,
2006-01-02,,,3.7300000190734863,3.8100000381469727,3.8605000257492064,3.7577500104904176,3.57585000038147,3.2822000002861023,
2006-01-03,,,3.625,3.7575000286102296,3.8232500314712525,3.7607500076293947,3.586100001335144,3.2928250002861024,
2006-01-04,,,3.8125,3.740000009536743,3.815500020980835,3.772625005245209,3.598400001525879,3.3055999994277956,
2006-01-05,,,3.950000047683716,3.7695000171661377,3.8227500200271605,3.7922500133514405,3.6152000045776367,3.3162249994277953,
2006-01-06,,,3.912499904632568,3.805999994277954,3.824500012397766,3.806750011444092,3.630400004386902,3.325974998474121,
2006-01-09,,,3.8949999809265137,3.8389999866485596,3.824500012397766,3.824500012397766,3.643250002861023,3.3346999979019163,
2006-01-10,,,3.902499914169312,3.894499969482422,3.8259999990463256,3.84337500333786,3.6540500020980833,3.342774996757507,
2006-01-11,,,3.8550000190734863,3.9029999732971192,3.821499991416931,3.8611250042915346,3.6627500009536744,3.3505249977111817,
2006-01-12,,,3.8125,3.875499963760376,3.822499990463257,3.8607500076293944,3.67,3.357799997329712,
2006-01-13,,,3.7699999809265137,3.846999979019165,3.8264999866485594,3.856375002861023,3.6790499973297117,3.3662749981880187,
2006-01-16,,,3.7699999809265137,3.821999979019165,3.8304999828338624,3.8455000042915346,3.6889499950408937,3.3742249989509583,
2006-01-17,,,3.677500009536743,3.776999998092651,3.8357499837875366,3.8295000076293944,3.698199996948242,3.3807499980926514,
2006-01-18,,,3.674999952316284,3.7409999847412108,3.821999979019165,3.81875,3.7047499942779543,3.386399998664856,3.2043124985694886
2006-01-19,,,3.700000047683716,3.718499994277954,3.796999979019165,3.8098749995231627,3.712049994468689,3.3931499981880187,3.2081374990940095
2006-01-20,,,3.767499923706055,3.717999982833862,3.782499980926514,3.80349999666214,3.719749994277954,3.3997749972343443,3.2141624987125397
2006-01-23,,,3.747499942779541,3.713499975204468,3.7677499771118166,3.7961249947547913,3.7240999937057495,3.406199996471405,3.219774998426437
2006-01-24,,,3.7174999713897705,3.721499967575073,3.749249982833862,3.787624990940094,3.7288999938964844,3.4119249963760376,3.2251374983787535
2006-01-25,60.103326173350574,P,3.8975000381469727,3.765999984741211,3.753499984741211,3.787499988079071,3.7373499965667722,3.4196499967575074,3.2313749980926514
2006-01-26,60.20352996719481,P,4.074999809265137,3.840999937057495,3.7797499656677247,3.8011249780654905,3.7478999948501586,3.4295249938964845,3.238624997138977
2006-01-27,60.276008053033756,A,4.059999942779541,3.899499940872192,3.808749961853027,3.8176249742507933,3.757149991989136,3.438999993801117,3.2457749962806703
2006-01-30,60.44076062394043,A,4.429999828338623,4.035999917984009,3.874749946594238,3.8526249647140505,3.7713499879837036,3.452674992084503,3.2547374951839445
2006-01-31,60.689658716116156,A,4.75,4.242499923706054,3.981999945640564,3.9088749647140504,3.7912999868392943,3.4693999910354614,3.2653624951839446
2006-02-01,60.84514342388297,A,4.602499961853027,4.3834999084472654,4.074749946594238,3.9483749628067017,3.807349987030029,3.484224991798401,3.2761374950408935
2006-02-02,60.915688580379395,A,4.5,4.468499946594238,4.154749941825867,3.975874960422516,3.8213499879837034,3.498224992752075,3.2862624955177306
2006-02-03,60.981899938294895,A,4.46999979019165,4.55049991607666,4.224999928474427,4.00374995470047,3.8347499847412108,3.5118499898910525,3.296112494468689
2006-02-06,60.96499507516077,A,4.5,4.564499950408935,4.300249934196472,4.033999955654144,3.8541999864578247,3.5265249896049498,3.306224994659424
2006-02-07,60.84314186297081,A,4.465000152587891,4.5074999809265135,4.374999952316284,4.062124967575073,3.8736999893188475,3.5412749910354613,3.3160499954223632
2006-02-08,60.777106494084734,A,4.5,4.486999988555908,4.435249948501587,4.094374966621399,3.8935999870300293,3.5554999899864197,3.325924994945526
2006-02-09,60.751799157786216,A,4.5,4.486999988555908,4.477749967575074,4.128749966621399,3.913449988365173,3.5700249910354613,3.3360499954223632
2006-02-10,60.73211639035518,A,4.492499828338623,4.491499996185302,4.520999956130981,4.164874958992004,3.9304499864578246,3.5842499899864197,3.3460124945640564
2006-02-13,60.67694392369652,A,4.409999847412109,4.473499965667725,4.51899995803833,4.196874952316284,3.947949981689453,3.5971999883651735,3.355687494277954
2006-02-14,60.61847347185244,A,4.372499942779541,4.454999923706055,4.4812499523162845,4.231624948978424,3.964099979400635,3.6105749869346617,3.3633124935626983
2006-02-15,60.54791829699934,A,4.3125,4.417499923706055,4.452249956130982,4.2634999513626095,3.9788499784469606,3.6243499875068665,3.3705374932289125
2006-02-16,60.48222146324633,P,4.3125,4.3799999237060545,4.433499956130982,4.294124948978424,3.993949980735779,3.638049986362457,3.3779624927043916
2006-02-17,60.41663791781,P,4.317500114440918,4.344999980926514,4.418249988555909,4.321624958515168,4.007849984169006,3.652174987792969,3.385012493133545
2006-02-20,60.38649939674922,P,4.317500114440918,4.326500034332275,4.4,4.350124967098236,4.023399987220764,3.665599989891052,3.3908874940872193
2006-02-21,60.36127068556711,P,4.242499828338623,4.300500011444091,4.377749967575073,4.376374959945679,4.037749981880188,3.677649989128113,3.394662493467331
2006-02-22,60.356843587578005,P,4.327499866485596,4.303499984741211,4.3604999542236325,4.39787495136261,4.0542999792099,3.690899987220764,3.3988124930858614
2006-02-23,60.31303247751756,P,4.260000228881836,4.293000030517578,4.336499977111816,4.4071249723434445,4.063099985122681,3.703099989891052,3.4026249945163727
2006-02-24,60.269827258320824,P,4.25,4.2795000076293945,4.312249994277954,4.416624975204468,4.070949983596802,3.7151749897003175,3.4065249943733216
2006-02-27,60.209097530287316,P,4.247499942779541,4.2654999732971195,4.296000003814697,4.407499980926514,4.076149983406067,3.7268999886512755,3.410262494087219
2006-02-28,60.190242746594954,P,4.362500190734863,4.289500045776367,4.29500002861023,4.388124990463257,4.083449988365174,3.7409749913215635,3.4145749950408937
2006-03-01,60.21114845561744,P,4.550000190734863,4.334000110626221,4.318750047683716,4.3855000019073485,4.096649990081787,3.758374993801117,3.4197624957561494
2006-03-02,60.318462840339386,A,4.730000019073486,4.42800006866455,4.360500049591065,4.397000002861023,4.113699989318848,3.7785749936103823,3.4258999955654144
2006-03-03,60.38585490309802,A,4.550000190734863,4.488000106811524,4.383750057220459,4.401000022888184,4.126799993515014,3.796549994945526,3.4308999967575073
2006-03-06,60.46187110437423,A,4.525000095367432,4.543500137329102,4.40450005531311,4.402250027656555,4.139399995803833,3.813249995708466,3.435774997472763
2006-03-07,60.50361952251294,A,4.465000152587891,4.564000129699707,4.4267500877380375,4.402250027656555,4.150949997901916,3.829374997615814,3.4405999982357027
2006-03-08,60.48800274775712,A,4.53000020980835,4.5600001335144045,4.447000122070312,4.403750038146972,4.163550000190735,3.8453749990463257,3.445862499475479
2006-03-09,60.43246322294715,A,4.587500095367432,4.531500148773193,4.479750108718872,4.408125042915344,4.179250001907349,3.862225000858307,3.4518499994277954
2006-03-10,60.44194896871136,A,4.639999866485596,4.5495000839233395,4.518750095367432,4.415500044822693,4.197449998855591,3.8792499995231626,3.4578749990463256
2006-03-13,60.470024646266346,A,4.670000076293945,4.578500080108642,4.561000108718872,4.428500056266785,4.21625,3.8960500001907348,3.463724999427795
2006-03-14,60.55569855960201,A,4.882500171661377,4.66200008392334,4.613000106811524,4.454000067710877,4.2414000034332275,3.9137500023841856,3.4699000000953673
2006-03-15,60.69658172526842,A,5.199999809265137,4.796000003814697,4.67800006866455,4.498375058174133,4.269149999618531,3.9337750005722047,3.47727499961853
2006-03-16,60.76832236632084,A,5.012499809265137,4.880999946594239,4.7062500476837155,4.5333750486373905,4.2903999948501585,3.9527999997138976,3.4837249982357026
2006-03-17,60.778210428649196,A,4.820000171661377,4.917000007629395,4.7332500457763675,4.558500051498413,4.308550000190735,3.9694750022888186,3.488974999189377
2006-03-20,60.72701227587337,A,4.610000133514404,4.905000019073486,4.741750049591064,4.573125052452087,4.322850003242492,3.983050003051758,3.492775000333786
