Date,GRADE,GPS,ERIE,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1995-10-02,,,7.618481636047363,,,,,,
1995-10-03,,,8.168265342712402,,,,,,
1995-10-04,,,7.539937019348144,,,,,,
1995-10-05,,,8.089725494384766,,,,,,
1995-10-06,,,8.089725494384766,7.901226997375488,,,,,
1995-10-09,,,8.01118278503418,7.979767227172852,,,,,
1995-10-10,,,8.050453186035156,7.956204795837403,,,,,
1995-10-11,,,7.854098320007324,8.019037055969239,,,,,
1995-10-12,,,8.246804237365723,8.05045280456543,,,,,
1995-10-13,,,8.32534408569336,8.097576522827149,7.9994017601013185,,,,
1995-10-16,,,8.482433319091797,8.191826629638673,8.085796928405761,,,,
1995-10-17,,,8.718052864074707,8.325346565246582,8.140775680541992,,,,
1995-10-18,,,8.953678131103516,8.54526252746582,8.28214979171753,,,,
1995-10-19,,,8.796591758728027,8.655220031738281,8.352836418151856,,,,
1995-10-20,,,9.11075496673584,8.812302207946777,8.454939365386963,,,,
1995-10-23,,,9.582002639770508,9.03221607208252,8.612021350860596,,,,
1995-10-24,,,9.582002639770508,9.20500602722168,8.76517629623413,,,,
1995-10-25,,,9.660550117492676,9.346380424499511,8.945821475982665,,,,
1995-10-26,,,9.424921035766602,9.472046279907227,9.063633155822753,,,,
1995-10-27,,,9.582002639770508,9.56629581451416,9.189299011230469,8.594350385665894,,,
1995-10-30,,,9.11075496673584,9.472046279907227,9.252131175994872,8.668964052200318,,,
1995-10-31,,,9.582002639770508,9.472046279907227,9.338526153564453,8.739650917053222,,,
1995-11-01,,,9.582002639770508,9.456336784362794,9.401358604431152,8.84175419807434,,,
1995-11-02,,,9.542732238769531,9.479899024963379,9.475972652435303,8.91440453529358,,,
1995-11-03,,,9.267840385437012,9.41706657409668,9.49168119430542,8.973310279846192,,,
1995-11-06,,,9.503464698791504,9.495608520507812,9.48382740020752,9.047924375534057,,,
1995-11-07,,,9.503464698791504,9.479900932312011,9.47597360610962,9.120574951171875,,,
1995-11-08,,,9.503464698791504,9.464193344116211,9.460265064239502,9.203043270111085,,,
1995-11-09,,,9.503464698791504,9.456339836120605,9.468119430541993,9.265876293182373,,,
1995-11-10,,,9.503464698791504,9.503464698791504,9.460265636444092,9.32478232383728,,,
1995-11-13,,,9.11075496673584,9.424922752380372,9.460265636444092,9.356198406219482,,,
1995-11-14,,,9.267840385437012,9.377797889709473,9.428849411010741,9.383687782287598,,,
1995-11-15,,,9.503464698791504,9.377797889709473,9.420995616912842,9.411177110671996,,,
1995-11-16,,,9.503464698791504,9.377797889709473,9.41706886291504,9.44652075767517,,,
1995-11-17,,,9.503464698791504,9.377797889709473,9.440631294250489,9.466156244277954,,,
1995-11-20,,,9.503464698791504,9.456339836120605,9.440631294250489,9.462229347229004,,,
1995-11-21,,,9.503464698791504,9.503464698791504,9.440631294250489,9.458302450180053,,,
1995-11-22,,,9.503464698791504,9.503464698791504,9.440631294250489,9.450448179244995,,,
1995-11-23,,,9.503464698791504,9.503464698791504,9.440631294250489,9.45437536239624,,,
1995-11-24,,,9.503464698791504,9.503464698791504,9.440631294250489,9.45044846534729,,,
1995-11-27,,,9.503464698791504,9.503464698791504,9.479902267456055,9.470083951950073,,,
1995-11-28,,,9.503464698791504,9.503464698791504,9.503464698791504,9.466157054901123,,,
1995-11-29,,,9.503464698791504,9.503464698791504,9.503464698791504,9.462230157852172,,,
1995-11-30,,,9.503464698791504,9.503464698791504,9.503464698791504,9.46026678085327,,,
1995-12-01,,,9.503464698791504,9.503464698791504,9.503464698791504,9.472047996520995,,,
1995-12-04,,,9.503464698791504,9.503464698791504,9.503464698791504,9.472047996520995,,,
1995-12-05,,,9.582002639770508,9.519172286987304,9.511318492889405,9.475974893569946,,,
1995-12-06,,,9.267840385437012,9.472047424316406,9.487756061553956,9.464193677902221,,,
1995-12-07,,,9.582002639770508,9.487755012512206,9.495609855651855,9.468120574951172,,,
1995-12-08,,,9.582002639770508,9.503462600708009,9.503463649749756,9.472047472000122,9.118612270355225,,
1995-12-11,,,9.582002639770508,9.519170188903809,9.511317443847656,9.495609855651855,9.157882690429688,,
1995-12-12,,,9.424921035766602,9.487753868103027,9.503463077545167,9.503463888168335,9.183015804290772,,
1995-12-13,,,9.424921035766602,9.519169998168945,9.495608711242676,9.49953670501709,9.220715484619141,,
1995-12-14,,,9.424921035766602,9.487753677368165,9.487754344940186,9.495609521865845,9.247419395446776,,
1995-12-15,,,9.582002639770508,9.487753677368165,9.495608139038087,9.499536418914795,9.277264938354492,,
1995-12-18,,,9.582002639770508,9.487753677368165,9.503461933135986,9.503463315963746,9.308681335449219,,
1995-12-19,,,9.582002639770508,9.519169998168945,9.503461933135986,9.507390213012695,9.339312324523926,,
1995-12-20,,,9.582002639770508,9.550586318969726,9.534878158569336,9.511317110061645,9.373870410919189,,
1995-12-21,,,9.582002639770508,9.582002639770508,9.534878158569336,9.515244007110596,9.400574378967285,,
1995-12-22,,,9.582002639770508,9.582002639770508,9.534878158569336,9.519170904159546,9.425707550048829,,
1995-12-25,,,9.582002639770508,9.582002639770508,9.534878158569336,9.523097801208497,9.447698936462402,,
1995-12-26,,,9.582002639770508,9.582002639770508,9.550586318969726,9.527024698257446,9.464977931976318,,
1995-12-27,,,9.582002639770508,9.582002639770508,9.566294479370118,9.530951595306396,9.477544422149657,,
1995-12-28,,,9.385650634765623,9.542732238769531,9.56236743927002,9.525060892105103,9.48932559967041,,
1995-12-29,,,9.582002639770508,9.542732238769531,9.56236743927002,9.528987789154053,9.498750553131103,,
1996-01-01,,,9.582002639770508,9.542732238769531,9.56236743927002,9.532914686203004,9.498750553131103,,
1996-01-02,,,9.11075496673584,9.448482704162597,9.515242671966552,9.50935230255127,9.48932559967041,,
1996-01-03,,,9.771944046020508,9.486470985412598,9.534236812591553,9.534557485580445,9.491553478240967,,
1996-01-04,,,9.604480743408203,9.530237007141114,9.536484622955323,9.53568139076233,9.4951446723938,,
1996-01-05,,,9.594630241394045,9.53276252746582,9.537747383117676,9.536312770843505,9.49539722442627,,
1996-01-08,,,9.594630241394045,9.535288047790527,9.539010143280029,9.536944150924683,9.505074729919434,,
1996-01-09,,,9.535520553588867,9.620241165161133,9.534361934661865,9.542474126815796,9.5041450881958,,
1996-01-10,,,9.535520553588867,9.572956466674805,9.5297137260437,9.548004102706908,9.503215446472169,,
1996-01-11,,,9.456717491149902,9.543403816223144,9.536820411682129,9.549593925476074,9.501495151519775,,
1996-01-12,,,9.594630241394045,9.543403816223144,9.538083171844482,9.550225305557252,9.508030948638917,,
1996-01-15,,,9.299104690551758,9.484298706054688,9.509793376922607,9.536080408096314,9.503943748474121,,
1996-01-16,,,9.14148998260498,9.40549259185791,9.512866878509522,9.514054775238037,9.49670425415039,,
1996-01-17,,,9.377904891967772,9.373969459533692,9.473462963104248,9.5038498878479,9.494193058013916,,
1996-01-18,,,9.61432647705078,9.405491256713868,9.474447536468507,9.505466079711914,9.496410293579101,,
1996-01-19,,,9.61432647705078,9.409430503845215,9.47641716003418,9.507082271575928,9.498627529144287,,
