Date,GRADE,GPS,ZBH,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2001-07-25,,,26.01665687561035,,,,,,
2001-07-26,,,24.56546401977539,,,,,,
2001-07-27,,,24.827733993530277,,,,,,
2001-07-30,,,24.88017463684082,,,,,,
2001-07-31,,,25.0025691986084,25.058519744873045,,,,,
2001-08-01,,,25.789365768432617,25.0130615234375,,,,,
2001-08-02,,,25.046283721923828,25.109225463867187,,,,,
2001-08-03,,,24.478046417236328,25.039287948608397,,,,,
2001-08-06,,,24.268230438232425,24.916899108886717,,,,,
2001-08-07,,,26.174020767211918,25.151189422607423,25.104854583740234,,,,
2001-08-08,,,25.08125114440918,25.009566497802737,25.01131401062012,,,,
2001-08-09,,,24.79275321960449,24.958860397338867,25.03404293060303,,,,
2001-08-10,,,24.478046417236328,24.958860397338867,24.999074172973632,,,,
2001-08-13,,,23.86608123779297,24.878430557250976,24.89766483306885,,,,
2001-08-14,,,24.215770721435547,24.4867805480957,24.818984985351562,,,,
2001-08-15,,,24.5479793548584,24.380126190185546,24.69484634399414,,,,
2001-08-16,,,24.56546401977539,24.334668350219726,24.6467643737793,,,,
2001-08-17,,,24.478046417236328,24.334668350219726,24.6467643737793,,,,
2001-08-20,,,23.778669357299805,24.317185974121095,24.597808265686034,,,,
2001-08-21,,,23.90105628967285,24.254243087768554,24.37051181793213,24.73768320083618,,,
2001-08-22,,,23.83112144470215,24.110871505737304,24.245498847961425,24.62840642929077,,,
2001-08-23,,,23.385269165039062,23.874832534790038,24.104750442504884,24.569396686553954,,,
2001-08-24,,,23.33281517028809,23.64578628540039,23.99022731781006,24.494650745391844,,,
2001-08-27,,,23.30659294128418,23.551371002197264,23.93427848815918,24.415971660614012,,,
2001-08-28,,,22.747089385986328,23.32057762145996,23.78741035461426,24.30319766998291,,,
2001-08-29,,,23.079296112060547,23.17021255493164,23.640542030334473,24.167694187164308,,,
2001-08-30,,,23.560121536254883,23.205183029174805,23.54000778198242,24.093386077880858,,,
2001-08-31,,,23.778669357299805,23.294353866577147,23.47007007598877,24.058417224884032,,,
2001-09-03,,,23.778669357299805,23.388769149780273,23.47007007598877,24.033939170837403,,,
2001-09-04,,,24.285717010498047,23.69649467468262,23.50853614807129,23.93952398300171,,,
2001-09-05,,,24.172060012817383,23.915047454833985,23.542630004882813,23.89406442642212,,,
2001-09-06,,,23.81363868713379,23.965750885009765,23.585466957092287,23.845108699798583,,,
2001-09-07,,,23.30659294128418,23.871335601806642,23.582844734191895,23.786536026000977,,,
2001-09-10,,,23.11426544189453,23.738454818725586,23.56361198425293,23.748945236206055,,,
2001-09-11,,,23.11426544189453,23.504164505004884,23.60032958984375,23.693869972229002,,,
2001-09-12,,,23.11426544189453,23.292605590820312,23.60382652282715,23.62218427658081,,,
2001-09-13,,,23.11426544189453,23.15273094177246,23.559240913391115,23.549624347686766,,,
2001-09-14,,,23.11426544189453,23.11426544189453,23.492800521850587,23.481435298919678,,,
2001-09-17,,,22.073945999145508,22.906201553344726,23.322328186035158,23.39619913101196,,,
2001-09-18,,,21.94281578063965,22.67191162109375,23.088038063049318,23.298287105560302,,,
2001-09-19,,,21.87287139892578,22.4236328125,22.858119201660156,23.200374603271484,,,
2001-09-20,,,22.511058807373047,22.302991485595705,22.727861213684083,23.156664085388183,,,
2001-09-21,,,22.59847450256348,22.19983329772949,22.65704936981201,23.119947052001955,,,
2001-09-24,,,23.341554641723636,22.453355026245116,22.679778289794925,23.121695137023927,,,
2001-09-25,,,22.991870880126957,22.663166046142578,22.667538833618167,23.133934211730956,,,
2001-09-26,,,23.42898368835449,22.97438850402832,22.699010658264164,23.151418590545653,,,
2001-09-27,,,23.603822708129883,23.19294128417969,22.747966384887697,23.153603649139406,,,
2001-09-28,,,24.25948905944824,23.525144195556642,22.862488746643066,23.177644634246825,,,
2001-10-01,,,24.574207305908203,23.771674728393556,23.112514877319335,23.217421531677246,,,
2001-10-02,,,24.958860397338867,24.165072631835937,23.41411933898926,23.25107870101929,23.897211990356446,,
2001-10-03,,,25.177413940429688,24.514758682250978,23.74457359313965,23.301346397399904,23.880427131652834,,
2001-10-04,,,25.229869842529297,24.839968109130858,24.016454696655273,23.372157955169676,23.89371524810791,,
2001-10-05,,,25.39596176147461,25.067262649536133,24.296203422546387,23.4766263961792,23.905079803466798,,
2001-10-08,,,25.107479095458984,25.17391700744629,24.47279586791992,23.576287078857423,23.90962589263916,,
2001-10-09,,,25.09873580932617,25.20189208984375,24.68348236083984,23.675510597229003,23.911549224853516,,
2001-10-10,,,25.360998153686523,25.23860893249512,24.876683807373045,23.787847232818603,23.902981872558595,,
2001-10-11,,,25.719425201416016,25.33652000427246,25.088244056701658,23.91810522079468,23.91644470214844,,
2001-10-12,,,26.06911277770996,25.471150207519532,25.26920642852783,24.06584758758545,23.94826602935791,,
2001-10-15,,,26.0253963470459,25.654733657836914,25.414325332641603,24.26342010498047,23.98340934753418,,
2001-10-16,,,26.182762145996094,25.8715389251709,25.536715507507324,24.47541742324829,23.983584175109865,,
2001-10-17,,,26.20024299621582,26.039387893676757,25.638998413085936,24.691786003112792,24.005964012145995,,
2001-10-18,,,25.19489288330078,25.93448143005371,25.635500717163087,24.82597770690918,24.01400680541992,,
2001-10-19,,,25.684457778930664,25.857550430297852,25.664350318908692,24.98027687072754,24.03813503265381,,
2001-10-22,,,26.00791549682617,25.854054260253907,25.75439395904541,25.113594913482665,24.080971717834473,,
2001-10-23,,,26.042888641357425,25.82607955932617,25.848809242248535,25.26614580154419,24.11751407623291,,
2001-10-24,,,26.182762145996094,25.822583389282226,25.93098564147949,25.403834724426268,24.150209732055664,,
2001-10-25,,,25.86804580688477,25.957213973999025,25.945847702026366,25.517045879364012,24.176261367797853,,
2001-10-26,,,25.360998153686523,25.892522048950195,25.875036239624023,25.572121334075927,24.193920402526857,,
2001-10-29,,,25.527099609375,25.79635887145996,25.825206565856934,25.619765949249267,24.22888900756836,,
2001-10-30,,,26.31389045715332,25.85055923461914,25.838319396972658,25.68751745223999,24.27714569091797,,
2001-10-31,,,27.02200698852539,26.018408203125,25.920495796203614,25.779747104644777,24.340963401794433,,
2001-11-01,,,27.459115982055664,26.33662223815918,26.146918106079102,25.891209411621094,24.422440338134766,,
2001-11-02,,,27.71263694763184,26.80694999694824,26.34973602294922,26.007043170928956,24.51003677368164,,
2001-11-05,,,27.11817169189453,27.125164413452147,26.460761642456056,26.107577800750732,24.58626834869385,,
2001-11-06,,,27.791316986083984,27.42064971923828,26.635604476928712,26.242206859588624,24.6871529006958,,
2001-11-07,,,27.773832321166992,27.5710147857666,26.7947114944458,26.362848567962647,24.78104362487793,,
2001-11-08,,,26.750999450683597,27.42939147949219,26.883006858825684,26.414427280426025,24.844861183166504,,
2001-11-09,,,26.23521423339844,27.13390693664551,26.970428466796875,26.42273235321045,24.893992080688477,,
2001-11-12,,,26.20899200439453,26.95207099914551,27.03861770629883,26.43191213607788,24.94259853363037,,
2001-11-13,,,26.453765869140625,26.684560775756836,27.05260524749756,26.44546232223511,24.985959510803223,,
2001-11-14,,,27.01326942443848,26.53244819641113,27.051731491088866,26.48611364364624,25.042783699035645,,
2001-11-15,,,26.243955612182617,26.43103942871094,26.930215454101564,26.53856678009033,25.09139003753662,,
2001-11-16,,,26.296405792236328,26.443277740478514,26.78859233856201,26.569164180755614,25.151186294555664,,
2001-11-19,,,26.182762145996094,26.43803176879883,26.695051383972167,26.57790651321411,25.212556228637695,,
2001-11-20,,,26.43628692626953,26.43453598022461,26.559548377990723,26.597576427459718,25.278996658325195,,
2001-11-21,,,26.750999450683597,26.382081985473633,26.457265090942382,26.625988292694093,25.351731338500976,,
2001-11-22,,,26.750999450683597,26.48349075317383,26.457265090942382,26.670135974884033,25.424466018676757,,
2001-11-23,,,26.925840377807617,26.609377670288087,26.526327705383302,26.74837808609009,25.500697517395018,,
2001-11-26,,,28.630571365356445,27.098939514160158,26.768485641479494,26.90355167388916,25.63183002471924,,
2001-11-27,,,28.473207473754883,27.506323623657227,26.970429801940917,27.01151752471924,25.762437858581542,,
2001-11-28,,,28.45572280883789,27.847268295288085,27.11467514038086,27.083203315734863,25.894094886779786,,
2001-11-29,,,28.49942779541016,28.196953964233398,27.340222358703613,27.13521890640259,26.013862266540528,,
2001-11-30,,,28.202205657958984,28.45222702026367,27.53080234527588,27.159697341918946,26.125936889648436,,
2001-12-03,,,28.14975357055664,28.356063461303712,27.727501487731935,27.21127643585205,26.2221008682251,,
2001-12-04,,,28.49942779541016,28.361307525634764,27.933815574645998,27.24668197631836,26.332252006530762,,
2001-12-05,,,28.569372177124023,28.38403739929199,28.11565284729004,27.28645896911621,26.43505977630615,,
2001-12-06,,,28.717988967895508,28.427749633789062,28.312351799011232,27.384808444976805,26.537343101501463,,
2001-12-07,,,27.450374603271484,28.277383422851564,28.364805221557617,27.44556646347046,26.60116081237793,,
2001-12-10,,,27.389183044433597,28.12526931762695,28.240666389465332,27.504576015472413,26.65746032714844,,
2001-12-11,,,26.52370262145996,27.730124282836915,28.04571590423584,27.50807285308838,26.688757171630858,25.292984580993654,
2001-12-12,,,26.174020767211918,27.25105400085449,27.817545700073243,27.46611042022705,26.708689308166505,25.294558219909668,
2001-12-13,,,26.750999450683597,26.85765609741211,27.642702865600587,27.491462612152098,26.73911190032959,25.31641357421875,
2001-12-14,,,27.02200698852539,26.77198257446289,27.524682998657227,27.527742671966553,26.771632804870606,25.338356304168702,
2001-12-17,,,26.44503402709961,26.583152770996094,27.354211044311523,27.540856266021727,26.798383903503417,25.354004898071288,
2001-12-18,,,26.488739013671875,26.576160049438478,27.153142166137695,27.543478870391844,26.82618396759033,25.368866596221924,
2001-12-19,,,26.72477912902832,26.686311721801758,26.968682861328126,27.54216785430908,26.853459587097166,25.37822072982788,
2001-12-20,,,26.25269317626953,26.586650466918947,26.72215328216553,27.51725254058838,26.864124946594238,25.39028482437134,
2001-12-21,,,26.51496315002441,26.48524169921875,26.62861213684082,27.49670867919922,26.873041954040527,25.41065399169922,
2001-12-24,,,26.05162811279297,26.406560516357423,26.49485664367676,27.367761516571044,26.87356658935547,25.428487968444824,
2001-12-25,,,26.05162811279297,26.31913833618164,26.447649192810058,27.246682548522948,26.870943908691405,25.427264041900635,
2001-12-26,,,26.07785987854004,26.189754486083984,26.43803310394287,27.127789402008055,26.86849624633789,25.437230129241943,
2001-12-27,,,26.104080200195312,26.160031890869142,26.373341178894044,27.008022022247314,26.88667999267578,25.450343399047853,
2001-12-28,,,26.00791549682617,26.058622360229492,26.27193202972412,26.898307514190673,26.893149147033693,25.46564208984375,
2001-12-31,,,26.69854164123535,26.18800506591797,26.297282791137697,26.825746917724608,26.906961669921873,25.493966693878175,
2002-01-01,,,26.69854164123535,26.317387771606445,26.318263053894043,26.73570261001587,26.920074729919435,25.51879440307617,
2002-01-02,,,26.427539825439453,26.387323760986327,26.288539123535156,26.62861099243164,26.9249702835083,25.537590007781983,
2002-01-03,,,26.261436462402344,26.418795013427733,26.289413452148438,26.505783367156983,26.932838096618653,25.55454973220825,
2002-01-04,,,25.83307266235352,26.383826446533202,26.22122440338135,26.424918270111085,26.942279586791994,25.568099994659423,
2002-01-07,,,25.83307266235352,26.210732650756835,26.1993688583374,26.34711275100708,26.948399047851563,25.58864402770996,
2002-01-08,,,26.6635799407959,26.203740310668945,26.260564041137695,26.354106616973876,26.955392837524414,25.61626926422119,
2002-01-09,,,26.83842086791992,26.28591651916504,26.336620140075684,26.387326622009276,26.951721115112306,25.64634225845337,
2002-01-10,,,26.71603012084961,26.37683525085449,26.397815132141112,26.385578155517578,26.936859397888185,25.679649868011474,
2002-01-11,,,26.16527557373047,26.44327583312988,26.413551139831544,26.342741584777833,26.905912170410158,25.707974472045898,
2002-01-14,,,27.808801651000977,26.838421630859376,26.524577140808105,26.4109299659729,26.919724769592285,25.752996559143067,
2002-01-15,,,27.319242477416992,26.969554138183593,26.58664722442627,26.452455139160158,26.910283279418945,25.798718090057374,
2002-01-16,,,27.380434036254883,27.077956771850587,26.68193664550781,26.485237884521485,26.902415313720702,25.841729469299317,
2002-01-17,,,27.800064086914062,27.294763565063477,26.835799407958984,26.562606430053712,26.923396606445312,25.884128894805908,
2002-01-18,,,27.284273147583008,27.518563079833985,26.980919456481935,26.601071929931642,26.944377784729003,25.919184932708742,
2002-01-21,,,27.284273147583008,27.41365737915039,27.126039505004883,26.662704181671142,26.965883407592774,25.954240970611572,
2002-01-22,,,27.14440155029297,27.378689193725585,27.17412166595459,26.717342853546143,26.97969612121582,25.98282781600952,
2002-01-23,,,27.73885726928711,27.45037384033203,27.264165306091307,26.800392723083498,26.994207878112793,26.018495788574217,
2002-01-24,,,28.10603141784668,27.511567306518554,27.403165435791017,26.900490283966064,27.031449394226073,26.061419715881346,
2002-01-25,,,28.06232452392578,27.667177581787108,27.59287033081055,27.003210735321044,27.06676776885986,26.108977031707763,
2002-01-28,,,28.10603141784668,27.831529235839845,27.622593307495116,27.07358522415161,27.105233154296876,26.158894691467285,
2002-01-29,,,28.49942779541016,28.10253448486328,27.740611839294434,27.16362953186035,27.146495971679688,26.21274631500244,
2002-01-30,,,28.7354679107666,28.30185661315918,27.876115226745604,27.279025936126708,27.186185340881348,26.268958339691164,
