Date,GRADE,GPS,IVZ,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1995-08-25,,,2.96701455116272,,,,,,
1995-08-28,,,2.923380851745605,,,,,,
1995-08-29,,,2.923380851745605,,,,,,
1995-08-30,,,2.9342894554138184,,,,,,
1995-08-31,,,2.923380851745605,2.934289312362671,,,,,
1995-09-01,,,2.9342894554138184,2.9277442932128905,,,,,
1995-09-04,,,2.9342894554138184,2.9299260139465333,,,,,
1995-09-05,,,2.923380851745605,2.929926013946533,,,,,
1995-09-06,,,2.91247296333313,2.925562715530395,,,,,
1995-09-07,,,2.8906569480896,2.9190179347991942,2.9266536235809326,,,,
1995-09-08,,,2.737943649291992,2.8797487735748293,2.9037465333938597,,,,
1995-09-11,,,2.8033928871154785,2.8535694599151613,2.891747736930847,,,,
1995-09-12,,,2.901563882827759,2.849206066131592,2.8895660400390626,,,,
1995-09-13,,,2.91247296333313,2.849206066131592,2.8873843908309937,,,,
1995-09-14,,,2.923380851745605,2.855750846862793,2.8873843908309937,,,,
1995-09-15,,,2.923380851745605,2.8928382873535154,2.8862935304641724,,,,
1995-09-18,,,2.9342894554138184,2.9190176010131834,2.8862935304641724,,,,
1995-09-19,,,2.91247296333313,2.921199417114258,2.885202741622925,,,,
1995-09-20,,,2.8579320907592773,2.910291242599487,2.8797486543655397,,,,
1995-09-21,,,2.879749298095703,2.901564931869507,2.87865788936615,2.9026557564735413,,,
1995-09-22,,,2.814300298690796,2.879748821258545,2.88629355430603,2.895020043849945,,,
1995-09-25,,,2.8033928871154785,2.853569507598877,2.88629355430603,2.8890206456184386,,,
1995-09-26,,,2.8470234870910645,2.840479612350464,2.8808395147323607,2.885202777385712,,,
1995-09-27,,,2.8361175060272217,2.8361166954040526,2.87320396900177,2.880294179916382,,,
1995-09-28,,,2.879749298095703,2.8361166954040526,2.86884081363678,2.8781126022338865,,,
1995-09-29,,,3.0106470584869385,2.875386047363281,2.877567434310913,2.881930482387543,,,
1995-10-02,,,3.0651869773864746,2.9277448654174805,2.8906571865081787,2.8884753584861755,,,
1995-10-03,,,3.076096296310425,2.9735594272613524,2.907019519805908,2.8961111307144165,,,
1995-10-04,,,3.0433714389801025,3.015010213851929,2.9255634546279907,2.9026560544967652,,,
1995-10-05,,,3.0651869773864746,3.052097749710083,2.9441072225570677,2.911382555961609,,,
1995-10-06,,,3.0433714389801025,3.058642625808716,2.9670143365859984,2.9266539454460143,,,
1995-10-09,,,3.021554946899414,3.049916219711304,2.988830542564392,2.937562048435211,,,
1995-10-10,,,2.9779226779937744,3.030281496047974,3.001920461654663,2.941379988193512,,,
1995-10-11,,,2.9779226779937744,3.017191743850708,3.0161009788513184,2.9446524739265443,,,
1995-10-12,,,3.0651869773864746,3.017191743850708,3.0346447467803954,2.951742780208588,,,
1995-10-13,,,3.163360834121704,3.0411896228790285,3.049916124343872,2.9637417793273926,,,
1995-10-16,,,3.217902660369873,3.08045916557312,3.065187692642212,2.9779224395751953,,,
1995-10-17,,,3.174268960952759,3.119728422164917,3.0750049591064452,2.9910122394561767,,,
1995-10-18,,,3.217902660369873,3.1677244186401365,3.0924580812454225,3.0090107679367066,,,
1995-10-19,,,3.283350944519043,3.2113572120666505,3.1142744779586793,3.0291908502578737,,,
1995-10-20,,,3.3378891944885254,3.2462628841400147,3.1437262535095214,3.05537029504776,,,
1995-10-23,,,3.3487987518310547,3.272442102432251,3.1764506340026855,3.082640588283539,,,
1995-10-24,,,3.2942590713500977,3.2964401245117188,3.2080842733383177,3.1050023674964904,,,
1995-10-25,,,3.283350944519043,3.3095297813415527,3.2386270999908446,3.1273640394210815,,,
1995-10-26,,,3.2506263256073,3.302984857559204,3.2571710348129272,3.1459078907966616,,,
1995-10-27,,,3.2506263256073,3.285532283782959,3.265897583961487,3.1579068541526794,,,
1995-10-30,,,3.239717960357666,3.263716125488281,3.2680791139602663,3.166633403301239,,,
1995-10-31,,,3.3378891944885254,3.2724421501159666,3.2844411373138427,3.179723048210144,,,
1995-11-01,,,3.27244234085083,3.2702604293823243,3.2898951053619383,3.1911765933036804,,,
1995-11-02,,,3.316075563430786,3.2833502769470213,3.293167567253113,3.203721022605896,3.0313721561431883,,
1995-11-03,,,3.457882165908813,3.324801445007324,3.3051668643951415,3.2244465589523315,3.0411895084381104,,
1995-11-06,,,3.490604877471924,3.3749788284301756,3.3193474769592286,3.247899055480957,3.0525339889526366,,
1995-11-07,,,3.457882165908813,3.3989774227142333,3.3357097864151,3.271897029876709,3.063224015235901,,
1995-11-08,,,3.4687886238098145,3.4382466793060305,3.354253554344177,3.296440327167511,3.0739139986038206,,
1995-11-09,,,3.501511812210083,3.4753339290618896,3.3793421030044555,3.3182565689086916,3.0854766178131103,,
1995-11-10,,,3.4687886238098145,3.47751522064209,3.401158332824707,3.333527958393097,3.0961666011810305,,
1995-11-13,,,3.457882165908813,3.4709706783294676,3.4229747533798216,3.345526933670044,3.10663845539093,,
1995-11-14,,,3.4033408164978027,3.4600624084472655,3.4295199155807494,3.356980526447296,3.1162376546859742,,
1995-11-15,,,3.436063766479492,3.453517436981201,3.445882058143616,3.3678885817527773,3.126709470748901,,
1995-11-16,,,3.490604877471924,3.4513360500335692,3.4633349895477297,3.378251278400421,3.138708429336548,,
1995-11-17,,,3.490604877471924,3.4556993007659913,3.4666072607040403,3.385887062549591,3.1537616539001463,,
1995-11-20,,,3.5233287811279297,3.4687886238098145,3.469879651069641,3.394613564014435,3.1681603717803957,,
1995-11-21,,,3.5451455116271973,3.4971495628356934,3.4786059856414795,3.4071578860282896,3.1810320043563842,,
1995-11-22,,,3.588777780532837,3.527692365646362,3.4906049013137816,3.4224292278289794,3.1945581007003785,,
1995-11-23,,,3.588777780532837,3.547326946258545,3.499331498146057,3.4393368005752563,3.207866039276123,,
1995-11-24,,,3.5560519695281982,3.5604163646697997,3.5080578327178955,3.4546080827713013,3.220519461631775,,
1995-11-27,,,3.512420654296875,3.5582347393035887,3.5135116815567016,3.468243217468262,3.232082085609436,,
1995-11-28,,,3.5451455116271973,3.5582347393035887,3.5276921510696413,3.478606033325195,3.2447355365753174,,
1995-11-29,,,3.5233287811279297,3.5451449394226073,3.536418652534485,3.4911503553390504,3.2580434703826904,,
1995-11-30,,,3.5560519695281982,3.5385997772216795,3.5429633617401124,3.503149175643921,3.2715695238113405,,
1995-12-01,,,3.5451455116271973,3.5364184856414793,3.5484174251556397,3.5075123429298403,3.2861864280700686,,
1995-12-04,,,3.5451455116271973,3.542963457107544,3.5505990982055664,3.510239374637604,3.3010214805603026,,
1995-12-05,,,3.5451455116271973,3.542963457107544,3.5505990982055664,3.514602541923523,3.3149839210510255,,
1995-12-06,,,3.512420654296875,3.540781831741333,3.54296338558197,3.516784143447876,3.3285099840164185,,
1995-12-07,,,3.566962480545044,3.5429639339447023,3.540781855583191,3.520056676864624,3.342254247665405,,
1995-12-08,,,3.5342376232147217,3.540782356262207,3.5386004209518434,3.523329126834869,3.352726058959961,,
1995-12-11,,,3.5233287811279297,3.5364190101623536,3.5396912336349486,3.526601457595825,3.36188889503479,,
1995-12-12,,,3.512420654296875,3.5298740386962892,3.5364187479019167,3.532055449485779,3.370615382194519,,
1995-12-13,,,3.501511812210083,3.527692270278931,3.5342370510101317,3.5353278517723083,3.3797781896591186,,
1995-12-14,,,3.47969651222229,3.51023907661438,3.526601505279541,3.5347824335098266,3.388068380355835,,
1995-12-15,,,3.4687886238098145,3.4971492767333983,3.518965816497803,3.5336916208267213,3.396576724052429,,
1995-12-18,,,3.446972608566284,3.4818780422210693,3.5091485261917112,3.529873812198639,3.405085077285767,,
1995-12-19,,,3.381523370742798,3.455698585510254,3.4927863121032714,3.521692705154419,3.413157091140747,,
1995-12-20,,,3.3487987518310547,3.4251559734344483,3.4764241218566894,3.50969375371933,3.4205746126174925,,
1995-12-21,,,3.3378891944885254,3.3967945098876955,3.4535167932510378,3.4971493244171143,3.4260286569595335,,
1995-12-22,,,3.3378891944885254,3.3706146240234376,3.433881950378418,3.4862411856651305,3.42951922416687,,
1995-12-25,,,3.3378891944885254,3.3487979412078857,3.4153379917144777,3.477514612674713,3.4319189548492433,,
1995-12-26,,,3.326981782913208,3.337889623641968,3.3967941045761108,3.4666064262390135,3.4349732112884523,,
1995-12-27,,,3.326981782913208,3.3335262298583985,3.3793411016464234,3.4567890763282776,3.4371547937393188,,
1995-12-28,,,3.381523370742798,3.342253065109253,3.369523787498474,3.4480626463890074,3.439118242263794,,
1995-12-29,,,3.381523370742798,3.3509799003601075,3.3607972621917725,3.4398815393447877,3.439990925788879,,
1996-01-01,,,3.381523370742798,3.359706735610962,3.354252338409424,3.4317004323005675,3.4406454181671142,,
1996-01-02,,,3.414248466491699,3.37716007232666,3.357524847984314,3.4251555800437927,3.443045206069946,,
1996-01-03,,,3.4687886238098145,3.4055214405059813,3.36952383518219,3.4229739785194395,3.4467539596557617,,
1996-01-04,,,3.4033408164978027,3.4098849296569824,3.3760689973831175,3.4147928953170776,3.4498082494735716,,
1996-01-05,,,3.4033408164978027,3.4142484188079836,3.3826141595840453,3.4082480549812315,3.452862539291382,,
1996-01-08,,,3.359705924987793,3.4098849296569824,3.384795832633972,3.400066912174225,3.4552622985839845,,
1996-01-09,,,3.316075563430786,3.3902503490447997,3.38370521068573,3.3902496576309202,3.4548260259628294,,
