Date,GRADE,GPS,SLB,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1984-03-15,,,4.85974645614624,4.714472770690918,4.639476585388183,4.58815107345581,4.503966779708862,,
1984-03-16,,,4.883924961090088,4.787019443511963,4.66252293586731,4.616508221626281,4.505930700302124,,
1984-03-19,,,4.896016597747803,4.828316116333008,4.693993091583252,4.6454699516296385,4.510060367584228,,
1984-03-20,,,5.028990268707275,4.8863428115844725,4.739963102340698,4.675669598579407,4.521899719238281,,
1984-03-21,,,4.956459999084473,4.925027656555176,4.785894727706909,4.695629358291626,4.530605087280273,,
1984-03-22,,,4.871838569641113,4.927446079254151,4.820959424972534,4.709554195404053,4.536175022125244,,
1984-03-23,,,5.016904830932617,4.954042053222656,4.87053074836731,4.730131340026856,4.546089286804199,,
1984-03-26,,,5.053168296813965,4.985472393035889,4.906894254684448,4.747110533714294,4.556969242095947,,
1984-03-27,,,5.161967277526856,5.012067794799806,4.949205303192139,4.774339413642883,4.569544277191162,,
1984-03-28,,,5.17405891418457,5.055587577819824,4.9903076171875,4.8021728754043576,4.584525508880615,,
1984-03-29,,,5.053168296813965,5.091853523254395,5.009649801254272,4.824563193321228,4.59756989479065,,
1984-03-30,,,5.113612651824951,5.111195087432861,5.032618570327759,4.847570753097534,4.610139741897583,,
1984-04-02,,,5.1015238761901855,5.120866203308106,5.053169298171997,4.873581194877625,4.62222734451294,,
1984-04-03,,,5.186146259307861,5.125701999664306,5.0688848972320555,4.904423999786377,4.634083433151245,,
1984-04-04,,,5.149882793426514,5.120866775512695,5.08822717666626,4.9370609521865845,4.645454788208008,,
1984-04-05,,,5.125703811645508,5.135373878479004,5.113613700866699,4.967286562919616,4.656823568344116,,
1984-04-06,,,5.07735013961792,5.128121376037598,5.1196582317352295,4.99509449005127,4.669149169921875,4.6336378002166745,
1984-04-09,,,4.992722988128662,5.106361198425293,5.113613700866699,5.010253977775574,4.681946544647217,4.638597359657288,
1984-04-10,,,5.028990268707275,5.074930000305176,5.100315999984741,5.02476065158844,4.693304948806762,4.644637160301208,
1984-04-11,,,4.980635643005371,5.041080570220947,5.080973672866821,5.0356406450271605,4.701531858444214,4.648399457931519,
1984-04-12,,,5.17405891418457,5.05075159072876,5.0930627346038815,5.051356267929077,4.716753559112549,4.654095988273621,
1984-04-13,,,5.222415447235107,5.079764652252197,5.103943014144898,5.068280792236328,4.7358282279968265,4.660036916732788,
1984-04-16,,,5.246593475341797,5.130538749694824,5.118449974060058,5.085809636116028,4.754905529022217,4.665741262435913,
1984-04-17,,,5.234504699707031,5.171641635894775,5.123285818099975,5.0960853576660154,4.772057647705078,4.670965919494629,
1984-04-18,,,5.149882793426514,5.205491065979004,5.123285818099975,5.105756497383117,4.78655535697937,4.67665994644165,
1984-04-19,,,5.19823694229126,5.210326671600342,5.130539131164551,5.122076416015625,4.80322262763977,4.683435444831848,
1984-04-20,,,5.19823694229126,5.205490970611573,5.142627811431884,5.131143021583557,4.821332798004151,4.690210943222046,
1984-04-23,,,5.1015238761901855,5.17647705078125,5.153507900238037,5.1335608005523685,4.83798963546753,4.695182123184204,
1984-04-24,,,5.186146259307861,5.166805362701416,5.169223499298096,5.134769749641419,4.857300939559937,4.70087996006012,
1984-04-25,,,5.270769119262695,5.190982627868652,5.1982368469238285,5.139605259895324,4.878064231872559,4.707902402877807,
1984-04-26,,,5.3070387840271,5.2127429962158205,5.211534833908081,5.152298784255981,4.8981099033355715,4.715287542343139,
1984-04-27,,,5.246593475341797,5.222414302825928,5.21395263671875,5.158947825431824,4.916706132888794,4.722427039146424,
1984-04-30,,,5.270769119262695,5.256263351440429,5.2163702011108395,5.167410087585449,4.935785875320435,4.729090671539307,
1984-05-01,,,5.186146259307861,5.256263351440429,5.2115343570709225,5.167410087585449,4.951008853912353,4.73501871585846,
1984-05-02,,,5.149882793426514,5.232086086273194,5.2115343570709225,5.167410087585449,4.962861213684082,4.740824642181397,
1984-05-03,,,5.0652594566345215,5.183730220794677,5.198236608505249,5.1643878698349,4.972299566268921,4.746385531425476,
1984-05-04,,,4.980635643005371,5.130538654327393,5.17647647857666,5.159552145004272,4.979805040359497,4.751340684890747,
1984-05-07,,,5.016904830932617,5.079765796661377,5.168014574050903,5.16076123714447,4.985871448516845,4.757740745544433,
1984-05-08,,,5.053168296813965,5.053170204162598,5.1547167778015135,5.161970138549805,4.9945870208740235,4.7646236944198606,
1984-05-09,,,5.004812717437744,5.024156188964843,5.1281211376190186,5.1631789922714235,5.0023354816436765,4.7693396663665775,
1984-05-10,,,4.944369792938232,4.999978256225586,5.091854238510132,5.1516945362091064,5.0091156387329105,4.772489213943482,
1984-05-11,,,4.883924961090088,4.980636119842529,5.055587387084961,5.134770011901855,5.013724908828736,4.7752748441696165,
1984-05-14,,,4.847658157348633,4.946786785125733,5.013276290893555,5.114823246002198,5.019051771163941,4.777697806358337,
1984-05-15,,,4.944369792938232,4.925027084350586,4.989098644256591,5.100316500663757,5.026553363800049,4.779043726921081,
1984-05-16,,,4.968545913696289,4.917773723602295,4.970964956283569,5.091249656677246,5.035981407165528,4.779428944587708,
1984-05-17,,,4.956459999084473,4.920191764831543,4.960085010528564,5.079160809516907,5.04468677520752,4.7801742839813235,
1984-05-18,,,4.944369792938232,4.932280731201172,4.95645842552185,5.066467452049255,5.053150339126587,4.7815202045440675,
1984-05-21,,,4.944369792938232,4.951623058319091,4.949204921722412,5.058609747886658,5.0582470703125,4.782866125106811,
1984-05-22,,,4.896016597747803,4.941952419281006,4.933489751815796,5.044103264808655,5.061390266418457,4.784570202827454,
1984-05-23,,,4.750948429107666,4.898432922363281,4.908103322982788,5.018112230300903,5.061148519515991,4.782779445648194,
1984-05-24,,,4.642146110534668,4.83557014465332,4.877880954742432,4.984867596626282,5.05679651260376,4.780381646156311,
1984-05-25,,,4.6058783531188965,4.767871856689453,4.850076293945312,4.952831840515136,5.051235580444336,4.77858314037323,
1984-05-28,,,4.6058783531188965,4.700173568725586,4.825898313522339,4.919587302207947,5.045432815551758,4.777746591567993,
1984-05-29,,,4.5937910079956055,4.639728450775147,4.790840435028076,4.889969539642334,5.036728830337524,4.779314274787903,
1984-05-30,,,4.630053997039795,4.615549564361572,4.756991243362426,4.863978099822998,5.030200710296631,4.780402898788452,
1984-05-31,,,4.617969036102295,4.610714149475098,4.723142147064209,4.8416135787963865,5.0251233196258545,4.78064917087555,
1984-06-01,,,4.71467924118042,4.632474327087403,4.700173091888428,4.8283157587051395,5.019078807830811,4.7825840473175045,
1984-06-04,,,4.738856792449951,4.659070014953613,4.679621791839599,4.814413356781006,5.0127925777435305,4.784880909919739,
1984-06-05,,,4.73983097076416,4.688278007507324,4.664003229141235,4.798746490478516,5.004349851608277,4.786947064399719,
1984-06-06,,,4.8856706619262695,4.739401340484619,4.677475452423096,4.792789387702942,4.99858208656311,4.791553797721863,
1984-06-07,,,4.861364841461182,4.788080501556396,4.699397325515747,4.7886391401290895,4.9947460174560545,4.796157956123352,
1984-06-08,,,4.922135829925537,4.82957181930542,4.731023073196411,4.790549683570862,4.990916481018067,4.800528111457825,
1984-06-11,,,4.7641377449035645,4.834628009796143,4.746849012374878,4.786373662948608,4.984168758392334,4.803198051452637,
1984-06-12,,,4.691217422485352,4.824905300140381,4.756591653823852,4.7737160444259645,4.974270181655884,4.8041768074035645,
1984-06-13,,,4.618297576904297,4.7714306831359865,4.755416011810302,4.756203627586364,4.963638477325439,4.804546632766724,
1984-06-14,,,4.53322172164917,4.705802059173584,4.74694128036499,4.735041713714599,4.951788835525512,4.804306201934814,
1984-06-15,,,4.3266119956970215,4.586697292327881,4.708134555816651,4.704153823852539,4.936774072647094,4.802961621284485,
1984-06-18,,,4.411688327789307,4.5162074089050295,4.675417709350586,4.677519750595093,4.9251533794403075,4.803549962043762,
1984-06-19,,,4.53322172164917,4.484608268737793,4.654756784439087,4.659380006790161,4.915238008499146,4.804271478652954,
1984-06-20,,,4.53322172164917,4.467593097686768,4.619511890411377,4.648493671417237,4.906289730072022,4.803910794258118,
1984-06-21,,,4.484608173370361,4.457870388031006,4.581836223602295,4.640616774559021,4.892500715255737,4.804627137184143,
1984-06-22,,,4.472456932067871,4.487039375305176,4.536868333816528,4.63394570350647,4.877501544952392,4.80666488647461,
1984-06-25,,,4.484608173370361,4.501623344421387,4.508915376663208,4.627882194519043,4.862261838912964,4.808583683967591,
1984-06-26,,,4.3630781173706055,4.467594623565674,4.476101446151733,4.616346549987793,4.844833307266235,4.808445477485657,
1984-06-27,,,4.3266119956970215,4.426272678375244,4.4469328880310055,4.601174449920654,4.828367891311646,4.807461624145508,
1984-06-28,,,4.399538040161133,4.409258651733398,4.433564519882202,4.5902529001235965,4.812393913269043,4.807808270454407,
1984-06-29,,,4.399538040161133,4.39467487335205,4.4408571243286135,4.574495840072632,4.7964199352264405,4.808876366615295,
1984-07-02,,,4.3873796463012695,4.375229167938232,4.43842625617981,4.556921982765198,4.782137050628662,4.810063343048096,
1984-07-03,,,4.338767051696777,4.370366954803467,4.4189807891845705,4.536868786811828,4.76518946647644,4.8112452030181885,
1984-07-04,,,4.338767051696777,4.372797966003418,4.399535322189331,4.509523606300354,4.746549425125122,4.812306828498841,
1984-07-05,,,4.302306175231934,4.353351593017578,4.381305122375489,4.481570672988892,4.726454772949219,4.812282338142395,
1984-07-06,,,4.180775165557861,4.3095990180969235,4.352136945724487,4.444502639770508,4.70513840675354,4.810922269821167,
1984-07-09,,,4.144314765930176,4.260986042022705,4.318107604980469,4.413511490821838,4.68260931968689,4.809197597503662,
1984-07-10,,,4.156469345092773,4.224526500701904,4.2974467277526855,4.38677408695221,4.662015781402588,4.806512317657471,
1984-07-11,,,4.132158756256104,4.18320484161377,4.278001403808593,4.3624671459197994,4.641661300659179,4.802261257171631,
1984-07-12,,,4.083544731140137,4.13945255279541,4.246402072906494,4.339983296394348,4.622027006149292,4.7971632862091065,
1984-07-13,,,4.144314765930176,4.132160472869873,4.220879745483399,4.330868434906006,4.605300588607788,4.792552814483643,
1984-07-16,,,4.180775165557861,4.13945255279541,4.200219297409058,4.319322776794434,4.588577995300293,4.7872247219085695,
1984-07-17,,,4.192928791046143,4.146744441986084,4.1856354713439945,4.302308130264282,4.571373205184937,4.78298011302948,
1984-07-18,,,4.120008945465088,4.144314479827881,4.163759660720825,4.281647491455078,4.553677129745483,4.77800630569458,
1984-07-19,,,4.180775165557861,4.163760566711426,4.151606559753418,4.266455841064453,4.538405237197876,4.773760437965393,
1984-07-20,,,4.241541862487793,4.18320598602295,4.157683229446411,4.254910087585449,4.52555757522583,4.769641242027283,
1984-07-23,,,4.205080986022949,4.188067150115967,4.163759851455689,4.240933728218079,4.512706031799317,4.765878901481629,
1984-07-24,,,4.095698356628418,4.168621063232422,4.157682752609253,4.227564740180969,4.49573260307312,4.761142983436584,
1984-07-25,,,4.059240818023682,4.156467437744141,4.15039095878601,4.214196181297302,4.477546501159668,4.756763954162597,
1984-07-26,,,4.022778511047363,4.124868106842041,4.144314336776733,4.195358204841614,4.458872871398926,4.751779823303223,
1984-07-27,,,3.949858903884888,4.06653151512146,4.1248687505722055,4.172874248027801,4.438982653617859,4.746066496372223,
1984-07-30,,,3.84047794342041,3.993610906600952,4.0908390283584595,4.145529162883759,4.416904816627502,4.737575943470001,
1984-07-31,,,3.8526315689086914,3.944997549057007,4.056809306144714,4.121222388744354,4.39603711605072,4.728713691234589,
1984-08-01,,,4.034931659698486,3.9401357173919678,4.048301577568054,4.106030619144439,4.381716780662536,4.721432650089264,
1984-08-02,,,4.107852935791016,3.957150602340698,4.0410093545913695,4.096307957172394,4.371030917167664,4.713913714885711,
1984-08-03,,,4.3873796463012695,4.044654750823975,4.055593132972717,4.106638181209564,4.366660943031311,4.708948261737824,
1984-08-06,,,4.423841953277588,4.16132755279541,4.077469229698181,4.120614540576935,4.363020215034485,4.704226515293121,
1984-08-07,,,4.314462661743164,4.253693771362305,4.099345660209655,4.128514206409454,4.357433648109436,4.69708123922348,
1984-08-08,,,4.423841953277588,4.331475830078125,4.135805773735046,4.143098366260529,4.353309407234192,4.691755058765412,
1984-08-09,,,4.508914947509766,4.411688232421875,4.184419417381287,4.16436687707901,4.351128325462342,4.688125822544098,
1984-08-10,,,4.521069049835205,4.438426113128662,4.241540431976318,4.1832045912742615,4.347256121635437,4.683167464733124,
1984-08-13,,,4.496762275695801,4.453010177612304,4.307168865203858,4.199003946781159,4.342414231300354,4.677603404521943,
1984-08-14,,,4.472456932067871,4.4846090316772464,4.369151401519775,4.212980353832245,4.337066750526429,4.670708301067353,
1984-08-15,,,4.3873796463012695,4.477316570281983,4.404396200180054,4.226348888874054,4.327100930213928,4.662841508388519,
1984-08-16,,,4.411688327789307,4.4578712463378904,4.4347797393798825,4.237894546985626,4.318107399940491,4.656426708698273,
1984-08-17,,,4.435996055603027,4.440856647491455,4.439641380310059,4.247617256641388,4.308384604454041,4.649650542736054,
1984-08-20,,,4.53322172164917,4.448148536682129,4.450579357147217,4.264024293422699,4.303766283988953,4.6439675211906435,
1984-08-21,,,4.703371524810791,4.4943314552307125,4.4894702434539795,4.2944079518318174,4.304009366035461,4.639139773845673,
1984-08-22,,,4.715521812438965,4.559959888458252,4.518638229370117,4.327222001552582,4.305953850746155,4.634796164035797,
1984-08-23,,,4.703371524810791,4.618296527862549,4.538083887100219,4.361251652240753,4.309356846809387,4.63057284116745,
1984-08-24,,,4.73983097076416,4.679063510894776,4.559960079193115,4.400750255584716,4.31762122631073,4.627197649478912,4.630417724847794
1984-08-27,,,4.715521812438965,4.715523529052734,4.5818360328674315,4.444502449035644,4.323697896003723,4.624425637722015,4.631511498689651
1984-08-28,,,4.715521812438965,4.7179535865783695,4.606142520904541,4.487646961212159,4.327343897819519,4.621290953159332,4.632964056730271
1984-08-29,,,4.7641377449035645,4.727676773071289,4.643818330764771,4.524107265472412,4.331962218284607,4.619125974178314,4.633762716054917
1984-08-30,,,4.727676868438721,4.732537841796875,4.675417184829712,4.555098462104797,4.336823592185974,4.614662153720856,4.634379070997238
1984-08-31,61.159621440443935,A,4.691217422485352,4.722815132141113,4.700939321517945,4.570290350914002,4.341198801994324,4.609350173473358,4.634693545103073
1984-09-03,61.03462812680246,A,4.691217422485352,4.71795425415039,4.716738891601563,4.58365912437439,4.345330986976624,4.603796412944794,4.634768837690354
1984-09-04,60.90250645948726,A,4.622733116149902,4.6993965148925785,4.708675050735474,4.599072647094727,4.350524086952209,4.597678697109222,4.634322308301925
1984-09-05,60.68452567440003,A,4.512668609619141,4.649102687835693,4.688389730453491,4.6035139799118046,4.354245219230652,4.5913065552711485,4.633983250856399
1984-09-06,60.517306706759975,B,4.549355983734131,4.613438510894776,4.672988176345825,4.605536031723022,4.357241578102112,4.584817745685577,4.634126595258713
1984-09-07,60.35890178604584,B,4.463749408721924,4.56794490814209,4.645380020141602,4.602670049667358,4.358525805473327,4.577472870349884,4.633841906785965
1984-09-10,60.230029901286436,B,4.475982189178467,4.524897861480713,4.621426057815552,4.601631045341492,4.360297856330871,4.5712174534797665,4.633199788331986
1984-09-11,60.15204922611406,B,4.463749408721924,4.493101119995117,4.596248817443848,4.601195669174194,4.362797503471374,4.563993484973907,4.6324367225170135
1984-09-12,60.16208556606651,B,4.463749408721924,4.483317279815674,4.566209983825684,4.605014157295227,4.365297150611878,4.5559232878685,4.6319128453731535
1984-09-13,60.25438627084785,B,4.647192478179932,4.502884578704834,4.5581615447998045,4.616789364814759,4.372194876670838,4.549324824810028,4.632306183576584
1984-09-14,60.377398463604806,B,4.561585903167725,4.522451877593994,4.545198392868042,4.623068857192993,4.379811091423035,4.542474749088288,4.632450894117356
1984-09-17,60.41944030959962,B,4.463749408721924,4.520005321502685,4.522451591491699,4.619595241546631,4.38619978427887,4.534404551982879,4.631747611761093
1984-09-18,60.45635626018005,C,4.463749408721924,4.520005321502685,4.506553220748901,4.607614135742187,4.392345385551453,4.52718058347702,4.63109964966774
1984-09-19,60.47868543166391,B,4.4392924308776855,4.5151139259338375,4.499215602874756,4.593802666664123,4.398488059043884,4.520074679851532,4.630449661016464
1984-09-20,60.332256446560876,B,4.365911960601807,4.458857822418213,4.480871200561523,4.576929688453674,4.404135403633117,4.513081204891205,4.62973336815834
1984-09-21,60.275413600661146,B,4.451518535614014,4.436844348907471,4.479648113250732,4.562514066696167,4.410279479026794,4.507790033817291,4.629565359354019
1984-09-24,60.30387130744712,B,4.451518535614014,4.434398174285889,4.477201747894287,4.549313902854919,4.415694346427918,4.502136170864105,4.629938458204269
1984-09-25,60.302887658473196,B,4.402601718902588,4.422168636322022,4.4710869789123535,4.5336678981781,4.419887804985047,4.495630505084992,4.630127099752426
1984-09-26,60.32648936727568,B,4.451518535614014,4.4246138572692875,4.4698638916015625,4.518036937713623,4.426517996788025,4.490097563266755,4.629718614816666
1984-09-27,60.44153553537753,B,4.512668609619141,4.453965187072754,4.456411504745484,4.507286524772644,4.43315586566925,4.485780551433563,4.629134882688522
1984-09-28,60.474194537364916,B,4.500434875488281,4.463748455047607,4.450296401977539,4.49774739742279,4.43833372592926,4.481945650577545,4.628610247373581
1984-10-01,60.457352438900635,B,4.414830684661865,4.456410884857178,4.445404529571533,4.483928060531616,4.442528719902039,4.477617375850677,4.627657591104508
1984-10-02,60.49824899623953,B,4.451518535614014,4.4661942481994625,4.444181442260742,4.475367331504822,4.4496451234817505,4.472688863277435,4.625866295099258
1984-10-03,60.48914096520863,B,4.414830684661865,4.458856678009033,4.44173526763916,4.470475435256958,4.456756920814514,4.467151710987091,4.623290327787399
1984-10-04,60.4719247491798,B,4.4392924308776855,4.444181442260742,4.449073314666748,4.464972257614136,4.465087199211121,4.461980035305023,4.621077159643173
1984-10-05,60.48383077228643,B,4.463749408721924,4.436844348907471,4.450296401977539,4.464972257614136,4.475365009307861,4.45717383146286,4.619347018003464
1984-10-08,60.54228995414123,B,4.451518535614014,4.4441819190979,4.450296401977539,4.463749074935913,4.487585821151733,4.452245318889618,4.617555721998214
1984-10-09,60.555934643034924,B,4.414830684661865,4.436844348907471,4.451519298553467,4.4613031387329105,4.498829803466797,4.447433459758758,4.616001831293106
1984-10-10,60.543692155227056,B,4.353683471679688,4.424614906311035,4.441735792160034,4.455799841880799,4.505204839706421,4.443460810184479,4.613120127916336
1984-10-11,60.43774087176743,B,4.255849361419678,4.387926292419434,4.4160538673400875,4.436232686042786,4.508164768218994,4.4395978426933285,4.60998974442482
1984-10-12,60.356780706746086,B,4.353683471679688,4.3659131050109865,4.401378726959228,4.425837564468384,4.507490844726562,4.437075893878937,4.607829517126083
1984-10-15,60.33074246585161,B,4.4392924308776855,4.363467884063721,4.40382490158081,4.424614715576172,4.507799854278565,4.435410034656525,4.606578313112259
1984-10-16,60.25787750561448,B,4.292537212371826,4.339009189605713,4.387926769256592,4.416054105758667,4.507361345291137,4.432397496700287,4.605855885744095
1984-10-17,60.09383345069521,B,4.035716533660889,4.2754158020019535,4.350015354156494,4.395875310897827,4.499598836898803,4.426454122066498,4.603428510427475
1984-10-18,60.02265438275333,B,4.035716533660889,4.2313892364501955,4.309657764434815,4.379365539550781,4.490134868621826,4.4206315970420835,4.600640383958816
1984-10-19,59.84060928969138,B,3.974573135375977,4.155567169189454,4.260740137100219,4.355518269538879,4.479204950332641,4.413230535984039,4.597907291650772
1984-10-22,59.601627225586185,B,4.023489952087402,4.072406673431397,4.217937278747558,4.334116840362549,4.469739503860474,4.406076867580413,4.595478888750076
1984-10-23,59.441075820632115,B,3.9868030548095694,4.011259841918944,4.175134515762329,4.313326907157898,4.4600264263153075,4.398546588420868,4.592746826410294
1984-10-24,59.47396650102632,B,3.9868030548095694,4.001477146148682,4.138446474075318,4.290091133117675,4.452014894485473,4.389557912349701,4.590555855035782
1984-10-25,59.515938899746764,B,4.0112624168396,3.996586322784424,4.113987779617309,4.265020823478698,4.444006376266479,4.381056888103485,4.5886074221134185
1984-10-26,59.601443778838494,B,3.9868030548095694,3.999032306671142,4.077299737930297,4.239339232444763,4.43502251625061,4.3717035603523255,4.586115835905075
1984-10-29,59.66049517006518,B,3.9868030548095694,3.9916949272155753,4.032050800323486,4.217937850952149,4.424094142913819,4.363930213451385,4.583564132452011
1984-10-30,59.77604303593542,B,4.096865653991699,4.013707447052001,4.012483644485473,4.200205206871033,4.411964025497436,4.357986695766449,4.581081751585007
