Date,GRADE,GPS,SLB,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1983-11-21,,,4.496767044067383,,,,,,
1983-11-22,,,4.4250102043151855,,,,,,
1983-11-23,,,4.604405879974365,,,,,,
1983-11-24,,,4.604405879974365,,,,,,
1983-11-25,,,4.628322601318359,4.551782321929932,,,,,
1983-11-28,,,4.676158905029297,4.587660694122315,,,,,
1983-11-29,,,4.712038993835449,4.645066452026367,,,,,
1983-11-30,,,4.580480098724365,4.640281295776367,,,,,
1983-12-01,,,4.520687103271484,4.623537540435791,,,,,
1983-12-02,,,4.520687103271484,4.602010440826416,4.576896381378174,,,,
1983-12-05,,,4.604405879974365,4.58765983581543,4.587660264968872,,,,
1983-12-06,,,4.616362571716309,4.568524551391602,4.6067955017089846,,,,
1983-12-07,,,4.5685248374938965,4.566133499145508,4.603207397460937,,,,
1983-12-08,,,4.5685248374938965,4.57570104598999,4.599619293212891,,,,
1983-12-09,,,4.532643795013428,4.578092384338379,4.5900514125823975,,,,
1983-12-12,,,4.604405879974365,4.578092384338379,4.582876110076905,,,,
1983-12-13,,,4.593341827392578,4.573488235473633,4.571006393432617,,,,
1983-12-14,,,4.5692901611328125,4.573641300201416,4.569887399673462,,,,
1983-12-15,,,4.5091705322265625,4.561770439147949,4.56873574256897,,,,
1983-12-16,,,4.485120296478272,4.552265739440918,4.565179061889649,4.571037721633911,,,
1983-12-19,,,4.376898765563965,4.506764316558838,4.542428350448608,4.565044307708741,,,
1983-12-20,,,4.36487340927124,4.46107063293457,4.517279434204101,4.562037467956543,,,
1983-12-21,,,4.533215522766113,4.453855705261231,4.513748502731323,4.5584779500961305,,,
1983-12-22,,,4.629415035247803,4.477904605865478,4.519837522506714,4.559728407859803,,,
1983-12-23,,,4.6053619384765625,4.5019529342651365,4.5271093368530275,4.558580374717712,,,
1983-12-26,,,4.6053619384765625,4.547645568847656,4.527204942703247,4.5550405263900755,,,
1983-12-27,,,4.809777736663818,4.636626434326172,4.5488485336303714,4.559927463531494,,,
1983-12-28,,,4.930024147033691,4.7159881591796875,4.584921932220459,4.57740466594696,,,
1983-12-29,,,4.8819260597229,4.766490364074707,4.622197484970092,4.595466613769531,,,
1983-12-30,,,4.809777736663818,4.807373523712158,4.654663228988648,4.609921145439148,,,
1984-01-02,,,4.809777736663818,4.848256683349609,4.697951126098633,4.620189738273621,,,
1984-01-03,,,4.725608825683594,4.831422901153564,4.7340246677398685,4.6256520509719845,,,
1984-01-04,,,4.930024147033691,4.831422901153564,4.773705530166626,4.643727016448975,,,
1984-01-05,,,4.8819260597229,4.831422901153564,4.798956632614136,4.659397077560425,,,
1984-01-06,,,4.785728931427002,4.826613140106201,4.816993331909179,4.672051334381104,,,
1984-01-09,,,4.689533233642578,4.802564239501953,4.825410461425781,4.6763077020645145,,,
1984-01-10,,,4.437022686004639,4.744847011566162,4.788134956359864,4.6684917449951175,,,
1984-01-11,,,4.521191596984863,4.663080501556396,4.747251701354981,4.66608681678772,,,
1984-01-12,,,4.593341827392578,4.605363655090332,4.718393278121948,4.670295381546021,,,
1984-01-13,,,4.521191596984863,4.552456188201904,4.689534664154053,4.67209894657135,,,
1984-01-16,,,4.5091705322265625,4.516383647918701,4.659473943710327,4.67871253490448,,,
1984-01-17,,,4.533215522766113,4.535622215270996,4.6402346134185795,4.687129640579224,,,
1984-01-18,,,4.424997329711914,4.516383361816406,4.589731931686401,4.681718730926514,,,
1984-01-19,,,4.400949001312256,4.477904796600342,4.541634225845337,4.6702954292297365,,,
1984-01-20,,,4.485120296478272,4.470690536499023,4.511573362350464,4.664283347129822,,,
1984-01-23,,,4.497143745422363,4.468285179138183,4.492334413528442,4.658872437477112,,,
1984-01-24,,,4.593341827392578,4.480310440063477,4.507966327667236,4.6480506420135494,,,
1984-01-25,,,4.581315040588379,4.51157398223877,4.513978672027588,4.630615186691284,,,
1984-01-26,,,4.557264804840088,4.542837142944336,4.510370969772339,4.614382123947143,,,
1984-01-27,,,4.4610700607299805,4.538027095794678,4.50435881614685,4.596946740150452,4.598126430511474,,
1984-01-30,,,4.352854251861572,4.509169197082519,4.488727188110351,4.5741005659103395,4.595248174667359,,
1984-01-31,,,4.4610700607299805,4.48271484375,4.481512641906738,4.560873627662659,4.595969371795654,,
1984-02-01,,,4.5692901611328125,4.480309867858887,4.495941925048828,4.542836928367615,4.595267057418823,,
1984-02-02,,,4.412973880767822,4.451451683044434,4.497144412994385,4.519389319419861,4.591438417434692,,
1984-02-03,,,4.26868200302124,4.412974071502686,4.475500583648682,4.493536972999573,4.58424560546875,,
1984-02-06,,,4.292728424072266,4.400948905944825,4.455059051513672,4.4736967325210575,4.576576995849609,,
1984-02-07,,,4.376898765563965,4.3841146469116214,4.43341474533081,4.470690536499023,4.56987419128418,,
1984-02-08,,,4.424997329711914,4.355256080627441,4.417782974243164,4.465880823135376,4.566764535903931,,
1984-02-09,,,4.36487340927124,4.345635986328125,4.398543834686279,4.454457402229309,4.563648262023926,,
1984-02-10,,,4.292728424072266,4.35044527053833,4.3817096710205075,4.443034243583679,4.559089088439942,,
1984-02-13,,,4.26868200302124,4.345635986328125,4.373292446136475,4.431009817123413,4.552374610900879,,
1984-02-14,,,4.2205810546875,4.314372444152832,4.349243545532227,4.415378093719482,4.544458980560303,,
1984-02-15,,,4.232604503631592,4.275893878936768,4.315574979782104,4.4057584524154665,4.537740573883057,,
1984-02-16,,,4.304755210876465,4.2638702392578125,4.304753112792969,4.400948762893677,4.532465181350708,,
1984-02-17,,,4.316781997680664,4.2686809539794925,4.309563112258911,4.392531847953796,4.5281479454040525,,
1984-02-20,,,4.316781997680664,4.278300952911377,4.311968469619751,4.383513760566712,4.522395467758178,,
1984-02-21,,,4.424997329711914,4.31918420791626,4.316778326034546,4.375096535682678,4.519028577804566,,
1984-02-22,,,4.557264804840088,4.384116268157959,4.330005073547364,4.3738940238952635,4.518788070678711,,
1984-02-23,,,4.593341827392578,4.441833591461181,4.352851915359497,4.3756978750228885,4.520471496582031,,
1984-02-24,,,4.6053619384765625,4.4995495796203615,4.384115266799927,4.3829124689102175,4.522876329421997,,
1984-02-27,,,4.7135844230651855,4.578910064697266,4.4286055088043215,4.400948977470398,4.529610042572021,,
1984-02-28,,,4.617389678955078,4.617388534545898,4.468286371231079,4.408764958381653,4.5346603679656985,,
1984-02-29,,,4.617389678955078,4.629413509368897,4.506764888763428,4.411169934272766,4.536343851089478,,
1984-03-01,,,4.6053619384765625,4.6318175315856935,4.536825561523438,4.420789337158203,4.535862789154053,,
1984-03-02,,,4.653461456298828,4.641437435150147,4.570493507385254,4.4400283098220825,4.536824779510498,,
1984-03-05,,,4.581315040588379,4.614983558654785,4.596946811676025,4.454457640647888,4.536343841552735,,
1984-03-06,,,4.5692901611328125,4.605363655090332,4.611376094818115,4.46407721042633,4.531534090042114,,
1984-03-07,,,4.497143745422363,4.581314468383789,4.605363988876343,4.467684531211853,4.522876482009888,,
1984-03-08,,,4.521191596984863,4.564480400085449,4.598148965835572,4.475500440597534,4.515661792755127,,
1984-03-09,,,4.521191596984863,4.538026428222656,4.589731931686401,4.486923599243164,4.509890069961548,,
1984-03-12,,,4.689533233642578,4.559670066833496,4.5873268127441404,4.507966160774231,4.507485179901123,,
1984-03-13,,,4.738856792449951,4.593583393096924,4.599473524093628,4.533879947662354,4.5077501392364505,,
1984-03-14,,,4.763035774230957,4.646761798858643,4.614038133621216,4.560401511192322,4.504410371780396,,
