Date,GRADE,GPS,DHI,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1992-06-05,,,1.119757056236267,,,,,,
1992-06-08,,,1.119757056236267,,,,,,
1992-06-09,,,1.068859338760376,,,,,,
1992-06-10,,,1.068859338760376,,,,,,
1992-06-11,,,1.0179617404937744,1.0790389060974122,,,,,
1992-06-12,,,1.0179617404937744,1.0586798429489135,,,,,
1992-06-15,,,1.0561347007751465,1.0459553718566894,,,,,
1992-06-16,,,1.0306860208511353,1.0383207082748414,,,,,
1992-06-17,,,1.0306860208511353,1.030686044692993,,,,,
1992-06-18,,,1.0179617404937744,1.030686044692993,1.0548624753952027,,,,
1992-06-19,,,1.0179617404937744,1.030686044692993,1.0446829438209533,,,,
1992-06-22,,,1.0179617404937744,1.0230514526367187,1.034503412246704,,,,
1992-06-23,,,1.0179617404937744,1.0205065965652467,1.029413652420044,,,,
1992-06-24,,,1.0179617404937744,1.0179617404937744,1.0243238925933837,,,,
1992-06-25,,,1.0179617404937744,1.0179617404937744,1.0243238925933837,,,,
1992-06-26,,,1.043410301208496,1.0230514526367187,1.026868748664856,,,,
1992-06-29,,,1.0179617404937744,1.0230514526367187,1.0230514526367187,,,,
1992-06-30,,,1.043410301208496,1.028141164779663,1.0243238806724548,,,,
1992-07-01,,,1.043410301208496,1.0332308769226075,1.025596308708191,,,,
1992-07-02,,,1.0179617404937744,1.0332308769226075,1.025596308708191,1.0402293920516967,,,
1992-07-03,,,1.0179617404937744,1.028141164779663,1.025596308708191,1.0351396262645722,,,
1992-07-06,,,1.043410301208496,1.0332308769226075,1.028141164779663,1.0313222885131836,,,
1992-07-07,,,1.0179617404937744,1.028141164779663,1.028141164779663,1.0287774085998536,,,
1992-07-08,,,0.9670639038085938,1.0128718852996825,1.023051381111145,1.0236876368522645,,,
1992-07-09,,,0.9416144490242004,0.9976024270057678,1.0154166519641876,1.0198702722787858,,,
1992-07-10,,,0.9416144490242004,0.982332968711853,1.005237066745758,1.016052907705307,,,
1992-07-13,,,0.9925118684768676,0.9721532821655273,1.0026920795440675,1.012871766090393,,,
1992-07-14,,,0.9925118684768676,0.967063307762146,0.9976022362709045,1.0109630584716798,,,
1992-07-15,,,1.043410301208496,0.9823325872421265,0.9976022362709045,1.0115992724895477,,,
1992-07-16,,,1.0179617404937744,0.9976020455360413,0.9976022362709045,1.0115992724895477,,,
1992-07-17,,,1.043410301208496,1.0179612159729003,1.0001470923423768,1.0128717005252839,,,
1992-07-20,,,1.043410301208496,1.028140902519226,1.0001470923423768,1.01414412856102,,,
1992-07-21,,,0.9925118684768676,1.028140902519226,0.997602105140686,1.0128716349601745,,,
1992-07-22,,,0.9925118684768676,1.0179612159729003,1.0001469016075135,1.0115991413593293,,,
1992-07-23,,,1.0179617404937744,1.0179612159729003,1.007781630754471,1.0115991413593293,,,
1992-07-24,,,1.0179617404937744,1.012871503829956,1.0154163599014283,1.0103267133235931,,,
1992-07-27,,,0.9797873497009276,1.0001469135284422,1.0141439080238341,1.0084179937839508,,,
1992-07-28,,,1.0179617404937744,1.0052368879318236,1.0166888952255249,1.0071455657482147,,,
1992-07-29,,,1.068859338760376,1.0205063819885254,1.019233798980713,1.0084180176258086,,,
1992-07-30,,,1.043410301208496,1.0255960941314697,1.021778655052185,1.0096904456615448,,,
1992-07-31,,,1.068859338760376,1.03577561378479,1.0243235588073731,1.0122353255748748,,,
1992-08-03,,,1.068859338760376,1.0535900115966796,1.026868462562561,1.0135077774524688,,,
1992-08-04,,,1.0561347007751465,1.061224603652954,1.0332307457923888,1.0154164254665374,,,
1992-08-05,,,1.0943087339401243,1.0663144826889037,1.0434104323387146,1.021778666973114,,,
1992-08-06,,,1.0561347007751465,1.0688593626022338,1.0472277283668519,1.0275046795606613,,,
1992-08-07,,,1.043410301208496,1.063769555091858,1.0497725844383239,1.032594472169876,,,
1992-08-10,,,1.068859338760376,1.063769555091858,1.0586797833442687,1.0364118456840514,,,
1992-08-11,,,1.043410301208496,1.061224675178528,1.061224639415741,1.038956767320633,,,
1992-08-12,,,1.043410301208496,1.0510449886322022,1.058679735660553,1.038956767320633,,,
1992-08-13,,,1.043410301208496,1.0485001087188721,1.058679735660553,1.040229195356369,1.0317038822174072,,
1992-08-14,,,1.0943087339401243,1.0586797952651978,1.061224675178528,1.0427741169929505,1.0311949157714844,,
1992-08-17,,,1.043410301208496,1.0535899877548218,1.0586797714233398,1.0427741169929505,1.029667980670929,,
1992-08-18,,,1.043410301208496,1.0535899877548218,1.0574073314666748,1.045319038629532,1.0291589999198913,,
1992-08-19,,,1.0179617404937744,1.0485002756118775,1.0497726321220398,1.0465915322303772,1.0281410479545594,,
