Date,GRADE,GPS,ED,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1983-11-21,,,1.3967455625534058,,,,,,
1983-11-22,,,1.403835415840149,,,,,,
1983-11-23,,,1.403835415840149,,,,,,
1983-11-24,,,1.403835415840149,,,,,,
1983-11-25,,,1.403835415840149,1.4024174451828002,,,,,
1983-11-28,,,1.3967455625534058,1.4024174451828002,,,,,
1983-11-29,,,1.4109253883361816,1.4038354396820067,,,,,
1983-11-30,,,1.403835415840149,1.4038354396820067,,,,,
1983-12-01,,,1.403835415840149,1.4038354396820067,,,,,
1983-12-02,,,1.3896549940109253,1.4009993553161622,1.4017084002494813,,,,
1983-12-05,,,1.3825666904449463,1.3981635808944701,1.4002905130386352,,,,
1983-12-06,,,1.3754760026931765,1.3910737037658691,1.397454571723938,,,,
1983-12-07,,,1.368386149406433,1.383983850479126,1.3939096450805664,,,,
1983-12-08,,,1.3754760026931765,1.3783119678497315,1.3910737037658691,,,,
1983-12-09,,,1.3825666904449463,1.3768943071365356,1.3889468312263489,,,,
1983-12-12,,,1.3825666904449463,1.3768943071365356,1.387528944015503,,,,
1983-12-13,,,1.3754760026931765,1.3768943071365358,1.3839840054512025,,,,
1983-12-14,,,1.368386149406433,1.3768943071365358,1.380439078807831,,,,
1983-12-15,,,1.3542053699493408,1.3726401805877686,1.37547607421875,,,,
1983-12-16,,,1.3542053699493408,1.3669679164886475,1.3719311118125916,1.3868197560310365,,,
1983-12-19,,,1.3542053699493408,1.3612956523895263,1.369094979763031,1.3846927464008332,,,
1983-12-20,,,1.3542053699493408,1.3570415258407593,1.3669679164886475,1.3822112441062928,,,
1983-12-21,,,1.3825666904449463,1.359877634048462,1.3683859705924988,1.3811478078365327,,,
1983-12-22,,,1.3825666904449463,1.365549898147583,1.3690950393676757,1.3800843715667725,,,
1983-12-23,,,1.3754760026931765,1.36980402469635,1.3683859705924988,1.3786664009094238,,,
1983-12-26,,,1.3754760026931765,1.374058151245117,1.367676901817322,1.3776029229164124,,,
1983-12-27,,,1.3825666904449463,1.3797304153442382,1.368385970592499,1.3761849880218506,,,
1983-12-28,,,1.403835415840149,1.3839841604232788,1.3719308972358706,1.3761849880218506,,,
1983-12-29,,,1.3967455625534058,1.3868199348449708,1.376184916496277,1.3758304953575133,,,
1983-12-30,,,1.403835415840149,1.3924918174743652,1.3811479210853579,1.3765395164489747,,,
1984-01-02,,,1.403835415840149,1.3981637001037597,1.3861109256744386,1.3776029527187348,,,
1984-01-03,,,1.4109253883361816,1.4038354396820067,1.3917829275131228,1.379375422000885,,,
1984-01-04,,,1.4251058101654053,1.408089518547058,1.3960368394851685,1.3822114050388337,,,
1984-01-05,,,1.4392859935760498,1.416597604751587,1.401708769798279,1.3854019045829773,,,
1984-01-06,,,1.4321954250335691,1.422269606590271,1.407380712032318,1.3878833413124085,,,
1984-01-09,,,1.41801655292511,1.425105834007263,1.4116347670555114,1.3896558344364167,,,
1984-01-10,,,1.4109253883361816,1.425105834007263,1.414470636844635,1.3914283037185669,,,
1984-01-11,,,1.41801655292511,1.4236879825592041,1.415888750553131,1.3939098238945007,,,
1984-01-12,,,1.41801655292511,1.4194340944290162,1.4180158495903015,1.397100383043289,,,
1984-01-13,,,1.41801655292511,1.4165983200073244,1.4194339632987976,1.4002909421920777,,,
1984-01-16,,,1.403835415840149,1.4137620925903323,1.4194339632987976,1.402772444486618,,,
1984-01-17,,,1.4109253883361816,1.4137620925903323,1.4194339632987976,1.40560844540596,,,
1984-01-18,,,1.4109253883361816,1.4123438596725464,1.4180159211158752,1.4070263803005219,,,
1984-01-19,,,1.41801655292511,1.4123438596725464,1.4158889770507812,1.4087988734245303,,,
1984-01-20,,,1.41801655292511,1.4123438596725464,1.4144710898399353,1.4109259009361268,,,
1984-01-23,,,1.403835415840149,1.4123438596725464,1.4130529761314392,1.4123438715934755,,,
1984-01-24,,,1.4109253883361816,1.4123438596725464,1.4130529761314392,1.4137618064880373,,,
1984-01-25,,,1.4109253883361816,1.4123438596725464,1.4123438596725464,1.414116305112839,,,
1984-01-26,,,1.3967455625534058,1.4080896615982055,1.410216760635376,1.414116305112839,,,
1984-01-27,,,1.403835415840149,1.4052534341812133,1.4087986469268798,1.414116305112839,1.3966040086746216,,
1984-01-30,,,1.403835415840149,1.4052534341812133,1.4087986469268798,1.414116305112839,1.3967458057403563,,
1984-01-31,,,1.41801655292511,1.4066716670989992,1.4095077633857727,1.4144708633422853,1.3970294284820557,,
1984-02-01,,,1.4109253883361816,1.406671667098999,1.4095077633857727,1.4137618422508242,1.3971712279319763,,
1984-02-02,,,1.405420422554016,1.408406639099121,1.4082481503486632,1.4120685636997226,1.3972029280662537,,
1984-02-03,,,1.4271529912948608,1.4130701541900634,1.4091617941856385,1.411816442012787,1.3976692795753478,,
1984-02-06,,,1.4199092388153076,1.4162849187850952,1.4107691764831543,1.4119110763072968,1.398132553100586,,
1984-02-07,,,1.4126651287078855,1.4152146339416503,1.4109431505203247,1.4119980633258822,1.39816734790802,,
1984-02-08,,,1.405420422554016,1.414113640785217,1.410392653942108,1.4113682568073274,1.3981990480422974,,
1984-02-09,,,1.3981757164001465,1.4126646995544434,1.4105356693267823,1.410376214981079,1.3980858540534973,,
1984-02-10,,,1.3981757164001465,1.4068692445755004,1.409969699382782,1.4093841731548309,1.3982562685012818,,
1984-02-13,,,1.383686900138855,1.39962477684021,1.4079548478126527,1.4083767473697661,1.39827867269516,,
1984-02-14,,,1.3619530200958252,1.389482355117798,1.4023484945297242,1.4059281289577483,1.398008213043213,,
1984-02-15,,,1.3691978454589844,1.3822378396987915,1.3981757402420043,1.4038417518138886,1.398024446964264,,
1984-02-16,,,1.3619530200958252,1.3749933004379273,1.3938289999961853,1.4010385751724244,1.3977539873123168,,
1984-02-17,,,1.3329763412475586,1.3619534254074097,1.384411334991455,1.3967865645885467,1.3967621803283692,,
1984-02-20,,,1.3329763412475586,1.3518113136291503,1.3757180452346802,1.3932436108589172,1.3957703733444213,,
1984-02-21,,,1.3257315158843994,1.3445670127868652,1.3670246839523315,1.388983917236328,1.3947754836082458,,
1984-02-22,,,1.3402204513549805,1.3387715339660644,1.360504686832428,1.3854486703872682,1.3942121696472167,,
1984-02-23,,,1.3329763412475586,1.3329761981964112,1.3539847493171693,1.3822602093219758,1.3937875890731812,,
1984-02-24,,,1.3329763412475586,1.3329761981964112,1.3474648118019104,1.3787172555923461,1.3933630084991455,,
1984-02-27,,,1.3402204513549805,1.3344250202178956,1.343118166923523,1.3755365073680879,1.3930833101272584,,
1984-02-28,,,1.3329763412475586,1.3358739852905273,1.3402204990386963,1.3712844967842102,1.3926587295532227,,
1984-02-29,,,1.3184871673583984,1.331527328491211,1.3351494312286376,1.366662585735321,1.3913771390914917,,
1984-03-01,,,1.3402204513549805,1.3329761505126954,1.3329761743545532,1.3634025871753692,1.3905302143096925,,
1984-03-02,,,1.354709267616272,1.337322735786438,1.3351494669914246,1.3597804009914398,1.3901148796081544,,
1984-03-05,,,1.376442551612854,1.3445671558380128,1.339496088027954,1.3576070666313171,1.390134210586548,,
1984-03-06,,,1.3619530200958252,1.350362491607666,1.3431182384490967,1.3550714612007142,1.3897219371795655,,
1984-03-07,,,1.3402204513549805,1.3547091484069824,1.3431182384490967,1.3518114626407622,1.388449637889862,,
1984-03-08,,,1.3402204513549805,1.3547091484069824,1.3438426494598388,1.348913699388504,1.3873191356658936,,
1984-03-09,,,1.3257315158843994,1.348913598060608,1.343118166923523,1.3452914893627166,1.3857570576667786,,
1984-03-12,,,1.354709267616272,1.3445669412612915,1.3445670485496521,1.3438426077365875,1.384774534702301,,
1984-03-13,,,1.3329763412475586,1.338771605491638,1.3445670485496521,1.3423937737941742,1.3832155537605286,,
1984-03-14,,,1.3329763412475586,1.3373227834701538,1.3460159659385682,1.340582698583603,1.3813729643821717,,
1984-03-15,,,1.3474650382995603,1.3387717008590698,1.3467404246330261,1.3398582994937895,1.379536545276642,,
1984-03-16,,,1.376442551612854,1.3489139080047607,1.3489137530326842,1.3420316100120544,1.3784214878082275,,
1984-03-19,,,1.383686900138855,1.3547094345092774,1.3496381878852843,1.3445671379566193,1.3777348947525025,,
1984-03-20,,,1.383686900138855,1.3648515462875366,1.3518115758895874,1.347464907169342,1.3771901249885559,,
1984-03-21,,,1.383686900138855,1.374993658065796,1.3561582207679748,1.3496382296085359,1.3765035319328307,,
1984-03-22,,,1.376442551612854,1.3807891607284546,1.3597804307937622,1.3518115401268005,1.3756720519065857,,
1984-03-23,,,1.376442551612854,1.3807891607284546,1.3648515343666077,1.3539848506450654,1.3748405718803405,,
1984-03-26,,,1.376442551612854,1.3793402910232544,1.3670248627662658,1.355795955657959,1.3742927145957946,,
1984-03-27,,,1.376442551612854,1.3778914213180542,1.3713714838027955,1.3579692661762237,1.373603057861328,,
1984-03-28,,,1.4271529912948608,1.3865846395492554,1.3807891488075257,1.3634025573730468,1.3739276099205018,,
1984-03-29,,,1.405420422554016,1.3923802137374879,1.3865846872329712,1.3666625559329986,1.3736756873130798,,
1984-03-30,,,1.390931487083435,1.395278000831604,1.3880335807800293,1.3684736669063569,1.3731339859962464,,
1984-04-02,,,1.383686900138855,1.396726870536804,1.3880335807800293,1.368835884332657,1.3727310156822206,,
1984-04-03,,,1.376442551612854,1.396726870536804,1.3873091459274292,1.3695603609085083,1.3720413589477538,,
1984-04-04,,,1.3981757164001465,1.3909314155578614,1.3887580275535583,1.3724581241607665,1.3717863655090332,,
1984-04-05,,,1.3691978454589844,1.383686900138855,1.3880335569381714,1.3739069938659667,1.3712354111671448,,
1984-04-06,,,1.3619530200958252,1.377891206741333,1.3865846037864684,1.375718069076538,1.3703977632522584,1.38350088596344,
1984-04-09,,,1.354709267616272,1.3720956802368165,1.3844112753868103,1.375718069076538,1.3694152402877808,1.3830805230140686,
1984-04-10,,,1.354709267616272,1.3677490234375,1.3822379469871522,1.3768047153949738,1.368149094581604,1.3825892615318298,
1984-04-11,,,1.354709267616272,1.3590557336807252,1.3749935746192932,1.3778913617134094,1.3670247721672057,1.382098000049591,
1984-04-12,,,1.3691978454589844,1.3590557336807252,1.37137131690979,1.3789780020713807,1.3663003206253053,1.3817516243457795,
1984-04-13,,,1.376442551612854,1.3619536399841308,1.3699224233627318,1.3789780020713807,1.365286111831665,1.3814776957035064,
1984-04-16,,,1.390931487083435,1.3691980838775635,1.37064688205719,1.3793402314186096,1.3647065567970276,1.3814195549488069,
1984-04-17,,,1.4126651287078855,1.380789256095886,1.374269139766693,1.3807891428470611,1.3647065567970276,1.3814369523525238,
1984-04-18,,,1.4126651287078855,1.392380428314209,1.375718080997467,1.3822380542755126,1.364851450920105,1.3815252494812011,
1984-04-19,,,1.4126651287078855,1.4010738849639892,1.380064809322357,1.3840491831302644,1.3651412391662598,1.3816135466098785,
