Date,GRADE,GPS,IFF,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1983-11-21,,,3.4444875717163086,,,,,,
1983-11-22,,,3.514497756958008,,,,,,
1983-11-23,,,3.5285000801086426,,,,,,
1983-11-24,,,3.5285000801086426,,,,,,
1983-11-25,,,3.5285000801086426,3.5088971138000487,,,,,
1983-11-28,,,3.514497756958008,3.5228991508483887,,,,,
1983-11-29,,,3.5285000801086426,3.5256996154785156,,,,,
1983-11-30,,,3.5285000801086426,3.5256996154785156,,,,,
1983-12-01,,,3.556504249572754,3.531300449371338,,,,,
1983-12-02,,,3.500495672225952,3.5256995677948,3.5172983407974243,,,,
1983-12-05,,,3.4584896564483643,3.5144979476928713,3.51869854927063,,,,
1983-12-06,,,3.4304866790771484,3.494895267486572,3.510297441482544,,,,
1983-12-07,,,3.4164843559265137,3.4724921226501464,3.4990958690643312,,,,
1983-12-08,,,3.3744773864746094,3.4360867500305177,3.4836935997009277,,,,
1983-12-09,,,3.2764647006988525,3.3912805557250976,3.4584900617599486,,,,
1983-12-12,,,3.2484612464904785,3.3492748737335205,3.431886410713196,,,,
1983-12-13,,,3.2484612464904785,3.3128697872161865,3.4038825273513793,,,,
1983-12-14,,,3.2064547538757324,3.2708638668060304,3.3716779947280884,,,,
1983-12-15,,,3.1364431381225586,3.2232570171356203,3.3296718835830688,,,,
1983-12-16,,,3.066432237625122,3.181250524520874,3.2862655401229857,3.401781940460205,,,
1983-12-19,,,3.068696975708008,3.14529767036438,3.2472862720489504,3.38299241065979,,,
1983-12-20,,,3.012129545211792,3.0980313301086424,3.2054505586624145,3.357874000072479,,,
1983-12-21,,,3.0262720584869385,3.061994791030884,3.166429328918457,3.332762598991394,,,
1983-12-22,,,3.068696975708008,3.0484455585479737,3.135851287841797,3.3097724437713625,,,
1983-12-23,,,3.082837581634521,3.0517266273498533,3.1164885759353638,3.287489318847656,,,
1983-12-26,,,3.082837581634521,3.054554748535156,3.099926209449768,3.265906310081482,,,
1983-12-27,,,3.111122131347656,3.074353265762329,3.0861922979354857,3.2450374126434327,,,
1983-12-28,,,3.125260591506958,3.0941509723663327,3.0780728816986085,3.224875438213348,,,
1983-12-29,,,3.139404773712158,3.108292531967163,3.0783690452575683,3.2040204644203185,,,
1983-12-30,,,3.082837581634521,3.108292531967163,3.0800095796585083,3.183137559890747,,,
1984-01-02,,,3.082837581634521,3.1082925319671633,3.0814236402511592,3.164354956150055,,,
1984-01-03,,,3.0969796180725098,3.1054640293121336,3.0899086475372313,3.147679603099823,,,
1984-01-04,,,3.125260591506958,3.1054640293121336,3.099807500839233,3.133118414878845,,,
1984-01-05,,,3.054555892944336,3.0884942531585695,3.098393392562866,3.1171223402023314,,,
1984-01-06,,,3.068696975708008,3.085666131973267,3.0969793319702146,3.1067339539527894,,,
1984-01-09,,,3.054555892944336,3.0800097942352296,3.0941511631011958,3.097038686275482,,,
1984-01-10,,,3.054555892944336,3.071525049209595,3.088494539260864,3.087343418598175,,,
1984-01-11,,,3.040414333343506,3.054555797576904,3.0800099134445187,3.079041397571564,,,
1984-01-12,,,3.054555892944336,3.054555797576904,3.0715250253677366,3.0749470353126527,,,
1984-01-13,,,3.082837581634521,3.057383918762207,3.0715250253677366,3.0757673025131225,,,
1984-01-16,,,3.0969796180725098,3.0658686637878416,3.072939229011536,3.0771814346313477,,,
1984-01-17,,,3.0969796180725098,3.0743534088134767,3.072939229011536,3.0814239382743835,,,
1984-01-18,,,3.111122131347656,3.0884949684143064,3.0715253829956053,3.0856664419174193,,,
1984-01-19,,,3.082837581634521,3.0941513061523436,3.074353551864624,3.086373472213745,,,
1984-01-20,,,3.0969796180725098,3.0969797134399415,3.077181816101074,3.0870805740356446,,,
1984-01-23,,,3.111122131347656,3.0998082160949707,3.082838439941406,3.0884948015213007,,,
1984-01-24,,,3.1676857471466064,3.11394944190979,3.094151425361633,3.0913229823112482,,,
1984-01-25,,,3.139404773712158,3.1196059703826906,3.1040504693984987,3.0920301914215083,,,
1984-01-26,,,3.054555892944336,3.1139496326446534,3.1040504693984987,3.0877877473831172,,,
1984-01-27,,,3.054555892944336,3.1054648876190187,3.10122230052948,3.086373662948608,3.211264157295227,,
1984-01-30,,,3.054555892944336,3.0941516399383544,3.0969799280166628,3.084959578514099,3.2034655237197875,,
1984-01-31,,,3.125260591506958,3.085666608810425,3.0998080253601072,3.086373627185821,3.1956807804107665,,
1984-02-01,,,3.082837581634521,3.0743531703948976,3.096979570388794,3.0842524766921993,3.1867675304412844,,
1984-02-02,,,3.238393545150757,3.1111207008361816,3.1125351667404173,3.0934443593025205,3.1809653997421266,,
1984-02-03,,,3.111122131347656,3.1224339485168455,3.113949418067932,3.0955656170845027,3.1726178407669066,,
1984-02-06,,,3.054555892944336,3.1224339485168455,3.1082927942276,3.0955656170845027,3.1634190034866334,,
1984-02-07,,,3.111122131347656,3.119606256484985,3.102636432647705,3.098393929004669,3.1550714445114134,,
1984-02-08,,,3.0262720584869385,3.108293151855469,3.091323161125183,3.0976868152618406,3.1450268840789795,,
1984-02-09,,,2.9697067737579346,3.054555797576904,3.082838249206543,3.0934443593025205,3.133290934562683,,
1984-02-10,,,2.913139820098877,3.0149593353271484,3.068696641921997,3.084959471225738,3.1215438175201418,,
1984-02-13,,,3.054555892944336,3.0149593353271484,3.068696641921997,3.0828382849693297,3.113465142250061,,
1984-02-14,,,3.082837581634521,3.0093024253845213,3.064454340934753,3.08213118314743,3.1065121603012087,,
1984-02-15,,,2.9697067737579346,2.997989368438721,3.053141260147094,3.075060415267944,3.097576608657837,,
1984-02-16,,,2.9697067737579346,2.997989368438721,3.0262725830078123,3.069403874874115,3.0894811964035034,,
1984-02-17,,,3.0262720584869385,3.020615816116333,3.0177875757217403,3.0658684968948364,3.084477343559265,,
1984-02-20,,,3.0262720584869385,3.0149590492248537,3.0149591922760006,3.0616259932518006,3.0800335597991944,,
1984-02-21,,,2.9697067737579346,2.9923328876495363,3.000817656517029,3.0517270445823668,3.0744584703445437,,
1984-02-22,,,2.884857177734375,2.9753629684448244,2.9866761684417726,3.0389996647834776,3.0680265188217164,,
1984-02-23,,,2.92728042602539,2.9668776988983154,2.982433533668518,3.0326358914375304,3.063843264579773,,
1984-02-24,,,2.997990608215332,2.9612214088439943,2.9909186124801637,3.0298076272010803,3.062474431991577,,
1984-02-27,,,3.012129545211792,2.9583929061889647,2.986675977706909,3.0276863098144533,3.0613430833816526,,
1984-02-28,,,2.92728042602539,2.9499076366424557,2.971120262145996,3.0177873015403747,3.059646100997925,,
1984-02-29,,,2.9414219856262207,2.961220598220825,2.9682917833328246,3.0107165217399596,3.0579490995407106,,
1984-03-01,,,2.785867929458618,2.9329380989074707,2.949907898902893,2.9880902409553527,3.052292518615723,,
1984-03-02,,,2.729302167892456,2.8792004108428957,2.920210909843445,2.968999242782593,3.0452218103408812,,
1984-03-05,,,2.715160846710205,2.819806671142578,2.8890997886657717,2.952029490470886,3.037868275642395,,
1984-03-06,,,2.785867929458618,2.7915241718292236,2.8707159042358397,2.9357667803764342,3.031363191604614,,
1984-03-07,,,2.757584571838379,2.7547566890716553,2.85798864364624,2.9223324060440063,3.0240096712112425,,
1984-03-08,,,2.856574058532715,2.7688979148864745,2.850918006896973,2.9166757702827453,3.018353056907654,,
1984-03-09,,,2.800008535385132,2.78303918838501,2.8311197996139525,2.911019206047058,3.012696475982666,,
1984-03-12,,,2.84518837928772,2.809044694900513,2.8144256830215455,2.900550830364227,3.00794349193573,,
1984-03-13,,,2.759402275085449,2.803751564025879,2.797637867927551,2.8843790650367738,3.001191945075989,,
1984-03-14,,,2.802298784255981,2.8126944065093995,2.783725547790527,2.876008665561676,2.9947327089309694,,
1984-03-15,,,2.773702383041382,2.7961200714111327,2.7825089931488036,2.8662084460258486,2.98911563873291,,
