Date,GRADE,GPS,FE,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1998-01-02,,,8.597780227661133,8.590337944030761,8.541952800750732,8.359575700759887,,,
1998-01-05,,,8.448901176452637,8.579171752929687,8.534508609771729,8.375393962860107,,,
1998-01-06,,,8.504732131958008,8.56428394317627,8.536369609832764,8.395864820480346,,,
1998-01-07,,,8.467510223388672,8.530785369873048,8.530786323547364,8.412613534927369,,,
1998-01-08,,,8.448901176452637,8.493564987182618,8.52334213256836,8.431223344802856,,,
1998-01-09,,,8.430293083190918,8.460067558288575,8.525202751159668,8.44797224998474,,,
1998-01-12,,,8.560564041137695,8.482400131225585,8.530785942077637,8.466582202911377,,,
1998-01-13,,,8.467510223388672,8.474955749511718,8.519619846343994,8.481470108032227,,,
1998-01-14,,,8.467510223388672,8.474955749511718,8.502870559692383,8.496358013153076,,,
1998-01-15,,,8.411686897277832,8.467512893676759,8.480538940429687,8.5028715133667,,,
1998-01-16,,,8.448901176452637,8.4712345123291,8.465651035308838,8.503801918029785,8.198413677215576,,
1998-01-19,,,8.448901176452637,8.44890193939209,8.465651035308838,8.500079822540282,8.217395725250244,,
1998-01-20,,,8.486122131347656,8.452624320983887,8.463790035247802,8.500079822540282,8.236377820968627,,
1998-01-21,,,8.486122131347656,8.456346702575683,8.4656512260437,8.498218774795532,8.25349886894226,,
1998-01-22,,,8.486122131347656,8.471233749389649,8.469373321533203,8.496357727050782,8.26913119316101,,
1998-01-23,,,8.430293083190918,8.467512130737305,8.469373321533203,8.497288036346436,8.282902507781982,,
1998-01-26,,,8.523343086242676,8.482400512695312,8.4656512260437,8.49821858406067,8.297790441513062,,
1998-01-27,,,8.523343086242676,8.489844703674317,8.4712345123291,8.495427179336549,8.313050632476807,,
1998-01-28,,,8.616392135620117,8.515898704528809,8.486122703552246,8.494496631622315,8.329055156707764,,
1998-01-29,,,8.76526927947998,8.571728134155274,8.521480941772461,8.501009941101074,8.346548404693603,,
1998-01-30,,,8.635003089904785,8.612670135498046,8.540091133117675,8.502871084213258,8.359203147888184,,
1998-02-02,,,8.635003089904785,8.635002136230469,8.558701324462891,8.512176179885865,8.371857891082763,,
1998-02-03,,,8.76526927947998,8.68338737487793,8.586616039276123,8.525203037261964,8.385629177093506,,
1998-02-04,,,8.765268325805664,8.713162612915038,8.614530658721923,8.540090942382813,8.400889225006104,,
1998-02-05,,,8.821822166442871,8.724473190307616,8.648100662231446,8.558736991882324,8.417280349731445,,
1998-02-06,,,8.916069030761719,8.780686378479004,8.696678256988525,8.583025789260864,8.434812068939209,,
1998-02-09,,,8.859521865844727,8.825590133666992,8.73029613494873,8.597973680496215,8.448979606628418,,
1998-02-10,,,8.821822166442871,8.83690071105957,8.76014404296875,8.615689277648926,8.463881950378418,,
1998-02-11,,,8.821822166442871,8.848211479187011,8.780687046051025,8.633404874801636,8.478784294128419,,
1998-02-12,,,8.859521865844727,8.855751419067383,8.7901123046875,8.65579662322998,8.492951831817628,,
1998-02-13,,,8.934920310974121,8.859521675109864,8.820104026794434,8.680097579956055,8.508999519348144,,
1998-02-16,,,8.934920310974121,8.874601364135742,8.850095748901367,8.70439853668213,8.525047206878662,,
1998-02-17,,,8.821822166442871,8.874601364135742,8.855751037597656,8.72118353843689,8.539577350616455,,
1998-02-18,,,8.802971839904785,8.870831298828126,8.859521389007568,8.737026023864747,8.552986068725586,,
1998-02-19,,,8.821822166442871,8.863291358947754,8.859521389007568,8.753811025619507,8.567888412475586,,
1998-02-20,,,8.765268325805664,8.829360961914062,8.844441318511963,8.770559787750244,8.581287479400634,,
1998-02-23,,,8.74642276763916,8.79166145324707,8.833131408691406,8.781713771820069,8.592448635101318,,
1998-02-24,,,8.671022415161133,8.761501502990722,8.818051433563232,8.78909773826599,8.602474040985108,,
1998-02-25,,,8.74642276763916,8.750191688537598,8.810511493682862,8.795599269866944,8.614007453918457,,
1998-02-26,,,8.689872741699219,8.723801803588866,8.793546581268311,8.791829442977905,8.622176570892334,,
1998-02-27,,,8.72757339477539,8.716262817382812,8.772811889648438,8.796457958221435,8.628122177124023,,
1998-03-02,,,8.708720207214355,8.70872230529785,8.75019187927246,8.800143814086914,8.631829719543457,,
1998-03-03,,,8.765268325805664,8.727571487426758,8.74453649520874,8.800143766403199,8.637412643432617,,
1998-03-04,,,8.840670585632324,8.74642105102539,8.748306369781494,8.803913879394532,8.64375919342041,,
1998-03-05,,,8.765268325805664,8.76150016784668,8.742650985717773,8.801086187362671,8.64859769821167,,
1998-03-06,,,8.953773498535156,8.806740188598633,8.761501502990722,8.802971410751343,8.659439430236816,,
1998-03-09,,,8.991476058959961,8.863291358947754,8.786006832122803,8.809569120407104,8.669174308776855,,
1998-03-10,,,9.123425483703612,8.934922790527343,8.831247138977051,8.824649286270141,8.680059394836427,,
1998-03-11,,,9.029170989990234,8.972622871398926,8.859521961212158,8.83501672744751,8.687942752838135,,
1998-03-12,,,9.066875457763672,9.032944297790527,8.897222232818603,8.845384407043458,8.696580200195312,,
1998-03-13,,,9.029170989990234,9.048023796081543,8.927381992340088,8.850096940994263,8.705208015441894,,
1998-03-16,,,9.142274856567385,9.078183555603028,8.97073745727539,8.860464668273925,8.71907548904419,,
1998-03-17,,,9.236517906188965,9.100802040100097,9.01786241531372,8.88119945526123,8.73371120452881,,
1998-03-18,,,9.179974555969238,9.130962753295899,9.051792812347411,8.900049591064453,8.74796049118042,,
1998-03-19,,,9.198822021484377,9.157352066040039,9.095148181915283,8.918899583816529,8.762958908081055,,
1998-03-20,,,9.293073654174805,9.210132598876953,9.129078197479249,8.945289850234985,8.780214519500733,,
1998-03-23,,,9.27422332763672,9.23652229309082,9.157352924346924,8.971679878234863,8.794487705230713,,
1998-03-24,,,9.236517906188965,9.23652229309082,9.168662166595459,8.999954652786254,8.809867858886719,,
1998-03-25,,,9.34962558746338,9.27045249938965,9.200707626342773,9.030114793777466,8.827510166168214,,
1998-03-26,,,9.31192398071289,9.293072891235353,9.225212478637696,9.06121735572815,8.845514907836915,,
1998-03-27,,,9.198822021484377,9.274222564697267,9.242177581787109,9.0847797870636,8.860513324737548,8.529463500976563,
1998-03-30,,,9.142274856567385,9.247832870483398,9.24217758178711,9.10645751953125,8.874380798339844,8.545888261795044,
1998-03-31,,,9.293073654174805,9.259144020080566,9.247833156585695,9.132847785949707,8.890519828796387,8.563448824882506,
1998-04-01,,,9.330774307250977,9.255373764038087,9.26291313171387,9.15735297203064,8.907412872314453,8.580455870628358,
1998-04-02,,,9.425021171569824,9.277993202209473,9.285533046722414,9.190340614318847,8.926190853118896,8.597661023139954,
1998-04-03,,,9.406173706054688,9.319463539123536,9.296843051910402,9.212960624694825,8.945708465576171,8.614305486679077,
1998-04-06,,,9.330774307250977,9.357163429260254,9.302498149871827,9.229925537109375,8.961857089996338,8.6298237657547,
1998-04-07,,,9.27422332763672,9.353393363952637,9.306268692016603,9.237465429306031,8.976874694824218,8.644962663650512,
1998-04-08,,,9.217677116394045,9.330773925781251,9.293073844909669,9.24689073562622,8.988900394439698,8.65897777557373,
1998-04-09,,,9.34962558746338,9.315694808959963,9.296844005584719,9.261028242111205,9.000587520599366,8.673567962646484,
1998-04-10,,,9.34962558746338,9.304385185241701,9.311924362182618,9.277050971984865,9.014879970550536,8.68704155921936,
1998-04-13,,,9.293073654174805,9.296845054626466,9.32700424194336,9.284590911865235,9.028041381835937,8.699949636459351,
1998-04-14,,,9.425021171569824,9.327004623413085,9.340198993682861,9.294016075134278,9.041236419677734,8.71343279838562,
1998-04-15,,,9.59467315673828,9.402403831481934,9.366588878631593,9.31475100517273,9.057824516296387,8.729356870651245,
1998-04-16,,,9.406173706054688,9.413713455200195,9.364704132080078,9.325118589401246,9.069511547088624,8.743395948410035,
1998-04-17,,,9.500423431396484,9.443873023986816,9.374129104614259,9.33548607826233,9.081198635101318,8.758005352020264,
1998-04-20,,,9.330774307250977,9.45141315460205,9.374129104614259,9.338313627243043,9.090623683929444,8.76980164527893,
1998-04-21,,,9.31192398071289,9.428793716430665,9.377899169921875,9.342083930969238,9.100425720214844,8.782153835296631,
1998-04-22,,,9.27422332763672,9.364703750610351,9.383553791046143,9.338313817977907,9.10947374343872,8.79412901878357,
1998-04-23,,,9.066875457763672,9.296844100952148,9.355278778076173,9.326061391830446,9.1136208152771,8.803286323547363,
1998-04-24,,,9.048018455505373,9.206363105773926,9.325118064880371,9.318521213531495,9.115882778167725,8.812441148757934,
1998-04-27,,,8.916069030761719,9.123422050476075,9.287417602539062,9.307210922241213,9.115505752563477,8.82027647972107,
1998-04-28,,,8.953773498535156,9.051791954040528,9.240292835235596,9.29024591445923,9.118144779205322,8.828861064910889,
1998-04-29,,,8.934920310974121,8.983931350708009,9.174317550659179,9.270453214645388,9.120783748626708,8.836884908676147,
1998-04-30,,,9.123425483703612,8.995241355895995,9.146042728424073,9.255373430252076,9.126815814971923,8.847352113723755,
1998-05-01,,,9.179974555969238,9.02163257598877,9.113997840881348,9.244063472747804,9.135109939575194,8.858198709487915,
1998-05-04,,,9.179974555969238,9.074413681030274,9.098917865753174,9.236523485183717,9.143780975341796,8.868114805221557,
1998-05-05,,,9.103631973266602,9.104385375976562,9.078088665008545,9.227993917465211,9.152433166503906,8.877453603744506,
1998-05-06,,,9.179974555969238,9.153396224975586,9.068663787841796,9.226108789443972,9.161104202270508,8.887555828094483,
1998-05-07,,,9.046375274658203,9.137986183166504,9.06661376953125,9.21094627380371,9.168234252929688,8.89520541191101,
1998-05-08,,,9.141802787780762,9.13035182952881,9.075992202758789,9.20055513381958,9.176518840789795,8.90232050895691,
1998-05-11,,,9.199056625366213,9.134168243408203,9.104290962219238,9.19585428237915,9.186325569152832,8.909077644348145,
1998-05-12,,,9.179974555969238,9.149436759948731,9.126911067962647,9.18360195159912,9.194619693756103,8.91601616859436,
1998-05-13,,,9.084542274475098,9.130350303649902,9.141873264312744,9.158095407485963,9.19949712753296,8.921628160476684,
1998-05-14,,,9.103631973266602,9.141801643371583,9.139893913269043,9.142968320846558,9.206264400482178,8.927431049346923,
1998-05-15,,,9.084542274475098,9.13034954071045,9.130350685119629,9.122174263000488,9.208879776000977,8.934159603118896,
1998-05-18,,,9.046375274658203,9.099813270568848,9.116990756988525,9.10795431137085,9.209977760314942,8.9395760345459,
1998-05-19,,,9.02729034423828,9.069276428222656,9.109356594085693,9.09372262954712,9.208055057525634,8.94405722618103,
1998-05-20,,,9.02729034423828,9.057826042175293,9.094088172912597,9.081375980377198,9.208017444610595,8.947980098724365,
1998-05-21,,,8.970037460327148,9.031107139587402,9.086454391479492,9.076534080505372,9.206080684661865,8.951330442428588,
1998-05-22,,,8.950947761535645,9.004388236999512,9.06736888885498,9.071680545806885,9.204516220092774,8.954862117767334,
1998-05-25,,,8.950947761535645,8.985302734375,9.042558002471925,9.073424482345581,9.20068967819214,8.959882583618164,
1998-05-26,,,8.855525016784668,8.950949668884277,9.010113048553468,9.068512058258056,9.193069820404054,8.96339051246643,
1998-05-27,,,8.721928596496582,8.889877319335938,8.973851680755615,9.057862472534179,9.1839089012146,8.96593469619751,
1998-05-28,,,8.893692970275879,8.874608421325684,8.952857780456544,9.046375846862793,9.17780632019043,8.970382614135742,
1998-05-29,,,9.065463066101074,8.89751148223877,8.95094985961914,9.040650272369385,9.173254108428955,8.976734313964844,
1998-06-01,,,9.25631046295166,8.958584022521972,8.971943378448486,9.044467067718506,9.172895851135253,8.983691778182983,
1998-06-02,,,9.31356716156006,9.05019245147705,9.000571060180665,9.054963827133179,9.174436836242675,8.992152347564698,
1998-06-03,,,9.294486045837402,9.164703941345214,9.027290630340577,9.060689401626586,9.173334045410156,9.000422105789184,
1998-06-04,,,9.42807960510254,9.271581268310547,9.073094844818115,9.079774618148804,9.17565715789795,9.010586032867431,
1998-06-05,,,9.48533821105957,9.355556297302247,9.126533889770508,9.096951389312744,9.181387481689454,9.0209504032135,
1998-06-08,,,9.408998489379885,9.386093902587891,9.172338962554932,9.107448482513428,9.186721954345703,9.030551376342773,
1998-06-09,,,9.447163581848145,9.41281318664551,9.23150281906128,9.120807933807374,9.18980375289917,9.040161790847778,
1998-06-10,,,9.599851608276367,9.473886299133301,9.319295120239257,9.146573400497436,9.195185298919677,9.051299085617066,
1998-06-11,,,9.542591094970703,9.496788597106933,9.38418493270874,9.168521356582641,9.197536697387696,9.061863775253295,
1998-06-12,,,9.523505210876465,9.504421997070313,9.42998914718628,9.19046950340271,9.19988332748413,9.07279589653015,
1998-06-15,,,9.237227439880373,9.47006778717041,9.428080844879151,9.200012111663819,9.198012390136718,9.079934740066529,
1998-06-16,,,9.37082576751709,9.454800224304199,9.433806705474854,9.21718888282776,9.199944438934326,9.088409566879273,
1998-06-17,,,9.351734161376951,9.405176734924316,9.439531517028808,9.233411073684692,9.202625579833985,9.09576298713684,
1998-06-18,,,9.332653045654297,9.363189125061036,9.429988861083984,9.25154185295105,9.202286128997804,9.101436824798585,
1998-06-19,,,9.294486045837402,9.317385292053222,9.410903644561767,9.268718767166138,9.201183338165283,9.10803165435791,
1998-06-22,,,9.31356716156006,9.33265323638916,9.401360511779785,9.286849737167358,9.201593208312989,9.114817295074463,
1998-06-23,,,9.31356716156006,9.321201515197753,9.388000869750979,9.309751844406128,9.199364128112792,9.120300273895264,
1998-06-24,,,9.25631046295166,9.302116775512696,9.353646755218508,9.336470937728881,9.192596874237061,9.125210695266723,
1998-06-25,,,9.294486045837402,9.294483375549316,9.328836250305176,9.356510591506957,9.190363121032714,9.129937334060669,
1998-06-26,,,9.332653045654297,9.302116775512696,9.30975103378296,9.36987009048462,9.187007713317872,9.134103174209594,
1998-06-29,,,9.351734161376951,9.309750175476074,9.321201705932618,9.374641275405883,9.18742691040039,9.139025297164917,
1998-06-30,,,9.389907836914062,9.325018310546875,9.323109912872315,9.378458309173585,9.188986587524415,9.14470615386963,
1998-07-01,,,9.447163581848145,9.363188934326171,9.332652854919434,9.386092185974121,9.192445392608642,9.150959568023682,
1998-07-02,,,9.408998489379885,9.386091423034667,9.340287399291993,9.385138130187988,9.199287853240968,9.156454334259033,
1998-07-03,,,9.408998489379885,9.401360511779785,9.351738643646241,9.381321144104003,9.206507453918457,9.161195116043091,
1998-07-06,,,9.275399208068848,9.386093521118164,9.34792184829712,9.374641180038452,9.2136940574646,9.164599905014038,
1998-07-07,,,9.199056625366213,9.347923278808596,9.336470794677734,9.362235832214356,9.21859972000122,9.168372249603271,
1998-07-08,,,9.141802787780762,9.286851119995118,9.325020027160644,9.339333391189575,9.222737369537354,9.171760559082031,
1998-07-09,,,9.103631973266602,9.225777816772462,9.305934619903564,9.31738543510437,9.222341499328614,9.174578657150269,
1998-07-10,,,9.008206367492676,9.14561939239502,9.273489952087402,9.29162049293518,9.218906135559083,9.17700803756714,
1998-07-13,,,8.855525016784668,9.061644554138184,9.223869037628173,9.272535371780396,9.21241714477539,9.178099060058594,
1998-07-14,,,8.62650203704834,8.947133636474609,9.147528457641602,9.235319185256959,9.202874546051026,9.177653856277466,
1998-07-15,,,8.588330268859863,8.83643913269043,9.061645126342773,9.197148990631103,9.191041660308837,9.176072931289672,
1998-07-16,,,8.702840805053711,8.756280899047852,8.991029357910156,9.165658378601075,9.184170970916748,9.176202611923218,
1998-07-17,,,8.702840805053711,8.695207786560058,8.920413589477539,9.13607611656189,9.175391731262208,9.175955286026001,
1998-07-20,,,8.645589828491211,8.653220748901367,8.857432651519776,9.102677249908448,9.164322395324707,9.175323982238769,
1998-07-21,,,8.62650203704834,8.653220748901367,8.800177192687988,9.068323993682862,9.153252944946288,9.173936319351196,
1998-07-22,,,8.779183387756348,8.691391372680664,8.763915252685546,9.044467639923095,9.147145767211914,9.173321447372437,
1998-07-23,,,8.550163269042969,8.660855865478515,8.708568382263184,9.007251501083374,9.136076393127441,9.17117039680481,
1998-07-24,,,8.569245338439941,8.634136772155761,8.66467227935791,8.969081115722656,9.125770454406739,9.167325115203857,
1998-07-27,,,8.62650203704834,8.630319213867187,8.641769981384277,8.932819509506226,9.117372989654541,9.163675374984741,
1998-07-28,,,8.511990547180176,8.607416915893555,8.63031883239746,8.888923645019531,9.10706699371338,9.157561025619508,
1998-07-29,,,8.511990547180176,8.55397834777832,8.622684860229493,8.842164993286133,9.096760997772217,9.152389221191406,
1998-07-30,,,8.62650203704834,8.569246101379395,8.615050983428954,8.803040170669556,9.089890289306641,9.147985486984252,
1998-07-31,,,8.416565895080566,8.53871021270752,8.58642349243164,8.75341854095459,9.079202651977539,9.141859436035157,
1998-08-03,,,8.550163269042969,8.523442459106445,8.576880836486817,8.717156744003296,9.071186962127685,9.135938320159912,
1998-08-04,,,8.435647010803223,8.508173751831055,8.557795333862305,8.678986263275146,9.062789402008057,9.127929611206055,
1998-08-05,,,8.532389640808105,8.512253570556641,8.53311595916748,8.648515605926514,9.058998622894286,9.121453762054443,
1998-08-06,,,8.513046264648438,8.48956241607666,8.529404258728027,8.618986320495605,9.051385688781739,9.114596004486083,
1998-08-07,,,8.667826652526855,8.539814567565918,8.539262390136718,8.601967334747314,9.043432960510254,9.108343534469604,
1998-08-10,,,8.629127502441406,8.555607414245605,8.539524936676026,8.590647459030151,9.030889301300048,9.10189257621765,
1998-08-11,,,8.629127502441406,8.594303512573243,8.551238632202148,8.590778732299805,9.017200508117675,9.095818672180176,
1998-08-12,,,8.899996757507324,8.667824935913085,8.590039253234863,8.606362056732177,9.009310722351074,9.091322383880616,
1998-08-13,,,8.899996757507324,8.745215034484863,8.617388725280762,8.616219854354858,8.99874906539917,9.08720311164856,
1998-08-14,,,8.91934585571289,8.79551887512207,8.667666721343995,8.627045106887817,8.987429218292236,9.084408349990845,8.806935925483703
1998-08-17,,,9.054776191711426,8.880648612976074,8.71812801361084,8.647504425048828,8.980344772338867,9.083533363342285,8.814710812568665
1998-08-18,,,9.01608180999756,8.958039474487304,8.776171493530274,8.66698341369629,8.971723136901856,9.080763444900512,8.82210613489151
1998-08-19,,,8.880655288696289,8.954171180725098,8.810998058319091,8.672057008743286,8.957339210510254,9.076262254714965,8.82835906267166
1998-08-20,,,8.958040237426758,8.965779876708984,8.855497455596923,8.692450857162475,8.945648193359375,9.071592445373534,8.834626734256744
1998-08-21,65.08915890034886,C,9.07412815093994,8.996736335754395,8.896127605438233,8.717694997787476,8.936660652160645,9.068271989822387,8.841288738250732
1998-08-24,65.06867051567228,C,9.17086696624756,9.019954490661622,8.950301551818848,8.744913244247437,8.935333442687988,9.066672916412353,8.848248341083526
1998-08-25,64.92499652991684,C,8.996739387512207,9.016086006164551,8.987062740325928,8.769150686264037,8.92785171508789,9.063898077011109,8.85443037033081
1998-08-26,65.09843292311872,C,9.035429954528809,9.047040939331055,9.000606060028076,8.79532265663147,8.921525630950928,9.062075605392456,8.860526690483093
1998-08-27,65.10120205787649,C,9.035429954528809,9.062518882751466,9.014149379730224,8.815769052505493,8.915581169128417,9.05893364906311,8.866250805854797
1998-08-28,64.95649910696733,C,8.977391242980957,9.043171501159668,9.01995391845703,8.843810319900513,8.90923927307129,9.055211305618286,8.871126432418823
1998-08-31,64.57572622541333,C,8.938698768615723,8.996737861633301,9.00834617614746,8.86323709487915,8.901741905212402,9.051667556762695,8.875808596611023
1998-09-01,64.56761585474005,C,9.093478202819824,9.016085624694824,9.016085815429687,8.89612865447998,8.897340126037598,9.048352127075196,8.880892462730408
1998-09-02,64.21195151775598,C,8.783910751342773,8.965781784057617,9.006411361694337,8.908704710006713,8.88789213180542,9.04024450302124,8.884800686836243
1998-09-03,63.943443471739954,B,8.803257942199707,8.919347381591797,8.99093313217163,8.923215293884278,8.878067569732666,9.034215345382691,8.888805646896362
1998-09-04,63.76071473068746,B,8.880655288696289,8.900000190734863,8.971585845947265,8.933856725692749,8.869027614593506,9.028017663955689,8.893011507987977
1998-09-07,63.69153710479693,B,8.880655288696289,8.888391494750977,8.942564678192138,8.946433115005494,8.859606037139892,9.023516473770142,8.896659059524536
1998-09-08,63.66389745024384,B,9.11282444000244,8.8922607421875,8.954173183441162,8.970617961883544,8.85406436920166,9.021525478363037,8.901839656829834
1998-09-09,63.8799797962819,B,9.01608180999756,8.938694953918457,8.952238368988038,8.976422214508057,8.84544273376465,9.018944063186645,8.906536540985108
1998-09-10,63.931716397446934,C,8.861302375793457,8.950303840637208,8.934825611114501,8.974487495422363,8.83448881149292,9.016888332366943,8.910087327957154
1998-09-11,64.11879865675327,C,9.01608180999756,8.977389144897462,8.938694667816161,8.979324293136596,8.826630477905274,9.016568965911866,8.9145050573349
1998-09-14,64.35202713170182,C,9.035429954528809,9.008344078063965,8.94836778640747,8.978356981277466,8.821831092834474,9.017762575149536,8.919019527435303
1998-09-15,64.43104369837219,C,9.190216064453123,9.023822402954101,8.958041572570801,8.987063694000245,8.821654281616212,9.020127000808715,8.924494032859803
1998-09-16,64.79288375631295,A,9.267606735229492,9.074127388000488,9.006411170959472,9.006411266326904,8.824170360565185,9.02345386505127,8.930169386863708
1998-09-17,65.17777363048408,A,9.151521682739258,9.132171249389648,9.041237545013427,9.016085338592529,8.825128154754639,9.023734827041626,8.93554347038269
1998-09-18,65.401534034952,A,9.20955753326416,9.170866394042969,9.074127769470214,9.02285680770874,8.829155178070069,9.024030656814576,8.941114683151245
1998-09-21,65.71470896638887,A,9.34499740600586,9.23277988433838,9.120561981201172,9.031563329696656,8.838944625854491,9.02568088531494,8.94689784526825
1998-09-22,65.93253592718277,A,9.34499740600586,9.263736152648926,9.143779277801514,9.048976230621339,8.853314533233643,9.028094539642334,8.95277407169342
1998-09-23,66.08263900873091,A,9.480425834655762,9.30629997253418,9.190213680267334,9.071226024627686,8.87115644454956,9.0310990524292,8.959327440261841
1998-09-24,66.07115141412841,A,9.17086696624756,9.31016902923584,9.221170139312743,9.077997875213622,8.880516967773438,9.032343969345092,8.963774690628052
1998-09-25,66.03751969661275,A,9.20955753326416,9.31016902923584,9.240517711639404,9.089606189727784,8.890651302337648,9.033021516799927,8.967671012878418
1998-09-28,65.94700954396228,A,9.325651168823242,9.306299781799316,9.269539833068848,9.108953809738159,8.904252529144289,9.034287462234497,8.971682553291322
1998-09-29,66.01576005892151,A,9.519124984741213,9.341125297546387,9.302430725097656,9.130236148834229,8.922104988098146,9.037678966522217,8.976847567558288
1998-09-30,66.03400918044598,A,9.615869522094728,9.368214035034182,9.33725700378418,9.171834087371826,8.938838710784914,9.042992238998414,8.98231019973755
1998-10-01,66.46435393833771,A,9.615869522094728,9.457214546203614,9.383691787719727,9.212464666366577,8.960152835845948,9.048114614486694,8.987772831916809
1998-10-02,67.40353793929195,A,10.099566459655762,9.635216331481935,9.472692680358886,9.273410224914551,8.990759258270264,9.058264856338502,8.996212229728698
1998-10-05,68.30937621940097,A,10.215653419494627,9.813216781616212,9.559758281707763,9.340160131454468,9.02254228591919,9.069957637786866,9.004766836166382
1998-10-06,68.91153190697416,A,10.138259887695312,9.937043762207031,9.639084529876708,9.391431903839111,9.055067672729493,9.081067333221435,9.012562279701234
1998-10-07,69.67145679067035,A,10.409127235412598,10.095695304870606,9.731954669952392,9.461084175109864,9.093010406494141,9.094885702133178,9.021432900428772
1998-10-08,70.45337321150764,A,10.48652172088623,10.269825744628907,9.86352014541626,9.542345142364502,9.1302108001709,9.110050544738769,9.030690493583679
1998-10-09,70.14220209574351,A,10.002825736999512,10.250477600097657,9.942846965789794,9.5916823387146,9.161935997009278,9.120569324493408,9.037715721130372
1998-10-12,69.41305717966479,A,9.712608337402344,10.149868583679199,9.981542682647705,9.625541257858277,9.185184898376466,9.128185930252075,9.04403425693512
1998-10-13,68.95642183303154,A,9.848042488098145,10.091825103759765,10.014434432983398,9.658432579040527,9.213432807922365,9.13811110496521,9.05075080871582
1998-10-14,68.22670768228066,A,9.906084060668944,9.991216468811036,10.043455886840821,9.6903564453125,9.24090669631958,9.149952659606933,9.057943677902221
1998-10-15,67.54158184238734,A,10.118914604187012,9.917695045471191,10.09376039505005,9.738726091384887,9.273024063110352,9.162204875946045,9.066293745040893
1998-10-16,66.95691397250012,A,9.673912048339844,9.851912307739259,10.051194953918458,9.761943817138672,9.293145771026612,9.168289365768432,9.072511839866639
1998-10-19,66.81211255003208,A,9.751301765441896,9.859650993347168,10.004759788513184,9.782259035110474,9.315589256286621,9.173239278793336,9.07846552848816
1998-10-20,66.10374220500488,P,9.34499740600586,9.75904197692871,9.925433540344239,9.782259035110474,9.329906654357911,9.173553581237792,9.082852964401246
1998-10-21,65.28807638729552,P,9.34499740600586,9.646824645996094,9.819020557403565,9.775487613677978,9.338806667327882,9.174058694839477,9.08724040031433
1998-10-22,64.33818481290034,P,9.441733360290527,9.511388397216797,9.714541721343995,9.789030933380127,9.349641399383547,9.174195232391357,9.092390632629394
