Date,GRADE,GPS,J,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1983-11-21,,,0.4414579570293426,,,,,,
1983-11-22,,,0.4354103207588196,,,,,,
1983-11-23,,,0.4293627738952636,,,,,,
1983-11-24,,,0.4293627738952636,,,,,,
1983-11-25,,,0.4354103207588196,0.4342008292675018,,,,,
1983-11-28,,,0.4475046396255493,0.4354101657867432,,,,,
1983-11-29,,,0.4716942012310028,0.44266694188117983,,,,,
1983-11-30,,,0.4475046396255493,0.44629531502723696,,,,,
1983-12-01,,,0.4475046396255493,0.4499236881732941,,,,,
1983-12-02,,,0.4656465351581573,0.4559709310531616,0.44508588016033174,,,,
1983-12-05,,,0.4414579570293426,0.4547615945339203,0.44508588016033174,,,,
1983-12-06,,,0.4535523056983948,0.4511332154273987,0.44690007865428927,,,,
1983-12-07,,,0.4354103207588196,0.4487143516540527,0.44750483334064484,,,,
1983-12-08,,,0.4293627738952636,0.4450859785079956,0.44750483334064484,,,,
1983-12-09,,,0.4354103207588196,0.43903873562812806,0.44750483334064484,,,,
1983-12-12,,,0.4354103207588196,0.43782920837402345,0.44629540145397184,,,,
1983-12-13,,,0.4172683954238891,0.4305724263191223,0.4408528208732605,,,,
1983-12-14,,,0.4233151078224182,0.42815338373184203,0.4384338676929474,,,,
1983-12-15,,,0.4233151078224182,0.42694385051727296,0.4360149145126343,,,,
1983-12-16,,,0.4354103207588196,0.42694385051727296,0.4329912930727005,0.4390385866165161,,,
1983-12-19,,,0.4293627738952636,0.42573434114456177,0.4317817747592926,0.4384338274598122,,,
1983-12-20,,,0.4354103207588196,0.42936272621154786,0.4299675762653351,0.4384338274598122,,,
1983-12-21,,,0.4172683954238891,0.42815338373184203,0.42815338373184203,0.43782910853624346,,,
1983-12-22,,,0.4172683954238891,0.42694404125213625,0.4269439458847046,0.43722438961267474,,,
1983-12-23,,,0.4293627738952636,0.42573453187942506,0.426339191198349,0.4369220122694969,,,
1983-12-26,,,0.4293627738952636,0.42573453187942506,0.4257344365119934,0.4360149189829826,,,
1983-12-27,,,0.4172683954238891,0.42210614681243885,0.4257344365119934,0.43329362869262694,,,
1983-12-28,,,0.4233151078224182,0.4233154892921447,0.4257344365119934,0.4320841521024704,,,
1983-12-29,,,0.4233151078224182,0.4245248317718505,0.4257344365119934,0.43087467551231384,,,
1983-12-30,,,0.4535523056983948,0.42936273813247683,0.4275486350059509,0.4302699640393257,,,
1984-01-02,,,0.4535523056983948,0.434200644493103,0.429967588186264,0.4308746814727783,,,
1984-01-03,,,0.4354103207588196,0.4378290295600891,0.429967588186264,0.42996758222579956,,,
1984-01-04,,,0.4475046396255493,0.4426669359207153,0.43299121260643003,0.43057229816913606,,,
1984-01-05,,,0.4656465351581573,0.45113322138786316,0.4378290265798569,0.4323864862322807,,,
1984-01-06,,,0.4716942012310028,0.45476160049438474,0.4420621693134308,0.43420068025588987,,,
1984-01-09,,,0.4656465351581573,0.45718044638633726,0.44569054543972014,0.4357124909758568,,,
1984-01-10,,,0.4656465351581573,0.46322768926620483,0.45052835941314695,0.43813139796257017,,,
1984-01-11,,,0.4535523056983948,0.4644372224807739,0.45355207920074464,0.43964325785636904,,,
1984-01-12,,,0.4535523056983948,0.4620183765888214,0.4565757989883423,0.44115511775016786,,,
1984-01-13,,,0.4535523056983948,0.4583899974822998,0.4565757989883423,0.4420622169971466,,,
1984-01-16,,,0.4535523056983948,0.4559711515903473,0.4565757989883423,0.4432716935873032,,,
1984-01-17,,,0.4475046396255493,0.4523427724838257,0.45778523087501527,0.44387640953063967,,,
1984-01-18,,,0.4595997929573059,0.45355226993560793,0.4589947462081909,0.4459929794073105,,,
1984-01-19,,,0.4595997929573059,0.45476176738739016,0.4583900719881058,0.44810954928398133,,,
1984-01-20,,,0.4656465351581573,0.4571806132793427,0.45778530538082113,0.44992373734712593,,,
1984-01-23,,,0.4958835542201996,0.4656468629837036,0.46080900728702534,0.4532497763633727,,,
1984-01-24,,,0.4777418971061706,0.4716943144798279,0.4620185434818268,0.45627345144748677,,,
1984-01-25,,,0.4837893843650818,0.47653223276138307,0.4650422513484955,0.45929716527461995,,,
1984-01-26,,,0.4837893843650818,0.48137015104293823,0.4680659592151642,0.4623208791017531,,,
1984-01-27,,,0.4777418971061706,0.4837892234325409,0.47048491835594175,0.46353035867214193,0.44653730511665346,,
1984-01-30,,,0.4777418971061706,0.4801608920097351,0.47290387749671936,0.46473983824253073,0.44726298391819,,
1984-01-31,,,0.4716942012310028,0.4789513528347015,0.4753228336572647,0.4665540322661399,0.44798866152763367,,
1984-02-01,,,0.4475046396255493,0.47169440388679507,0.47411331832408904,0.4665540322661399,0.4483514988422394,,
1984-02-02,,,0.4535523056983948,0.4656469881534576,0.4735085695981979,0.46594932079315177,0.448835289478302,,
1984-02-03,,,0.4354103207588196,0.45718067288398745,0.47048494815826414,0.4641351267695426,0.448835289478302,,
1984-02-06,,,0.4233151078224182,0.44629531502723696,0.46322810351848603,0.46201855540275566,0.4483514988422394,,
1984-02-07,,,0.4172683954238891,0.4354101538658142,0.4571807533502579,0.45959964841604234,0.4472629827260971,,
1984-02-08,,,0.4112207889556885,0.42815338373184203,0.4499238938093185,0.457483072578907,0.4465373057126999,,
1984-02-09,,,0.4112207889556885,0.41968708038330077,0.4426670342683792,0.4553664967417717,0.4458116286993027,,
1984-02-10,,,0.4051732420921325,0.4136396646499634,0.4354101687669754,0.4529475435614586,0.44460216283798215,,
1984-02-13,,,0.3991256356239319,0.4088017702102661,0.4275485426187515,0.45022621005773544,0.443755516409874,,
1984-02-14,,,0.3870313465595245,0.4027543604373932,0.4190822571516037,0.4472025454044342,0.44242509722709655,,
1984-02-15,,,0.3870313465595245,0.3979164719581604,0.41303492784500123,0.44357412308454514,0.44145751774311065,,
1984-02-16,,,0.3870313465595245,0.39307858347892755,0.40638283193111413,0.43994570076465606,0.44061088919639585,,
