Date,GRADE,GPS,CTAS,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1983-11-21,,,0.0982225760817527,,,,,,
1983-11-22,,,0.0982225760817527,,,,,,
1983-11-23,,,0.0982225760817527,,,,,,
1983-11-24,,,0.0982225760817527,,,,,,
1983-11-25,,,0.0987841710448265,0.09833489507436746,,,,,
1983-11-28,,,0.0987841710448265,0.09844721406698223,,,,,
1983-11-29,,,0.1038356274366378,0.09956982433795923,,,,,
1983-11-30,,,0.1043968126177787,0.10080467164516442,,,,,
1983-12-01,,,0.1049580723047256,0.10215177088975902,,,,,
1983-12-02,,,0.1043968126177787,0.10327429920434945,0.10080459713935845,,,,
1983-12-05,,,0.1038356274366378,0.1042845904827117,0.10136590227484696,,,,
1983-12-06,,,0.1032740399241447,0.1041722729802131,0.10187104865908617,,,,
1983-12-07,,,0.1032740399241447,0.10394771844148631,0.10237619504332536,,,,
1983-12-08,,,0.1010290756821632,0.10316191911697381,0.10265684500336643,,,,
1983-12-09,,,0.1010290756821632,0.10248837172985073,0.10288133546710007,,,,
1983-12-12,,,0.1015902757644653,0.10203930139541621,0.10316194593906396,,,,
1983-12-13,,,0.1010290756821632,0.10159030854701992,0.10288129076361652,,,,
1983-12-14,,,0.1004678905010223,0.10102907866239544,0.10248839855194088,,,,
1983-12-15,,,0.1004678905010223,0.10091684162616725,0.10203938037157054,,,,
1983-12-16,,,0.1004678905010223,0.10080460458993908,0.1016464881598949,0.10122554264962669,,,
1983-12-19,,,0.0999066084623336,0.10046787112951275,0.10125358626246447,0.10130974426865572,,,
1983-12-20,,,0.0999066084623336,0.10024337768554681,0.10091684311628338,0.10139394588768477,,,
1983-12-21,,,0.0999066084623336,0.10013112127780907,0.10058009997010224,0.1014781475067138,,,
1983-12-22,,,0.0999066084623336,0.10001886487007135,0.10046785324811931,0.10156234912574284,,,
1983-12-23,,,0.0999066084623336,0.0999066084623336,0.10035560652613633,0.10161847099661822,,,
1983-12-26,,,0.0999066084623336,0.0999066084623336,0.10018723979592317,0.10167459286749356,,,
1983-12-27,,,0.0993453860282898,0.09979436397552484,0.10001887083053582,0.10145008079707615,,,
1983-12-28,,,0.0976613312959671,0.09934530854225153,0.0997382149100303,0.10111330673098558,,,
1983-12-29,,,0.0959776267409324,0.0985595121979713,0.09928918853402133,0.10066428445279593,,,
1983-12-30,,,0.0959776267409324,0.09777371585369106,0.09884016215801232,0.10024332515895362,,,
1984-01-02,,,0.0959776267409324,0.09698791950941081,0.09844726398587221,0.09985042512416833,,,
1984-01-03,,,0.0959776267409324,0.09631436765193933,0.09805436581373209,0.09948560446500773,,,
1984-01-04,,,0.0959776267409324,0.0959776267409324,0.09766146764159196,0.09912078380584712,,,
1984-01-05,,,0.0965388640761375,0.09608987420797341,0.09732469320297235,0.09889627322554582,,,
1984-01-06,,,0.0965388640761375,0.09620212167501443,0.09698791876435275,0.09867176264524455,,,
1984-01-09,,,0.0965388640761375,0.09631436914205546,0.09665114432573313,0.09841919206082815,,,
1984-01-10,,,0.0976613312959671,0.0966511100530624,0.09648273885250086,0.09825080484151835,,,
1984-01-11,,,0.1010290756821632,0.09766139984130856,0.09681951329112047,0.0982788641005754,,,
1984-01-12,,,0.1010290756821632,0.0985594421625137,0.09732465818524356,0.09830692335963244,,,
1984-01-13,,,0.1010290756821632,0.09945748448371886,0.09782980307936665,0.09833498261868948,,,
1984-01-16,,,0.1027127802371978,0.1006922677159309,0.09850331842899318,0.09847529120743269,,,
1984-01-17,,,0.1027127802371978,0.10170255750417705,0.09917683377861972,0.09861559979617592,,,
1984-01-18,,,0.1032740399241447,0.10215155035257335,0.09990647509694095,0.09878397136926645,,,
1984-01-19,,,0.1032740399241447,0.10260054320096965,0.10057999268174167,0.09895234294235701,,,
1984-01-20,,,0.1032740399241447,0.10304953604936593,0.10125351026654239,0.09912071451544757,,,
1984-01-23,,,0.1032740399241447,0.10316178798675532,0.10192702785134311,0.09928908608853812,,,
1984-01-24,,,0.1032740399241447,0.1032740399241447,0.10248829871416087,0.09948551878333087,,,
1984-01-25,,,0.1038356274366378,0.10338635742664333,0.10276895388960834,0.0997942335903644,,,
1984-01-26,,,0.1032740399241447,0.10338635742664333,0.1029934503138065,0.10015905424952502,,,
1984-01-27,,,0.1032740399241447,0.10338635742664333,0.10321794673800463,0.10052387490868564,0.1004677994549274,,
1984-01-30,,,0.1032740399241447,0.10338635742664333,0.10327407270669933,0.10088869556784626,0.10056882873177524,,
1984-01-31,,,0.1032740399241447,0.10338635742664333,0.10333019867539402,0.10125351622700687,0.10066985800862308,,
1984-02-01,,,0.1032740399241447,0.1032740399241447,0.10333019867539402,0.10161833688616748,0.10077088728547091,,
1984-02-02,,,0.1032740399241447,0.1032740399241447,0.10333019867539402,0.10195509567856784,0.10087191656231875,,
1984-02-03,,,0.1010290756821632,0.1028250470757484,0.10310570225119586,0.10217960625886913,0.10091681465506548,,
1984-02-06,,,0.0999066084623336,0.10215156078338619,0.10276895910501475,0.10234799347817894,0.10093926340341562,,
1984-02-07,,,0.0993453860282898,0.1013658300042152,0.10237609371542926,0.10243219621479507,0.10084945857524868,,
1984-02-08,,,0.0965388640761375,0.10001879483461376,0.10164641737937923,0.10220768563449378,0.10069229960441586,,
1984-02-09,,,0.0920486524701118,0.09777371734380717,0.10052387863397594,0.10175866447389122,0.10043411120772358,,
1984-02-10,,,0.093171127140522,0.09620212763547893,0.09951358735561366,0.10136576704680915,0.10020959749817844,,
1984-02-13,,,0.093171127140522,0.09485503137111662,0.0985032960772514,0.10088868439197536,0.09999630749225613,,
1984-02-14,,,0.0942939519882202,0.0938447445631027,0.09760528728365894,0.10046774297952647,0.09981670573353764,,
1984-02-15,,,0.0942939519882202,0.09339576214551924,0.09670727849006651,0.10001873858273025,0.09963710397481915,,
1984-02-16,,,0.0942939519882202,0.09384482204914094,0.09580926969647405,0.09956973418593404,0.09950240150094027,,
1984-02-17,,,0.0942939519882202,0.09406938701868058,0.09513575732707975,0.0991207297891378,0.09936769902706141,,
1984-02-20,,,0.0942939519882202,0.0942939519882202,0.09457449167966842,0.09867172539234158,0.09922177255153651,,
1984-02-21,,,0.0942939519882202,0.0942939519882202,0.09406934827566145,0.09822272099554535,0.09908707007765764,,
1984-02-22,,,0.0942939519882202,0.0942939519882202,0.09384485706686971,0.09774563722312449,0.09896359130740161,,
1984-02-23,,,0.0909261927008628,0.09362040013074871,0.09373261108994482,0.09712824486196038,0.09877275735139841,,
1984-02-24,,,0.0903649404644966,0.092834597826004,0.09345199242234228,0.09648278988897797,0.0985706983506679,,
1984-02-27,,,0.0920486524701118,0.09238553792238233,0.09333974495530126,0.09592152051627632,0.09841353923082347,,
1984-02-28,,,0.0892424806952476,0.0913752436637878,0.092834597826004,0.09521994255483149,0.09820025667548174,,
1984-02-29,,,0.0892424806952476,0.09036494940519327,0.09232945069670674,0.09451836459338663,0.09798697412014004,,
1984-03-01,,,0.0892424806952476,0.09002820700407024,0.09182430356740948,0.09381678663194176,0.09777369156479832,,
1984-03-02,,,0.0892424806952476,0.08980371505022043,0.09131915643811221,0.09322745688259598,0.0975604090094566,,
1984-03-05,,,0.0903649404644966,0.08946697264909739,0.09092625528573986,0.09275037348270414,0.09736957564949986,,
1984-03-06,,,0.0903649404644966,0.0896914646029472,0.0905333541333675,0.09230135120451448,0.097189966738224,,
1984-03-07,,,0.0886812210083007,0.08957921266555782,0.08997208103537555,0.09190846905112264,0.09701036453247067,,
1984-03-08,,,0.0886812210083007,0.08946696072816844,0.08974758386611933,0.09174009747803208,0.09686443641781803,,
1984-03-09,,,0.0886812210083007,0.08935470879077906,0.08957921192049975,0.09151560217142102,0.0967185083031654,,
1984-03-12,,,0.0903649404644966,0.08935470879077906,0.08941084071993824,0.09137529283761975,0.09660625457763668,,
1984-03-13,,,0.0886812210083007,0.08901796489953988,0.08935471475124354,0.09109465628862376,0.09646032646298405,,
1984-03-14,,,0.0903649404644966,0.08935470879077906,0.08946696072816844,0.09089820571243759,0.09634807273745533,,
1984-03-15,,,0.0898037105798721,0.08957920670509334,0.08952308371663088,0.09067369364202019,0.09621336966753002,,
1984-03-16,,,0.093171127140522,0.09047718793153761,0.08991594836115832,0.09061755239963527,0.09614601492881772,,
1984-03-19,,,0.093171127140522,0.09103842526674269,0.09019656702876086,0.09056141115725036,0.0960786601901054,,
