Date,GRADE,GPS,EPAM,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2012-06-14,,,17.790000915527344,17.358000183105467,16.959000205993654,16.772500133514406,18.554400062561037,,
2012-06-15,,,17.610000610351562,17.52400016784668,17.06800022125244,16.90450015068054,18.487400093078612,,
2012-06-18,,,17.6200008392334,17.67200050354004,17.188000297546388,17.002000188827516,18.414400100708008,,
2012-06-19,,,17.559999465942383,17.710000228881835,17.269000244140624,17.095500183105468,18.329600105285646,,
2012-06-20,,,17.8799991607666,17.69200019836426,17.397000122070313,17.159500122070312,18.235400085449218,,
2012-06-21,,,17.8700008392334,17.70800018310547,17.533000183105468,17.20550012588501,18.127800102233888,,
2012-06-22,,,17.989999771118164,17.78400001525879,17.654000091552735,17.25550012588501,18.034600105285644,,
2012-06-25,,,17.3700008392334,17.73400001525879,17.703000259399413,17.274500179290772,17.958000106811525,,
2012-06-26,,,16.93000030517578,17.608000183105467,17.659000205993653,17.261000156402588,17.891400108337404,17.46110001564026,
2012-06-27,,,17.0,17.432000350952148,17.562000274658203,17.24600019454956,17.827800102233887,17.49110001564026,
2012-06-28,,,16.600000381469727,17.178000259399415,17.44300022125244,17.201000213623047,17.752000122070314,17.518000020980836,
2012-06-29,,,16.989999771118164,16.978000259399415,17.381000137329103,17.22450017929077,17.69100009918213,17.548300018310545,
2012-07-02,,,17.200000762939453,16.944000244140625,17.339000129699706,17.263500213623047,17.631600112915038,17.583800029754638,
2012-07-03,,,17.059999465942383,16.970000076293946,17.28900012969971,17.279000186920165,17.577200088500977,17.620000028610228,
2012-07-04,,,17.059999465942383,16.981999969482423,17.207000160217284,17.3020001411438,17.521600074768067,17.65660002708435,
2012-07-05,,,16.989999771118164,17.059999847412108,17.119000053405763,17.326000118255614,17.46040008544922,17.691100025177,
2012-07-06,,,16.1200008392334,16.886000061035155,16.932000160217285,17.29300012588501,17.381000099182128,17.716500034332274,
2012-07-09,,,15.6899995803833,16.583999824523925,16.764000034332277,17.233500146865843,17.282000102996825,17.73760003089905,
2012-07-10,,,15.449999809265137,16.261999893188477,16.61599998474121,17.137500095367432,17.176400108337404,17.75500002861023,
2012-07-11,,,15.239999771118164,15.897999954223632,16.439999961853026,17.001000118255615,17.04320011138916,17.76780002593994,
2012-07-12,,,14.399999618530272,15.379999923706055,16.21999988555908,16.83150005340576,16.910200119018555,17.77240002632141,
2012-07-13,,,15.40999984741211,15.237999725341798,16.061999893188478,16.72150001525879,16.809200134277344,17.789400024414064,
2012-07-16,,,16.170000076293945,15.333999824523925,15.958999824523925,16.648999977111817,16.730200119018555,17.81450002670288,
2012-07-17,,,15.779999732971191,15.399999809265136,15.830999851226807,16.559999990463258,16.684200115203858,17.834000024795532,
2012-07-18,,,15.880000114440918,15.527999877929688,15.71299991607666,16.460000038146973,16.646800117492674,17.85150002479553,
2012-07-19,,,15.630000114440918,15.773999977111817,15.576999950408936,16.348000001907348,16.607000102996825,17.85780002593994,
2012-07-20,,,15.260000228881836,15.744000053405761,15.490999889373779,16.211500024795534,16.56500009536743,17.85900002479553,
2012-07-23,,,14.75,15.460000038146973,15.396999931335449,16.080499982833864,16.539600086212157,17.855600023269652,
2012-07-24,,,14.119999885559082,15.128000068664551,15.263999938964844,15.939999961853028,16.515800075531004,17.846800022125244,
2012-07-25,,,14.119999885559082,14.776000022888184,15.151999950408936,15.79599995613098,16.485200080871582,17.83570002555847,
2012-07-26,,,14.470000267028809,14.544000053405762,15.159000015258789,15.689499950408935,16.473400077819825,17.828100032806397,
2012-07-27,,,15.31999969482422,14.555999946594238,15.150000000000002,15.605999946594238,16.480400066375733,17.828100032806397,
2012-07-30,,,16.170000076293945,14.839999961853028,15.15,15.554499912261964,16.49040006637573,17.838400030136107,
2012-07-31,,,16.040000915527344,15.224000167846679,15.176000118255615,15.503499984741211,16.497400093078614,17.84100004196167,
2012-08-01,,,15.800000190734863,15.560000228881837,15.16800012588501,15.440500020980835,16.481400089263914,17.837000036239623,
2012-08-02,,,15.699999809265137,15.806000137329102,15.175000095367432,15.376000022888183,16.45640007019043,17.824000034332276,
2012-08-03,,,16.0,15.942000198364259,15.249000072479248,15.369999980926513,16.436600074768066,17.81600004196167,
2012-08-06,,,16.6200008392334,16.03200035095215,15.436000156402589,15.416500043869018,16.429200096130373,17.808100051879883,
2012-08-07,,,16.81999969482422,16.188000106811522,15.706000137329102,15.485000038146973,16.421600074768065,17.802200050354003,
2012-08-08,,,16.850000381469727,16.398000144958495,15.979000186920166,15.565500068664551,16.41260009765625,17.796900062561036,
2012-08-09,,,16.739999771118164,16.6060001373291,16.206000137329102,15.682500076293945,16.397400093078613,17.79830005645752,
2012-08-10,,,17.59000015258789,16.92400016784668,16.43300018310547,15.791500091552734,16.418800086975097,17.803200054168702,
2012-08-13,,,17.690000534057617,17.138000106811525,16.585000228881835,15.867500114440919,16.44420009613037,17.810300064086913,
2012-08-14,,,17.479999542236328,17.270000076293947,16.729000091552734,15.952500104904175,16.4588000869751,17.77400005340576,
2012-08-15,,,17.809999465942383,17.461999893188477,16.930000019073486,16.04900007247925,16.483000068664552,17.752100048065184,
2012-08-16,,,17.510000228881836,17.61599998474121,17.111000061035156,16.143000078201293,16.50300006866455,17.726200046539308,
2012-08-17,,,17.5,17.59799995422363,17.261000061035155,16.2550000667572,16.51740005493164,17.69600004196167,
2012-08-20,,,16.6200008392334,17.38400001525879,17.261000061035155,16.348500108718873,16.512200088500975,17.64510005950928,
2012-08-21,,,16.860000610351562,17.260000228881836,17.26500015258789,16.485500144958497,16.50200008392334,17.5917000579834,
2012-08-22,,,17.709999084472656,17.24000015258789,17.351000022888183,16.665000104904173,16.496800079345704,17.557300052642823,
2012-08-23,,,17.969999313354492,17.33199996948242,17.473999977111816,16.840000057220458,16.500400047302247,17.52740005493164,
2012-08-24,,,18.010000228881836,17.43400001525879,17.51599998474121,16.97450008392334,16.50840003967285,17.49790006637573,
2012-08-27,,,17.989999771118164,17.707999801635744,17.545999908447264,17.06550006866455,16.515800018310546,17.46510005950928,
2012-08-28,,,17.969999313354492,17.929999542236327,17.594999885559083,17.16199998855591,16.52400001525879,17.426800060272218,
2012-08-29,,,17.969999313354492,17.981999588012695,17.610999870300294,17.27049994468689,16.525800018310548,17.38060005187988,
2012-08-30,,,17.8799991607666,17.963999557495118,17.64799976348877,17.379499912261963,16.525999984741212,17.326900043487548,
2012-08-31,,,17.5,17.86199951171875,17.64799976348877,17.454499912261962,16.51619998931885,17.275400047302245,
2012-09-03,,,17.5,17.76399955749512,17.73599967956543,17.498499870300293,16.51879997253418,17.23840003967285,
2012-09-04,,,17.780000686645508,17.72599983215332,17.827999687194826,17.546499919891357,16.535799980163574,17.213600044250487,
2012-09-05,,,17.600000381469727,17.65200004577637,17.81699981689453,17.583999919891358,16.54779998779297,17.18780004501343,
2012-09-06,,,17.610000610351562,17.59800033569336,17.78099994659424,17.627499961853026,16.567999992370606,17.160000057220458,
2012-09-07,,,17.56999969482422,17.612000274658204,17.736999893188475,17.626499938964844,16.579599990844727,17.135300045013427,
2012-09-10,,,17.559999465942383,17.62400016784668,17.6939998626709,17.619999885559082,16.586799964904785,17.10920003890991,
2012-09-11,,,17.510000228881836,17.570000076293944,17.647999954223632,17.621499919891356,16.595799980163573,17.086500034332275,
2012-09-12,,,17.90999984741211,17.631999969482422,17.642000007629395,17.626499938964844,16.612799987792968,17.067200031280517,
2012-09-13,,,17.899999618530273,17.689999771118163,17.64400005340576,17.645999908447266,16.630999984741212,17.045700035095216,
2012-09-14,,,18.950000762939453,17.96599998474121,17.78900012969971,17.71849994659424,16.687599983215332,17.03430004119873,
2012-09-17,,,18.75,18.204000091552736,17.91400012969971,17.82499990463257,16.748799991607665,17.015400047302247,
2012-09-18,,,18.670000076293945,18.436000061035156,18.00300006866455,17.915499877929687,16.813199996948242,16.994800052642823,
2012-09-19,,,18.88999938964844,18.631999969482422,18.131999969482422,17.974499893188476,16.886199989318847,16.964700050354004,
2012-09-20,,,18.899999618530277,18.83199996948242,18.260999870300292,18.020999908447266,16.976199989318847,16.943200054168702,
2012-09-21,,,18.920000076293945,18.82599983215332,18.395999908447266,18.06649990081787,17.046399993896486,16.927800064086913,
2012-09-24,,,18.8700008392334,18.85,18.52700004577637,18.110499954223634,17.100400009155273,16.915300064086914,
2012-09-25,,,18.850000381469727,18.886000061035155,18.661000061035157,18.154500007629395,17.161800022125245,16.92300006866455,
2012-09-26,,,18.479999542236328,18.804000091552734,18.71800003051758,18.180000019073486,17.21380001068115,16.930300064086914,
2012-09-27,,,18.63999938964844,18.75200004577637,18.792000007629394,18.21800003051758,17.273999996185303,16.940500049591066,
2012-09-28,,,18.940000534057617,18.756000137329103,18.790999984741212,18.29000005722046,17.347600002288818,16.956300048828126,
2012-10-01,,,18.61000061035156,18.704000091552736,18.77700004577637,18.34550008773804,17.42480001449585,16.982200050354002,
2012-10-02,,,18.93000030517578,18.720000076293946,18.803000068664552,18.40300006866455,17.521000022888185,17.018400049209596,
2012-10-03,,,19.0,18.82400016784668,18.814000129699707,18.473000049591064,17.618600025177003,17.05190005302429,
2012-10-04,,,19.049999237060547,18.9060001373291,18.829000091552736,18.544999980926512,17.710200004577636,17.09180004119873,
2012-10-05,,,19.309999465942383,18.979999923706053,18.868000030517578,18.631999969482422,17.79,17.135200033187868,
2012-10-08,,,19.399999618530277,19.137999725341796,18.920999908447264,18.723999977111816,17.854599990844726,17.17250002861023,
2012-10-09,,,19.5,19.25199966430664,18.985999870300294,18.823499965667725,17.92379997253418,17.210600032806397,
2012-10-10,,,19.46999931335449,19.34599952697754,19.08499984741211,18.901499938964843,17.997199954986574,17.239300022125246,
2012-10-11,,,19.489999771118164,19.433999633789064,19.169999885559083,18.98099994659424,18.072999954223633,17.26470001220703,
2012-10-12,,,19.309999465942383,19.433999633789064,19.20699977874756,18.998999881744385,18.13919994354248,17.287900009155273,
2012-10-15,,,19.020000457763672,19.357999801635742,19.24799976348877,19.01249990463257,18.187199935913085,17.30820001602173,
2012-10-16,,,18.809999465942383,19.219999694824217,19.23599967956543,19.01949987411499,18.22699993133545,17.324300003051757,
2012-10-17,,,18.149999618530277,18.955999755859374,19.15099964141846,18.982499885559083,18.25299991607666,17.332800006866456,
2012-10-18,,,17.93000030517578,18.6439998626709,19.03899974822998,18.933999919891356,18.276799926757814,17.337100009918213,
2012-10-19,,,17.610000610351562,18.304000091552734,18.868999862670897,18.868499946594238,18.277199935913085,17.348000011444093,
2012-10-22,,,17.639999389648438,18.027999877929688,18.692999839782715,18.80699987411499,18.276199913024904,17.360200004577635,
2012-10-23,,,17.760000228881836,17.818000030517577,18.5189998626709,18.752499866485596,18.281799926757813,17.370300006866454,
2012-10-24,,,17.81999969482422,17.752000045776366,18.353999900817872,18.71949987411499,18.28199993133545,17.3825,
2012-10-25,,,17.809999465942383,17.727999877929687,18.185999870300293,18.677999877929686,18.28799991607666,17.395499992370606,
2012-10-26,,,17.959999084472656,17.797999572753906,18.05099983215332,18.62899980545044,18.297199897766113,17.407299976348877,
2012-10-29,,,17.959999084472656,17.86199951171875,17.94499969482422,18.596499729156495,18.3239998626709,17.41809997558594,
2012-10-30,,,17.959999084472656,17.901999282836915,17.859999656677246,18.54799966812134,18.34599983215332,17.42399995803833,
2012-10-31,,,17.979999542236328,17.933999252319335,17.84299964904785,18.496999645233153,18.351399841308595,17.424099960327148,
2012-11-01,,,18.0,17.97199935913086,17.849999618530273,18.444499683380126,18.351999855041505,17.426199951171874,
2012-11-02,,,17.799999237060547,17.939999389648438,17.868999481201172,18.368999671936034,18.347799835205077,17.428099937438965,
2012-11-05,,,18.1200008392334,17.971999740600587,17.91699962615967,18.30499973297119,18.350399856567382,17.433099937438964,
2012-11-06,,,18.489999771118164,18.077999877929688,17.9899995803833,18.2544997215271,18.360799865722655,17.442399940490724,
2012-11-07,,,18.0,18.08199996948242,18.007999610900878,18.180999755859375,18.361399879455565,17.443599948883058,
2012-11-08,,,17.790000915527344,18.04000015258789,18.005999755859374,18.095999813079835,18.35959991455078,17.442799949645995,
2012-11-09,,,19.450000762939453,18.370000457763673,18.154999923706054,18.102999877929687,18.39859992980957,17.45739995956421,
2012-11-12,,,19.649999618530277,18.67600021362305,18.323999977111818,18.13449983596802,18.441599922180174,17.48019994735718,
2012-11-13,,,19.8700008392334,18.952000427246094,18.51500015258789,18.187499904632567,18.483399925231932,17.509599952697755,17.485349984169005
2012-11-14,,,19.459999084472656,19.244000244140626,18.663000106811523,18.25299987792969,18.52059989929199,17.53419994354248,17.51264997959137
2012-11-15,,,19.43000030517578,19.572000122070314,18.8060001373291,18.327999877929688,18.556999893188475,17.562499942779542,17.540249981880187
2012-11-16,,,19.459999084472656,19.57399978637695,18.972000122070312,18.420499801635742,18.594799880981444,17.587199935913088,17.567749977111816
2012-11-19,,,20.07999992370605,19.65999984741211,19.16800003051758,18.542499828338624,18.64519989013672,17.61599992752075,17.599899978637694
2012-11-20,66.29887099812954,A,19.86000061035156,19.657999801635743,19.30500011444092,18.64749984741211,18.692199897766113,17.643999938964843,17.631999983787537
2012-11-21,66.30887486639982,A,19.989999771118164,19.763999938964844,19.504000091552733,18.755999851226807,18.733799896240235,17.6732999420166,17.664949984550475
2012-11-22,66.31602256901415,A,19.989999771118164,19.87599983215332,19.723999977111816,18.864999866485597,18.775599899291993,17.703299942016603,17.697199983596803
2012-11-23,66.31992347556489,A,20.0,19.98400001525879,19.778999900817873,18.96699991226196,18.796599884033203,17.742099933624267,17.729299983978272
2012-11-26,66.29608659986992,A,20.01000022888184,19.970000076293946,19.814999961853026,19.069499969482422,18.82179988861084,17.785299940109255,17.76144998550415
2012-11-27,66.28451799710462,A,19.920000076293945,19.981999969482423,19.81999988555908,19.167500019073486,18.84679988861084,17.82999994277954,17.792499985694885
2012-11-28,66.26950893738996,A,20.11000061035156,20.006000137329103,19.885000038146973,19.274000072479247,18.871199913024903,17.878699951171875,17.823249988555908
2012-11-29,66.27383215605819,A,20.5,20.108000183105467,19.992000007629393,19.399000072479247,18.9031999206543,17.939699954986573,17.856049990653993
2012-11-30,66.29699880427714,A,20.56999969482422,20.222000122070312,20.10300006866455,19.53750009536743,18.936199913024904,17.991299953460693,17.890349988937377
2012-12-03,66.32036422098217,A,20.71999931335449,20.36399993896484,20.167000007629394,19.667500019073486,18.973199882507323,18.036799945831298,17.92564998626709
2012-12-04,66.34721794599601,A,20.709999084472656,20.521999740600585,20.251999855041504,19.77849998474121,19.010399856567382,18.08609993934631,17.960049982070924
2012-12-05,66.36039434411028,A,20.600000381469727,20.61999969482422,20.31299991607666,19.908500003814698,19.05279987335205,18.133299942016603,17.992399983406067
2012-12-06,66.3517082656822,A,20.739999771118164,20.66799964904785,20.38799991607666,20.055999946594238,19.094799880981444,18.184399938583375,18.021099982261656
2012-12-07,66.32606571468277,A,20.700000762939453,20.6939998626709,20.457999992370606,20.118499946594238,19.129999885559084,18.23879994392395,18.048899984359743
2012-12-10,66.2925792904888,A,20.3799991607666,20.62599983215332,20.494999885559082,20.154999923706054,19.165399856567383,18.295099935531617,18.075349979400634
2012-12-11,66.26143610312356,A,20.43000030517578,20.570000076293944,20.545999908447264,20.182999897003175,19.195399856567384,18.358199939727783,18.102499980926513
2012-12-12,66.23680347114912,A,20.450000762939453,20.54000015258789,20.579999923706055,20.232499980926512,19.224399871826172,18.421499948501587,18.12859998703003
2012-12-13,66.19791451419758,A,20.280000686645508,20.448000335693358,20.557999992370604,20.275,19.24899990081787,18.479599952697754,18.153849992752075
2012-12-14,66.18777307164687,A,20.700000762939453,20.448000335693358,20.57100009918213,20.33700008392334,19.276799926757814,18.533399963378905,18.18074999809265
2012-12-17,66.18860594819438,A,20.799999237060547,20.53200035095215,20.579000091552736,20.373000049591063,19.304799919128417,18.579699954986573,18.20904999256134
2012-12-18,66.18015479390304,A,20.700000762939453,20.586000442504883,20.578000259399413,20.41500005722046,19.328799934387206,18.626299953460695,18.233649997711183
2012-12-19,66.14166223910266,P,20.09000015258789,20.51400032043457,20.52700023651123,20.420000076293945,19.341199951171873,18.669199953079225,18.253099994659422
2012-12-20,66.10878967601137,A,19.950000762939453,20.448000335693358,20.448000335693358,20.41800012588501,19.3503999710083,18.711699962615967,18.26784999847412
2012-12-21,66.05390236371464,P,19.81999969482422,20.272000122070313,20.360000228881837,20.40900011062622,19.360599975585938,18.74989995956421,18.282950000762938
2012-12-24,65.9994711418713,P,19.84000015258789,20.08000030517578,20.306000328063966,20.400500106811524,19.376999969482423,18.782099952697752,18.29510000228882
2012-12-25,65.95258921027376,P,19.84000015258789,19.908000183105468,20.247000312805177,20.39650011062622,19.397599983215333,18.81229995727539,18.307250003814698
2012-12-26,65.91886170924455,P,19.309999465942383,19.752000045776366,20.13300018310547,20.35650005340576,19.420799980163576,18.836899948120116,18.316900005340575
2012-12-27,65.8828092908591,P,18.93000030517578,19.547999954223634,19.998000144958496,20.27800006866455,19.440799980163575,18.858799953460693,18.328550004959105
2012-12-28,65.84907183777459,P,18.940000534057617,19.37200012207031,19.822000122070314,20.19650011062622,19.467399978637694,18.87229995727539,18.337750005722047
2012-12-31,65.7774518073639,P,18.100000381469727,19.02400016784668,19.55200023651123,20.06550016403198,19.47659999847412,18.876399955749513,18.34335000991821
2013-01-01,65.68611726261541,P,18.100000381469727,18.67600021362305,19.292000198364256,19.935000228881837,19.48340000152588,18.882599964141846,18.328300008773805
2013-01-02,65.66456414111148,P,18.979999542236328,18.610000228881837,19.1810001373291,19.854000186920167,19.506599998474123,18.894299964904786,18.323200006484985
2013-01-03,65.66040515495291,P,18.989999771118164,18.62200012207031,19.085000038146973,19.766500186920165,19.530200004577637,18.909099960327147,18.31765000343323
2013-01-04,65.67136505689975,P,19.190000534057617,18.672000122070312,19.022000122070313,19.691000175476074,19.554800033569336,18.925999965667724,18.311000003814698
2013-01-07,65.72516370465661,P,19.020000457763672,18.8560001373291,18.940000152587892,19.62300024032593,19.576000061035156,18.949999961853027,18.297550010681153
2013-01-08,65.79942860036455,P,19.15999984741211,19.068000030517577,18.87200012207031,19.559500217437744,19.600000076293945,18.97299995422363,18.282350006103517
2013-01-09,65.83353583312199,P,19.600000381469727,19.19200019836426,18.901000213623046,19.517000198364258,19.632400093078612,18.991899967193604,18.274600009918213
2013-01-10,65.87440593369966,P,19.790000915527344,19.352000427246093,18.987000274658204,19.492500209808348,19.66820011138916,19.010099983215333,18.268750019073487
2013-01-11,65.92039461025517,A,20.190000534057617,19.552000427246092,19.112000274658204,19.467000198364257,19.7160001373291,19.03189998626709,18.26490002632141
2013-01-14,65.96623427401805,A,20.1200008392334,19.77200050354004,19.31400032043457,19.4330002784729,19.756000137329103,19.05319999694824,18.25915002822876
2013-01-15,66.00907459506924,A,20.21999931335449,19.984000396728515,19.526000213623046,19.409000205993653,19.79060012817383,19.07569999694824,18.25125002861023
2013-01-16,66.02718146462786,A,20.21999931335449,20.108000183105467,19.65000019073486,19.415500164031982,19.835000114440916,19.098199996948242,18.239400024414063
2013-01-17,66.02792228450369,A,20.18000030517578,20.186000061035156,19.76900024414062,19.4270001411438,19.882800102233887,19.121200008392336,18.224050025939942
2013-01-18,66.01011940828913,A,20.26000022888184,20.2,19.876000213623048,19.44900016784668,19.899000091552736,19.148800010681153,18.2121000289917
2013-01-21,65.99735477678287,A,20.26000022888184,20.227999877929687,20.000000190734863,19.470000171661376,19.911200103759764,19.17640001296997,18.207400026321412
2013-01-22,65.98963380653983,A,20.3700008392334,20.25800018310547,20.121000289916992,19.49650020599365,19.921200103759766,19.20230001449585,18.20795002937317
