Date,GRADE,GPS,NFLX,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2002-05-23,,,1.1964290142059326,,,,,,
2002-05-24,,,1.2100000381469729,,,,,,
2002-05-27,,,1.2100000381469729,,,,,,
2002-05-28,,,1.157142996788025,,,,,,
2002-05-29,,,1.1035710573196411,1.1754286289215088,,,,,
2002-05-30,,,1.0714290142059326,1.1504286289215089,,,,,
2002-05-31,,,1.076429009437561,1.1237144231796266,,,,,
2002-06-03,,,1.1285710334777832,1.1074286222457885,,,,,
2002-06-04,,,1.1178569793701172,1.099571418762207,,,,,
2002-06-05,,,1.147143006324768,1.1082858085632323,1.1418572187423706,,,,
2002-06-06,,,1.182142972946167,1.1304286003112793,1.140428614616394,,,,
2002-06-07,,,1.1185710430145264,1.1388570070266724,1.1312857151031495,,,,
2002-06-10,,,1.1564290523529053,1.1444286108016968,1.1259286165237428,,,,
2002-06-11,,,1.1535710096359253,1.1515714168548583,1.1255714178085328,,,,
2002-06-12,,,1.092857003211975,1.1407142162322998,1.1245000123977662,,,,
2002-06-13,,,1.0828570127487185,1.1208570241928102,1.1256428122520448,,,,
2002-06-14,,,0.98642897605896,1.0944286108016967,1.1166428089141847,,,,
2002-06-17,,,0.9221429824829102,1.0475713968276978,1.0960000038146973,,,,
2002-06-18,,,0.9107139706611632,0.9989999890327453,1.0752857029438019,,,,
2002-06-19,,,0.951429009437561,0.9707143902778625,1.055714303255081,1.098785760998726,,,
2002-06-20,,,0.957143008708954,0.9455715894699097,1.03321430683136,1.0868214607238769,,,
2002-06-21,,,0.979286015033722,0.9441429972648621,1.0192858040332795,1.0752857595682144,,,
2002-06-24,,,0.9785709977149964,0.9554286003112793,1.0014999985694886,1.0637143075466156,,,
2002-06-25,,,0.9642860293388368,0.9661430120468142,0.9825715005397798,1.0540714591741562,,,
2002-06-26,,,0.9885709881782532,0.9735714077949525,0.9721428990364076,1.0483214557170868,,,
2002-06-27,,,0.9435709714889526,0.9708570003509523,0.9582142949104311,1.0419285535812377,,,
2002-06-28,,,0.9992859959602356,0.9748569965362549,0.9594999969005586,1.0380714029073714,,,
2002-07-01,,,1.027856945991516,0.9847141861915588,0.9700713932514191,1.0330356985330582,,,
2002-07-02,,,1.1728570461273191,1.0264283895492554,0.9962857007980347,1.0357857018709182,,,
2002-07-03,,,1.214285969734192,1.0715713858604432,1.0225713968276977,1.0391428500413895,,,
2002-07-04,,,1.214285969734192,1.1257143855094909,1.0482856929302216,1.0407499998807908,,,
2002-07-05,,,1.2764290571212769,1.1811429977416992,1.077999997138977,1.0486429005861282,,,
2002-07-08,,,1.1757140159606934,1.2107144117355346,1.0977142989635467,1.0496071487665177,,,
2002-07-09,,,1.160714030265808,1.2082858085632324,1.1173570990562438,1.0499642997980119,,,
2002-07-10,,,1.163571000099182,1.1981428146362305,1.1348571002483365,1.0534999996423722,,,
2002-07-11,,,1.269286036491394,1.2091428279876708,1.1674286067485808,1.062821450829506,,,
2002-07-12,,,1.2078570127487185,1.1954284191131592,1.188285708427429,1.073892852663994,,,
2002-07-15,,,1.1428569555282593,1.1888570070266724,1.1997857093811035,1.0849285513162612,,,
2002-07-16,,,1.1264289617538452,1.1819999933242797,1.1951429009437562,1.0957143008708954,,,
2002-07-17,,,1.089285969734192,1.1671429872512817,1.182642900943756,1.102607148885727,,,
2002-07-18,,,1.1492860317230225,1.1431429862976075,1.1761429071426392,1.1122143000364304,,,
2002-07-19,,,1.159999966621399,1.1335715770721435,1.1644999980926514,1.1212499976158141,,,
2002-07-22,,,1.170714020729065,1.1391429901123047,1.1639999985694884,1.1308571487665176,,,
2002-07-23,,,1.1464289426803589,1.1431429862976075,1.1625714898109436,1.1399642944335937,,,
2002-07-24,,,1.114285945892334,1.1481429815292359,1.1576429843902587,1.1462500423192978,,,
2002-07-25,,,1.0364290475845337,1.1255715847015382,1.1343572854995727,1.1508929461240769,,,
