Date,GRADE,GPS,LHX,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1983-11-21,,,3.121711492538452,,,,,,
1983-11-22,,,3.1727209091186523,,,,,,
1983-11-23,,,3.162519693374634,,,,,,
1983-11-24,,,3.162519693374634,,,,,,
1983-11-25,,,3.182924032211304,3.1604791641235352,,,,,
1983-11-28,,,3.193124532699585,3.1747617721557617,,,,,
1983-11-29,,,3.2339327335357666,3.1870041370391844,,,,,
1983-11-30,,,3.325745820999145,3.2196493625640867,,,,,
1983-12-01,,,3.3359487056732178,3.2543351650238037,,,,,
1983-12-02,,,3.284937620162964,3.2747378826141356,3.2176085233688356,,,,
1983-12-05,,,3.2747387886047363,3.291060733795166,3.232911252975464,,,,
1983-12-06,,,3.2441325187683105,3.293100690841675,3.24005241394043,,,,
1983-12-07,,,3.2441325187683105,3.2767780303955076,3.248213696479797,,,,
1983-12-08,,,3.182924032211304,3.246173095703125,3.2502541303634644,,,,
1983-12-09,,,3.2033252716064453,3.2298506259918214,3.2522942543029787,,,,
1983-12-12,,,3.2441325187683105,3.223729372024536,3.257395052909851,,,,
1983-12-13,,,3.295142650604248,3.2339313983917237,3.2635160446166993,,,,
1983-12-14,,,3.2237281799316406,3.2298505306243896,3.2533142805099486,,,,
1983-12-15,,,3.121711492538452,3.217608022689819,3.231890559196472,,,,
1983-12-16,,,3.2135281562805176,3.219648599624634,3.2247496128082274,3.2211790680885315,,,
1983-12-19,,,3.2237281799316406,3.2155677318572997,3.219648551940918,3.2262799024581907,,,
1983-12-20,,,3.25433349609375,3.2074059009552003,3.220668649673462,3.2303605318069457,,,
1983-12-21,,,3.284937620162964,3.2196477890014648,3.2247491598129274,3.2364814281463623,,,
1983-12-22,,,3.3359487056732178,3.262495231628418,3.2400516271591187,3.2451528787612913,,,
1983-12-23,,,3.356351852416992,3.291059970855713,3.2553542852401733,3.253824269771576,,,
1983-12-26,,,3.356351852416992,3.3175847053527834,3.2665762186050413,3.2619856357574464,,,
1983-12-27,,,3.346149206161499,3.335947847366333,3.2716768741607667,3.267596459388733,,,
1983-12-28,,,3.325745820999145,3.3441094875335695,3.281878638267517,3.267596459388733,,,
1983-12-29,,,3.295142650604248,3.335948276519775,3.2992217540740967,3.2655561566352844,,,
1983-12-30,,,3.2747387886047363,3.319625663757324,3.3053428173065185,3.265046215057373,,,
1984-01-02,,,3.2747387886047363,3.303303050994873,3.310443878173828,3.265046215057373,,,
1984-01-03,,,3.2135281562805176,3.2767788410186767,3.306363344192505,3.263515996932983,,,
1984-01-04,,,3.3155453205108643,3.2747387409210207,3.309424114227295,3.2670866370201113,,,
1984-01-05,,,3.3359487056732178,3.2828999519348145,3.309424114227295,3.274737870693207,,,
1984-01-06,,,3.346149206161499,3.297182035446167,3.3084038496017456,3.2818790674209595,,,
1984-01-09,,,3.3359487056732178,3.3094240188598634,3.3063635349273683,3.286469876766205,,,
1984-01-10,,,3.295142650604248,3.3257469177246093,3.301262879371643,3.286469876766205,,,
1984-01-11,,,3.2237281799316406,3.307383489608765,3.2910611152648928,3.286469876766205,,,
1984-01-12,,,3.2441325187683105,3.2890202522277834,3.2859601020812987,3.292590928077698,,,
1984-01-13,,,3.295142650604248,3.278818941116333,3.28800048828125,3.296671652793884,,,
1984-01-16,,,3.295142650604248,3.2706577301025392,3.290040874481201,3.300242376327515,,,
1984-01-17,,,3.4685683250427246,3.3053428649902346,3.3155448913574217,3.3109541177749633,,,
1984-01-18,,,3.4175612926483154,3.3441094875335695,3.325746488571167,3.317585301399231,,,
1984-01-19,,,3.427762269973755,3.380835437774658,3.3349278450012205,3.322175979614258,,,
1984-01-20,,,3.427762269973755,3.4073593616485596,3.343089151382446,3.325746500492096,,,
1984-01-23,,,3.4073588848114014,3.4298026084899904,3.350230169296265,3.3282968521118166,,,
1984-01-24,,,3.356351852416992,3.407359313964844,3.3563510894775392,3.328806984424591,,,
1984-01-25,,,3.3665547370910645,3.3971580028533936,3.3706337451934814,3.330847430229187,,,
1984-01-26,,,3.356351852416992,3.382875919342041,3.38185567855835,3.333907890319824,,,
1984-01-27,,,3.2441325187683105,3.346149969100952,3.3767546653747558,3.332377576828003,3.2824912214279176,,
1984-01-30,,,3.182924032211304,3.3012629985809325,3.3655328035354612,3.3277868390083314,3.2837154722213744,,
1984-01-31,,,3.1421170234680176,3.258416032791138,3.3328876733779906,3.3242162823677064,3.2831033945083616,,
1984-02-01,,,3.162519693374634,3.2176090240478517,3.3073835134506226,3.3165650010108947,3.2831033945083616,,
1984-02-02,,,3.152315855026245,3.176801824569702,3.2798388719558718,3.307383358478546,3.282899317741394,,
1984-02-03,,,3.152315855026245,3.158438491821289,3.2522942304611204,3.2976916909217833,3.282287154197693,,
1984-02-06,,,3.0196971893310547,3.125793123245239,3.213528060913086,3.281879115104675,3.2788186073303223,,
1984-02-07,,,3.0196971893310547,3.1013091564178468,3.1798625946044923,3.2681068420410155,3.274533896446228,,
1984-02-08,,,2.8666703701019287,3.0421392917633057,3.1298741579055784,3.25025395154953,3.2653523874282837,,
1984-02-09,,,2.8156638145446777,2.9748088836669924,3.075805354118347,3.2288305163383484,3.254946689605713,,
1984-02-10,,,2.9074783325195312,2.9258413791656492,3.042139935493469,3.2094473004341126,3.247397503852844,,
1984-02-13,,,2.887073278427124,2.899316596984863,3.0125548601150514,3.1890438318252565,3.239644193649292,,
1984-02-14,,,2.9380829334259038,2.882993745803833,2.99215145111084,3.162519562244415,3.233523201942444,,
1984-02-15,,,2.897277593612671,2.8891151905059815,2.9656272411346434,3.1365053772926332,3.226586103439331,,
1984-02-16,,,2.9278805255889893,2.9115585327148437,2.943183708190918,3.1115112900733948,3.221485233306885,,
1984-02-17,,,2.9278805255889893,2.915638971328735,2.920740175247192,3.0865172028541563,3.2159763383865356,,
