Date,GRADE,GPS,CPAY,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2011-01-25,,,31.049999237060547,30.671999740600587,30.522999954223632,30.4979998588562,,,
2011-01-26,,,31.299999237060547,30.89399948120117,30.558999824523926,30.51299982070923,,,
2011-01-27,,,30.200000762939453,30.923999786376953,30.558999824523926,30.482999897003175,,,
2011-01-28,,,29.979999542236328,30.81999969482422,30.531999778747558,30.435999870300293,,,
2011-01-31,,,30.0,30.505999755859374,30.50699977874756,30.41249990463257,,,
2011-02-01,,,30.040000915527344,30.304000091552734,30.48799991607666,30.41549997329712,,,
2011-02-02,,,30.0,30.044000244140626,30.4689998626709,30.395499992370606,,,
2011-02-03,,,30.0,30.004000091552733,30.463999938964843,30.39399995803833,,,
2011-02-04,,,29.989999771118164,30.006000137329103,30.41299991607666,30.39399995803833,,,
2011-02-07,,,30.51000022888184,30.108000183105467,30.306999969482423,30.419499969482423,,,
2011-02-08,,,31.15999984741211,30.33199996948242,30.318000030517577,30.420499992370605,,,
2011-02-09,,,31.280000686645508,30.588000106811524,30.316000175476074,30.4375,,,
2011-02-10,,,31.270000457763672,30.842000198364257,30.423000144958497,30.49099998474121,,,
2011-02-11,,,31.51000022888184,31.14600028991699,30.576000213623047,30.553999996185304,,,
2011-02-14,,,31.0,31.244000244140626,30.67600021362305,30.591499996185302,,,
2011-02-15,,,31.0,31.2120002746582,30.772000122070313,30.630000019073485,,,
2011-02-16,,,31.479999542236328,31.252000045776366,30.920000076293945,30.694499969482422,,,
2011-02-17,,,32.5,31.497999954223634,31.170000076293945,30.817000007629396,,,
2011-02-18,,,33.5099983215332,31.897999572753907,31.52199993133545,30.967499923706054,,,
2011-02-21,,,33.5099983215332,32.39999923706055,31.821999740600585,31.064499855041504,,,
2011-02-22,,,31.959999084472656,32.59199905395508,31.90199966430664,31.10999984741211,30.51719985961914,,
2011-02-23,,,32.0,32.69599914550781,31.97399959564209,31.14499988555908,30.61219985961914,,
2011-02-24,,,32.4900016784668,32.693999481201175,32.0959997177124,31.259499931335448,30.71499988555908,,
2011-02-25,,,32.060001373291016,32.40400009155273,32.15099983215332,31.363500022888182,30.79479991912842,,
2011-02-28,,,31.989999771118164,32.10000038146973,32.249999809265134,31.46300001144409,30.86399990081787,,
2011-03-01,,,30.700000762939453,31.848000717163085,32.21999988555908,31.496000003814697,30.88299991607666,,
2011-03-02,,,30.06999969482422,31.46200065612793,32.07899990081787,31.499499988555907,30.902799911499024,,
2011-03-03,,,30.700000762939453,31.10400047302246,31.898999977111817,31.53450002670288,30.900599937438965,,
2011-03-04,,,30.75,30.842000198364257,31.623000144958496,31.572500038146973,30.899399948120116,,
2011-03-07,,,30.36000061035156,30.51600036621094,31.308000373840333,31.56500005722046,30.886799964904785,,
2011-03-08,,,30.440000534057617,30.46400032043457,31.156000518798827,31.529000091552735,30.87439998626709,,
2011-03-09,,,30.170000076293945,30.484000396728515,30.973000526428223,31.473500061035157,30.85779998779297,,
2011-03-10,,,30.25,30.394000244140624,30.749000358581544,31.42250003814697,30.846800003051758,,
2011-03-11,,,30.51000022888184,30.346000289916994,30.594000244140624,31.372500038146974,30.838600006103515,,
2011-03-14,,,31.32999992370605,30.54000015258789,30.528000259399413,31.389000034332277,30.855800018310546,,
2011-03-15,,,31.549999237060547,30.761999893188477,30.613000106811523,31.4164999961853,30.887200012207032,,
2011-03-16,,,31.43000030517578,31.013999938964844,30.74900016784668,31.414000034332275,30.90780002593994,,
2011-03-17,,,31.350000381469727,31.23400001525879,30.814000129699707,31.35650005340576,30.934200019836425,,
2011-03-18,,,31.57999992370605,31.447999954223633,30.897000122070313,31.260000133514403,30.966000022888185,,
2011-03-21,,,33.150001525878906,31.812000274658203,31.17600021362305,31.24200029373169,31.029000053405763,,
2011-03-22,,,32.72999954223633,32.04800033569336,31.405000114440917,31.28050031661987,31.06080005645752,,
2011-03-23,,,33.310001373291016,32.4240005493164,31.719000244140624,31.346000385284423,31.108200073242188,,
2011-03-24,,,33.16999816894531,32.78800010681152,32.011000061035155,31.38000020980835,31.167600021362304,,
2011-03-25,,,33.09000015258789,33.09000015258789,32.26900005340576,31.431500148773193,31.224400024414063,,
2011-03-28,,,34.400001525878906,33.34000015258789,32.57600021362305,31.55200023651123,31.30740005493164,,
2011-03-29,,,32.70000076293945,33.33400039672851,32.691000366210936,31.65200023651123,31.356800079345703,,
2011-03-30,,,32.470001220703125,33.16600036621094,32.79500045776367,31.772000312805176,31.40240009307861,,
2011-03-31,,,32.65999984741211,33.0640007019043,32.92600040435791,31.870000267028807,31.454600105285646,,
2011-04-01,,,34.08000183105469,33.262001037597656,33.17600059509277,32.03650035858154,31.526200141906738,,
2011-04-04,,,34.0,33.182000732421876,33.26100044250488,32.21850032806397,31.574800148010254,,
2011-04-05,,,33.81999969482422,33.40600051879883,33.37000045776367,32.387500286102295,31.63020015716553,,
2011-04-06,,,32.790000915527344,33.470000457763675,33.318000411987306,32.518500328063965,31.660000190734863,,
2011-04-07,,,33.33000183105469,33.604000854492185,33.334000778198245,32.672500419616696,31.722600212097166,,
2011-04-08,,,33.09000015258789,33.40600051879883,33.334000778198245,32.801500415802,31.7848002243042,,
2011-04-11,,,33.369998931884766,33.28000030517578,33.23100051879883,32.903500366210935,31.852200202941894,,
2011-04-12,,,33.290000915527344,33.1740005493164,33.29000053405762,32.99050045013428,31.917200202941896,,
2011-04-13,,,33.4900016784668,33.3140007019043,33.39200057983398,33.09350051879883,31.987000236511232,,
2011-04-14,,,33.66999816894531,33.38199996948242,33.4930004119873,33.20950040817261,32.06040019989014,,
2011-04-15,,,34.2599983215332,33.61599960327148,33.511000061035155,33.34350032806397,32.14580017089844,,
2011-04-18,,,33.7599983215332,33.693999481201175,33.486999893188475,33.37400016784668,32.210800132751466,,
2011-04-19,,,34.220001220703125,33.87999954223633,33.52700004577637,33.44850025177002,32.27200016021729,,
2011-04-20,,,34.81999969482422,34.145999145507815,33.72999992370605,33.52400016784668,32.34280014038086,,
2011-04-21,,,34.63999938964844,34.33999938964844,33.86099967956543,33.597500228881835,32.410200119018555,,
2011-04-22,,,34.63999938964844,34.41599960327149,34.01599960327148,33.67500019073486,32.47280010223389,,
2011-04-25,,,34.290000915527344,34.52200012207031,34.10799980163574,33.66950016021728,32.53860012054443,,
2011-04-26,,,34.630001068115234,34.604000091552734,34.241999816894534,33.76600017547607,32.611200141906735,,
2011-04-27,,,34.810001373291016,34.6020004272461,34.373999786376956,33.883000183105466,32.67780017852783,,
2011-04-28,,,36.790000915527344,35.03200073242188,34.68600006103516,34.08950023651123,32.76360019683838,,
2011-04-29,,,37.5099983215332,35.60600051879883,35.011000061035155,34.261000061035155,32.84360019683838,,
2011-05-02,,,36.130001068115234,35.97400054931641,35.24800033569336,34.367500114440915,32.89600025177002,,
2011-05-03,,,34.119998931884766,35.87200012207031,35.238000106811526,34.382500076293944,32.939200248718265,31.728200054168703,
2011-05-04,,,34.09000015258789,35.72799987792969,35.16500015258789,34.44750003814697,32.98100025177002,31.79660005569458,
2011-05-05,,,34.720001220703125,35.31399993896484,35.17300033569336,34.51700000762939,33.02560024261474,31.870300064086916,
2011-05-06,,,33.18000030517578,34.44800033569336,35.027000427246094,34.52150001525879,33.048000221252444,31.92140007019043,
2011-05-09,,,33.119998931884766,33.84599990844727,34.910000228881835,34.50900001525879,33.07060020446777,31.967300052642823,
2011-05-10,,,33.779998779296875,33.77799987792969,34.825,34.53349990844727,33.132200164794924,32.00760004043579,
2011-05-11,,,33.38999938964844,33.6379997253418,34.682999801635745,34.52849979400635,33.198600158691406,32.05070003509522,
2011-05-12,,,33.61000061035156,33.41599960327149,34.364999771118164,34.52549991607666,33.256800155639645,32.0787000465393,
2011-05-13,,,35.380001068115234,33.85599975585937,34.15200004577637,34.58150005340576,33.349400177001954,32.12440006256104,
2011-05-16,,,35.150001525878906,34.262000274658206,34.05400009155274,34.65100021362305,33.4452001953125,32.166000080108645,
2011-05-17,,,34.06999969482422,34.32000045776367,34.04900016784668,34.6435001373291,33.517800178527835,32.196100082397464,
2011-05-18,,,35.0,34.64200057983398,34.14000015258789,34.65250015258789,33.614400177001954,32.23610008239746,
2011-05-19,,,36.0,35.12000045776367,34.26800003051758,34.72050018310547,33.729400177001956,32.28810009002686,
2011-05-20,,,35.5,35.14400024414063,34.5,34.76350021362305,33.829200172424315,32.33390008926391,
2011-05-23,,,34.869998931884766,35.087999725341795,34.675,34.79250011444092,33.90000015258789,32.37790008544922,
2011-05-24,,,34.34000015258789,35.14199981689453,34.731000137329104,34.778000068664554,33.955800170898435,32.42150009155274,
2011-05-25,,,33.720001220703125,34.886000061035155,34.76400032043457,34.72350006103515,34.001600189208986,32.45470010757446,
2011-05-26,,,33.689998626708984,34.42399978637695,34.77200012207031,34.56849994659424,34.04840015411377,32.491300086975095,
2011-05-27,,,33.369998931884766,33.997999572753905,34.57099990844726,34.36149997711182,34.084200134277346,32.52510007858277,
2011-05-30,,,33.369998931884766,33.69799957275391,34.39299964904785,34.223499870300294,34.08860008239746,32.558800067901615,
2011-05-31,,,33.7400016784668,33.577999877929685,34.35999984741211,34.20450000762939,34.10880012512207,32.5848000907898,
2011-06-01,,,33.0,33.433999633789064,34.15999984741211,34.15,34.10260009765625,32.60540008544922,
2011-06-02,,,32.90999984741211,33.27799987792969,33.85099983215332,34.05949993133545,34.097400131225584,32.632500076293944,
2011-06-03,,,31.790000915527344,32.9620002746582,33.47999992370605,33.98999996185303,34.07140014648437,32.647900085449216,
2011-06-06,,,31.07999992370605,32.50400047302246,33.101000022888186,33.88800001144409,34.00500011444092,32.656200084686276,
2011-06-07,,,30.6200008392334,31.88000030517578,32.729000091552734,33.73000011444092,33.9634001159668,32.66010009765625,
2011-06-08,,,30.0,31.280000305175783,32.35699996948242,33.560500144958496,33.91400009155274,32.658200092315674,
2011-06-09,,,30.040000915527344,30.706000518798827,31.99200019836426,33.38200016021729,33.86160011291504,32.65810010910034,
2011-06-10,,,29.15999984741211,30.18000030517578,31.57100028991699,33.07100009918213,33.76320007324219,32.644700107574465,
2011-06-13,,,30.01000022888184,29.966000366210938,31.2350004196167,32.814000034332274,33.683400077819826,32.62910011291504,
2011-06-14,,,30.15999984741211,29.87400016784668,30.87700023651123,32.61850004196167,33.61020008087158,32.620200119018556,
2011-06-15,,,30.09000015258789,29.892000198364258,30.58600025177002,32.37300004959106,33.55620006561279,32.60810012817383,
2011-06-16,,,30.06999969482422,29.897999954223632,30.30200023651123,32.07650003433228,33.49100002288819,32.606800117492675,
2011-06-17,,,30.229999542236328,30.111999893188475,30.146000099182128,31.813000011444093,33.43380001068115,32.60930011749267,
2011-06-20,,,30.0,30.10999984741211,30.038000106811523,31.569500064849855,33.36640003204346,32.60930011749267,
2011-06-21,,,30.350000381469727,30.147999954223632,30.011000061035155,31.370000076293945,33.307600021362305,32.6124001121521,
2011-06-22,,,30.100000381469727,30.15,30.021000099182128,31.189000034332274,33.239799995422366,32.6134001159668,
2011-06-23,,,30.15999984741211,30.16800003051758,30.032999992370605,31.012500095367432,33.1696000289917,32.61500011444092,
2011-06-24,,,30.040000915527344,30.13000030517578,30.12100009918213,30.84600019454956,33.08520008087158,32.615500125885006,
2011-06-27,,,29.93000030517578,30.116000366210937,30.113000106811523,30.67400026321411,33.008600120544436,32.60970012664795,
2011-06-28,,,29.8700008392334,30.020000457763672,30.084000205993654,30.48050022125244,32.92160011291504,32.59680013656616,
2011-06-29,,,29.530000686645508,29.906000518798827,30.028000259399413,30.307000255584718,32.81580013275146,32.57930013656616,
2011-06-30,,,29.63999938964844,29.802000427246092,29.985000228881837,30.143500232696532,32.71580013275147,32.56300012588501,
2011-07-01,,,29.700000762939453,29.734000396728515,29.932000350952148,30.039000225067138,32.61700016021729,32.54490013122559,
2011-07-04,,,29.700000762939453,29.68800048828125,29.902000427246094,29.97000026702881,32.52520015716553,32.53190013885498,
2011-07-05,,,29.530000686645508,29.620000457763673,29.820000457763673,29.915500259399415,32.423200149536136,32.51720014572143,
2011-07-06,,,30.100000381469727,29.734000396728515,29.820000457763673,29.9205002784729,32.32900012969971,32.50340015411377,
2011-07-07,,,29.700000762939453,29.746000671386717,29.774000549316405,29.903500270843505,32.18720012664795,32.47540016174317,
2011-07-08,,,29.799999237060547,29.76600036621094,29.750000381469725,29.93550024032593,32.03300014495849,32.43830017089844,
2011-07-11,,,29.979999542236328,29.822000122070314,29.75500030517578,29.93400020599365,31.91000011444092,32.40300018310547,
2011-07-12,,,30.0,29.915999984741212,29.768000221252443,29.92600021362305,31.827600135803223,32.383400192260744,
2011-07-13,,,30.149999618530277,29.92599983215332,29.830000114440917,29.929000186920167,31.74880012512207,32.36490018844604,
2011-07-14,,,29.90999984741211,29.96799964904785,29.857000160217286,29.92100019454956,31.65260009765625,32.339100170135495,
2011-07-15,,,29.6200008392334,29.931999969482423,29.84900016784668,29.890500259399413,31.5814001083374,32.31470016479492,
2011-07-18,,,29.51000022888184,29.838000106811524,29.830000114440917,29.866000270843507,31.509200134277343,32.28990016937256,
2011-07-19,,,29.71999931335449,29.78199996948242,29.848999977111816,29.834500217437743,31.428000144958496,32.280100154876706,
2011-07-20,,,29.549999237060547,29.661999893188476,29.793999862670898,29.807000160217285,31.351200141906737,32.274900150299075,
2011-07-21,,,29.51000022888184,29.58199996948242,29.774999809265136,29.774500179290772,31.269200134277344,32.2630001449585,
2011-07-22,,,29.38999938964844,29.53599967956543,29.733999824523927,29.742000102996826,31.149400100708007,32.24940013885498,
2011-07-25,,,29.15999984741211,29.465999603271484,29.651999855041502,29.703500080108643,31.029600067138674,32.237400131225584,
2011-07-26,,,29.32999992370605,29.387999725341796,29.58499984741211,29.676500034332275,30.93480007171631,32.22630012512207,
2011-07-27,,,29.299999237060547,29.337999725341795,29.499999809265137,29.664999961853027,30.820800056457518,32.217600116729734,
2011-07-28,,,29.479999542236328,29.331999588012696,29.45699977874756,29.65699996948242,30.690400047302248,32.2099001121521,
2011-07-29,,,29.63999938964844,29.381999588012697,29.458999633789062,29.653999900817873,30.573200035095216,32.20120010375977,
2011-08-01,,,29.6200008392334,29.473999786376954,29.469999694824217,29.64999990463257,30.468200073242187,32.18410011291504,
2011-08-02,,,29.190000534057617,29.445999908447266,29.41699981689453,29.632999897003174,30.36520008087158,32.16050012588501,
2011-08-03,,,29.11000061035156,29.408000183105468,29.372999954223634,29.583499908447266,30.27300006866455,32.137300128936765,
2011-08-04,,,28.399999618530277,29.19200019836426,29.261999893188477,29.518499851226807,30.167200088500977,32.10780012130737,
2011-08-05,,,30.01000022888184,29.26600036621094,29.323999977111818,29.528999900817873,30.100000114440917,32.09210012435913,
2011-08-08,,,26.96999931335449,28.736000061035156,29.104999923706053,29.378499889373778,29.972000122070312,32.03030010223389,
2011-08-09,,,28.86000061035156,28.670000076293945,29.057999992370604,29.32149991989136,29.87440010070801,31.991600112915037,
2011-08-10,,,28.420000076293945,28.53199996948242,28.970000076293946,29.23499994277954,29.782800102233885,31.942700099945068,
2011-08-11,,,27.450000762939453,28.342000198364257,28.767000198364258,29.111999988555908,29.673600120544435,31.88550012588501,
2011-08-12,,,26.959999084472656,27.731999969482423,28.49900016784668,28.978999900817872,29.57700008392334,31.82420011520386,
2011-08-15,,,27.01000022888184,27.74000015258789,28.238000106811523,28.853999900817872,29.495600090026855,31.750300102233886,
2011-08-16,,,26.290000915527344,27.226000213623045,27.948000144958495,28.682499980926515,29.409000091552734,31.686200103759766,
2011-08-17,,,27.0,26.94200019836426,27.73700008392334,28.555000019073486,29.349000091552735,31.631500091552734,
2011-08-18,,,25.57999992370605,26.568000030517577,27.455000114440917,28.358500003814697,29.25980007171631,31.560700092315674,
2011-08-19,,,25.26000022888184,26.228000259399415,26.98000011444092,28.15200004577637,29.181800079345702,31.472500076293944,
2011-08-22,,,25.25,25.876000213623048,26.80800018310547,27.95650005340576,29.086600074768068,31.385000076293945,
2011-08-23,,,26.81999969482422,25.981999969482423,26.604000091552734,27.83100004196167,29.019800071716308,31.315000076293945,
2011-08-24,,,27.8799991607666,26.157999801635743,26.55,27.760000038146973,28.975600051879884,31.26590005874634,
2011-08-25,,,27.90999984741211,26.623999786376952,26.595999908447265,27.681500053405763,28.93240005493164,31.21170003890991,
2011-08-26,,,28.0,27.171999740600587,26.7,27.59950008392334,28.887800064086914,31.160800037384032,
2011-08-29,,,28.46999931335449,27.815999603271486,26.845999908447265,27.542000007629394,28.857200050354002,31.11180004119873,
2011-08-30,,,28.06999969482422,28.065999603271486,27.023999786376955,27.485999965667723,28.811600036621094,31.0596000289917,
2011-08-31,,,28.40999984741211,28.171999740600587,27.164999771118165,27.45099992752075,28.777800025939943,31.008800010681153,
2011-09-01,,,28.26000022888184,28.24199981689453,27.43299980163574,27.44399995803833,28.739800033569335,30.954700031280517,
2011-09-02,,,27.88999938964844,28.219999694824217,27.695999717712404,27.33799991607666,28.69680000305176,30.89100004196167,
2011-09-05,,,27.88999938964844,28.10399971008301,27.959999656677248,27.38399991989136,28.65599998474121,30.83230005264282,
2011-09-06,,,27.809999465942383,28.051999664306642,28.058999633789064,27.3314998626709,28.61479995727539,30.768200035095216,
2011-09-07,,,28.030000686645508,27.97599983215332,28.07399978637695,27.311999893188478,28.58479995727539,30.700300045013428,
2011-09-08,,,27.799999237060547,27.883999633789063,28.062999725341797,27.329499816894533,28.547999954223634,30.631900043487548,
2011-09-09,,,27.68000030517578,27.841999816894532,28.030999755859376,27.365499877929686,28.50759994506836,30.562300052642822,
2011-09-12,,,27.8799991607666,27.839999771118165,27.971999740600587,27.408999824523924,28.471199913024904,30.498200035095216,
2011-09-13,,,28.020000457763672,27.881999969482422,27.966999816894532,27.49549980163574,28.440999908447267,30.432100028991698,
2011-09-14,,,28.420000076293945,27.95999984741211,27.967999839782713,27.56649980545044,28.40739990234375,30.368200016021728,
2011-09-15,,,28.850000381469727,28.170000076293945,28.026999855041502,27.729999828338624,28.390399894714356,30.288800010681154,
2011-09-16,,,29.100000381469727,28.454000091552736,28.147999954223632,27.921999835968016,28.37639991760254,30.204700031280517,
2011-09-19,,,28.21999931335449,28.522000122070313,28.180999946594238,28.07049980163574,28.3411999130249,30.12560001373291,
2011-09-20,,,27.850000381469727,28.488000106811523,28.185000038146974,28.12199983596802,28.298199920654298,30.06290002822876,30.89555004119873
2011-09-21,,,26.75,28.154000091552735,28.056999969482423,28.06549987792969,28.230199928283692,29.98950002670288,30.89305004119873
2011-09-22,,,26.239999771118164,27.631999969482422,27.901000022888184,27.98199987411499,28.156799926757813,29.90470001220703,30.88750003814697
2011-09-23,,,26.61000061035156,27.13400001525879,27.79400005340576,27.91249990463257,28.096599922180175,29.83900001525879,30.88020004272461
2011-09-26,,,26.21999931335449,26.73400001525879,27.62800006866455,27.799999904632568,28.030799903869628,29.770000019073485,30.868650035858153
2011-09-27,55.31704273161659,B,27.059999465942383,26.57599983215332,27.53199996948242,27.749499893188478,27.977599906921387,29.70280002593994,30.855200033187867
2011-09-28,55.372903044935505,B,26.809999465942383,26.587999725341795,27.370999908447267,27.66949987411499,27.922799911499023,29.637000026702882,30.84385003089905
2011-09-29,55.42403161365986,B,26.239999771118164,26.587999725341795,27.10999984741211,27.568499851226807,27.85739990234375,29.563300018310546,30.821000032424926
2011-09-30,55.36859194781966,B,26.26000022888184,26.51799964904785,26.82599983215332,27.486999893188475,27.79479991912842,29.47210000991821,30.798250036239622
2011-10-03,55.32992806920168,B,25.780000686645508,26.429999923706056,26.58199996948242,27.38149995803833,27.727199935913085,29.37840000152588,30.77220004081726
2011-10-04,55.39263852564707,B,27.299999237060547,26.477999877929687,26.526999855041502,27.35599994659424,27.686599922180175,29.31069999694824,30.75340003967285
2011-10-05,55.53431425391579,B,27.75,26.665999984741212,26.626999855041504,27.34199991226196,27.655599937438964,29.238199996948243,30.73715003967285
2011-10-06,55.84946408216621,B,28.030000686645508,27.02400016784668,26.805999946594238,27.353499984741212,27.626599960327148,29.158500003814698,30.723300046920777
2011-10-07,56.16770430158744,C,27.799999237060547,27.33199996948242,26.924999809265138,27.35949993133545,27.58979995727539,29.081499996185304,30.70770004272461
2011-10-10,56.585254671551674,C,28.01000022888184,27.777999877929688,27.103999900817872,27.36599998474121,27.55759994506836,29.012900009155274,30.695400047302247
2011-10-11,56.712716566906614,C,28.0,27.91800003051758,27.197999954223633,27.364999961853027,27.533799934387208,28.949500007629396,30.685500049591063
2011-10-12,56.76208296242951,C,28.21999931335449,28.011999893188477,27.338999938964843,27.354999923706053,27.515999908447267,28.894499988555907,30.674600048065187
2011-10-13,56.73730231602215,C,28.11000061035156,28.027999877929688,27.526000022888184,27.317999935150148,27.51019992828369,28.838700008392333,30.665000047683716
2011-10-14,56.734977051003774,C,28.07999992370605,28.084000015258788,27.707999992370606,27.266999912261962,27.471599922180175,28.785800018310546,30.655450048446657
2011-10-17,56.60142527816052,C,27.26000022888184,27.93400001525879,27.85599994659424,27.21899995803833,27.477399940490724,28.724700031280516,30.641750049591064
2011-10-18,56.51972711123434,B,27.71999931335449,27.87799987792969,27.897999954223632,27.21249990463257,27.45459991455078,28.664500007629396,30.624650049209595
2011-10-19,56.46700599694933,B,27.899999618530277,27.813999938964844,27.91299991607666,27.26999988555908,27.444199905395507,28.613500003814696,30.60945004463196
2011-10-20,56.425631592222,C,27.729999542236328,27.737999725341798,27.88299980163574,27.34449987411499,27.449799880981445,28.56170000076294,30.597100038528442
2011-10-21,56.431997646898516,C,27.75,27.671999740600587,27.87799987792969,27.401499843597414,27.46559989929199,28.521299991607666,30.584600038528443
2011-10-24,56.58393727630345,C,28.049999237060547,27.82999954223633,27.88199977874756,27.492999839782716,27.486399879455565,28.49099998474121,30.573600034713746
2011-10-25,56.72847710278546,B,27.940000534057617,27.873999786376952,27.87599983215332,27.536999893188476,27.51939987182617,28.464199981689454,30.56215003967285
2011-10-26,56.82608558171424,C,28.0,27.8939998626709,27.853999900817872,27.596499919891357,27.539399871826173,28.444199981689454,30.551200037002562
2011-10-27,56.99234563573446,C,28.21999931335449,27.99199981689453,27.864999771118164,27.695499897003174,27.59219985961914,28.425999965667724,30.542050037384033
2011-10-28,57.136246701282225,C,28.190000534057617,28.079999923706055,27.87599983215332,27.791999912261964,27.650799865722657,28.41629997253418,30.53050004005432
2011-10-31,57.14231600023478,C,27.959999084472656,28.061999893188478,27.945999717712404,27.90099983215332,27.70499984741211,28.395799961090088,30.512450037002562
2011-11-01,57.02909724735412,C,27.299999237060547,27.933999633789064,27.903999710083006,27.90099983215332,27.714599838256834,28.36719995498657,30.493700037002565
2011-11-02,56.958809690692725,C,27.82999992370605,27.899999618530273,27.896999740600585,27.904999828338624,27.713599853515625,28.344599952697752,30.47635004043579
2011-11-03,56.88219725149265,C,28.270000457763672,27.90999984741211,27.95099983215332,27.91699981689453,27.720799865722658,28.326599960327147,30.466700038909913
2011-11-04,56.75861666594042,C,27.96999931335449,27.865999603271483,27.97299976348877,27.925499820709227,27.720199851989747,28.30399995803833,30.456650037765503
2011-11-07,56.68368637123644,C,28.049999237060547,27.883999633789063,27.97299976348877,27.927499771118164,27.711799850463866,28.284499950408936,30.446900033950804
2011-11-08,56.76753607040852,C,27.850000381469727,27.993999862670897,27.96399974822998,27.91999979019165,27.707399864196777,28.259499950408937,30.435950031280516
2011-11-09,56.64106991324803,B,26.90999984741211,27.809999847412108,27.85499973297119,27.85449981689453,27.677399864196776,28.22759994506836,30.420500030517577
2011-11-10,56.641243291578284,B,28.43000030517578,27.841999816894532,27.87599983215332,27.87049980163574,27.680799865722655,28.210299949645997,30.41265003204346
2011-11-11,56.86811952340941,C,29.549999237060547,28.157999801635743,28.011999702453615,27.943999767303467,27.7139998626709,28.20539993286133,30.41045002937317
2011-11-14,56.984204407862116,C,28.739999771118164,28.295999908447264,28.089999771118165,28.017999744415285,27.730999870300295,28.19349992752075,30.40160002708435
2011-11-15,57.14246058695949,C,28.96999931335449,28.519999694824218,28.25699977874756,28.080499744415285,27.754199867248534,28.184499912261963,30.39065002441406
2011-11-16,57.47031700550453,C,28.809999465942383,28.899999618530273,28.35499973297119,28.12599973678589,27.769799842834473,28.177299900054933,30.378300018310547
2011-11-17,57.424424203262696,C,28.15999984741211,28.84599952697754,28.343999671936036,28.147499752044677,27.776999855041502,28.16249990463257,30.36275001525879
2011-11-18,57.15504728359809,C,28.229999542236328,28.581999588012696,28.36999969482422,28.171499729156494,27.787999839782714,28.14779989242554,30.34635001182556
2011-11-21,56.97767744233888,C,27.899999618530277,28.413999557495117,28.35499973297119,28.16399974822998,27.78839984893799,28.129799880981444,30.330850009918212
2011-11-22,56.72970950838806,C,27.75,28.16999969482422,28.344999694824217,28.1544997215271,27.782999839782715,28.11199987411499,30.314600009918212
2011-11-23,56.412237124772695,B,27.190000534057617,27.845999908447265,28.37299976348877,28.11399974822998,27.758399848937987,28.08289987564087,30.29315001487732
2011-11-24,56.23143467733866,B,27.190000534057617,27.65200004577637,28.248999786376952,28.062499809265137,27.725199851989746,28.05779987335205,30.266600017547606
2011-11-25,55.99558337391701,B,26.979999542236328,27.40200004577637,27.99199981689453,28.00199975967407,27.682799835205078,28.029599876403807,30.233950023651122
2011-11-28,55.886762590699014,B,27.3700008392334,27.296000289916993,27.854999923706053,27.97249984741211,27.665799865722658,28.003499889373778,30.203250036239623
2011-11-29,55.89676394691827,B,27.729999542236328,27.292000198364256,27.73099994659424,27.993999862670897,27.66339984893799,27.98079988479614,30.182100038528443
2011-11-30,56.10856786675476,B,28.399999618530277,27.53400001525879,27.689999961853026,28.02249984741211,27.696399841308594,27.963299884796143,30.164100036621093
