Date,GRADE,GPS,PSA,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1983-11-21,,,2.79801607131958,,,,,,
1983-11-22,,,2.8187413215637207,,,,,,
1983-11-23,,,2.860194444656372,,,,,,
1983-11-24,,,2.860194444656372,,,,,,
1983-11-25,,,2.860194444656372,2.8394681453704833,,,,,
1983-11-28,,,2.8187413215637207,2.8436131954193113,,,,,
1983-11-29,,,2.860194444656372,2.8519038200378417,,,,,
1983-11-30,,,2.8187413215637207,2.8436131954193113,,,,,
1983-12-01,,,2.8394691944122314,2.8394681453704833,,,,,
1983-12-02,,,2.860194444656372,2.8394681453704833,2.8394681453704833,,,,
1983-12-05,,,2.8394691944122314,2.8436137199401856,2.8436134576797487,,,,
1983-12-06,,,2.860194444656372,2.8436137199401856,2.8477587699890137,,,,
1983-12-07,,,2.860194444656372,2.851904344558716,2.8477587699890137,,,,
1983-12-08,,,2.79801607131958,2.8436137199401856,2.8415409326553345,,,,
1983-12-09,,,2.79801607131958,2.8311780452728272,2.8353230953216553,,,,
1983-12-12,,,2.7151119709014893,2.8063066005706787,2.824960160255432,,,,
1983-12-13,,,2.79801607131958,2.7938709259033203,2.8187423229217528,,,,
1983-12-14,,,2.756564140319824,2.7731448650360107,2.812524604797363,,,,
1983-12-15,,,2.7151119709014893,2.7565640449523925,2.800088882446289,,,,
1983-12-16,,,2.7358386516571045,2.7441285610198975,2.7876533031463624,2.813560724258423,,,
1983-12-19,,,2.756564140319824,2.7524189949035645,2.7793627977371216,2.811488127708435,,,
1983-12-20,,,2.777289628982544,2.7482737064361573,2.7710723161697386,2.809415543079376,,,
1983-12-21,,,2.79801607131958,2.7565640926361086,2.7648544788360594,2.8063066244125365,,,
1983-12-22,,,2.79801607131958,2.7731449127197267,2.7648544788360594,2.803197705745697,,,
1983-12-23,,,2.6943860054016118,2.764854383468628,2.7544914722442626,2.794907283782959,,,
1983-12-26,,,2.6943860054016118,2.7524187564849854,2.752418875694275,2.7886895179748534,,,
1983-12-27,,,2.673659563064575,2.731692743301392,2.7399832248687743,2.7793627738952638,,,
1983-12-28,,,2.6943860054016118,2.710966730117798,2.733765411376953,2.773145008087158,,,
1983-12-29,,,2.777289628982544,2.706821441650391,2.7399831771850587,2.7700360298156737,,,
1983-12-30,,,2.79801607131958,2.7275474548339846,2.746200919151306,2.766927111148834,,,
1984-01-02,,,2.79801607131958,2.748273468017578,2.7503461122512816,2.7648544549942016,,,
1984-01-03,,,2.7358386516571045,2.760709285736084,2.746201014518738,2.7586366653442385,,,
1984-01-04,,,2.8187413215637207,2.785580348968506,2.7482735395431517,2.7565640091896055,,,
1984-01-05,,,2.8394691944122314,2.7980162620544435,2.752418851852417,2.7586366653442385,,,
1984-01-06,,,2.860194444656372,2.810451936721802,2.768999695777893,2.761745584011078,,,
1984-01-09,,,2.8394691944122314,2.818742561340332,2.7835080146789553,2.767963445186615,,,
1984-01-10,,,2.8809189796447754,2.8477586269378663,2.804233956336975,2.772108590602875,,,
1984-01-11,,,2.8394691944122314,2.851904201507568,2.818742275238037,2.776253843307495,,,
1984-01-12,,,2.8394691944122314,2.851904201507568,2.824960231781006,2.782471704483032,,,
1984-01-13,,,2.860194444656372,2.851904201507568,2.831178069114685,2.7886894941329956,,,
1984-01-16,,,2.860194444656372,2.8560492515563967,2.8373959064483643,2.793871009349823,,,
1984-01-17,,,2.8187413215637207,2.8436137199401856,2.845686173439026,2.795943593978882,,,
1984-01-18,,,2.8394691944122314,2.8436137199401856,2.847758960723877,2.7980162501335144,,,
1984-01-19,,,2.8187413215637207,2.8394681453704833,2.845686173439026,2.7990525126457215,,,
1984-01-20,,,2.8187413215637207,2.831177520751953,2.8415408611297606,2.805270278453827,,,
1984-01-23,,,2.8187413215637207,2.822886896133423,2.83946807384491,2.8114880442619326,,,
1984-01-24,,,2.860194444656372,2.831177520751953,2.8373956203460695,2.820814788341522,,,
1984-01-25,,,2.8394691944122314,2.831177520751953,2.8373956203460695,2.8280689477920533,,,
1984-01-26,,,2.860194444656372,2.8394681453704833,2.8394681453704833,2.832214188575745,,,
1984-01-27,,,2.8187413215637207,2.8394681453704833,2.8353228330612184,2.8332504510879515,2.8079646539688112,,
1984-01-30,,,2.79801607131958,2.8353230953216553,2.829104995727539,2.8332504510879515,2.8079646539688112,,
1984-01-31,,,2.79801607131958,2.822887420654297,2.827032470703125,2.8363593220710754,2.8075501489639283,,
1984-02-01,,,2.7358386516571045,2.8021613121032716,2.8166694164276125,2.832214188575745,2.805063033103943,,
1984-02-02,,,2.777289628982544,2.785580348968506,2.8125242471694945,2.8291052103042604,2.803404936790466,,
1984-02-03,,,2.8187413215637207,2.785580348968506,2.8125242471694945,2.8270325541496275,2.802575874328613,,
1984-02-06,,,2.777289628982544,2.7814350605010985,2.808379077911377,2.823923575878143,2.80174684047699,,
1984-02-07,,,2.79801607131958,2.7814350605010985,2.8021612405776977,2.8197784304618834,2.800503273010254,,
1984-02-08,,,2.6943860054016118,2.77314453125,2.787652921676636,2.8125242710113527,2.798016166687012,,
1984-02-09,,,2.6529324054718018,2.7482730865478517,2.766926717758179,2.803197431564331,2.7942854309082032,,
1984-02-10,,,2.7358386516571045,2.7316925525665283,2.758636450767517,2.7969796419143678,2.7917983150482177,,
1984-02-13,,,2.6943860054016118,2.715111827850342,2.7482734441757204,2.7886892199516295,2.7888966512680056,,
1984-02-14,,,2.7151119709014893,2.6985310077667237,2.7399830341339113,2.783507752418518,2.785995001792908,,
1984-02-15,,,2.777289628982544,2.71511173248291,2.7441281318664554,2.7803987741470335,2.784336905479431,,
1984-02-16,,,2.7151119709014893,2.7275476455688477,2.73791036605835,2.7752173066139223,2.7826788234710693,,
1984-02-17,,,2.777289628982544,2.7358378410339355,2.733765196800232,2.7731447219848633,2.7822642946243286,,
1984-02-20,,,2.777289628982544,2.752418565750122,2.733765196800232,2.7710721373558043,2.7835078477859496,,
1984-02-21,,,2.6943860054016118,2.7482733726501465,2.7234021902084353,2.7627817153930665,2.7814352464675904,,
1984-02-22,,,2.7358386516571045,2.7399831771850587,2.727547454833984,2.75760018825531,2.781020736694336,,
1984-02-23,,,2.7151119709014893,2.7399831771850587,2.733765411376953,2.750346064567566,2.781020736694336,,
1984-02-24,,,2.756564140319824,2.7358380794525146,2.735837960243225,2.747237205505371,2.7814352464675904,,
1984-02-27,,,2.777289628982544,2.7358380794525146,2.7441283226013184,2.746200883388519,2.781849756240845,,
1984-02-28,,,2.756564140319824,2.7482737064361573,2.7482735395431517,2.7441282868385315,2.7814352464675904,,
1984-02-29,,,2.7358386516571045,2.7482737064361573,2.744128441810608,2.7441282868385315,2.780191698074341,,
1984-03-01,,,2.79801607131958,2.7648545265197755,2.752418851852417,2.7451646089553834,2.780191698074341,,
1984-03-02,,,2.79801607131958,2.7731449127197267,2.7544914960861204,2.7441283464431763,2.7822642993927,,
1984-03-05,,,2.8187413215637207,2.781435251235962,2.7586366653442385,2.7462009310722353,2.7847514057159426,,
1984-03-06,,,2.777289628982544,2.785580348968506,2.7669270277023315,2.7451646089553834,2.7868240070343018,,
1984-03-07,,,2.777289628982544,2.793870544433594,2.7710721254348756,2.74930979013443,2.78848207950592,,
1984-03-08,,,2.777289628982544,2.7897252559661867,2.777289891242981,2.755527651309967,2.78848207950592,,
1984-03-09,,,2.777289628982544,2.785579967498779,2.779362440109253,2.757600200176239,2.78806755065918,,
1984-03-12,,,2.756564140319824,2.77314453125,2.777289891242981,2.7607091069221497,2.7872385120391847,,
1984-03-13,,,2.79801607131958,2.7772898197174074,2.7814350843429567,2.764854311943054,2.7884820604324343,,
1984-03-14,,,2.8187413215637207,2.7855801582336426,2.789725351333618,2.766926896572113,2.7884820604324343,,
1984-03-15,,,2.860194444656372,2.802161121368408,2.795943188667297,2.7741810202598574,2.788896565437317,,
1984-03-16,,,2.901646137237549,2.8270324230194093,2.8063061952590944,2.7803988456726074,2.7897255992889405,,
1984-03-19,,,2.8809189796447754,2.8519033908843996,2.8125239610671997,2.785580313205719,2.7905545949935915,,
1984-03-20,,,2.8187413215637207,2.8560484409332276,2.8166691303253173,2.7917980790138244,2.7893110418319704,,
1984-03-21,,,2.860194444656372,2.864339065551758,2.8249596118927003,2.798015868663788,2.789725546836853,,
1984-03-22,,,2.860194444656372,2.864339065551758,2.833250093460083,2.805269992351532,2.790140051841736,,
1984-03-23,,,2.8809189796447754,2.860193634033203,2.843613028526306,2.8114877343177795,2.790554542541504,,
1984-03-26,,,2.860194444656372,2.8560487270355224,2.8539760589599608,2.815632975101471,2.790554542541504,,
