Date,GRADE,GPS,HSY,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2008-08-21,58.95962211507406,A,25.46443748474121,26.091268920898436,26.913153648376465,26.13878107070923,24.31517444610596,24.74765251159668,24.95596664428711
2008-08-22,57.83531551416976,B,25.56001281738281,25.565231704711913,26.720576095581055,26.186423778533936,24.30713859558106,24.741009979248048,24.951725692749022
2008-08-25,57.70187291247708,B,24.98655128479004,25.45416831970215,26.419176292419433,26.215891933441164,24.320957756042485,24.727893657684326,24.947090139389037
2008-08-26,57.5546174558771,B,24.73395156860352,25.28174743652344,26.125706100463866,26.20766887664795,24.339478263854986,24.71366226196289,24.94085835456848
2008-08-27,57.5942698317657,B,24.91828155517578,25.13264694213867,25.855409240722658,26.20188913345337,24.370897254943852,24.704163455963133,24.93781436920166
2008-08-28,57.72572251272243,B,24.95241928100586,25.0302433013916,25.560756111145018,26.204250526428222,24.40394710540772,24.696013851165773,24.93494107246399
2008-08-29,57.846927391528574,B,24.63838005065918,24.845916748046875,25.205574226379394,26.201747798919676,24.43952156066895,24.701252517700194,24.92853138923645
2008-09-01,58.04682774048181,B,24.63838005065918,24.776282501220702,25.115225410461427,26.184682750701903,24.479295349121095,24.704542808532715,24.923687992095946
2008-09-02,58.44311213580689,B,25.09577751159668,24.848647689819337,25.065197563171388,26.166103649139405,24.529978065490724,24.713414840698242,24.918865480422973
2008-09-03,58.62878163753732,P,25.143573760986328,24.893706130981446,25.01317653656006,26.06084613800049,24.578636474609375,24.723033638000487,24.910582818984984
2008-09-04,58.73303989025592,P,24.863666534423828,24.87595558166504,24.95309944152832,25.933126544952394,24.63036647796631,24.731869010925294,24.90186701774597
2008-09-05,59.200509625543894,P,25.751163482666016,25.098512268066408,24.97221450805664,25.84639530181885,24.705400466918945,24.75065439224243,24.89762203216553
2008-09-08,59.70929492859278,A,26.57723617553711,25.48628349304199,25.131282997131347,25.77522964477539,24.792891998291015,24.77615514755249,24.899107065200806
2008-09-09,60.00648920002728,A,26.331462860107425,25.73342056274414,25.291034126281737,25.7083701133728,24.877093696594237,24.801549854278566,24.898130187988283
2008-09-10,60.420549236699706,A,26.365598678588867,25.977825546264647,25.43576583862305,25.645587539672853,24.96170711517334,24.828495292663575,24.895391149520876
2008-09-11,61.30207196663508,A,27.66953468322754,26.538999176025392,25.707477378845216,25.63411674499512,25.06982536315918,24.87170528411865,24.898605241775513
2008-09-12,61.91689646196485,A,28.051836013793945,26.999133682250978,26.048822975158693,25.62719860076904,25.185589637756348,24.918805408477784,24.904563989639282
2008-09-15,61.961181249951515,A,26.966352462768555,27.076956939697265,26.281620216369628,25.698422813415526,25.27246452331543,24.944233226776124,24.905195274353026
2008-09-16,62.21273222754244,A,27.437419891357425,27.298148345947265,26.515784454345702,25.790491008758544,25.36388401031494,24.967585430145263,24.911881008148193
2008-09-17,62.40411884713933,A,27.19847679138184,27.464723968505858,26.721274757385252,25.867225646972656,25.452556610107422,24.98841377258301,24.919238233566283
2008-09-18,62.6719428121659,A,29.17146110534668,27.765109252929687,27.152054214477538,26.05257682800293,25.580011749267577,25.022656078338624,24.936260404586793
2008-09-19,62.38898682353954,A,27.78558921813965,27.711859893798827,27.3554967880249,26.163855648040773,25.681781463623047,25.044047565460204,24.947053050994874
2008-09-22,62.87008556622539,A,29.01443672180176,28.12147674560547,27.599216842651366,26.365249919891358,25.80203224182129,25.077391662597655,24.964656410217284
2008-09-23,63.033511141730166,A,28.434154510498047,28.320823669433594,27.80948600769043,26.550260066986084,25.917721519470216,25.10432809829712,24.977192249298096
2008-09-24,63.02801020730478,A,27.649059295654297,28.410940170288086,27.937832069396972,26.68679895401001,26.00985195159912,25.12542936325073,24.98596927642822
2008-09-25,62.382244758639786,A,28.092798233032227,28.195207595825195,27.980158424377443,26.843817901611327,26.099884490966797,25.154125995635987,24.996165170669556
2008-09-26,62.3546102758361,A,28.031368255615234,28.244363403320314,27.97811164855957,27.01346731185913,26.186385498046874,25.185903720855713,25.004920864105223
2008-09-29,61.406527565798804,A,26.631851196289062,27.767846298217773,27.94466152191162,27.113140869140626,26.252752990722655,25.202275276184082,25.00587911605835
2008-09-30,60.74773222541382,A,26.993675231933597,27.479750442504884,27.900287055969237,27.20803575515747,26.319177474975586,25.22199628829956,25.008646488189697
2008-10-01,60.45892499421941,P,27.307706832885746,27.411479949951172,27.91121006011963,27.31624240875244,26.366144371032714,25.24472322463989,25.013050746917724
2008-10-02,59.97863607014616,P,26.597705841064453,27.112461471557616,27.653834533691406,27.402944374084473,26.407310066223143,25.259879894256592,25.01520456314087
2008-10-03,59.42634514018555,P,26.597705841064453,26.825728988647462,27.535046195983888,27.445271492004395,26.44712100982666,25.274095764160155,25.01665867805481
2008-10-06,58.99689654694435,P,25.396163940429688,26.578591537475585,27.17321891784668,27.386217880249024,26.467100524902342,25.27508678436279,25.012338314056397
2008-10-07,58.53737844898021,P,25.607799530029297,26.301416397094727,26.890583419799803,27.350034713745117,26.481288261413575,25.281083393096925,25.009076128005983
2008-10-08,57.91649810943226,P,25.402999877929688,25.920475006103516,26.665977478027344,27.30190477371216,26.48867073059082,25.288770847320556,25.006889352798463
2008-10-09,57.11257297275581,P,23.791837692260746,25.359301376342774,26.235881423950197,27.10801992416382,26.46640365600586,25.277231006622316,24.99624695777893
2008-10-10,56.204042945654315,B,23.55290031433105,24.750340270996094,25.788034629821777,26.883073139190675,26.44369297027588,25.265469284057616,24.985542907714844
2008-10-13,56.17239526047273,B,24.474533081054688,24.566014099121094,25.57230281829834,26.75848217010498,26.433590011596678,25.262923889160156,24.97908043861389
