Date,GRADE,GPS,PANW,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2012-07-20,,,17.709999084472656,,,,,,
2012-07-23,,,17.170000076293945,,,,,,
2012-07-24,,,18.5,,,,,,
2012-07-25,,,19.649999618530277,,,,,,
2012-07-26,,,19.959999084472656,18.597999572753906,,,,,
2012-07-27,,,19.0,18.855999755859376,,,,,
2012-07-30,,,18.333332061767575,19.0886661529541,,,,,
2012-07-31,,,19.046667098999023,19.197999572753908,,,,,
2012-08-01,,,18.726667404174805,19.013333129882813,,,,,
2012-08-02,,,18.36666679382324,18.69466667175293,18.646333122253417,,,,
2012-08-03,,,18.26333236694336,18.5473331451416,18.70166645050049,,,,
2012-08-06,,,18.26000022888184,18.532666778564455,18.810666465759276,,,,
2012-08-07,,,18.933332443237305,18.50999984741211,18.85399971008301,,,,
2012-08-08,,,20.309999465942383,18.826666259765624,18.91999969482422,,,,
2012-08-09,,,20.44333267211914,19.241999435424805,18.968333053588868,,,,
2012-08-10,,,20.440000534057617,19.677333068847656,19.11233310699463,,,,
2012-08-13,,,20.906667709350582,20.206666564941408,19.36966667175293,,,,
2012-08-14,,,19.933332443237305,20.406666564941407,19.458333206176757,,,,
2012-08-15,,,20.90999984741211,20.52666664123535,19.676666450500488,,,,
2012-08-16,,,22.166667938232425,20.87133369445801,20.056666564941406,19.351499843597413,,,
2012-08-17,,,22.43000030517578,21.26933364868164,20.47333335876465,19.58749990463257,,,
2012-08-20,,,21.82333374023437,21.4526668548584,20.829666709899904,19.82016658782959,,,
2012-08-21,,,21.440000534057617,21.75400047302246,21.080333518981934,19.96716661453247,,,
2012-08-22,,,21.083332061767575,21.788666915893554,21.157666778564455,20.038833236694337,,,
2012-08-23,,,21.3799991607666,21.63133316040039,21.2513334274292,20.109833240509033,,,
2012-08-24,,,21.59000015258789,21.463333129882812,21.366333389282225,20.23933324813843,,,
2012-08-27,,,21.229999542236328,21.344666290283204,21.3986665725708,20.384166622161864,,,
2012-08-28,,,21.299999237060547,21.316666030883788,21.535333251953126,20.49683322906494,,,
2012-08-29,,,21.57666778564453,21.41533317565918,21.602000045776368,20.639333248138428,,,
2012-08-30,,,21.143333435058597,21.368000030517578,21.499666595458983,20.778166580200196,,,
2012-08-31,,,21.459999084472656,21.341999816894532,21.40266647338867,20.93799991607666,,,
2012-09-03,,,21.459999084472656,21.387999725341796,21.3663330078125,21.097999858856202,,,
2012-09-04,,,23.40333366394043,21.808666610717772,21.56266632080078,21.32149991989136,,,
2012-09-05,,,23.333332061767575,22.159999465942384,21.78766632080078,21.472666549682618,,,
2012-09-06,,,23.803333282470703,22.691999435424805,22.02999973297119,21.640666580200197,,,
2012-09-07,,,23.57999992370605,23.115999603271483,22.22899971008301,21.797666549682617,,,
2012-09-10,,,23.916667938232425,23.607333374023437,22.497666549682616,21.94816656112671,,,
2012-09-11,,,22.200000762939453,23.366666793823242,22.587666702270507,22.061499977111815,,,
2012-09-12,,,21.6200008392334,23.024000549316405,22.592000007629395,22.09700002670288,,,
2012-09-13,,,22.65999984741211,22.795333862304688,22.743666648864746,22.121666622161865,,,
2012-09-14,,,22.32999992370605,22.545333862304688,22.830666732788085,22.11666660308838,,,
2012-09-17,,,22.636667251586918,22.289333724975585,22.948333549499512,22.157333278656004,,,
2012-09-18,,,23.059999465942383,22.46133346557617,22.91400012969971,22.238333225250244,,,
2012-09-19,,,22.666667938232425,22.67066688537598,22.847333717346192,22.317500019073485,,,
2012-09-20,,,21.683332443237305,22.475333404541015,22.635333633422853,22.332666683197022,,,
2012-09-21,,,21.34000015258789,22.277333450317386,22.411333656311037,22.320166683197023,,,
2012-09-24,,,21.553333282470703,22.060666656494142,22.175000190734863,22.33633337020874,,,
2012-09-25,,,21.38999938964844,21.72666664123535,22.09400005340576,22.340833377838134,,,
2012-09-26,,,21.083332061767575,21.409999465942384,22.04033317565918,22.316166591644286,,,
2012-09-27,,,21.690000534057617,21.411333084106445,21.943333244323732,22.34349994659424,20.977933235168457,,
2012-09-28,,,20.523332595825195,21.247999572753905,21.762666511535645,22.296666622161865,21.034199905395507,,
2012-10-01,,,20.200000762939453,20.977333068847656,21.5189998626709,22.233666706085206,21.09479991912842,,
2012-10-02,,,20.666667938232425,20.83266677856445,21.279666709899903,22.096833419799804,21.138133277893065,,
2012-10-03,,,21.953332901000977,21.006666946411134,21.208333206176757,22.027833461761475,21.18419994354248,,
2012-10-04,,,21.920000076293945,21.052666854858398,21.231999969482423,21.933666801452638,21.223399963378906,,
2012-10-05,,,20.666667938232425,21.081333923339844,21.164666748046876,21.788000202178956,21.256733322143553,,
2012-10-08,,,20.690000534057617,21.179333877563476,21.078333473205568,21.626666831970216,21.303866691589356,,
2012-10-09,,,20.65333366394043,21.17666702270508,21.004666900634767,21.549333477020262,21.336000022888182,,
2012-10-10,,,20.479999542236328,20.882000350952147,20.944333648681642,21.49233341217041,21.371066665649415,,
2012-10-11,,,20.31999969482422,20.562000274658203,20.807333564758302,21.375333404541017,21.410133323669434,,
2012-10-12,,,20.98666763305664,20.626000213623048,20.853667068481446,21.308166790008546,21.4646000289917,,
2012-10-15,,,21.850000381469727,20.858000183105467,21.018667030334473,21.268833446502686,21.536400032043456,,
2012-10-16,,,21.856666564941406,21.098666763305665,21.13766689300537,21.208666801452637,21.59486671447754,,
2012-10-17,,,21.833332061767575,21.369333267211914,21.12566680908203,21.167000007629394,21.62533336639404,,
2012-10-18,,,20.63333320617676,21.431999969482423,20.99700012207031,21.114500045776367,21.629133377075195,,
2012-10-19,,,20.00666618347168,21.23599967956543,20.930999946594238,21.047833347320555,21.620466690063477,,
2012-10-22,,,20.0,20.865999603271483,20.861999893188475,20.97016668319702,21.602333335876466,,
2012-10-23,,,19.916667938232425,20.477999877929687,20.788333320617674,20.89650011062622,21.602000045776368,,
2012-10-24,,,19.916667938232425,20.094667053222658,20.732000160217286,20.838166904449462,21.582133407592774,,
2012-10-25,,,19.350000381469727,19.838000488281253,20.635000228881836,20.72116689682007,21.52580005645752,,
2012-10-26,,,18.76666641235352,19.59000053405762,20.413000106811523,20.633333587646483,21.452533378601075,,
2012-10-29,,,18.76666641235352,19.34333381652832,20.104666709899906,20.561666870117186,21.391400032043457,,
2012-10-30,,,18.76666641235352,19.11333351135254,19.795666694641117,20.466666793823244,21.337933349609376,,
2012-10-31,,,18.32666778564453,18.795333480834962,19.44500026702881,20.28533353805542,21.282800064086913,,
2012-11-01,,,18.729999542236328,18.67133331298828,19.254666900634767,20.12583351135254,21.22980007171631,,
2012-11-02,,,18.200000762939453,18.55800018310547,19.074000358581547,20.002500152587892,21.16200008392334,,
2012-11-05,,,18.600000381469727,18.52466697692871,18.934000396728518,19.898000144958495,21.109400100708008,,
2012-11-06,,,18.47333335876465,18.466000366210938,18.789666938781743,19.78900012969971,21.05286678314209,,
2012-11-07,,,17.96666717529297,18.394000244140624,18.594666862487795,19.66333351135254,20.98066677093506,,
2012-11-08,,,17.31999969482422,18.112000274658204,18.391666793823244,19.51333351135254,20.90420009613037,,
2012-11-09,,,17.333332061767578,17.938666534423827,18.248333358764647,19.330666732788085,20.82166675567627,,
2012-11-12,,,17.433332443237305,17.705332946777343,18.114999961853027,19.109833335876466,20.74113342285156,,
2012-11-13,,,17.729999542236328,17.55666618347168,18.01133327484131,18.90349998474121,20.62766674041748,,
2012-11-14,,,17.463333129882812,17.45599937438965,17.924999809265138,18.685000038146974,20.510266761779786,,
2012-11-15,,,17.133333206176758,17.418666076660156,17.76533317565918,18.510000038146973,20.376866760253908,,
2012-11-16,,,17.75,17.50199966430664,17.720333099365234,18.39716672897339,20.260266761779786,,
2012-11-19,,,18.670000076293945,17.74933319091797,17.727333068847656,18.330666732788085,20.155333404541015,,
2012-11-20,,,18.13999938964844,17.831333160400394,17.693999671936034,18.241833305358888,20.074133377075196,,
2012-11-21,,,18.483333587646484,18.035333251953126,17.745666313171387,18.17016658782959,20.011400032043458,,
2012-11-22,,,18.483333587646484,18.30533332824707,17.861999702453613,18.12683324813843,19.927866706848146,,
2012-11-23,,,18.46999931335449,18.44933319091797,17.975666427612303,18.111999893188475,19.850666694641113,,
2012-11-26,,,18.62666702270508,18.440666580200194,18.094999885559083,18.104999923706053,19.770466690063476,,
2012-11-27,,,18.68000030517578,18.548666763305665,18.189999961853026,18.10066661834717,19.682866706848145,,
2012-11-28,,,18.19333267211914,18.490666580200195,18.26299991607666,18.0939998626709,19.59340000152588,,
2012-11-29,,,18.62333297729492,18.518666458129882,18.411999893188476,18.08866653442383,19.53220001220703,,
2012-11-30,,,18.13999938964844,18.45266647338867,18.45099983215332,18.085666465759278,19.468199996948243,,
2012-12-03,,,17.219999313354492,18.171332931518556,18.305999755859375,18.016666412353516,19.381533317565918,,
2012-12-04,,,17.883333206176758,18.01199951171875,18.28033313751221,17.98716640472412,19.311399993896483,,
2012-12-05,,,17.366666793823242,17.84666633605957,18.168666458129884,17.957166385650634,19.2370666885376,,
2012-12-06,,,17.100000381469727,17.54199981689453,18.03033313751221,17.94616641998291,19.14526668548584,20.061599960327147,
2012-12-07,,,17.10333251953125,17.334666442871093,17.893666458129882,17.934666442871094,19.07686668395996,20.055533294677733,
2012-12-10,,,16.273332595825195,17.145333099365235,17.658333015441894,17.876666450500487,18.998333320617675,20.046566619873047,
2012-12-11,,,16.296667098999023,16.827999877929688,17.41999969482422,17.804999828338623,18.91093330383301,20.024533290863037,
2012-12-12,,,16.416667938232422,16.638000106811525,17.242333221435548,17.752666568756105,18.800200004577636,19.992199974060057,
2012-12-13,,,16.31999969482422,16.481999969482423,17.011999893188477,17.711999893188477,18.688199996948242,19.955799980163576,
2012-12-14,,,16.59666633605957,16.380666732788086,16.85766658782959,17.654333209991456,18.606799964904784,19.93176664352417,
2012-12-17,,,16.670000076293945,16.460000228881835,16.802666664123535,17.554333209991455,18.52639995574951,19.915133323669433,
2012-12-18,,,17.31999969482422,16.664666748046876,16.74633331298828,17.513333225250243,18.45973327636719,19.897866649627687,
2012-12-19,,,17.363332748413086,16.85399971008301,16.745999908447267,17.457333183288576,18.397399940490722,19.88423330307007,
2012-12-20,,,17.260000228881836,17.04199981689453,16.761999893188477,17.39616651535034,18.336199951171874,19.873166637420653,
2012-12-21,,,18.21999931335449,17.366666412353517,16.8736665725708,17.383666515350342,18.280866584777833,19.872733306884765,
2012-12-24,,,18.26000022888184,17.684666442871094,17.072333335876465,17.36533317565918,18.209066581726074,19.872733306884765,
2012-12-25,,,18.26000022888184,17.872666549682616,17.268666648864745,17.344333171844482,18.137133255004883,19.86599998474121,
2012-12-26,,,17.76333236694336,17.95266647338867,17.40333309173584,17.322833156585695,18.055733261108397,19.84053331375122,
2012-12-27,,,17.623332977294922,18.02533302307129,17.53366641998291,17.272833156585694,17.995533256530763,19.812333316802977,
2012-12-28,,,17.543333053588867,17.889999771118163,17.62833309173584,17.242999839782716,17.946266593933107,19.783366641998292,
2012-12-31,,,17.84000015258789,17.805999755859375,17.745333099365233,17.273999881744384,17.903066596984864,19.752699966430665,
2013-01-01,,,17.84000015258789,17.721999740600587,17.7973331451416,17.271833229064942,17.86153324127197,19.73176664352417,
2013-01-02,,,17.07666778564453,17.58466682434082,17.768666648864745,17.257333278656006,17.804733238220216,19.693433322906493,
2013-01-03,,,16.450000762939453,17.350000381469727,17.68766670227051,17.224833297729493,17.746733245849608,19.636266651153566,
2013-01-04,,,16.083332061767578,17.05800018310547,17.473999977111816,17.173833274841307,17.69306655883789,19.572799968719483,
2013-01-07,,,15.743332862854004,16.638666725158693,17.222333240509034,17.147333288192748,17.6325998878479,19.51199995994568,
2013-01-08,,,15.876667022705078,16.24600009918213,16.983999919891357,17.126333284378052,17.57479990005493,19.456366624832153,
2013-01-09,,,16.65999984741211,16.162666511535644,16.87366666793823,17.138499879837035,17.541466541290283,19.4121333026886,
2013-01-10,,,16.866666793823242,16.2459997177124,16.798000049591064,17.165833234786987,17.50419988632202,19.366999979019166,
2013-01-11,,,17.60333251953125,16.549999809265138,16.803999996185304,17.216166543960572,17.492266521453857,19.327133302688598,
2013-01-14,,,17.450000762939453,16.891333389282227,16.76500005722046,17.255166578292847,17.469266529083253,19.28933331489563,
2013-01-15,,,18.023332595825195,17.32066650390625,16.78333330154419,17.290333223342895,17.460266513824465,19.256566648483275,
2013-01-16,,,18.25,17.638666534423827,16.900666522979737,17.334666585922243,17.465933170318603,19.22329997062683,
2013-01-17,,,18.163333892822266,17.897999954223632,17.07199983596802,17.379833269119263,17.482799854278564,19.193499975204467,
2013-01-18,,,18.453332901000977,18.068000030517577,17.308999919891356,17.391499948501586,17.505199871063233,19.16343331336975,
2013-01-21,,,18.453332901000977,18.268666458129882,17.579999923706055,17.401166582107543,17.525599880218508,19.133366651535034,
2013-01-22,,,18.416667938232425,18.34733352661133,17.834000015258788,17.408999967575078,17.539333248138426,19.083499994277954,
2013-01-23,,,18.63333320617676,18.42400016784668,18.031333351135252,17.45250000953674,17.562733249664305,19.036500005722047,
2013-01-24,,,18.67333221435547,18.52599983215332,18.211999893188477,17.504999971389772,17.59353322982788,18.985199995040894,
2013-01-25,,,18.906667709350582,18.616666793823242,18.34233341217041,17.573166704177858,17.616666584014894,18.938466672897338,
2013-01-28,,,19.14666748046875,18.755333709716798,18.51200008392334,17.6385000705719,17.626199932098388,18.890766668319703,
2013-01-29,,,18.940000534057617,18.860000228881837,18.603666877746583,17.693500089645386,17.642199954986573,18.858166666030883,
2013-01-30,,,17.976667404174805,18.728667068481446,18.576333618164064,17.7385000705719,17.632066631317137,18.8217333316803,
2013-01-31,,,18.453332901000977,18.68466720581055,18.605333518981933,17.838666677474976,17.631466617584227,18.779666662216187,
2013-02-01,,,18.136667251586918,18.530667114257813,18.573666954040526,17.94133343696594,17.62479997634888,18.737733335494994,
2013-02-04,,,17.78333282470703,18.25800018310547,18.506666946411134,18.043333435058592,17.607933292388918,18.689199991226197,
2013-02-05,,,17.94333267211914,18.058666610717772,18.459333419799805,18.146666717529296,17.593199939727782,18.638033323287964,
2013-02-06,,,18.046667098999023,18.072666549682616,18.400666809082033,18.216000080108643,17.590266628265383,18.59183331489563,
2013-02-07,,,18.053333282470703,17.99266662597656,18.338666915893555,18.275333404541016,17.578866634368897,18.555533323287964,
2013-02-08,,,18.35333251953125,18.03599967956543,18.283333396911623,18.312833404541017,17.58313329696655,18.525666646957397,
2013-02-11,,,18.32333374023437,18.1439998626709,18.201000022888184,18.35650005340576,17.60519998550415,18.493366651535034,
2013-02-12,,,18.90333366394043,18.336000061035158,18.197333335876465,18.400500106811524,17.625599994659424,18.468499994277956,
2013-02-13,,,18.386667251586918,18.404000091552735,18.238333320617677,18.40733346939087,17.6460000038147,18.441533346176147,
2013-02-14,,,18.57666778564453,18.5086669921875,18.25066680908203,18.42800016403198,17.675533351898192,18.410400018692016,
2013-02-15,,,18.399999618530277,18.51800041198731,18.27700004577637,18.425333499908447,17.701466693878174,18.38916668891907,
2013-02-18,,,18.399999618530277,18.53333358764649,18.338666725158692,18.422666835784913,17.744000034332274,18.371166677474974,
2013-02-19,,,18.5,18.4526668548584,18.39433345794678,18.42683343887329,17.788066692352295,18.34949999809265,
2013-02-20,,,18.26666641235352,18.42866668701172,18.41633338928223,18.408500099182127,17.825066661834718,18.312633333206175,
2013-02-21,,,18.206666946411133,18.35466651916504,18.43166675567627,18.38516683578491,17.862800006866454,18.27550000190735,
2013-02-22,,,19.09666633605957,18.493999862670897,18.506000137329103,18.394666767120363,17.912800006866455,18.25979998588562,
2013-02-25,,,19.07666778564453,18.62933349609375,18.58133354187012,18.391166782379152,17.960933361053467,18.24366665840149,
2013-02-26,,,18.99666786193848,18.728667068481446,18.590666961669925,18.394000148773195,17.994466724395753,18.22710000038147,
2013-02-27,,,19.30666732788086,18.936667251586915,18.68266696929932,18.460500144958495,18.03333341598511,18.215366678237913,
2013-02-28,,,20.37666702270508,19.370667266845707,18.862666893005375,18.5566668510437,18.09566675186157,18.215933351516725,
2013-03-01,,,19.51666641235352,19.454667282104495,18.9743335723877,18.62566680908203,18.121600093841554,18.20123333930969,
2013-03-04,,,18.666667938232425,19.372667312622074,19.00100040435791,18.6698335647583,18.129733448028567,18.16940001487732,
2013-03-05,,,18.946666717529297,19.362667083740234,19.04566707611084,18.72000026702881,18.143466777801518,18.1403000164032,
2013-03-06,,,18.793333053588867,19.260000228881836,19.098333740234374,18.7573335647583,18.164066791534427,18.109900026321412,
2013-03-07,,,18.796667098999023,18.944000244140625,19.157333755493163,18.794500255584715,18.187533473968507,18.091533365249635,
2013-03-08,,,18.649999618530277,18.770666885375977,19.112667083740234,18.80933361053467,18.209666805267336,18.07796669960022,
2013-03-11,,,18.583332061767575,18.753999710083008,19.06333351135254,18.822333526611327,18.22453344345093,18.063800020217897,
2013-03-12,,,18.68666648864746,18.70199966430664,19.032333374023438,18.81150016784668,18.24146677017212,18.051500005722048,
2013-03-13,,,18.799999237060547,18.703332901000977,18.981666564941406,18.832166767120363,18.27593339920044,18.040333318710328,
2013-03-14,,,18.86000061035156,18.715999603271484,18.829999923706055,18.84633340835571,18.32413339614868,18.035433320999147,
2013-03-15,,,18.76333236694336,18.738666152954103,18.75466651916504,18.864500045776367,18.377733402252197,18.035399980545044,
2013-03-18,,,18.703332901000977,18.762666320800783,18.758333015441895,18.8796667098999,18.436933403015136,18.034766645431517,
2013-03-19,,,18.65999984741211,18.75733299255371,18.729666328430177,18.887666702270508,18.49260005950928,18.033699979782103,
2013-03-20,,,18.643333435058597,18.72599983215332,18.71466636657715,18.90650005340576,18.532266731262208,18.036866636276244,
2013-03-21,,,18.546667098999023,18.663333129882812,18.68966636657715,18.923500061035156,18.565866737365724,18.035033311843872,
2013-03-22,,,18.17333221435547,18.545333099365234,18.641999626159667,18.87733335494995,18.57726673126221,18.03476662635803,
