Date,GRADE,GPS,DIS,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1983-11-21,,,0.6933026313781738,,,,,,
1983-11-22,,,0.6880373358726501,,,,,,
1983-11-23,,,0.6827717423439026,,,,,,
1983-11-24,,,0.6827717423439026,,,,,,
1983-11-25,,,0.6775062680244446,0.6848779439926147,,,,,
1983-11-28,,,0.6722404360771179,0.6806655049324035,,,,,
1983-11-29,,,0.6827717423439026,0.6796123862266541,,,,,
1983-11-30,,,0.6775062680244446,0.6785592913627625,,,,,
1983-12-01,,,0.6827717423439026,0.6785592913627625,,,,,
1983-12-02,,,0.724896252155304,0.6880372881889343,0.6864576160907745,,,,
1983-12-05,,,0.7336722016334534,0.7003236413002014,0.6904945731163025,,,,
1983-12-06,,,0.7231408953666687,0.7083974719047547,0.6940049290657043,,,,
1983-12-07,,,0.7284064888954163,0.7185775160789489,0.6985684037208557,,,,
1983-12-08,,,0.7231408953666687,0.7266513466835022,0.7026053190231323,,,,
1983-12-09,,,0.7161204218864441,0.7248961806297303,0.7064667344093323,,,,
1983-12-12,,,0.72035813331604,0.7222333669662475,0.7112785041332245,,,,
1983-12-13,,,0.7185924649238586,0.7213236808776855,0.7148605763912201,,,,
1983-12-14,,,0.7079988718032837,0.717242157459259,0.717909836769104,,,,
1983-12-15,,,0.695639967918396,0.7117419719696045,0.7191966593265533,,,,
1983-12-16,,,0.695639967918396,0.7076458811759949,0.7162710309028626,0.7013643234968185,,,
1983-12-19,,,0.7097643613815308,0.705527126789093,0.7138802468776703,0.7021874099969864,,,
1983-12-20,,,0.7185924649238586,0.705527126789093,0.7134254038333893,0.7037151664495468,,,
1983-12-21,,,0.7274199724197388,0.709411346912384,0.7133267521858215,0.7059475779533386,,,
1983-12-22,,,0.7238895297050476,0.7150612592697143,0.7134016156196594,0.7080034673213959,,,
1983-12-23,,,0.730951189994812,0.7221235036849976,0.7148846924304962,0.7106757134199142,,,
1983-12-26,,,0.730951189994812,0.7263608694076538,0.7159439980983734,0.7136112511157989,,,
1983-12-27,,,0.7221234440803528,0.7270670652389526,0.7162970960140228,0.7155788362026214,,,
1983-12-28,,,0.7380139827728271,0.7291858673095704,0.7192986071109772,0.7186042219400406,,,
1983-12-29,,,0.7450759410858154,0.7334231495857239,0.7242422044277191,0.7217194318771363,,,
1983-12-30,,,0.7450759410858154,0.7362480998039246,0.729185801744461,0.7227284163236618,,,
1984-01-02,,,0.7450759410858154,0.7390730500221252,0.7327169597148895,0.7232986032962799,,,
1984-01-03,,,0.7433103919029236,0.7433104395866394,0.735188752412796,0.7243070781230927,,,
1984-01-04,,,0.7486073970794678,0.7454291224479676,0.7373074948787689,0.7253171235322953,,,
1984-01-05,,,0.7521384358406067,0.7468416213989257,0.7401323854923249,0.7267670005559921,,,
1984-01-06,,,0.7450759410858154,0.7468416213989257,0.7415448606014252,0.7282147765159607,,,
1984-01-09,,,0.7450759410858154,0.7468416213989257,0.7429573357105255,0.7294506669044495,,,
1984-01-10,,,0.72035813331604,0.742251169681549,0.7427808046340942,0.7295389503240586,,,
1984-01-11,,,0.7185924649238586,0.7362481832504273,0.7408386528491974,0.7300686299800873,,,
1984-01-12,,,0.730951189994812,0.7320107340812683,0.739426177740097,0.7318341910839081,,,
1984-01-13,,,0.7415450811386108,0.7313045620918274,0.7390730917453766,0.7341294467449189,,,
1984-01-16,,,0.7556695938110352,0.7334232926368713,0.7401324570178985,0.7364247083663941,,,
1984-01-17,,,0.7415450811386108,0.7376606822013855,0.7399559259414673,0.7375723391771316,,,
1984-01-18,,,0.7680290341377258,0.7475479960441589,0.7418980896472931,0.739602792263031,,,
1984-01-19,,,0.7697951197624207,0.7553167819976807,0.7436637580394745,0.7418980717658996,,,
1984-01-20,,,0.7468416690826416,0.7563760995864868,0.7438403308391571,0.7426925957202911,,,
1984-01-23,,,0.7486073970794678,0.7549636602401734,0.7441934764385223,0.7435754060745239,,,
1984-01-24,,,0.7433103919029236,0.7553167223930359,0.7464887022972106,0.7446347534656524,,,
1984-01-25,,,0.7433103919029236,0.7503729939460755,0.7489604949951172,0.7448995739221573,,,
1984-01-26,,,0.7486073970794678,0.7461354494094848,0.7507261157035827,0.7450761467218399,,,
1984-01-27,,,0.7627325654029846,0.7493136286735534,0.7528448641300202,0.7459589779376984,0.724766480922699,,
1984-01-30,,,0.7768568992614746,0.7549635291099548,0.7549635946750641,0.7475480258464813,0.726437566280365,,
1984-01-31,,,0.7945126295089722,0.7652039766311646,0.7602603495121002,0.7501081377267838,0.7285670721530915,,
1984-02-01,,,0.7839196920394897,0.7733258366584778,0.7618494153022766,0.7518737524747848,0.7305900311470032,,
1984-02-02,,,0.7803881168365479,0.7796819806098938,0.7629087150096894,0.7532862365245819,0.7325423586368561,,
1984-02-03,,,0.7750915288925171,0.7821537733078003,0.7657337009906768,0.754787015914917,0.7344940638542176,,
1984-02-06,,,0.7644984126091003,0.7796820759773254,0.7673228025436402,0.7557581394910813,0.7363392233848571,,
1984-02-07,,,0.7592007517814636,0.7726197004318237,0.7689118385314941,0.7577002704143524,0.7378678035736084,,
1984-02-08,,,0.7415450811386108,0.764144778251648,0.7687353074550629,0.75884790122509,0.7391485798358918,,
1984-02-09,,,0.7344825863838196,0.7549636721611023,0.7673228263854981,0.7590244710445404,0.7401827967166901,,
1984-02-10,,,0.7397790551185608,0.747901177406311,0.7650274753570556,0.758936169743538,0.7404804527759552,,
1984-02-13,,,0.7327168583869934,0.7415448665618897,0.7606134712696075,0.7577885329723358,0.740461345911026,,
1984-02-14,,,0.7238895297050476,0.7344826221466064,0.7535511612892151,0.7569057554006576,0.7404763185977936,,
1984-02-15,,,0.6903431415557861,0.7242422342300415,0.7441935062408447,0.7530214607715606,0.7397150516510009,,
1984-02-16,,,0.6991711854934692,0.7171799540519714,0.7360718131065369,0.7494902640581131,0.739235657453537,,
1984-02-17,,,0.6885775327682495,0.7069396495819091,0.7274204134941101,0.7465770572423935,0.7386847996711731,,
1984-02-20,,,0.6885775327682495,0.6981117844581604,0.7198283255100251,0.7435755640268326,0.7380491876602173,,
1984-02-21,,,0.695639967918396,0.6924618721008301,0.7134722471237183,0.7411920428276062,0.7375901377201081,,
1984-02-22,,,0.6885775327682495,0.6921087503433228,0.7081754922866821,0.7384553998708725,0.7372017109394073,,
1984-02-23,,,0.7027023434638977,0.6928149819374084,0.70499746799469,0.736160147190094,0.7373429584503174,,
1984-02-24,,,0.7238895297050476,0.6998773813247681,0.7034085154533386,0.7342179954051972,0.7379079496860504,,
1984-02-27,,,0.7221234440803528,0.7065865635871887,0.7023491740226746,0.7314813226461411,0.7381551313400269,,
1984-02-28,,,0.7062331438064575,0.708705198764801,0.7005835354328156,0.7270673483610153,0.7379079449176789,,
1984-02-29,,,0.7062331438064575,0.7122363209724426,0.7021725356578827,0.7231830209493637,0.7374842083454132,,
1984-03-01,,,0.7362481355667114,0.7189454793930053,0.7058802306652069,0.7209760218858718,0.7377313804626465,,
1984-03-02,,,0.7327168583869934,0.7207109451293945,0.7102941632270813,0.7188572883605957,0.7377666938304901,,
1984-03-05,,,0.7168267965316772,0.7196516156196594,0.7131190896034241,0.7164737075567246,0.7374842059612274,,
1984-03-06,,,0.7168267965316772,0.7217703461647034,0.7152377724647522,0.7143550097942353,0.7373782730102539,,
