Date,GRADE,GPS,ESS,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1994-07-26,,,5.410439014434815,5.373881816864015,5.322702121734619,5.253242826461792,,,
1994-07-27,,,5.337325572967529,5.373881816864015,5.337325239181519,5.258726477622986,,,
1994-07-28,,,5.227652549743652,5.351947212219239,5.337325239181519,5.262382197380066,,,
1994-07-29,,,5.191094398498535,5.31539011001587,5.330013370513916,5.262382197380066,,,
1994-08-01,,,5.154538154602051,5.264209938049317,5.319045877456665,5.260554385185242,,,
1994-08-02,,,5.300767421722412,5.242275619506836,5.308078718185425,5.26421012878418,,,
1994-08-03,,,5.373879909515381,5.249586486816407,5.31173415184021,5.275177216529846,,,
1994-08-04,,,5.2642130851745605,5.256898593902588,5.304422903060913,5.280660963058471,,,
1994-08-05,,,5.2642130851745605,5.271522331237793,5.293456220626831,5.286144709587097,,,
1994-08-08,,,5.2642130851745605,5.293457317352295,5.278833627700806,5.289800643920898,,,
1994-08-09,,,5.191094398498535,5.27152271270752,5.256899166107178,5.289800643920898,,,
1994-08-10,,,5.300767421722412,5.256900215148926,5.253243350982666,5.295284295082093,,,
1994-08-11,,,5.227652549743652,5.249588108062744,5.253243350982666,5.295284295082093,,,
1994-08-12,,,5.2642130851745605,5.249588108062744,5.260555219650269,5.295284295082093,,,
1994-08-15,,,5.227652549743652,5.242276000976562,5.2678666591644285,5.293456268310547,5.342442026138306,,
1994-08-16,,,5.300767421722412,5.264210605621338,5.2678666591644285,5.287972688674927,5.335130662918091,,
1994-08-17,,,5.300767421722412,5.264210605621338,5.260555410385132,5.286144781112671,5.328550395965576,,
1994-08-18,,,5.2642130851745605,5.27152271270752,5.260555410385132,5.282489156723022,5.321239042282104,,
1994-08-19,,,5.2642130851745605,5.27152271270752,5.260555410385132,5.277005815505982,5.314658851623535,,
1994-08-22,,,5.300767421722412,5.2861456871032715,5.264210844039917,5.2715222358703615,5.308809747695923,,
1994-08-23,,,5.300767421722412,5.2861456871032715,5.275178146362305,5.266038656234741,5.302229480743408,,
1994-08-24,,,5.300767421722412,5.2861456871032715,5.275178146362305,5.264210748672485,5.2956492137908935,,
1994-08-25,,,5.191094398498535,5.271521949768067,5.271522331237793,5.262382841110229,5.287606649398803,,
1994-08-26,,,5.2642130851745605,5.271521949768067,5.271522331237793,5.266038775444031,5.281757612228393,,
1994-08-29,,,5.300767421722412,5.271521949768067,5.278833818435669,5.273350238800049,5.275908508300781,,
1994-08-30,,,5.337325572967529,5.27883358001709,5.28248963356018,5.275178146362305,5.271521720886231,,
1994-08-31,,,5.373879909515381,5.293456077575684,5.2898008823394775,5.275178146362305,5.267866020202637,,
1994-09-01,,,5.410439014434815,5.33732500076294,5.304423475265503,5.282489442825318,5.266403741836548,,
1994-09-02,,,5.556664943695068,5.395815372467041,5.333668661117554,5.297112035751343,5.270059442520141,,
1994-09-05,,,5.556664943695068,5.446994876861572,5.359258413314819,5.311734628677368,5.27663969039917,,
1994-09-06,,,5.483552932739258,5.476240348815918,5.377536964416504,5.3263575553894045,5.283219985961914,,
1994-09-07,,,5.483552932739258,5.498174953460693,5.395815515518189,5.335496830940246,5.288337993621826,,
1994-09-08,,,5.446993827819824,5.505485916137696,5.421405458450318,5.346463894844055,5.294187107086182,,
1994-09-09,,,5.446993827819824,5.483551692962647,5.439683532714843,5.3556029319763185,5.299305095672607,,
1994-09-12,,,5.483552932739258,5.468929290771484,5.457962083816528,5.368397951126099,5.305154266357422,,
1994-09-13,,,5.410439014434815,5.454306507110596,5.4652734279632575,5.373881530761719,5.308809995651245,,
1994-09-14,,,5.373879909515381,5.43237190246582,5.4652734279632575,5.3775371551513675,5.313196830749511,,
1994-09-15,,,5.446993827819824,5.43237190246582,5.4689289093017575,5.38667619228363,5.319045944213867,,
1994-09-16,,,5.337325572967529,5.4104382514953615,5.446994972229004,5.390331816673279,5.322701692581177,,
1994-09-19,,,5.410439014434815,5.395815467834472,5.432372379302978,5.395815396308899,5.327088584899903,,
1994-09-20,,,5.446993827819824,5.403126430511475,5.428716468811035,5.4031267166137695,5.332206573486328,,
1994-09-21,,,5.373879909515381,5.403126430511475,5.4177491664886475,5.406782341003418,5.335862283706665,,
1994-09-22,,,5.2642130851745605,5.366570281982422,5.399471092224121,5.410438275337219,5.3365934944152835,,
1994-09-23,,,5.227652549743652,5.344635677337647,5.377536964416504,5.408610248565674,5.335862283706665,,
1994-09-26,,,5.2642130851745605,5.315390491485596,5.355602979660034,5.406782531738282,5.335862283706665,,
1994-09-27,,,5.2642130851745605,5.278834342956543,5.340980386734008,5.403126907348633,5.33293776512146,,
1994-09-28,,,5.08142614364624,5.220343589782715,5.311735010147094,5.388504219055176,5.327819776535034,,
1994-09-29,,,5.227652549743652,5.213031482696533,5.2898008823394775,5.3793648958206175,5.325626316070557,,
1994-09-30,,,5.2642130851745605,5.220343589782715,5.28248963356018,5.364742302894593,5.32343297958374,,
1994-10-03,,,5.191094398498535,5.20571985244751,5.260555171966553,5.346463775634765,5.319046087265015,,
1994-10-04,,,5.191094398498535,5.1910961151123045,5.234965229034424,5.331840848922729,5.314659194946289,,
1994-10-05,,,4.971755027770996,5.1691618919372555,5.194752740859985,5.306250953674317,5.307347784042358,,
1994-10-06,,,4.898642063140869,5.103359794616699,5.158195638656617,5.278833365440368,5.300767574310303,,
1994-10-07,,,4.971755027770996,5.0448681831359865,5.13260588645935,5.255071425437928,5.296380786895752,,
1994-10-10,,,4.971755027770996,5.001000308990479,5.1033600807189945,5.229481530189514,5.292725124359131,,
1994-10-11,,,4.898642063140869,4.9425098419189455,5.066802978515625,5.203891682624817,5.2846826171875,,
1994-10-12,,,4.971755027770996,4.9425098419189455,5.055835866928101,5.183785438537598,5.276640119552613,,
1994-10-13,,,4.898642063140869,4.9425098419189455,5.022934818267823,5.15636785030365,5.269328699111939,,
1994-10-14,,,4.862082481384277,4.920575332641602,4.982721757888794,5.132605695724488,5.261286087036133,,
1994-10-17,,,4.935197353363037,4.91326379776001,4.957132053375244,5.108843612670898,5.254705772399903,,
1994-10-18,,,4.935197353363037,4.9205748558044435,4.9315423488616945,5.083253788948059,5.249587831497192,,
1994-10-19,,,4.898642063140869,4.905952262878418,4.924231052398682,5.059491896629334,5.241545324325561,,
1994-10-20,,,4.935197353363037,4.913263320922852,4.927886581420898,5.043041110038757,5.23569622039795,,
1994-10-21,,,5.008310317993164,4.942508888244629,4.931542110443115,5.032073998451233,5.230578165054322,,
1994-10-24,,,5.008310317993164,4.957131481170654,4.935197639465332,5.019278860092163,5.226191320419312,5.284316673278808,
1994-10-25,,,4.935197353363037,4.957131481170654,4.938853168487549,5.002828073501587,5.2188799190521244,5.277005290985107,
1994-10-26,,,4.862082481384277,4.949819564819336,4.927885913848877,4.991860890388489,5.210106220245361,5.269328308105469,
1994-10-27,,,4.862082481384277,4.935196590423584,4.924229955673217,4.97358238697052,5.2020636081695555,5.26165132522583,
1994-10-28,,,5.044864654541016,4.9425074577331545,4.942508172988892,4.962614965438843,5.197676639556885,5.25616774559021,
1994-10-31,,,5.154538154602051,4.971753025054932,4.964442253112793,4.960787153244018,5.194752054214478,5.2517809009552,
1994-11-01,,,5.044864654541016,4.993686485290527,4.975408983230591,4.953475666046143,5.18963399887085,5.245931739807129,
1994-11-02,,,5.117983341217041,5.04486665725708,4.997343111038208,4.960787081718445,5.1859783172607425,5.240813765525818,
1994-11-03,,,5.08142614364624,5.0887353897094725,5.011965990066528,4.969926285743713,5.1837849521636965,5.23569580078125,
1994-11-04,,,5.08142614364624,5.096047687530517,5.019277572631836,4.975409841537475,5.18012921333313,5.2309434127807615,
1994-11-07,,,5.044864654541016,5.07411298751831,5.022933006286621,4.979065322875977,5.175011157989502,5.225459833145141,
1994-11-08,,,5.008310317993164,5.06680212020874,5.030244302749634,4.984548735618591,5.1684308528900145,5.219976286888123,
1994-11-09,,,5.008310317993164,5.044867515563965,5.044867086410522,4.986376500129699,5.16111946105957,5.214492740631104,
1994-11-10,,,4.935197353363037,5.015621757507324,5.052178573608399,4.9882042646408085,5.151614627838135,5.209009184837341,
1994-11-11,,,4.862082481384277,4.971753025054932,5.033900356292724,4.9882042646408085,5.137722978591919,5.20389121055603,
1994-11-14,,,4.862082481384277,4.935196590423584,5.004654788970948,4.98454852104187,5.123831329345703,5.200235509872437,
1994-11-15,,,4.825527667999268,4.898640060424805,4.9827210903167725,4.979065036773681,5.110670824050903,5.196945405006408,
1994-11-16,,,4.6427435874938965,4.825526714324951,4.935197114944458,4.966270112991333,5.093854637145996,5.191096315383911,
1994-11-17,,,4.752412796020508,4.788969802856445,4.902295780181885,4.957130885124206,5.07996301651001,5.187075061798096,
1994-11-18,,,4.862082481384277,4.788969802856445,4.880361413955688,4.949819493293762,5.068264789581299,5.1837849426269536,
1994-11-21,,,4.788970470428467,4.774347400665283,4.854771995544434,4.9388525009155275,5.054373140335083,5.179763703346253,
1994-11-22,,,4.825527667999268,4.774347400665283,4.836493730545044,4.9333690166473385,5.042674913406372,5.175742454528809,
1994-11-23,,,4.971755027770996,4.840149688720703,4.8328382015228275,4.9388526439666744,5.034632415771484,5.173914623260498,
1994-11-24,,,4.971755027770996,4.884018135070801,4.836493968963623,4.94433627128601,5.025127639770508,5.172086791992188,
1994-11-25,,,4.935197353363037,4.898641109466553,4.843805456161499,4.938852906227112,5.017085075378418,5.169893383979797,
1994-11-28,,,4.971755027770996,4.935198020935059,4.854772710800171,4.929713749885559,5.0083113956451415,5.167699990272522,
1994-11-29,,,4.935197353363037,4.957131958007812,4.8657396793365475,4.92423038482666,4.998075466156006,5.165141019821167,
1994-11-30,,,4.971755027770996,4.957131958007812,4.898640823364258,4.9169189691543576,4.990032968521118,5.162947626113891,
1994-12-01,,,4.862082481384277,4.935197448730468,4.909607791900635,4.90595178604126,4.981990356445312,5.159291925430298,
1994-12-02,,,4.825527667999268,4.913263511657715,4.905952310562133,4.893156862258911,4.9739478588104244,5.154905071258545,
1994-12-05,,,4.752412796020508,4.869395065307617,4.902296543121338,4.878534269332886,4.963711853027344,5.149787068367004,
1994-12-06,,,4.715855598449707,4.825526714324951,4.891329336166382,4.863911533355713,4.952744703292847,5.142841234207153,
1994-12-07,,,4.715855598449707,4.774346828460693,4.865739393234253,4.84928879737854,4.945433292388916,5.136626534461975,
1994-12-08,,,4.569626808166504,4.715855693817138,4.825526571273803,4.831010270118713,4.932272777557373,5.128949546813965,
1994-12-09,,,4.606184959411621,4.671987152099609,4.7926253318786625,4.818215394020081,4.919112215042114,5.121272597312927,
1994-12-12,,,4.606184959411621,4.642741584777832,4.756068325042724,4.805420517921448,4.907414026260376,5.113230056762696,
1994-12-13,,,4.606184959411621,4.620807456970215,4.723167085647583,4.794453382492065,4.895715837478638,5.105187516212464,
1994-12-14,,,4.606184959411621,4.598873329162598,4.686610078811645,4.792625451087952,4.8884044361114505,5.097876110076904,
1994-12-15,,,4.825527667999268,4.65005350112915,4.682954597473144,4.796281194686889,4.886942148208618,5.0938548612594605,
1994-12-16,,,4.752412796020508,4.679299068450928,4.675643110275269,4.790797710418701,4.882555303573608,5.08946804523468,
1994-12-19,,,4.715855598449707,4.701233196258545,4.671987390518188,4.787141966819763,4.877437314987183,5.085081219673157,
1994-12-20,,,4.679299354553223,4.715856075286865,4.66833176612854,4.779830551147461,4.8730504608154295,5.0788665390014645,
1994-12-21,,,4.606184959411621,4.715856075286865,4.657364702224731,4.761552047729492,4.865739059448242,5.0711895895004275,
1994-12-22,,,4.569626808166504,4.664675903320313,4.657364702224731,4.741445636749267,4.859158754348755,5.064243726730346,
1994-12-23,,,4.496513366699219,4.613496017456055,4.646397542953491,4.7195114374160765,4.851847372055054,5.056566729545593,
1994-12-26,,,4.496513366699219,4.569627571105957,4.635430383682251,4.695749354362488,4.843073692321777,5.0488897323608395,
1994-12-27,,,4.423400402069092,4.518447780609131,4.617151927947998,4.67015950679779,4.832837753295898,5.0412127923965455,
1994-12-28,,,4.350283622741699,4.4672675132751465,4.591561794281006,4.6390859365463255,4.821870584487915,5.0317079544067385,
1994-12-29,,,4.423400402069092,4.438022232055664,4.551349067687989,4.617151832580566,4.8116346454620365,5.023665432929993,
1994-12-30,,,4.423400402069092,4.423399639129639,4.518447828292847,4.597045469284057,4.799936447143555,5.015257306098938,
1995-01-02,,,4.423400402069092,4.408777046203613,4.489202308654785,4.580594849586487,4.788238248825073,5.007214784622192,
1995-01-03,,,4.679299354553223,4.45995683670044,4.489202308654785,4.578767037391662,4.783120288848877,5.0010001039505,
1995-01-04,,,4.752412796020508,4.540382671356201,4.503825092315674,4.580594897270203,4.780926895141602,4.995516557693481,
1995-01-05,,,4.788970470428467,4.6134966850280765,4.52575945854187,4.591562080383301,4.779464654922485,4.990764131546021,
1995-01-06,,,4.862082481384277,4.7012331008911135,4.562316370010376,4.604356956481934,4.7758090114593506,4.986742825508117,
1995-01-09,,,4.825527667999268,4.781658554077149,4.5952178001403805,4.615324091911316,4.769228801727295,4.981990427970886,
1995-01-10,,,4.825527667999268,4.810904216766358,4.635430526733399,4.626291227340698,4.76484206199646,4.9772380304336545,
1995-01-11,,,4.788970470428467,4.81821575164795,4.679299211502075,4.63543050289154,4.758261804580688,4.972120060920715,
1995-01-12,,,4.788970470428467,4.81821575164795,4.715856218338013,4.633602643013001,4.752412691116333,4.968098821640015,
1995-01-13,,,4.825527667999268,4.810904788970947,4.75606894493103,4.637258386611938,4.747294721603393,4.963711967468262,
1995-01-16,,,4.788970470428467,4.803593349456787,4.792625951766968,4.640914130210876,4.742176837921143,4.958593997955322,
1995-01-17,,,4.825527667999268,4.803593349456787,4.807248783111572,4.648225545883179,4.7385211849212645,4.95347601890564,
1995-01-18,,,4.825527667999268,4.810904788970947,4.814560270309448,4.659192681312561,4.734865531921387,4.947992496490478,
1995-01-19,,,4.715855598449707,4.796281814575195,4.807248783111572,4.666504120826721,4.73047869682312,4.941046662330628,
1995-01-20,,,4.752412796020508,4.7816588401794435,4.796281814575195,4.679299092292785,4.728285303115845,4.933004140853882,
1995-01-23,,,4.679299354553223,4.7597246170043945,4.7816589832305905,4.6884383916854855,4.724629640579224,4.924230484962464,
1995-01-24,,,4.715855598449707,4.737790203094482,4.770691776275635,4.703061151504516,4.722436199188232,4.9165535116195676,
1995-01-25,,,4.788970470428467,4.730478763580322,4.770691776275635,4.724995493888855,4.725360736846924,4.90960768699646,
1995-01-26,,,4.752412796020508,4.737790203094482,4.767036008834839,4.741446113586425,4.725360736846924,4.902661876678467,
1995-01-27,,,4.825527667999268,4.752413177490235,4.767036008834839,4.761552476882935,4.724629640579224,4.896447215080261,
1995-01-30,,,4.862082481384277,4.788969802856445,4.77434720993042,4.7834865808486935,4.726091880798339,4.890232510566712,
1995-01-31,,,4.825527667999268,4.810904216766358,4.77434720993042,4.790797996520996,4.726091880798339,4.884383397102356,
1995-02-01,,,4.788970470428467,4.810904216766358,4.7706914901733395,4.792625880241394,4.722436189651489,4.878534302711487,
1995-02-02,,,4.825527667999268,4.825527191162109,4.781658697128296,4.794453740119934,4.719511642456054,4.872319641113282,
1995-02-03,,,4.679299354553223,4.796281528472901,4.774347352981567,4.785314583778382,4.714393682479859,4.865739378929138,
1995-02-06,,,4.715855598449707,4.7670361518859865,4.778002977371216,4.779830980300903,4.709275693893432,4.858793544769287,
1995-02-07,,,4.679299354553223,4.737790489196778,4.774347352981567,4.772519564628601,4.704157733917237,4.8511166000366215,
1995-02-08,,,4.606184959411621,4.701233386993408,4.7560688018798825,4.763380289077759,4.696846332550049,4.843439650535584,
1995-02-09,,,4.679299354553223,4.671987724304199,4.748757457733154,4.757896733283997,4.693190670013427,4.83759051322937,
1995-02-10,,,4.679299354553223,4.671987724304199,4.73413462638855,4.750585317611694,4.690266103744507,4.832106981277466,
1995-02-13,,,4.533069610595703,4.635430526733399,4.701233339309693,4.737790274620056,4.6858792400360105,4.824795546531678,
1995-02-14,,,4.6427435874938965,4.628119373321534,4.682954931259156,4.728651070594788,4.684416999816895,4.818580851554871,
1995-02-15,,,4.715855598449707,4.65005350112915,4.675643444061279,4.723167467117309,4.684416999816895,4.8149251461029055,
1995-02-16,,,4.6427435874938965,4.642742347717285,4.657365036010742,4.719511866569519,4.685879335403443,4.809076056480408,
1995-02-17,,,4.6427435874938965,4.63543119430542,4.653709459304809,4.714028406143188,4.686610507965088,4.802861361503601,
1995-02-20,,,4.6427435874938965,4.657365989685059,4.646398258209229,4.712200617790222,4.687341680526734,4.797377853393555,
1995-02-21,,,4.606184959411621,4.650054264068603,4.639086818695068,4.706717085838318,4.687341680526734,4.791528759002685,
1995-02-22,,,4.606184959411621,4.6281201362609865,4.639086818695068,4.697577810287475,4.687341680526734,4.787873058319092,
1995-02-23,,,4.6427435874938965,4.6281201362609865,4.635431241989136,4.692094349861145,4.683685998916626,4.785314073562622,
1995-02-24,,,4.6427435874938965,4.6281201362609865,4.631775665283203,4.6829551458358765,4.681492614746094,4.782023959159851,
1995-02-27,,,4.679299354553223,4.635431289672852,4.646398639678955,4.673815989494324,4.680761489868164,4.779099402427673,
1995-02-28,,,4.715855598449707,4.657365417480468,4.653709840774536,4.6683323860168455,4.681492614746094,4.777271537780762,
1995-03-01,,,4.679299354553223,4.671988296508789,4.650054216384888,4.6628488302230835,4.682954902648926,4.774346981048584,
1995-03-02,,,4.569626808166504,4.65736494064331,4.642742538452149,4.650053787231445,4.682954902648926,4.77105682849884,
1995-03-03,,,4.496513366699219,4.628118896484375,4.6281195163726805,4.640914487838745,4.682954902648926,4.76740113735199,
1995-03-06,,,4.496513366699219,4.591561698913575,4.613496494293213,4.629947376251221,4.682954902648926,4.763014297485352,
1995-03-07,,,4.533069610595703,4.555004501342774,4.606184959411621,4.6226358890533445,4.685148286819458,4.758993020057678,
1995-03-08,,,4.496513366699219,4.518447303771973,4.5952178001403805,4.617152309417724,4.688072881698608,4.754971733093262,
1995-03-09,,,4.533069610595703,4.511135864257812,4.584250402450562,4.609840822219849,4.69026626586914,4.750950455665588,
1995-03-10,,,4.496513366699219,4.511135864257812,4.569627380371093,4.600701522827149,4.691728525161743,4.745832486152649,
1995-03-13,,,4.496513366699219,4.511135864257812,4.551348781585693,4.598873710632324,4.6931907844543455,4.740714516639709,5.012515594959259
1995-03-14,,,4.533069610595703,4.511135864257812,4.533070182800293,4.593390011787415,4.690266189575195,4.736693239212036,5.006849265098571
1995-03-15,,,4.6427435874938965,4.540381908416748,4.5294146060943605,4.589734411239624,4.688072805404663,4.734499850273132,5.001914079189301
1995-03-16,,,4.569626808166504,4.547693347930908,4.5294146060943605,4.586078572273254,4.683685932159424,4.7315752935409545,4.996613309383393
1995-03-17,,,4.606184959411621,4.569627666473389,4.5403817653656,4.584250640869141,4.67856798171997,4.727188496589661,4.991678121089936
1995-03-20,60.3030463570179,C,4.679299354553223,4.60618486404419,4.558660364151001,4.586078429222107,4.67564341545105,4.722436108589172,4.987108504772186
1995-03-21,60.32372944664411,C,4.679299354553223,4.635430812835693,4.573283338546753,4.589734148979187,4.672718849182129,4.718780455589294,4.9823560976982115
1995-03-22,60.31985071457887,C,4.6427435874938965,4.635430812835693,4.587906360626221,4.591562080383301,4.669794311523438,4.714028058052063,4.977420911788941
1995-03-23,60.331213108856495,C,4.679299354553223,4.657365322113037,4.6025293350219725,4.593389868736267,4.667600889205932,4.710006790161133,4.972851295471191
1995-03-24,60.35311513506187,C,4.788970470428467,4.693922424316407,4.631775045394898,4.600701212882996,4.666869745254517,4.707082233428955,4.969012823104858
1995-03-27,60.34837517632791,C,4.679299354553223,4.693922424316407,4.650053644180298,4.600701212882996,4.664676322937011,4.703426580429078,4.964443206787109
1995-03-28,60.33727489244873,C,4.6427435874938965,4.686611270904541,4.661021041870117,4.597045612335205,4.661020641326904,4.699770913124085,4.9598736000061034
1995-03-29,60.339172750211766,C,4.679299354553223,4.693922424316407,4.66467661857605,4.597045612335205,4.658096075057983,4.696480803489685,4.955486772060394
1995-03-30,60.34151327038996,C,4.679299354553223,4.693922424316407,4.675643873214722,4.602529239654541,4.657364950180054,4.6939218235015865,4.951465504169464
1995-03-31,60.32291652042962,C,4.6427435874938965,4.6646770477294925,4.67929973602295,4.609840750694275,4.655171566009521,4.691728434562683,4.947809822559357
1995-04-03,60.32283385499926,C,4.606184959411621,4.650054168701172,4.671988296508789,4.615324330329895,4.65370927810669,4.689169459342956,4.944702484607697
1995-04-04,60.33057857266798,C,4.606184959411621,4.642742443084717,4.664676856994629,4.618980097770691,4.651515865325928,4.68697603225708,4.941960718631744
1995-04-05,60.34987980585321,C,4.715855598449707,4.650053691864014,4.67198805809021,4.629947209358216,4.650053567886353,4.687707152366638,4.9394017338752745
1995-04-06,60.37492506856908,C,4.825527667999268,4.679299354553223,4.686610889434815,4.6445701122283936,4.651515865325928,4.688438301086426,4.937756681442261
1995-04-07,60.39669553521782,C,4.788970470428467,4.708544731140137,4.686610889434815,4.659192967414856,4.650784721374512,4.687707180976868,4.93574606180191
1995-04-10,60.42715014754867,C,4.825527667999268,4.752413272857666,4.701233720779419,4.675643682479858,4.650053625106811,4.688072752952576,4.933918228149414
1995-04-11,60.456114572681486,C,4.825527667999268,4.796281814575195,4.719512128829956,4.690266585350036,4.650053625106811,4.688072752952576,4.931907603740692
1995-04-12,60.45611575580998,C,4.788970470428467,4.810904788970947,4.7304792404174805,4.697577929496765,4.650053625106811,4.686244907379151,4.9300797653198245
1995-04-13,60.44435444644561,C,4.825527667999268,4.810904788970947,4.745102071762085,4.710372972488403,4.650053625106811,4.684782633781433,4.92843471288681
1995-04-14,60.448077200442185,C,4.825527667999268,4.818216228485108,4.763380479812622,4.7213401079177855,4.652978191375732,4.6836859369277954,4.926789660453796
1995-04-17,60.42815132184733,C,4.752412796020508,4.803593254089355,4.778003263473511,4.72499577999115,4.653709335327148,4.681492514610291,4.924596252441407
1995-04-18,60.40984892023698,C,4.752412796020508,4.788970279693603,4.7926260471344,4.728651452064514,4.655171604156494,4.679664669036865,4.922402844429016
1995-04-19,60.41509047785763,C,4.825527667999268,4.796281719207764,4.803593254089355,4.737790656089783,4.659558458328247,4.678202395439148,4.92057501077652
1995-04-20,60.403403622047534,C,4.752412796020508,4.781658744812011,4.79628176689148,4.741446328163147,4.6610207271575925,4.67710569858551,4.918198812007904
1995-04-21,60.4000207027514,C,4.862082481384277,4.788969707489014,4.80359296798706,4.7451019287109375,4.664676389694214,4.67747124671936,4.916188158988953
1995-04-24,60.39426922330053,C,4.679299354553223,4.774347019195557,4.788970136642456,4.7451019287109375,4.667600984573364,4.676740112304688,4.913263590335846
1995-04-25,60.38885577100553,B,4.715855598449707,4.767035579681396,4.7780029296875,4.748757529258728,4.66906322479248,4.676740112304688,4.9097906732559204
1995-04-26,60.359544853634105,B,4.6427435874938965,4.730478763580322,4.763380241394043,4.746929740905761,4.667600984573364,4.676008992195129,4.906317763328552
1995-04-27,60.356653909464605,P,4.679299354553223,4.715856075286865,4.748757410049438,4.746929740905761,4.668332099914551,4.677105717658996,4.903027632236481
1995-04-28,60.3454871071765,P,4.752412796020508,4.693922138214111,4.741445922851563,4.752413201332092,4.670525484085083,4.678567996025086,4.8999202966690065
1995-05-01,60.36971879037816,P,4.825527667999268,4.723167800903321,4.748757410049438,4.763380336761474,4.674181165695191,4.680761423110962,4.896995739936829
1995-05-02,60.38152026456439,P,4.752412796020508,4.7304792404174805,4.748757410049438,4.770691728591919,4.677105722427368,4.682223701477051,4.8937056088447575
1995-05-03,60.41132182644849,A,4.788970470428467,4.7597246170043945,4.745101690292358,4.774347472190857,4.680761432647705,4.684051556587219,4.890963833332062
1995-05-04,60.44013372284524,A,4.898642063140869,4.803593158721924,4.7597246170043945,4.778003191947937,4.685879402160644,4.684782700538635,4.889318780899048
1995-05-05,60.470460040398414,A,4.971755027770996,4.847461605072022,4.770691871643066,4.787142419815064,4.692459630966186,4.68697612285614,4.8882220840454105
1995-05-08,60.49838410630209,A,5.08142614364624,4.898641300201416,4.810904550552368,4.799937343597412,4.700502166748047,4.690631828308105,4.8878565239906315
1995-05-09,60.561685992761085,A,5.2642130851745605,5.001001358032227,4.8657402992248535,4.821871614456176,4.711469316482544,4.6964809656143185,4.887673752307892
1995-05-10,60.61770619323004,A,5.227652549743652,5.0887377738952635,4.9242311954498295,4.843805718421936,4.722436380386353,4.702695641517639,4.886942615509033
1995-05-11,60.667630206653605,A,5.2642130851745605,5.161851978302002,4.982722568511963,4.8657399892807005,4.736328105926514,4.7096415042877195,4.886942615509033
1995-05-12,60.703802022618596,A,5.227652549743652,5.213031482696533,5.030246543884277,4.88584623336792,4.750950889587402,4.716952896118164,4.886759812831879
1995-05-15,60.70387172173711,A,5.117983341217041,5.220342922210693,5.059492111206055,4.904124760627747,4.763380289077759,4.723167595863342,4.886028664112091
1995-05-16,60.67564647580883,A,5.117983341217041,5.19109697341919,5.096049165725708,4.922403287887573,4.775078563690186,4.730113425254822,4.885663108825684
1995-05-17,60.64457645497822,A,5.08142614364624,5.161851692199707,5.125294733047485,4.935198211669922,4.786776819229126,4.737424850463867,4.884566402435302
