Date,GRADE,GPS,SNPS,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1995-05-31,47.75257155690452,P,13.5625,13.9875,14.125,13.99375,13.1940625,12.656875,11.842421875
1995-06-01,47.70510604251471,P,14.125,13.9375,14.10625,14.0234375,13.2265625,12.6825,11.860703125
1995-06-02,47.729765884596105,P,14.375,13.9875,14.084375,14.0703125,13.2590625,12.71015625,11.878515625
1995-06-05,47.73408256048339,P,14.3125,14.025,14.075,14.103125,13.2828125,12.73296875,11.898515625
1995-06-06,47.80179399084465,A,14.3125,14.1375,14.075,14.15,13.3103125,12.75234375,11.917890625
1995-06-07,47.86336538623761,A,14.0,14.225,14.10625,14.1640625,13.3409375,12.76734375,11.936015625
1995-06-08,47.91359946095466,A,14.53125,14.30625,14.121875,14.196875,13.3928125,12.78984375,11.957734375
1995-06-09,47.94495135157296,A,14.625,14.35625,14.171875,14.2125,13.4465625,12.81703125,11.980078125
1995-06-12,48.00031144302874,A,14.75,14.44375,14.234375,14.23125,13.49375,12.84703125,12.003046875
1995-06-13,48.05233462433199,A,14.78125,14.5375,14.3375,14.2640625,13.544375,12.87546875,12.025234375
1995-06-14,48.1135938363657,A,14.65625,14.66875,14.446875,14.2859375,13.59625,12.90453125,12.042109375
1995-06-15,48.14052737389591,A,14.9375,14.75,14.528125,14.3171875,13.6525,12.93890625,12.060546875
1995-06-16,48.17282971251857,A,15.0625,14.8375,14.596875,14.340625,13.71625,12.97453125,12.082421875
1995-06-19,48.172896791728476,A,14.875,14.8625,14.653125,14.3640625,13.776875,13.00984375,12.102734375
1995-06-20,48.16783804381408,A,14.953125,14.896875,14.7171875,14.39609375,13.8390625,13.04625,12.122578125
1995-06-21,48.167649506359,A,14.90625,14.946875,14.8078125,14.45703125,13.8846875,13.081875,12.139609375
1995-06-22,48.13550544008814,A,15.0,14.959375,14.8546875,14.48828125,13.9296875,13.11875,12.154921875
1995-06-23,48.12048955149526,A,15.28125,15.003125,14.9203125,14.54609375,13.9803125,13.15625,12.172265625
1995-06-26,48.129569609953876,A,15.21875,15.071875,14.9671875,14.60078125,14.035,13.19375,12.190078125
1995-06-27,48.10780626255009,A,15.015625,15.084375,14.990625,14.6640625,14.0853125,13.22578125,12.20828125
1995-06-28,48.111007415114564,A,15.0625,15.115625,15.03125,14.7390625,14.1440625,13.26140625,12.22671875
1995-06-29,48.10592071384406,A,14.9375,15.103125,15.03125,14.7796875,14.1978125,13.29390625,12.24484375
1995-06-30,48.11787908166628,A,15.65625,15.178125,15.090625,14.84375,14.2546875,13.32828125,12.26453125
1995-07-03,48.11663194101498,A,15.5,15.234375,15.153125,14.903125,14.2971875,13.36390625,12.28546875
1995-07-04,48.140923905703765,A,15.5,15.33125,15.2078125,14.9625,14.3396875,13.39828125,12.3059375
1995-07-05,48.11133082088809,A,15.1875,15.35625,15.2359375,15.021875,14.380625,13.42796875,12.324921875
1995-07-06,48.17630249484771,A,15.8125,15.53125,15.3171875,15.0859375,14.425,13.46109375,12.347578125
1995-07-07,48.13733003685971,A,15.5625,15.5125,15.3453125,15.1328125,14.465,13.49484375,12.368828125
1995-07-10,48.10544230662962,A,15.4375,15.5,15.3671875,15.1671875,14.513125,13.52734375,12.389140625
1995-07-11,48.04545272644352,A,15.125,15.425,15.378125,15.184375,14.548125,13.56421875,12.408203125
1995-07-12,48.12089681691927,A,16.0,15.5875,15.471875,15.2515625,14.5875,13.60609375,12.433828125
1995-07-13,48.151361570454156,A,16.25,15.675,15.603125,15.3171875,14.641875,13.64859375,12.461953125
1995-07-14,48.200046225603465,A,16.0,15.7625,15.6375,15.3640625,14.693125,13.68921875,12.487109375
1995-07-17,48.34884532320629,A,16.75,16.025,15.7625,15.4578125,14.755,13.73953125,12.51546875
1995-07-18,48.486116482009464,A,16.375,16.275,15.85,15.52890625,14.815,13.78515625,12.53953125
1995-07-19,48.36738008875326,A,15.375,16.15,15.86875,15.55234375,14.848125,13.81671875,12.558828125
1995-07-20,48.17127881226866,A,15.125,15.925,15.8,15.55859375,14.873125,13.84046875,12.576328125
1995-07-21,47.95747115343644,A,14.5625,15.6375,15.7,15.52265625,14.878125,13.85921875,12.592421875
1995-07-24,47.617118879748595,P,14.53125,15.19375,15.609375,15.48828125,14.88125,13.87890625,12.607109375
1995-07-25,47.3591587512347,P,14.6875,14.85625,15.565625,15.471875,14.8925,13.90015625,12.622421875
1995-07-26,47.396289196221716,P,15.8125,14.94375,15.546875,15.509375,14.924375,13.92859375,12.644921875
1995-07-27,47.57337235026167,P,16.34375,15.1875,15.55625,15.5796875,14.965,13.96390625,12.672578125
1995-07-28,47.820347315258424,P,16.375,15.55,15.59375,15.615625,15.000625,14.00015625,12.699453125
1995-07-31,48.06089372366773,A,16.125,15.86875,15.53125,15.646875,15.035,14.03515625,12.725859375
1995-08-01,48.28010315063793,A,16.375,16.20625,15.53125,15.690625,15.07625,14.06578125,12.753984375
1995-08-02,48.20108557758241,A,15.125,16.06875,15.50625,15.6875,15.105,14.08640625,12.77265625
1995-08-03,47.981677709250015,A,14.875,15.775,15.48125,15.640625,15.115,14.10640625,12.78796875
1995-08-04,47.786880434457494,P,15.0,15.5,15.525,15.6125,15.1325,14.13046875,12.8034375
1995-08-07,47.67584916071442,P,15.3125,15.3375,15.603125,15.60625,15.15625,14.15453125,12.82234375
1995-08-08,47.568114388119504,P,15.5,15.1625,15.684375,15.625,15.19125,14.18265625,12.843828125
1995-08-09,47.64730580397364,P,15.6875,15.275,15.671875,15.609375,15.23375,14.21390625,12.866328125
1995-08-10,47.66167646302861,P,14.6875,15.2375,15.50625,15.53125,15.245,14.23578125,12.883984375
1995-08-11,47.62575137256632,P,14.640625,15.165625,15.3328125,15.46328125,15.2503125,14.2546875,12.9015625
1995-08-14,47.54368965217034,P,14.875,15.078125,15.2078125,15.36953125,15.2615625,14.2721875,12.919375
1995-08-15,47.50150944733432,P,15.5,15.078125,15.1203125,15.32578125,15.2853125,14.2978125,12.939296875
1995-08-16,47.47318236589117,P,15.46875,15.034375,15.1546875,15.33046875,15.3146875,14.3278125,12.959453125
1995-08-17,47.60323795258131,P,15.3125,15.159375,15.1984375,15.33984375,15.3303125,14.3615625,12.978828125
1995-08-18,47.85418265519869,P,16.15625,15.4625,15.3140625,15.41953125,15.3609375,14.40375,13.003203125
1995-08-21,47.96489967256334,A,15.1875,15.525,15.3015625,15.45234375,15.3696875,14.43171875,13.022109375
1995-08-22,48.00794947688331,A,15.4375,15.5125,15.2953125,15.48984375,15.3828125,14.46359375,13.041484375
1995-08-23,47.99194321897729,A,15.46875,15.5125,15.2734375,15.47265625,15.3990625,14.49765625,13.061328125
1995-08-24,47.92411048932983,A,15.125,15.475,15.3171875,15.41171875,15.4028125,14.52765625,13.080390625
1995-08-25,47.72963636813986,P,15.1875,15.28125,15.371875,15.35234375,15.4053125,14.56078125,13.100390625
1995-08-28,47.65215861890365,P,14.625,15.16875,15.346875,15.27734375,15.4003125,14.58859375,13.120546875
1995-08-29,47.540048272051216,P,14.5625,14.99375,15.253125,15.18671875,15.3925,14.61578125,13.140546875
1995-08-30,47.4595357543379,P,14.625,14.825,15.16875,15.16171875,15.386875,14.63578125,13.161796875
1995-08-31,47.40516947794194,P,14.5,14.7,15.0875,15.14296875,15.376875,14.65328125,13.182421875
1995-09-01,47.31956524806183,P,14.3125,14.525,14.903125,15.10859375,15.3575,14.66890625,13.201484375
1995-09-04,47.29545422759414,P,14.3125,14.4625,14.815625,15.05859375,15.339375,14.6871875,13.220078125
1995-09-05,47.3089127298988,P,14.375,14.425,14.709375,15.00234375,15.3265625,14.7059375,13.238515625
1995-09-06,47.42387548515888,P,15.375,14.575,14.7,14.98671875,15.3328125,14.7384375,13.26390625
1995-09-07,47.59430736612028,P,15.625,14.8,14.75,15.03359375,15.3465625,14.7721875,13.29046875
1995-09-08,47.84750975258515,P,16.0,15.1375,14.83125,15.1015625,15.3534375,14.8040625,13.319375
1995-09-11,48.10576239595139,A,16.375,15.55,15.00625,15.1765625,15.3709375,14.8340625,13.34984375
1995-09-12,48.33528229297482,A,16.25,15.925,15.175,15.2140625,15.3859375,14.8628125,13.37953125
1995-09-13,48.40382225714893,A,16.125,16.075,15.325,15.246875,15.4046875,14.89265625,13.40984375
1995-09-14,48.381264761731444,A,16.0,16.15,15.475,15.28125,15.4084375,14.91671875,13.43984375
1995-09-15,48.22491858895062,A,15.375,16.025,15.58125,15.2421875,15.4046875,14.93484375,13.46296875
1995-09-18,48.021283322435465,A,15.3125,15.8125,15.68125,15.2484375,15.4021875,14.95765625,13.48296875
1995-09-19,47.81941629049751,A,15.09375,15.58125,15.753125,15.23125,15.4015625,14.97484375,13.50296875
1995-09-20,47.60305070329596,P,15.0,15.35625,15.715625,15.2078125,15.3815625,14.98453125,13.52109375
1995-09-21,47.5892013689639,P,16.375,15.43125,15.790625,15.2703125,15.3840625,15.01296875,13.54609375
1995-09-22,47.6157258825372,A,15.6875,15.49375,15.759375,15.2953125,15.3778125,15.03546875,13.56796875
1995-09-25,47.70241120987914,A,16.25,15.68125,15.746875,15.3765625,15.3678125,15.06140625,13.5940625
1995-09-26,47.71513258243214,A,15.1875,15.7,15.640625,15.4078125,15.3440625,15.07953125,13.6165625
1995-09-27,47.86308750051308,A,15.75,15.85,15.603125,15.4640625,15.3515625,15.09984375,13.641875
1995-09-28,47.85700886479381,A,16.25,15.825,15.628125,15.5515625,15.3740625,15.12359375,13.66984375
1995-09-29,47.85300934733627,A,15.375,15.7625,15.628125,15.6046875,15.3903125,15.13421875,13.69328125
1995-10-02,47.70558227449907,P,14.8125,15.475,15.578125,15.6296875,15.3959375,15.13859375,13.71390625
1995-10-03,47.75375232943446,P,15.25,15.4875,15.59375,15.6734375,15.4071875,15.14984375,13.73765625
1995-10-04,47.59379489144618,P,14.625,15.2625,15.55625,15.6359375,15.3834375,15.15390625,13.75734375
1995-10-05,47.443929348413576,P,15.375,15.0875,15.45625,15.6234375,15.3640625,15.16453125,13.780546875
1995-10-06,47.29908820255336,P,14.625,14.9375,15.35,15.5546875,15.3290625,15.16484375,13.798984375
1995-10-09,47.043206667121744,P,12.875,14.55,15.0125,15.3796875,15.2640625,15.14953125,13.808671875
1995-10-10,46.854786614698924,B,14.25,14.35,14.91875,15.2796875,15.2215625,15.14890625,13.823828125
1995-10-11,46.882123415021994,P,14.625,14.35,14.80625,15.2046875,15.2115625,15.15828125,13.842578125
1995-10-12,46.83338811680301,B,14.5625,14.1875,14.6375,15.1328125,15.2053125,15.16015625,13.860703125
1995-10-13,46.844952860329194,B,14.125,14.0875,14.5125,15.0703125,15.1878125,15.16015625,13.876015625
1995-10-16,47.18612628192378,P,14.6875,14.45,14.5,15.0390625,15.1753125,15.16578125,13.892265625
1995-10-17,47.41383871242781,P,15.625,14.725,14.5375,15.065625,15.1778125,15.18453125,13.911015625
1995-10-18,47.63168046145277,P,16.25,15.05,14.7,15.128125,15.1890625,15.21140625,13.934140625
1995-10-19,47.79709973644773,A,15.625,15.2625,14.725,15.090625,15.2078125,15.22640625,13.954453125
1995-10-20,48.05489438115544,A,16.125,15.6625,14.875,15.1125,15.2375,15.24390625,13.97703125
1995-10-23,48.25359588538263,A,16.75,16.075,15.2625,15.1375,15.275,15.26828125,14.000625
1995-10-24,48.52723179697315,A,18.34375,16.61875,15.671875,15.2953125,15.331875,15.30859375,14.03046875
1995-10-25,48.58773498086566,A,17.5,16.86875,15.959375,15.3828125,15.3725,15.34359375,14.05546875
1995-10-26,48.705864956792595,A,17.0,17.14375,16.203125,15.4203125,15.40625,15.36828125,14.0790625
1995-10-27,48.758925474365135,A,17.3125,17.38125,16.521875,15.5171875,15.429375,15.39515625,14.10609375
1995-10-30,48.7917269419986,A,17.875,17.60625,16.840625,15.6703125,15.483125,15.42640625,14.13671875
1995-10-31,48.70846312707153,A,18.75,17.6875,17.153125,15.8453125,15.549375,15.46609375,14.17078125
1995-11-01,48.67448980241537,A,17.75,17.7375,17.303125,16.0015625,15.595,15.49703125,14.20078125
1995-11-02,48.73140347214613,A,17.9375,17.925,17.534375,16.1296875,15.65125,15.52703125,14.23296875
1995-11-03,48.70559526456256,A,17.625,17.9875,17.684375,16.2796875,15.7,15.55265625,14.26359375
1995-11-06,48.57514380881546,A,17.125,17.8375,17.721875,16.4921875,15.75,15.57515625,14.2925
1995-11-07,48.30848319557916,A,16.8125,17.45,17.56875,16.6203125,15.795,15.59375,14.32
1995-11-08,48.15390674040683,A,16.625,17.225,17.48125,16.7203125,15.835,15.6109375,14.34640625
1995-11-09,48.120777851013166,A,18.0,17.2375,17.58125,16.8921875,15.905,15.6409375,14.37984375
1995-11-10,48.202713947876084,A,18.5,17.4125,17.7,17.1109375,15.98875,15.673125,14.4146875
1995-11-13,48.24567536306679,P,17.75,17.5375,17.6875,17.2640625,16.0575,15.6984375,14.44609375
1995-11-14,48.330739960748645,A,17.25,17.625,17.5375,17.3453125,16.115,15.72078125,14.47328125
1995-11-15,48.367565749565706,A,17.0,17.7,17.4625,17.3828125,16.1475,15.74015625,14.50078125
1995-11-16,48.32148059272655,A,18.125,17.725,17.48125,17.5078125,16.1975,15.77203125,14.53296875
1995-11-17,48.21104282672257,A,18.5,17.725,17.56875,17.6265625,16.2475,15.80046875,14.564375
1995-11-20,48.08698412159827,A,17.375,17.65,17.59375,17.6578125,16.2675,15.81921875,14.5915625
1995-11-21,48.053114328494765,A,17.4375,17.6875,17.65625,17.6125,16.29125,15.83859375,14.6184375
1995-11-22,48.00745424298432,A,16.875,17.6625,17.68125,17.58125,16.30625,15.85546875,14.64171875
1995-11-23,47.804196578209165,A,16.875,17.4125,17.56875,17.575,16.32375,15.86609375,14.66359375
1995-11-24,47.5862205456466,P,16.875,17.0875,17.40625,17.553125,16.35375,15.87921875,14.68703125
1995-11-27,47.62435729355615,P,17.75,17.1625,17.40625,17.546875,16.4025,15.90234375,14.71484375
1995-11-28,47.68229445900235,P,17.875,17.25,17.46875,17.503125,16.458125,15.92984375,14.74703125
1995-11-29,47.80027069359439,P,17.875,17.45,17.55625,17.509375,16.515625,15.94859375,14.77734375
1995-11-30,47.865101894128465,P,17.25,17.525,17.46875,17.475,16.533125,15.95859375,14.80359375
1995-12-01,48.00560183605932,P,17.6875,17.6875,17.3875,17.478125,16.573125,15.97546875,14.83234375
1995-12-04,48.13848779342911,A,19.0625,17.95,17.55625,17.575,16.629375,15.99859375,14.8690625
1995-12-05,48.14060923282304,A,18.0,17.975,17.6125,17.634375,16.685625,16.01484375,14.9
1995-12-06,48.133950489394316,A,18.0,18.0,17.725,17.703125,16.730625,16.04109375,14.92890625
1995-12-07,48.229443699585886,A,17.875,18.125,17.825,17.696875,16.763125,16.06859375,14.95453125
1995-12-08,48.2601993506375,A,17.875,18.1625,17.925,17.665625,16.813125,16.10171875,14.98046875
1995-12-11,48.08451739707801,A,17.75,17.9,17.925,17.665625,16.871875,16.13390625,15.00640625
1995-12-12,48.03444374108599,A,17.625,17.825,17.9,17.684375,16.919375,16.16328125,15.03171875
1995-12-13,47.89997603217471,P,17.125,17.65,17.825,17.690625,16.969375,16.17640625,15.0525
1995-12-14,47.75390730458711,P,16.9609375,17.4671875,17.79609375,17.632421875,17.00109375,16.182578125,15.0732421875
1995-12-15,47.58803652870151,P,16.8125,17.2546875,17.70859375,17.548046875,17.04484375,16.186953125,15.0935546875
1995-12-18,47.45571736344318,P,16.375,16.9796875,17.43984375,17.498046875,17.11484375,16.189453125,15.1123046875
1995-12-19,47.31209235067277,P,16.5,16.7546875,17.28984375,17.451171875,17.15984375,16.190703125,15.1282421875
1995-12-20,47.337663615928825,P,17.0,16.7296875,17.18984375,17.457421875,17.20734375,16.209453125,15.1479296875
1995-12-21,47.42994751311098,P,17.125,16.7625,17.11484375,17.469921875,17.25859375,16.231953125,15.1691796875
1995-12-22,47.58678340575946,P,17.375,16.875,17.06484375,17.494921875,17.32359375,16.255703125,15.1930859375
1995-12-25,47.75855533242824,P,17.375,17.075,17.02734375,17.476171875,17.37734375,16.276328125,15.2154296875
1995-12-26,47.91059773364524,A,17.4375,17.2625,17.00859375,17.454296875,17.41359375,16.295703125,15.2391796875
1995-12-27,48.00140824173445,A,17.9375,17.45,17.08984375,17.457421875,17.44734375,16.318203125,15.2660546875
1995-12-28,48.10359191946032,A,18.0,17.625,17.19375,17.494921875,17.49484375,16.351328125,15.2935546875
1995-12-29,48.25736480296933,A,19.0,17.95,17.4125,17.560546875,17.55234375,16.394921875,15.3248046875
1996-01-01,48.393385314166174,A,19.0,18.275,17.675,17.557421875,17.59734375,16.436171875,15.3541796875
1996-01-02,48.48562774735962,A,18.6875,18.525,17.89375,17.591796875,17.60421875,16.468046875,15.3829296875
1996-01-03,48.39484098141909,A,17.5625,18.45,17.95,17.569921875,17.60546875,16.488984375,15.4083984375
1996-01-04,48.202616849159035,A,16.9375,18.2375,17.93125,17.523046875,17.60421875,16.505234375,15.4333984375
1996-01-05,47.908445368312414,P,17.375,17.9125,17.93125,17.498046875,17.60546875,16.517421875,15.4605859375
1996-01-08,47.72050392597635,P,18.0,17.7125,17.99375,17.510546875,17.60796875,16.545546875,15.4886328125
1996-01-09,47.423367831592564,P,16.625,17.3,17.9125,17.460546875,17.56546875,16.557421875,15.5105078125
1996-01-10,47.249674183699504,P,16.0,16.9875,17.71875,17.404296875,17.53046875,16.562734375,15.5301953125
1996-01-11,47.211605267322504,P,16.4296875,16.8859375,17.56171875,17.377734375,17.5003125,16.57578125,15.55171875
1996-01-12,47.219151819489035,P,17.0,16.8109375,17.36171875,17.387109375,17.4878125,16.59390625,15.57734375
1996-01-15,47.093184327044476,P,16.5,16.5109375,17.11171875,17.393359375,17.4753125,16.61265625,15.600625
1996-01-16,47.21614050270461,P,16.71875,16.5296875,16.91484375,17.404296875,17.4734375,16.63421875,15.625
1996-01-17,47.173854420186586,P,14.875,16.3046875,16.64609375,17.298046875,17.4384375,16.63671875,15.63625
1996-01-18,47.04689567669158,P,15.0,16.01875,16.45234375,17.191796875,17.3784375,16.64171875,15.6475
1996-01-19,47.03296975712676,P,16.625,15.94375,16.37734375,17.154296875,17.3409375,16.66484375,15.666875
1996-01-22,47.12433347396308,P,16.875,16.01875,16.26484375,17.129296875,17.3234375,16.69046875,15.688828125
1996-01-23,47.1576300751067,P,16.875,16.05,16.28984375,17.101171875,17.3159375,16.71546875,15.710703125
1996-01-24,47.42572375529644,P,16.75,16.425,16.36484375,17.041796875,17.3109375,16.72921875,15.733828125
1996-01-25,47.578403512392015,P,16.0,16.625,16.321875,16.941796875,17.2684375,16.73296875,15.752578125
1996-01-26,47.42313454548523,P,15.5625,16.4125,16.178125,16.769921875,17.2096875,16.72859375,15.766328125
1996-01-29,47.145796376088846,P,14.875,16.0125,16.015625,16.563671875,17.1596875,16.71359375,15.773828125
1996-01-30,46.87867669944995,B,15.1875,15.675,15.8625,16.388671875,17.1146875,16.70296875,15.782890625
1996-01-31,46.57188745773181,B,14.625,15.25,15.8375,16.241796875,17.0696875,16.68796875,15.7903125
1996-02-01,46.50075235529613,B,15.3125,15.1125,15.86875,16.160546875,17.0384375,16.68109375,15.79890625
1996-02-02,46.51077116466374,B,14.8125,14.9625,15.6875,16.032421875,16.9971875,16.67546875,15.80515625
1996-02-05,46.642736672314356,B,15.1875,15.025,15.51875,15.891796875,16.9459375,16.67421875,15.8159375
1996-02-06,46.840555443984954,B,16.0,15.1875,15.43125,15.860546875,16.9084375,16.68328125,15.8290625
1996-02-07,47.178054157157675,P,17.0625,15.675,15.4625,15.913671875,16.8921875,16.70390625,15.84421875
1996-02-08,47.419793233411156,P,17.375,16.0875,15.6,15.9609375,16.8946875,16.71390625,15.8634375
1996-02-09,47.717162405129386,A,17.0,16.525,15.74375,15.9609375,16.8809375,16.72703125,15.88125
1996-02-12,48.00426121530982,A,17.5,16.9875,16.00625,16.0109375,16.8496875,16.73953125,15.90046875
1996-02-13,48.069413385773004,A,16.53125,17.09375,16.140625,16.0015625,16.8203125,16.75296875,15.91625
1996-02-14,47.97193845356498,A,16.5,16.98125,16.328125,16.0828125,16.7903125,16.76046875,15.93015625
1996-02-15,47.86641589714848,A,16.875,16.88125,16.484375,16.1765625,16.7703125,16.76671875,15.94515625
1996-02-16,47.793942190813574,A,16.9375,16.86875,16.696875,16.1921875,16.7515625,16.78234375,15.95828125
1996-02-19,47.66315194518371,A,16.9375,16.75625,16.871875,16.1953125,16.7353125,16.80359375,15.97109375
1996-02-20,47.65878362427674,A,16.875,16.825,16.959375,16.1953125,16.7203125,16.81984375,15.98484375
1996-02-21,47.639385517121354,A,16.6875,16.8625,16.921875,16.1921875,16.7115625,16.84046875,15.9971875
1996-02-22,47.63086075550783,A,17.0,16.8875,16.884375,16.2421875,16.71234375,16.85671875,16.010625
1996-02-23,47.647520438270696,A,17.125,16.925,16.896875,16.3203125,16.71859375,16.88171875,16.02328125
1996-02-26,47.67674138357132,A,16.75,16.8875,16.821875,16.4140625,16.72609375,16.92046875,16.035
1996-02-27,47.65125670377859,P,16.375,16.7875,16.80625,16.4734375,16.72359375,16.94171875,16.0453125
1996-02-28,47.671391398141374,P,16.4375,16.7375,16.8,16.5640625,16.71234375,16.95984375,16.0590625
1996-02-29,47.62541626315465,P,16.375,16.6125,16.75,16.6171875,16.69734375,16.97796875,16.0690625
1996-03-01,47.60836344094778,P,16.875,16.5625,16.74375,16.7203125,16.68734375,17.00546875,16.0828125
1996-03-04,47.52942032414514,P,16.28125,16.46875,16.678125,16.775,16.66546875,17.02140625,16.09359375
1996-03-05,47.55016064607145,P,16.8125,16.55625,16.671875,16.815625,16.65296875,17.03328125,16.10890625
1996-03-06,47.47808098859895,P,16.4375,16.55625,16.646875,16.784375,16.62296875,17.03515625,16.12328125
1996-03-07,47.4526734312949,P,16.5,16.58125,16.596875,16.740625,16.59296875,17.04390625,16.13515625
1996-03-08,47.26237894411329,P,16.0,16.40625,16.484375,16.690625,16.53296875,17.04265625,16.14328125
1996-03-11,47.17727434764296,P,16.1875,16.3875,16.428125,16.625,16.47671875,17.03703125,16.15265625
1996-03-12,46.988374840369225,B,15.875,16.2,16.378125,16.5921875,16.42046875,17.01234375,16.16046875
1996-03-13,46.96271088440532,B,16.25,16.1625,16.359375,16.5796875,16.39421875,16.99984375,16.17171875
1996-03-14,46.926379954223755,B,16.125,16.0875,16.334375,16.5421875,16.37796875,16.99109375,16.1796875
1996-03-15,46.92359759835071,B,15.625,16.0125,16.209375,16.4765625,16.34296875,16.97421875,16.1846875
1996-03-18,46.85874240434445,B,15.5,15.875,16.13125,16.4046875,16.29296875,16.95046875,16.1884375
1996-03-19,46.851642696154784,B,15.5,15.8,16.0,16.3359375,16.27046875,16.91796875,16.19203125
1996-03-20,46.77135122166295,B,15.4375,15.6375,15.9,16.2734375,16.25921875,16.89484375,16.1959375
1996-03-21,46.637075223690886,B,15.0,15.4125,15.75,16.1734375,16.230625,16.86546875,16.19625
1996-03-22,46.61121466324534,B,15.1875,15.325,15.66875,16.0765625,16.194375,16.84109375,16.196875
1996-03-25,46.585241909752504,B,14.75,15.175,15.525,15.9765625,16.159375,16.81734375,16.19625
1996-03-26,46.56589109382932,B,14.75,15.025,15.4125,15.8953125,16.12,16.79671875,16.195234375
1996-03-27,46.582689296226754,B,15.0,14.9375,15.2875,15.8234375,16.1225,16.78046875,16.195703125
1996-03-28,46.7487668841853,B,15.75,15.0875,15.25,15.7921875,16.1375,16.75796875,16.199453125
1996-03-29,46.8615835431984,B,16.0,15.25,15.2875,15.7484375,16.125,16.73296875,16.203046875
1996-04-01,47.060567429319185,B,16.1875,15.5375,15.35625,15.74375,16.11125,16.71734375,16.207890625
1996-04-02,47.25430033209645,C,16.25,15.8375,15.43125,15.715625,16.09875,16.70734375,16.2140625
1996-04-03,47.31902632516955,C,15.5625,15.95,15.44375,15.671875,16.075,16.69296875,16.2165625
1996-04-04,47.25525083617714,C,15.375,15.875,15.48125,15.615625,16.0625,16.66546875,16.21875
1996-04-05,47.18791240232256,C,15.375,15.75,15.5,15.584375,16.05875,16.63421875,16.21734375
1996-04-08,47.112245629077414,C,15.5625,15.625,15.58125,15.553125,16.0725,16.61609375,16.21765625
1996-04-09,47.076669073381176,B,16.0,15.575,15.70625,15.559375,16.08875,16.60171875,16.22015625
1996-04-10,47.19516932076633,P,16.375,15.7375,15.84375,15.565625,16.12375,16.59671875,16.22609375
1996-04-11,47.28207192435044,P,15.9375,15.85,15.8625,15.55625,16.13625,16.58734375,16.22671875
1996-04-12,47.34397401539966,A,15.5,15.875,15.8125,15.55,16.15,16.57359375,16.22640625
1996-04-15,47.29306305960825,A,15.1875,15.8,15.7125,15.534375,16.15,16.54796875,16.22515625
1996-04-16,47.268702539098314,A,16.0625,15.8125,15.69375,15.5625,16.15125,16.52984375,16.22984375
1996-04-17,47.20186755031338,A,16.5625,15.85,15.79375,15.61875,16.14125,16.51671875,16.23265625
1996-04-18,47.43755879202496,A,18.25,16.3125,16.08125,15.78125,16.15875,16.52671875,16.24265625
1996-04-19,47.72590246126807,A,18.25,16.8625,16.36875,15.934375,16.18375,16.53234375,16.25390625
1996-04-22,48.12697624447029,A,18.875,17.6,16.7,16.140625,16.21125,16.53046875,16.26453125
1996-04-23,48.57754098971952,A,20.0,18.3875,17.1,16.403125,16.280625,16.55046875,16.28265625
1996-04-24,48.88780310042088,A,19.25,18.925,17.3875,16.615625,16.335625,16.56296875,16.30203125
1996-04-25,48.92216168426422,A,19.375,19.15,17.73125,16.796875,16.385625,16.57796875,16.32328125
1996-04-26,48.93875333151836,A,19.25,19.35,18.10625,16.959375,16.431875,16.59171875,16.34671875
1996-04-29,48.97598013725361,A,20.0,19.575,18.5875,17.15,16.493125,16.61421875,16.3740625
1996-04-30,48.901317760160005,A,20.625,19.7,19.04375,17.36875,16.568125,16.64421875,16.40375
1996-05-01,48.970634529005565,A,20.75,20.0,19.4625,17.628125,16.649375,16.68046875,16.4284375
1996-05-02,48.99866074882244,A,20.375,20.2,19.675,17.878125,16.716875,16.714609375,16.44859375
1996-05-03,49.005134983278886,A,20.125,20.375,19.8625,18.115625,16.776875,16.747734375,16.46734375
1996-05-06,48.87509677812866,A,19.8125,20.3375,19.95625,18.328125,16.838125,16.782109375,16.48578125
1996-05-07,48.62698653852894,A,19.375,20.0875,19.89375,18.496875,16.898125,16.810859375,16.50078125
1996-05-08,48.542805029428514,A,21.0,20.1375,20.06875,18.728125,16.989375,16.850859375,16.53015625
1996-05-09,48.56264375086005,A,20.9375,20.25,20.225,18.978125,17.080625,16.888984375,16.56046875
1996-05-10,48.76691931943392,A,22.25,20.675,20.525,19.315625,17.188125,16.937734375,16.59671875
1996-05-13,49.107118315010354,A,22.8125,21.275,20.80625,19.696875,17.31875,16.992109375,16.63421875
1996-05-14,49.44893922281108,A,22.125,21.825,20.95625,20.0,17.425,17.038984375,16.66734375
1996-05-15,49.57236067786862,A,22.625,22.15,21.14375,20.303125,17.54875,17.085859375,16.70203125
1996-05-16,49.675798633675704,A,22.625,22.4875,21.36875,20.521875,17.67125,17.132109375,16.74171875
1996-05-17,49.51918685124533,A,22.1875,22.475,21.575,20.71875,17.795,17.163984375,16.779453125
1996-05-20,49.17515667873399,A,21.4375,22.2,21.7375,20.846875,17.9,17.188359375,16.812265625
1996-05-21,48.99610377713589,A,21.8125,22.1375,21.98125,20.9375,18.01875,17.219609375,16.843828125
1996-05-22,48.81776904350979,A,21.9375,22.0,22.075,21.071875,18.1325,17.263359375,16.876171875
1996-05-23,48.75379511284233,A,22.75,22.025,22.25625,21.240625,18.265,17.321484375,16.913359375
1996-05-24,48.79850583257513,A,23.0,22.1875,22.33125,21.428125,18.4125,17.377734375,16.947578125
