Date,GRADE,GPS,PKG,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2000-01-28,,,5.970671653747559,,,,,,
2000-01-31,,,6.001765727996826,,,,,,
2000-02-01,,,5.970671653747559,,,,,,
2000-02-02,,,6.001765727996826,,,,,,
2000-02-03,,,5.970671653747559,5.9831092834472654,,,,,
2000-02-04,,,5.659694194793701,5.920913791656494,,,,,
2000-02-07,,,5.379823684692383,5.796525382995606,,,,,
2000-02-08,,,4.913364887237549,5.585064029693603,,,,,
2000-02-09,,,5.037753105163574,5.392261505126953,,,,,
2000-02-10,,,5.286531925201416,5.255433559417725,5.6192714214324955,,,,
2000-02-11,,,5.006654262542725,5.124825572967529,5.522869682312011,,,,
2000-02-14,,,4.882266044616699,5.025314044952393,5.410919713973999,,,,
2000-02-15,,,5.193240165710449,5.0812891006469725,5.333176565170288,,,,
2000-02-16,,,5.255431175231934,5.124824714660645,5.2585431098937985,,,,
2000-02-17,,,5.1621413230896,5.099946594238281,5.177690076828003,,,,
2000-02-18,,,5.224335670471191,5.143482875823975,5.134154224395752,,,,
2000-02-21,,,5.224335670471191,5.211896800994873,5.118605422973633,,,,
2000-02-22,,,5.131044387817383,5.19945764541626,5.140373373031617,,,,
2000-02-23,,,5.037753105163574,5.1559220314025875,5.140373373031617,,,,
2000-02-24,,,4.944458961486816,5.112385559082031,5.106166076660156,5.3627187490463255,,,
2000-02-25,,,5.193240165710449,5.1061664581298825,5.124824666976929,5.32384717464447,,,
2000-02-28,,,5.037753105163574,5.06884994506836,5.140373373031617,5.275646543502807,,,
2000-02-29,,,5.41091775894165,5.1248246192932125,5.162141132354736,5.247658848762512,,,
2000-03-01,,,5.473113059997559,5.21189661026001,5.183909320831299,5.221226215362549,,,
2000-03-02,,,5.721889972686768,5.3673828125,5.2398841857910154,5.208787131309509,,,
2000-03-03,,,5.442014694213867,5.417137718200683,5.261652088165283,5.197903156280518,,,
2000-03-06,,,5.348724842071533,5.479332065582275,5.274091005325317,5.1963482141494755,,,
2000-03-07,,,5.099947929382324,5.41713809967041,5.270981359481811,5.2056773662567135,,,
2000-03-08,,,5.1621413230896,5.354943752288818,5.283420181274414,5.211896777153015,,,
2000-03-09,,,5.224335670471191,5.255432891845703,5.311407852172851,5.208786964416504,,,
2000-03-10,,,5.099947929382324,5.187019538879395,5.302078628540039,5.213451647758484,,,
2000-03-13,,,4.851168155670166,5.087508201599121,5.283420133590698,5.211896753311157,,,
2000-03-14,,,4.913364887237549,5.050191593170166,5.233664846420288,5.197902989387512,,,
2000-03-15,,,4.788974761962891,4.975558280944824,5.165251016616821,5.17458016872406,,,
2000-03-16,,,4.851168155670166,4.900924777984619,5.078178834915161,5.159031510353088,,,
2000-03-17,,,4.75787878036499,4.832510948181152,5.009765243530273,5.135708665847778,,,
2000-03-20,,,4.788974761962891,4.820072269439697,4.953790235519409,5.113940620422364,,,
2000-03-21,,,4.788974761962891,4.795194244384765,4.922692918777466,5.096837139129638,,,
2000-03-22,,,4.75787878036499,4.788975048065185,4.882266664505005,5.0828434228897095,,,
2000-03-23,,,4.820071220397949,4.782755661010742,4.841840219497681,5.076624035835266,,,
2000-03-24,,,4.851168155670166,4.801413536071777,4.816962242126465,5.059520435333252,,,
2000-03-27,,,4.913364887237549,4.826291561126709,4.823181915283203,5.0533010244369505,,,
2000-03-28,,,4.882266044616699,4.84494981765747,4.820072031021118,5.026868438720703,,,
2000-03-29,,,4.882266044616699,4.8698272705078125,4.829401159286499,4.99732608795166,,,
2000-03-30,,,4.882266044616699,4.882266235351563,4.832510948181152,4.955344891548156,,,
2000-03-31,,,5.224335670471191,4.956899738311767,4.879156637191772,4.944460940361023,,,
2000-04-03,,,5.131044387817383,5.000435638427734,4.913363599777222,4.933576917648315,,,
2000-04-04,,,5.006654262542725,5.02531328201294,4.935131549835205,4.928912234306336,,,
2000-04-05,,,5.099947929382324,5.068849658966064,4.969338464736938,4.925802564620971,,,
2000-04-06,,,5.379823684692383,5.168361186981201,5.0253137111663815,4.933576965332032,5.180799856185913,,
2000-04-07,,,5.224335670471191,5.168361186981201,5.062630462646484,4.939796352386475,5.165873136520386,,
2000-04-10,,,5.131044387817383,5.168361186981201,5.084398412704468,4.953790163993835,5.148458709716797,,
2000-04-11,,,5.255431175231934,5.218116569519043,5.121714925765991,4.970893478393554,5.134153900146484,,
2000-04-12,,,5.379823684692383,5.274091720581055,5.171470689773559,5.000435924530029,5.121715059280396,,
2000-04-13,,,5.286531925201416,5.255433368682861,5.211897277832032,5.022204113006592,5.108032264709473,,
2000-04-14,,,5.037753105163574,5.2181168556213375,5.193239021301269,5.036197829246521,5.09559344291687,,
2000-04-17,,,5.1621413230896,5.224336242675781,5.196348714828491,5.054856157302856,5.091239795684815,,
2000-04-18,,,5.286531925201416,5.230556392669678,5.22433648109436,5.0797340154647825,5.098703136444092,,
2000-04-19,,,5.442014694213867,5.242994594573974,5.258543157577515,5.113940811157226,5.106788368225097,,
2000-04-20,,,5.286531925201416,5.242994594573974,5.249213981628418,5.1372638463974,5.106788368225097,,
2000-04-21,,,5.286531925201416,5.292750358581543,5.25543360710144,5.159032034873962,5.112385921478271,,
2000-04-24,,,5.41091775894165,5.342505645751953,5.2834209442138675,5.183909678459168,5.12295895576477,,
2000-04-25,,,5.597503662109375,5.404699993133545,5.317628192901611,5.2196715593338014,5.131044225692749,,
2000-04-26,,,5.473113059997559,5.410919666290283,5.326957130432129,5.249213910102844,5.135397863388062,,
2000-04-27,,,5.379823684692383,5.429578018188477,5.336286306381226,5.274091792106629,5.139751510620117,,
2000-04-28,,,5.908475875854492,5.553966808319092,5.423358583450318,5.308298802375793,5.153434314727783,,
2000-05-01,,,5.784085273742676,5.628600311279297,5.485552978515625,5.340950846672058,5.164629306793213,,
2000-05-02,,,5.846280097961426,5.678355598449707,5.541527795791626,5.382932138442993,5.178934020996094,,
2000-05-03,,,5.752990245819092,5.734331035614014,5.572625350952149,5.415584254264831,5.193238763809204,,
2000-05-04,,,5.846280097961426,5.827622318267823,5.628600168228149,5.4389070749282835,5.211275186538696,,
2000-05-05,,,5.939571857452393,5.8338415145874025,5.693904161453247,5.474668884277344,5.226201820373535,,
2000-05-08,,,5.908475875854492,5.8587196350097654,5.743659973144531,5.513540458679199,5.243616275787353,,
2000-05-09,,,5.87737512588501,5.864938640594483,5.771647119522095,5.544637656211853,5.252945423126221,,
2000-05-10,,,5.970671653747559,5.908474922180176,5.821402978897095,5.574180054664612,5.26289659500122,,
2000-05-11,,,5.970671653747559,5.933353233337402,5.880487775802612,5.608387041091919,5.267872228622436,,
2000-05-12,,,5.970671653747559,5.939573192596436,5.886707353591919,5.655032968521118,5.27844536781311,,
2000-05-15,,,6.281641483306885,6.014206314086914,5.9364629745483395,5.711007976531983,5.297103700637817,,
2000-05-16,,,6.157256126403809,6.070182514190674,5.967560577392578,5.754544186592102,5.318249864578247,,
2000-05-17,,,6.157256126403809,6.107499408721924,6.00798716545105,5.790306258201599,5.3381521606445315,,
2000-05-18,,,5.970671653747559,6.107499408721924,6.020426321029663,5.824513244628906,5.353078880310059,,
2000-05-19,,,6.032863616943359,6.119937801361084,6.02975549697876,5.861829829216004,5.3717371940612795,,
2000-05-22,,,5.87737512588501,6.039084529876709,6.0266454219818115,5.885152697563171,5.3922613334655765,,
2000-05-23,,,5.784085273742676,5.964450359344482,6.017316436767578,5.894481778144836,5.409675741195679,,
2000-05-24,,,5.659694194793701,5.864937973022461,5.986218690872192,5.903810834884643,5.427090129852295,,
2000-05-25,,,5.690794944763184,5.808962631225586,5.958231019973755,5.919359397888184,5.443882665634155,,
2000-05-26,,,5.908475875854492,5.784085083007812,5.952011442184448,5.919359397888184,5.466894607543946,,
2000-05-29,,,5.908475875854492,5.790305233001709,5.914694881439209,5.925578927993774,5.4892846298217775,,
2000-05-30,,,5.815183639526367,5.796524906158448,5.880487632751465,5.9240241050720215,5.509808807373047,,
2000-05-31,,,5.721889972686768,5.80896406173706,5.836951017379761,5.9224690914154055,5.529089031219482,,
2000-06-01,,,5.597503662109375,5.790305805206299,5.799634218215942,5.910030269622803,5.544637680053711,,
2000-06-02,,,5.504212379455566,5.709453105926514,5.746769094467163,5.888262295722962,5.557698564529419,,
2000-06-05,,,5.535309314727783,5.634819793701172,5.712562513351441,5.869603967666626,5.570137453079224,,
2000-06-06,,,5.628600597381592,5.597503185272217,5.697014045715332,5.857165241241455,5.585064144134521,,
2000-06-07,,,5.597503662109375,5.572625923156738,5.690794992446899,5.838506841659546,5.599368896484375,,
2000-06-08,,,5.504212379455566,5.553967666625977,5.672136735916138,5.815183877944946,5.611807823181152,,
2000-06-09,,,5.597503662109375,5.572625923156738,5.641039514541626,5.796525478363037,5.619271183013916,,
2000-06-12,,,5.659694194793701,5.597502899169922,5.616161346435547,5.765428113937378,5.629844179153443,,
2000-06-13,,,5.721889972686768,5.616160774230957,5.606831979751587,5.743659806251526,5.6441488933563235,,
2000-06-14,,,5.752990245819092,5.6472580909729,5.609942007064819,5.72344651222229,5.657209739685059,,
2000-06-15,,,5.597503662109375,5.6659163475036625,5.609942007064819,5.704788112640381,5.661563339233399,5.421181597709656,
2000-06-16,,,5.317627429962158,5.609941101074218,5.591283512115479,5.669026303291321,5.663429174423218,5.414651155471802,
2000-06-19,,,5.473113059997559,5.57262487411499,5.585063886642456,5.648813199996948,5.670270547866822,5.409364628791809,
2000-06-20,,,5.224335670471191,5.473114013671875,5.544637393951416,5.620825719833374,5.669648637771607,5.401901268959046,
2000-06-21,,,5.473113059997559,5.417138576507568,5.532198333740235,5.6114966630935665,5.67151442527771,5.396614742279053,
2000-06-22,,,5.317627429962158,5.361163330078125,5.513539838790893,5.592838287353516,5.672136335372925,5.390084300041199,
2000-06-23,,,5.224335670471191,5.342504978179932,5.476223039627075,5.55863127708435,5.675867986679077,5.385730714797973,
2000-06-26,,,5.286531925201416,5.305188751220703,5.438906812667847,5.527534079551697,5.678355798721314,5.384797797203064,
2000-06-27,,,5.473113059997559,5.354944229125977,5.414029121398926,5.510430550575256,5.682087421417236,5.390395278930664,
2000-06-28,,,5.784085273742676,5.417138671875,5.417138624191284,5.513540315628052,5.688928833007813,5.3978586006164555,
2000-06-29,,,6.032863616943359,5.56018590927124,5.460674619674682,5.535308313369751,5.7038554668426515,5.4053219175338745,
2000-06-30,,,5.037753105163574,5.522869396209717,5.432687187194825,5.511985349655151,5.698879890441894,5.405632905960083,
2000-07-03,,,5.628600597381592,5.591283130645752,5.448235940933228,5.516649913787842,5.703233547210694,5.413096251487732,
2000-07-04,,,5.628600597381592,5.622380638122559,5.488662433624268,5.516649913787842,5.7038554859161374,5.417449855804444,
2000-07-05,,,5.597503662109375,5.585064315795899,5.501101493835449,5.516649913787842,5.706343297958374,5.420870580673218,
2000-07-06,,,5.597503662109375,5.497992324829101,5.529089117050171,5.521314477920532,5.710696897506714,5.425224204063415,
2000-07-07,,,5.535309314727783,5.597503566741944,5.56018648147583,5.518204760551453,5.7032335662841795,5.428333940505982,
2000-07-10,,,5.473113059997559,5.5664060592651365,5.578844594955444,5.508875703811645,5.697014122009278,5.430821714401245,
2000-07-11,,,5.597503662109375,5.560186672210693,5.591283655166626,5.502656388282776,5.692038593292236,5.435486307144165,
2000-07-12,,,5.721889972686768,5.585063934326172,5.585064125061035,5.50110137462616,5.69141658782959,5.442327675819397,
2000-07-13,,,5.815183639526367,5.62859992980957,5.563296127319336,5.5119853734970095,5.690794658660889,5.451034922599792,
2000-07-14,,,5.908475875854492,5.703233242034912,5.650368404388428,5.541527795791626,5.690172739028931,5.4581872797012325,
2000-07-17,,,5.939571857452393,5.796525001525879,5.681465530395508,5.5648507356643675,5.690794658660889,5.4672054672241215,
2000-07-18,,,5.970671653747559,5.871158599853516,5.715672636032105,5.602167534828186,5.692660589218139,5.47280300617218,
2000-07-19,,,5.721889972686768,5.871158599853516,5.728111267089844,5.6146063804626465,5.687684955596924,5.475290775299072,
2000-07-20,,,5.784085273742676,5.8649389266967775,5.746769428253174,5.6379292726516725,5.683953227996827,5.475912728309631,
2000-07-21,,,5.784085273742676,5.840060806274414,5.771647024154663,5.665916752815247,5.680221500396729,5.47933343410492,
2000-07-24,,,5.535309314727783,5.759208297729492,5.777866649627685,5.678355622291565,5.665294857025146,5.481199278831482,
2000-07-25,,,5.41091775894165,5.647257518768311,5.759208059310913,5.675245857238769,5.650368089675903,5.484308977127075,
2000-07-26,,,5.379823684692383,5.578844261169434,5.725001430511474,5.655032777786255,5.6348194408416745,5.486485800743103,
2000-07-27,,,5.41091775894165,5.504210758209228,5.684574842453003,5.62393548488617,5.623624362945557,5.488351621627808,
2000-07-28,,,5.348724842071533,5.417138671875,5.628599739074707,5.639484071731568,5.60994158744812,5.4908393907547,
2000-07-31,,,5.659694194793701,5.442015647888184,5.600611972808838,5.6410387516021725,5.605587968826294,5.498924651145935,
2000-08-01,,,5.442014694213867,5.448235034942627,5.547746276855468,5.631709456443787,5.598746557235717,5.504211149215698,
2000-08-02,,,5.473113059997559,5.466892910003662,5.522868585586548,5.6254899263381954,5.595014934539795,5.511052532196045,
2000-08-03,,,5.348724842071533,5.454454326629639,5.479332542419433,5.6130509853363035,5.588173532485962,5.516028099060058,
2000-08-04,,,5.442014694213867,5.473112297058106,5.445125484466553,5.6083862543106076,5.578844308853149,5.522869458198548,
2000-08-07,,,5.535309314727783,5.448235321044922,5.445125484466553,5.611496067047119,5.571380977630615,5.530332803726196,
2000-08-08,,,5.317627429962158,5.42335786819458,5.435796451568604,5.597502255439759,5.561429853439331,5.535619330406189,
2000-08-09,,,5.784085273742676,5.4855523109436035,5.4762226104736325,5.600612020492553,5.562673759460449,5.545881395339966,
