Date,GRADE,GPS,FIS,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2001-06-20,,,9.210607528686523,,,,,,
2001-06-21,,,9.827219009399414,,,,,,
2001-06-22,,,9.865755081176758,,,,,,
2001-06-25,,,10.21259880065918,,,,,,
2001-06-26,,,10.193330764770508,9.861902236938477,,,,,
2001-06-27,,,10.251141548156738,10.07000904083252,,,,,
2001-06-28,,,10.597982406616213,10.224161720275879,,,,,
2001-06-29,,,10.790669441223145,10.409144592285156,,,,,
2001-07-02,,,10.790669441223145,10.52475872039795,,,,,
2001-07-03,,,10.809935569763184,10.648079681396485,10.25499095916748,,,,
2001-07-04,,,10.809935569763184,10.759838485717774,10.414923763275146,,,,
2001-07-05,,,10.771398544311523,10.794521713256836,10.509341716766357,,,,
2001-07-06,,,11.561429977416992,10.948673820495605,10.678909206390381,,,,
2001-07-09,,,11.52674674987793,11.095889282226562,10.810324001312257,,,,
2001-07-10,,,11.002630233764648,11.134428215026855,10.89125394821167,,,,
2001-07-11,,,10.983358383178713,11.16911277770996,10.964475631713867,,,,
2001-07-12,,,11.34947109222412,11.28472728729248,11.039624500274659,,,,
2001-07-13,,,11.17604923248291,11.207651138305664,11.078162479400635,,,,
2001-07-16,,,11.079705238342283,11.118242835998535,11.10706605911255,,,,
2001-07-17,,,11.403425216674805,11.198401832580567,11.166415023803712,10.710702991485595,,,
2001-07-18,,,11.364886283874512,11.274707412719726,11.221910095214843,10.818416929244995,,,
2001-07-19,,,11.13751220703125,11.232315635681152,11.258521461486817,10.883931589126586,,,
2001-07-20,,,11.16063404083252,11.229232597351075,11.21844186782837,10.948675537109375,,,
2001-07-23,,,11.179903030395508,11.24927215576172,11.183757495880126,10.997040748596191,,,
2001-07-24,,,11.168342590332031,11.202255630493164,11.200328731536866,11.045791339874267,,,
2001-07-25,,,11.388012886047363,11.206880950927735,11.24079418182373,11.102634906768799,,,
2001-07-26,,,11.53445529937744,11.286269569396973,11.259292602539062,11.14945855140686,,,
2001-07-27,,,11.765685081481934,11.407279777526856,11.318256187438966,11.1982093334198,,,
2001-07-30,,,12.185751914978027,11.608449554443359,11.428860855102538,11.267963457107545,,,
2001-07-31,,,12.72528076171875,11.919837188720702,11.561046409606934,11.363730716705323,,,
2001-08-01,,,13.10295581817627,12.262825775146485,11.734853363037109,11.478381729125976,,,
2001-08-02,,,12.99118995666504,12.554172706604003,11.920221138000489,11.589371299743652,,,
2001-08-03,,,12.58269214630127,12.717574119567871,12.062426948547364,11.640434408187867,,,
2001-08-06,,,12.386149406433104,12.757653617858887,12.183051586151123,11.683404541015625,,,
2001-08-07,,,12.505616188049316,12.713720703125,12.316778945922852,11.758553838729858,,,
2001-08-08,,,12.521032333374023,12.59733600616455,12.430080890655518,11.835437536239624,,,
2001-08-09,,,12.528735160827637,12.50484504699707,12.529508876800538,11.8944007396698,,,
2001-08-10,,,12.390003204345703,12.466307258605957,12.591940689086915,11.95509843826294,,,
2001-08-13,,,12.332192420959473,12.45551586151123,12.606584739685058,12.017722797393798,,,
2001-08-14,,,12.63664722442627,12.48172206878662,12.597721385955811,12.079383897781373,,,
2001-08-15,,,12.332192420959473,12.44395408630371,12.520645046234131,12.12774920463562,,,
2001-08-16,,,12.332192420959473,12.404645538330078,12.454745292663574,12.187483215332032,,,
2001-08-17,,,12.424687385559082,12.411582374572754,12.438944816589355,12.250685882568359,,,
2001-08-20,,,12.339903831481934,12.413124656677246,12.434320259094239,12.308685922622681,,,
2001-08-21,,,12.447810173034668,12.375357246398925,12.428539657592774,12.372659301757812,,,
2001-08-22,,,12.52488613128662,12.413895988464356,12.428925037384033,12.429502964019775,,,
2001-08-23,,,12.486348152160645,12.44472713470459,12.424686336517334,12.477097606658935,,,
2001-08-24,,,12.46707820892334,12.45320529937744,12.432393836975098,12.512167263031007,,,
2001-08-27,,,12.58269214630127,12.501762962341308,12.457443809509277,12.532014274597168,,,
2001-08-28,,,12.4786376953125,12.507928466796875,12.4416428565979,12.519682121276855,11.604363327026368,,
2001-08-29,,,12.61352252960205,12.525655746459961,12.469775867462157,12.495210456848145,11.672421627044677,,
2001-08-30,,,12.721431732177734,12.572672462463379,12.508699798583985,12.481722545623779,11.730305881500245,,
2001-08-31,,,13.241695404052734,12.727595901489257,12.59040060043335,12.514672708511352,11.797824687957764,,
2001-09-03,,,13.241695404052734,12.85939655303955,12.68057975769043,12.557450008392333,11.858406620025635,,
2001-09-04,,,13.449796676635742,13.0536283493042,12.780778408050537,12.604659032821655,11.923535938262939,,
2001-09-05,,,12.995047569274902,13.12993335723877,12.827794551849365,12.6283597946167,11.978414058685303,,
2001-09-06,,,12.717576026916504,13.129162216186524,12.850917339324951,12.637801837921142,12.020805931091308,,
2001-09-07,,,12.578837394714355,12.996590614318848,12.862093257904053,12.647243547439576,12.056569290161132,,
2001-09-10,,,12.621231079101562,12.872497749328613,12.865947151184082,12.66169548034668,12.0931805229187,,
2001-09-11,,,12.621231079101562,12.706784629821778,12.880206489562989,12.660924673080444,12.12940643310547,,
2001-09-12,,,12.621231079101562,12.63202133178711,12.880977344512939,12.675376605987548,12.165632343292236,,
2001-09-13,,,12.621231079101562,12.612752342224121,12.870957279205323,12.689828538894654,12.202628993988037,,
2001-09-14,,,12.621231079101562,12.621231079101562,12.808910846710205,12.699655723571777,12.223825016021728,,
2001-09-17,,,11.596112251281738,12.416207313537598,12.644352531433105,12.662466144561767,12.225212326049805,,
2001-09-18,,,11.850467681884766,12.262054634094238,12.484419631958009,12.632599020004273,12.242169075012207,,
2001-09-19,,,11.877442359924316,12.11329689025879,12.37265911102295,12.600226831436157,12.26005075454712,,
2001-09-20,,,11.511329650878906,11.891316604614257,12.25203447341919,12.55147590637207,12.263287925720215,,
2001-09-21,,,11.422694206237791,11.651609230041503,12.136420154571534,12.499256706237793,12.268220825195312,,
2001-09-24,,,11.341763496398926,11.600739479064941,12.00847339630127,12.437210273742675,12.273461990356445,,
2001-09-25,,,11.071998596191406,11.445045661926269,11.853550148010253,12.366878318786622,12.266833457946777,,
2001-09-26,,,9.865755081176758,11.042708206176759,11.578002548217773,12.229489946365357,12.236850833892822,,
2001-09-27,,,9.62682056427002,10.66580638885498,11.27856149673462,12.074759387969971,12.206637001037597,,
2001-09-28,,,10.00449275970459,10.38216609954834,11.016887664794922,11.912899255752563,12.18351417541504,,
2001-10-01,,,10.879307746887209,10.289674949645995,10.945207214355468,11.794779872894287,12.177502269744872,,
2001-10-02,,,10.790669441223145,10.233409118652343,10.839227390289306,11.661823511123657,12.169948806762696,,
2001-10-03,,,11.260831832885742,10.51242446899414,10.77756633758545,11.5751127243042,12.167405185699463,,
2001-10-04,,,11.94681167602539,10.976422691345215,10.821114540100098,11.536574506759644,12.175652313232423,,
2001-10-05,,,11.63465690612793,11.302455520629882,10.842310810089112,11.489365482330323,12.173031749725341,,
2001-10-08,,,10.987215042114258,11.324036979675293,10.806855964660645,11.407664680480957,12.149061012268067,,
2001-10-09,,,11.519039154052734,11.46971092224121,10.851560020446778,11.352555084228516,12.124936180114746,,
2001-10-10,,,11.46123218536377,11.509790992736816,11.01110773086548,11.294555139541625,12.092101707458497,,
2001-10-11,,,11.09512424468994,11.339453506469727,11.15793809890747,11.218249797821045,12.054180393218994,,
2001-10-12,,,10.717447280883787,11.156011581420898,11.229233551025391,11.123060607910157,12.016875495910645,,
2001-10-15,,,11.17604923248291,11.19377841949463,11.258907699584961,11.102057456970215,11.99267349243164,,
2001-10-16,,,11.06043529510498,11.102057647705077,11.285884284973145,11.062555837631226,11.963769874572755,,
2001-10-17,,,11.045019149780272,11.018815040588379,11.264303016662597,11.020934677124023,11.93424961090088,,
