Date,GRADE,GPS,ALGN,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2001-11-19,52.150528052941034,B,4.579999923706055,4.040000057220459,4.53600001335144,4.541499996185303,4.249400014877319,5.796999998092652,7.30334687948227
2001-11-20,52.20355315810148,B,4.550000190734863,4.172000074386597,4.441000032424927,4.526500010490418,4.210400018692017,5.762600002288818,7.268909380435944
2001-11-21,52.29975361284204,B,4.369999885559082,4.432000064849854,4.387000036239624,4.5125,4.1678000164031985,5.726400003433228,7.232634379863739
2001-11-22,52.33101187577478,B,4.369999885559082,4.503999996185303,4.319000005722046,4.527999997138977,4.12520001411438,5.690600004196167,7.190421879291534
2001-11-23,52.31407328188857,B,4.25,4.423999977111817,4.249000024795532,4.527999997138977,4.0802000141143795,5.654200005531311,7.1463593792915345
2001-11-26,52.306531374708925,B,4.0,4.307999992370606,4.174000024795532,4.517499995231629,4.049200010299683,5.6164000034332275,7.101046879291534
2001-11-27,52.309308400292906,B,4.170000076293945,4.2319999694824215,4.202000021934509,4.517000007629394,4.031600008010864,5.579100003242493,7.0581468796730045
2001-11-28,52.32714296639142,B,4.329999923706055,4.223999977111816,4.328000020980835,4.515499997138977,4.028600006103516,5.544400000572205,7.018234379291535
2001-11-29,52.34777852880552,B,4.25,4.2,4.351999998092651,4.4984999895095825,4.036600008010864,5.5107000017166134,6.978937504291534
2001-11-30,52.367869200031315,B,4.0,4.15,4.286999988555908,4.449000000953674,4.04260000705719,5.475700001716614,6.943625004291534
2001-12-03,52.396083183214614,B,3.910000085830689,4.1320000171661375,4.220000004768371,4.378000009059906,4.052800006866455,5.438800003528595,6.918175004720688
2001-12-04,52.40531314877901,B,3.9700000286102295,4.0920000076293945,4.161999988555908,4.301500010490417,4.070800008773804,5.401800003051758,6.900212504863739
2001-12-05,52.41683063916745,B,4.349999904632568,4.096000003814697,4.159999990463257,4.27350001335144,4.103800005912781,5.368800001144409,6.884462504386902
2001-12-06,52.43292698015142,B,4.179999828338623,4.081999969482422,4.140999984741211,4.229999995231628,4.136800003051758,5.334699997901916,6.867550003528595
2001-12-07,52.47084091315318,B,4.050000190734863,4.0920000076293945,4.121000003814697,4.185000014305115,4.174200005531311,5.301399998664856,6.8503000044822695
2001-12-10,52.50088315771683,B,3.940000057220459,4.098000001907349,4.115000009536743,4.144500017166138,4.195600008964538,5.266799998283386,6.836562504768372
2001-12-11,52.52298260776164,B,3.950000047683716,4.094000005722046,4.09300000667572,4.147500014305114,4.207600011825561,5.232400000095367,6.8188125050067905
2001-12-12,52.512802133776574,B,3.900000095367432,4.004000043869018,4.050000023841858,4.189000022411347,4.217800011634827,5.201200001239776,6.799250005483628
2001-12-13,52.50302900766587,B,3.890000104904175,3.946000099182129,4.014000034332275,4.183000016212463,4.231600012779236,5.168200001716614,6.776356256008148
2001-12-14,52.48825369241347,B,3.859999895095825,3.908000040054321,4.000000023841858,4.143500006198883,4.248600010871887,5.130800001621246,6.755031255483627
2001-12-17,52.488928578435655,B,4.050000190734863,3.930000066757202,4.014000034332275,4.117000019550323,4.269000015258789,5.097900002002716,6.732781256437302
2001-12-18,52.48591764022396,B,4.050000190734863,3.9500000953674315,4.022000050544738,4.092000019550324,4.290200018882752,5.063800003528595,6.705531257390976
2001-12-19,52.4674931921002,B,3.849999904632568,3.940000057220459,3.9720000505447386,4.0660000205039974,4.303200016021728,5.027300002574921,6.6735312569141385
2001-12-20,52.49320294010867,B,4.5,4.062000036239624,4.0040000677108765,4.072500026226043,4.315800018310547,4.9978000044822695,6.648843756914139
2001-12-21,52.55437302099895,C,5.0,4.290000057220459,4.09900004863739,4.110000026226044,4.334800014495849,4.972800004482269,6.632593756914138
2001-12-24,52.58626074089736,C,4.75,4.4300000190734865,4.180000042915344,4.1475000262260435,4.350800013542175,4.943400003910065,6.6119687569141385
2001-12-25,52.62140554717319,C,4.75,4.5699999809265135,4.2600000381469725,4.176500022411346,4.362200016975403,4.912900002002716,6.594781256914139
2001-12-26,52.68306652038391,C,4.800000190734863,4.7600000381469725,4.350000047683716,4.200000035762787,4.378800020217896,4.886400005817413,6.5778437578678135
2001-12-27,52.695793884844896,C,4.71999979019165,4.803999996185302,4.433000016212463,4.22350002527237,4.394600014686585,4.858000004291535,6.5626937568187715
2001-12-28,52.6580990877137,C,4.599999904632568,4.723999977111816,4.5070000171661375,4.2535000205039974,4.395600008964538,4.828500001430512,6.546631256341934
2001-12-31,52.62553181495522,C,4.5,4.673999977111817,4.5519999980926515,4.283000016212464,4.373800005912781,4.797000000476837,6.531631256341934
2002-01-01,52.598611445322824,C,4.5,4.623999977111817,4.596999979019165,4.3095000147819515,4.366800007820129,4.763100001811981,6.517100006341934
2002-01-02,52.55235126067362,C,4.300000190734863,4.523999977111816,4.642000007629394,4.3070000290870665,4.359800009727478,4.7291000056266785,6.500787507295609
2002-01-03,52.529398849939334,C,4.480000019073486,4.476000022888184,4.6400000095367435,4.32200003862381,4.368200011253357,4.698900005817413,6.486937507390976
2002-01-04,52.519955344746,C,4.5,4.45600004196167,4.590000009536743,4.344500029087067,4.373200011253357,4.670200006961823,6.473187507390976
2002-01-07,52.556798329875534,C,5.010000228881836,4.558000087738037,4.616000032424926,4.398000037670135,4.389200015068054,4.649800007343292,6.461987508535385
2002-01-08,52.60541377995012,C,5.25,4.7080000877380375,4.666000032424927,4.463000035285949,4.410600018501282,4.632800009250641,6.454800008535385
2002-01-09,52.706575643075674,C,5.980000019073486,5.044000053405762,4.784000015258789,4.567000031471252,4.443000016212463,4.62160001039505,6.451887508630753
2002-01-10,52.73379860934609,C,4.880000114440918,5.124000072479248,4.8000000476837155,4.61650003194809,4.448800015449524,4.601300013065338,6.443475009202957
2002-01-11,52.78426590455083,C,5.28000020980835,5.280000114440918,4.868000078201294,4.687500047683716,4.4546000242233275,4.584500014781952,6.436750010251999
2002-01-14,52.80088536540041,C,5.519999980926514,5.382000064849853,4.970000076293945,4.761000037193298,4.4584000253677365,4.569700014591217,6.431600009202957
2002-01-15,52.79400622541545,C,5.5,5.432000064849854,5.070000076293946,4.833500027656555,4.4584000253677365,4.556600015163422,6.42335000872612
2002-01-16,52.766552024222754,C,5.880000114440918,5.41200008392334,5.228000068664551,4.935000038146972,4.477800030708313,4.548600018024445,6.419750009775162
2002-01-17,52.802818215380704,C,5.699999809265137,5.576000022888183,5.350000047683716,4.99500002861023,4.4908000230789185,4.539600017070771,6.418250008821487
2002-01-18,52.786262813105594,C,5.300000190734863,5.580000019073486,5.430000066757202,5.0100000381469725,4.497800030708313,4.526600019931793,6.414750009775162
2002-01-21,52.76300625379832,C,5.300000190734863,5.536000061035156,5.459000062942505,5.037500047683716,4.50880003452301,4.513600022792816,6.414000011682511
