Date,GRADE,GPS,SWKS,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1984-09-07,,,5.069697856903076,,,,,,
1984-09-10,,,4.894879341125488,,,,,,
1984-09-11,,,4.929844856262207,,,,,,
1984-09-12,,,4.755026817321777,,,,,,
1984-09-13,,,4.755026817321777,4.880895137786865,,,,,
1984-09-14,,,4.859917640686035,4.838939094543457,,,,,
1984-09-17,,,4.755026817321777,4.810968589782715,,,,,
1984-09-18,,,4.650136470794678,4.755026912689209,,,,,
1984-09-19,,,4.650136470794678,4.734048843383789,,,,,
1984-09-20,,,4.6850996017456055,4.720063400268555,4.80047926902771,,,,
1984-09-21,,,4.650136470794678,4.678107166290284,4.7585231304168705,,,,
1984-09-24,,,4.475320339202881,4.622165870666504,4.7165672302246096,,,,
1984-09-25,,,4.335467338562012,4.5592320442199705,4.65712947845459,,,,
1984-09-26,,,4.195612907409668,4.468327331542969,4.601188087463379,,,,
1984-09-27,,,4.160647869110107,4.363436985015869,4.541750192642212,,,,
1984-09-28,,,4.2305755615234375,4.279524803161621,4.478815984725952,,,,
1984-10-01,,,4.2305755615234375,4.230575847625732,4.426370859146118,,,,
1984-10-02,,,4.195612907409668,4.202604961395264,4.380918502807617,,,,
1984-10-03,,,4.195612907409668,4.202604961395264,4.335466146469116,,,,
1984-10-04,,,3.356489896774292,4.0417733669281,4.202605175971985,4.501542222499848,,,
1984-10-05,,,3.39145302772522,3.873948860168457,4.076736831665039,4.417629981040955,,,
1984-10-08,,,3.356489896774292,3.699131727218628,3.96485378742218,4.340710508823395,,,
1984-10-09,,,3.4613797664642334,3.552285099029541,3.877445030212402,4.267287254333496,,,
1984-10-10,,,3.496343851089477,3.4124312877655028,3.8075181245803833,4.204353106021881,,,
1984-10-11,,,3.496343851089477,3.44040207862854,3.74108772277832,4.1414189577102665,,,
1984-10-12,,,3.496343851089477,3.4613802433013916,3.6676645517349242,4.073240268230438,,,
1984-10-15,,,3.566269636154175,3.503336191177368,3.601233959197998,4.013802409172058,,,
1984-10-16,,,3.496343851089477,3.510329008102417,3.531307053565979,3.956112778186798,,,
1984-10-17,,,3.4264163970947266,3.4963435173034667,3.454387402534485,3.8949267745018004,,,
1984-10-18,,,3.4264163970947266,3.4823580265045164,3.461380052566528,3.8319926142692564,,,
1984-10-19,,,3.496343851089477,3.4823580265045164,3.471869134902954,3.7743029832839965,,,
1984-10-22,,,3.566269636154175,3.4823580265045164,3.4928471088409423,3.728850448131561,,,
1984-10-23,,,3.496343851089477,3.4823580265045164,3.4963435173034667,3.6868942737579347,,,
1984-10-24,,,3.496343851089477,3.4963435173034667,3.4963435173034667,3.6519308209419252,,,
1984-10-25,,,3.4264163970947266,3.4963435173034667,3.489350771903992,3.615219247341156,,,
1984-10-26,,,3.4613797664642334,3.489350700378418,3.4858543634414674,3.576759457588196,,,
1984-10-29,,,3.4613797664642334,3.4683727264404296,3.4753653764724732,3.5382996678352354,,,
1984-10-30,,,3.4264163970947266,3.4543872356414793,3.468372631072998,3.4998398423194885,,,
1984-10-31,,,3.39145302772522,3.433409070968628,3.4648762941360474,3.459631848335266,,,
1984-11-01,,,3.39145302772522,3.4264163970947266,3.461379957199097,3.4613800048828125,,,
1984-11-02,,,3.4613797664642334,3.4264163970947266,3.4578835487365724,3.464876341819763,,,
1984-11-05,,,3.496343851089477,3.4334092140197754,3.4508909702301027,3.4718690395355223,,,
1984-11-06,,,3.671160697937012,3.4823580741882325,3.468372654914856,3.482358086109161,,,
1984-11-07,,,3.776051998138428,3.559277868270874,3.496343469619751,3.496343493461609,,,
1984-11-08,,,3.741086721420288,3.629204607009888,3.527810502052307,3.5085806369781496,,,
1984-11-09,,,3.811016321182251,3.6991319179534914,3.562774157524109,3.524314260482788,,,
1984-11-12,,,3.811016321182251,3.7620664119720457,3.5977378129959106,3.536551594734192,,,
1984-11-13,,,3.7061243057250977,3.7690591335296633,3.6257086038589477,3.547040617465973,,,
1984-11-14,,,3.7061243057250977,3.755073595046997,3.6571757316589357,3.5610260128974915,,,
1984-11-15,,,3.7061243057250977,3.748081111907959,3.6886428594589233,3.57501140832901,3.9228974628448485,,
1984-11-16,,,3.741086721420288,3.7340951919555665,3.7166135549545287,3.5872485518455504,3.8963252401351927,,
1984-11-19,,,3.601233959197998,3.6921387195587156,3.7271025657653807,3.5889967679977417,3.870452332496643,,
1984-11-20,,,3.4613797664642334,3.643189811706543,3.706124472618103,3.5872485637664795,3.8410830307006836,,
1984-11-21,,,3.39145302772522,3.580255556106567,3.667664575576782,3.582004022598267,3.8138115549087526,,
1984-11-22,,,3.39145302772522,3.517321300506592,3.632701206207275,3.580255854129791,3.786540079116821,,
1984-11-23,,,3.356489896774292,3.4404019355773925,3.5872485637664795,3.575011360645294,3.756471524238586,,
1984-11-26,,,3.321526050567627,3.3844603538513183,3.538299536705017,3.568018674850464,3.7278015089035033,,
1984-11-27,,,3.006854772567749,3.2935553550720216,3.4683725833892822,3.547040593624115,3.694935874938965,,
1984-11-28,,,2.8320388793945312,3.181672525405884,3.3809640407562256,3.5190698862075807,3.658573923110962,,
1984-11-29,,,2.6921842098236084,3.0418187618255614,3.2795700311660765,3.4841064453125,3.618715615272522,,
1984-11-30,,,2.797074556350708,2.9299356937408447,3.185168814659119,3.4508911848068236,3.5816543769836424,,
1984-12-03,,,3.006854772567749,2.867001438140869,3.1257308959960937,3.4264167308807374,3.55228506565094,,
1984-12-04,,,2.8320388793945312,2.8320382595062257,3.0627968072891236,3.3844606399536135,3.5222164964675904,,
1984-12-05,,,2.797074556350708,2.8250453948974608,3.0033589601516724,3.335511767864227,3.494245729446411,,
1984-12-06,,,2.8320388793945312,2.8530163288116457,2.9474175453186033,3.2900593757629393,3.4676735496520994,,
1984-12-07,,,2.797074556350708,2.8530163288116457,2.891476011276245,3.239362287521362,3.439003529548645,,
1984-12-10,,,2.797074556350708,2.8110602855682374,2.8390308618545532,3.188665199279785,3.4103335094451905,,
1984-12-11,,,2.8320388793945312,2.8110602855682374,2.8215492725372315,3.1449609279632567,3.3830620288848876,,
1984-12-12,,,2.8320388793945312,2.818053150177002,2.8215492725372315,3.1012566566467283,3.355790548324585,,
1984-12-13,,,2.797074556350708,2.8110602855682374,2.8320383071899413,3.055804169178009,3.3446022415161134,,
1984-12-14,,,2.797074556350708,2.8110602855682374,2.8320383071899413,3.00860356092453,3.332714672088623,,
1984-12-17,,,2.8320388793945312,2.818053150177002,2.8145567178726196,2.970143806934357,3.322225651741028,,
1984-12-18,,,2.9369287490844727,2.83903112411499,2.8250457048416138,2.9439212560653685,3.3117366313934324,,
1984-12-19,,,3.0767829418182373,2.8879799365997316,2.8530165433883665,2.9281877517700194,3.303345413208008,,
1984-12-20,,,2.971892833709717,2.922943592071533,2.867001938819885,2.907209742069244,3.2928563928604127,,
1984-12-21,,,2.86700177192688,2.9369290351867674,2.8739946603775026,2.8827353358268737,3.2802695512771605,,
1984-12-24,,,2.9369287490844727,2.9579070091247557,2.887980079650879,2.863505470752716,3.2676827335357665,,
1984-12-25,,,2.9369287490844727,2.9579070091247557,2.898469066619873,2.8600091695785523,3.2564944314956663,,
1984-12-26,,,3.041818380355835,2.9509140968322756,2.9194470167160036,2.8704981446266173,3.2488024711608885,,
1984-12-27,,,2.9019641876220703,2.936928367614746,2.9299359798431395,2.8809871435165406,3.2383134269714358,,
1984-12-28,,,2.971892833709717,2.9579065799713136,2.9474178075790407,2.889728057384491,3.2278244066238404,,
1984-12-31,,,3.1816725730896,3.006855344772339,2.9823811769485475,2.8984689474105836,3.220132465362549,,
1985-01-01,,,3.1816725730896,3.0558041095733643,3.0068555593490602,2.915950632095337,3.213839039802551,,
1985-01-02,,,3.2515995502471924,3.0977603435516357,3.0243372201919554,2.938676881790161,3.2089441537857057,,
1985-01-03,,,3.0767829418182373,3.132724094390869,3.034826231002808,2.9509140849113464,3.2019514846801758,,
1985-01-04,,,3.006854772567749,3.1397164821624757,3.0488115310668946,2.9614030957221984,3.192860984802246,,
1985-01-07,,,3.006854772567749,3.1047529220581054,3.055804133415222,2.9718921065330504,3.1837704849243162,,
1985-01-08,,,2.8320388793945312,3.0348261833190917,3.045315146446228,2.9718921065330504,3.1718829345703123,,
1985-01-09,,,2.797074556350708,2.943921184539795,3.0208407640457153,2.9701438903808595,3.159995365142822,,
1985-01-10,,,2.86700177192688,2.9019649505615233,3.017344522476196,2.973640251159668,3.1495063400268553,,
1985-01-11,,,2.9019641876220703,2.8809868335723876,3.0103516578674316,2.978884732723236,3.138318028450012,,
1985-01-14,,,3.0767829418182373,2.8949724674224853,2.9998626947402953,2.991121935844421,3.129926810264587,,
1985-01-15,,,3.321526050567627,2.9928699016571043,3.0138480424880982,3.010351800918579,3.1229341173172,,
1985-01-16,,,3.321526050567627,3.0977602005004883,3.0208406925201414,3.0225889563560484,3.1138435983657837,,
1985-01-17,,,3.2515995502471924,3.174679756164551,3.038322353363037,3.036574292182922,3.1040538549423218,,
1985-01-18,,,3.321526050567627,3.258592128753662,3.069789481163025,3.0593005061149596,3.0942640495300293,,
1985-01-21,,,3.1816725730896,3.2795700550079347,3.08727126121521,3.071537697315216,3.0816771745681764,,
1985-01-22,,,2.9019641876220703,3.1956576824188234,3.094263792037964,3.069789469242096,3.065593972206116,,
1985-01-23,,,3.041818380355835,3.139716148376465,3.1187381744384766,3.069789469242096,3.0523078536987303,,
1985-01-24,,,3.2515995502471924,3.139716148376465,3.157197952270508,3.087271237373352,3.0432173585891724,3.4830574107170107,
1985-01-25,,,3.2166359424591064,3.118738126754761,3.1886651277542115,3.0995083928108214,3.0327283430099485,3.464526791572571,
1985-01-28,,,3.321526050567627,3.1467088222503663,3.2131394386291503,3.106501066684723,3.027134184837341,3.448793258666992,
1985-01-29,,,3.2515995502471924,3.216635894775391,3.206146788597107,3.1099974155426025,3.0229385805130007,3.432010805606842,
1985-01-30,,,3.356489896774292,3.279570198059082,3.2096431732177733,3.1152419328689573,3.022239317893982,3.418025436401367,
1985-01-31,,,3.2865631580352783,3.286562919616699,3.213139533996582,3.1257309436798097,3.020141520500183,3.403340799808502,
1985-02-01,,,3.1816725730896,3.2795702457427978,3.199154186248779,3.134471833705902,3.0166451740264892,3.386558349132538,
1985-02-04,,,3.0767829418182373,3.2306216239929197,3.1886652231216432,3.1379682421684265,3.0117503118515017,3.3697759103775025,
1985-02-05,,,3.2515995502471924,3.2306216239929197,3.2236287593841553,3.1589462757110596,3.0166452074050905,3.3557905411720275,
1985-02-06,,,3.566269636154175,3.2725775718688963,3.2760738849639894,3.197406029701233,3.0313298225402834,3.3449518728256225,
1985-02-07,,,3.845977544784546,3.38446044921875,3.3355116844177246,3.246354818344116,3.054405689239502,3.336560652256012,
