Date,GRADE,GPS,ORCL,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1986-03-12,,,0.0512266866862773,,,,,,
1986-03-13,,,0.0524759329855442,,,,,,
1986-03-14,,,0.0543502233922481,,,,,,
1986-03-17,,,0.0531001649796962,,,,,,
1986-03-18,,,0.0518509000539779,0.052600781619548745,,,,,
1986-03-19,,,0.0506016500294208,0.052475774288177436,,,,,
1986-03-20,,,0.0506016500294208,0.052100917696952756,,,,,
1986-03-21,,,0.0487273707985878,0.05097634717822069,,,,,
1986-03-24,,,0.0487273707985878,0.05010178834199902,,,,,
1986-03-25,,,0.0487273707985878,0.049477082490921,0.05103893205523487,,,,
1986-03-26,,,0.0493524000048637,0.04922723248600958,0.05085150338709351,,,,
1986-03-27,,,0.0512266866862773,0.049352239817380884,0.05072657875716682,,,,
1986-03-28,,,0.0512266866862773,0.04985210299491878,0.050414225086569744,,,,
1986-03-31,,,0.0518509000539779,0.0504768088459968,0.05028929859399791,,,,
1986-04-01,,,0.0493524000048637,0.05060181468725198,0.05003944858908649,,,,
1986-04-02,,,0.0487273707985878,0.0504768088459968,0.04985202066600319,,,,
1986-04-03,,,0.0506016500294208,0.050351801514625504,0.04985202066600319,,,,
1986-04-04,,,0.0499766245484352,0.05010178908705708,0.04997694604098792,,,,
1986-04-07,,,0.0506016500294208,0.049851939082145656,0.05016437396407123,,,,
1986-04-08,,,0.0506016500294208,0.05010178908705708,0.050351801887154525,0.0506953669711947,,,
1986-04-09,,,0.0506016500294208,0.05047664493322368,0.05047672688961023,0.050664115138351874,,,
1986-04-10,,,0.0506016500294208,0.05047664493322368,0.050414223223924595,0.0505704009905457,,,
1986-04-11,,,0.0518509000539779,0.05085150003433222,0.05047664456069465,0.050445434823632194,,,
1986-04-14,,,0.0518509000539779,0.05110135003924363,0.05047664456069465,0.05038297157734628,,,
1986-04-15,,,0.0524759329855442,0.05147620663046831,0.050788997858762695,0.050414223223924595,,,
1986-04-16,,,0.0549744367599487,0.0523507639765739,0.05141370445489879,0.050632862560450985,,,
1986-04-17,,,0.0599722824990749,0.054224890470504716,0.0523507677018642,0.05110139418393369,,,
1986-04-18,,,0.0649700909852981,0.05684872865676875,0.053850114345550495,0.051913530193269206,,,
1986-04-21,,,0.0712171718478202,0.06072198301553722,0.055911666527390436,0.05303802024573083,,,
1986-04-22,,,0.0674686208367347,0.06372052058577532,0.057598363608121816,0.05397508274763817,,,
1986-04-23,,,0.0655951276421547,0.06584465876221653,0.05909771136939521,0.05478721912950272,,,
1986-04-24,,,0.0668443739414215,0.06721907705068583,0.060721983760595274,0.05556810349225992,,,
1986-04-25,,,0.0680936276912689,0.06784378439188,0.06234625652432437,0.05641145054250951,,,
1986-04-28,,,0.068718671798706,0.06734408438205716,0.06403303369879719,0.05725483912974592,,,
1986-04-29,,,0.0680936276912689,0.067469085752964,0.06559480316936966,0.058191900514066176,,,
1986-04-30,,,0.0624707639217376,0.06684421300888058,0.06634443588554854,0.05887907017022367,,,
1986-05-01,,,0.0637208148837089,0.06621950119733805,0.06671928912401195,0.059535028412938076,,,
1986-05-02,,,0.0599722824990749,0.06459523215889926,0.06621950827538962,0.06003481131047006,,,
1986-05-05,,,0.0612215213477611,0.06309580206871028,0.06521994322538371,0.060565804876387075,,,
1986-05-06,,,0.063095785677433,0.0620962336659431,0.06478265970945354,0.06119051165878768,,,
1986-05-07,,,0.064345046877861,0.06247109025716777,0.06465765163302417,0.06187768150120969,,,
1986-05-08,,,0.0649700909852981,0.0627209454774856,0.06447022333741184,0.06259610354900355,,,
1986-05-09,,,0.0662193447351455,0.06397035792469974,0.06428279504179948,0.06331452578306193,,,
1986-05-12,,,0.0655951276421547,0.06484507918357846,0.06397044062614436,0.06400173716247078,,,
1986-05-13,,,0.0674686208367347,0.0657196462154388,0.06390793994069095,0.0647513715550303,,,
1986-05-14,,,0.0655951276421547,0.06596966236829753,0.06422037631273267,0.0652824060991406,,,
1986-05-15,,,0.0668443739414215,0.06634451895952223,0.06453273221850392,0.06562601067125794,,,
1986-05-16,,,0.0674686208367347,0.06659437417984007,0.0652823660522699,0.06575093716382976,,,
1986-05-19,,,0.0637208148837089,0.0662195116281509,0.06553229540586467,0.06537611931562419,,,
1986-05-20,,,0.0637208148837089,0.06546995043754573,0.06559479832649226,0.06518872901797292,0.05787331111729141,,
1986-05-21,,,0.064345046877861,0.065219934284687,0.06559479832649226,0.06512622497975823,0.058135678321123076,,
1986-05-22,,,0.0624707639217376,0.06434521228075021,0.06534486562013622,0.06490754447877403,0.05833557493984695,,
1986-05-23,,,0.0612215213477611,0.0630957923829555,0.06484508328139779,0.06456393916159864,0.05847300089895721,,
1986-05-26,,,0.0612215213477611,0.06259593367576594,0.06440772265195842,0.06418908163905139,0.05863542802631851,,
1986-05-27,,,0.0618465356528759,0.06222107782959933,0.06384551413357253,0.06387672703713174,0.05883534073829647,,
1986-05-28,,,0.0618465356528759,0.06172137558460232,0.06347065493464465,0.06384551562368865,0.05906023845076557,,
1986-05-29,,,0.059347216039896,0.061096666008234005,0.0627209391444921,0.06362683568149802,0.059235149770975076,,
1986-05-30,,,0.0587229952216148,0.060596960783004736,0.061846376582980124,0.06356437131762502,0.05943506225943561,,
1986-06-02,,,0.0568487234413623,0.05972240120172497,0.061159167438745464,0.06334573142230507,0.0595974893122911,,
1986-06-03,,,0.0584105104207992,0.05903519615530963,0.060628136992454486,0.06311146765947337,0.05979115210473533,,
1986-06-04,,,0.0587229952216148,0.05841048806905742,0.060065931826829864,0.06283036507666107,0.059978564009070354,,
1986-06-05,,,0.0624707639217376,0.05903519764542574,0.060065931826829864,0.06270539872348305,0.06020344555377956,,
1986-06-06,,,0.0624707639217376,0.059784751385450294,0.060190856084227515,0.06251796968281265,0.06042832709848876,,
1986-06-09,,,0.0618465356528759,0.060784313827753025,0.060253357514739,0.06233054008334871,0.06062823981046673,,
1986-06-10,,,0.0605973191559314,0.06122167557477946,0.06012843586504455,0.06198697499930854,0.06085313819348809,,
1986-06-11,,,0.0624707639217376,0.06197122931480402,0.06019085869193073,0.06183075681328769,0.061128006055951076,,
1986-06-12,,,0.0618465356528759,0.06184638366103168,0.060440790653228715,0.06158086489886041,0.061352903768420175,,
1986-06-13,,,0.0624707639217376,0.06184638366103168,0.060815567523240986,0.061330972053110555,0.061602786555886226,,
1986-06-16,,,0.0618465356528759,0.06184638366103168,0.06131534874439235,0.0612372580915689,0.061827684268355325,,
1986-06-17,,,0.0612215213477611,0.061971224099397614,0.06159644983708854,0.061112293414771514,0.06204008169472213,,
1986-06-18,,,0.0605973191559314,0.06159653514623638,0.061783882230520205,0.060924907028675035,0.06223999507725234,,
1986-06-19,,,0.0615340247750282,0.06153403297066684,0.06169020831584926,0.060878070071339566,0.06245864257216449,,
1986-06-20,,,0.0605973191559314,0.0611593440175056,0.06150286383926864,0.06084685996174808,0.06263357095420356,,
1986-06-23,,,0.0618465356528759,0.0611593440175056,0.06150286383926864,0.06087811067700381,0.06283348366618152,,
1986-06-24,,,0.0618465356528759,0.06128434687852856,0.0616277854889631,0.06087811067700381,0.06302089571952817,,
1986-06-25,,,0.0612215213477611,0.0614091873168945,0.06150286123156543,0.06084685996174808,0.0631458374112844,,
1986-06-26,,,0.0618465356528759,0.061471689492464045,0.06150286123156543,0.06097182594239707,0.06318332247436043,,
1986-06-27,,,0.0605973191559314,0.061471689492464045,0.061315516754984825,0.0610655421391129,0.06309586703777309,,
1986-06-30,,,0.0609090141952037,0.0612841852009296,0.0612217646092176,0.06126855667680499,0.06288970388472076,,
1986-07-01,,,0.0618465356528759,0.0612841852009296,0.06128426603972907,0.06144035793840882,0.06277726218104358,,
1986-07-02,,,0.0605973191559314,0.06115934476256366,0.06128426603972907,0.06153407413512464,0.06267730601131911,,
1986-07-03,,,0.0605973191559314,0.06090950146317477,0.061190595477819396,0.06144040189683433,0.06255236491560931,,
1986-07-04,,,0.0605973191559314,0.06090950146317475,0.061190595477819396,0.06134672965854403,0.06240243874490257,,
1986-07-07,,,0.0599722824990749,0.060722155123949004,0.0610031701624393,0.06125301700085397,0.06222751095890995,,
1986-07-08,,,0.059347216039896,0.06022229120135303,0.06075323820114131,0.0611905118450522,0.062052582725882495,,
1986-07-09,,,0.0599722824990749,0.06009728386998172,0.06062831431627269,0.06106558777391906,0.06200261309742924,,
1986-07-10,,,0.0599722824990749,0.05997227653861041,0.06044088900089258,0.060971875116229014,0.06192764244973656,,
1986-07-11,,,0.059347216039896,0.059722255915403345,0.060315878689289046,0.06081569772213693,0.061915141120552984,,
1986-07-14,,,0.0605973191559314,0.05984726324677464,0.060284709185361815,0.06075323689728971,0.061902657076716376,,
1986-07-15,,,0.0537252090871334,0.05872286185622212,0.05947257652878757,0.060378421284258334,0.06171524554491039,,
1986-07-16,,,0.0443545654416084,0.05559931844472882,0.057848301157355266,0.05956628359854218,0.06131543591618534,,
1986-07-17,,,0.0474780984222888,0.0531004816293716,0.056536379083991006,0.0588634872809052,0.06096559606492515,,
1986-07-18,,,0.0468530729413032,0.050601653009653046,0.055161954462528195,0.05817627497017379,0.0605782706290483,,
1986-07-21,,,0.0462288595736026,0.04772796109318728,0.05378761216998096,0.05739539116621013,0.060190945267677265,,
1986-07-22,,,0.0449795946478843,0.045978838205337456,0.052350850030779786,0.05655204411596054,0.05974116474390026,,
1986-07-23,,,0.0443545654416084,0.04597883820533746,0.05078907832503314,0.055708696320652916,0.05931635349988934,,
1986-07-24,,,0.0418560616672039,0.04485443085432048,0.04897745624184604,0.05470917262136932,0.05881658725440499,,
