Date,GRADE,GPS,MOS,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1988-04-27,,,9.265270233154297,9.174507331848144,8.996765899658204,9.178289604187011,9.052636117935181,,
1988-04-28,,,9.151814460754396,9.219886779785156,9.019455623626708,9.180180311203003,9.076097373962403,,
1988-04-29,,,8.924917221069336,9.204760551452637,9.019455623626708,9.17072615623474,9.082977180480958,,
1988-05-02,,,9.000548362731934,9.159380149841308,9.04970998764038,9.1669442653656,9.09212236404419,,
1988-05-03,,,9.076186180114746,9.083747291564942,9.083746242523194,9.163162851333619,9.105038471221924,,
1988-05-04,,,8.924917221069336,9.015676689147949,9.095092010498046,9.131018447875977,9.116434555053711,,
1988-05-05,,,8.849275588989258,8.955168914794921,9.087527847290039,9.08941912651062,9.124059658050538,,
1988-05-06,,,8.773642539978027,8.92491397857666,9.06483726501465,9.044038152694702,9.129419269561767,,
1988-05-09,,,8.546740531921387,8.83415241241455,8.996766281127929,8.994875574111939,9.118197631835937,,
1988-05-10,,,8.50892162322998,8.720699501037597,8.90222339630127,8.95327639579773,9.109230403900147,,
1988-05-11,,,8.055109024047852,8.5467378616333,8.781207275390624,8.888986587524414,9.08742338180542,,
1988-05-12,,,8.35765266418457,8.448413276672364,8.701791095733643,8.860623359680176,9.073925285339355,,
1988-05-13,,,8.773642539978027,8.448413276672364,8.686663627624512,8.85305962562561,9.06272533416748,,
1988-05-16,,,8.773642539978027,8.49379367828369,8.66397304534912,8.85684151649475,9.046256370544434,,
1988-05-17,,,8.887093544006348,8.569428062438964,8.645063781738282,8.864405012130737,9.032056427001953,,
1988-05-18,,,8.660192489624023,8.6904447555542,8.61859130859375,8.856841659545898,9.014071216583252,,
1988-05-19,,,8.546740531921387,8.728262329101563,8.588337802886963,8.837932825088501,9.009623985290528,,
1988-05-20,,,8.773642539978027,8.728262329101563,8.588337802886963,8.826587533950805,9.009623985290528,,
1988-05-23,,,8.546740531921387,8.682881927490234,8.588337802886963,8.792552042007447,8.998278789520263,,
1988-05-24,,,8.584554672241211,8.622374153137207,8.595901107788086,8.749062252044677,8.977100963592529,,
1988-05-25,,,8.622370719909668,8.614809799194337,8.652627277374268,8.716917276382446,8.959704971313476,,
1988-05-26,,,8.660192489624023,8.637500190734864,8.682881259918213,8.692336177825927,8.942308979034424,,
1988-05-27,,,8.622370719909668,8.607245826721192,8.667754077911377,8.677208852767944,8.927938289642334,,
1988-05-30,,,8.622370719909668,8.622371864318847,8.652626895904541,8.658299970626832,8.918861980438232,,
1988-05-31,,,8.735823631286621,8.65262565612793,8.637499904632568,8.641281843185425,8.913567485809326,,
1988-06-01,,,8.924917221069336,8.713134956359863,8.6639723777771,8.641281843185425,8.910542106628418,,
1988-06-02,,,9.076186180114746,8.796333694458008,8.716916942596436,8.6526273727417,8.91810573577881,,
1988-06-03,,,9.454350471496582,8.96272964477539,8.784987735748292,8.686662769317627,8.935501651763916,,
1988-06-06,,,9.681262016296388,9.174507904052735,8.898439884185793,8.743388843536376,8.956679477691651,,
1988-06-07,,,9.719075202941896,9.371158218383789,9.011891937255859,8.803896522521972,8.968780975341797,,
1988-06-08,,,10.05943775177002,9.598062324523926,9.155598640441895,8.904112958908081,8.989202480316163,,
1988-06-09,,,10.32415771484375,9.847656631469727,9.321995162963868,9.00243821144104,9.013405628204346,,
1988-06-10,,,10.32415771484375,10.02161808013916,9.492173862457275,9.079963970184327,9.03760877609253,,
1988-06-13,,,10.470362663269045,10.179438209533693,9.676973056793212,9.164799976348878,9.065492305755615,8.75987641811371,
1988-06-14,,,11.269916534423828,10.489606475830078,9.930382347106933,9.28394112586975,9.107854347229004,8.803326005935668,
1988-06-15,,,11.879103660583496,10.853539657592773,10.22580099105835,9.444886684417725,9.15408031463623,8.847598505020141,
1988-06-16,,,11.650656700134276,11.118839454650878,10.483248043060303,9.600082492828369,9.193468208312987,8.88845742225647,
1988-06-17,,,11.346056938171388,11.323219299316406,10.672418689727783,9.728703212738036,9.226764106750489,8.928152132034302,
1988-06-20,,,11.536433219909668,11.53643341064453,10.857935810089112,9.87818784713745,9.266892929077148,8.971256046295165,
1988-06-21,,,11.955246925354004,11.673499488830567,11.081552982330322,10.046722459793092,9.319179763793946,9.018548097610473,
1988-06-22,,,12.335991859436035,11.764877128601075,11.309208393096924,10.23240351676941,9.379081497192383,9.068894906044006,
1988-06-23,,,12.67864990234375,11.970475769042968,11.544657611846924,10.433326387405396,9.454156150817871,9.12153919696808,
1988-06-24,,,12.60250473022461,12.221765327453614,11.77249231338501,10.632333087921143,9.527707901000976,9.173045706748962,
1988-06-27,,,12.526365280151367,12.419751739501953,11.978092575073243,10.827532815933228,9.6042751121521,9.226048941612243,
1988-06-28,,,12.183688163757324,12.465439987182616,12.069469738006593,10.999926042556762,9.673232402801514,9.27637809753418,
1988-06-29,,,11.917174339294434,12.381676483154298,12.073276805877686,11.149538898468018,9.735346698760987,9.321783981323243,
1988-06-30,,,11.993321418762209,12.244610786437988,12.10754327774048,11.295395660400391,9.796714782714844,9.367198657989501,
1988-07-01,,,12.10754108428955,12.145618057250976,12.183691692352294,11.42805519104004,9.858854637145996,9.411497368812562,
1988-07-04,,,12.10754108428955,12.061853218078614,12.240802478790282,11.549369144439698,9.916456451416016,9.45579607963562,
1988-07-05,,,12.45020866394043,12.115157318115234,12.290298652648925,11.685925817489624,9.976373615264892,9.500510649681091,
1988-07-06,,,12.640582084655762,12.2598388671875,12.3207576751709,11.814983034133911,10.043879852294921,9.54825798511505,
1988-07-07,,,12.86902904510498,12.434980392456055,12.339795589447021,11.942226600646972,10.118224143981934,9.597160758972167,
1988-07-08,,,12.564438819885254,12.526359939575196,12.335988998413086,12.054240655899047,10.191014575958253,9.636995878219604,
1988-07-11,,,12.335991859436035,12.572050094604492,12.316951656341553,12.147522115707398,10.257723445892333,9.674922904968263,
1988-07-12,,,12.145624160766602,12.511133193969727,12.31314525604248,12.191307497024535,10.319112205505371,9.712075338363647,
1988-07-13,,,12.10754108428955,12.404524993896484,12.332181930541992,12.20272936820984,10.382764682769775,9.749599618911743,
1988-07-14,,,12.67864990234375,12.366449165344239,12.400714778900147,12.254129028320312,10.459352169036865,9.791705913543701,
1988-07-15,,,12.67864990234375,12.389291381835937,12.457825660705566,12.32075867652893,10.53745231628418,9.833435792922973,
1988-07-18,,,12.183688163757324,12.358830642700195,12.465440368652343,12.353121423721314,10.610191268920898,9.864194450378418,
1988-07-19,,,11.879103660583496,12.305526542663575,12.40832986831665,12.349314260482789,10.677594909667969,9.893412656784058,
1988-07-20,,,11.574509620666504,12.198920249938965,12.301722621917724,12.31124014854431,10.747982921600341,9.91770315170288,
1988-07-21,,,11.764881134033203,12.016166496276856,12.191307830810548,12.265551710128785,10.816127490997314,9.945026388168335,
1988-07-22,,,11.422212600708008,11.764879035949708,12.077085208892822,12.206537103652954,10.869098892211914,9.965912113189697,
1988-07-25,,,11.079541206359863,11.544049644470215,11.951440143585206,12.134195899963379,10.91521686553955,9.980736618041993,
1988-07-26,,,11.346056938171388,11.437440299987793,11.871483421325683,12.092314338684083,10.964396133422852,9.998226280212402,
1988-07-27,,,11.079541206359863,11.338446617126465,11.768683433532715,12.050432682037355,11.012783107757569,10.01342716217041,
1988-07-28,,,11.269916534423828,11.23945369720459,11.627810096740722,12.014262437820435,11.067246627807616,10.038435306549072,
1988-07-29,,,11.384135246276855,11.23183822631836,11.498358631134034,11.978092145919799,11.119456481933593,10.06454023361206,
1988-08-01,,,11.49835968017578,11.315601921081543,11.429825782775879,11.947633075714112,11.178488864898682,10.088383827209473,
1988-08-02,,,11.574509620666504,11.361292457580566,11.39936637878418,11.903848123550414,11.238287963867187,10.107694463729858,
1988-08-03,,,11.536433219909668,11.452670860290528,11.395558738708496,11.84864068031311,11.296569213867187,10.128137092590332,
1988-08-04,,,11.802955627441406,11.559278678894042,11.399366188049317,11.795337009429932,11.359424476623536,10.15086672782898,
1988-08-05,,,11.955246925354004,11.673501014709473,11.452669620513916,11.764877414703369,11.426082000732421,10.177010145187378,
1988-08-08,,,11.917174339294434,11.757263946533204,11.536432933807372,11.743936538696289,11.491978073120118,10.205420026779175,
1988-08-09,,,11.84103298187256,11.810568618774415,11.58593053817749,11.728706979751587,11.554082260131835,10.233824872970581,
1988-08-10,,,11.536433219909668,11.810568618774415,11.631619739532471,11.700151586532593,11.606312580108643,10.258427343368531,
1988-08-11,,,11.72680377960205,11.795338249206543,11.677308464050293,11.652559280395508,11.65932493209839,10.2887153339386,
1988-08-12,,,11.688727378845217,11.742034339904786,11.707767677307128,11.603063154220582,11.704012470245361,10.319757061004639,
1988-08-15,,,11.384135246276855,11.63542652130127,11.696345233917237,11.563085508346557,11.73806993484497,10.34737470626831,
1988-08-16,,,11.536433219909668,11.574506568908692,11.692537593841553,11.545951986312867,11.774417095184326,10.371599035263062,
1988-08-17,,,11.536433219909668,11.574506568908692,11.692537593841553,11.544048166275024,11.803957004547119,10.39657974243164,
1988-08-18,,,11.72680377960205,11.574506568908692,11.684922409057616,11.542144298553467,11.832009925842286,10.422707777023316,
1988-08-19,,,11.72680377960205,11.582121849060059,11.662078094482421,11.557373857498169,11.860062847137451,10.448835811614991,
1988-08-22,,,11.536433219909668,11.61258144378662,11.624003982543945,11.58021845817566,11.881384258270264,10.473438282012939,
1988-08-23,,,11.688727378845217,11.643040275573732,11.60877342224121,11.59735198020935,11.889760475158692,10.498807411193848,
1988-08-24,,,11.879103660583496,11.711574363708497,11.643040466308594,11.637330102920533,11.889760475158692,10.52192039489746,
1988-08-25,,,12.031396865844728,11.772492980957031,11.67349977493286,11.675404119491578,11.8973752784729,10.545421743392945,
1988-08-26,,,12.259841918945312,11.879100608825684,11.730611228942871,11.719189453125,11.91565097808838,10.571207542419433,
1988-08-29,,,12.488280296325684,12.069470024108886,11.841025733947754,11.768685483932495,11.9346879196167,10.600790424346924,
1988-08-30,,,12.488280296325684,12.22938060760498,11.936210441589356,11.814374017715455,11.945348587036133,10.632264175415038,
1988-08-31,,,12.45020866394043,12.343601608276368,12.027587985992431,11.860062789916991,11.947632923126221,10.663357210159301,
1988-09-01,,,12.145624160766602,12.366447067260742,12.069470024108886,11.877196216583252,11.936972408294677,10.695564279556274,
1988-09-02,,,12.412137031555176,12.396906089782714,12.1380033493042,11.90004072189331,11.93316505432129,10.730436477661133,
1988-09-05,,,12.412137031555176,12.381677436828614,12.22557373046875,11.924788856506348,11.930880489349365,10.767577800750733,
1988-09-06,,,12.45020866394043,12.374063110351562,12.301721858978272,11.955247640609741,11.936210899353027,10.804721651077271,
1988-09-07,,,12.488280296325684,12.381677436828614,12.36263952255249,12.002839994430541,11.947633018493653,10.84148985862732,
1988-09-08,,,12.67864990234375,12.488282585144043,12.427364826202393,12.050432300567627,11.961339588165282,10.879027185440064,
1988-09-09,,,12.792880058288574,12.564431190490723,12.480668640136718,12.105639934539795,11.975046367645264,10.916950502395629,
1988-09-12,,,12.639663696289062,12.6099365234375,12.495806980133057,12.168416357040405,11.985688819885254,10.951072635650634,
1988-09-13,,,12.792880058288574,12.678470802307128,12.526266956329346,12.23123869895935,11.992542247772217,10.984457931518556,
1988-09-14,,,13.060991287231444,12.793013000488282,12.587345218658447,12.307466602325439,12.00095043182373,11.022415142059327,
1988-09-15,,,13.022689819335938,12.86182098388672,12.67505178451538,12.372260904312133,12.00402364730835,11.061123895645142,
1988-09-16,,,12.869486808776855,12.877142333984375,12.720786762237548,12.429395055770874,12.010124607086182,11.100569591522216,
1988-09-19,,,12.639663696289062,12.877142333984375,12.743539428710937,12.484556579589844,12.016198043823243,11.136960744857788,
1988-09-20,,,12.40985870361328,12.800538063049316,12.739504432678222,12.520613145828246,12.021482734680175,11.170297470092773,
1988-09-21,,,12.37155818939209,12.662651443481446,12.727832221984864,12.545235872268677,12.026763076782226,11.204763879776001,
1988-09-22,,,11.873627662658691,12.432839012145996,12.647329998016357,12.537347412109375,12.010662631988525,11.235007400512695,
1988-09-23,,,11.873627662658691,12.233667182922364,12.555404758453369,12.518036699295044,11.994562187194823,11.266007251739502,
1988-09-26,,,11.64381504058838,12.034497451782226,12.455819892883301,12.47581343650818,11.983764724731445,11.296977996826172,
1988-09-27,,,11.413996696472168,11.835325050354005,12.31793155670166,12.422099256515503,11.974462585449219,11.326028747558594,
1988-09-28,,,11.375706672668455,11.636154747009277,12.149403095245361,12.368374156951905,11.970486526489259,11.3592347240448,
1988-09-29,,,11.79701805114746,11.62083282470703,12.026835918426514,12.350943851470948,11.971129264831543,11.393628377914428,
1988-09-30,,,11.45230770111084,11.53656883239746,11.885118007659912,12.30295238494873,11.9717311668396,11.420415029525756,
1988-10-03,,,11.64381504058838,11.53656883239746,11.785533142089843,12.264536285400391,11.98301664352417,11.449116754531861,
1988-10-04,,,11.605515480041504,11.574872589111328,11.705098819732665,12.222301626205445,11.988205814361573,11.476300973892211,
1988-10-05,,,11.91193389892578,11.68211803436279,11.659136390686035,12.19348430633545,12.00485366821289,11.50881838798523,
1988-10-06,,,12.180045127868652,11.75872344970703,11.689778137207032,12.168554067611694,12.023056240081788,11.545151433944703,
1988-10-07,,,12.29494857788086,11.927251625061036,11.731910228729248,12.14365749359131,12.041272506713867,11.58036449432373,
1988-10-10,,,12.2566499710083,12.04981861114502,11.79319372177124,12.12450680732727,12.056438312530517,11.6174635887146,
1988-10-11,,,12.218345642089844,12.172384643554688,11.873628616333008,12.095780086517333,12.069315032958984,11.653801498413086,
1988-10-12,,,12.065142631530762,12.203026390075683,11.942572212219238,12.0459876537323,12.079889221191406,11.688229217529297,
1988-10-13,,,12.103434562683104,12.187704277038574,11.973213863372802,12.000024890899658,12.08589879989624,11.722661638259888,
1988-10-14,,,12.33325481414795,12.195365524291992,12.061308574676513,11.973213291168213,12.09345895767212,11.75977047920227,
1988-10-17,,,12.180045127868652,12.180044555664063,12.114931583404541,11.950232362747192,12.098716373443603,11.79534722328186,
1988-10-18,,,12.37155818939209,12.210687065124512,12.1915358543396,11.948317337036134,12.109326877593993,11.831704568862914,
1988-10-19,,,12.486458778381348,12.29495029449463,12.248988342285156,11.954062366485596,12.128327388763427,11.867319984436035,
1988-10-20,,,12.71627712249756,12.417518806457519,12.302611541748046,11.996194839477539,12.148116855621337,11.903720893859862,
1988-10-21,,,12.677966117858888,12.486461067199707,12.34091329574585,12.036411762237549,12.16790163040161,11.935957050323486,
1988-10-24,,,12.563066482543944,12.563065338134766,12.371554946899414,12.082374334335327,12.191480255126953,11.964775094985962,
1988-10-25,,,12.563066482543944,12.601366996765137,12.406027030944824,12.139827823638916,12.212012920379639,11.993215007781982,
1988-10-26,,,12.792880058288574,12.662651252746581,12.478800773620605,12.210686492919923,12.237141857147217,12.020549430847169,
1988-10-27,,,12.71627712249756,12.662651252746581,12.54008502960205,12.256649446487426,12.256931324005127,12.044470624923706,
1988-10-28,,,12.869486808776855,12.700955390930176,12.59370822906494,12.327508401870727,12.279784984588623,12.069923915863036,
1988-10-31,,,12.869486808776855,12.762239456176758,12.662652397155762,12.38879199028015,12.306446056365967,12.093915157318115,10.426895787715912
1988-11-01,,,12.792880058288574,12.808202171325684,12.70478458404541,12.448160219192506,12.328529109954834,12.109144792556762,10.456235399246216
1988-11-02,,,12.677966117858888,12.785219383239745,12.723935317993163,12.48646183013916,12.344506359100341,12.117133417129516,10.482365961074828
1988-11-03,,,12.29494857788086,12.700953674316406,12.681802463531493,12.49220700263977,12.349777393341064,12.123576335906982,10.506016879081725
1988-11-04,,,12.2566499710083,12.578386306762695,12.639670848846436,12.490292072296143,12.349713554382324,12.132682266235351,10.530417199134826
1988-11-07,62.193842654681305,P,12.065142631530762,12.417517471313477,12.589878463745118,12.480716705322266,12.341250801086426,12.137969360351562,10.554612703323365
1988-11-08,61.9184140039854,P,12.141742706298828,12.287290000915528,12.547746086120606,12.476886558532716,12.334320049285889,12.13983431816101,10.579191207885742
1988-11-09,61.72853629422868,P,12.103434562683104,12.172383689880371,12.47880153656006,12.478801155090332,12.327384567260742,12.13750874519348,10.603201825618743
1988-11-10,61.67306269478661,P,12.026835441589355,12.11876106262207,12.409857368469238,12.474971199035645,12.325008792877197,12.130990600585937,10.626264898777007
1988-11-11,61.59741319727369,B,11.950234413146973,12.057477951049805,12.31793212890625,12.455820178985595,12.315770740509032,12.124467897415162,10.648756802082062
1988-11-14,61.562348714846,B,11.79701805114746,12.003853034973144,12.21068525314331,12.436668825149535,12.30346836090088,12.117174425125121,10.671611683368683
1988-11-15,61.50626276509692,B,11.79701805114746,11.93490810394287,12.1110990524292,12.407941818237303,12.29040454864502,12.113307723999023,10.694842910766601
1988-11-16,61.41013621414361,B,11.567209243774414,11.827663040161132,12.000023365020752,12.361979341506958,12.271983127593995,12.109808073043823,10.715796027183533
1988-11-17,61.32629666229243,B,11.64381504058838,11.751058959960938,11.934910011291503,12.308356237411498,12.251286430358887,12.106313009262085,10.736755833625793
1988-11-18,61.29484279411812,B,11.68211841583252,11.697435760498047,11.877456855773925,12.25856385231018,12.229071197509766,12.102058782577515,10.756778075695038
1988-11-21,61.33738063735791,B,11.79701805114746,11.697435760498047,11.850644397735596,12.220261430740354,12.212218284606934,12.098953552246094,10.777374815940856
1988-11-22,61.31955273911533,B,11.64381504058838,11.66679515838623,11.800851631164551,12.174298858642578,12.18923698425293,12.090889616012573,10.795700132846832
1988-11-23,61.436620007112715,B,11.950234413146973,11.743400192260742,11.785531616210937,12.132166576385497,12.16702184677124,12.083986139297485,10.816122062206269
1988-11-24,61.521142731161284,B,11.950234413146973,11.804684066772461,11.7778715133667,12.093864440917969,12.145572738647461,12.074798192977905,10.835979475975037
1988-11-25,61.610672254090964,B,12.026835441589355,11.873627471923829,11.785531616210937,12.051731872558594,12.128719711303711,12.069422159194946,10.853209018707275
1988-11-28,61.66880942514653,B,12.103434562683104,11.934910774230957,11.816173267364501,12.013429260253904,12.117995128631591,12.067096586227416,10.871009745597839
1988-11-29,61.86071000872392,C,12.2566499710083,12.057477760314942,11.862136459350586,11.986617755889892,12.114930953979492,12.068206844329834,10.890141091346742
1988-11-30,62.017523562310025,C,12.448161125183104,12.157063102722168,11.950231647491455,11.975127506256102,12.116463012695313,12.07161304473877,10.910606331825257
1988-12-01,62.18353411746415,C,12.40985870361328,12.248987960815429,12.026836013793945,11.980873012542723,12.127187633514405,12.068925132751465,10.930315523147582
1988-12-02,62.357446547545926,A,12.524762153625488,12.348573303222654,12.111100387573241,11.994278621673583,12.14021032333374,12.067386255264282,10.950411024093627
1988-12-05,62.49257848684628,A,12.486458778381348,12.425178146362303,12.180044460296632,12.015344429016112,12.157063198089599,12.070413961410523,10.96730420589447
1988-12-06,62.566512454963224,A,12.486458778381348,12.471139907836912,12.264308834075928,12.032580232620237,12.178512439727783,12.076487512588502,10.984950084686279
1988-12-07,62.628999517586976,A,12.71627712249756,12.524763107299805,12.340913105010987,12.063222360610961,12.205323848724365,12.087905187606811,11.002804169654846
1988-12-08,62.6481372056555,A,12.60136604309082,12.563064575195312,12.406026268005371,12.091948890686034,12.221410808563233,12.096270036697387,11.020648212432862
1988-12-09,62.71787870029028,A,12.869486808776855,12.632009506225586,12.490291404724122,12.137911510467529,12.249754390716554,12.110742778778077,11.038327445983887
1988-12-12,62.79682748952914,A,12.869489669799805,12.708615684509278,12.566896915435791,12.191535091400146,12.274267883300782,12.128642263412475,11.054689440727234
1988-12-13,62.83294414549918,A,12.7924165725708,12.769807243347168,12.62047357559204,12.241305017471314,12.298005905151367,12.143105859756469,11.070666069984435
1988-12-14,62.832906227386665,A,12.869489669799805,12.800449752807618,12.66260643005371,12.306419038772583,12.317157020568848,12.161005344390869,11.087216253280639
1988-12-15,62.90293483575204,A,12.94654369354248,12.86948528289795,12.71627492904663,12.371555471420288,12.332486991882325,12.177771615982056,11.108103461265564
1988-12-16,62.89279151864295,A,13.062138557434082,12.908015632629395,12.77001256942749,12.440556478500366,12.347830791473388,12.194551649093627,11.129545941352845
1988-12-19,63.0093277079853,A,13.601564407348633,13.05443058013916,12.881523132324219,12.530783796310425,12.374729080200195,12.215583696365357,11.151983761787415
1988-12-20,63.19182081988142,A,13.717169761657717,13.239381217956543,13.004594230651856,12.634451532363892,12.404705562591552,12.237010297775269,11.172352380752564
1988-12-21,63.323185357932566,A,13.601564407348633,13.385796165466308,13.093122959136963,12.717018032073975,12.43543399810791,12.257661609649658,11.192899351119996
1988-12-22,63.46541972758894,A,13.794230461120604,13.555333518981934,13.212409400939942,12.809217834472657,12.46924991607666,12.27757435798645,11.214220542907714
1988-12-23,63.5997510126964,A,13.871296882629396,13.717165184020995,13.312590408325196,12.901440906524659,12.500010757446288,12.296734857559205,11.236872501373291
1988-12-26,63.56656103210497,A,13.871296882629396,13.771111679077148,13.412771129608155,12.989834022521972,12.533835792541504,12.316276082992553,11.260848054885864
1988-12-27,63.455009452108094,A,13.755696296691896,13.778816986083985,13.509099102020263,13.064786338806153,12.5615185546875,12.335422716140748,11.284623794555664
1988-12-28,63.386280622824245,A,13.717169761657717,13.8019380569458,13.593867111206055,13.128236770629883,12.586132774353027,12.357230081558228,11.30782871246338
1988-12-29,63.2424762414355,A,13.67863941192627,13.778819847106934,13.667076683044433,13.191675806045533,12.605380020141602,12.376748437881469,11.332731885910034
1988-12-30,63.08022991976808,A,13.601564407348633,13.724873352050782,13.721019268035889,13.245515918731689,12.623851985931397,12.395876808166504,11.357816934585571
1989-01-02,62.93914768854308,A,13.601564407348633,13.67092685699463,13.721019268035889,13.301271200180054,12.64462194442749,12.418051099777221,11.382712903022766
1989-01-03,62.83420412563222,A,13.601564407348633,13.640100479125977,13.70945873260498,13.357026481628418,12.665391902923584,12.438702411651612,11.405150723457336
1989-01-04,62.89384936148844,A,14.218080520629885,13.74028263092041,13.771110343933106,13.432116651535035,12.69389591217041,12.465518884658813,11.431049313545227
1989-01-05,63.03185843850569,A,14.410738945007324,13.886702537536621,13.832761192321778,13.52258529663086,12.727785148620605,12.492358236312866,11.457533006668092
1989-01-06,63.14870042776176,A,14.256607055664062,14.017711067199707,13.871292209625244,13.591941308975219,12.75552755355835,12.517656269073486,11.483246040344238
