Date,GRADE,GPS,BBY,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1985-09-05,,,0.1270421296358108,0.12613488882780075,0.12105317860841747,0.11501874923706053,0.10764116555452344,0.10270465575158591,
1985-09-06,,,0.1288573294878006,0.12704232931137086,0.1228680588304996,0.11615304946899412,0.10838527455925938,0.10300411321222777,
1985-09-09,,,0.1306719332933426,0.12831269055604935,0.12486439943313594,0.11737807989120481,0.10916567564010617,0.10333078980445856,
1985-09-10,,,0.1288573294878006,0.12794976979494094,0.12631635293364524,0.1185123801231384,0.1099097846448421,0.10365747295320028,
1985-09-11,,,0.1270421296358108,0.12849417030811308,0.12686080932617186,0.11932906024157999,0.11056313872337338,0.1039660041034221,
1985-09-12,,,0.1270421296358108,0.1284941703081131,0.1273145295679569,0.12005500905215738,0.11121649280190464,0.10431990660727018,
1985-09-13,,,0.1215975657105445,0.12704221755266187,0.12704227343201635,0.12073558829724787,0.11176095560193058,0.10463751032948489,
1985-09-16,,,0.1197829619050026,0.12486442327499385,0.1265885569155216,0.12132543735206125,0.11223283454775806,0.1049641934037208,
1985-09-17,,,0.1197829619050026,0.12304954975843425,0.1254996597766876,0.12177915908396242,0.11270471349358557,0.10529087647795672,
1985-09-18,,,0.1197829619050026,0.12159771621227262,0.12504594326019286,0.12223288081586359,0.11321288421750067,0.10566293150186533,
1985-09-19,,,0.1197829619050026,0.12014588266611097,0.12432002648711205,0.12268660254776476,0.11353956833481788,0.1060440599173307,
1985-09-20,,,0.1197829619050026,0.1197829619050026,0.12341258972883225,0.12314032427966592,0.11381180107593535,0.10639796264469618,
1985-09-23,,,0.1215975657105445,0.120145882666111,0.12250515297055242,0.12368477620184419,0.11413848355412481,0.10675186470150942,
1985-09-24,,,0.1215975657105445,0.12050880342721937,0.1217791765928268,0.12404776476323601,0.1143562643229961,0.10709669381380076,
1985-09-25,,,0.1215975657105445,0.12087172418832774,0.12123472020030017,0.12404776476323601,0.11450145974755284,0.10744152292609209,
1985-09-26,,,0.1215975657105445,0.12123464494943612,0.12069026380777355,0.12400239668786524,0.11471924051642414,0.1077409797906875,
1985-09-27,,,0.1215975657105445,0.1215975657105445,0.12069026380777355,0.12386626861989496,0.11502776533365246,0.1080132111907005,
1985-09-30,,,0.1243201270699501,0.12214207798242563,0.12114398032426829,0.12386626861989496,0.11539074137806889,0.10830359533429142,
1985-10-01,,,0.1243201270699501,0.12268659025430675,0.12159769684076305,0.12354867830872533,0.11577187508344647,0.10859397947788235,
1985-10-02,,,0.1243201270699501,0.12323110252618785,0.1220514133572578,0.12354867830872533,0.11615300878882405,0.10888436362147327,
1985-10-03,,,0.1243201270699501,0.123775614798069,0.12250512987375255,0.1234125781804323,0.11653414249420163,0.10914752215147015,
1985-10-04,,,0.1225049272179603,0.12395708709955215,0.12277732640504832,0.12309495806694029,0.11687897220253941,0.10931993700563904,
1985-10-07,,,0.1225049272179603,0.12359404712915419,0.1228680625557899,0.12268660776317117,0.1172238019108772,0.10951049871742721,
1985-10-08,,,0.1243201270699501,0.12359404712915419,0.12314031869173045,0.12245974764227865,0.11760493561625478,0.10976458415389058,
1985-10-09,,,0.1270421296358108,0.12413844764232632,0.12368477508425708,0.12245974764227863,0.11802235171198841,0.11002774298191068,
1985-10-10,,,0.1270421296358108,0.12468284815549846,0.12422923147678373,0.12245974764227863,0.11840347468852994,0.11030904844403264,
1985-10-11,,,0.1361165195703506,0.1274051666259765,0.1256811268627643,0.12318569533526894,0.11896608546376225,0.11068109780549999,
1985-10-14,,,0.1379317045211792,0.1304905220866203,0.12704228460788722,0.12409313246607775,0.11960129305720325,0.11107129901647564,
1985-10-15,,,0.1388390511274337,0.13339430689811702,0.12849417701363558,0.1250459369271993,0.12027280524373053,0.11145242705941197,
1985-10-16,,,0.1406543105840683,0.1361167430877685,0.13012759536504742,0.1260895043611526,0.12101691633462903,0.11185170769691463,
1985-10-17,,,0.147006094455719,0.14010953605175017,0.1323961921036243,0.12745066098868843,0.12185176938772199,0.11231450617313382,
1985-10-18,,,0.145191490650177,0.14192453026771545,0.13466484844684595,0.12872108742594715,0.12263217270374296,0.11271378666162488,
1985-10-21,,,0.1406543105840683,0.14246905148029326,0.1364797867834568,0.12967392466962332,0.12332183241844176,0.11305861651897427,
1985-10-22,,,0.143376275897026,0.14337649643421171,0.13838540166616436,0.13076286017894742,0.1240659314393997,0.11343066602945324,
1985-10-23,,,0.143376275897026,0.14392088949680326,0.1400188162922859,0.1318517956882715,0.12471928641200064,0.11380271553993221,
1985-10-24,,,0.1406543105840683,0.14265053272247313,0.14138003438711164,0.1328046329319477,0.12528190955519675,0.11412939883768555,
1985-10-25,,,0.1388390511274337,0.14138004481792446,0.14165228754281994,0.13366670720279214,0.1258989709615707,0.1144107040762901,
1985-10-28,,,0.1406543105840683,0.14138004481792446,0.14192454814910885,0.13448341637849806,0.1265523375570774,0.11471016190946098,
1985-10-29,,,0.1406543105840683,0.1408356517553329,0.14210607409477233,0.13530012555420395,0.12715125322341916,0.11500054635107514,
1985-10-30,,,0.1406543105840683,0.14029125869274137,0.14210607409477233,0.13611683472990987,0.12775016888976096,0.11530000418424603,
1985-10-31,,,0.145191490650177,0.1411986947059631,0.1419246137142181,0.13716040290892123,0.1284398281574249,0.11574465662240979,
1985-11-01,,,0.147006094455719,0.14283210337162017,0.14210607409477233,0.13838546127080914,0.1291657795011997,0.11618023000657555,
1985-11-04,,,0.1479134112596511,0.14428392350673674,0.14283198416233062,0.13965588547289368,0.12990987718105312,0.11665210165083405,
1985-11-05,,,0.1615250557661056,0.1484580725431442,0.14464686214923855,0.14151613190770146,0.13085362240672108,0.11726008974015709,
1985-11-06,,,0.155173197388649,0.15136184990406035,0.14582655429840086,0.14292268529534335,0.13152513504028318,0.11780455924570557,
1985-11-07,,,0.1642475575208664,0.15517306327819821,0.14818587899208066,0.14478295668959615,0.1323599876463413,0.11843977235257622,
1985-11-08,,,0.1660622060298919,0.1589842855930328,0.15090819448232648,0.14628024101257323,0.13319482922554013,0.11915665015578267,
1985-11-11,,,0.1642475575208664,0.16225111484527585,0.15326751917600628,0.14759603366255758,0.13399337783455845,0.1198826069384813,
1985-11-12,,,0.1642475575208664,0.162795615196228,0.15562684386968612,0.14886645898222922,0.13466489031910892,0.12054503977298733,
1985-11-13,,,0.1642475575208664,0.1646104872226715,0.15798616856336592,0.1500461213290691,0.13546343892812726,0.1212256252020597,
1985-11-14,,,0.1778591871261596,0.16733281314373014,0.16125293821096418,0.15158877596259115,0.13647978007793424,0.12206047281622884,
1985-11-15,,,0.1715073734521865,0.16842184662818907,0.16370306611061095,0.15290457010269162,0.13733278095722196,0.12285902775824066,
1985-11-18,,,0.1760445833206176,0.1707812517881393,0.16651618331670756,0.1546740837395191,0.13824023395776744,0.12370295479893681,
1985-11-19,,,0.1715073734521865,0.17223321497440333,0.16751441508531567,0.1560806386172771,0.13909323483705516,0.12450150974094865,
1985-11-20,,,0.1715073734521865,0.17368517816066736,0.16914783269166941,0.15748719349503512,0.13998253971338268,0.12527283921837803,
1985-11-21,,,0.1715073734521865,0.17241481542587273,0.16987381428480142,0.15902984663844105,0.1408718445897102,0.12604416869580742,
1985-11-22,,,0.1760445833206176,0.17332225739955892,0.170872052013874,0.16089012324810023,0.14196078494191167,0.1268608702719211,
1985-11-25,,,0.1733220070600509,0.17277774214744562,0.17177949696779246,0.16252350807189936,0.14303156584501264,0.12763220019638535,
1985-11-26,,,0.1733220070600509,0.1731406688690185,0.1726869419217109,0.16415689289569851,0.1441023467481136,0.12840353012084957,
1985-11-27,,,0.1715073734521865,0.17314066886901847,0.17341292351484291,0.16569954603910442,0.14513683497905727,0.12917485959827896,
1985-11-28,,,0.1715073734521865,0.1731406688690185,0.17277774214744562,0.16701534017920489,0.14617132321000093,0.1298554457724094,
1985-11-29,,,0.1760445833206176,0.1731406688690185,0.1732314631342887,0.16846726462244982,0.14729655563831323,0.1305541783571243,
1985-12-02,,,0.1778591871261596,0.1740481048822402,0.17341292351484291,0.16996455341577527,0.14842178806662554,0.13128013581037518,
1985-12-03,,,0.186933547258377,0.17677041292190546,0.17495554089546198,0.17123497799038884,0.1497285076975822,0.13204238601028917,
1985-12-04,,,0.1987305283546447,0.1822150439023971,0.17767785638570777,0.1734128445386886,0.15127116695046422,0.13288631334900852,
1985-12-05,,,0.2014530748128891,0.1882041841745376,0.18067242652177803,0.17527312040328974,0.1528682771325111,0.13379375882446762,
1985-12-06,,,0.203267753124237,0.1936488181352615,0.18339474350213997,0.17713339775800702,0.15450168088078495,0.1347647231072187,
1985-12-09,,,0.2105275094509124,0.20018248260021201,0.18711529374122612,0.1794473953545093,0.1562258285284042,0.13580828495323655,
1985-12-10,,,0.203267753124237,0.20344932377338404,0.19010986834764473,0.1813984051346778,0.15780478104948994,0.1367883280664682,
1985-12-11,,,0.2041749209165573,0.20453820228576655,0.19337662309408182,0.18339477330446236,0.15940187692642208,0.13777744285762306,
1985-12-12,,,0.2087121754884719,0.20599002242088313,0.19709710329771035,0.184937422722578,0.1610897178947925,0.13881193019449709,
1985-12-13,,,0.2087121754884719,0.20707890689373007,0.2003638625144958,0.18679766282439225,0.16281386286020275,0.1398464175313711,
1985-12-16,,,0.2059902548789978,0.2061714559793472,0.20317696928977963,0.18829494640231126,0.1644835694134235,0.14085368566215034,
1985-12-17,,,0.2087121754884719,0.20726034045219416,0.2053548321127891,0.19015518650412555,0.16617141038179395,0.14188817299902434,
1985-12-18,,,0.1960079669952392,0.20562694966793055,0.20508257597684856,0.19138021618127818,0.1675507271289825,0.14278653942048547,
1985-12-19,,,0.1941933631896972,0.20272318720817556,0.20435660481452939,0.1925145156681537,0.16889375180006025,0.1436486132442951,
1985-12-20,,,0.1896560937166214,0.1989119708538055,0.2029954388737678,0.1931950911879539,0.16996454328298566,0.14446531437337395,
1985-12-23,,,0.1960079669952392,0.19691551327705378,0.2015434846282005,0.1943293891847133,0.17112606853246684,0.14536368079483505,
1985-12-24,,,0.1941933631896972,0.19401175081729885,0.20063604563474652,0.1953729569911956,0.17223315477371212,0.1462529800087213,
1985-12-25,,,0.1941933631896972,0.19364883005619044,0.1996378898620605,0.19650725647807116,0.1733039358258247,0.14716042608022686,
1985-12-26,,,0.1951006352901458,0.19383028447628017,0.19827673584222788,0.19768691956996914,0.17426582664251325,0.14805879801511762,
1985-12-27,,,0.1987305283546447,0.19564517140388482,0.19727857112884514,0.19882121682167048,0.1753366073966026,0.14898439005017278,
1985-12-30,,,0.203267753124237,0.1970971286296844,0.19700632095336906,0.20009164512157435,0.17658887624740593,0.14995535433292384,
1985-12-31,,,0.2105275094509124,0.2003639578819274,0.19718785434961314,0.20127134323120113,0.17793190091848365,0.15099891617894168,
1986-01-01,,,0.2105275094509124,0.20363078713417043,0.19863980859518043,0.2018611922860145,0.1792749255895614,0.151997106000781,
1986-01-02,,,0.2123420983552932,0.2070790797471999,0.20045468211174003,0.20240564346313467,0.18070868134498588,0.1529952954500913,
1986-01-03,,,0.217786505818367,0.2108902752399444,0.2032677233219146,0.20313158109784119,0.18228763043880455,0.15409330070018762,
1986-01-06,,,0.2341207563877105,0.21706087589263906,0.20707900226116172,0.20431124344468113,0.18415695935487741,0.15535464845597738,
1986-01-07,,,0.2332134693861007,0.22159806787967673,0.21098101288080212,0.20580852925777432,0.18600814253091805,0.1565796978771686,
1986-01-08,,,0.2286762297153473,0.22522781193256375,0.21442929953336712,0.20703359469771382,0.18776858091354362,0.1577593749016523,
1986-01-09,,,0.2205091714859008,0.22686122655868526,0.21697015315294257,0.20762344449758524,0.18927493453025812,0.1588573813438415,
1986-01-10,,,0.2196018546819687,0.2272242963314056,0.21905728578567502,0.2081679284572601,0.1907268497347831,0.1599463146179914,
1986-01-13,,,0.217786505818367,0.22395744621753688,0.220509161055088,0.20875774100422856,0.19212431162595742,0.16101709440350528,
1986-01-14,,,0.2150647491216659,0.22032770216464992,0.22096288502216335,0.20907536968588825,0.19319510549306862,0.16202436394989486,
1986-01-15,,,0.2196018546819687,0.2185128271579742,0.22187031954526898,0.2102550640702247,0.194483678638935,0.16300440683960912,
1986-01-16,,,0.222323790192604,0.21887575089931488,0.22286848872900006,0.21166158542037006,0.19564520329236978,0.16400259546935556,
1986-01-17,,,0.2268610149621963,0.22032758295536037,0.223775939643383,0.2135218314826488,0.19686117947101586,0.16502800434827802,
1986-01-20,,,0.2295835316181183,0.22268698811531062,0.22332221716642375,0.21520060971379276,0.19816789895296089,0.1660806383937597,
1986-01-21,,,0.2196018546819687,0.22359440922737117,0.22196105569601055,0.21647103428840633,0.19927498489618295,0.16696993760764595,
1986-01-22,,,0.222323790192604,0.22413879632949824,0.22132581174373622,0.21787755563855166,0.2004365095496177,0.16794997423887248,0.13518212571740146
1986-01-23,,,0.2268610149621963,0.22504624128341671,0.22196099609136577,0.21946557462215419,0.20141654610633844,0.16894816309213634,0.13582640942186114
1986-01-24,,,0.222323790192604,0.22413879632949824,0.2222331896424293,0.22064523771405214,0.20243287444114677,0.1698828276991844,0.1364434704557061
1986-01-27,,,0.2268610149621963,0.22359429299831385,0.22314064055681224,0.22182490080595013,0.20344920307397835,0.1708447185158729,0.13708775416016575
1986-01-28,,,0.2205091714859008,0.22377575635910024,0.22368508279323573,0.22232398390769953,0.20442923903465263,0.17176123693585388,0.1377093549445271
1986-01-29,53.95805959021656,A,0.2014530748128891,0.2196016132831573,0.22187020480632777,0.22187026217579836,0.20502815306186672,0.17250534638762466,0.1382356752455234
1986-01-30,53.94734693354696,P,0.2014530748128891,0.21452002525329586,0.21978313326835627,0.22132581099867815,0.20562706708908077,0.17324945583939544,0.13878468122333282
1986-01-31,53.938549038886244,P,0.2014530748128891,0.2103458821773529,0.21724233925342556,0.22050913944840428,0.2061352369189262,0.17404801093041888,0.1393427606299519
1986-02-03,53.92734176221484,P,0.2014530748128891,0.20526429414749145,0.21442929357290264,0.2188757553696632,0.20669785827398296,0.17486471205949777,0.1399144527316093
1986-02-04,53.918839969566534,P,0.2014530748128891,0.2014530748128891,0.21261441558599467,0.21728773564100262,0.20726047962903973,0.17568141318857664,0.14048614483326669
1986-02-05,53.92144332913793,P,0.2041749209165573,0.20199744403362274,0.21079952865839,0.21606267020106312,0.20791383057832713,0.17652533277869217,0.14109413214027877
1986-02-06,53.924569578752994,P,0.203267753124237,0.20236037969589232,0.20844020247459408,0.2152005992829799,0.20854903817176815,0.17736018069088452,0.14170212030410761
1986-02-07,53.92795288668723,P,0.203267753124237,0.20272331535816193,0.20653459876775743,0.21438389420509335,0.20909350156784054,0.17819502860307687,0.14229649562388652
1986-02-10,53.932650403683915,P,0.2041749209165573,0.20326768457889557,0.2042659893631935,0.21370331496000286,0.2096198162436485,0.179020802155137,0.14288633342832321
1986-02-11,53.93564783599799,P,0.203267753124237,0.20363062024116513,0.20254184752702714,0.2131134651601314,0.20994650036096568,0.17983750402927393,0.14346709892153733
1986-02-12,53.93549578415064,P,0.203267753124237,0.20344918668270107,0.20272331535816188,0.21229676008224482,0.21003724485635755,0.18065420590341083,0.14404786441475148
1986-02-13,53.935085076525326,P,0.203267753124237,0.20344918668270107,0.20290478318929667,0.21134395822882648,0.2100735384225845,0.18147090777754776,0.14460594378411765
1986-02-14,53.934462574251974,P,0.2041749209165573,0.20363062024116513,0.2031769677996635,0.21020965352654453,0.2100916817784309,0.18229668132960788,0.14515494626015418
1986-02-17,53.93315618047561,P,0.2041749209165573,0.20363062024116513,0.2034491524100303,0.20893922299146647,0.2099646300077438,0.18309522926807398,0.1456994123011827
1986-02-18,53.93625841561998,A,0.2123420983552932,0.20544548928737635,0.20453805476427073,0.2085762351751327,0.21014611691236493,0.1839754489809274,0.14628471422940487
1986-02-19,53.93903219422961,A,0.213249385356903,0.20744181573390957,0.20544550120830532,0.20812251493334766,0.21032760620117183,0.18486474156379692,0.1468745525926351
1986-02-20,53.9416256266083,A,0.213249385356903,0.20943814218044277,0.20644366443157192,0.20744193345308298,0.21041835039854045,0.18575403414666647,0.1474507781490683
1986-02-21,53.94608661125312,A,0.217786505818367,0.2121604591608047,0.2078955397009849,0.20721506923437114,0.21059983700513837,0.18670684993267053,0.1480133934691548
1986-02-24,53.95460777541376,A,0.2268610149621963,0.21669767796993247,0.21016414910554881,0.20721506923437114,0.21101725220680234,0.18775041081011287,0.14863045476377004
1986-02-25,53.95915888582491,A,0.2286762297153473,0.2199645042419433,0.21270499676465984,0.2076234221458435,0.21141653329133983,0.18879397183656685,0.14927927799522872
1986-02-26,53.96717011543831,A,0.2332134693861007,0.22395732104778285,0.2156995683908462,0.20921144187450405,0.21216064333915707,0.18985568523406976,0.1499417141079902
1986-02-27,53.97897587188108,A,0.2413805574178695,0.22958355545997616,0.21951084882020946,0.21120781600475308,0.21310438722372052,0.19099906951189038,0.1506540589779615
1986-02-28,53.99351543141486,A,0.2549921572208404,0.23702468574047084,0.22459257245063777,0.21388477012515064,0.2144111084938049,0.19218782588839528,0.15143446184694762
1986-03-03,54.0051252995299,A,0.2595293819904327,0.24355835914611812,0.2301280185580253,0.21678858548402782,0.21568153679370877,0.19340380266308782,0.15223755083978172
1986-03-04,54.015682166319095,A,0.2595293819904327,0.24972898960113515,0.23484674692153923,0.219692400842905,0.21698825716972345,0.1946107059717178,0.15303156651556488
1986-03-05,54.020030593585034,A,0.2540847957134247,0.2539032548665999,0.23893028795719146,0.22218789458274837,0.218186085820198,0.19574501082301135,0.153798359259963
1986-03-06,54.01868412064109,A,0.2504549622535705,0.2557181358337402,0.24265084564685818,0.22454725503921505,0.2192931723594665,0.19677949950098989,0.15454700283706183
1986-03-07,54.01046734443175,A,0.2495477050542831,0.25462924540042875,0.24582696557044978,0.22686125263571735,0.22030951589345926,0.19782306164503094,0.1552684241533279
