Date,GRADE,GPS,BBY,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1985-04-18,,,0.0980042740702629,,,,,,
1985-04-19,,,0.0989115834236145,,,,,,
1985-04-22,,,0.0980042740702629,,,,,,
1985-04-23,,,0.0961890146136283,,,,,,
1985-04-24,,,0.0961890146136283,0.09745963215827938,,,,,
1985-04-25,,,0.0916518792510032,0.09618915319442743,,,,,
1985-04-26,,,0.0898371934890747,0.09437427520751948,,,,,
1985-04-29,,,0.0871146544814109,0.09219635128974908,,,,,
1985-04-30,,,0.0871146544814109,0.0903814792633056,,,,,
1985-05-01,,,0.082577459514141,0.08765916824340814,0.09255940020084376,,,,
1985-05-02,,,0.0816701203584671,0.08566281646490093,0.09092598482966417,,,,
1985-05-03,,,0.0843926891684532,0.08457391560077662,0.08947409540414805,,,,
1985-05-06,,,0.0862073600292205,0.08439245671033854,0.0882944040000438,,,,
1985-05-07,,,0.0871146544814109,0.08439245671033854,0.08738696798682208,,,,
1985-05-08,,,0.0871146544814109,0.08529989570379251,0.08647953197360034,,,,
1985-05-09,,,0.0916518792510032,0.08729624748229974,0.08647953197360032,,,,
1985-05-10,,,0.0943744257092475,0.0892925947904586,0.0869332551956176,,,,
1985-05-13,,,0.0952817127108573,0.09110746532678596,0.08774996101856225,,,,
1985-05-14,,,0.0952817127108573,0.09274087697267523,0.0885666668415069,,,,
1985-05-15,,,0.0952817127108573,0.09437428861856452,0.08983709216117852,0.09119824618101113,,,
1985-05-16,,,0.0980042740702629,0.09564476758241647,0.09147050753235811,0.09119824618101113,,,
1985-05-17,,,0.1052634418010711,0.09782257080078118,0.09355758279561989,0.09151583909988396,,,
1985-05-20,,,0.1034487560391426,0.09945597946643824,0.0952817223966121,0.09178806319832795,,,
1985-05-21,,,0.0989115834236145,0.10018195360898967,0.09646141529083245,0.09192419163882726,,,
1985-05-22,,,0.1007262468338012,0.10127086043357844,0.09782257452607149,0.09215105324983591,,,
1985-05-23,,,0.0989115834236145,0.10145232230424876,0.09854854494333262,0.09251403845846648,,,
1985-05-24,,,0.0989115834236145,0.10018195062875745,0.09900226071476932,0.09296775795519346,,,
1985-05-27,,,0.0989115834236145,0.09927451610565184,0.09936524778604502,0.09355760440230365,,,
1985-05-28,,,0.1007262468338012,0.09963744878768918,0.09990970119833943,0.09423818401992315,,,
1985-05-29,,,0.1007262468338012,0.09963744878768918,0.10045415461063383,0.09514562338590617,,,
1985-05-30,,,0.1007262468338012,0.10000038146972652,0.10072635188698764,0.09609842970967288,,,
1985-05-31,,,0.1052634418010711,0.10127075314521783,0.10072635188698764,0.09714196734130376,,,
1985-06-03,,,0.1061713248491287,0.10272270143032067,0.10099860876798625,0.09814016558229918,,,
1985-06-04,,,0.1061713248491287,0.10381171703338618,0.10172458291053768,0.09909299910068506,,,
1985-06-05,,,0.1061713248491287,0.10490073263645168,0.10226909071207044,0.10004583261907096,,,
1985-06-06,,,0.1079859808087349,0.10635267943143842,0.10317653045058248,0.10086253769695755,,,
1985-06-07,,,0.1107085272669792,0.10744169652462003,0.10435622483491894,0.10167924277484412,,,
1985-06-10,,,0.1107085272669792,0.10834913700819013,0.1055359192192554,0.10245058350265021,,,
1985-06-11,,,0.1116158664226532,0.10943804532289503,0.10662488117814059,0.10326729118824,,,
1985-06-12,,,0.1107085272669792,0.11034548580646515,0.10762310922145842,0.10403863191604612,,,
1985-06-13,,,0.1007262468338012,0.1088935390114784,0.10762310922145842,0.10417473055422304,,,
1985-06-14,,,0.1034487560391426,0.10744158476591108,0.10744164064526555,0.1040839962661266,,,
1985-06-17,,,0.1007262468338012,0.10544512867927547,0.10689713284373281,0.10394787080585954,,,
1985-06-18,,,0.1007262468338012,0.10326720476150508,0.10635262504220007,0.10403860397636885,,,
1985-06-19,,,0.1007262468338012,0.10127074867486947,0.10580811724066733,0.10403860397636885,,,
1985-06-20,,,0.1007262468338012,0.10127074867486949,0.10508214384317394,0.10412933714687819,,,
1985-06-21,,,0.0943744257092475,0.09945588260889046,0.10344873368740078,0.10390247926115985,,,
1985-06-24,,,0.0916518792510032,0.09764100909233085,0.10154306888580318,0.1035394940525293,,,
1985-06-25,,,0.0980042740702629,0.09709661453962319,0.10018190965056414,0.10340339541435237,,,
1985-06-26,,,0.0961890146136283,0.09618916809558861,0.09872995838522905,0.10317653380334373,0.09784074291586871,,
1985-06-27,,,0.0943744257092475,0.09491880387067789,0.09809477627277367,0.10285894274711604,0.0977681459486484,,
1985-06-28,,,0.0916518792510032,0.09437429457902903,0.09691508859395974,0.10217836461961265,0.09762295186519618,,
1985-07-01,,,0.0916518792510032,0.09437429457902902,0.09600765183567994,0.10145239233970638,0.09749590396881098,,
1985-07-02,,,0.0916518792510032,0.09310381561517708,0.09510021507740014,0.1007264200598001,0.09740516126155847,,
1985-07-03,,,0.0943744257092475,0.09274089783430092,0.09446503296494477,0.10013657510280605,0.09736886948347086,,
1985-07-04,,,0.0943744257092475,0.09274089783430092,0.09382985085248939,0.09945599734783167,0.09742332041263575,,
1985-07-05,,,0.0943744257092475,0.09328540712594978,0.09382985085248939,0.09863929226994508,0.0975140650570392,,
1985-07-08,,,0.0961890146136283,0.0941928341984748,0.09428356438875192,0.09791331663727754,0.09769555225968356,,
1985-07-09,,,0.0961890146136283,0.09510026127099983,0.09410203844308845,0.0971419740468263,0.0978770394623279,,
1985-07-10,,,0.0943744257092475,0.09510026127099983,0.09392057955265037,0.09632526896893971,0.09811297878623003,,
1985-07-11,,,0.1034487560391426,0.09691512733697885,0.09482801258563989,0.09646139442920679,0.09854855149984354,,
1985-07-12,,,0.1061713248491287,0.09927450716495508,0.09627995714545243,0.09659752286970608,0.09898412421345705,,
1985-07-15,,,0.1052634418010711,0.10108939260244365,0.09764111340045922,0.09682438261806958,0.09936524584889407,,
1985-07-16,,,0.1107085272669792,0.10399329513311381,0.09954677820205682,0.09732349663972847,0.09983712330460542,,
1985-07-17,,,0.1143377944827079,0.1079859688878059,0.10154311507940286,0.09800407402217381,0.10038158610463137,,
1985-07-18,,,0.1107085272669792,0.10943792313337322,0.10317652523517604,0.09850318804383272,0.10076271906495089,,
1985-07-19,,,0.1061713248491287,0.10943792313337322,0.10435621514916416,0.09909303300082677,0.10099865704774852,,
1985-07-22,,,0.1061713248491287,0.10961949974298475,0.1053544461727142,0.09981900528073304,0.10121644929051393,,
1985-07-23,,,0.1052634418010711,0.10853048264980311,0.10626188889145846,0.10018196366727346,0.10141608387231821,,
1985-07-24,,,0.1052634418010711,0.10671561211347576,0.10735079050064082,0.10063568502664559,0.10161571845412248,,
1985-07-25,,,0.1052634418010711,0.10562659502029415,0.10753225907683368,0.10118013583123678,0.10176090180873866,,
1985-07-26,,,0.1052634418010711,0.10544501841068261,0.10744147077202792,0.10186071395874019,0.10176090180873866,,
1985-07-29,,,0.1052634418010711,0.1052634418010711,0.10744147077202792,0.10254129208624356,0.10179719552397724,,
1985-07-30,,,0.1052634418010711,0.1052634418010711,0.1068969622254371,0.10322187021374696,0.10192423269152638,,
1985-07-31,,,0.1061713248491287,0.10544501841068261,0.1060803152620792,0.10381171517074103,0.10203313425183293,,
1985-08-01,,,0.1079859808087349,0.10598952621221538,0.10580806061625476,0.10449229292571541,0.10221462219953534,,
1985-08-02,,,0.1079859808087349,0.10653403401374814,0.10598952621221538,0.10517287068068977,0.10239611014723775,,
1985-08-05,,,0.1061713248491287,0.10671561062335966,0.10598952621221538,0.10567198619246479,0.10254130497574802,,
1985-08-06,,,0.1052634418010711,0.10671561062335966,0.10598952621221538,0.10612570755183692,0.1026320488750934,,
1985-08-07,,,0.1034487560391426,0.10617109686136243,0.10580805763602252,0.10657942406833168,0.10268649905920023,,
1985-08-08,,,0.1052634418010711,0.10562658905982966,0.10580805763602252,0.1066701583564281,0.10277724295854564,,
1985-08-09,,,0.1061713248491287,0.10526365786790844,0.10589884594082828,0.1066701583564281,0.10279540061950679,,
1985-08-12,,,0.1061713248491287,0.10526365786790844,0.10598963424563404,0.10671555250883098,0.10279540061950679,,
1985-08-13,,,0.1061713248491287,0.10544523447751997,0.10608042255043981,0.10648869238793846,0.10279540061950679,,
1985-08-14,,,0.1107085272669792,0.10689718872308729,0.10653414279222487,0.10630722902715202,0.10288614466786379,,
1985-08-15,,,0.112523153424263,0.10834913104772566,0.10698786005377767,0.10639796033501621,0.10297688812017436,,
1985-08-16,,,0.1079859808087349,0.10871206223964688,0.10698786005377767,0.10648869313299651,0.10292243719100946,,
1985-08-19,,,0.1079859808087349,0.10907499343156815,0.10716932564973829,0.10657942593097683,0.10286798626184458,,
1985-08-20,,,0.1107085272669792,0.10998243391513825,0.1077138341963291,0.10685168020427223,0.10284983947873111,,
1985-08-21,,,0.1107085272669792,0.10998243391513825,0.10843981131911276,0.10712393447756766,0.10284983947873111,,
1985-08-22,,,0.1107085272669792,0.10961950868368149,0.10898431986570356,0.10739618875086306,0.10304948508739466,,
1985-08-23,,,0.1107085272669792,0.11016401797533035,0.10943804010748862,0.10766844302415846,0.1031946805119514,,
1985-08-26,,,0.1107085272669792,0.1107085272669792,0.10989176034927366,0.10794069729745386,0.10339432612061496,,
1985-08-27,,,0.1143377944827079,0.11143438071012494,0.11070840731263158,0.1083944149315357,0.10366655707359308,,
1985-08-28,,,0.1215975657105445,0.113612188398838,0.11179731115698813,0.10916572697460647,0.10408398345112796,,
1985-08-29,,,0.1225049272179603,0.11597146838903423,0.11279548853635786,0.10989167429506774,0.10451955705881114,,
1985-08-30,,,0.1243201270699501,0.1186937883496284,0.11442890316247938,0.1107083816081285,0.1051184710860252,,
1985-09-02,,,0.1243201270699501,0.12141610831022258,0.1160623177886009,0.11161582171916958,0.10577183604240414,,
1985-09-03,,,0.1306719332933426,0.12468293607234952,0.11805865839123723,0.11288624629378316,0.10642518922686574,,
1985-09-04,,,0.1243201270699501,0.12522744834423066,0.11941981837153433,0.11392981484532354,0.10698781147599216,0.10241427719593042,
