Date,GRADE,GPS,JBL,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1993-05-03,,,0.7410993576049805,,,,,,
1993-05-04,,,0.728950560092926,,,,,,
1993-05-05,,,0.728950560092926,,,,,,
1993-05-06,,,0.7896958589553833,,,,,,
1993-05-07,,,0.8261435627937317,0.7629679799079895,,,,,
1993-05-10,,,0.8504418134689331,0.78483647108078,,,,,
1993-05-11,,,0.8382925391197205,0.806704866886139,,,,,
1993-05-12,,,0.7775469422340393,0.8164241433143615,,,,,
1993-05-13,,,0.8139944672584534,0.8212838649749756,,,,,
1993-05-14,,,0.8139944672584534,0.8188540458679199,0.7909110128879547,,,,
1993-05-17,,,0.8018454313278198,0.8091347694396973,0.7969856202602387,,,,
1993-05-18,,,0.8018454313278198,0.8018453478813171,0.804275107383728,,,,
1993-05-19,,,0.8018454313278198,0.8067050457000733,0.8115645945072174,,,,
1993-05-20,,,0.8261435627937317,0.8091348648071289,0.8152093648910522,,,,
1993-05-21,,,0.8747404217720032,0.8212840557098389,0.8200690507888794,,,,
1993-05-24,,,0.862591028213501,0.8334331750869751,0.8212839722633362,,,,
1993-05-25,,,0.8504418134689331,0.8431524515151978,0.8224988996982574,,,,
1993-05-26,,,0.8261435627937317,0.8480120778083802,0.8273585617542267,,,,
1993-05-27,,,0.7896958589553833,0.8407225370407104,0.8249287009239197,,,,
1993-05-28,,,0.7532485723495483,0.8164241671562195,0.8188541114330292,0.8048825621604919,,,
1993-05-31,,,0.7532485723495483,0.7945556759834289,0.8139944255352021,0.8054900228977203,,,
1993-06-01,,,0.728950560092926,0.7702574253082275,0.8067049384117126,0.8054900228977203,,,
1993-06-02,,,0.6682044267654419,0.7386695981025696,0.7933408379554748,0.8024527162313462,,,
1993-06-03,,,0.6803532838821411,0.7168010830879211,0.7787618100643158,0.796985587477684,,,
1993-06-04,,,0.7775469422340393,0.7216607570648194,0.7690424621105194,0.7945557564496994,,,
1993-06-07,,,0.7775469422340393,0.7265204310417175,0.7605380535125732,0.7909110128879547,,,
1993-06-08,,,0.8018454313278198,0.7410994052886963,0.7556784152984619,0.7890886574983597,,,
1993-06-09,,,0.8261435627937317,0.7726872324943542,0.7556784152984619,0.7915184885263443,,,
1993-06-10,,,0.8261435627937317,0.8018452882766723,0.7593231856822967,0.7921259433031083,,,
1993-06-11,,,0.7775469422340393,0.8018452882766723,0.7617530226707458,0.7903035670518875,,,
1993-06-14,,,0.7836218476295471,0.8030602693557739,0.7647903501987457,0.7893923878669739,,,
1993-06-15,,,0.8018454313278198,0.8030602693557739,0.7720798373222351,0.7893923878669739,,,
1993-06-16,,,0.7775469422340393,0.7933409452438355,0.7830140888690948,0.7881774634122849,,,
1993-06-17,,,0.7775469422340393,0.7836216211318969,0.7927334547042847,0.7857476323843002,,,
1993-06-18,,,0.7775469422340393,0.7836216211318969,0.7927334547042847,0.780887958407402,,,
1993-06-21,,,0.7775469422340393,0.7824066400527954,0.7927334547042847,0.776635754108429,,,
1993-06-22,,,0.7775469422340393,0.7775469422340393,0.7903036057949067,0.7729910105466843,,,
1993-06-23,,,0.8018454313278198,0.7824066400527954,0.7878737926483155,0.7717761039733887,,,
1993-06-24,,,0.8747404217720032,0.8018453359603882,0.7927334785461426,0.7760283321142196,,,
1993-06-25,,,0.8747404217720032,0.8212840318679809,0.802452826499939,0.7821029245853424,,,
1993-06-28,,,0.92333722114563,0.850442087650299,0.8164243638515473,0.7906073570251465,,,
1993-06-29,,,0.92333722114563,0.8796001434326172,0.8285735428333283,0.8003266900777817,,,
1993-06-30,,,0.9476353526115416,0.9087581276893616,0.8455823838710785,0.8142982363700867,,,
1993-07-01,,,0.92333722114563,0.9184774875640869,0.8601614117622376,0.8264474332332611,,,
1993-07-02,,,0.92333722114563,0.9281968474388123,0.8747404396533967,0.8337369471788406,,,
1993-07-05,,,0.92333722114563,0.9281968474388123,0.8893194675445557,0.8410264611244201,,,
1993-07-06,,,0.8747404217720032,0.9184774875640869,0.8990388154983521,0.8446712106466293,,,
1993-07-07,,,0.8747404217720032,0.9038985013961792,0.9063283145427704,0.8471010535955429,,,
1993-07-08,,,0.8747404217720032,0.8941791415214538,0.9063283145427704,0.8495308965444565,,,
1993-07-09,,,0.8990383744239807,0.889319372177124,0.9087581098079681,0.8556054681539536,0.8165458166599273,,
1993-07-12,,,0.8747404217720032,0.8796000123023987,0.9038984298706054,0.8601613968610764,0.8192186379432678,,
1993-07-13,,,0.8747404217720032,0.8796000123023987,0.8990387499332428,0.8638061463832856,0.8221344351768494,,
1993-07-14,,,0.8747404217720032,0.8796000123023987,0.891749256849289,0.8686658203601837,0.825050232410431,,
1993-07-15,,,0.8504418134689331,0.8747402906417847,0.8844597160816192,0.8723105639219284,0.8262651515007019,,
1993-07-16,,,0.8261435627937317,0.8601613283157349,0.8747403502464295,0.8747403949499131,0.8262651515007019,,
1993-07-19,,,0.7896958589553833,0.8431524157524108,0.8613762140274048,0.8753478407859803,0.825050232410431,,
1993-07-20,,,0.7775469422340393,0.8237137198448181,0.8516568660736084,0.8753478407859803,0.8238353204727172,,
1993-07-21,,,0.8261435627937317,0.8139943480491638,0.8467971801757812,0.8765627473592759,0.8248072528839111,,
1993-07-22,,,0.8261435627937317,0.8091346979141235,0.8419374942779541,0.8741329044103623,0.8250502347946167,,
1993-07-23,,,0.8504418134689331,0.8139943480491638,0.8370778381824493,0.8729179739952088,0.8257791817188262,,
1993-07-26,,,0.8261435627937317,0.8212838888168335,0.8322181522846221,0.8680582910776138,0.8262651443481446,,
1993-07-27,,,0.8747404217720032,0.8407225847244263,0.8322181522846221,0.8656284511089325,0.8277230441570282,,
1993-07-28,,,0.862591028213501,0.8480120778083802,0.831003212928772,0.8613762348890305,0.8289379560947419,,
1993-07-29,,,0.6439060568809509,0.8115645766258239,0.8103496372699738,0.8474046766757966,0.8252932059764863,,
1993-07-30,,,0.6317568421363831,0.7678275823593139,0.7909109652042389,0.8328256577253341,0.8204335343837738,,
1993-08-02,,,0.6196076273918152,0.7265203952789306,0.7739021420478821,0.8176391780376434,0.8155738663673401,,
1993-08-03,,,0.6074584722518921,0.6730640053749084,0.7568932950496674,0.8042750805616379,0.8107141995429993,,
1993-08-04,,,0.6317568421363831,0.6268971681594848,0.7374546229839325,0.7921259015798569,0.8068264651298523,,
1993-08-05,,,0.6074584722518921,0.6196076512336731,0.7155861139297486,0.7787618041038513,0.8031817173957825,,
1993-08-06,,,0.6560550928115845,0.6244673013687134,0.6961474418640137,0.7666126400232315,0.8012378478050232,,
1993-08-09,,,0.6196076273918152,0.6244673013687134,0.675493848323822,0.7538560003042221,0.7985650289058686,,
1993-08-10,,,0.6317568421363831,0.6293269753456116,0.65119549036026,0.7417068213224411,0.7966211545467377,,
1993-08-11,,,0.704651951789856,0.6439059972763062,0.6354015827178955,0.7332023978233337,0.7973501050472259,,
1993-08-12,,,0.728950560092926,0.668204414844513,0.643906033039093,0.7271278351545334,0.7983220505714417,,
1993-08-13,,,0.704651951789856,0.6779237866401673,0.6511955440044404,0.7210532546043396,0.796864150762558,,
1993-08-16,,,0.728950560092926,0.6997923731803894,0.6621298372745514,0.7180159896612167,0.7958922231197357,,
1993-08-17,,,0.704651951789856,0.7143713951110839,0.6718491852283478,0.7143712401390075,0.7939483535289764,,
1993-08-18,,,0.728950560092926,0.719231116771698,0.6815685570240021,0.7095115900039672,0.7920044934749604,,
1993-08-19,,,0.6925027966499329,0.7119415640830994,0.6900729894638061,0.7028295516967773,0.7893316781520844,,
1993-08-20,,,0.6925027966499329,0.7095117330551147,0.693717759847641,0.6949326008558273,0.7876307952404022,,
1993-08-23,,,0.6803532838821411,0.6997922778129577,0.6997923254966736,0.6876430869102478,0.7855654239654541,,
1993-08-24,,,0.704651951789856,0.6997922778129577,0.7070818364620208,0.6791386634111405,0.7836215543746948,,
1993-08-25,,,0.704651951789856,0.6949325561523437,0.7070818364620208,0.6712417095899582,0.7821636545658112,,
1993-08-26,,,0.7532485723495483,0.7070817112922668,0.7095116376876831,0.6767088353633881,0.7816776871681214,,
1993-08-27,,,0.7410993576049805,0.7168010234832763,0.7131563782691955,0.6821759611368179,0.7809487354755401,,
1993-08-30,,,0.7775469422340393,0.736239755153656,0.7180160164833069,0.6900729268789292,0.7809487354755401,,
1993-08-31,,,0.8018454313278198,0.7556784510612488,0.7277353644371033,0.6997922748327255,0.7814347052574158,,
1993-09-01,,,0.7775469422340393,0.7702574491500854,0.7325950026512146,0.7070817798376083,0.7809487354755401,,
1993-09-02,,,0.8018454313278198,0.7799768209457397,0.7435292661190033,0.7168011277914047,0.7794908356666564,,
1993-09-03,,,0.8261435627937317,0.79698566198349,0.7568933427333832,0.7253055512905121,0.7785188984870911,,
1993-09-06,,,0.8261435627937317,0.8067049860954285,0.7714723706245422,0.735632348060608,0.7765750253200531,,
1993-09-07,,,0.7896958589553833,0.8042750716209411,0.779976761341095,0.743529298901558,0.7739021980762482,,
1993-09-08,,,0.7532485723495483,0.799415397644043,0.7848364233970642,0.7459591299295425,0.7700144624710084,,
1993-09-09,,,0.7532485723495483,0.7896960258483887,0.7848364233970642,0.7471740305423736,0.7666126894950867,,
1993-09-10,,,0.7532485723495483,0.775117027759552,0.786051344871521,0.7496038615703583,0.7632109165191651,,
1993-09-13,,,0.7896958589553833,0.7678274869918823,0.7872662365436554,0.7526411265134811,0.7605380892753602,,
1993-09-14,,,0.7653976082801819,0.762967836856842,0.7836214542388916,0.7556784093379975,0.7583512330055237,,
1993-09-15,,,0.8018454313278198,0.7726872086524963,0.7860513031482697,0.7593231528997422,0.75689333319664,,
1993-09-16,,,0.8018454313278198,0.7824065804481506,0.7860513031482697,0.7647902846336365,0.7554354333877563,,
1993-09-17,,,0.8018454313278198,0.7921259522438049,0.7836214900016785,0.7702574163675309,0.7534915745258332,0.7850186955928803,
1993-09-20,,,0.7532485723495483,0.784836494922638,0.7763319909572601,0.7739021807909012,0.751061737537384,0.7851401877403259,
1993-09-21,,,0.7775469422340393,0.7872663617134095,0.7751170992851257,0.7775469303131104,0.7491178679466247,0.7856261515617371,
1993-09-22,,,0.728950560092926,0.7726873874664306,0.7726872980594635,0.7787618607282638,0.7462020707130432,0.7856261515617371,
1993-09-23,,,0.728950560092926,0.7581084132194519,0.7702574968338013,0.7775469601154328,0.743772245645523,0.7850186985731125,
1993-09-24,,,0.7775469422340393,0.7532487154006958,0.7726873338222504,0.7793693393468857,0.7428003132343293,0.7845327323675155,
